factset_entity_id,total_aum
07H7FD-E,NULL
07H7FG-E,NULL
07H7JJ-E,NULL
07H7JK-E,NULL
07H7KS-E,NULL
07H7L3-E,30
07H7SQ-E,NULL
07H7YJ-E,NULL
07H811-E,NULL
07H82P-E,NULL
07H8LV-E,NULL
07H8TB-E,NULL
0JTRVQ-E,NULL
0DHJJS-E,19
07H91C-E,NULL
07H97H-E,NULL
07H98J-E,NULL
07H98P-E,NULL
07H9D1-E,212
07H9SV-E,NULL
07HB68-E,52
07HB8Q-E,NULL
07HBLR-E,NULL
07HBWQ-E,NULL
07HC0D-E,NULL
07HC5H-E,NULL
07HCG5-E,NULL
07HCMP-E,NULL
07HCQW-E,NULL
07HCVC-E,NULL
07HCVZ-E,NULL
07HD1M-E,NULL
07HD9N-E,NULL
07GTJH-E,341
0DHKV4-E,NULL
0DJY3Y-E,8
0DK9HF-E,NULL
0K69N0-E,NULL
0DP9HK-E,NULL
07GVFM-E,NULL
07H39Q-E,NULL
0DQ09D-E,500
07HDVC-E,NULL
07HFG4-E,NULL
07HFHX-E,NULL
07HFJ0-E,NULL
07HFZG-E,NULL
07HG4B-E,NULL
07HG59-E,NULL
07HG7Q-E,NULL
07HGB7-E,NULL
07HGJZ-E,NULL
07HGKK-E,NULL
07HGKP-E,NULL
07HGQZ-E,NULL
07HGSV-E,NULL
07HGTK-E,30
07HGV1-E,30
07HGVY-E,NULL
07HGXF-E,55
07HH0H-E,NULL
07HH0Z-E,NULL
07HH2B-E,NULL
07HHNJ-E,NULL
07HJ6C-E,11000
0FCW2N-E,161
07HJB7-E,NULL
07HJPQ-E,NULL
07HKW4-E,NULL
07HL1R-E,NULL
07HL20-E,NULL
07HL52-E,NULL
07HLB3-E,NULL
07HLPP-E,NULL
07HLR3-E,481
07HLX3-E,NULL
07HM1S-E,NULL
07HM80-E,NULL
07HM8Y-E,NULL
07HMC0-E,NULL
07HMDT-E,NULL
07HMF3-E,NULL
07HMF9-E,NULL
07HMKW-E,NULL
07HMR6-E,NULL
07HMVR-E,NULL
07HMX6-E,NULL
07HN07-E,677
07HN92-E,NULL
07HNKL-E,726
07HNMR-E,NULL
07HNRQ-E,NULL
07HP63-E,NULL
07HPB3-E,NULL
07HPB9-E,NULL
07HPDG-E,NULL
07HPGB-E,NULL
07HQ4K-E,NULL
07HQFK-E,NULL
07HQK3-E,NULL
07HQLY-E,NULL
07HQTL-E,NULL
07HRGT-E,NULL
07HRLY-E,NULL
07HRMM-E,NULL
07HRQ4-E,NULL
07HRTV-E,NULL
07HRXP-E,NULL
07HRYN-E,NULL
07HRYX-E,NULL
07HRZQ-E,NULL
07HS0K-E,NULL
07HS0X-E,NULL
07HS39-E,NULL
07HSLG-E,NULL
07HST2-E,17
07HSZ7-E,42
07HXWS-E,55
07HT52-E,NULL
07HT7Q-E,NULL
07HTCS-E,75
07HTMH-E,NULL
07HTND-E,NULL
07HTNG-E,NULL
07HTPJ-E,NULL
07HTPY-E,NULL
07HTQH-E,NULL
07HV1J-E,NULL
07HV3P-E,NULL
07HV4C-E,NULL
07HVND-E,NULL
07HVNR-E,NULL
07HVQ0-E,NULL
07HVV5-E,NULL
07HVX3-E,NULL
07HVX6-E,NULL
07HW1G-E,NULL
07HW3T-E,19
07HW7K-E,NULL
07HWBS-E,NULL
07HWDL-E,74
07HWT7-E,NULL
07HWX2-E,NULL
07HX8X-E,NULL
07HXH4-E,13
07HXK0-E,NULL
07HXNN-E,NULL
07HXQD-E,NULL
07HXVG-E,NULL
07HXWX-E,NULL
07HXYG-E,NULL
07HZ52-E,NULL
07HZ57-E,NULL
07HF58-E,NULL
07HGRV-E,NULL
07HKTT-E,15464
07HMCT-E,NULL
07HVG5-E,NULL
07HPBV-E,949
07HQPS-E,NULL
07HRVN-E,1830
07HTTD-E,615
07J1V6-E,NULL
07HZ84-E,NULL
07HZ8R-E,NULL
07HZ8X-E,NULL
07HZJL-E,NULL
07HZT5-E,NULL
07HZX2-E,NULL
07J06K-E,NULL
07J06W-E,NULL
07J07D-E,NULL
07J0BJ-E,NULL
07J0GC-E,NULL
07J1KT-E,29000
07J1MC-E,NULL
07J1RR-E,NULL
07J1SN-E,NULL
07J1YR-E,NULL
07J2CX-E,NULL
07J2R6-E,NULL
07J2WH-E,NULL
07J33H-E,NULL
07J3F0-E,NULL
07J3WX-E,NULL
07J3X6-E,NULL
07J44D-E,NULL
07J45V-E,27
07J466-E,NULL
07J48W-E,NULL
07J4F8-E,NULL
07J4G2-E,NULL
07J4H2-E,NULL
07J4HL-E,NULL
07J5JJ-E,NULL
07J5SL-E,NULL
07J5V1-E,NULL
07J639-E,NULL
07J65M-E,NULL
07J6DV-E,NULL
07J04F-E,956
07J6GR-E,NULL
07J6H0-E,NULL
07J729-E,NULL
07J76F-E,NULL
07J7MW-E,NULL
07J7PB-E,NULL
07J7QT-E,NULL
07J7S7-E,33
07J857-E,NULL
07J8TQ-E,NULL
07J8TZ-E,NULL
07J8W9-E,NULL
07J9GV-E,NULL
0KJDGN-E,745
07J9Q4-E,NULL
07JB60-E,NULL
07JBGH-E,NULL
07JBPG-E,NULL
07JBV5-E,NULL
07JC7V-E,NULL
07JCDC-E,NULL
07JCH4-E,NULL
07JCMR-E,NULL
07JDB0-E,NULL
07JDBV-E,NULL
07JDL9-E,NULL
07JDX0-E,NULL
07JF2W-E,NULL
07JF3Y-E,NULL
07JF4Q-E,NULL
07JF5F-E,NULL
07JF8C-E,376
07J05W-E,90
07JFCJ-E,NULL
07JG77-E,NULL
07JGB3-E,NULL
07JGNG-E,NULL
07JGP5-E,NULL
07JGPN-E,NULL
07JGRK-E,NULL
07JGTB-E,NULL
07JGYS-E,NULL
07JJ0L-E,NULL
07JJ1L-E,NULL
07JJ1W-E,NULL
07JJ5Z-E,NULL
07JJ6Z-E,15
07JJ75-E,NULL
07JJ8K-E,NULL
07JJ9G-E,NULL
07JJBG-E,NULL
07JJJB-E,NULL
07JJRD-E,NULL
07JJRR-E,NULL
07JK00-E,NULL
07JK45-E,NULL
07JK4G-E,NULL
07JKN9-E,NULL
07JKQQ-E,NULL
07JKT7-E,NULL
07HZ8P-E,NULL
07JL5J-E,NULL
07JL65-E,NULL
07JLFJ-E,NULL
07JLH2-E,NULL
07JLJW-E,NULL
07J0FN-E,4907
07J04V-E,NULL
07J302-E,NULL
0KKLM4-E,NULL
0KNF6S-E,NULL
07HZ9C-E,1310
0KYW5K-E,NULL
0KYX1B-E,NULL
07J1XX-E,1663
07J2SP-E,6475
07J2VQ-E,NULL
07J66B-E,NULL
07JLXC-E,NULL
0KYXDQ-E,NULL
07JM7X-E,NULL
07JMB2-E,NULL
07JMD6-E,45
07JMRB-E,NULL
07JN02-E,NULL
07JNC6-E,NULL
07JNCZ-E,NULL
07JNJ1-E,NULL
07JNQ1-E,NULL
07JP49-E,NULL
07JP7F-E,NULL
07JP8C-E,5
07JPDQ-E,NULL
07JPFM-E,248
07JPFT-E,NULL
07JPGH-E,NULL
07JPH2-E,NULL
07JPJ4-E,NULL
07JPKN-E,NULL
07JQ2J-E,NULL
07JQ2S-E,NULL
07JQ8G-E,NULL
07JQ9P-E,NULL
07JQGJ-E,200
07JQJM-E,NULL
07JQKT-E,NULL
07JQS6-E,486
07JQSK-E,NULL
07JQSL-E,NULL
07JQT9-E,NULL
0FMNQQ-E,NULL
07JRTN-E,3474
07JRX0-E,NULL
07JRXV-E,NULL
07JRYH-E,NULL
07JRZL-E,NULL
07JS18-E,477
07JS2T-E,NULL
07JS2V-E,NULL
07JS3S-E,NULL
07JS71-E,NULL
07JT5B-E,NULL
07JT60-E,NULL
07JT8V-E,8
07JT9Y-E,NULL
07JTCZ-E,NULL
07JTD3-E,NULL
07JV89-E,NULL
07JVCR-E,217
07JVHT-E,NULL
07JVSM-E,NULL
0KYXZB-E,NULL
07JVVF-E,NULL
07JVWV-E,NULL
07JVY5-E,NULL
07JVZP-E,NULL
07JWYS-E,69
07JX18-E,NULL
07JXC1-E,NULL
07JXG6-E,NULL
07JXLB-E,NULL
07JXNP-E,NULL
07JY91-E,NULL
07JY9P-E,NULL
07JYCD-E,NULL
07JYNR-E,NULL
07JYQX-E,NULL
07JZ1J-E,NULL
07JZ3T-E,NULL
07JZ7N-E,NULL
07JZG4-E,1100
07JZLY-E,NULL
07JZQ3-E,NULL
07JZQ9-E,NULL
07JZV4-E,NULL
07K02Z-E,NULL
07K036-E,NULL
07K055-E,NULL
07K06D-E,NULL
07K07Q-E,NULL
07K08H-E,NULL
07K08P-E,NULL
07K08X-E,NULL
07K0C1-E,NULL
07K0C6-E,NULL
07K0CY-E,NULL
07K0M7-E,NULL
07K0QD-E,NULL
07K0R1-E,NULL
07K0R2-E,NULL
0KYY4G-E,NULL
07K0YP-E,NULL
07K1VC-E,NULL
07K1X7-E,NULL
07K21T-E,NULL
07K234-E,NULL
07K28B-E,NULL
07K29Z-E,NULL
07K2CJ-E,NULL
07K2DR-E,NULL
07K2H7-E,NULL
07K2HD-E,NULL
07K2RV-E,NULL
07K2WW-E,350
07K31N-E,468
07K36F-E,NULL
07K3CJ-E,NULL
07K3L3-E,238
07K3RC-E,NULL
07K3SM-E,NULL
07K3SV-E,NULL
0KYYPT-E,NULL
0KYYSF-E,NULL
07JP8W-E,6725
0KYZ9M-E,NULL
07JLZL-E,105
07JNPX-E,241
07K0RZ-E,147
07JP4C-E,NULL
07JP55-E,NULL
07JQNC-E,139
07K3W4-E,NULL
07K3Y0-E,NULL
07K407-E,NULL
07K4JN-E,1200
07K4PR-E,NULL
07K4T8-E,22
07K50T-E,NULL
07K54X-E,NULL
07K576-E,NULL
07K5BN-E,NULL
07K5S3-E,NULL
07K5XN-E,NULL
07K66F-E,NULL
07K68T-E,NULL
07K69Z-E,NULL
07K6CV-E,NULL
07K787-E,NULL
07K7HD-E,NULL
07K7Q1-E,NULL
07K87V-E,NULL
07K8NY-E,NULL
07K8Z7-E,NULL
07K95R-E,NULL
07K96V-E,NULL
07K9PQ-E,NULL
07K9PT-E,NULL
07K9ZQ-E,NULL
07KB2G-E,NULL
0010BL-E,NULL
07KBPM-E,NULL
07KBB3-E,NULL
07KBHR-E,1118
07KBHX-E,NULL
07KBLM-E,NULL
07KBQK-E,NULL
07KD2Y-E,NULL
07KBT3-E,NULL
07KCK5-E,NULL
07KCKT-E,NULL
07KCR8-E,NULL
07KD15-E,NULL
07KD1F-E,NULL
001FQ5-E,774
07KDB1-E,NULL
07KDBS-E,NULL
07KDF3-E,NULL
001J20-E,393
07KDTH-E,NULL
07KDTP-E,NULL
07KFH2-E,NULL
07KFKT-E,NULL
07KFQP-E,NULL
07KFST-E,NULL
07KFW4-E,NULL
07KFXB-E,NULL
07KFYN-E,NULL
07KFZ4-E,NULL
07KG01-E,NULL
07KG07-E,NULL
07KG9L-E,NULL
07KGH2-E,NULL
07KGHB-E,NULL
07KGND-E,NULL
07KGRT-E,145
07KB6D-E,NULL
07KGXN-E,NULL
07KGXW-E,NULL
07KGYT-E,NULL
07KH56-E,NULL
07KHFR-E,NULL
07KHG3-E,NULL
07KHHT-E,NULL
07KJHG-E,NULL
07KJJT-E,NULL
07KJNW-E,NULL
07KJQW-E,NULL
07KJRM-E,NULL
07KJVK-E,NULL
07KJZD-E,NULL
07KK0V-E,1
07KK13-E,NULL
07KK2X-E,NULL
07KK36-E,NULL
07KK3K-E,NULL
07K997-E,12461
07KK99-E,26
07KK9B-E,NULL
07KKCP-E,NULL
07KKHK-E,156
07KKQG-E,NULL
07KKSG-E,65
07KL1M-E,NULL
07KL5S-E,575
07KLF8-E,NULL
07KLH9-E,NULL
07KLLR-E,NULL
07KLNP-E,NULL
07KLX1-E,NULL
07KM98-E,368
07KMM5-E,NULL
07KHQ8-E,515583850
07KMRS-E,NULL
07KN3P-E,NULL
07KN8K-E,NULL
07KNCT-E,NULL
07KNDX-E,NULL
07KNZ2-E,NULL
07KP1G-E,NULL
0G564K-E,NULL
0B479N-E,12872
00179W-E,NULL
003NP6-E,NULL
07KBRX-E,328989
07KCT8-E,NULL
07KDC2-E,NULL
07KHM0-E,645
07KP5G-E,NULL
07KPHD-E,NULL
07KPHY-E,NULL
07KPK7-E,19157
07KPP1-E,NULL
07KQ74-E,NULL
07KQKY-E,NULL
07KQMS-E,NULL
07KQY2-E,NULL
07KR2D-E,NULL
07KR4X-E,NULL
07KRCH-E,NULL
07KTN7-E,60
07KRSZ-E,NULL
07KRWR-E,NULL
07KRX4-E,NULL
07KRZB-E,NULL
001XP1-E,50384
07KSG0-E,NULL
07KT5M-E,NULL
07KT68-E,NULL
07KTGB-E,15
07KTLW-E,NULL
07KTMK-E,NULL
07KTMR-E,NULL
07KTRK-E,NULL
07KVFT-E,NULL
07KVHP-E,NULL
07KVV6-E,NULL
07KW0R-E,NULL
07KW3G-E,NULL
07KW44-E,60
07KW79-E,NULL
07KW7N-E,NULL
07L84R-E,NULL
0GBCLJ-E,NULL
07KWBR-E,NULL
07KWGC-E,NULL
07KWZ8-E,NULL
07KX0H-E,NULL
07KX3L-E,NULL
07KX4M-E,NULL
07KX66-E,NULL
07KX6V-E,NULL
07KXBL-E,NULL
07KXGY-E,NULL
07KXJQ-E,40
07KXKT-E,NULL
07KXLZ-E,NULL
07KXPL-E,NULL
07KXY2-E,NULL
07KXZ1-E,4000
07KXZQ-E,NULL
07KY6Z-E,NULL
07KYFR-E,NULL
07KZ1H-E,NULL
07L013-E,1600
07L05H-E,NULL
07L08J-E,NULL
07L0BC-E,NULL
07L138-E,NULL
07L180-E,NULL
07L1D6-E,NULL
07L1FP-E,NULL
07L2Y9-E,NULL
07L33M-E,NULL
07L35Y-E,NULL
07L38V-E,NULL
07L3BB-E,NULL
07L3BX-E,NULL
07L3DY-E,NULL
07L3GH-E,NULL
07L3KH-E,NULL
07L3W5-E,NULL
07L40Y-E,NULL
07L43L-E,NULL
07L4LJ-E,NULL
07L4PX-E,4
07L50N-E,NULL
07L51B-E,NULL
07L54M-E,NULL
07L5TY-E,NULL
07L5WG-E,NULL
07L5WN-E,NULL
07L676-E,NULL
07L67Q-E,NULL
07L69C-E,48
07L6GP-E,NULL
07L78G-E,4619
07L7B7-E,NULL
0GHFRF-E,NULL
07L7HR-E,NULL
07L7R0-E,NULL
07L7XM-E,NULL
07L7XN-E,137
07L7YJ-E,NULL
07L80T-E,NULL
06X4B8-E,1000
07L83B-E,NULL
07L8PR-E,NULL
001PJY-E,1856
07L6FM-E,8739
07L84Q-E,4961
001XJ8-E,NULL
001T6F-E,7000
07KQLT-E,NULL
001K96-E,NULL
07KQLG-E,NULL
001VR9-E,42972
07KRSS-E,NULL
07KSXX-E,NULL
07L020-E,NULL
07L954-E,NULL
07L9H9-E,NULL
07L9HS-E,NULL
07L9HY-E,NULL
07L9KK-E,NULL
07L9KZ-E,NULL
07LBCS-E,NULL
07LBFX-E,NULL
07LBG0-E,550
002FQB-E,1789
07LBQR-E,NULL
07LBS2-E,NULL
07LBT7-E,NULL
07LBT8-E,166
07LBTN-E,NULL
07LC27-E,NULL
07LC3R-E,NULL
07LC45-E,NULL
07LC4C-E,NULL
07LD04-E,NULL
001ZNW-E,853
07LDMV-E,NULL
07LDPF-E,NULL
07LDQS-E,NULL
07LDR5-E,NULL
07LDR6-E,NULL
07LDRG-E,43
07LDS6-E,NULL
0GHN0G-E,NULL
07LGBG-E,NULL
07LHD1-E,NULL
07LHFL-E,NULL
07LHP4-E,NULL
07LHPR-E,NULL
07LHT0-E,NULL
07LHY0-E,NULL
07LHYS-E,NULL
07LHZF-E,NULL
07LJ35-E,NULL
07LJ3Z-E,NULL
07LJ91-E,NULL
07LJC6-E,NULL
07LJDL-E,NULL
07LNK2-E,42000
07LK8Z-E,NULL
07LKFV-E,NULL
07LKJ0-E,NULL
07LKNR-E,NULL
07LKQP-E,NULL
07LKWF-E,NULL
07LL14-E,1153
07LLPK-E,201
07LLT7-E,NULL
07LM1W-E,NULL
07LMD3-E,NULL
07LMFD-E,NULL
07LMH6-E,NULL
07LMHC-E,NULL
07LMKQ-E,326
07LK7J-E,91
07LMML-E,NULL
07LNNQ-E,NULL
07LNZ2-E,NULL
07LP03-E,NULL
07LP1G-E,NULL
07L970-E,NULL
07LP43-E,NULL
07LP8W-E,NULL
07LP99-E,NULL
07LPG2-E,NULL
07LPPV-E,NULL
07LQG6-E,NULL
07LQT1-E,29
07LQTQ-E,NULL
07LQVV-E,NULL
07LRMX-E,NULL
07LRP5-E,NULL
07LRR1-E,NULL
07LRXH-E,NULL
07LS1Y-E,NULL
07LS3Q-E,NULL
07LS54-E,NULL
0KVZRL-E,NULL
07LS78-E,NULL
07LS9K-E,NULL
07LSBP-E,NULL
07LSQT-E,NULL
07LT9D-E,NULL
07LTNL-E,NULL
07LTVS-E,NULL
07LTW9-E,NULL
07LV0B-E,NULL
07LVC2-E,NULL
07LVJJ-E,NULL
07LVV9-E,NULL
07LVX2-E,NULL
07LW3D-E,NULL
07LW7N-E,NULL
07LX1Y-E,NULL
07LX2Y-E,NULL
07LX9B-E,NULL
07LXBR-E,NULL
07LXG7-E,NULL
07LXM5-E,NULL
07LG73-E,NULL
07L9F9-E,NULL
07LP4D-E,31
0KVZWZ-E,NULL
07LNLK-E,65
0KW019-E,NULL
07LXD5-E,600
07LM7Y-E,400
001YCG-E,2749
001YT0-E,NULL
07L9WV-E,NULL
07LH7B-E,NULL
07LQ39-E,NULL
07LT89-E,NULL
07LTC3-E,NULL
07LXPB-E,NULL
07LXQ9-E,NULL
07LXW7-E,NULL
07LXWJ-E,NULL
07LY03-E,NULL
07LY05-E,NULL
07LY08-E,NULL
07LY1H-E,NULL
07LY1J-E,NULL
07LY24-E,NULL
07LY5Q-E,159
07LY5S-E,NULL
07LY8T-E,NULL
07LY91-E,NULL
07LY98-E,NULL
07LYMV-E,NULL
002H7B-E,21324
07LYQ2-E,NULL
07LYSB-E,NULL
07LYTG-E,NULL
07LZ01-E,NULL
07LZ3M-E,NULL
07624G-E,NULL
07LZ66-E,NULL
07LZ9K-E,NULL
07LZ9M-E,NULL
07LZDD-E,NULL
07LZFL-E,NULL
07LZTY-E,NULL
07LZXF-E,NULL
002H43-E,44050
07M01D-E,NULL
07M03J-E,NULL
07M06D-E,NULL
07M071-E,NULL
07M096-E,NULL
07M099-E,NULL
07M0CV-E,NULL
07M0CY-E,NULL
07M0F1-E,97
07M12X-E,NULL
07M16J-E,NULL
07M16L-E,NULL
07M1B4-E,NULL
07M1N9-E,NULL
07M22N-E,NULL
07M257-E,NULL
07M28L-E,NULL
07M2DQ-E,NULL
07M2KL-E,NULL
07M2NX-E,NULL
07M2PH-E,NULL
07M2VC-E,884
07M329-E,NULL
07M36R-E,NULL
07M3DK-E,NULL
07M3KX-E,NULL
07M3M2-E,137
07M3N0-E,NULL
07M3NC-E,3500
07M3RX-E,91
07M403-E,NULL
07M4FP-E,NULL
07M4GT-E,NULL
07M4PF-E,NULL
07M4SJ-E,NULL
07M4TW-E,NULL
07M57H-E,NULL
07M58C-E,NULL
07M5B1-E,NULL
07M5GD-E,NULL
07M5VF-E,NULL
07M5VQ-E,NULL
07M7WX-E,5
07M602-E,NULL
07M66X-E,NULL
07M680-E,NULL
07M68Z-E,NULL
07M694-E,NULL
002G6D-E,11525
07M6K6-E,NULL
07M6LK-E,NULL
07M6N9-E,175
07M6NV-E,NULL
002H3C-E,6126
07M6YJ-E,NULL
07M6ZR-E,27157
07M706-E,NULL
07M7BG-E,NULL
07M7C9-E,NULL
07M7CY-E,NULL
07M7KK-E,NULL
07M7ND-E,NULL
002H53-E,108249
07M7XK-E,NULL
07M81B-E,NULL
07M82Q-E,NULL
07M85B-E,NULL
07M8F5-E,NULL
07M8H1-E,NULL
07M8P9-E,NULL
07M8V9-E,NULL
07M8W5-E,NULL
07M8WL-E,NULL
07M8ZP-E,NULL
07M995-E,NULL
07M99Q-E,NULL
07M9KQ-E,NULL
07M25W-E,NULL
0B8XD6-E,NULL
0GWKZ6-E,NULL
07LXRB-E,NULL
07LXWY-E,NULL
07LXYN-E,NULL
07M9NQ-E,NULL
07M9P5-E,NULL
07M9RK-E,NULL
07M9SG-E,NULL
07M9VL-E,NULL
07MB24-E,NULL
07MB28-E,NULL
07MB2R-E,NULL
07MBBH-E,NULL
07MBT7-E,NULL
07MC0S-E,NULL
07MC2K-E,NULL
07MC84-E,NULL
07ML9M-E,5477
07MCDD-E,NULL
07MCF3-E,11
07MCJL-E,NULL
07MCWX-E,NULL
07MCYB-E,NULL
07MD3X-E,NULL
07MD92-E,30139
07MDGZ-E,4500
07MDJL-E,NULL
07MDN5-E,NULL
07MDNN-E,NULL
07MDR5-E,NULL
07MDSB-E,NULL
07MDST-E,NULL
07MDTV-E,NULL
07MDTZ-E,NULL
07MDV8-E,NULL
07MDV9-E,26
07MDX2-E,23
07MDXP-E,NULL
07MC3C-E,NULL
07MDY1-E,NULL
07MDYT-E,NULL
07MFCD-E,NULL
07MFFT-E,NULL
07MFS5-E,NULL
07MFV7-E,NULL
07MG5X-E,NULL
07MGLH-E,NULL
07MH78-E,NULL
07MH90-E,NULL
07MHC6-E,NULL
07MHNV-E,NULL
07MHSN-E,NULL
07MHWT-E,NULL
07MHX7-E,NULL
07MJ0G-E,NULL
07MJDG-E,NULL
07MJHM-E,NULL
07MJHW-E,NULL
07MJLL-E,NULL
07MJLR-E,NULL
07MJNJ-E,NULL
07MJPS-E,NULL
07MJR9-E,NULL
07MJSZ-E,NULL
07MJTC-E,NULL
07MJTS-E,5
07MK18-E,NULL
07MKFG-E,NULL
07MKGQ-E,NULL
07MKN3-E,NULL
07MKQ4-E,NULL
07MKQ5-E,NULL
07MKQP-E,NULL
07MKXC-E,NULL
07ML3M-E,NULL
07ML4R-E,NULL
07ML56-E,NULL
07ML9T-E,NULL
07MLG9-E,NULL
07MLVZ-E,NULL
07MLZ5-E,NULL
07MM3Q-E,NULL
07MM5R-E,NULL
07MJ9X-E,1206
07M9T9-E,39
07MMM8-E,NULL
07MMNR-E,NULL
07MN33-E,NULL
07MN9L-E,7048
07MNB0-E,200
07MNHF-E,NULL
07MNKW-E,NULL
07MNTS-E,NULL
07MNVV-E,NULL
07MP0R-E,1100
07MP5M-E,NULL
07MP6P-E,NULL
07MP9D-E,NULL
07MP9M-E,NULL
07MPDX-E,NULL
07MPTR-E,NULL
07MQ9R-E,NULL
07MQ9X-E,NULL
07MQCH-E,NULL
07MQCJ-E,NULL
07MQDT-E,NULL
07MQDZ-E,NULL
07MQFG-E,880
07MQGQ-E,NULL
07MQHV-E,NULL
07MQM2-E,NULL
07MQS2-E,NULL
07MR5Y-E,NULL
07MR8F-E,NULL
07MRDV-E,NULL
07MRK7-E,NULL
07MRLY-E,NULL
07MRM2-E,NULL
07MJNV-E,80
07MRSB-E,NULL
07MCHY-E,3
0H267D-E,2107
0GYPYQ-E,497
002HW4-E,1488
002HKC-E,1862
002HMY-E,3272
07MLC7-E,NULL
07MRTM-E,NULL
07MRXL-E,NULL
07MRZQ-E,400
07MS1L-E,NULL
07MSHP-E,NULL
07MSV6-E,NULL
07MSVF-E,NULL
07MSX0-E,NULL
07MSX6-E,NULL
07MSXT-E,NULL
07MSXY-E,NULL
07MSY8-E,361
07MSYR-E,2752
07MSZ7-E,NULL
07MT0L-E,NULL
07MTBK-E,NULL
07MTHY-E,6
07MTN7-E,NULL
07MTQ2-E,NULL
07NDH4-E,NULL
07MV7M-E,NULL
07MVFL-E,NULL
07N4XB-E,1205
07MVP5-E,NULL
07MVPG-E,NULL
07MVY9-E,NULL
07MVZJ-E,NULL
07MW0D-E,NULL
07MW2C-E,NULL
07MW61-E,NULL
07MWBF-E,NULL
07MWS3-E,NULL
07MWW6-E,NULL
07MWWD-E,NULL
07MWWG-E,NULL
07MWWM-E,NULL
07MX0V-E,NULL
07MSN4-E,NULL
07MX7R-E,NULL
07N5XN-E,NULL
07MYNR-E,NULL
07MYPD-E,NULL
07MZFC-E,NULL
07N2XX-E,2500
07MZP9-E,NULL
07MZSL-E,NULL
07MZT4-E,NULL
07MZYZ-E,NULL
07N155-E,NULL
07N15F-E,NULL
07N173-E,NULL
07N18X-E,5652
07N254-E,NULL
07N26N-E,NULL
07N26Y-E,NULL
07N2B2-E,1000
07N2B6-E,14882
07N2J3-E,NULL
07N32S-E,NULL
07N33F-E,NULL
07N36C-E,67
07N38D-E,NULL
07N3CS-E,NULL
07N3JL-E,NULL
07N3RD-E,NULL
07N4LQ-E,NULL
07N4PM-E,NULL
07N4RQ-E,NULL
07N4WB-E,NULL
07N5LR-E,NULL
07N5SQ-E,27637
07N5Z8-E,NULL
07N5ZB-E,NULL
07N60P-E,NULL
07N63B-E,NULL
07N72L-E,NULL
07N74G-E,NULL
07N76N-E,NULL
07N77T-E,NULL
07N7F3-E,NULL
07N7Z4-E,NULL
07N80L-E,NULL
07N80R-E,NULL
07N8JQ-E,NULL
07N8PQ-E,NULL
07N8VN-E,NULL
07N915-E,46
07N9XP-E,NULL
07NB7Q-E,NULL
07NB8K-E,NULL
07NB8Q-E,NULL
07NBCF-E,NULL
07NBFN-E,NULL
07MSL1-E,NULL
07NC5B-E,NULL
07NCK3-E,NULL
07NCPK-E,NULL
07NCRM-E,NULL
07NCRX-E,NULL
002K3F-E,6310
07NDFV-E,NULL
07N746-E,715
07MTL2-E,2
07MW1R-E,14300
0H4B7X-E,NULL
07NBJP-E,120
0H29MZ-E,72643
002KFZ-E,946
002KJJ-E,198
002WVW-E,NULL
07MSXN-E,NULL
07MTCL-E,NULL
07MYDW-E,NULL
07N39J-E,406
07N5ZF-E,NULL
07NDJD-E,NULL
07NDJT-E,NULL
07NDJX-E,NULL
07NDL9-E,NULL
07NDLX-E,NULL
07NDP5-E,86
07NDQX-E,NULL
0HJ25D-E,NULL
07NDZ5-E,NULL
07NDZB-E,NULL
07NF1Q-E,NULL
07NF26-E,NULL
07NF4H-E,NULL
07NF6F-E,NULL
07NF76-E,NULL
07NFFV-E,NULL
07NFH4-E,NULL
07NFP9-E,NULL
07NFRP-E,NULL
07NFXB-E,NULL
07NG6L-E,NULL
07NG76-E,NULL
07NDYQ-E,258
07NGDF-E,NULL
07NGDW-E,NULL
07NGL9-E,16
07NGMF-E,NULL
07NMJT-E,NULL
07NGV9-E,NULL
07NGXN-E,NULL
07NH0Z-E,NULL
07NHBS-E,NULL
07NHL2-E,NULL
07NHM3-E,NULL
07NHV8-E,NULL
07NJ8V-E,79
07NJGX-E,NULL
07NJMN-E,NULL
07NJP3-E,NULL
07NJQP-E,NULL
07NJT0-E,NULL
07NK39-E,NULL
07NKGX-E,NULL
07NKHQ-E,NULL
07NKJB-E,NULL
07NKPY-E,NULL
07NKQ2-E,11
07NKR6-E,NULL
07NLHN-E,NULL
07NLM9-E,NULL
07NLWJ-E,NULL
07NM6R-E,NULL
07NMBW-E,3499
07CH7L-E,NULL
07NML4-E,NULL
07NMND-E,5
07NNBV-E,500
07NNPC-E,NULL
07NNW3-E,NULL
07NNXM-E,NULL
07NNYX-E,NULL
07NNZ3-E,NULL
07NP3L-E,NULL
07NP59-E,NULL
07NP5H-E,NULL
07NP9N-E,NULL
07NPF7-E,NULL
07NPG7-E,NULL
07NPKK-E,NULL
002Y8N-E,991
07NQMS-E,NULL
07NQND-E,NULL
07NQQL-E,NULL
07NQT5-E,NULL
07NQTF-E,NULL
07NRP2-E,NULL
07NRW7-E,NULL
07NRZ7-E,NULL
07NS05-E,NULL
07NS1J-E,14
07NS1Y-E,NULL
07NS20-E,13
07NS7V-E,NULL
07NSDR-E,NULL
07NSDV-E,NULL
002ZTH-E,471
07NSG6-E,NULL
07NT7Y-E,NULL
07FQ7D-E,10553
07NTC9-E,NULL
07NTDK-E,NULL
07NTFK-E,NULL
07NTGT-E,NULL
