factset_entity_id,total_aum
00CDYX-E,980
00C9KW-E,NULL
00C9WB-E,NULL
0F1Y5Y-E,NULL
00C9Y8-E,NULL
00CB29-E,NULL
0FJZ43-E,576
00CB6W-E,NULL
0G2DLB-E,707
00CCW5-E,2725
00CFDD-E,2090
0G6JPN-E,603
00CC9C-E,NULL
00CCHT-E,NULL
00CBVM-E,170
00C8HT-E,14549
0G6PKL-E,3457
00CDP3-E,NULL
00CDZ7-E,NULL
00CDXD-E,NULL
0JHBHP-E,NULL
00CF4P-E,NULL
00CF6W-E,NULL
00CF6X-E,NULL
0KV4RW-E,NULL
00CF87-E,NULL
00CF89-E,NULL
00CF8B-E,NULL
0L0P15-E,NULL
00CF8Q-E,1544
00CF92-E,NULL
00CF9G-E,NULL
00CF9W-E,7966
0L2DMX-E,NULL
00CFBB-E,NULL
00CFBG-E,NULL
0L3V9W-E,NULL
00CFDZ-E,NULL
00CFFK-E,NULL
0L3VZW-E,NULL
0L498H-E,NULL
00CG5Q-E,NULL
00CG68-E,NULL
00CG8S-E,NULL
00CG9V-E,238
00CGBN-E,NULL
00CGBX-E,NULL
00CGJM-E,NULL
00CGL4-E,NULL
0L4BFS-E,NULL
00CGV8-E,NULL
00CGV9-E,NULL
00CGVF-E,NULL
00CGVX-E,NULL
00CGZH-E,NULL
00CH2R-E,NULL
00CH7W-E,NULL
00CHF6-E,1719
00CHN0-E,NULL
00CHNZ-E,NULL
00CHRB-E,NULL
00CJ1J-E,NULL
00CJ5S-E,NULL
0L4BLX-E,NULL
0L4D80-E,NULL
00CJFT-E,NULL
00CJJ7-E,NULL
00CJP3-E,NULL
00CL4Z-E,NULL
00CL7K-E,NULL
00CLF6-E,NULL
00CF8V-E,65
0L4DDR-E,NULL
00CFBZ-E,974
0076JZ-E,NULL
0L4DH1-E,NULL
0L4DP7-E,NULL
00C921-E,354
00710Z-E,NULL
0L4DSS-E,NULL
0L4F12-E,NULL
00CF7K-E,NULL
0071NH-E,30087
0L4GD8-E,NULL
0071ZM-E,NULL
0072NF-E,1064
00CGZD-E,NULL
0076PM-E,155
0076SG-E,NULL
0079GT-E,182
00C8Y7-E,938
00CLHD-E,NULL
0CSJB1-E,NULL
0CRMMY-E,NULL
00CLL2-E,NULL
0085RQ-E,11816
00CLT0-E,NULL
00D0Q0-E,580
00CMCY-E,NULL
00CMJT-E,NULL
00CN1J-E,NULL
00CNCB-E,NULL
00CNF4-E,NULL
00CNGB-E,1033
0CR8T0-E,155
00CNJ9-E,NULL
00CNRT-E,NULL
00CNRW-E,NULL
00D0ZW-E,NULL
0CR9WW-E,189
00CQ6D-E,NULL
00CTKX-E,NULL
00CQJ5-E,NULL
00CQRR-E,NULL
00CRNF-E,NULL
0CRHSD-E,NULL
00CS5Z-E,NULL
00CT2B-E,NULL
00CT2L-E,NULL
00CT3V-E,NULL
00CTQS-E,NULL
00CVWP-E,NULL
00CW3Z-E,NULL
007M8J-E,34
00CWM1-E,3008
00CWQH-E,NULL
00CWR0-E,NULL
00CWRD-E,NULL
0CRJFR-E,NULL
00CXC6-E,NULL
00CXX2-E,NULL
00D1B4-E,NULL
00CZNG-E,424
007D45-E,5982
00D07Y-E,NULL
00CWSP-E,971
00D0DV-E,NULL
00D0GG-E,NULL
00D0J4-E,NULL
00D0JW-E,366
0CRKCV-E,7503
00D0PV-E,NULL
00D0Q3-E,NULL
0CRKV0-E,NULL
0KKYS2-E,NULL
0080FN-E,1003
00D0T6-E,NULL
0KMQBY-E,NULL
0CRMCP-E,NULL
0KMQVW-E,NULL
0L4GDH-E,NULL
0CRWRR-E,NULL
00D17K-E,4829
0KMR0L-E,NULL
00D16F-E,NULL
00D16N-E,NULL
0CRX49-E,362
0CRZPS-E,1400
0CRZV4-E,155
00D18N-E,NULL
00D198-E,NULL
00D19V-E,NULL
007ZSX-E,182
0CS1TK-E,74
0080CC-E,3012
00CXY4-E,441
0080GP-E,7167
0CS40D-E,NULL
0CS43M-E,NULL
0KMSQC-E,NULL
0080JT-E,1772
0CS6M1-E,524
0CS8S1-E,362
0088Q5-E,3452
00D1BK-E,NULL
00CLFJ-E,NULL
00CLGB-E,323206
0KSNYZ-E,NULL
0CSDC8-E,NULL
0CSDFX-E,NULL
0KSZY9-E,NULL
0CSDRP-E,NULL
0CSDRT-E,NULL
0CSGPS-E,NULL
0KT0PH-E,NULL
0KMS5Y-E,NULL
0CSLJF-E,7314
0KMS60-E,NULL
0KMS9D-E,NULL
0KMSQG-E,NULL
0KMSRD-E,NULL
0KT1BG-E,NULL
0KT1F2-E,NULL
0KT1H1-E,NULL
00D1CM-E,NULL
07NP2S-E,NULL
00D1D1-E,NULL
00D1DP-E,NULL
00D1DR-E,NULL
00D1DY-E,NULL
00D1FT-E,NULL
00D1G3-E,NULL
00D1G6-E,NULL
00907S-E,1334
008F9S-E,2442
00D1QP-E,NULL
0FK02Y-E,1763
00D1W8-E,NULL
00D23X-E,NULL
00D261-E,NULL
00D1DK-E,NULL
00D2BV-E,NULL
00D2HW-E,NULL
00D2W0-E,NULL
00D2YN-E,NULL
00D2ZX-E,443
00D359-E,NULL
00D37N-E,NULL
00D3MT-E,NULL
00D426-E,NULL
00D441-E,NULL
00D44M-E,NULL
00D4Q3-E,NULL
00D510-E,NULL
0088SH-E,NULL
0069PH-E,142
00D6G1-E,NULL
00D6Q5-E,NULL
0FKSJG-E,NULL
00D6WQ-E,NULL
00D7HP-E,NULL
00D7RB-E,40
0FKCCK-E,NULL
0FLZNL-E,26420
0FM0GZ-E,NULL
0FN61F-E,NULL
00DCT5-E,NULL
00D6RB-E,NULL
00DD79-E,1790
00DD7J-E,NULL
0FNWDB-E,NULL
00DD8B-E,NULL
00DD8R-E,NULL
00DD8S-E,NULL
00DDK1-E,NULL
00DDR3-E,NULL
00DF66-E,NULL
00DF7Y-E,NULL
00DFS2-E,NULL
00DGXD-E,NULL
00DJ0P-E,NULL
00DJN0-E,NULL
00DK38-E,NULL
0FMQS5-E,NULL
00DLDW-E,NULL
00DJP1-E,1205
00DMQ0-E,NULL
00DNML-E,NULL
00DNV6-E,NULL
0FNQYW-E,NULL
00DQBK-E,NULL
00DQFL-E,NULL
00DQN5-E,NULL
00DPXM-E,NULL
0FNSM3-E,NULL
0FQSD0-E,NULL
0088SM-E,NULL
00DJSZ-E,1662
0CVPT1-E,NULL
00D1LG-E,NULL
008F0Y-E,8196
0GXX57-E,NULL
0H42HP-E,NULL
0HHJ3R-E,NULL
0KHQZ2-E,NULL
0KVRQ7-E,NULL
0L4J1Z-E,NULL
008JFR-E,62
0FL650-E,NULL
00D1CH-E,951
00D1FG-E,78326
00D1FR-E,NULL
00D1NC-E,NULL
05MYM5-E,6250
0CT0MH-E,NULL
07H8KQ-E,785
00DR3X-E,NULL
0CTS4Q-E,248
00DR43-E,NULL
00DR49-E,NULL
0C275L-E,666
00DR64-E,NULL
00DR6L-E,NULL
00DRDB-E,NULL
00DRFJ-E,NULL
00DRSQ-E,NULL
0FTGT7-E,5449
00DSG2-E,5953
00DT7F-E,NULL
00DT7P-E,NULL
00DTJT-E,NULL
0FWL73-E,NULL
00DTMB-E,NULL
00DTP1-E,NULL
00DV0P-E,NULL
00DV2F-E,NULL
00DV58-E,NULL
00DV7P-E,NULL
00DVMF-E,NULL
00DVXC-E,NULL
00DR6Z-E,473
00DW30-E,NULL
005P98-E,670
00DXFH-E,NULL
00DXN7-E,NULL
00DXNL-E,NULL
0CSM0M-E,NULL
00DR5M-E,1827
00DR32-E,1249
00DY0S-E,NULL
0CSMC3-E,NULL
0CSQ6T-E,654
00DY3H-E,NULL
00DY80-E,NULL
00DYJT-E,NULL
0CSSLN-E,502
00DYQF-E,NULL
00DYVG-E,NULL
00DZ9M-E,NULL
00F029-E,NULL
00F1QF-E,NULL
00F1X0-E,NULL
0CSZGL-E,NULL
00F271-E,NULL
00F34Q-E,NULL
00F3Z3-E,NULL
00F47Y-E,NULL
00F4B3-E,NULL
00F4R2-E,NULL
00F57X-E,NULL
00F5L8-E,NULL
00F5LJ-E,NULL
00F634-E,NULL
00F66Z-E,NULL
00F72R-E,NULL
00F78L-E,NULL
00F7LQ-E,NULL
00F8BC-E,NULL
00F8NX-E,NULL
00F9G4-E,NULL
00F9PK-E,NULL
00F9SK-E,NULL
00FBC2-E,NULL
0FXLT9-E,NULL
00FC0K-E,NULL
0L4LR6-E,NULL
0CT27T-E,538
00FC7M-E,NULL
0L4MB9-E,NULL
0L4MNK-E,NULL
00FC87-E,NULL
00FC88-E,346
00D13P-E,5977
00D1C5-E,743
0CT33T-E,672
00DW2Q-E,NULL
0CT3N4-E,285
00FC86-E,NULL
0CTL73-E,NULL
0070BL-E,3001
0CTP9Q-E,479
00DXWK-E,NULL
0090BW-E,432
00FBM0-E,50405
00CJ9V-E,6322
00F328-E,151
0090G1-E,NULL
0090HN-E,901
0090PS-E,1864
0FVB08-E,NULL
0090QR-E,204
00CC1P-E,126
00CF5H-E,NULL
00CF76-E,2081
00DQTJ-E,313
00DR2Y-E,NULL
0CTPBK-E,NULL
00FBPJ-E,290
0CTY99-E,NULL
00DY12-E,NULL
00FCTT-E,NULL
0CV1JL-E,NULL
0CV1WT-E,2602
0FYVLQ-E,NULL
00FD49-E,NULL
00FD72-E,NULL
00FD9K-E,NULL
00FDLR-E,NULL
0098L8-E,515
00FF8H-E,NULL
00FF9G-E,NULL
00FFC0-E,NULL
00FFG6-E,NULL
00FFRX-E,NULL
00FFTS-E,NULL
00FG5K-E,NULL
0C3DPJ-E,427
00FHHL-E,NULL
00FKRN-E,3669
00FK43-E,NULL
00FKG7-E,NULL
00FLT4-E,NULL
00FMS8-E,NULL
00FMSJ-E,NULL
00FMTB-E,NULL
00FN28-E,NULL
00FP85-E,787
00FQCR-E,NULL
00FQZN-E,NULL
00FR0C-E,NULL
00FR58-E,NULL
00FRG5-E,164
00FRKP-E,1419
009F19-E,1447
00FS15-E,NULL
00FH8G-E,750
0C9K78-E,565
00FT6T-E,NULL
0CWD8J-E,210
00FTV5-E,NULL
0DV78X-E,268
00FWLV-E,NULL
00FXPD-E,NULL
00FXQ3-E,NULL
00FXQ7-E,NULL
00FY94-E,NULL
00FYC3-E,NULL
00FYGG-E,149
00FYLB-E,NULL
00FYYR-E,NULL
00FZHR-E,NULL
00FZYB-E,NULL
00G0JN-E,NULL
00G0MT-E,NULL
00G0TH-E,NULL
00G128-E,NULL
00G12Q-E,NULL
00G163-E,NULL
00G1K1-E,NULL
00G2ZD-E,NULL
00G322-E,NULL
00G430-E,NULL
00G6K4-E,NULL
00G6KD-E,NULL
00G6P9-E,NULL
00G6VK-E,NULL
00G7HM-E,NULL
00G7ST-E,NULL
00G80M-E,NULL
00G83H-E,NULL
00G8NG-E,NULL
00G930-E,NULL
00G9P7-E,NULL
00G9SV-E,NULL
00GG76-E,NULL
0099RT-E,NULL
0KT1HY-E,NULL
00FJYM-E,NULL
009GRQ-E,NULL
0KT1NL-E,NULL
009XQF-E,652
00GDHZ-E,457
0KT1R1-E,NULL
009CH4-E,20
009VM4-E,45672
00FL1M-E,NULL
00FN7M-E,NULL
00FGCN-E,991
00FQ47-E,668
00FRWD-E,NULL
00GGFM-E,NULL
00GGRJ-E,NULL
00GJ6D-E,NULL
00GJFQ-E,NULL
00GJVY-E,NULL
05F2TR-E,1790
009Z7K-E,225
00GLLX-E,276
00GLP0-E,NULL
0FYW5H-E,NULL
0G0R9Q-E,NULL
009ZJB-E,46640
0G0HM6-E,NULL
00GMDK-E,NULL
0GS2HX-E,124
00GMFB-E,NULL
0G0RTB-E,NULL
00GN7V-E,NULL
00GN7Z-E,NULL
05DVL9-E,NULL
05DXXR-E,NULL
05F02F-E,NULL
0H28MQ-E,NULL
05F3FH-E,NULL
05F3HR-E,NULL
05F4H3-E,NULL
05F59Q-E,NULL
05F5KQ-E,4000
05F5Z7-E,NULL
05F61S-E,NULL
05F68V-E,750
05F69T-E,NULL
05F71M-E,NULL
05F74B-E,NULL
05F74F-E,NULL
0HJ56H-E,693
05F74S-E,NULL
05F74V-E,NULL
05F76P-E,NULL
05F7BG-E,NULL
0HXM80-E,316
05F7DS-E,NULL
05F7FQ-E,NULL
05F7KV-E,NULL
05F7KZ-E,NULL
05F7LN-E,NULL
05F7LR-E,NULL
05F7LY-E,NULL
05F7RG-E,NULL
05F7T5-E,NULL
0G14QX-E,558
05F892-E,NULL
05F8C7-E,72000
05F8HT-E,NULL
05F8J2-E,NULL
05F8JJ-E,NULL
05F8R0-E,NULL
05F8SN-E,NULL
05F91V-E,NULL
05F9FX-E,NULL
0GCW46-E,NULL
0GF0NT-E,311
009ZDD-E,NULL
05FB82-E,NULL
05FB9L-E,NULL
05FB9N-E,NULL
05FBK8-E,NULL
05FBMJ-E,NULL
0GKBQY-E,NULL
05FBN5-E,NULL
05FBN6-E,NULL
05FBTD-E,NULL
05FCSG-E,NULL
05FCT8-E,233
05FD09-E,NULL
05FD4W-E,NULL
05FDPM-E,NULL
05FDS5-E,NULL
05FDTN-E,NULL
05FF40-E,NULL
05FF41-E,NULL
05FF5D-E,NULL
05FF9P-E,3823
05FFBH-E,NULL
05FFD4-E,NULL
05FFDS-E,NULL
05FFK3-E,830
05FFSJ-E,2200
05FFWH-E,NULL
00GM98-E,50
0J75LD-E,NULL
05DWM1-E,NULL
05F7LZ-E,41
0HLNX3-E,NULL
05F349-E,84300
0G1152-E,347
009ZYB-E,847
00B07H-E,696
00B1QY-E,2072
00B20T-E,450
05DTXS-E,NULL
05FFY2-E,NULL
05FFYB-E,NULL
05FG8V-E,NULL
05FG9K-E,NULL
05FGD0-E,NULL
05FGDH-E,2700
00B2RL-E,NULL
05FGLY-E,NULL
05FGSN-E,NULL
05FH54-E,NULL
05FH5R-E,NULL
05FH5Z-E,NULL
05FH61-E,NULL
0J8GKZ-E,9340
05FHF4-E,NULL
05FHK8-E,NULL
05FHM1-E,NULL
05FHM2-E,NULL
05FHR7-E,1000
05FHTC-E,NULL
05FJGS-E,NULL
05FJKL-E,NULL
05FJQ5-E,15882
05FJZ5-E,NULL
05FJZ7-E,NULL
05FK26-E,NULL
05FK2N-E,NULL
05FK7K-E,NULL
05FK83-E,NULL
05FK84-E,NULL
05FK8K-E,NULL
05FK8V-E,NULL
05FK9T-E,NULL
07MDXW-E,1452
05FK9W-E,NULL
05FKCM-E,NULL
05FKCR-E,2315
05FKDN-E,NULL
05FKRT-E,NULL
05FKSW-E,NULL
05FKWJ-E,NULL
05FKXP-E,398
05FL1Y-E,NULL
05FL3X-E,NULL
05FL7T-E,NULL
0J7DZ6-E,219
05FLD1-E,NULL
05FLN7-E,NULL
05FLP9-E,NULL
05FLXY-E,NULL
05FMBG-E,NULL
05FMR4-E,NULL
05FMRS-E,NULL
05FMVF-E,NULL
0G2DD9-E,NULL
05FN7R-E,1112
05FN80-E,685
05FN8L-E,NULL
05FNLK-E,750
05FNQZ-E,NULL
05FNTD-E,NULL
05FNTZ-E,NULL
05FNV4-E,NULL
05FNVF-E,NULL
05FP45-E,NULL
05FP49-E,NULL
05FP6M-E,NULL
05FP7B-E,NULL
05FG4M-E,NULL
05FPHB-E,NULL
05FPM9-E,NULL
05FPMH-E,NULL
05FPP9-E,400
05FPPB-E,NULL
05FPPC-E,NULL
05FPPD-E,NULL
05FPPG-E,NULL
05FPPH-E,NULL
05FPRP-E,NULL
05FQ72-E,NULL
00B3VC-E,154
05FQ91-E,NULL
05FQBQ-E,NULL
05FQBR-E,NULL
05FQBS-E,NULL
05FQH5-E,NULL
05FQVM-E,NULL
05FQXV-E,NULL
000BJZ-E,NULL
0G2H2G-E,NULL
05FQY5-E,NULL
05FQY6-E,127
05FQYN-E,NULL
05FQYT-E,NULL
05FR5C-E,NULL
05FR67-E,62
05FR68-E,NULL
05FR6Y-E,NULL
05FR6Z-E,NULL
05FRV9-E,NULL
00BBJQ-E,952
05FRVF-E,NULL
05FS3C-E,200
05FSNR-E,NULL
0JJQL3-E,NULL
05FHH5-E,295
0G2RPP-E,NULL
05FR5B-E,254
0JTSMP-E,NULL
05FR5H-E,NULL
002JC3-E,577
05FJPQ-E,4480
05FK9S-E,309
05FLCX-E,NULL
05FSZ3-E,NULL
05FT6J-E,NULL
05FT8G-E,NULL
05FTTB-E,NULL
05FVLT-E,NULL
05FVMC-E,74
05FVMD-E,NULL
05FVMT-E,NULL
05FVMW-E,NULL
00BJ81-E,391
05FVND-E,NULL
05FW89-E,1829
05FVP2-E,NULL
05FVP3-E,NULL
00BF31-E,1681
05FVPF-E,NULL
05FVPG-E,NULL
0KMSM0-E,NULL
05FVPK-E,NULL
05FVQ7-E,NULL
05FVQ8-E,NULL
05FVQB-E,NULL
05FVQC-E,NULL
05FVQM-E,NULL
05FVQN-E,NULL
05FVRK-E,NULL
05FVRW-E,457
0JBPMP-E,NULL
07MJTH-E,302
05FVS9-E,NULL
05FVSF-E,NULL
05FVSM-E,NULL
05FVTJ-E,NULL
05FVTM-E,NULL
05FVTW-E,NULL
05FVTX-E,NULL
05FVV6-E,203
07NKLV-E,34295
05FVVD-E,NULL
0983GN-E,NULL
05FVYJ-E,NULL
05FVYM-E,NULL
00BQPP-E,1731
05FW1P-E,NULL
0DMNG9-E,NULL
0G67ZV-E,95
0G703N-E,NULL
05FW24-E,NULL
05FW5C-E,NULL
0K0MLV-E,276
05FW5L-E,NULL
05FW5P-E,NULL
05FW5S-E,844
05FVTV-E,5
05FW60-E,NULL
05FW63-E,NULL
05FW65-E,NULL
05FW66-E,NULL
05FW67-E,NULL
05FW6F-E,NULL
05FW6H-E,NULL
05FW6R-E,NULL
05FW6Z-E,NULL
05FW70-E,NULL
05FW71-E,NULL
05FW73-E,NULL
0KMT1T-E,NULL
05FW7B-E,NULL
05FW7C-E,NULL
05FW7D-E,NULL
05FW7P-E,NULL
05FW7T-E,NULL
05FW7V-E,NULL
05FW7X-E,NULL
05FW80-E,NULL
05FW84-E,NULL
05FW8B-E,NULL
05FW1K-E,NULL
05FW8H-E,NULL
05FW8T-E,NULL
05FW8Y-E,NULL
05GFJL-E,NULL
0G8BDC-E,NULL
0CKMKN-E,NULL
0KMXH4-E,NULL
05FVPL-E,13
0GG0CC-E,NULL
0KMSNR-E,NULL
0KMSPB-E,718
0KMXJJ-E,16216
0KMXKB-E,NULL
0KMXZW-E,NULL
0HY62K-E,NULL
0JBL5J-E,NULL
0K8QF4-E,NULL
0KCR6Y-E,NULL
0G65PT-E,NULL
00BPQ7-E,1158
05FVTP-E,NULL
00BQ8J-E,NULL
00BQNJ-E,NULL
00BQZR-E,756
0CV77X-E,1144
05FW90-E,NULL
05FW91-E,NULL
05FW92-E,NULL
05FW93-E,NULL
00C8Q5-E,858
05FW97-E,NULL
0CV20T-E,822
05FW99-E,NULL
05FW9H-E,NULL
0CVK09-E,545
05FW9K-E,NULL
05FW9P-E,NULL
05FW9S-E,44200
05FW9T-E,972
05FW9X-E,NULL
05FWB0-E,NULL
05FWB2-E,NULL
05FWB5-E,491
0CVQKD-E,NULL
000LH9-E,NULL
05FWBZ-E,NULL
05FWC7-E,NULL
05FWC9-E,NULL
05FWCN-E,NULL
05FWCT-E,NULL
0CV4DJ-E,123
05FWCW-E,NULL
0CV4ZZ-E,49
05FWD4-E,NULL
05FWD6-E,NULL
05FWD7-E,NULL
05FWD9-E,NULL
05FWDC-E,NULL
05FWDD-E,NULL
05FWDG-E,514
05FWDH-E,NULL
05FWDM-E,NULL
05FWDP-E,NULL
006LLD-E,12527
05FWDV-E,NULL
05FWDX-E,NULL
002HVP-E,715
05FWF1-E,NULL
05FWF3-E,NULL
05FWF4-E,NULL
0CV7CS-E,764
05FWF9-E,NULL
05FWFH-E,NULL
0GFNMS-E,1600
05FWFQ-E,NULL
05FWFR-E,NULL
0CVCK1-E,3550
05FWG2-E,NULL
05FWG5-E,NULL
0CVD0V-E,NULL
0CVGWW-E,NULL
05FWGM-E,NULL
05FWGQ-E,NULL
05FWGW-E,NULL
05FWH1-E,NULL
05FWH2-E,NULL
05FWH6-E,NULL
0CVH3K-E,NULL
00CDHR-E,1346
000LV0-E,NULL
05FWHT-E,NULL
05FWHV-E,NULL
05FWHW-E,NULL
05FWHX-E,NULL
05FWJ0-E,NULL
05FWJ5-E,NULL
0L4NPL-E,NULL
05FWJD-E,NULL
05FWJG-E,NULL
0L4PTY-E,NULL
0CVHVM-E,1451
05FWJL-E,NULL
05FWJM-E,NULL
0L4Q79-E,NULL
0L4QDF-E,NULL
0CVJ3W-E,407
0L4QL6-E,NULL
05FWK2-E,NULL
05FWK4-E,NULL
05FWK6-E,NULL
0L4QP1-E,NULL
05FWKD-E,NULL
05FWKG-E,NULL
0L4RMV-E,NULL
05FWKN-E,NULL
05FWKP-E,NULL
05FWKS-E,NULL
0L4S1T-E,NULL
05FWKX-E,NULL
05FWKY-E,NULL
0L4S98-E,NULL
0L4SST-E,NULL
0KBXBN-E,NULL
0KBXCP-E,NULL
0KBXMV-E,NULL
0KBXQX-E,NULL
0L4SXF-E,NULL
0L4SXQ-E,NULL
0CVJFW-E,227
00CB6P-E,NULL
0CVQ2Q-E,NULL
003RS8-E,1721
0CVQH9-E,NULL
0L4SXX-E,NULL
05FW9Y-E,NULL
0CVRVG-E,NULL
0CVX5Y-E,71207
05FWD5-E,NULL
00CDM3-E,NULL
00CF49-E,NULL
00CF62-E,NULL
0CVXPQ-E,NULL
00CFC8-E,5453
0CW7GX-E,NULL
0CW8JN-E,410
0CW8N3-E,376
0CW8TV-E,4
0CW99V-E,NULL
0JRC9S-E,NULL
0DXB4P-E,NULL
05FWL9-E,NULL
00CM87-E,1962
05FY8C-E,53
05FWLY-E,NULL
0GKNJQ-E,1480
05FWM1-E,NULL
05FWM3-E,NULL
00D0Q7-E,351
05FWMD-E,NULL
05FWMF-E,NULL
05FWMG-E,NULL
05FWLL-E,NULL
0GK4C7-E,NULL
05FY7Y-E,NULL
05FY82-E,NULL
05FY84-E,NULL
05FY85-E,NULL
05FY86-E,138
05FY8B-E,NULL
05FY8D-E,NULL
05FY8K-E,NULL
05FY8M-E,NULL
05FY8Q-E,NULL
05FY8R-E,18
05FY8X-E,NULL
0GK51F-E,NULL
05FYG7-E,NULL
05FWM6-E,NULL
05FYH2-E,NULL
05FYLM-E,NULL
05FYQ8-E,NULL
05FYQB-E,NULL
05FYQD-E,NULL
00CNGD-E,2419
05FYQH-E,NULL
05FYRT-E,NULL
05FYRV-E,NULL
05FYSL-E,NULL
05FYSW-E,NULL
05FYYV-E,NULL
05FYZ8-E,NULL
05FYZG-E,NULL
05FYZK-E,NULL
05FZ0V-E,NULL
05FZ29-E,NULL
05FZ2B-E,6709
05FZ2X-E,NULL
05FZ30-E,NULL
05FZ6C-E,NULL
05FZ6G-E,65
05FZ6W-E,NULL
05FZ79-E,NULL
05FZ7B-E,NULL
05FZDH-E,NULL
05FZDK-E,NULL
05FZZM-E,NULL
05G0FS-E,NULL
05G0NT-E,NULL
05G0PJ-E,NULL
05G0PQ-E,NULL
05G0QT-E,NULL
05G159-E,NULL
05G169-E,NULL
05G1B3-E,NULL
05G1NV-E,NULL
05G1T9-E,NULL
05G1TC-E,NULL
05G1Y0-E,NULL
05G1ZR-E,NULL
05G20C-E,NULL
05G218-E,NULL
05G21B-E,NULL
05G21M-E,NULL
05G23C-E,NULL
05G23D-E,NULL
0GKNQJ-E,NULL
05G23K-E,236
05G23P-E,651
05G24V-E,NULL
05G250-E,NULL
05G255-E,NULL
05G257-E,NULL
05G25C-E,NULL
00CP18-E,1443
00CV27-E,381
05FY87-E,3270
05FZ37-E,NULL
00CWC2-E,NULL
00CS1Q-E,595
05FZ6D-E,1191
00D01J-E,578
00D0KN-E,189
00D0X4-E,903
00D127-E,8549
05FWLH-E,50936
05G12L-E,NULL
0C2SBJ-E,646
00D1BH-E,1369
05G25V-E,NULL
05G261-E,NULL
05G264-E,NULL
0DLD54-E,1188
05G276-E,NULL
05G277-E,NULL
0090L4-E,NULL
05G27K-E,NULL
05G28F-E,NULL
05G29H-E,NULL
05G29K-E,NULL
05G2G2-E,NULL
05G2G9-E,NULL
05G2GB-E,NULL
05G2H3-E,NULL
05FWLZ-E,NULL
05G2L6-E,NULL
05G2MN-E,NULL
05G2N7-E,NULL
05G2N9-E,NULL
05G2ND-E,NULL
05G2NR-E,NULL
05G2PZ-E,NULL
0JQFJC-E,266
00D1H3-E,NULL
05G2Z3-E,NULL
05G42V-E,3000
05G2MW-E,NULL
05G321-E,NULL
05G34Y-E,NULL
05G2GS-E,NULL
05G36F-E,NULL
00D1DJ-E,8340
05G3CZ-E,NULL
05G3D3-E,NULL
05G3G4-E,NULL
05G3G9-E,NULL
05G3GB-E,NULL
05G3GG-E,NULL
05G3GH-E,NULL
05G3GM-E,NULL
05G3GQ-E,NULL
05G3GW-E,NULL
05G3L4-E,NULL
05G3LF-E,NULL
05G3RV-E,NULL
05G3X3-E,NULL
002SXB-E,239
05G42T-E,NULL
05G437-E,NULL
05G456-E,NULL
05G465-E,NULL
05G49S-E,NULL
05G4CF-E,13
05G4KZ-E,NULL
05G4NR-E,NULL
05G4QP-E,NULL
05G4R4-E,NULL
05G4R5-E,NULL
05G4VT-E,NULL
05G4X9-E,NULL
0080KY-E,NULL
05G4Z0-E,NULL
05G50N-E,NULL
05G51M-E,NULL
05G51N-E,NULL
05G54K-E,NULL
05G55J-E,NULL
05G580-E,NULL
05G58H-E,NULL
05G59C-E,NULL
05G59L-E,NULL
00DR00-E,4762
00GM1R-E,NULL
05G644-E,NULL
05G645-E,NULL
05G65W-E,NULL
05G65Z-E,NULL
05G667-E,NULL
05G67X-E,NULL
05G262-E,NULL
00CFLC-E,177
00FXLV-E,NULL
00D16Q-E,99
00DH1M-E,317
05G2MQ-E,NULL
05G267-E,4033
00DCMK-E,248
00DR5J-E,NULL
0CC46Z-E,NULL
0DCHRG-E,NULL
0FZ0RH-E,NULL
0GMS85-E,NULL
0KN26R-E,NULL
05G3RJ-E,2402
00DY1H-E,NULL
0CTXQ8-E,NULL
05FWJY-E,NULL
05G2MK-E,1949
0GLW7C-E,NULL
0HHQ17-E,NULL
0K12BC-E,NULL
0KT30B-E,NULL
0KT30F-E,NULL
0KT30J-E,NULL
0KT327-E,NULL
0F92QN-E,NULL
0CYDKS-E,NULL
0DYG2Y-E,NULL
05G699-E,NULL
00F29S-E,NULL
05G6BG-E,NULL
05G6C5-E,NULL
05G6CB-E,NULL
05G6FZ-E,NULL
05G6G0-E,NULL
05G6GZ-E,NULL
05G6H4-E,NULL
05G6H5-E,NULL
05G6MF-E,NULL
0GMTGX-E,287
0GNR9N-E,NULL
0GNFHL-E,36191
05G6R0-E,NULL
05G6V5-E,NULL
0DZ0WY-E,7606
05G72D-E,NULL
05G73G-E,NULL
05G745-E,9
0HQCWG-E,NULL
05G7DD-E,NULL
05G7DH-E,NULL
05G7DK-E,NULL
05G7DN-E,NULL
05G7FB-E,NULL
05G7P8-E,NULL
05G7PL-E,NULL
0G09CB-E,NULL
05G7YF-E,NULL
05G7YG-E,NULL
05G7YM-E,NULL
05G7Z2-E,NULL
05G80H-E,NULL
0HJ36C-E,NULL
05G86M-E,NULL
05G86X-E,NULL
0KHS0W-E,NULL
05G7DQ-E,25745
05G8GL-E,NULL
05G8RQ-E,NULL
05G8VB-E,NULL
05G8Y5-E,4000
05G95L-E,NULL
05G95Q-E,NULL
05G96Y-E,NULL
0JC5FM-E,210
05G9B9-E,NULL
0L4LDZ-E,NULL
05G9FJ-E,NULL
05G9FL-E,NULL
0HS71B-E,NULL
05G9WG-E,NULL
05G9XC-E,NULL
0L4RSL-E,NULL
05GBG4-E,NULL
05GBGC-E,NULL
0JGCJ7-E,NULL
05GBGN-E,NULL
05GBHH-E,NULL
05GC1C-E,NULL
