factset_entity_id,total_aum,equity_aum
0GMVW9-E,,
0GMWCS-E,,
05ZKD2-E,4405,415
0GMCDL-E,,3105
0GMNZB-E,300,
0GMTGW-E,,169
0GMWNR-E,,
0GMWT4-E,,
0GMWY5-E,,
0GMWZ4-E,,
0GMX4Z-E,,2
0GMX8Y-E,,
0GMYD5-E,,
0GMYFC-E,623,
07452L-E,3943,1756
0GMYWD-E,,
0GMZ1N-E,16,
0GMZ88-E,,
0GMZF0-E,,
0GMZF6-E,,
0GN02T-E,,
0GN09Q-E,,
0GN0P7-E,,
0GN1G9-E,1,
0GN1ZZ-E,,
0GN277-E,,
0GN2B3-E,,
0GN35B-E,,28
0GN379-E,,10
0GN3B2-E,,
0GN3W8-E,,
0GN4KH-E,,
0GN4Y4-E,,
0GN537-E,,
0GNHLZ-E,,
0GN68D-E,,
009LL2-E,,491
0GN6S7-E,,
0GN719-E,,
0GN77K-E,,257
0GN7M9-E,11,
009964-E,2590,1101
0GN7ZJ-E,,13
0GN93L-E,,
0GN96Q-E,,22
0GN9DP-E,,
0GN9JK-E,,
0GN9LR-E,,
0GNB0N-E,,
0GNB2M-E,,
0GNBB4-E,,
0GNBHC-E,,
0GNBK8-E,,
0GNBVY-E,,
0GNBW0-E,,
009K4M-E,9294,5424
074CM1-E,,96
0GNCBL-E,,
0GNCCM-E,,
0GNCF7-E,,
0GNCJ8-E,,
0GNCLK-E,,
0GNCQX-E,,
0GNCT3-E,,
0GNCTC-E,,
0GNCX2-E,,
0GND92-E,,
0GNDQ2-E,,67
0GNDVC-E,,
0GNDW8-E,,
009C7F-E,27243,542
0GNFD1-E,,
009KD3-E,1023,402
0GNFMG-E,,
0GNFWP-E,,
0GNFXY-E,,
0GNG1B-E,,
0GNG2X-E,,
0GNGB5-E,,
0GNGBK-E,,
0GNGG2-E,,
0GNGGR-E,,
0GNGLN-E,,
0GNGVB-E,,
0GNGWL-E,,
0GNH6T-E,,
074BCK-E,,0
0GNJG2-E,,
0GNJJX-E,,
0GNJL9-E,,
0GNJN2-E,,
0GNJNQ-E,,
0GNJQ0-E,,
0FZVKM-E,,
0GNK7M-E,,
0GMWY9-E,323,73
0GNLCR-E,,
0GNM3N-E,,
0GNMWX-E,,
0GNMYC-E,101,
0GNN46-E,602,
0GNN75-E,,
0GNN9J-E,,
0GNN9S-E,,
0GNNB8-E,,
0GNNS0-E,,
0GNNT9-E,,
0GNP3J-E,,
0GNPMH-E,,
0GNPP4-E,,
0GNQ84-E,,386
0GNQY1-E,,
0GNRG7-E,,20
0GNRL1-E,,
0GNRLY-E,,
009H95-E,2290,2022
0GN7YR-E,52,
074J0C-E,303589,458
009LR9-E,,
0GNT29-E,,
0GNT8Q-E,,
0GNTJ6-E,,0
0GNTLR-E,,0
0GNTM9-E,,
0GNV08-E,,
0GNV1F-E,,
0GNV1V-E,,340
0GNVBZ-E,,
0GNVC7-E,,66
0GNVKZ-E,,
0GNWBT-E,,
0GNWHY-E,,
0GNWTH-E,,
0GNXFZ-E,,
0GNXK3-E,,
0GNXRK-E,,
0GNXY6-E,,
0GNYJ1-E,,
0GNYSG-E,,
0GNZ6V-E,,
0GNZ8Q-E,,
0GNZCH-E,,
0GNZG6-E,,
0GNZLJ-E,,
0GP003-E,,
0GP03G-E,,
0GP0CX-E,,
0GP0MJ-E,,
0GP0NK-E,,
0GP0QF-E,,
0GP111-E,,
0GP27F-E,1229,
0GP2FZ-E,,
0GP2K1-E,,
0GP2W6-E,,
0GP2XJ-E,,
0GP301-E,,
0GP34Q-E,,
0GP39C-E,,
0GP3FB-E,,
0GP3VF-E,,58
0GP408-E,,
0GP41Q-E,,
0GP4CN-E,,
0GP4CR-E,,
0GP4RM-E,,
0GP4SH-E,,
0GP4W9-E,,
0GP4WF-E,,
0GP4ZN-E,,53
0GP53B-E,,
0GP5DP-E,,
0GP5J5-E,,
0GP5KH-E,,
0GP5NL-E,,
0GP5Q8-E,,
0GP5Y5-E,,
0GP5ZZ-E,,7
0GP658-E,,
0GP6JM-E,,
0GP72P-E,,
0GP75N-E,,
0GP7QF-E,,
0GP7TG-E,,
0GP7Y0-E,,
0GP8B3-E,,
0GP8BQ-E,,
0GP8CZ-E,,
009S80-E,78291,17974
0GP8JT-E,,
0GP8P9-E,,
0GP9CD-E,,
0GP9X5-E,,
0GPBV4-E,,
0GPC4L-E,,
0GPCJ9-E,,
0GPCZM-E,,
0GPDRF-E,,
0GPDTW-E,,
0GPDX8-E,,
0GPDY3-E,,
0GPF2R-E,,
0GPFP3-E,,
0GPFTL-E,,
0GPGHC-E,,
0GPGJD-E,,
0GPHG2-E,,
0GPJ2Z-E,114,
0GPJ4X-E,,7
0GPJ6G-E,,354
0GPJD7-E,,
0GPJLH-E,,
0GPLYD-E,,
0GPMLQ-E,,
0GPN44-E,,
0GPNCV-E,,
0GPNH6-E,,
0GPNPK-E,,
0GPNZP-E,,
0GPP2P-E,,
0GPM27-E,10567,
0GPP5V-E,,
0GPP6V-E,,7
0GPP6W-E,,
0GPP8B-E,,
0GPPG6-E,,
009MKV-E,5570,
0GPPJ5-E,,
009MNR-E,,
0GPQCP-E,,
0GPQNY-E,581,
0GPQZQ-E,,
0GPR1Q-E,,
0GPRD7-E,,
0GPRPP-E,,
0GPS04-E,,
0GPSVP-E,,
0GPT17-E,,
0GPT41-E,,
0GPTBG-E,,
0GPTCB-E,300,
0GPVRD-E,,
009NPX-E,296,19
0GPVRN-E,,
0GPVS1-E,,3251
0GPVT1-E,,
0GPVX4-E,,
0GPVZR-E,25,
0GPW1B-E,,
0GPW1Q-E,,
0GPW6V-E,,
009TDH-E,,2802
0GQTZL-E,662,214
0GPWRH-E,,
0GPY4Y-E,,
0GPZS0-E,,
0GPZY8-E,,
0GQHN9-E,277,162
0GQ2S3-E,,
0GQ2V5-E,,
0GQ32N-E,,
0GQ3GK-E,,
0GQ46L-E,,
0GQ4TS-E,,
0GQ5MG-E,,
0GQ5NW-E,,
0GQ5PP-E,,
0GQ5QC-E,,
0GQ5QX-E,,
009SF1-E,342375,244557
0GQ5XY-E,,
0GQTHY-E,378,
0GQ66X-E,,
0GQ6B7-E,,
0GQ745-E,,
0GQ7CB-E,,
0GQ803-E,,
0GQ87S-E,,
0GQ8DH-E,,
0GQ8P5-E,,
0GQ922-E,,
0GQ95P-E,,
0GQ99W-E,,
0GQ9B3-E,,
0GQ9DQ-E,,
0GQ9H7-E,,
0GQ9JX-E,,5
0GQ9LQ-E,,
0GQ9NP-E,,
0GQ9T5-E,,
0GQCC8-E,,
0GQCWB-E,,
0GQD7R-E,,
0GQDD7-E,,
0GQDG2-E,,
0GQDJ6-E,,
0GQDJB-E,,
0GQDLC-E,,
0GQFL2-E,,
0GQGKX-E,,
0GQGZ4-E,,
0GQHB1-E,7,
009S8T-E,18210,2148
0GQHR8-E,,
0GQHV5-E,,
0GQHZC-E,,
0GQJ56-E,,
0GQJ5K-E,,
0GQJ6J-E,,
0GQJ8N-E,,
0GQJCF-E,,
0GQJGX-E,,18
0GQJJL-E,,19
0GQJQX-E,,
0GQJXD-E,,
0GQM65-E,,5
0GQMJN-E,,
0GQN6Y-E,,
009SJV-E,,4
0GQNJQ-E,,
0GQNT1-E,,
0GQNZ8-E,117,1
0GQDHV-E,,
0GQP30-E,,
0GQPL0-E,,
0GQPPD-E,,
0GQPR8-E,,
0FZZVH-E,,
0GQPX5-E,,5
0GQQG2-E,,13
0GQRW7-E,,0
0GQT40-E,,
0GQT9X-E,,
0GQTF5-E,,
0GQTM1-E,,0
0GQV3Y-E,,
0GQVLM-E,,
0GQVNK-E,,
0GQW5B-E,,
0GQWL4-E,,
0GQWSZ-E,,
0GQX3V-E,,
0GQXJT-E,,
0GQXKS-E,,
0GQXTL-E,,
0GQXVJ-E,,
0GQY16-E,,
0GQY1M-E,,
0GQY31-E,,
0GQY55-E,,
0GQYJ1-E,,
0GQZ07-E,,
0GQZC0-E,,
0GQZHK-E,,
0GQT5B-E,31,
009TC5-E,70765,787
0GR1HV-E,,
0GR33L-E,,
0GPW1X-E,238,80
0GQ9MC-E,397,180
0GQ0GP-E,7448,2
0FZZW3-E,,
0GR44P-E,,
0GR501-E,,
0GR51V-E,,
0GR56K-E,,
0GR5B8-E,,12
0GR5BQ-E,,0
0GR6CZ-E,,
0GR6G7-E,,
0GR72V-E,,
0GR758-E,,
0GR774-E,,
0GR7BB-E,,
0GR7K4-E,1200,
0GR7RC-E,,
0GR88Q-E,211,3
0GR8H3-E,,
0GR923-E,,
0GR98Y-E,,
0GR9WL-E,,
0GR9ZS-E,,
0GRB2Y-E,,
0GRBFV-E,,65
0GRCBF-E,,
0GRD0C-E,,12785
0GRD0W-E,,
0GRD15-E,,
0GRD16-E,,
0GRFNH-E,,
0GRFXZ-E,,
009XY7-E,95187,4107
0GRFYC-E,306,
0GRG02-E,,
0GRG3P-E,,
0GRG5H-E,,
0GRGBK-E,,
0GRGSL-E,,
0GRH3R-E,,
0GRH4F-E,,
0GRH71-E,,72
0GRHWC-E,,
0GRJ05-E,,
0GRJ82-E,,
0GRJ8R-E,,
0GRJMW-E,,
0GRJZR-E,,
0GRKKT-E,,
0GRL0V-E,,
0GRL54-E,,
0GRLN6-E,1,
0GRLVN-E,,
0GRM4H-E,,
0GRM5Z-E,,
0GRM8X-E,,
0GRMC0-E,,
0GRMWK-E,,
0GRMYZ-E,,
0GRN2D-E,,
0GRN8N-E,,
0GRND6-E,,
0GRNL7-E,,
0GRPWV-E,,
0GRQ3C-E,,
0GRQ7C-E,,
0GRQKM-E,,
0GRRC6-E,,
0GRRQ3-E,,
0GRRQZ-E,800,86
0GRRWJ-E,,
0GRRWR-E,,
0GRRXR-E,,
0GRRY2-E,,
0GRSMB-E,,
0GRT1N-E,,
0GRVM0-E,,
0GRVVV-E,,
0GRWK0-E,,
0GRWXV-E,,
0GRXV0-E,,
0GRYG2-E,,
0GRYQX-E,,
0GRYZD-E,,
0GRZC9-E,,
0GRZFP-E,,
0GRZVT-E,,
0GRZWJ-E,,
0GS0SX-E,,
0GS1Q3-E,,
0GS1WZ-E,,
0GS1YX-E,,
0GS243-E,,
0GS290-E,,0
009TKS-E,,3752
0GS2SY-E,,
075SG7-E,,25295
0GS3FZ-E,,
0GS3GG-E,,
0GS4KP-E,,
0GS56H-E,,
0GS5N1-E,,
0GS5PB-E,,
0GS5XH-E,,
0GS62P-E,,
0GS66J-E,,
0GS6XL-E,,
0GS7BR-E,,
0GS7TJ-E,,
0GS7Z9-E,,
0GS82K-E,,
0GS854-E,,
0GS8N9-E,163,
0GS8R2-E,,
0GS8WF-E,,
0GS8WL-E,,
0GS90Z-E,,
0GS9DL-E,,
0GSBB5-E,,
0GSBDS-E,,
0GSBXC-E,,
0GSC4F-E,,
0GSCBT-E,,
0GSCDP-E,,
0GSCS5-E,,
0GSCX4-E,,
0GR5QM-E,20000,
0GRW7B-E,,1
0GSD2B-E,,
0GSDW1-E,,
0GSF0C-E,,
0GSFB9-E,,
0GSFRN-E,,
0GSFSB-E,,7
0GSGWM-E,,
0GSH79-E,,8
0GSH8L-E,,
0GSHGH-E,,
0GSHL6-E,,
0GSHYG-E,,
0GSJGH-E,,
0GSJKH-E,,
0GSKSG-E,,
0GSL54-E,,
0GSM37-E,,
0GSMCP-E,,
0GSN60-E,,
0GSNK6-E,,
0GSNRR-E,,
0GSNSR-E,,
00B01D-E,1314,857
0GSP4Y-E,,
0GSP8N-E,,
0GSP91-E,,
0GSPFT-E,,
0GSPXR-E,,
0GSQ70-E,,
0GSQH8-E,,
0GSR0G-E,,
0GSR1D-E,,
0GSR3C-E,,
0GSR3S-E,,
0GSR74-E,,
009YS4-E,1036,739
0GSRW8-E,19,
0GSS1Y-E,,
0GSS25-E,,
0GSS2R-E,,
0GSS48-E,,
0GSSH0-E,,
0GSSHR-E,,
0GSSYM-E,,
0GSTH2-E,,
009ZY1-E,129,104
0GSV26-E,,
0GSV6C-E,,
0GSVXL-E,,
0GSW4B-E,,
0GSWBD-E,,
0GSWBZ-E,,
0GST0N-E,,0
0GSWFY-E,,
0GSWMK-E,,
0GSXPL-E,,
0GSXWQ-E,,
0GSY9S-E,,
0GSYNM-E,,
0GSYQJ-E,,
0GSYSM-E,,
0GSYTH-E,,
0GSYXF-E,,
0GSZFZ-E,,
0GSZP0-E,,
0GT035-E,,
0GTSB8-E,3826,96
0GT0VS-E,,
0GT1PN-E,,
0GT234-E,,
0GT2P5-E,,
0GSMSD-E,140,110
0GT3NN-E,,
0GT3SV-E,,
0GT3SX-E,19,
0GT3TS-E,,
0GT4NF-E,,
0GT5MY-E,,
0GT64Y-E,,
0GT70G-E,,
0GT7BX-E,,
0GT7HZ-E,,
0GT80Z-E,,
0GT8G2-E,,
0GT9BY-E,,
0GT9H6-E,,
0GTBCN-E,,
0GTBKD-E,,
0GTCS5-E,,
0GTFR4-E,,
0GTGTM-E,,
0GTH2R-E,,
0GTJ9N-E,,
0GTJNW-E,,
0GTK7Z-E,,
0GTKMH-E,,
00B025-E,,2078
0GTL4X-E,,
0GTLCR-E,,
0GTLFN-E,,
0GTLNG-E,,
0GTNJP-E,,
0GTNLR-E,,
009YWJ-E,123,7
0GTNVL-E,,
0GTQ5D-E,,
0GTQ5L-E,,
0GTQH2-E,,
0GTQRN-E,,
0GTQRW-E,,
0GTRB6-E,,
0G0787-E,,
0GSM8W-E,2506,3
0GTV02-E,,
0GTV5L-E,,8
009YBT-E,93,18
0GTWC0-E,,
0GTWHP-E,,
0GTXC4-E,,0
0GV3YG-E,,113
0GTXZV-E,,
0GTYHD-E,,
0GTYZ7-E,,
0GTZ3K-E,,
0GV0KS-E,,
0GV0X2-E,,
0GV108-E,,
0GV2F1-E,,
0GV2QB-E,,
0GV2ZZ-E,,
0GV3FD-E,,
0GV3XN-E,,
0GV3YH-E,,45
0GV4V9-E,,
0GV5N3-E,,
0GV5Q4-E,,
0GV65C-E,,
0GV65Q-E,,
0GV6GQ-E,,
0GV6K7-E,,
0GV6KP-E,,
0GV6Q9-E,,
0GV6V0-E,,
0GV6V3-E,,
0GV6WN-E,,
0GV7TX-E,,
0GV7X9-E,,
0GV80V-E,,
0GV83F-E,,58
0GV8HF-E,,
0GV8J2-E,,
0GVB49-E,,
0GVBC2-E,21,
0GVBHD-E,,
0GVBPK-E,,137
0GVBPT-E,,
0GV45L-E,571,399
0GTWHZ-E,,1
00B04D-E,,992
0GVCN5-E,,
0GVCPJ-E,,
0GVCY2-E,,
0GVD0K-E,,
0GVDJF-E,,
0GVF0D-E,,
0GVF2Q-E,,
0GVF3D-E,,
0GVF6D-E,,12
0GVF6X-E,,
0GVNCM-E,313,62
077HT1-E,,10
00B130-E,414,258
0798S3-E,,967
0GV73Z-E,,4082
0GVGNF-E,,
0GVGP7-E,,
0GVHQW-E,,
0GVFHN-E,,4777
0GVJJ4-E,,
0GVJN4-E,,
0GVJT5-E,,
0GVJYN-E,,
0GVJZS-E,7,
0GVKH0-E,435,41
0GVKPJ-E,,
0GVKS1-E,,
0GVKV0-E,,
0GVL9N-E,,
0GVLDC-E,,
0GVLFG-E,,
0GVLP1-E,,
0GVM1S-E,,
00B182-E,4683,1270
0GVN26-E,,
0GVNQP-E,,335
00B25F-E,134835,27714
0GVP1N-E,,21
0GVP5J-E,,
0GVPG7-E,,
0GW02P-E,,4
0GVRSJ-E,,
0GVS2C-E,,
0GVSMJ-E,,
0GVSZ3-E,,
0GVVG8-E,,
0GVVGZ-E,,
0GVVHN-E,,
0GVVJ9-E,,
0GVW22-E,,
0GVWBB-E,,
0GVWD5-E,2,
0GVWQL-E,,
0GVWR4-E,,
0GVX5H-E,,
0GVY7P-E,,
0GVYY1-E,,
0GVYZP-E,,
0GVZL6-E,,
0GW075-E,,
0GW078-E,,
0GW0J0-E,,
0GW0X1-E,,
0GW19Z-E,,
0GW1X4-E,,
0GW1XT-E,,
0GW33G-E,,
0GW3B4-E,,
0783RF-E,,
0G0D7S-E,,
0G0DQK-E,,
0G0DXX-E,,
0G0F16-E,,
0G0FLK-E,,
0G0FLS-E,,
0G0FMK-E,,
0GW3WS-E,,
0GW7QB-E,147,
0GW7T2-E,,
0GW7TL-E,,
0GW82J-E,,
00BDK5-E,,6036
0GWBWT-E,,
0GWBX3-E,,
0GWF84-E,,
0GWF8K-E,,
0GWF92-E,,
0GWFLW-E,,
0GWGGL-E,,
0GWGH5-E,,
0GWHTD-E,,
0GWJR0-E,,
0GWK58-E,,
0GWKK7-E,,
0GWKXF-E,,
0GWL2Q-E,,
0GWM4L-E,,
0GWMJ9-E,,
0GWMLD-E,,
0GWMR3-E,,
0GWMZ4-E,,
0GWNB9-E,,
0GWNKW-E,,
0GWP4X-E,,
0GWPWQ-E,,
0GWQ52-E,,
0GWQCW-E,,
0GWQVY-E,,
00B6HR-E,962,632
0GWR49-E,,
0GWRDQ-E,,
0GWRW2-E,,
0GWRYV-E,,
0GWSBF-E,,
0GWSMN-E,,
0GWSMX-E,,
0GWSQC-E,,
0GWSTT-E,,
0GWSVW-E,,
0GWSYL-E,,
0GWT2N-E,,
0GWT3C-E,,
0GWT55-E,,
0GWT5L-E,,
0GWTLT-E,,
0GWV19-E,,
0GWV4N-E,,
0GWV4X-E,,
0GWVDY-E,,
0GWVM3-E,,
0GWWGV-E,,
0GWWYY-E,,
0GWWZH-E,,
0GWX0R-E,,
0GWXHK-E,,
0GWZ63-E,,
00BCZY-E,4338,3177
0GWZ8D-E,,
0GWZ9P-E,,
0GX02M-E,,
0GX07G-E,,
0GX1FW-E,,
0GX1R1-E,,
0GWYZK-E,32,
0GX1V5-E,,
0GX1VB-E,,
0GX210-E,,
0GW43H-E,,408
0GX29X-E,,
0GX2FN-E,,
0GX3TZ-E,,
0GX3XX-E,,
0GX3ZX-E,,
0GX40G-E,,
0GX40Z-E,,
0GX4BG-E,,
0GWRB7-E,45,7
0GX4F7-E,,
0GWRFZ-E,306,194
0GX4X2-E,,
0GX510-E,,
0GX58H-E,,
0GX58R-E,,
0GX59P-E,,
0GWG3X-E,117,
0G0FRX-E,,
0GX5SV-E,,
0GX5X1-E,,
00B2JQ-E,,2
0GX61M-E,,
0GX6D2-E,,
0GX6KG-E,,
0GX6KQ-E,,
00B53X-E,1056,482
0GX6L5-E,,
0GX2DZ-E,191,132
0GX7HC-E,,
0GX7XL-E,,
0GX81H-E,,
0GX85M-E,,2
0GX8HK-E,,
0GX9LY-E,,
0GXB4X-E,,
0GXBD0-E,,
0GX6LZ-E,200,
0GXBYS-E,,
0G0GRR-E,,
0GX4FV-E,478,1
0GX89Q-E,,480
0GWWXJ-E,,34
0G0H1F-E,,
00B8L4-E,296358,0
0GXC0C-E,,
0GXCFT-E,,
0GXCHR-E,,
0GXCKF-E,,
0GXD2L-E,,
0GXD9F-E,,
0GXD9M-E,,
0GXDG2-E,,
0GXDK5-E,,
0GXDPY-E,,
0GXDTZ-E,,
0GXDXD-E,,
0GXDY3-E,,
0GXF96-E,,
0GXFB6-E,,
0GXFDC-E,,
0GXFM8-E,,
07FWKW-E,,67
07G4BP-E,,257
0GXGJB-E,791,
0GXH7V-E,,
0GXHBS-E,,
0GXHFX-E,,
0GXHS7-E,,
0GXHZ7-E,,
0GXJ1P-E,,
0GXJDK-E,,
0GXJSD-E,,
0GXJZ5-E,,
0GXK99-E,,
0GXKN2-E,,
0GXKYV-E,,
0GXKZD-E,,
0GXLBF-E,,
0GXLN6-E,,0
0GXLRD-E,,
0GXLRG-E,,
0GXMGK-E,,19
0GXMW9-E,,
0GXNGQ-E,,
0GXNKX-E,,
0GXNLY-E,,
0GXNMX-E,,
0GXNP4-E,,
0GXNQP-E,,
0GXP3S-E,11,
0GXP85-E,,
0GXP91-E,,
0GXP9K-E,41,
0GY8DY-E,296,
0GXPC0-E,1,
0GXPF2-E,,
0GXPKF-E,,
0GXQ3G-E,,
0GXQ3P-E,,
0GXQQT-E,,
0GXQTB-E,,
00BQGT-E,752,676
0GXRKJ-E,,
0GXRKK-E,,
0GXRZC-E,,
0GXS2L-E,,
0GXTB7-E,,
0GXTTY-E,8,
0GXV6Q-E,,
0GXV81-E,,
0GXVQ1-E,,
0GXVT1-E,,
0GXVV6-E,33,
0GXVY0-E,,
0GXW6J-E,,
0GXW7H-E,,
0GXWM3-E,,
0GXXFF-E,,
0GXXRX-E,,
0GXXXW-E,,
0GXYQR-E,,
0GXZ0L-E,,
0GXZ2J-E,,
0GY07Y-E,,
0GY09B-E,,
0GXMK3-E,2585,509
0GY22V-E,,
0GY27Q-E,,
0GY2PF-E,,
0GY2ZQ-E,,
0GY3TZ-E,,
0GY44Z-E,,
0GY48X-E,649,
0GY4BQ-E,,
0GY4SY-E,,
0GY6G4-E,,
0GY6QW-E,26,
0GY728-E,,
0GXRGX-E,222,195
0GY73S-E,,
0GY74F-E,,
00BF2W-E,3557,3297
0GY7G6-E,,
0GY7HH-E,,
0GY7LB-E,,
0GY7MW-E,,8
0GXLPQ-E,,132
0GY86F-E,,
0GY8YK-E,,
0GYB8Y-E,,
0GYBX1-E,,
0GY8MX-E,616,28
0GYCCW-E,,
0GYCFN-E,,
0GYCM5-E,,
0GYCMS-E,,
0GYDLY-E,,
00BPRW-E,675,418
0GYFB9-E,,
0GYFLM-E,,
0GYG06-E,,
0GYGB2-E,,
0GYGDG-E,,
0GYGDL-E,,
0GYGN0-E,,
0GYH3R-E,,
0GYHQS-E,,
0GYJBL-E,,
0GYJPL-E,,
0GYK1B-E,,
0GYK7Z-E,,
0GYK90-E,,3
0GYKSX-E,,
0GYL0C-E,,
0GYLDX-E,,
0GYLSX-E,230,148
0GYLPZ-E,,
0GYLQ2-E,,
0GYLS6-E,,
0GYLYK-E,510,
0GYM2W-E,,
0GYMJW-E,,
0GYMLR-E,,
0GYMMT-E,,
0GYMRS-E,,
0GYMSV-E,,
0GYMV9-E,,
0GYMW2-E,,
0GYMX3-E,,
0GYMZN-E,,
0GYN02-E,,
0GYNNT-E,,
0GYP67-E,,
0GYPWP-E,,
0GYPX7-E,11,
0GYQ07-E,,1
0GYQTT-E,,
0GYQV5-E,,
0GYQXZ-E,,
0GYR51-E,,
0GYRM3-E,,
0GYRRQ-E,,
0GYRSG-E,,
0GYRTT-E,,
0GYRXH-E,,
0GYS22-E,,
0GYS53-E,,
0GYS99-E,,
0GYSB9-E,,
0GYSXD-E,,
0GYTZV-E,,
0GYV1D-E,,
0GYVDL-E,,
0GYVF1-E,,
0GYVP3-E,,
0GYW20-E,,
0GYWSW-E,,
0GYWW5-E,,
0GYWYX-E,,
0GYWZ4-E,,
0GYX2Z-E,,29
0GYX3T-E,,20
0GYX8S-E,,
0GYXP3-E,,
0GYXPC-E,,
00BQWV-E,443,262
0GYY4R-E,,
00BQVB-E,218,95
0GYYM5-E,,
0GYYWZ-E,,3
0GYZZ3-E,,
0GZ0D4-E,,
0GZ0HF-E,,
0GZ0HQ-E,,
0GZ0JN-E,,
0GZ0LN-E,,
07GFDZ-E,,9
0GZ109-E,,
0GZ1JY-E,,
0GZ1LB-E,,
0GZ1M9-E,,
0GZ1Q5-E,,
0GZ1Q8-E,,
0GZ1YK-E,,
0GZ22T-E,,
0GZ2BG-E,,
0GZ2BJ-E,,
0GZ2C9-E,,
0GZ2CL-E,,
0GZ2G8-E,,
0GZ2JR-E,,
0GZ2SF-E,,
0GYR3G-E,,2
07GHW2-E,,15
0GZ3XH-E,,
0GZ55Y-E,,
0GZ6FN-E,,
0GZ6RZ-E,,
0GZ7CF-E,,
0GZ7WL-E,,
0GZ7XH-E,,
0GZ83X-E,,
0GZ861-E,,
0GZ86X-E,,
0GZ8CC-E,,
0GZ8QW-E,,
0GZ96H-E,,
0GZ990-E,,
0GZ9WQ-E,,
0GZB5M-E,,
0GZD0T-E,,
0GZDDX-E,,
00BR1V-E,1762,572
0GZDKZ-E,,
0GYF69-E,,312
07GF2S-E,,12
0GYPZY-E,,
0GYS70-E,600,
00BRN3-E,,0
0GZDL8-E,,
0GZFS7-E,,
0GZG9B-E,,
0GZGF0-E,,
0GZH4K-E,52,
0GZJBD-E,,
0GZJCC-E,,
0GZJDC-E,,
0GZJMT-E,,
0GZJZN-E,,
0GZKBS-E,,
0GZKHB-E,,
0GZKPM-E,,
0GZL4C-E,,
0GZLQC-E,,
0GZMGJ-E,,
0GZMW9-E,,
0GZPFZ-E,,
0GZPHG-E,,
0GZPXM-E,,51
0GZQ00-E,,
0GZQ7N-E,,
0GZQJ9-E,,
0GZR1R-E,,
0GZRDP-E,,
0GZRH3-E,,
0GZRL1-E,,
0GZRNV-E,,
0GZS14-E,,
0GZS1B-E,,
0GZSRZ-E,,
0GZTVF-E,,
0GZTW0-E,,
0GZTYX-E,,
0GZVFY-E,,18
0GZVHB-E,,
0GZVJ3-E,,
0GZVJ5-E,,
0GZVJX-E,,
0GZVKW-E,,
0GZW4L-E,,
0GZW53-E,,
0GZW69-E,,
0GZW85-E,,
0GZWFT-E,,
0GZWHY-E,,
0GZXBQ-E,,
0GZXRB-E,,7
0GZYT3-E,,
0GZZ18-E,,
0GZZLL-E,,
0GZHC6-E,,
0H00ZF-E,,
0H01R3-E,,
0H01VD-E,,
0H01VS-E,,
0H02X9-E,,
0H03T7-E,,
0H0447-E,,
0GZRDC-E,,41
00BZKF-E,19692,11888
0H04M5-E,,
0H04W6-E,,
0H05BF-E,,
0H05C1-E,,
0H066X-E,,
0H072W-E,,6
0H075Q-E,,
0H0760-E,,
0H077B-E,,
0H07PT-E,,
0H082W-E,42,149
0H08KW-E,,
0H0B8T-E,,
0H0BF8-E,,
0H0BSX-E,,
0H0BV3-E,,
0H0BXX-E,,
0H0CR0-E,,
0H0CZ0-E,,
0H0DM9-E,,2
0H0DMD-E,,
0H0DQF-E,250,
0H0F6F-E,,
0H0G7F-E,,
0H0GXZ-E,,
0H0H0Z-E,,
0H0H7L-E,,
0H0HF4-E,,
0H0HFZ-E,,
0H0HTV-E,,
0GZPVL-E,29,
0H0J0M-E,60,
0H0K06-E,,
0H0L4Q-E,,
0H0LB5-E,,
0H0LQZ-E,,
0H0LSP-E,,
0H0LTC-E,,
0H0M16-E,,
0H0M35-E,,
0H0MDG-E,,
07GYY6-E,,205
0H0NS4-E,,
0H0P24-E,,
0H0PHZ-E,,
0H0Q1R-E,,15
0H0Q24-E,,
0H0QPY-E,,
0H0RQL-E,,
0H0RSV-E,,
0H0RZW-E,,
0H0S79-E,,
0H0S8Y-E,,
0H0SCK-E,,
0H0SFC-E,,
0H0SK8-E,,
0H0SV7-E,,194
0G0SG7-E,,
0H0VDH-E,,
0H0VMQ-E,,
0H0VRZ-E,2000,
0H0LLZ-E,,0
00BYT4-E,,1949
0GZJGV-E,,21
0H0VS9-E,,
0H0WP7-E,,
0H0X4Q-E,,
0H0XBQ-E,,
0H0XVX-E,,
0H0Y9K-E,,
0H0YML-E,,
0H0ZTD-E,,
0H0ZXB-E,,
0H1030-E,,
07HCVN-E,,0
0H105M-E,,
0H108L-E,,
0H10RD-E,,
00C0K9-E,879,369
0H12DM-E,,
00BZN0-E,873,594
0H1416-E,,
0H143B-E,,
0H14W9-E,,
0H14ZB-E,,
0H151P-E,,
0H155F-E,,
0H155Q-E,,
0H15FW-E,,
0H15KD-E,,
0H15ML-E,,
0H17GG-E,,
0H17PK-E,,
0H17W7-E,250,22
0H183W-E,350,
0H186D-E,,359
0H18HF-E,,
0H18N4-E,,
0H18NZ-E,,
0H196F-E,,
0H19Y0-E,,
0H1BQH-E,,
0H1BR4-E,,
0H1BRR-E,,
0H1BSP-E,,
0H1BT8-E,,
0H1BWJ-E,,
0H1CSN-E,,
0H1CTP-E,,
0H1D6Q-E,,
0H1DQ6-E,,
0H1DTZ-E,,0
0H1DV0-E,,
0H1DZG-E,,
0H1F11-E,,
