"factset_entity_id","equity_aum"
"00738X-E ",0
"0GYR3G-E ",2
"06DTG8-E ",619
"06GJ5L-E ",31
"06K32Y-E ",6044
"06SC99-E ",26
"05T63P-E ",443
"0KK2PM-E ",0
"003HTZ-E ",33962
"006PD3-E ",429
"0GVFKQ-E ",128
"0L26B7-E ",7
"0L2691-E ",12
"0DL8QB-E ",224
"05TTFQ-E ",268
"0DFMY6-E ",1939
"0H67PH-E ",49
"0CWC6B-E ",105
"07D2R7-E ",0
"05K456-E ",1408
"07D4MT-E ",0
"07M3QV-E ",169
"0CVQKD-E ",556
"0GLMBR-E ",0
"05WPHX-E ",117
"05PZ5N-E ",24
"0CBGHH-E ",232
"07RKV7-E ",1
"0GKVFR-E ",96
"05V81C-E ",11144
"0CSMC3-E ",921
"076TQW-E ",287
"0644CQ-E ",797
"0H2DT5-E ",1293
"077CZN-E ",71
"08P4QF-E ",58
"0FF8S9-E ",214
"06VC24-E ",6926
"0GXRDP-E ",21
"0JZDD7-E ",937
"05KBVS-E ",16857
"0GY73C-E ",530
"0FTBKL-E ",0
"07CZY9-E ",15
"05WQQN-E ",0
"00B04D-E ",1014
"09H9L2-E ",60
"09NLXB-E ",0
"09NS1X-E ",10
"0G2DHN-E ",187
"0G25NT-E ",710
"000LH7-E ",97674
"06M39F-E ",14
"0KCS0K-E ",7
"002HYJ-E ",8718
"0GDQ9W-E ",38
"0GDLVK-E ",75
"05WNM1-E ",15609
"0DZ7ZM-E ",1914
"0023D5-E ",391
"05K75W-E ",13826
"0DZ818-E ",98
"0BGVPH-E ",199
"05HNT0-E ",397
"06VSK4-E ",483
"08QBX8-E ",0
"0760SK-E ",1045
"0CFXG4-E ",42
"0CG34L-E ",181
"05L80N-E ",3353
"06VSP3-E ",30
"06X6RN-E ",10
"06HP58-E ",31
"0GCZ19-E ",97
"0GD745-E ",0
"06JT7Z-E ",1
"06JSXC-E ",8
"05MPPK-E ",7
"05MQGK-E ",978
"05TYNX-E ",0
"05MNWG-E ",670
"0H5YP2-E ",478
"0KKW9X-E ",145
"0049K8-E ",1
"0090BK-E ",6098
"007QNN-E ",857
"0091M7-E ",91
"06SSMN-E ",3
"06F8QS-E ",0
"07JZG4-E ",76
"081DBB-E ",7
"081GKB-E ",31
"0G0RTB-E ",66
"09PRSV-E ",93
"05KHGG-E ",0
"05KBVJ-E ",4
"06H95X-E ",3
"06D0F3-E ",1779
"05H6BB-E ",4747
"068R31-E ",5
"067FFQ-E ",8
"0J1V6K-E ",448
"0BCTSM-E ",152
"05PZRL-E ",166
"05WQMH-E ",347
"06M5MM-E ",2
"066XHG-E ",14072
"006MSF-E ",324
"0L267F-E ",12
"006W46-E ",827
"0G22TG-E ",51
"06KBS3-E ",0
"0GF6R4-E ",135
"0GF3H1-E ",1
"09NFP9-E ",114
"0DZ9RY-E ",2224
"0DLHT3-E ",10
"084SSJ-E ",5
"0BGWTZ-E ",69
"0GLG6K-E ",118
"0GCW7G-E ",90
"0DGV71-E ",640
"0JJTR6-E ",1116
"0DF8M3-E ",7
"08249T-E ",1953
"07MQCG-E ",4
"08HJ8K-E ",29
"05V7V1-E ",128
"081653-E ",36
"0GF7N3-E ",63
"09NJ4M-E ",175
"05HN8K-E ",102
"05F9FV-E ",12127
"09N7PK-E ",52793
"06PLFK-E ",34
"05L8NW-E ",1746
"0B82VT-E ",26
"05TN61-E ",7
"0681H8-E ",267
"006V0R-E ",10
"004MBQ-E ",621
"06HP40-E ",8
"0K94J5-E ",1111
"0GDJGY-E ",8
"05F7DQ-E ",89
"05R5ZW-E ",13161
"05HMVS-E ",0
"0H28SJ-E ",174
"05HFSS-E ",764
"06HDSC-E ",43
"06HJ8Y-E ",2596
"060TM1-E ",14
"0BZMF0-E ",1131
"05SRLT-E ",27215
"0G275Q-E ",10
"06252L-E ",51
"06MCL2-E ",3513
"0CGNBV-E ",217
"0HMD9K-E ",33396
"002YWR-E ",3119
"0B4CSD-E ",61
"06HFX3-E ",26
"0KT1RG-E ",15
"05HGDP-E ",99
"05GZ0T-E ",1018
"002HGY-E ",91
"05FW8P-E ",14270
"00D6F9-E ",228
"060R2T-E ",55
"0670SV-E ",10
"06YMQ7-E ",1250
"0049MP-E ",1432
"008K3R-E ",231
"05HKB7-E ",69
"002PWD-E ",3385
"05G259-E ",184
"05NX01-E ",10
"05NSX0-E ",47
"062R4B-E ",103
"05JKGG-E ",1318
"07L2VN-E ",4
"07VFV4-E ",20
"0090M5-E ",930
"09JFR3-E ",53
"003JL9-E ",96
"05FQ8L-E ",146
"003KX3-E ",433
"06KZ88-E ",3
"06F30L-E ",93
"06YS25-E ",38
"07D14H-E ",0
"08148S-E ",76
"07JM1K-E ",99
"081FKJ-E ",8
"09H9K8-E ",245
"076MJJ-E ",962
"09P8C5-E ",3750
"07K94H-E ",95
"0614J6-E ",10
"0618X0-E ",22
"006N61-E ",21
"0JN2PS-E ",40
"00B3ZK-E ",770
"05Q21W-E ",808
"05Q2ZV-E ",35
"0776K9-E ",0
"0G2BDV-E ",32
"0G22LP-E ",212
"05L7D5-E ",2
"0BFS97-E ",4
"0H6B7D-E ",127
"0FJQW5-E ",0
"0C46FJ-E ",962
"0GDPT4-E ",23
"07N12P-E ",75
"09NFBC-E ",71
"0DK7VZ-E ",587
"0DF9TK-E ",32
"07K9PQ-E ",29
"0704F0-E ",29
"066PDH-E ",99
"0H29ZT-E ",142
"077CYS-E ",151088
"0GF0C9-E ",5
"0GY7MW-E ",8
"0612GZ-E ",10168
"001LRL-E ",13
"0FTHTR-E ",515
"09HBDC-E ",166
"05SJTT-E ",585
"0GDJYQ-E ",189
"0CWL92-E ",2
"05TNJM-E ",565
"06M4DD-E ",13
"006THN-E ",1760
"0DZ8GM-E ",0
"0DLJ5P-E ",4
"0GDSZY-E ",35
"0FDLZF-E ",622
"0GLQQQ-E ",3
"05HL46-E ",325
"06HB1W-E ",13
"05HJTX-E ",0
"0DSQD7-E ",89
"0JGLJ2-E ",82
"06GZKP-E ",1259
"0691X1-E ",309
"05HJJZ-E ",3
"0JYPMF-E ",160
"081J7K-E ",17
"06NJX0-E ",5468
"06ZJ8W-E ",996
"07NDYQ-E ",138
"06YJ08-E ",1263
"05K6Q5-E ",11423
"05FWJ8-E ",23127
"06X6B8-E ",5130
"0BMSHN-E ",3
"07C8RT-E ",512
"05HGMS-E ",274
"0CFWZ6-E ",59
"002PZD-E ",0
"0GY1RK-E ",0
"060SNS-E ",903
"06T1RZ-E ",0
"060M5Y-E ",324
"06HP3S-E ",53
"0GD1TT-E ",302
"0670SH-E ",428
"002TCB-E ",3325
"005C9N-E ",135
"00C8HT-E ",12285
"05NQH0-E ",187
"05NW1W-E ",139
"0616QL-E ",62
"0618F5-E ",2389
"061BX4-E ",3163
"06VPGV-E ",3
"07D2WQ-E ",39
"07NDTF-E ",3
"0049H1-E ",68
"0090Q4-E ",599
"0090NC-E ",351
"00C6KV-E ",100
"003KYX-E ",198
"002J8L-E ",498
"06L1TD-E ",880
"06SS03-E ",6
"06YP7Q-E ",3
"06BZFK-E ",16
"07K0DY-E ",57
"07JVCR-E ",11
"0818JY-E ",42
"081L9H-E ",7
"08FXL1-E ",104
"076QSX-E ",4
"09P61Y-E ",288
"06VQDL-E ",367
"0BD76W-E ",13
"05WRKZ-E ",561
"00B41X-E ",207
"05Q0J3-E ",2096
"0DV58M-E ",64
"0GD775-E ",149
"0G1NS9-E ",159
"06ML2D-E ",1303
"0C271Y-E ",12
"07NFWP-E ",8508
"0CXF4K-E ",252
"07M22M-E ",22
"07M62J-E ",6
"0GZX48-E ",136
"06VVMP-E ",384
"0704PM-E ",61
"06M4N0-E ",39
"0DZ83J-E ",460
"05ZBV7-E ",11162
"075Z9Y-E ",1568
"0H2QFG-E ",14
"07KW7X-E ",3675
"077C7L-E ",8
"05S8D7-E ",14
"0DFH3R-E ",13
"0DFHLP-E ",14
"08H8CD-E ",32
"05SRJF-E ",262
"05VL59-E ",80
"0KTFQZ-E ",260
"05HLN8-E ",36
"0KBP3V-E ",14
"066ZP3-E ",3
"05MNH2-E ",355
"0CGGNT-E ",13
"0JWLVY-E ",306
"0DLHZK-E ",5
"05TW2W-E ",1041
"0GXR97-E ",81
"0CWL7W-E ",462
"09NQ3Q-E ",68
"09NB2S-E ",42
"0KLSPK-E ",892
"05F7RH-E ",700
"0D3ZTQ-E ",227
"05K1YC-E ",4686
"06T6BZ-E ",438
"05F9ZW-E ",59
"0FRXCY-E ",0
"05NSMN-E ",0
"0GDDG0-E ",53
"0GD9SK-E ",98
"003GWP-E ",31
"000HJ9-E ",405703
"05ZP00-E ",2655
"0FNFL0-E ",2046
"05G37R-E ",5
"05G6C9-E ",10572
"06BV61-E ",0
"0BGWSJ-E ",9
"05MS0W-E ",1398
"0FYVLQ-E ",68
"00C38M-E ",5930
"05G65Y-E ",877
"05NX26-E ",0
"003KZ8-E ",27
"000BL3-E ",5265
"05HM4S-E ",770
"0869KL-E ",0
"0B7ZQN-E ",44
"000FF4-E ",75524
"0K0MS2-E ",122
"060VZK-E ",0
"05X37B-E ",230
"05NSLR-E ",27
"06HT53-E ",763
"06HJLF-E ",0
"0FRBSC-E ",1
"05HFD3-E ",2649
"062R6R-E ",2533
"0618D7-E ",6391
"061BWQ-E ",6613
"06VSXZ-E ",11
"06VM3T-E ",8
"0090MY-E ",341
"0090Q2-E ",409
"0090PS-E ",0
"05FQH7-E ",2068
"003JJ7-E ",209
"003K57-E ",390
"06F2PZ-E ",2
"06F5NK-E ",50741
"06YTDW-E ",2929
"07K0RZ-E ",49
"07JZQ9-E ",1156
"0814VH-E ",148
"08GVYS-E ",319
"08HFKP-E ",42
"09Q485-E ",283
"09Q2HN-E ",14
"0DDCKK-E ",107
"05KZ4Q-E ",3
"05LM6H-E ",164
"0JZRF0-E ",202
"05WQHQ-E ",229
"00C84J-E ",0
"07KD5F-E ",2
"0KCV39-E ",23
"06M88N-E ",30
"00B2NK-E ",270
"06XKS4-E ",0
"05QPVM-E ",33075
"06749T-E ",35
"0DH18H-E ",1200
"0GCW2M-E ",4384
"0BZMHB-E ",22
"07MPWG-E ",148
"07MYDW-E ",0
"07M598-E ",65
"0GKNQJ-E ",320
"0H29C1-E ",752
"05J862-E ",1412
"084PMC-E ",4950
"06HR2W-E ",3
"0DGQJ2-E ",15
"0DFF0Y-E ",132
"05TB73-E ",1038
"05SLSF-E ",5038
"05SL92-E ",1517
"094VV1-E ",29957
"09JHVC-E ",596
"08H2D7-E ",1240
"0CZGC6-E ",4398
"0GYHGD-E ",73
"0FT750-E ",1
"05HL1Z-E ",7700
"0G2KDJ-E ",139
"0G20XB-E ",1
"05H6WL-E ",641
"05N6P3-E ",774
"06PJV0-E ",24
"05TN3Y-E ",0
"001Y8B-E ",10680
"05HLN3-E ",458
"05HLZQ-E ",4764
"09HG95-E ",51
"05HHZS-E ",495
"0K0MSX-E ",4
"00BQTV-E ",747
"09NMT2-E ",285
"002HGF-E ",74582
"009ZPD-E ",541
"00D6GY-E ",2056
"060QLQ-E ",1
"0FR7GX-E ",157
"06T8KK-E ",12
"06HGBR-E ",56
"072QDR-E ",3241
"0CGLPL-E ",62
"0FDKRN-E ",113
"0FDPYC-E ",245
"000P57-E ",15157
"000BQ0-E ",25383
"000LH9-E ",5523
"00FDDB-E ",572
"05TWK1-E ",201630
"069NXX-E ",17
"05MSYZ-E ",136
"05HD1S-E ",1470
"05VL93-E ",19
"05NRSG-E ",153
"05NSK8-E ",3964
"05NT9D-E ",8
"0616MY-E ",340
"000BPX-E ",163908
"062RB7-E ",71
"0618KM-E ",6897
"062R36-E ",22
"07D2CW-E ",47
"07D0N6-E ",201
"06VQHX-E ",79
"0091ZV-E ",240
"007Q5V-E ",8266
"0090QM-E ",386
"05WP4Q-E ",104
"003J08-E ",0
"00C79S-E ",25
"003JY3-E ",4221
"003KYP-E ",151
"06SQ2T-E ",18
"067NMK-E ",12573
"06YTN3-E ",98
"06BWPR-E ",351
"070473-E ",8
"07JQNC-E ",117
"08HH49-E ",936
"0817WW-E ",15
"09H1HT-E ",291
"0B7ZTZ-E ",357
"09P678-E ",2688
"09NXFS-E ",894
"008DC6-E ",1276
"0071BJ-E ",217
"05LLL3-E ",21291
"0D8BFR-E ",87
"05LDB3-E ",154
"0G0BPN-E ",13
"05WRFR-E ",67
"00B59G-E ",292
"07KD15-E ",184
"07LXYN-E ",3
"06X8LJ-E ",54
"05MHV5-E ",1431
"0K9GCX-E ",197
"05TPTC-E ",177
"06VVSM-E ",112
"0GDF8Z-E ",39
"0JWJMY-E ",146
"0D94NL-E ",497
"066NC8-E ",95
"07LZ4X-E ",21
"07M5ZC-E ",404
"09N7R4-E ",0
"08HX57-E ",7
"0DZ621-E ",1571
"06HSF0-E ",180
"09Q1XQ-E ",2623
"0GLR00-E ",19
"07MM6X-E ",53
"077CR8-E ",3
"0HZ61B-E ",242
"0FTB7D-E ",48
"09NTQR-E ",6
"0GDF2Y-E ",4
"05HLZK-E ",2037
"0FDT87-E ",286
"05G6QK-E ",34829
"06HPTJ-E ",478
"05TY5P-E ",53
"000LXS-E ",129
"000D7G-E ",85328
"002P34-E ",90196
"0KLQ5J-E ",219
"05HL2P-E ",8087
"05HKM8-E ",2254
"05F9FS-E ",179764
"000C65-E ",616
"05TGZ9-E ",292
"06ZM8D-E ",277
"062VR6-E ",0
"09L26S-E ",25
"061284-E ",335
"0H6KB2-E ",72
"003QZ9-E ",1049
"0DHDVY-E ",6231
"06HFJ0-E ",109
"09Y6J6-E ",461
"005793-E ",38
"05HK8P-E ",131
"05FW7Z-E ",129621
"05L36R-E ",10
"05NT50-E ",6
"0CQG2F-E ",100
"000CXT-E ",0
"000HJ2-E ",0
"0JZ651-E ",6806
"0CQ9MH-E ",3
"06QVC8-E ",1557
"06M8CN-E ",61
"07312G-E ",2759
"000LLN-E ",1435
"060V49-E ",92
"060LRN-E ",68
"060NNW-E ",170
"060R9V-E ",7788
"05YXMP-E ",337
"062RF9-E ",30
"06VNFN-E ",24
"00CGQF-E ",739
"00D9DM-E ",185
"05HNQQ-E ",154
"081BBQ-E ",3
"080TNT-E ",47
"0090TB-E ",1518
"05STK2-E ",10
"05PH88-E ",145
"05SYT2-E ",34
"002J6Y-E ",1669
"05FQBF-E ",452
"003K1L-E ",169
"067PNG-E ",1
"06K3N1-E ",1
"06YSPL-E ",2
"06YQ82-E ",18
"0B3T56-E ",109
"07JS71-E ",831
"081DHB-E ",3012
"08HB7G-E ",9
"08GP1D-E ",245046
"078MSV-E ",225
"05MKKQ-E ",27
"05KVQ1-E ",1361
"05LKNS-E ",13655
"00B3VC-E ",114
"05WR1G-E ",283
"0769NL-E ",792
"0JWPKF-E ",56
"0DX2RK-E ",78
"06M7SV-E ",61
"07N18X-E ",168
"0H6SCK-E ",1234
"066X4Q-E ",918
"0DZ84X-E ",199
"0DLGZM-E ",195
"0DQXNL-E ",1229
"081PX3-E ",43
"07LZ88-E ",649
"0GKYCY-E ",235
"0779TK-E ",0
"077DCD-E ",75
"0B7ZQ2-E ",23
"0GD1S9-E ",0
"0K9WXP-E ",142
"0FTK5N-E ",0
"07KRZF-E ",3143
"0DLJSM-E ",733
"0HZJ12-E ",18
"06LD0Q-E ",13229
"0GYK90-E ",3
"060S25-E ",201741
"05HLQR-E ",3
"0KKTM4-E ",217
"06G7DR-E ",0
"0FT9P1-E ",47
"064NPL-E ",1234
"05HLDM-E ",5916
"09HG4L-E ",9
"0GDGKD-E ",1
"05QMZC-E ",314
"0G6H0W-E ",17613
"05H69L-E ",3228
"05HL40-E ",76
"05F74Y-E ",183
"05HJDG-E ",15921
"002XTV-E ",83971
"002Y4H-E ",49021
"060LWY-E ",43
"060W0W-E ",96
"0GDF54-E ",111
"06Q9VP-E ",223
"0079W2-E ",1388
"0016FP-E ",2309
"0B0W4N-E ",344
"06QYS9-E ",3
"07KB8P-E ",53
"0F1W4R-E ",89
"000JJ3-E ",11
"0011QK-E ",14061
"05FW5Y-E ",5416
"05G9Y7-E ",987
"07BHRQ-E ",4478
"05NWTW-E ",78
"08XTK7-E ",306
"05G74P-E ",307
"0613VC-E ",0
"062RG3-E ",117
"000N8F-E ",20296
"000P1Y-E ",3436
"0619HW-E ",18
"062RF1-E ",37
"0B4F6D-E ",1
"000CZG-E ",0
"06VPX2-E ",20
"05FZ20-E ",318
"00DD7S-E ",762
"0090NW-E ",120
"00DJTG-E ",790
"05F74G-E ",7
"008LV9-E ",698
"0049F6-E ",126
"007MRD-E ",686
"05LWWG-E ",0
"05T162-E ",9
"06PJ80-E ",1465
"05T736-E ",1429
"05PJ87-E ",115
"05T33W-E ",282
"05FQ8V-E ",7553
"003JQW-E ",1139
"002JD4-E ",811
"003KW9-E ",1454
"06SQ1Q-E ",4
"06YMRF-E ",135
"06YQ8V-E ",5
"0JT10L-E ",31
"081CWK-E ",26
"0816F4-E ",133
"07JRZL-E ",0
"0B82N1-E ",324
"09P2M3-E ",461
"095BC9-E ",323
"0088SD-E ",2916
"0GX5L3-E ",123
"0G599X-E ",39
"05LMK8-E ",1429
"0DCK23-E ",4087
"00B346-E ",25486
"05Q2XS-E ",29
"07KCT8-E ",22
"066YJR-E ",312
"0DV20T-E ",258
"0DLJ9D-E ",10
"0G6JW8-E ",61
"0G1MNW-E ",63
"00DRTS-E ",2780
"0DV781-E ",153
"08756C-E ",36356
"07MCCD-E ",1180
"07MY7Y-E ",23535
"07M6CZ-E ",11
"0GLJBC-E ",43
"0GVNCM-E ",70
"0GVFHV-E ",2940
"05L46N-E ",300
"061H74-E ",257
"000YPS-E ",207
"06149J-E ",4890
"06KTBZ-E ",4308
"07L6FM-E ",158
"07BLG2-E ",166
"0DH1C3-E ",167
"07FWKW-E ",30
"071RNL-E ",0
"06STH4-E ",90
"0KBCNF-E ",5
"0GXRGX-E ",130
"0766B4-E ",408
"0GY7Z9-E ",17
"0KM0MC-E ",139
"0CGWK5-E ",20
"06MWDJ-E ",0
"05GVFN-E ",75970
"0GDDL2-E ",0
"0FDKS6-E ",102
"05HLKV-E ",750
"05HN0Z-E ",3265
"000KN8-E ",19811
"000BY9-E ",0
"000PHW-E ",288957
"000KS1-E ",388
"000C6K-E ",0
"000CN3-E ",1539
"000D1Q-E ",41675
"000HHF-E ",0
"0J1J5T-E ",0
"05K6H1-E ",753
"0GYGWH-E ",194
"0GHFKG-E ",432
"0GHYTL-E ",8
"05F9M2-E ",114161
"05HJJY-E ",4
"0HDJJC-E ",277
"0G6GJW-E ",144
"05SV3X-E ",16
"05HHYP-E ",5886
"05HJL4-E ",3818
"05X3CL-E ",4429
"060SWT-E ",1253
"060R5H-E ",1648
"0DKH08-E ",24
"05H5ZH-E ",4738
"05JJC2-E ",5398
"000CND-E ",12183
"00209B-E ",989
"0HLMZ5-E ",66
"05G684-E ",6832
"0DDVSC-E ",3
"05NVLS-E ",14
"0G2H2G-E ",1
"05YXLP-E ",760
"0619W3-E ",0
"07D22T-E ",130
"06VQFH-E ",0
"002L1Q-E ",2358
"002JPV-E ",3643
"06GF5Q-E ",3
"06HTKR-E ",0
"05T7S2-E ",224
"05M1VJ-E ",143
"05T05J-E ",139
"002J7T-E ",125240
"003KJW-E ",17
"003JSW-E ",23
"07BZTT-E ",0
"06KG6T-E ",130
"07D0VZ-E ",122
"0703QY-E ",10
"07JT70-E ",131
"0JLJ0X-E ",20
"08H4JK-E ",1824
"0C7NNJ-E ",413
"05LD6G-E ",98
"05KY5L-E ",0
"05LLZG-E ",37
"06VSSY-E ",1068
"05HLLV-E ",18610
"008Z3D-E ",9
"00D6RB-E ",327
"05FWHR-E ",520
"0DCYTT-E ",1443
"0DNFYK-E ",5
"05PZV5-E ",9087
"0J0N1M-E ",305
"05WQH4-E ",2032
"076835-E ",1
"0670LW-E ",2
"0L266P-E ",54
"0H2G3L-E ",14
"0GLBNZ-E ",6
"0KDZM3-E ",117
"05L2P7-E ",0
"0CYXXZ-E ",111
"0951JX-E ",368
"081D4D-E ",4168
"0GVFHN-E ",4651
"07F00K-E ",3702
"0GNHZM-E ",4
"0GXZ6H-E ",251
"0FDKPM-E ",249
"0KD85D-E ",1
"0FDF4P-E ",7
"000C8R-E ",462
"000KLZ-E ",919940
"07RQC0-E ",482
"06JZJ9-E ",10109
"000BKX-E ",3995
"000KVL-E ",13793
"0G1C9N-E ",250
"0CWZQG-E ",28
"0KM7NW-E ",0
"06LG12-E ",8788
"0GHVVY-E ",125
"0G04PP-E ",106
"05HLSQ-E ",375
"05F805-E ",62318
"05HKHN-E ",1683
"05X48K-E ",195
"060N9Y-E ",4009
"05S9ZW-E ",1037
"0071Y5-E ",0
"0KV2N6-E ",136
"0G5SWK-E ",5
"05W6K4-E ",84
"05KJ4D-E ",13
"07FQNJ-E ",270
"06C36T-E ",241
"003LFX-E ",3892
"001ZTT-E ",1396
"001XP1-E ",41754
"00DXXK-E ",38657
"0080JW-E ",1053
"00302P-E ",374
"07L80Y-E ",242
"0DLC64-E ",447
"0D4S8F-E ",53
"0D5NCW-E ",13
"0D1N7Q-E ",89
"07ZXJC-E ",184
"0G9956-E ",40
"05FW87-E ",88
"05NXHK-E ",334
"061733-E ",4940
"061BR0-E ",1
"07D2FX-E ",7488
"07D0CB-E ",22
"06VSNX-E ",3
"00C921-E ",282
"009JC8-E ",746
"00CFYZ-E ",764
"00GM89-E ",720
"00D13P-E ",2725
"002K53-E ",1646
"05M15R-E ",109
"05STRL-E ",16326
"05SWJ4-E ",0
"06GTW4-E ",46
"067MHZ-E ",59
"05T0CK-E ",218
"05T3TT-E ",673
"003KS4-E ",3578
"003KDW-E ",980
"003K1N-E ",46164
"07045X-E ",0
"081DGN-E ",20
"081L3M-E ",5
"07JRHV-E ",195
"0C7S1X-E ",242
"00729X-E ",20
"0G5FSR-E ",337
"05LKXG-E ",355
"05KWZ8-E ",209
"05LK43-E ",102
"0FK824-E ",9
"0DD4LQ-E ",1
"0F9L3V-E ",229
"0BK08Z-E ",4
"0BJB5V-E ",1
"0FDMHM-E ",223
"0KBCMB-E ",52
"0DQRFF-E ",1050
"06VZ59-E ",224
"066NC4-E ",277
"0GVBQ1-E ",125
"0GNDDK-E ",329
"07C3V9-E ",16
"06YWDQ-E ",1920
"07G3RQ-E ",22
"0GYLMV-E ",211
"0HVC0Q-E ",597
"0FRYLL-E ",240
"07RM25-E ",144
"07M8CS-E ",82
"0GDNV7-E ",10
"07JLZB-E ",113
"0FDDL6-E ",30
"003546-E ",0
"0015NZ-E ",47601
"05T3GL-E ",10402
"0JWCD5-E ",4
"0DQPG2-E ",0
"0KM4SF-E ",226
"0DV7CF-E ",163
"07G0FH-E ",0
"06P9TX-E ",165
"0C69FG-E ",134
"07ZTK4-E ",127
"0G07Y1-E ",230
"07ZTDX-E ",10
"0F0KB0-E ",225
"0HNGRN-E ",2
"0035DT-E ",1018
"0033CJ-E ",81
"000WPQ-E ",9426
"05X4GZ-E ",5
"0G1HTY-E ",5
"05HM2B-E ",920
"05HJ60-E ",333
"05F9JR-E ",181198
"06H1JG-E ",2555
"0BTK0H-E ",1473
"07BHP3-E ",30
"07ZS2V-E ",87
"000NWD-E ",411
"0FXSMH-E ",295
"05FWKW-E ",5725
"05H6R0-E ",12311
"009ZRK-E ",124
"05HJQ6-E ",796
"07HQ1Z-E ",14535
"000C8Y-E ",8759
"000DS6-E ",0
"000CM9-E ",57614
"000DPG-E ",1990
"00D5KK-E ",130
"060SGP-E ",3
"002JM1-E ",2422
"0DF074-E ",49
"05NTSM-E ",9
"0DLGWQ-E ",0
"0CQ3QL-E ",379
"0C8M78-E ",196
"0C8BJK-E ",60
"0C8C1L-E ",189
"062ZZB-E ",191
"0617QK-E ",209
"002KNN-E ",5572
"000V67-E ",284
"060Q5F-E ",138
"067NSF-E ",2
"071CC7-E ",28
"07185M-E ",4
"05T31P-E ",215
"05T09H-E ",3428
"05FQ92-E ",6215
"002JB2-E ",243
"06BXQL-E ",922
"0CXPY3-E ",0
"0DD9SH-E ",223
"0D80HR-E ",170
"05LGJN-E ",764
"0615JS-E ",829
"05HNJX-E ",39
"05G95C-E ",57
"009ZZY-E ",751
"0090LS-E ",505
"00BF2W-E ",2926
"05FW6D-E ",3781
"05FWJT-E ",2051
"05FWJ9-E ",10339
"0DD4GN-E ",248
"06VXMJ-E ",151
"06W19P-E ",4390
"0DBF3Z-E ",12884
"0DB9DH-E ",47905
"06M48D-E ",230
"066XWF-E ",817
"0GNF3C-E ",207
"0GVFLJ-E ",411
"07CKR1-E ",1084
"0CQ8CW-E ",237
"0CYJ6W-E ",0
"0DMNG9-E ",175
"0GHVXF-E ",108
"0BM140-E ",82
"0DQSQM-E ",238
"0G05H8-E ",6
"0C8LQC-E ",71
"0C8M7T-E ",0
"0CGSG4-E ",1246
"0C25XL-E ",550
"0C23GK-E ",102
"0CY9PL-E ",2789
"0D5M7F-E ",1
"0JS0B1-E ",51
"0C62H5-E ",2
"0C82SM-E ",91
"05HLXC-E ",3139
"05FBK7-E ",44175
"0BZ084-E ",479
"07B8M1-E ",56
"05NWR2-E ",142
"05NT57-E ",27
"0615V7-E ",17
"0CYHX3-E ",4
"0FYLYX-E ",13
"05MGXK-E ",15
"05HLL2-E ",8270
"05HHKR-E ",498
"060SGZ-E ",11172
"060M63-E ",3
"0613TK-E ",309
"0G1HF0-E ",1
"05W6CQ-E ",0
"075JTG-E ",24
"0G4YXZ-E ",14
"07ZX4F-E ",2
"06YXZ7-E ",22758
"05SJMM-E ",6441
"061BCB-E ",0
"00353R-E ",42
"00250F-E ",16548
"05HQR0-E ",6928
"00BK65-E ",1026
"060R5G-E ",498
"05FWHD-E ",347
"00DXQT-E ",288
"00161G-E ",90
"000D9W-E ",1582
"000BZV-E ",77
"000JVD-E ",867
"000NVY-E ",13076
"000F6K-E ",1638
"00B01Y-E ",17
"00909K-E ",942
"00CFMZ-E ",26
"002K8L-E ",695
"002JK6-E ",1244
"0BVVVP-E ",32
"05T16Y-E ",271
"06G23X-E ",23
"05SV43-E ",194
"05M2FB-E ",191
"06FBM8-E ",185
"00C8Q5-E ",276
"003KXL-E ",918
"07C2F1-E ",191
"06BX7C-E ",0
"06YNV6-E ",747
"0CKPW1-E ",1
"0CXNTR-E ",36
"0C7S1N-E ",61
"0CLBDC-E ",255
"0CXLVP-E ",414
"008C5Q-E ",18
"0070ZJ-E ",743
"05KX65-E ",57
"05KWHH-E ",3328
"0D5PXL-E ",2198
"0D644J-E ",788
"0BZLM6-E ",15
"07C58T-E ",494
"0FYJ6L-E ",122
"0C7NPY-E ",353
"00365R-E ",157
"076FLT-E ",33
"0GVNQP-E ",335
"0DD2LY-E ",24
"0DCRZ0-E ",3247
"0DB9GR-E ",0
"0DB015-E ",8
"0BZLWL-E ",26
"0DCXHP-E ",53
"0BJCQ6-E ",31
"0GNDG1-E ",104
"06VVX3-E ",22
"009119-E ",4507
"05FYYC-E ",54159
"0DF0D3-E ",34
"075DG8-E ",66
"07051R-E ",4050
"05W1KW-E ",129
"0CQ90R-E ",488
"0JD6WB-E ",4
"06N1YX-E ",426
"05SL2P-E ",0
"05SRYS-E ",32
"0CGZ7X-E ",9
"0C8M7Z-E ",1254
"0C23KJ-E ",133
"05VVRL-E ",12506
"05VXVB-E ",3457
"0C7ZYR-E ",392
"0DLBNX-E ",153
"0CKQKJ-E ",117
"073NH7-E ",344
"070R70-E ",85
"06Z8CJ-E ",776
"05V7ZP-E ",69
"06ZFDJ-E ",34
"0C650H-E ",12
"05SYFD-E ",18
"0J1JCR-E ",116
"05SGS1-E ",10369
"0DHZ0F-E ",127
"09Q6FZ-E ",210
"05W2KR-E ",127
"06VHDK-E ",350
"0GRFYT-E ",7
"0F19F3-E ",618
"072DVX-E ",23
"0G564K-E ",0
"07BHRS-E ",2
