"factset_entity_id","equity_aum"
"07M972-E ",53
"0C9JZ4-E ",45
"0BTV2H-E ",212
"0HBBR6-E ",2
"0GH1Y7-E ",37
"0B0XY4-E ",17
"0GH1FS-E ",83
"0C95PB-E ",0
"0C78ZK-E ",0
"0C6J0K-E ",8
"0DZ482-E ",57
"0HS1H2-E ",176
"004VYP-E ",362
"0J0MVH-E ",120
"0CGNHH-E ",63
"0B6TP0-E ",36
"0B0SZF-E ",4
"0FH9KZ-E ",349
"0H2SYV-E ",26
"00BQTG-E ",1367
"0C2Z4Z-E ",217
"00BYT4-E ",2361
"05VPV4-E ",223
"0687GM-E ",0
"00BRW2-E ",618
"00DQBP-E ",6325
"006WL9-E ",1012
"003RSS-E ",402
"0H28JQ-E ",611
"0030CJ-E ",243
"0C2S54-E ",114
"0C8KY7-E ",96
"004VF9-E ",311
"06T4KN-E ",34
"005GBS-E ",1053
"002H4C-E ",30
"002P9J-E ",68
"0H2G9Y-E ",6275
"00BQ8J-E ",866
"00BCTJ-E ",173
"0C8MCB-E ",222
"0CC7GZ-E ",321
"0C2K7D-E ",262
"0JGTWJ-E ",0
"0CM7Y5-E ",570
"09L79V-E ",3
"07G4DL-E ",35
"00B5QD-E ",3
"003KZ6-E ",406
"002NRG-E ",110
"005645-E ",259
"002MW6-E ",110
"0CFM9V-E ",172
"0077VM-E ",138
"008QZL-E ",223
"0D8WXX-E ",117
"0GJH65-E ",339
"0FFK2Z-E ",1
"0FF2T2-E ",288
"00B667-E ",251
"0BH2CG-E ",18
"0CDS32-E ",21
"0621TM-E ",9
"0C7HGN-E ",293
"07KWBQ-E ",1104
"0FDJ8V-E ",144
"008KTT-E ",7329
"008GFH-E ",10
"094MHH-E ",11910
"0C26TP-E ",282
"0H2YCC-E ",809
"0BLGMB-E ",18
"002NBS-E ",24
"002L8H-E ",25627
"0020GT-E ",0
"001Z5Y-E ",126
"06C27W-E ",837
"007TVQ-E ",110
"007T3V-E ",92
"007SH0-E ",400
"067L4D-E ",0
"067FFL-E ",188
"068VRK-E ",83
"06LDLY-E ",89
"0C2SHS-E ",549
"0GPPKG-E ",95
"05X98G-E ",341
"0FCJLT-E ",729
"0C3PNL-E ",13
"0C3PM6-E ",110
"0C5TQ7-E ",398
"0JC5FM-E ",204
"0HLGTW-E ",0
"0GTL2Q-E ",124
"0GTVTV-E ",75
"001RH3-E ",41
"0HLGFN-E ",132
"0GJWMZ-E ",350
"07DJB0-E ",4509
"0HBCNK-E ",53
"0HNFN2-E ",82
"0GQ5WG-E ",89
"0JCVR6-E ",90
"004Q0M-E ",7241
"006VN5-E ",1741
"0C8YK3-E ",47
"0C8Z7C-E ",267
"008JFR-E ",52
"09QWTV-E ",5537
"06F5VH-E ",331
"0GPPMG-E ",110
"008TB5-E ",291
"009P4M-E ",2249
"0DL98T-E ",240
"0FX0N9-E ",18
"0G07Z7-E ",130
"0083B6-E ",153
"0080QN-E ",13
"006XGB-E ",758
"08115Q-E ",65
"004ZPS-E ",4576
"05Z9N2-E ",0
"00BQGV-E ",346
"00B62M-E ",336
"080DJQ-E ",0
"0BHVMQ-E ",0
"008ZQV-E ",95
"085TFY-E ",1028
"0C98RZ-E ",0
"0C98MF-E ",1205
"00GLM2-E ",303
"006RHS-E ",101
"006C4K-E ",190
"0048RH-E ",469
"008RXW-E ",522
"06KTQV-E ",45
"06JV3X-E ",72
"060DRG-E ",312
"063R65-E ",2208
"06GQJC-E ",9423
"06L6ZY-E ",36
"0GJWNK-E ",103
"0D8ZSG-E ",3
"0GVZSD-E ",1870
"0G9D9G-E ",171
"0GBKWB-E ",0
"0GD1SM-E ",193
"0FY6LM-E ",1943
"0HBV9S-E ",41
"005VRG-E ",12
"00BF31-E ",79
"002HMF-E ",529
"0J6DB3-E ",56
"0GSFSB-E ",7
"0BBR0S-E ",2
"007209-E ",300
"002KCX-E ",227
"002D91-E ",24600
"00C287-E ",5
"005HHK-E ",70
"004G3S-E ",62
"0FCZB4-E ",5
"002P06-E ",3197
"002M15-E ",2226
"002L86-E ",1248
"002LP3-E ",3353
"002LH1-E ",767
"05NHZ4-E ",2921
"05NK75-E ",0
"05ZLYF-E ",57
"05ZP03-E ",13508
"060C9G-E ",13
"061WXY-E ",77471
"061QQT-E ",544
"061GQF-E ",204
"078MT6-E ",4338
"06CC81-E ",75
"067JRN-E ",37
"05WFHQ-E ",454
"00FYSS-E ",4
"070RN4-E ",1435
"070HJ5-E ",44
"0HHJN3-E ",167
"0JHTMY-E ",0
"0GFYF3-E ",32
"0C3PHK-E ",296
"05LR45-E ",253
"05TPY0-E ",2165
"0J75LD-E ",101
"0H0SW0-E ",300
"003H25-E ",163
"0J412T-E ",96
"0061K0-E ",0
"0HWCZ1-E ",0
"008LX4-E ",229
"0BC07Y-E ",12
"004SM5-E ",13
"00577F-E ",17334
"00BQKX-E ",1534
"0C8Z9P-E ",99
"0H2QZV-E ",30
"00B6BP-E ",227
"0B0S0Y-E ",0
"0DP91G-E ",623
"0DCVTZ-E ",0
"00B6HM-E ",269
"0KQ9SW-E ",143
"008RWD-E ",399
"0DVFTP-E ",227
"0085RQ-E ",509
"0080GZ-E ",450
"0GYXZN-E ",110
"0GJWP8-E ",1601
"0H1DTZ-E ",0
"008PXD-E ",316
"008TBF-E ",92
"0GPRG7-E ",75
"0HJ25D-E ",107
"0G2DF5-E ",173
"0G2DJ6-E ",241
"006VY5-E ",10
"00DQ1X-E ",5
"0GCT2P-E ",87
"0G6JVQ-E ",142
"00BF4H-E ",908
"00BFVW-E ",109
"0DQ0MH-E ",154
"07MDXW-E ",15
"08066Y-E ",239
"0G88N5-E ",4
"0GML4N-E ",359
"0FLRZV-E ",14
"0BGX06-E ",75
"0862L8-E ",23
"0C98QC-E ",104
"002WH1-E ",114
"0H9PLT-E ",370
"0GH272-E ",25
"0GGXJB-E ",155
"0GST0N-E ",0
"0GMHV0-E ",123
"05W43F-E ",46
"05V7F4-E ",8605
"0684CV-E ",46730
"00563M-E ",945
"06JXBB-E ",7
"0616QP-E ",168
"06KS8Q-E ",1352
"09ZTCJ-E ",0
"00FJ8Z-E ",742
"0050Z3-E ",355
"005GT1-E ",11618
"005WKP-E ",10
"05XD9N-E ",2
"005CJ2-E ",4134
"007RJ3-E ",2437
"007RXL-E ",8928
"05FW6J-E ",3102
"007TG6-E ",1536
"05XB3Q-E ",106
"0H29DZ-E ",200
"0CNM4Y-E ",263
"0DPKXK-E ",258
"0C5X4K-E ",260
"0JCS0T-E ",2
"002LR7-E ",0
"05LGC7-E ",2394
"001Z2Y-E ",308
"05ZNRW-E ",136
"05ZN2K-E ",283
"05ZK70-E ",219
"0608ZD-E ",140
"064GVF-E ",14
"061J3N-E ",3055
"061H9P-E ",1861
"05ZCYB-E ",8
"06CBZ9-E ",18
"067KTY-E ",4
"067FFM-E ",20
"061N0V-E ",19254
"070NXQ-E ",3
"09ZS6H-E ",27
"09519R-E ",489
"0BG58Q-E ",0
"0FY6PK-E ",169
"0F07X6-E ",58
"05LR4G-E ",954
"05TPD2-E ",135
"005V2B-E ",219
"004JBF-E ",420
"0FBS7H-E ",149
"0HCKMN-E ",27
"0KR559-E ",0
"0H5ZZH-E ",188
"0HNYY8-E ",8
"0GPRT1-E ",351
"0DD0DX-E ",0
"05NDHC-E ",26
"0K6QP2-E ",0
"0GZDH9-E ",1240
"0C8XTH-E ",148
"05FW8R-E ",600
"05HPJM-E ",490
"0C9L7Q-E ",231
"09ZSBF-E ",173
"002S10-E ",2
"002H2Y-E ",1
"0C8ZTD-E ",286
"0C7C67-E ",28
"0C8Z2S-E ",173
"0C3PFX-E ",213
"0C2K2B-E ",121
"09ZPR7-E ",168
"0DYJ1Q-E ",22
"0HHNTL-E ",306
"0G64MB-E ",26
"0GN7RC-E ",829
"0G650Y-E ",80
"0D8MB9-E ",4
"0C9J2T-E ",0
"0G6BF8-E ",184
"0C271W-E ",138
"0C86MZ-E ",154
"00B53X-E ",437
"00BBJQ-E ",595
"00BJ81-E ",114
"07G85X-E ",16
"0DQ8BC-E ",6
"080V17-E ",488
"0862V4-E ",1945
"0DVTWX-E ",64
"0088VB-E ",114
"007PW2-E ",267
"006XPF-E ",3
"081LB1-E ",3
"09MT64-E ",119
"0GGS79-E ",57
"0GH0MW-E ",196
"0C9427-E ",178
"0C959Y-E ",0
"0GMWY9-E ",108
"0C8V4Y-E ",124
"0C7D32-E ",193
"006WQQ-E ",133
"0045LP-E ",160
"0090BW-E ",326
"0084CP-E ",85
"0CB6MZ-E ",99
"0F0B0F-E ",349
"0GF3J4-E ",19
"0GLG4G-E ",479
"0GHKHY-E ",44
"0693ZZ-E ",36431
"0034T6-E ",369
"05YHGX-E ",1
"0JGBD8-E ",87
"06L32G-E ",576
"09BJ1F-E ",187
"07VFQK-E ",3
"09SY75-E ",0
"007VNJ-E ",612
"0GF0HZ-E ",1111
"0GSH79-E ",8
"05FW8D-E ",145
"007WTC-E ",45
"00978H-E ",151
"002LY6-E ",12776
"002NZ9-E ",1048
"002LL2-E ",708
"05ZQ3Z-E ",4
"061LHS-E ",258
"05ZM1G-E ",4
"060D3K-E ",140
"0609P3-E ",306
"0644W9-E ",1
"064G8V-E ",0
"05ZBV0-E ",3093
"05ZBBN-E ",17158
"061DYG-E ",113
"078K9S-E ",190
"06C715-E ",29
"067GWN-E ",0
"06LDJF-E ",28
"05TY95-E ",209
"05FWD3-E ",6890
"0J3QTJ-E ",149
"05HNGJ-E ",182
"0FZK4W-E ",0
"0JXQHL-E ",1
"0HXT3D-E ",11
"0DNGD1-E ",111
"00B6FW-E ",303
"0GYC5Z-E ",297
"0HXTTD-E ",108
"0DVFWG-E ",1407
"0DVL0T-E ",33
"00BBFT-E ",52
"0FBRL0-E ",0
"05HNR1-E ",11
"0HHP10-E ",240
"002H99-E ",1117
"0H104F-E ",14
"0CCJ81-E ",0
"0090PM-E ",186
"0GSWCT-E ",114
"0GWNMN-E ",464
"0HW6RL-E ",0
"0GJS5Q-E ",18
"09KY3Z-E ",2096
"0C1HKH-E ",0
"00BF77-E ",908
"0FLBMM-E ",54
"0BHDKZ-E ",318
"07K679-E ",7486
"0DCS8F-E ",146
"0G67MC-E ",11
"085TCH-E ",10732
"0FCBZR-E ",82
"09NJTC-E ",15
"006QPN-E ",158
"006ZMY-E ",510
"008ZRF-E ",160
"0089LJ-E ",1162
"05ZL5H-E ",0
"003HCX-E ",386
"0GGRQL-E ",19
"0C9506-E ",0
"0C6N7B-E ",11
"0GMTCF-E ",51
"06027M-E ",13426
"06CSFQ-E ",5
"0090G1-E ",1134
"0G55Q4-E ",1348
"0GGMF1-E ",16
"0G25LH-E ",211
"0G6YL7-E ",0
"004FGQ-E ",6
"004P6T-E ",144
"005HCN-E ",1741
"004CGL-E ",4379
"0GCW66-E ",123
"0BV705-E ",2
"0H9YXY-E ",104
"0D8XGC-E ",83
"0699C1-E ",2
"0FFH99-E ",20
"0BGFY6-E ",1405
"0BBYXP-E ",21
"005VV0-E ",6136
"0080GH-E ",1555
"05X6XR-E ",4912
"05YJ8M-E ",44
"0DVDWK-E ",6
"05FW5Q-E ",21772
"05FW75-E ",23015
"007WQT-E ",12
"002MYG-E ",4320
"002LHN-E ",754
"05MPW8-E ",0
"05P1N6-E ",16
"05LQH6-E ",5
"0DTYS9-E ",11
"0JBLSF-E ",0
"05ZP3Y-E ",2630
"0639C0-E ",7047
"0FKRJ7-E ",11
"061NH6-E ",59
"061CJS-E ",2147
"05Z820-E ",1639
"00FRKJ-E ",0
"06781X-E ",3913
"06L8XD-E ",126192
"0BR93Q-E ",1485
"05JS77-E ",146
"05NM7S-E ",442
"05K77N-E ",0
"05LP1G-E ",283
"0H0Y9Z-E ",52
"05HRRP-E ",525
"05HP6D-E ",21622
"00BPRW-E ",394
"0950ZW-E ",1077
"0JXRY1-E ",144
"0J4SZM-E ",146
"0GXG5Y-E ",262
"0GNRG2-E ",65
"00B6HR-E ",628
"0JMT42-E ",0
"0JXR0C-E ",128
"00BQDB-E ",272
"0C90HS-E ",161
"0F24NH-E ",7
"0DQ0M1-E ",239
"0B6K88-E ",926
"0BH871-E ",93
"0FC4H2-E ",790
"00D15P-E ",344
"0FLFJM-E ",3952
"0GMCDL-E ",2762
"05GZVK-E ",1
"05FW8N-E ",8626
"0DVKBZ-E ",18
"0DVJ4H-E ",4205
"0G69SN-E ",271
"0FYZK3-E ",16478
"0GCW3S-E ",176
"0G5JYF-E ",272
"09Q2SL-E ",15
"09X3QH-E ",2499
"0C98F5-E ",427
"0GB4CN-E ",15
"00CF62-E ",1726
"0DV79C-E ",1453
"075Q4W-E ",18
"007Z70-E ",135
"006QWQ-E ",200
"0091MB-E ",54
"09HB0V-E ",443
"0G67VG-E ",373
"0GD1V6-E ",325
"0GHKK4-E ",48
"081L5Z-E ",66
"0041DK-E ",198
"0058K3-E ",767
"00B2FH-E ",301
"005DWD-E ",1561
"005YQ3-E ",117
"0BVDSB-E ",66
"0BJ0FZ-E ",4671
"0HNLR7-E ",13
"0GGXKR-E ",0
"0C93LW-E ",123
"0619CS-E ",20
"060CW2-E ",1915
"0KMSNK-E ",102
"0HGQ8N-E ",21
"0FF9VP-E ",969
"0C2Z34-E ",368
"0C2N6R-E ",129
"0C4YCQ-E ",218
"0C84CF-E ",2198
"0C8L29-E ",158
"0C9HP6-E ",0
"05X8MP-E ",115
"061YHR-E ",149
"0C79JH-E ",149
"0BZ707-E ",264
"0GJTXG-E ",161
"08C2RZ-E ",280
"060G9T-E ",78
"0J6TMG-E ",9
"0GDQ6C-E ",209
"007WCY-E ",858
"05FW1Q-E ",69
"05NZ7C-E ",3
"05LT39-E ",772
"05ZJ4W-E ",3
"05ZMDS-E ",1708
"061LB8-E ",465
"060BRL-E ",167
"064H3P-E ",21
"05Z9G0-E ",10143
"061GYV-E ",25
"061CKR-E ",1454
"06LD0N-E ",8168
"06778N-E ",1358
"061Q1G-E ",145
"09DCPX-E ",1
"09519P-E ",187
"0BR189-E ",161
"05NZ3P-E ",1066
"05NNRP-E ",12
"05JXXQ-E ",56
"05JVGZ-E ",554
"0HCLWL-E ",326
"0J0WX8-E ",264
"0090QR-E ",111
"00382L-E ",0
"05HQ6V-E ",554
"002GMC-E ",551
"009Q6F-E ",3811
"0HX5DN-E ",135
"0CFN2P-E ",840
"0HVK1F-E ",4
"00BMZN-E ",230
"00BDFW-E ",790
"0J308X-E ",150
"00BCGS-E ",425
"00BJ6W-E ",937
"0DQ091-E ",140
"05FWF6-E ",569
"0BBXPT-E ",400
"0HJ9QK-E ",0
"09MZZ7-E ",96
"05TLFV-E ",28
"001HBR-E ",17201
"00132N-E ",711
"06D1MP-E ",16897
"09T08G-E ",110
"0GVNTN-E ",461
"0G6YP5-E ",161
"007RG6-E ",16
"0F1Z7R-E ",1
"0GML49-E ",120
"0G2W7S-E ",28
"09T1BJ-E ",3
"0FZQPP-E ",942
"0HHTPJ-E ",620
"0GKLBN-E ",259
"0GVGG9-E ",3
"0H9RPQ-E ",448
"0HB37S-E ",3
"002HXC-E ",50
"004XBB-E ",33
"07JJ9W-E ",257
"05SZC5-E ",82739
"0GF0NT-E ",102
"05FW77-E ",229
"05G875-E ",5411
"0CHF7N-E ",818
"0DVBQ0-E ",964
"05YGLH-E ",1497
"05LPPB-E ",156
"05FW9S-E ",421
"0055DM-E ",389
"0H87MQ-E ",5493
"0CHLZ4-E ",9
"0C9B99-E ",21
"07D5BR-E ",0
"07KW0R-E ",1376
"06N98V-E ",0
"07KWGC-E ",2
"0JCH1R-E ",94
"0C0GTF-E ",156
"0017ZL-E ",13
"0GGBS9-E ",101
"0C95PW-E ",20
"0C6SVF-E ",3640
"079NDT-E ",46
"0GMX09-E ",60
"0642S3-E ",210
"060J74-E ",21
"001QN6-E ",4344
"00245B-E ",242
"0G13QF-E ",567
"0016Z2-E ",140
"06FV9C-E ",1395
"00128H-E ",11223
"000JGK-E ",10616
"060R10-E ",259
"062R67-E ",244
"000L3V-E ",35617
"05LQG8-E ",0
"05ZQQG-E ",344
"05P00B-E ",67
"05NF9S-E ",376
"05ZJLG-E ",3747
"060DW3-E ",3
"060867-E ",12831
"061V0Q-E ",10
"0648GK-E ",4311
"05ZBC6-E ",12670
"05ZBWW-E ",85
"081Q55-E ",15
"0BBQV4-E ",33
"09ZPDJ-E ",8
"0BQN9K-E ",3
"0BRBRT-E ",56
"05JTGC-E ",140
"05JXJ4-E ",0
"05NM1V-E ",50
"0HWPS3-E ",105
"0C9S8B-E ",5
"0FMKF9-E ",6
"09N6JG-E ",8
"0DCRJB-E ",105
"0KJDGN-E ",340
"0C8FXR-E ",107
"0HLGQW-E ",329
"0GX4F6-E ",317
"0H28B4-E ",289
"0G69X1-E ",0
"0GMHQ9-E ",180
"0DVDBC-E ",116
"0GQ2RL-E ",31
"0H8WBG-E ",127
"0GD1RR-E ",42
"070484-E ",7
"05NDLZ-E ",699
"00B5R3-E ",148
"05LNBT-E ",138
"0GX1S4-E ",180
"05FWF7-E ",3713
"00BQPP-E ",1479
"05HQ7S-E ",6158
"0C90JQ-E ",652
"0FC6JK-E ",79
"09N44D-E ",4
"0CY3RY-E ",274
"003840-E ",540
"009VC4-E ",190
"005GHN-E ",6524
"0C2BV4-E ",184
"0HB1W3-E ",1
"09B1NM-E ",70
"0HBM6T-E ",118
"07L30K-E ",695
"07KWBR-E ",217
"05V0KZ-E ",2721
"06R1ZP-E ",191
"05FW6K-E ",79
"073D40-E ",239
"002KDH-E ",186
"09TKQB-E ",65
"05G975-E ",12598
"0GF13V-E ",198
"0C2BXW-E ",477
"0C928X-E ",101
"0DVFSN-E ",418
"0DVK46-E ",0
"001N09-E ",201
"0CHKP4-E ",106
"05X5JN-E ",894
"09N45N-E ",16
"0HP4Z2-E ",0
"0035ZH-E ",2382
"001D77-E ",44761
"0JXHMB-E ",369
"0DVH09-E ",1719
"0JCCCJ-E ",2
"0013X9-E ",7784
"001BMP-E ",8
"0GGR18-E ",173
"0D2LWY-E ",122
"05G8Y5-E ",169
"0C92HD-E ",80
"0C93LL-E ",1517
"0GMWFC-E ",585
"0D8CZM-E ",213
"000PC4-E ",14288
"002FRN-E ",1019
"007RWM-E ",299
"05FW1N-E ",714
"0GFDZL-E ",139
"05FW5V-E ",1
"0C3NSG-E ",41
"0HWBBR-E ",8
"05NZ6W-E ",0
"05LT9Y-E ",260
"061K4L-E ",98
"05ZNDB-E ",1047
"05ZNP9-E ",137
"060B3Q-E ",52
"061Q0C-E ",658
"061N1J-E ",1
"061F8P-E ",30
"05ZCXQ-E ",6
"09D2BK-E ",6
"0BR0JV-E ",3004
"05JX6P-E ",2931
"05NM5H-E ",39
"05JXJ9-E ",134
"0C7WFY-E ",407
"0C79DM-E ",116
"0C89RH-E ",217
"0C2NSS-E ",247
"0C82H1-E ",82
"0C3H0S-E ",543
"0C8C3Z-E ",314
"0C32NR-E ",270
"070BX0-E ",1386
"0C0GG0-E ",42
"0BZ6Z8-E ",217
"05FWBD-E ",612
"05HNZW-E ",220
"0HDSJ3-E ",797
"0GSLY1-E ",553
"0GXBHN-E ",8397
"0HJ5CM-E ",3
"0GTV1S-E ",0
"0G0FNV-E ",87
"0HHR0R-E ",20
"0GDY8Q-E ",82
"0H9T6N-E ",12
"00BQGT-E ",668
"0DS988-E ",483
"05TP21-E ",155702
"00BDYW-E ",109
"09ZQ2B-E ",672
"09NHNT-E ",22
"081GWV-E ",0
"0BPRXT-E ",4
"0D8SX5-E ",0
"076ZGY-E ",8
"08BV88-E ",1208
"0K8SX6-E ",281
"0KRXXX-E ",533
"0F24FT-E ",8
"0CR8T5-E ",2
"05T28R-E ",134
"07KPFJ-E ",134
"05TW41-E ",20
"00134N-E ",2405
"001BC5-E ",140635
"0CDMBB-E ",1111
"070HZC-E ",2928
"0J76BL-E ",145
"0GF6VN-E ",29
"0BL6F9-E ",19
"007TVS-E ",99
"00D3CY-E ",245
"09Q56B-E ",15780
"0733X1-E ",0
"0FS33D-E ",9
"0DVN3W-E ",0
"0CHLX3-E ",0
"0017DP-E ",520
"0C79BZ-E ",257
"061XTX-E ",1697
"0FX7MD-E ",9
"0GGV2X-E ",129
"097WQ2-E ",182
"08C7F1-E ",7
"09TZYL-E ",72
"0DV1TM-E ",0
"0G0LPF-E ",183
"07HT25-E ",0
"085CNB-E ",1018
"07BRYD-E ",26
"09H9JV-E ",6
"07YMZT-E ",176
"0JC549-E ",1113
"001BQN-E ",200
"0GH4V9-E ",548
"09SD18-E ",8
"0C94YD-E ",869
"0C6M6N-E ",1
"0C9108-E ",157
"0GT3YN-E ",305
"09PP24-E ",115
"002FQB-E ",1168
"05P1ZR-E ",2
"05LTFD-E ",196
"061KRY-E ",126
"060DRX-E ",255
"061VGL-E ",54
"061V0N-E ",301
"05ZCTV-E ",306
"05ZBYB-E ",569
"081NBR-E ",250
"05JTDN-E ",61576
"05NP41-E ",4420
"05JXQP-E ",36188
"0BY2BG-E ",161
"0GJ760-E ",50
"0C7WDC-E ",321
"0C2ZFC-E ",74
"0C7G0K-E ",314
"0C2BGL-E ",469
"0C3PBD-E ",205
"0C7ZZL-E ",93
"0C2PFW-E ",377
"06NWR9-E ",295
"07GCJ2-E ",31
"06STRD-E ",5
"06MC4C-E ",2
"06MP5D-E ",18
"0JV4SN-E ",8
"0KVKLV-E ",58
"0BHJKC-E ",83
"05HRJK-E ",1012
"0HDYF6-E ",9
"0GQP0G-E ",408
"00B7JP-E ",1388
"00BMFP-E ",20
"05LQ04-E ",1490
"08C7YJ-E ",40111
"05HS0B-E ",14
"05HPFF-E ",108316
"00BQKM-E ",581
"0FC723-E ",272
"0FC6CL-E ",82
"09T0KR-E ",1780
"0GF17R-E ",174
"0FYBK3-E ",1
"0FWYQB-E ",285
"0C27D6-E ",0
"09ZH3Y-E ",373
"0F26Z6-E ",6
"0FFLTM-E ",1389
"0BPJ6J-E ",12
"0GF4K5-E ",46
"0G24ZJ-E ",8
"0GXV4B-E ",79
"0G9QKX-E ",3
"0GFNZ2-E ",30
"0HB8VR-E ",171
"0FPLQR-E ",14
"0H2YG0-E ",380
"0BPK0X-E ",52
"060M16-E ",967
"05FW81-E ",19880
"05G8VP-E ",119
"0CVWB8-E ",121
"05FW21-E ",2
"0C8M9M-E ",114
"0D39H9-E ",3
"07KKXZ-E ",5
"0GP3VF-E ",56
"0DVFVB-E ",659
"0CHHYQ-E ",6
"05X623-E ",29
"0FXHV4-E ",8
"0JBW0S-E ",270
"05JJ00-E ",240
"09Y9MP-E ",5802
"0030HL-E ",23
"09JZ39-E ",314
"0HP534-E ",0
"081J7T-E ",10
"081D6C-E ",28
"0035LR-E ",173
"0013BS-E ",17603
"0C98WS-E ",672
"0GHLRK-E ",18
"0012LW-E ",14520
"001FCW-E ",120
"0BYXKM-E ",5
"0GGWDM-E ",590
"09KFF9-E ",122
"094PPF-E ",314
"08B78H-E ",2
"083TH4-E ",42
"07G1VR-E ",1118
"09LJ45-E ",240
"0GCW6L-E ",115
"000LV0-E ",434
"0018XT-E ",2645
"0KMSQT-E ",10785
"078PG1-E ",837
"08HWNQ-E ",20
"07GLFB-E ",22
"07M1H5-E ",28
"07D0PX-E ",13
"00FYH9-E ",176
"0C8Y2Q-E ",19
"081BVX-E ",17
"0C90F3-E ",664
"0C6PBP-E ",1
"0GT0FT-E ",0
"0GMTGX-E ",80
"05LR40-E ",486
"05LS8S-E ",283
"00DD8X-E ",97
"00DTFH-E ",84
"00DD87-E ",468
"00DH1M-E ",78
"05NF7J-E ",0
"061L8B-E ",666
"060DLZ-E ",12935
"060D34-E ",2550
"061PLB-E ",0
"061VCS-E ",638
"05ZC6C-E ",1372
"05Z9W7-E ",2840
"0BR844-E ",1
"05NQG2-E ",298
"05JSCD-E ",3
"05JY6J-E ",21
"0GJGRB-E ",0
"06WVRZ-E ",88
"06P1QJ-E ",347
"07GF2S-E ",12
"06TLSG-E ",3
"08BZMP-E ",15
"0FB56B-E ",76
"0DCQZL-E ",23
"05FWG5-E ",38
"05TQJD-E ",4
"0GRZQ0-E ",110
"0HHTQ8-E ",221
"0G6536-E ",7
"0G7DM1-E ",392
"0HJRS8-E ",256
"0DP7KM-E ",163
"00BCZY-E ",3218
"0K0BLK-E ",31
"0F25XP-E ",16
"05FW8W-E ",32
"0FMQS5-E ",147
"09LYKD-E ",362
"0FC2MH-E ",604
"05LRBB-E ",6
"07K576-E ",795
"0H30J7-E ",3
"05FW6P-E ",6892
"0G55WW-E ",343
"0G6V0Z-E ",492
"007WRL-E ",119
"05FW6B-E ",96
"0GF747-E ",200
"0G3DP0-E ",23
"0CW9TT-E ",171
"07L020-E ",234
"07KQLG-E ",3
"002JM2-E ",135
"0F0001-E ",33
"0CJ74W-E ",1422
"0D3S1Z-E ",23
"08BZBV-E ",89180
"09CG0R-E ",7199
"0DLGRP-E ",143
"0CZGT6-E ",1340
"0FFPW1-E ",243
"0GV3YG-E ",113
"0HXTNR-E ",115
"0GK52S-E ",5496
"06SBGW-E ",52
"07Z931-E ",2212
"0CHBH9-E ",1056
"05X6GR-E ",54
"0G0L0Q-E ",173
"0FXHD1-E ",0
"0FXJTS-E ",49
"0KP712-E ",6
"074CX8-E ",8409
"0035SP-E ",321
"06JM7K-E ",53
"002JQ3-E ",512
"0BFWZM-E ",239
"0F07D8-E ",101
"0JJVWG-E ",193
"00361Y-E ",909
"001980-E ",19
"00143D-E ",247
"0GH6WK-E ",523
"08GQ19-E ",1
"0842S2-E ",1261
"07DR9F-E ",1
"07634R-E ",135
"080KBF-E ",9
"07K0FK-E ",4499
"07ZM4W-E ",234
"086T25-E ",222
"0G5PYQ-E ",158
"0GS28X-E ",837
"0KH9J8-E ",21
"000FFT-E ",74
"07NCGG-E ",32
"0C91SC-E ",165
"06QFVZ-E ",0
"0GMS3Y-E ",42
"05LV4J-E ",3186
"05LSBD-E ",55
"09Z93N-E ",4065
"00DW2Q-E ",133
"00CF6T-E ",1434
"0609WS-E ",0
"060CKS-E ",2587
"0FKCCK-E ",0
"05ZCFY-E ",70
"061DDT-E ",49
"06490Z-E ",39
"07K60F-E ",200
"05JXDT-E ",362
"05JX8X-E ",5
"05K6NQ-E ",1819
"0BSRDW-E ",6
"088WMR-E ",297
"0C8MBZ-E ",859
"0C89QM-E ",555
"0CKFKT-E ",153
"0C51GB-E ",132
"0C2NDF-E ",172
"0C2N02-E ",166
"06VF8M-E ",0
"06P6QV-E ",206
"0786CG-E ",1
"06NV3P-E ",279
"065MPS-E ",967
"0BZ0TV-E ",31
"0B6YKL-E ",283
"0FWR1Y-E ",26
"0JG3D5-E ",1692
"0DZ803-E ",94
"0C26W3-E ",128
"00DCBL-E ",246
"060G0R-E ",61
"0DVTLW-E ",5
"0GXLN6-E ",0
"0GXCB6-E ",18
"063CYK-E ",2
"0C9KBB-E ",3
"0CL7J6-E ",77
"0GX4HF-E ",108
"0G5ZT2-E ",233
"05LQW5-E ",1336
"08BVVK-E ",32
"0DLR4J-E ",152
"0DF67Y-E ",0
"0CR0SW-E ",5
"05HNRD-E ",391
"05HNG5-E ",377
"002HCK-E ",435
"0DDNFR-E ",106
"0FN2X8-E ",72
"0C2K64-E ",80
"05Z3B4-E ",500
"0C2B3Q-E ",218
"0C0QF3-E ",147
"0CY4MN-E ",503
"0718ZT-E ",505
"0HLG3J-E ",225
"00FY7G-E ",106
"0BLXC7-E ",616
"0C9BGD-E ",144
"0BMRTG-E ",174
"0D4W3J-E ",352
"0D58B0-E ",4601
"00DR5M-E ",1603
"0GWWK3-E ",161
"0GX7NY-E ",209
"0BP3M3-E ",5
"0KXBKW-E ",36
"05G86V-E ",5177
"05H8RW-E ",24
"0BB72S-E ",0
"00176H-E ",464
"000P8J-E ",50175
"05Z0QS-E ",0
"0B4JZK-E ",1
