factset_entity_id,total_aum,entity_sub_type,fds_13f_flag
0H0760-E,NULL,VC,0
0H077B-E,NULL,VC,0
0H078M-E,NULL,VC,0
0H07PT-E,NULL,VC,0
0H082W-E,42,HF,0
0H08KW-E,NULL,VC,0
0H0B04-E,NULL,VC,0
0H0B8T-E,NULL,VC,0
0H0BF8-E,NULL,IA,0
0H0BSX-E,NULL,VC,0
0H0BV3-E,NULL,VC,0
0H0BXX-E,NULL,VC,0
0H0C2Y-E,NULL,VC,0
0H0CR0-E,NULL,VC,0
0H0CZ0-E,NULL,VC,0
0H0DM9-E,NULL,VC,0
0H0DMD-E,NULL,VC,0
0H0DQF-E,250,IA,0
0H0F6F-E,NULL,VC,0
0H0G7F-E,NULL,VC,0
0H0GXZ-E,NULL,VC,0
0H0H0Z-E,NULL,VC,0
0H0H7L-E,NULL,VC,0
0H0HF4-E,NULL,VC,0
0H0HFZ-E,NULL,VC,0
0H0HTV-E,NULL,VC,0
0H0J0M-E,60,VC,0
0J493V-E,NULL,IA,0
0J3QN7-E,342,PB,1
0J3QTV-E,676,PB,1
0J49CW-E,245,PB,1
0H0K06-E,NULL,VC,0
0H0L4Q-E,NULL,VC,0
0H0LB5-E,NULL,VC,0
0H0LLZ-E,NULL,HF,0
0H0LQZ-E,NULL,VC,0
0H0LSP-E,NULL,VC,0
0H0LTC-E,NULL,VC,0
0H0M16-E,NULL,VC,0
0H0M35-E,NULL,VC,0
0H0MDG-E,NULL,VC,0
0H0NS4-E,NULL,VC,0
0H0P24-E,NULL,VC,0
0H0PG4-E,NULL,VC,0
0H0PHZ-E,NULL,VC,0
0H0Q1R-E,NULL,VC,0
0H0Q24-E,NULL,VC,0
0H0QPY-E,NULL,BR,0
0H0RQL-E,NULL,VC,0
0H0RSV-E,NULL,VC,0
0H0RZW-E,NULL,VC,0
0H0S79-E,NULL,VC,0
0H0S8Y-E,NULL,VC,0
0H0SCK-E,NULL,VC,0
0H0SFC-E,NULL,VC,0
0H0SK8-E,NULL,VC,0
0H0SV7-E,NULL,VC,0
0H0VDH-E,NULL,VC,0
0H0VMQ-E,NULL,VC,0
0H0VRZ-E,2000,VC,0
0H0VS9-E,NULL,VC,0
0H0WP7-E,NULL,VC,0
0H0X4Q-E,NULL,VC,0
0H0XBQ-E,NULL,VC,0
0H0XVX-E,NULL,VC,0
0H0Y9K-E,NULL,VC,0
0H0YML-E,NULL,VC,0
0H0ZTD-E,NULL,VC,0
0H0ZXB-E,NULL,VC,0
0H1030-E,NULL,VC,0
0H0Q8K-E,NULL,IA,1
0H105M-E,NULL,VC,0
0H108L-E,NULL,HF,0
0H10RD-E,NULL,VC,0
0H12BF-E,NULL,IA,0
0H12DM-E,NULL,VC,0
0H1416-E,NULL,IA,0
0H143B-E,NULL,VC,0
0H14W9-E,NULL,VC,0
0H14ZB-E,NULL,VC,0
0H151P-E,NULL,VC,0
0H155F-E,NULL,VC,0
0H155Q-E,NULL,VC,0
0H15FW-E,NULL,VC,0
0H15KD-E,NULL,VC,0
0H15M1-E,NULL,VC,0
0H15ML-E,NULL,VC,0
0H16X9-E,NULL,VC,0
0H17G0-E,NULL,VC,0
0H17GG-E,NULL,VC,0
0H17PK-E,NULL,VC,0
0H17W7-E,250,VC,0
0H183W-E,350,VC,0
0H186D-E,NULL,VC,0
0H18HF-E,NULL,VC,0
0H18N4-E,NULL,RE,0
0H18NZ-E,NULL,VC,0
0H196F-E,NULL,VC,0
0H19Y0-E,NULL,VC,0
0H1BQH-E,NULL,VC,0
0J4VCJ-E,NULL,VC,0
0J4YWT-E,NULL,VC,0
0J4YZK-E,NULL,VC,0
0J4Z2B-E,NULL,VC,0
0J4Z55-E,NULL,VC,0
0J4Z7M-E,NULL,VC,0
0J4ZH9-E,NULL,VC,0
0J55DQ-E,NULL,VC,0
0J55NB-E,NULL,VC,0
0J55PJ-E,NULL,VC,0
0J55RG-E,NULL,VC,0
0J57FB-E,NULL,VC,0
0J57G8-E,NULL,BR,0
0J57L8-E,NULL,RE,0
0J57NH-E,NULL,VC,0
0J57WD-E,NULL,VC,0
0J585J-E,NULL,VC,0
0J58SL-E,NULL,VC,0
0J59KY-E,NULL,VC,0
0J59L1-E,NULL,VC,0
0J59PJ-E,NULL,VC,0
0J5B2K-E,NULL,VC,0
0J5FGV-E,NULL,VC,0
0J5GQG-E,NULL,IA,0
0J5H41-E,NULL,VC,0
0J5HTK-E,NULL,VC,0
0H0NNT-E,NULL,IA,0
0J5LWJ-E,NULL,BR,0
0J5M9K-E,49,VC,0
0J5MFK-E,NULL,VC,0
0J5MW6-E,NULL,VC,0
0J5MXN-E,NULL,VC,0
0J5Q3Y-E,NULL,IA,0
0J5QCX-E,NULL,VC,0
0J5QWY-E,NULL,VC,0
0J5R5G-E,NULL,VC,0
0J5RDQ-E,NULL,VC,0
0J5RS9-E,NULL,VC,0
0J5S9J-E,NULL,VC,0
0J5SN9-E,NULL,VC,0
0J5SYZ-E,NULL,VC,0
0J5T8V-E,NULL,VC,0
0J5T9T-E,NULL,VC,0
0J5TKJ-E,NULL,VC,0
0J5VF3-E,NULL,VC,0
0J5VH2-E,NULL,VC,0
0J5VJZ-E,NULL,VC,0
0J5VVX-E,NULL,VC,0
0J5VW8-E,NULL,VC,0
0J5W1W-E,NULL,BR,0
0J5Y76-E,NULL,VC,0
0J5YHR-E,NULL,VC,0
0J5YKF-E,NULL,VC,0
0J5YWN-E,NULL,VC,0
0J5ZZZ-E,NULL,VC,0
0J608B-E,NULL,VC,0
0J608J-E,NULL,VC,0
0H1PP1-E,NULL,VC,0
0H0Y9Z-E,NULL,IA,0
0J4T7G-E,NULL,IA,0
0H1312-E,377,IA,1
0J61M2-E,NULL,VC,0
0J642J-E,NULL,VC,0
0J64M1-E,NULL,VC,0
0J64NC-E,NULL,VC,0
0J64T3-E,NULL,IA,0
0J6665-E,NULL,PP,0
0J67X1-E,NULL,VC,0
0J67XJ-E,NULL,VC,0
0J68FX-E,NULL,VC,0
0J699Y-E,NULL,VC,0
0J69G6-E,NULL,VC,0
0J6D2R-E,NULL,VC,0
0J6DC5-E,NULL,VC,0
0J6DD0-E,NULL,VC,0
0J6DDP-E,NULL,VC,0
0J6DTS-E,NULL,VC,0
0J6J5P-E,NULL,VC,0
0J6JHF-E,NULL,VC,0
0J6JS2-E,NULL,RE,0
0J6KGW-E,NULL,IA,0
0J6KQ0-E,NULL,VC,0
0J6L5D-E,NULL,VC,0
0J6LCJ-E,NULL,VC,0
0J6LG1-E,NULL,VC,0
0J6LWH-E,NULL,VC,0
0J6NRL-E,NULL,VC,0
0J6P4F-E,NULL,BR,0
0J6PXR-E,120,VC,0
0J6Q6R-E,NULL,VC,0
0J6QYD-E,NULL,VC,0
0J6RF1-E,NULL,VC,0
0J6TBY-E,NULL,VC,0
0J6TMG-E,NULL,VC,0
0J6VRX-E,NULL,RE,0
0H1LK0-E,2373,IA,1
0J6VZD-E,NULL,VC,0
0J6W84-E,NULL,VC,0
0J6WMJ-E,NULL,IA,0
0J6Y66-E,NULL,VC,0
0J6ZZH-E,NULL,VC,0
0J7046-E,NULL,VC,0
0J7144-E,NULL,VC,0
0J738R-E,NULL,VC,0
0J73V7-E,NULL,IA,0
0J76BL-E,286,IA,1
0J74LN-E,NULL,VC,0
0J752J-E,NULL,VC,0
0J75J2-E,NULL,VC,0
0J6DB3-E,40450,IA,0
0J75N0-E,NULL,VC,0
0J75NK-E,NULL,VC,0
0J76BH-E,NULL,VC,0
0J7BH3-E,NULL,VC,0
0J7BNC-E,NULL,VC,0
0J7CJZ-E,NULL,VC,0
0J7CZS-E,NULL,VC,0
0J7DD7-E,NULL,VC,0
0J7DKT-E,NULL,VC,0
0J7DXK-E,NULL,VC,0
0J7GNN-E,NULL,VC,0
0J7GRG-E,NULL,VC,0
0J7H1J-E,NULL,VC,0
0J7H4C-E,NULL,VC,0
0J7HB5-E,91,VC,0
0J7HGJ-E,NULL,VC,0
0J7HYH-E,NULL,VC,0
0J7HZW-E,NULL,VC,0
0J7PPR-E,NULL,VC,0
0J7T7V-E,NULL,VC,0
0J661M-E,NULL,IA,0
0J7TT6-E,NULL,VC,0
0J7VCB-E,NULL,VC,0
0J7VVY-E,NULL,IA,1
0J7XG5-E,NULL,VC,0
0J7XZL-E,NULL,VC,0
0J7Y0K-E,NULL,VC,0
0H1BR4-E,NULL,VC,0
0H1BRR-E,NULL,VC,0
0H1BSP-E,NULL,VC,0
0H1BT8-E,NULL,VC,0
0H1BWJ-E,NULL,RE,0
0H1CSN-E,NULL,VC,0
0H1CTP-E,NULL,RE,0
0H1D6Q-E,NULL,VC,0
0H1DQ6-E,NULL,VC,0
0H1DTZ-E,NULL,VC,0
0H1DV0-E,NULL,VC,0
0H1DZG-E,NULL,VC,0
0H1F11-E,NULL,VC,0
0H1F31-E,NULL,VC,0
0H1FDG-E,NULL,VC,0
0H1FR1-E,NULL,VC,0
0H1GDC-E,NULL,VC,0
0H1GMD-E,NULL,VC,0
0H1GV5-E,NULL,RE,0
0H1GXQ-E,NULL,IA,0
0H1HJ0-E,NULL,VC,0
0H1HLT-E,NULL,VC,0
0H1HPF-E,NULL,VC,0
0H1HR9-E,NULL,VC,0
0H1HXH-E,NULL,VC,0
0H1J3X-E,NULL,IA,0
0H1J7D-E,NULL,VC,0
0H1J9L-E,NULL,VC,0
0H1JDS-E,NULL,VC,0
0H1KJY-E,NULL,VC,0
0H1KQS-E,NULL,VC,0
0H1KY4-E,NULL,IA,0
0H1KYX-E,NULL,VC,0
0H1KZC-E,NULL,VC,0
0H1LG2-E,NULL,VC,0
0H1MLH-E,NULL,VC,0
0H1MN8-E,NULL,VC,0
0H1MTG-E,NULL,VC,0
0H1MZT-E,NULL,VC,0
0H1N35-E,NULL,VC,0
0H1NH3-E,NULL,VC,0
0H1NJ1-E,NULL,VC,0
0H1NJH-E,NULL,VC,0
0H1NK2-E,NULL,VC,0
0H1NLX-E,NULL,VC,0
0H1NNP-E,NULL,VC,0
0H1P3S-E,NULL,VC,0
0H1P8N-E,NULL,VC,0
0H1PLS-E,NULL,VC,0
0J61CW-E,200,HF,1
0J7DZ6-E,219,HF,1
0H1PV6-E,NULL,VC,0
0H1PVC-E,NULL,VC,0
0H1Q23-E,NULL,VC,0
0H1QDJ-E,NULL,VC,0
0H1QMQ-E,NULL,VC,0
0H1RXW-E,NULL,BR,0
0H1S4Z-E,NULL,IA,0
0H1SCS-E,NULL,VC,0
0H1SLZ-E,NULL,VC,0
0H1T5B-E,NULL,VC,0
0H1T6L-E,NULL,IA,0
0H1TGV-E,NULL,VC,0
0H1TN9-E,NULL,VC,0
0H1TP9-E,NULL,VC,0
0H1TXP-E,NULL,IA,0
0H1V26-E,NULL,VC,0
0H1V2L-E,NULL,VC,0
0H1V5X-E,NULL,VC,0
0H1V5Z-E,NULL,VC,0
0H1V70-E,NULL,VC,0
0H1VQR-E,NULL,VC,0
0H1VZL-E,NULL,VC,0
0H1VZM-E,NULL,VC,0
0H1W2D-E,NULL,VC,0
0H1W4Y-E,NULL,VC,0
0H1W9W-E,NULL,RE,0
0H1WFG-E,NULL,VC,0
0H1WL6-E,NULL,VC,0
0H1WRJ-E,NULL,VC,0
0H1WRW-E,NULL,VC,0
0H1WVB-E,NULL,VC,0
0H1WW9-E,NULL,VC,0
0H1X0H-E,NULL,VC,0
0H1X6X-E,NULL,VC,0
0H1X92-E,NULL,VC,0
0H1Y2Z-E,NULL,IA,1
0H1XF9-E,NULL,VC,0
0H1XJR-E,NULL,VC,0
0H1XL5-E,NULL,VC,0
0H1XS3-E,NULL,VC,0
0H1XSH-E,NULL,VC,0
0H1XVF-E,NULL,VC,0
0H1XW1-E,NULL,VC,0
0H1XWR-E,NULL,RE,0
0H1XWS-E,NULL,VC,0
0H1XYJ-E,NULL,VC,0
0H1Y0B-E,NULL,VC,0
0H1Y2B-E,NULL,VC,0
0H1YJ9-E,NULL,VC,0
0H1YMB-E,NULL,VC,0
0H1YQS-E,NULL,VC,0
0H1YZK-E,NULL,VC,0
0H1Z0P-E,NULL,VC,0
0H1Z2F-E,NULL,VC,0
0H1Z3B-E,NULL,VC,0
0H1Z4N-E,NULL,VC,0
0H1ZFT-E,NULL,VC,0
0H1ZHH-E,NULL,VC,0
0H1ZTB-E,439,IA,0
0H203P-E,NULL,VC,0
0H206B-E,NULL,VC,0
0H20CG-E,NULL,VC,0
0H20HK-E,NULL,VC,0
0H20P8-E,NULL,VC,0
0H20SH-E,NULL,VC,0
0H20YP-E,NULL,VC,0
0H20YX-E,NULL,VC,1
0H2105-E,NULL,VC,0
0H210B-E,NULL,VC,0
0H210F-E,NULL,RE,0
0H210N-E,NULL,VC,0
0H211M-E,NULL,VC,0
0H21CR-E,NULL,VC,0
0H21F4-E,NULL,IA,0
0H21G2-E,NULL,VC,0
0H21L9-E,NULL,VC,0
0H21LQ-E,NULL,VC,0
0H222S-E,NULL,VC,0
0H226R-E,NULL,RE,0
0H22DQ-E,NULL,VC,0
0H22DR-E,NULL,VC,0
0H22GK-E,NULL,VC,0
0H22H5-E,NULL,VC,0
0H22J2-E,NULL,VC,0
0H22LY-E,NULL,VC,0
0H22S8-E,NULL,VC,0
0H22Y6-E,NULL,VC,0
0J7Y1M-E,NULL,VC,0
0J7YT9-E,NULL,VC,0
0J7ZX3-E,NULL,VC,0
0J8061-E,NULL,VC,0
0J828L-E,NULL,VC,0
0J84FJ-E,NULL,VC,0
0J85LD-E,NULL,VC,0
0J86XN-E,NULL,VC,0
0J87DD-E,NULL,VC,0
0J87ST-E,NULL,VC,0
0J8801-E,NULL,VC,0
0J886F-E,NULL,VC,0
0J893J-E,NULL,VC,0
0J8978-E,6244,PP,0
0J8B0F-E,NULL,VC,0
0J8B5D-E,NULL,VC,0
0J8C01-E,NULL,VC,0
0J8DR6-E,NULL,VC,0
0J8KQ1-E,NULL,VC,0
0J8KTN-E,NULL,MF,0
0J8KW2-E,NULL,VC,0
0J8KZF-E,NULL,VC,0
0J8L2F-E,NULL,RE,0
0J8L61-E,NULL,VC,0
0J8RRB-E,NULL,VC,0
0J8S8H-E,NULL,VC,0
0J8SBC-E,NULL,RE,0
0J8SFQ-E,NULL,RE,0
0J8SQM-E,NULL,VC,0
0J8T4Q-E,NULL,VC,0
0J8TM2-E,126,HF,0
0J8VHX-E,NULL,VC,0
0J8W06-E,NULL,VC,0
0J8XHP-E,NULL,VC,0
0J8XSC-E,NULL,VC,0
0J8ZGW-E,NULL,VC,0
0J91N3-E,NULL,VC,0
0J91QY-E,NULL,VC,0
0J91XL-E,NULL,VC,0
0J9253-E,NULL,BR,0
0J92CH-E,NULL,VC,0
0J92DF-E,NULL,VC,0
0J931F-E,NULL,RE,0
0J8T4Z-E,1426,IA,0
0J8GKZ-E,9340,IA,1
0H1SJS-E,NULL,IA,0
0J935K-E,NULL,VC,0
0J938H-E,NULL,VC,0
0J93W6-E,NULL,VC,0
0J94FF-E,NULL,VC,0
0J94H9-E,NULL,VC,0
0J94JT-E,NULL,VC,0
0J94V4-E,NULL,VC,0
0J96DB-E,NULL,VC,0
0J96KH-E,NULL,VC,0
0J96MV-E,NULL,VC,0
0J96QD-E,NULL,VC,0
0J96YH-E,NULL,VC,0
0J9794-E,NULL,VC,0
0J97C5-E,NULL,VC,0
0J97LK-E,NULL,VC,0
0J9872-E,NULL,VC,0
0J9883-E,NULL,VC,0
0J9893-E,NULL,VC,0
0J98HP-E,NULL,VC,0
0J98KT-E,NULL,VC,0
0J98MG-E,NULL,VC,0
0J9904-E,NULL,VC,0
0J990R-E,NULL,VC,0
0J991N-E,NULL,VC,0
0J9950-E,NULL,RE,0
0J99HJ-E,NULL,VC,0
0J9CFS-E,NULL,VC,0
0J9CNB-E,NULL,VC,0
0J9DGL-E,NULL,VC,0
0J9DRR-E,NULL,VC,0
0J9FNJ-E,NULL,VC,0
0J9GLR-E,NULL,VC,0
0J9GVK-E,NULL,VC,0
0J9HWL-E,NULL,VC,0
0J9J5W-E,NULL,VC,0
0J9JHC-E,NULL,VC,0
0J9JQQ-E,NULL,VC,0
0J9LT2-E,NULL,VC,0
0J9P5H-E,NULL,VC,0
0J9PB5-E,NULL,VC,0
0J9PDD-E,NULL,VC,0
0J9PQJ-E,NULL,VC,0
0J9QNS-E,NULL,VC,0
0J9QPW-E,NULL,VC,0
0J9QQ3-E,NULL,VC,0
0J9QQ9-E,NULL,VC,0
0J9QQB-E,NULL,VC,0
0J9QTM-E,NULL,VC,0
0J9QWH-E,NULL,VC,0
0J9QWR-E,NULL,VC,0
0J9T1V-E,NULL,VC,0
0J9VNL-E,NULL,VC,0
0J9XH3-E,NULL,VC,0
0J9YSB-E,NULL,VC,0
0JB0D6-E,NULL,VC,0
0JB14M-E,NULL,VC,0
0JB1HY-E,NULL,VC,0
0JB54C-E,NULL,BR,0
0JB58D-E,NULL,VC,0
0JB5B5-E,NULL,VC,0
0JB5D5-E,NULL,VC,0
0JB602-E,NULL,VC,0
0JB67Y-E,NULL,VC,0
0JB737-E,NULL,VC,0
0JB8DR-E,NULL,HF,0
0JB92N-E,NULL,IA,0
0JBF1D-E,NULL,VC,0
0JBF3Z-E,NULL,VC,0
0JBFRL-E,NULL,VC,0
0JBGPT-E,NULL,VC,0
0JBHT4-E,NULL,VC,0
0JBJ1M-E,NULL,VC,0
0JBJ2D-E,NULL,VC,0
0JBJ57-E,NULL,VC,0
0JBJ6X-E,NULL,VC,0
0JBJCY-E,NULL,VC,0
0JBJFP-E,NULL,IA,0
0JBJJW-E,NULL,VC,0
0JBJKT-E,NULL,VC,0
0JBKK0-E,NULL,VC,0
0JBKPQ-E,NULL,VC,0
0JBKR0-E,NULL,VC,0
0JBKVB-E,NULL,VC,0
0JBL3Q-E,NULL,VC,0
0JBL45-E,NULL,VC,0
0JBLSF-E,NULL,VC,0
0JBNSF-E,NULL,VC,0
0JBS90-E,NULL,VC,0
0JBSF2-E,NULL,VC,0
0JBSHX-E,156,VC,0
0JBTB3-E,NULL,VC,0
0JBTQ0-E,NULL,VC,0
0JBV5Y-E,NULL,VC,0
0JBVSS-E,NULL,VC,0
0JBVT9-E,NULL,VC,0
0JBW0S-E,NULL,VC,0
0JBW10-E,NULL,VC,0
0JBWB7-E,NULL,VC,0
0JBWP2-E,NULL,VC,0
0JBX3Z-E,NULL,VC,0
0JBYM1-E,NULL,VC,0
0JBYXY-E,NULL,VC,0
0JBZVK-E,NULL,VC,0
0JC076-E,NULL,VC,0
0JC20Y-E,NULL,VC,0
0JC3HH-E,NULL,VC,0
0JC3LY-E,NULL,VC,0
0JC3PX-E,NULL,VC,0
0JC3SL-E,NULL,VC,0
0JC43J-E,NULL,VC,0
0JC4YP-E,NULL,VC,0
0JC546-E,NULL,VC,0
0JC549-E,NULL,VC,0
0JC59Q-E,NULL,VC,0
0JC5C8-E,NULL,VC,0
0JC5CP-E,NULL,VC,0
0JC5G2-E,NULL,VC,0
0JC5HR-E,NULL,VC,0
0JC5YF-E,NULL,VC,0
0JC63M-E,NULL,BR,0
0JC7JH-E,NULL,VC,0
0JCCCJ-E,NULL,IA,0
0JCCFZ-E,NULL,VC,0
0JCCW9-E,NULL,VC,0
0JCCWK-E,NULL,VC,0
0JCCXG-E,NULL,VC,0
0JCCY5-E,NULL,VC,0
0JCCYM-E,NULL,VC,0
0JCCYN-E,NULL,VC,0
0JCCZF-E,NULL,VC,0
0JCFR2-E,NULL,VC,0
0JCFTJ-E,NULL,VC,0
0JCG13-E,NULL,RE,0
0JC5FM-E,210,HF,1
0JCG1R-E,NULL,IA,0
0JCG5T-E,NULL,HF,0
0JCGWJ-E,NULL,VC,0
0JCH1R-E,NULL,VC,0
0JCH7B-E,NULL,VC,0
0JCHBP-E,NULL,VC,0
0JCJTW-E,NULL,VC,0
0JCKJ4-E,NULL,VC,0
0JCLB0-E,NULL,VC,0
0JCLHQ-E,NULL,VC,0
0JCQL6-E,NULL,VC,0
0JCQS8-E,NULL,VC,0
0JCQT0-E,NULL,VC,0
0JCRBX-E,NULL,VC,0
0JCS0T-E,NULL,VC,0
0JCS2C-E,NULL,BR,0
0JCS61-E,NULL,VC,0
0JCS67-E,NULL,VC,0
0JCS7Y-E,NULL,VC,0
0JCS8C-E,NULL,VC,0
0JCSBW-E,NULL,VC,0
0JCSG2-E,NULL,BR,0
0JCT80-E,NULL,VC,0
0JCTGD-E,NULL,VC,0
0JCV1H-E,NULL,VC,0
0JCVJ9-E,NULL,VC,0
0JCVLZ-E,NULL,VC,0
0JCW8N-E,NULL,VC,0
0JCYBH-E,NULL,VC,0
0JCZ1B-E,NULL,VC,0
0JCZ1K-E,NULL,VC,0
0JCZ38-E,NULL,VC,0
0JCZ4F-E,NULL,VC,0
0JD01F-E,NULL,VC,0
0JD054-E,NULL,VC,0
0JD07Y-E,NULL,VC,0
0JD0D9-E,NULL,VC,0
0JD1J0-E,NULL,IA,0
0JD1JC-E,NULL,VC,0
0JD1LN-E,3,IA,0
0JD1VY-E,NULL,RE,0
0JD29J-E,NULL,VC,0
0JD2RY-E,NULL,VC,0
0JD2YX-E,NULL,VC,0
0JD355-E,NULL,VC,0
0JD38Z-E,NULL,VC,0
0H28FP-E,255,PB,1
0JD3XR-E,NULL,VC,0
0JD3YR-E,NULL,VC,0
0JD3Z9-E,NULL,VC,0
0JD5HM-E,NULL,IA,0
0JD6Q9-E,686,IA,0
0JD11C-E,240,PB,1
0JD6YD-E,NULL,IA,0
0JD6ZT-E,NULL,VC,0
0JD885-E,NULL,VC,0
0JDC90-E,NULL,VC,0
0JDF42-E,NULL,VC,0
0JDF7M-E,NULL,VC,0
0JDJYL-E,NULL,VC,0
0JDLMG-E,NULL,VC,0
0JDLMT-E,NULL,VC,0
0JDLNC-E,NULL,VC,0
0JDMH5-E,NULL,HF,0
0JDMJ2-E,NULL,VC,0
0JDNBJ-E,NULL,VC,0
0JDNQY-E,NULL,VC,0
0JDNWX-E,NULL,VC,0
0JDPGG-E,NULL,VC,0
0JDPPG-E,NULL,VC,0
0JDPYZ-E,NULL,IC,0
0JDQ5N-E,NULL,VC,0
0JDQSF-E,NULL,RE,0
0JDRJX-E,NULL,VC,0
0JDVS6-E,NULL,VC,0
0JDX76-E,NULL,VC,0
0JDXXN-E,NULL,VC,0
0JDZ6H-E,NULL,VC,0
0JDZGD-E,NULL,VC,0
0JDZGF-E,NULL,VC,0
0JF0GQ-E,NULL,RE,0
0JF0JV-E,NULL,VC,0
0JF18T-E,NULL,VC,0
0JF1XZ-E,NULL,VC,0
0JF38N-E,NULL,VC,0
0JF438-E,NULL,VC,0
0JF4WQ-E,NULL,VC,0
0JF53N-E,NULL,VC,0
0JF743-E,NULL,VC,0
0JF79P-E,NULL,VC,0
0JF7LK-E,NULL,VC,0
0JCVR6-E,145,IA,1
0H235J-E,NULL,VC,0
0H23NL-E,NULL,VC,0
0H24DX-E,NULL,VC,0
0H24GB-E,NULL,IA,0
0H24VB-E,NULL,VC,0
0H24YH-E,NULL,VC,0
0H251L-E,NULL,VC,0
0H2581-E,NULL,VC,0
0H25NV-E,NULL,VC,0
0H25PR-E,NULL,VC,0
0H26QN-E,NULL,VC,0
0H26TT-E,NULL,BR,0
0H272R-E,NULL,VC,0
0H27FB-E,NULL,VC,0
0H27J2-E,NULL,VC,0
0H27Q2-E,NULL,VC,0
0H27VC-E,NULL,VC,0
0H27VT-E,NULL,VC,0
0H28B1-E,NULL,VC,0
0H28KH-E,NULL,VC,0
0H28LM-E,NULL,VC,0
0H28MN-E,NULL,VC,0
0H28RD-E,NULL,VC,0
0H28RW-E,NULL,VC,0
0JDQK7-E,210,PB,1
0H24BF-E,1880,IA,0
0JD1LK-E,639,IA,1
0JCVV7-E,120,IA,1
0H28MQ-E,NULL,PB,1
0JCW3W-E,258,IA,1
0JF2HJ-E,662,PB,1
0H28S7-E,127,IA,0
0H28Y1-E,NULL,VC,0
0H2925-E,NULL,VC,0
0H29CQ-E,NULL,VC,0
0H29L6-E,NULL,VC,0
0H29LZ-E,NULL,VC,0
0H29M8-E,NULL,VC,0
0H2L33-E,182,PB,0
0H29ND-E,NULL,VC,0
0H29QH-E,424,IA,0
0H29RK-E,915,VC,0
0H29VQ-E,NULL,VC,0
0H29WM-E,NULL,VC,0
0H29ZR-E,NULL,VC,0
0H2B03-E,17,VC,0
0H2B22-E,NULL,VC,0
0H2B23-E,NULL,VC,0
0H2B2Q-E,NULL,VC,0
0H2B31-E,NULL,VC,0
0H2B6T-E,NULL,VC,0
0H2BD8-E,NULL,VC,0
0H2BKW-E,NULL,IA,0
0H2C05-E,NULL,VC,0
0H2C5Z-E,NULL,VC,0
0H2C8J-E,NULL,VC,0
0H2CFH-E,NULL,VC,0
0H2CG1-E,NULL,VC,0
0H2CKJ-E,NULL,VC,0
0H2CN9-E,NULL,IA,0
0H2CZD-E,NULL,VC,0
0H2DBT-E,NULL,VC,0
0H2DSF-E,NULL,VC,0
0H2DSR-E,NULL,VC,0
0H2DT5-E,NULL,VC,1
0H2DTF-E,NULL,VC,0
0H2DY4-E,NULL,VC,0
0H2DYC-E,NULL,VC,0
0H2F3K-E,NULL,VC,0
0H2F79-E,NULL,BR,0
0H2FY9-E,NULL,VC,0
0H2G18-E,388,VC,0
0H2M3C-E,NULL,HF,0
0H2G9K-E,NULL,VC,0
0H2SYV-E,NULL,IA,0
0H2GDP-E,NULL,VC,0
0H2GHD-E,NULL,VC,0
0H2GJ0-E,NULL,VC,0
0H2GNC-E,NULL,VC,0
0H2GS5-E,NULL,VC,0
0H2HDQ-E,NULL,VC,0
0H2HW0-E,NULL,VC,0
0H2HX3-E,NULL,VC,0
0H2J9S-E,84,VC,0
0H2JC6-E,NULL,VC,0
0H2JDB-E,NULL,VC,0
0H2JLZ-E,NULL,VC,0
0H2K40-E,NULL,VC,0
0H2K85-E,NULL,VC,0
0H2L13-E,NULL,IA,0
0H2L3Z-E,NULL,VC,0
0H2L57-E,NULL,VC,0
0H2LKL-E,NULL,VC,0
0H2LN1-E,NULL,VC,0
0H2LRZ-E,NULL,VC,0
0H2MBY-E,NULL,VC,0
0H2MFB-E,NULL,VC,0
0H2MH4-E,NULL,VC,0
0H2MJZ-E,NULL,VC,0
0H2MYJ-E,NULL,VC,0
0H2NRH-E,NULL,VC,0
0H2PGJ-E,NULL,VC,0
0H2PHW-E,NULL,VC,0
0H2PSK-E,NULL,VC,0
0H2Q9P-E,NULL,VC,0
0H2QFG-E,NULL,VC,0
0H2QVK-E,NULL,CP,0
0H2RQV-E,NULL,VC,0
0H2SX8-E,NULL,VC,0
0H2SZ5-E,NULL,VC,0
0H2T5V-E,NULL,VC,0
0H2V2N-E,10,HF,0
0H2V3C-E,NULL,VC,0
0H2V52-E,NULL,VC,0
0H2V7C-E,NULL,IA,0
0H2WNR-E,NULL,VC,0
0JF9CV-E,NULL,VC,0
0JFBJW-E,NULL,VC,0
0JFBPL-E,NULL,VC,0
0JFDKD-E,NULL,VC,0
0JFDQ7-E,NULL,VC,0
0JFHLK-E,NULL,VC,0
0JFJ6Y-E,NULL,RE,0
0JFKF3-E,NULL,IA,0
0JFKL0-E,NULL,VC,0
0JFKQR-E,NULL,VC,0
0JFL7Z-E,NULL,HF,0
0JFMGN-E,NULL,VC,0
0JFMKQ-E,NULL,VC,0
0JFML1-E,NULL,VC,0
0JFMVN-E,NULL,IA,0
0JFTTG-E,NULL,VC,0
0JFVT9-E,NULL,VC,0
0JFXC0-E,NULL,IA,0
0JFYC6-E,NULL,VC,0
0JFYHB-E,NULL,VC,0
0JFYHQ-E,NULL,RE,0
0JFYKG-E,NULL,VC,0
0JFYVL-E,NULL,VC,0
0H29ZT-E,NULL,HF,1
0H29C1-E,NULL,IA,1
0H29NP-E,5600,IA,1
0H28SJ-E,306,PB,1
