factset_fund_id,fsym_id,adj_holding,reported_holding,Desktop Fund AUM
04KW6S-E,HKM5XZ-S,780.0,780,959
04GW2K-E,HKM5XZ-S,780.0,780,1021
04GP0N-E,HKM5XZ-S,780.0,780,860
04CTFC-E,HKM5XZ-S,780.0,780,
04DV11-E,HKM5XZ-S,780.0,780,1608
04GTXT-E,HKM5XZ-S,780.0,780,19246
04BQ21-E,HKM5XZ-S,780.0,780,3607
04G33P-E,HKM5XZ-S,780.0,780,0
04G2CC-E,HKM5XZ-S,780.0,780,
04G33P-E,HKM5XZ-S,780.0,780,0
04FVP6-E,HKM5XZ-S,780.0,780,11016
04FVP6-E,HKM5XZ-S,780.0,780,11016
04DLV9-E,HKM5XZ-S,780.0,780,
04CND4-E,HKM5XZ-S,780.0,780,
04CND8-E,HKM5XZ-S,780.0,780,
04DLV9-E,HKM5XZ-S,780.0,780,
04JR4C-E,HKM5XZ-S,781.0,781,0
04JR4C-E,HKM5XZ-S,781.0,781,0
04J5T4-E,HKM5XZ-S,781.0,781,1329
04BK4J-E,HKM5XZ-S,781.0,781,435
04BK4J-E,HKM5XZ-S,781.0,781,435
04C1XV-E,HKM5XZ-S,781.0,781,
04CV12-E,HKM5XZ-S,781.0,781,0
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04HHT3-E,HKM5XZ-S,782.0,782,610
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04GBFJ-E,HKM5XZ-S,782.0,782,377
04KSHX-E,HKM5XZ-S,782.0,782,625
04DRKY-E,HKM5XZ-S,782.0,782,1039
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04KSHX-E,HKM5XZ-S,782.0,782,625
04BF0H-E,HKM5XZ-S,782.0,782,2333
04CJVZ-E,HKM5XZ-S,782.0,782,0
04GVTN-E,HKM5XZ-S,782.0,782,0
04BB2N-E,HKM5XZ-S,782.0,782,
04BB2N-E,HKM5XZ-S,782.0,782,
04BB2N-E,HKM5XZ-S,782.0,782,
04BB2N-E,HKM5XZ-S,782.0,782,
04BB2N-E,HKM5XZ-S,782.0,782,
04BB2N-E,HKM5XZ-S,782.0,782,
04BB2N-E,HKM5XZ-S,782.0,782,
04CV12-E,HKM5XZ-S,782.0,782,0
04KB8N-E,HKM5XZ-S,783.0,783,
04GW2K-E,HKM5XZ-S,783.0,783,1021
04BQ7Y-E,HKM5XZ-S,783.0,783,0
04BK4J-E,HKM5XZ-S,783.0,783,435
04G2CC-E,HKM5XZ-S,783.0,783,
04GFWW-E,HKM5XZ-S,784.0,784,
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04BHH4-E,HKM5XZ-S,784.0,784,0
04H1C0-E,HKM5XZ-S,784.0,784,2197
04G2CC-E,HKM5XZ-S,784.0,784,
04DLV9-E,HKM5XZ-S,784.0,784,
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04C3H5-E,HKM5XZ-S,785.0,785,0
04JMM2-E,HKM5XZ-S,785.0,785,0
04JGNY-E,HKM5XZ-S,785.0,785,3985
04BK4J-E,HKM5XZ-S,785.0,785,435
04BR81-E,HKM5XZ-S,785.0,785,0
04BK4J-E,HKM5XZ-S,785.0,785,435
04HGF8-E,HKM5XZ-S,785.0,785,
04DLV9-E,HKM5XZ-S,785.0,785,
04BHD5-E,HKM5XZ-S,785.0,785,51419
04BHD5-E,HKM5XZ-S,785.0,785,51419
04BSPC-E,HKM5XZ-S,785.0,785,0
04JYPK-E,HKM5XZ-S,786.0,786,1110
04JYPK-E,HKM5XZ-S,786.0,786,1110
04BQ4R-E,HKM5XZ-S,786.0,786,6
04BQ4R-E,HKM5XZ-S,786.0,786,6
04BQ4R-E,HKM5XZ-S,786.0,786,6
04BQ4R-E,HKM5XZ-S,786.0,786,6
04BQ4R-E,HKM5XZ-S,786.0,786,6
04G2CC-E,HKM5XZ-S,786.0,786,
04DLV9-E,HKM5XZ-S,786.0,786,
04GHYV-E,HKM5XZ-S,787.0,787,787
04GHYV-E,HKM5XZ-S,787.0,787,787
04GHYV-E,HKM5XZ-S,787.0,787,787
04GHYV-E,HKM5XZ-S,787.0,787,787
04J2GC-E,HKM5XZ-S,787.0,787,2951
04CXBQ-E,HKM5XZ-S,787.0,787,0
04KX02-E,HKM5XZ-S,788.0,788,738
04GN1G-E,HKM5XZ-S,788.0,788,1207
04G296-E,HKM5XZ-S,788.0,788,0
04CCXX-E,HKM5XZ-S,788.0,788,0
04BLSV-E,HKM5XZ-S,788.0,788,0
04BLSV-E,HKM5XZ-S,788.0,788,0
04BLSV-E,HKM5XZ-S,788.0,788,0
04BB2N-E,HKM5XZ-S,788.0,788,
04DLQ0-E,HKM5XZ-S,789.0,789,0
04DLQ0-E,HKM5XZ-S,789.0,789,0
04DLQ0-E,HKM5XZ-S,789.0,789,0
04D0KV-E,HKM5XZ-S,789.0,789,0
04BD60-E,HKM5XZ-S,789.0,789,2794
04JGJV-E,HKM5XZ-S,789.0,789,8738
04FWDH-E,HKM5XZ-S,789.0,789,0
04DRKY-E,HKM5XZ-S,790.0,790,1039
04CJJX-E,HKM5XZ-S,790.0,790,0
04GHYV-E,HKM5XZ-S,790.0,790,787
04BK4J-E,HKM5XZ-S,790.0,790,435
04BK4J-E,HKM5XZ-S,790.0,790,435
04GHYV-E,HKM5XZ-S,790.0,790,787
04DRD5-E,HKM5XZ-S,790.0,790,
04G2CC-E,HKM5XZ-S,790.0,790,
04F9ST-E,HKM5XZ-S,791.0,791,2459
04HM4B-E,HKM5XZ-S,791.0,791,0
04BZQX-E,HKM5XZ-S,791.0,791,200
04F1R8-E,HKM5XZ-S,791.0,791,
04DLV9-E,HKM5XZ-S,791.0,791,
04D0KT-E,HKM5XZ-S,791.0,791,1645
04DLV9-E,HKM5XZ-S,791.0,791,
04J7DB-E,HKM5XZ-S,792.0,792,0
04BVD6-E,HKM5XZ-S,792.0,792,0
04BJQS-E,HKM5XZ-S,792.0,792,359
04BVD6-E,HKM5XZ-S,792.0,792,0
04BJQS-E,HKM5XZ-S,792.0,792,359
04D1YZ-E,HKM5XZ-S,792.0,792,
04BJQT-E,HKM5XZ-S,792.0,792,0
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04HM0C-E,HKM5XZ-S,793.0,793,812
04BZBZ-E,HKM5XZ-S,793.0,793,0
04GSR5-E,HKM5XZ-S,793.0,793,0
04C17D-E,HKM5XZ-S,793.0,793,
04DXM4-E,HKM5XZ-S,793.0,793,8843
04HY01-E,HKM5XZ-S,794.0,794,1424
04DFPZ-E,HKM5XZ-S,794.0,794,0
04D37G-E,HKM5XZ-S,794.0,794,
04BPLR-E,HKM5XZ-S,794.0,794,
04KL0T-E,HKM5XZ-S,795.0,795,157
04KL0T-E,HKM5XZ-S,795.0,795,157
04HY01-E,HKM5XZ-S,795.0,795,1424
04HY01-E,HKM5XZ-S,795.0,795,1424
04BRD0-E,HKM5XZ-S,795.0,795,0
04CMPM-E,HKM5XZ-S,795.0,795,0
04CMPK-E,HKM5XZ-S,795.0,795,1007
04DWNP-E,HKM5XZ-S,795.0,795,
04C47J-E,HKM5XZ-S,796.0,796,796
04C47J-E,HKM5XZ-S,796.0,796,796
04C47J-E,HKM5XZ-S,796.0,796,796
04DRKY-E,HKM5XZ-S,796.0,796,1039
04C13G-E,HKM5XZ-S,796.0,796,0
04C13G-E,HKM5XZ-S,796.0,796,0
04C13G-E,HKM5XZ-S,796.0,796,0
04C13G-E,HKM5XZ-S,796.0,796,0
04CJVZ-E,HKM5XZ-S,796.0,796,0
04C13G-E,HKM5XZ-S,796.0,796,0
04CW4W-E,HKM5XZ-S,796.0,796,
04JW7G-E,HKM5XZ-S,797.0,797,0
04DLQ0-E,HKM5XZ-S,797.0,797,0
04CW4W-E,HKM5XZ-S,797.0,797,
04G0ZY-E,HKM5XZ-S,797.0,797,
04H1C0-E,HKM5XZ-S,797.0,797,2197
04G2CC-E,HKM5XZ-S,797.0,797,
04DX82-E,HKM5XZ-S,797.0,797,0
04FVP7-E,HKM5XZ-S,797.0,797,12738
04JX83-E,HKM5XZ-S,798.0,798,19
04C02S-E,HKM5XZ-S,798.0,798,0
04C02S-E,HKM5XZ-S,798.0,798,0
04D0Q5-E,HKM5XZ-S,798.0,798,0
04D0Q5-E,HKM5XZ-S,798.0,798,0
04DV11-E,HKM5XZ-S,798.0,798,1608
04C0HR-E,HKM5XZ-S,798.0,798,
04KZKP-E,HKM5XZ-S,799.0,799,993
04JGNY-E,HKM5XZ-S,799.0,799,3985
04HM8J-E,HKM5XZ-S,799.0,799,0
04H3Y3-E,HKM5XZ-S,799.0,799,12816
04GM73-E,HKM5XZ-S,799.0,799,0
04G91T-E,HKM5XZ-S,799.0,799,0
04C0HR-E,HKM5XZ-S,799.0,799,
04CD97-E,HKM5XZ-S,800.0,800,0
04KTS1-E,HKM5XZ-S,800.0,800,0
04H0YW-E,HKM5XZ-S,800.0,800,800
04CZHM-E,HKM5XZ-S,800.0,800,800
04HHVF-E,HKM5XZ-S,800.0,800,1600
04KCXL-E,HKM5XZ-S,800.0,800,1726
04F2M6-E,HKM5XZ-S,800.0,800,0
04BD3F-E,HKM5XZ-S,800.0,800,0
04BX3C-E,HKM5XZ-S,800.0,800,200
04KH6D-E,HKM5XZ-S,800.0,800,1130
04DB2P-E,HKM5XZ-S,800.0,800,504
04HPCP-E,HKM5XZ-S,800.0,800,0
04BTPH-E,HKM5XZ-S,800.0,800,0
04BTPH-E,HKM5XZ-S,800.0,800,0
04BNTS-E,HKM5XZ-S,800.0,800,
04HPCP-E,HKM5XZ-S,800.0,800,0
04J3QW-E,HKM5XZ-S,800.0,800,0
04L774-E,HKM5XZ-S,800.0,800,0
04GHS4-E,HKM5XZ-S,800.0,800,803
04DB2P-E,HKM5XZ-S,800.0,800,504
04CJNK-E,HKM5XZ-S,800.0,800,0
04K3RB-E,HKM5XZ-S,800.0,800,0
04JMFR-E,HKM5XZ-S,800.0,800,
04BPHJ-E,HKM5XZ-S,800.0,800,0
04HPCP-E,HKM5XZ-S,800.0,800,0
04CMXH-E,HKM5XZ-S,800.0,800,0
04BS72-E,HKM5XZ-S,800.0,800,0
04BS72-E,HKM5XZ-S,800.0,800,0
04HPCP-E,HKM5XZ-S,800.0,800,0
04BS72-E,HKM5XZ-S,800.0,800,0
04J7HJ-E,HKM5XZ-S,800.0,800,
04J7HJ-E,HKM5XZ-S,800.0,800,
04BDCL-E,HKM5XZ-S,800.0,800,0
04BS72-E,HKM5XZ-S,800.0,800,0
04DB2P-E,HKM5XZ-S,800.0,800,504
04CJNK-E,HKM5XZ-S,800.0,800,0
04HPCP-E,HKM5XZ-S,800.0,800,0
04BDCL-E,HKM5XZ-S,800.0,800,0
04HNW2-E,HKM5XZ-S,800.0,800,0
04HNW2-E,HKM5XZ-S,800.0,800,0
04BS72-E,HKM5XZ-S,800.0,800,0
04FTL9-E,HKM5XZ-S,800.0,800,
04BP67-E,HKM5XZ-S,800.0,800,1050
04BS72-E,HKM5XZ-S,800.0,800,0
04FTL9-E,HKM5XZ-S,800.0,800,
04HPCP-E,HKM5XZ-S,800.0,800,0
04BP67-E,HKM5XZ-S,800.0,800,1050
04BR1N-E,HKM5XZ-S,800.0,800,303
04BS72-E,HKM5XZ-S,800.0,800,0
04BP67-E,HKM5XZ-S,800.0,800,1050
04BR1N-E,HKM5XZ-S,800.0,800,303
04BS72-E,HKM5XZ-S,800.0,800,0
04BP67-E,HKM5XZ-S,800.0,800,1050
04BR1N-E,HKM5XZ-S,800.0,800,303
04BS72-E,HKM5XZ-S,800.0,800,0
04JMFR-E,HKM5XZ-S,800.0,800,
04JMFL-E,HKM5XZ-S,800.0,800,
04HPCP-E,HKM5XZ-S,800.0,800,0
04C62R-E,HKM5XZ-S,800.0,800,0
04BP67-E,HKM5XZ-S,800.0,800,1050
04CJNK-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BS72-E,HKM5XZ-S,800.0,800,0
04D3K4-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BS72-E,HKM5XZ-S,800.0,800,0
04HNW2-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04BS72-E,HKM5XZ-S,800.0,800,0
04CF1T-E,HKM5XZ-S,800.0,800,0
04GP0N-E,HKM5XZ-S,800.0,800,860
04FCXS-E,HKM5XZ-S,800.0,800,0
04CF1T-E,HKM5XZ-S,800.0,800,0
04HPCP-E,HKM5XZ-S,800.0,800,0
04HNW2-E,HKM5XZ-S,800.0,800,0
04BP67-E,HKM5XZ-S,800.0,800,1050
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04BS72-E,HKM5XZ-S,800.0,800,0
04CF1T-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04HNW2-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04CF1T-E,HKM5XZ-S,800.0,800,0
04FCXS-E,HKM5XZ-S,800.0,800,0
04D16N-E,HKM5XZ-S,800.0,800,530
04GG10-E,HKM5XZ-S,800.0,800,0
04HPCP-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04B9Y6-E,HKM5XZ-S,800.0,800,0
04BR19-E,HKM5XZ-S,800.0,800,251
04D16N-E,HKM5XZ-S,800.0,800,530
04CF1T-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04BS72-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04BR19-E,HKM5XZ-S,800.0,800,251
04BS72-E,HKM5XZ-S,800.0,800,0
04HPCP-E,HKM5XZ-S,800.0,800,0
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04G54G-E,HKM5XZ-S,800.0,800,0
04BR19-E,HKM5XZ-S,800.0,800,251
04BS72-E,HKM5XZ-S,800.0,800,0
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04D16N-E,HKM5XZ-S,800.0,800,530
04BS72-E,HKM5XZ-S,800.0,800,0
04D16N-E,HKM5XZ-S,800.0,800,530
04BS72-E,HKM5XZ-S,800.0,800,0
04BF73-E,HKM5XZ-S,800.0,800,0
04BLB8-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04D16N-E,HKM5XZ-S,800.0,800,530
04HPCP-E,HKM5XZ-S,800.0,800,0
04DLRJ-E,HKM5XZ-S,800.0,800,0
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04BF73-E,HKM5XZ-S,800.0,800,0
04BS72-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04BF73-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04D16N-E,HKM5XZ-S,800.0,800,530
04CKTT-E,HKM5XZ-S,800.0,800,0
04D16N-E,HKM5XZ-S,800.0,800,530
04BF73-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04D16N-E,HKM5XZ-S,800.0,800,530
04DVXD-E,HKM5XZ-S,800.0,800,0
04CKTT-E,HKM5XZ-S,800.0,800,0
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04BF73-E,HKM5XZ-S,800.0,800,0
04BZ9W-E,HKM5XZ-S,800.0,800,600
04HPCP-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04BF73-E,HKM5XZ-S,800.0,800,0
04CKTT-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04GLD0-E,HKM5XZ-S,800.0,800,0
04D16N-E,HKM5XZ-S,800.0,800,530
04GLD0-E,HKM5XZ-S,800.0,800,0
04BF73-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR19-E,HKM5XZ-S,800.0,800,251
04D16N-E,HKM5XZ-S,800.0,800,530
04H23K-E,HKM5XZ-S,800.0,800,0
04D16N-E,HKM5XZ-S,800.0,800,530
04GLD0-E,HKM5XZ-S,800.0,800,0
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04BF73-E,HKM5XZ-S,800.0,800,0
04BZ9W-E,HKM5XZ-S,800.0,800,600
04BR1N-E,HKM5XZ-S,800.0,800,303
04GLD0-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04GLD0-E,HKM5XZ-S,800.0,800,0
04D56S-E,HKM5XZ-S,800.0,800,564
04BZ9W-E,HKM5XZ-S,800.0,800,600
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04CZHM-E,HKM5XZ-S,800.0,800,800
04BZ9W-E,HKM5XZ-S,800.0,800,600
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04BZ9W-E,HKM5XZ-S,800.0,800,600
04CPH6-E,HKM5XZ-S,800.0,800,102
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04CPH6-E,HKM5XZ-S,800.0,800,102
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04CPH6-E,HKM5XZ-S,800.0,800,102
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04CJF3-E,HKM5XZ-S,800.0,800,0
04BZ9W-E,HKM5XZ-S,800.0,800,600
04BR1N-E,HKM5XZ-S,800.0,800,303
04CJF3-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04CPH6-E,HKM5XZ-S,800.0,800,102
04D16N-E,HKM5XZ-S,800.0,800,530
04CNXG-E,HKM5XZ-S,800.0,800,
04CJF3-E,HKM5XZ-S,800.0,800,0
04CPH6-E,HKM5XZ-S,800.0,800,102
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04BZ9W-E,HKM5XZ-S,800.0,800,600
04D16N-E,HKM5XZ-S,800.0,800,530
04CCT0-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR12-E,HKM5XZ-S,800.0,800,0
04D16N-E,HKM5XZ-S,800.0,800,530
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04G8PC-E,HKM5XZ-S,800.0,800,
04GHYJ-E,HKM5XZ-S,800.0,800,1000
04BZ9W-E,HKM5XZ-S,800.0,800,600
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04G8PC-E,HKM5XZ-S,800.0,800,
04G8PC-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04G8PC-E,HKM5XZ-S,800.0,800,
04BZ9W-E,HKM5XZ-S,800.0,800,600
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04GNTK-E,HKM5XZ-S,800.0,800,
04D16N-E,HKM5XZ-S,800.0,800,530
04GNTK-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04D2KS-E,HKM5XZ-S,800.0,800,
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04GNTK-E,HKM5XZ-S,800.0,800,
04CXY6-E,HKM5XZ-S,800.0,800,303
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04GNTK-E,HKM5XZ-S,800.0,800,
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04GNTK-E,HKM5XZ-S,800.0,800,
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04GNTK-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04GBQL-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04D16N-E,HKM5XZ-S,800.0,800,530
04BR1N-E,HKM5XZ-S,800.0,800,303
04CVQY-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04CPHB-E,HKM5XZ-S,800.0,800,86
04CPHB-E,HKM5XZ-S,800.0,800,86
04BR1N-E,HKM5XZ-S,800.0,800,303
04CBK1-E,HKM5XZ-S,800.0,800,0
04CPHB-E,HKM5XZ-S,800.0,800,86
04CVQY-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04CBK1-E,HKM5XZ-S,800.0,800,0
04CPHB-E,HKM5XZ-S,800.0,800,86
04BR1N-E,HKM5XZ-S,800.0,800,303
04DHFJ-E,HKM5XZ-S,800.0,800,
04CPHB-E,HKM5XZ-S,800.0,800,86
04BR1N-E,HKM5XZ-S,800.0,800,303
04CVQY-E,HKM5XZ-S,800.0,800,
04CPHB-E,HKM5XZ-S,800.0,800,86
04BR1N-E,HKM5XZ-S,800.0,800,303
04CPHB-E,HKM5XZ-S,800.0,800,86
04BR1N-E,HKM5XZ-S,800.0,800,303
04CPHB-E,HKM5XZ-S,800.0,800,86
04BR1N-E,HKM5XZ-S,800.0,800,303
04FCXS-E,HKM5XZ-S,800.0,800,0
04G9FF-E,HKM5XZ-S,800.0,800,
04BCNY-E,HKM5XZ-S,800.0,800,0
04CPHB-E,HKM5XZ-S,800.0,800,86
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR1N-E,HKM5XZ-S,800.0,800,303
04D5Y7-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04DHFJ-E,HKM5XZ-S,800.0,800,
04BR1N-E,HKM5XZ-S,800.0,800,303
04CZQD-E,HKM5XZ-S,800.0,800,0
04CZQD-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04BR1N-E,HKM5XZ-S,800.0,800,303
04CZQD-E,HKM5XZ-S,800.0,800,0
04D5Y7-E,HKM5XZ-S,800.0,800,
04CZQD-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04CZQD-E,HKM5XZ-S,800.0,800,0
04BR1N-E,HKM5XZ-S,800.0,800,303
04C8VF-E,HKM5XZ-S,800.0,800,0
04D037-E,HKM5XZ-S,800.0,800,
04CZQD-E,HKM5XZ-S,800.0,800,0
04D5Y7-E,HKM5XZ-S,800.0,800,
04CVTF-E,HKM5XZ-S,800.0,800,
04BR1B-E,HKM5XZ-S,800.0,800,187
04CPH7-E,HKM5XZ-S,800.0,800,105
04D2H1-E,HKM5XZ-S,800.0,800,
04DH03-E,HKM5XZ-S,800.0,800,
04CPH7-E,HKM5XZ-S,800.0,800,105
04D2H1-E,HKM5XZ-S,800.0,800,
04DH03-E,HKM5XZ-S,800.0,800,
04CPH7-E,HKM5XZ-S,800.0,800,105
04D2H1-E,HKM5XZ-S,800.0,800,
04DH03-E,HKM5XZ-S,800.0,800,
04CPH7-E,HKM5XZ-S,800.0,800,105
04BHXH-E,HKM5XZ-S,800.0,800,
04CWNM-E,HKM5XZ-S,800.0,800,
04BHXH-E,HKM5XZ-S,800.0,800,
04D2H1-E,HKM5XZ-S,800.0,800,
04D2X9-E,HKM5XZ-S,800.0,800,0
04F2M6-E,HKM5XZ-S,800.0,800,0
04DQXY-E,HKM5XZ-S,800.0,800,
04D0F2-E,HKM5XZ-S,800.0,800,7300
04BDXT-E,HKM5XZ-S,800.0,800,
