factset_entity_id,total_aum,equity_aum,Desktop Institution AUM,Desktop Institution Equity AUM,Difference AUM,Difference Equity AUM
0DFPXQ-E ,1651,841,1651,841,0,0
0DFQ48-E ,,530,,530,0,0
0DFRWM-E ,3278,1739,3278,1739,0,0
0DFRXQ-E ,834,88,834,88,0,0
0DFWHV-E ,,18,,18,0,0
0DFYL4-E ,,294,,294,0,0
0DG0CY-E ,,730,,730,0,0
0DG29L-E ,,1936,,1936,0,0
0DH18H-E ,1374,1200,1374,1200,0,0
0DG6C7-E ,,5,,5,0,0
0DG8N0-E ,,587,,587,0,0
0DGC3R-E ,,0,,0,0,0
0DGCZW-E ,5378,4536,5378,4536,0,0
0DGDJS-E ,287,23,287,23,0,0
0DGFFT-E ,221,152,221,152,0,0
0DGG6L-E ,,89,,89,0,0
0DGKDR-E ,,0,,0,0,0
0DGKFB-E ,1480,854,1480,854,0,0
0DGL93-E ,,0,,0,0,0
0DGMYJ-E ,,806,,806,0,0
0DGQPX-E ,,0,,0,0,0
0DGSP9-E ,,0,,0,0,0
0DGV6N-E ,,214,,214,0,0
0DGV71-E ,,640,,640,0,0
0DGXJH-E ,1395,1,1395,1,0,0
0DH16Y-E ,870,58,870,58,0,0
0DH18G-E ,392,289,392,289,0,0
0DH19N-E ,175,76,175,76,0,0
0DH1C3-E ,236360,168,236360,168,0,0
0DH2NF-E ,55751,1152,55751,1152,0,0
0DH3Y6-E ,,50,,50,0,0
0DH3Z6-E ,1385,215,1385,215,0,0
0DH4W8-E ,3103,706,3103,706,0,0
0DH51V-E ,,0,,0,0,0
0DH5SG-E ,,2,,2,0,0
0DH6G8-E ,336,151,336,151,0,0
0DH8SC-E ,11016,2990,11016,2990,0,0
0DH9HZ-E ,,43,NO DATA,NO DATA,---,---
0DHCXF-E ,,200,,200,0,0
0DHDVY-E ,130305,6190,130305,6190,0,0
0DHGXN-E ,,11,,11,0,0
0DHKNJ-E ,,120,,120,0,0
0DHMB4-E ,377,212,377,212,0,0
0DHMS8-E ,,166,,166,0,0
0DHPYH-E ,,76,,76,0,0
0DHQ6X-E ,699,15,699,15,0,0
0DHR05-E ,,37,,37,0,0
0DHT19-E ,1417,396,1417,396,0,0
0DHXFJ-E ,,7,,7,0,0
0DHY6C-E ,124,110,124,110,0,0
0DJ03L-E ,,12,,12,0,0
0DJ0YZ-E ,,5,,5,0,0
0DJ45N-E ,,24,,24,0,0
0DJ9KP-E ,,33,,33,0,0
0DJBHV-E ,,3,,3,0,0
0DJBLZ-E ,,3639,,3639,0,0
0DJDN6-E ,,1955,,1955,0,0
0DJDRF-E ,,119,,119,0,0
0DJF4L-E ,,1199,,1199,0,0
0DJG3F-E ,,194,,194,0,0
0DJH5D-E ,,1,,1,0,0
0DJK42-E ,,36,,36,0,0
0DJK6J-E ,,21,,21,0,0
0DJKY6-E ,,13,,13,0,0
0DJLQ1-E ,8946,295,8946,295,0,0
0DJMBS-E ,,15,,15,0,0
0DJMPK-E ,,17,,17,0,0
0DJN56-E ,10802,4840,10802,4840,0,0
0DJNQ2-E ,,195,,195,0,0
0DJNQD-E ,,351,,351,0,0
0DK7VZ-E ,,578,,578,0,0
0DJQBS-E ,,3598,,3598,0,0
0DJT52-E ,,99,,99,0,0
0DJV2H-E ,44281,26,44281,26,0,0
0DJX1C-E ,,0,,0,0,0
0DJX5X-E ,,205,,205,0,0
0DJXKF-E ,,3826,,3826,0,0
0DK074-E ,791,825,791,825,0,0
0DK09Z-E ,,162,,162,0,0
0DK237-E ,,21,,21,0,0
0DK24P-E ,,428,,428,0,0
0DK3L3-E ,,4841,,4841,0,0
0DK47G-E ,,189,,189,0,0
0DK4C2-E ,702,113,702,113,0,0
0DK5VZ-E ,,855,,855,0,0
0DK8PG-E ,,1114,,1114,0,0
0DKBN8-E ,,0,,0,0,0
0DKC5W-E ,,382,,382,0,0
0DKCHW-E ,,187,,187,0,0
0DKDH8-E ,,138,,138,0,0
0DKJCW-E ,,2,,2,0,0
0DKF4G-E ,,24622,,24622,0,0
0DKF7K-E ,,98,,98,0,0
0DKGBH-E ,,2497,,2497,0,0
0DKH08-E ,,24,,24,0,0
0DKJ9V-E ,,51,,51,0,0
0DKJC7-E ,370,96,370,96,0,0
0DKM72-E ,,12540,,12540,0,0
0DKM9K-E ,141,21,141,21,0,0
0DL426-E ,,97,,97,0,0
0DL6N9-E ,,120,,120,0,0
0DL8FC-E ,,0,,0,0,0
0DL8FJ-E ,,11,,11,0,0
0DL8PN-E ,,1360,,1360,0,0
0DL8QB-E ,,224,,224,0,0
0DL94W-E ,,874,,874,0,0
0DL95K-E ,2287,495,2287,495,0,0
0DL98H-E ,3039,1018,3039,1018,0,0
0DL98T-E ,259,240,259,240,0,0
0DL993-E ,,2,,2,0,0
0DL998-E ,174,106,174,106,0,0
0DL9F0-E ,241,185,241,185,0,0
0DL9FH-E ,,120,,120,0,0
0DL9FR-E ,280,189,280,189,0,0
0DL9GK-E ,248,122,248,122,0,0
0DLBTJ-E ,,0,,0,0,0
0DL9MD-E ,170,104,170,104,0,0
0DL9TZ-E ,4685,1097,4685,1097,0,0
0DL9V2-E ,,105,,105,0,0
0DL9WD-E ,,874,,874,0,0
0DL9WX-E ,221,129,221,129,0,0
0DLB6C-E ,,105,,105,0,0
0DLBF5-E ,207,122,207,122,0,0
0DLBFG-E ,2055,1803,2055,1803,0,0
0DLBGB-E ,589,496,589,496,0,0
0DLBGG-E ,224256,70151,224256,70151,0,0
0DLBHF-E ,908,455,908,455,0,0
0DLBHG-E ,331,129,331,129,0,0
0DLCMS-E ,8810,8159,8810,8159,0,0
0DLBJJ-E ,342,154,342,154,0,0
0DLBJQ-E ,409,253,409,253,0,0
0DLBLC-E ,,36,,36,0,0
0DLBMZ-E ,149,104,149,104,0,0
0DLBPK-E ,619,363,619,363,0,0
0DLBR3-E ,769,88,769,88,0,0
0DLBV9-E ,1650,56,1650,56,0,0
0DLBVB-E ,9731,210,9731,210,0,0
0DLC3Y-E ,200,111,200,111,0,0
0DLC4M-E ,513,249,513,249,0,0
0DLC7T-E ,2556,31,2556,31,0,0
0DLC8B-E ,2842,1610,2842,1610,0,0
0DLCZ8-E ,,46,,46,0,0
0DLD54-E ,1188,418,1188,418,0,0
0DLD7R-E ,579,226,579,226,0,0
0DLDNG-E ,,609,,609,0,0
0DLDRH-E ,2806,159,2806,159,0,0
0DLDSC-E ,157,71,157,71,0,0
0DLDWR-E ,415,142,415,142,0,0
0DLDXL-E ,195,100,195,100,0,0
0DLDYC-E ,1210,451,1210,451,0,0
0DLF9F-E ,2295,125,2295,125,0,0
0DLFTD-E ,,22,,22,0,0
0DLGH8-E ,3502,1813,3502,1813,0,0
0DLGLZ-E ,,2736,,2736,0,0
0DLGRP-E ,247,143,247,143,0,0
0DLGWQ-E ,,0,,0,0,0
0DLGXN-E ,1227,640,1227,640,0,0
0DLGZM-E ,1584,195,1584,195,0,0
0DLHT3-E ,,10,,10,0,0
0DLHZK-E ,,5,,5,0,0
0DLJ19-E ,,1279,,1279,0,0
0DLJ5P-E ,,4,,4,0,0
0DLJ9D-E ,,10,,10,0,0
0DLJF4-E ,762,219,762,219,0,0
0DLJS0-E ,162,73,162,73,0,0
0DLJSM-E ,,735,,735,0,0
0DLR4J-E ,,152,,152,0,0
0DLS0V-E ,204,144,204,144,0,0
0DLWG3-E ,,87,,87,0,0
0DLWQM-E ,,3712,,3712,0,0
0DLWYK-E ,,8,,8,0,0
0DLYNJ-E ,,309,,309,0,0
0DM02D-E ,27232,2483,27232,2483,0,0
0DM71B-E ,,1,,1,0,0
0DM793-E ,,130,,130,0,0
0DM7V1-E ,,142,,142,0,0
0DM87Y-E ,,7,,7,0,0
0DMHLG-E ,684,227,684,227,0,0
0DMHRP-E ,,448,,448,0,0
0DMJ3W-E ,,3296,,3296,0,0
0DMJZ2-E ,272,74,272,74,0,0
0DMK17-E ,260,198,260,198,0,0
0DMLPX-E ,794,253,794,253,0,0
0DMLQM-E ,560,306,560,306,0,0
0DMLS8-E ,2610,796,2610,796,0,0
0DMLVV-E ,462,295,462,295,0,0
0DMLW2-E ,87,103,87,103,0,0
0DMMKB-E ,20154,17500,20154,17500,0,0
0DMMKQ-E ,478,273,478,273,0,0
0DMMYF-E ,,8,,8,0,0
0DMNPK-E ,370,120,370,120,0,0
0DMR4C-E ,537,433,537,433,0,0
0DMRRB-E ,2266,56,2266,56,0,0
0DMS5B-E ,33716,8030,33716,8030,0,0
0DMSKN-E ,74649,22014,74649,22014,0,0
0DMWBS-E ,363,31,363,31,0,0
0DMWDN-E ,18373,136,18373,136,0,0
0DMX3Y-E ,,4,,4,0,0
0DMXCP-E ,1939,524,1939,524,0,0
0DMXN2-E ,,378,,378,0,0
0DNCWR-E ,6288,1,6288,1,0,0
0DMYHZ-E ,385,10,385,10,0,0
0DMYXV-E ,,0,,0,0,0
0DMZG6-E ,302,176,302,176,0,0
0DN00Y-E ,,46,,46,0,0
0DN27Z-E ,,1,,1,0,0
0DN2G4-E ,,110,,110,0,0
0DN90G-E ,2430,1649,2430,1649,0,0
0DNBZ2-E ,,3085,,3085,0,0
0DNCG8-E ,,83,,83,0,0
0DNCQK-E ,1790,141,1790,141,0,0
0DNDVB-E ,,7,,7,0,0
0DNM7L-E ,,330,,330,0,0
0DNMJ6-E ,,4,,4,0,0
0DNPRH-E ,,429,,429,0,0
0DNQLL-E ,,57,,57,0,0
0DNS0G-E ,,122,,122,0,0
0DNS18-E ,,0,,0,0,0
0DNT1Z-E ,1642,0,1642,0,0,0
0DNTX2-E ,,1,,1,0,0
0DNZVJ-E ,164,97,164,97,0,0
0DP1H8-E ,10877,8,10877,8,0,0
0DP3QZ-E ,,316,,316,0,0
0DP3TY-E ,,4045,,4045,0,0
0DP4R2-E ,445,107,445,107,0,0
0DP5LL-E ,,45,,45,0,0
0DP7KF-E ,26129,415,26129,415,0,0
0DP919-E ,16112,483,16112,483,0,0
0DPBCR-E ,,1863,,1863,0,0
0DPBL5-E ,,34,,34,0,0
0DPBRP-E ,,49,,49,0,0
0DPDMD-E ,,530,,530,0,0
0DPGK6-E ,,85,,85,0,0
0DPKXK-E ,,258,,258,0,0
0DPLWH-E ,,7,,7,0,0
0DPM5L-E ,,6,,6,0,0
0DPN91-E ,,220,,220,0,0
0DPPT8-E ,250,54,250,54,0,0
0DPSGV-E ,188,124,188,124,0,0
0DPZ87-E ,,121,,121,0,0
0DQ01N-E ,,3056,,3056,0,0
0DQ091-E ,276,140,276,140,0,0
0DQ092-E ,403,83,403,83,0,0
0DQ0B4-E ,2588,201,2588,201,0,0
0DQ0D0-E ,497,304,497,304,0,0
0DQ0GB-E ,,0,,0,0,0
0DQ0GN-E ,1148,168,1148,168,0,0
0DQ0H0-E ,2789,549,2789,549,0,0
0DQ0H7-E ,710,238,710,238,0,0
0DQ0J9-E ,,13,NO DATA,NO DATA,---,---
0DQ0M1-E ,273,239,273,239,0,0
0DQ0MH-E ,173,154,173,154,0,0
0DQ62J-E ,,29,,29,0,0
0DQ7YK-E ,15744,27,15744,27,0,0
0DQ8BC-E ,,7,,7,0,0
0DQB0R-E ,,30,,30,0,0
0DQBTC-E ,,6098,,6098,0,0
0DQF89-E ,,133,,133,0,0
0DQG9N-E ,2913,170,2913,170,0,0
0DQKKY-E ,,330,,330,0,0
0DQLP4-E ,,4,,4,0,0
0DQN21-E ,,6,NO DATA,NO DATA,---,---
0DQPG2-E ,,0,,0,0,0
0DQRFF-E ,,1050,,1050,0,0
0DQSQM-E ,,238,,238,0,0
0DQVX5-E ,,72,,72,0,0
0DQW1B-E ,,27,,27,0,0
0DR262-E ,,53,,53,0,0
0DR6QX-E ,5012,3248,5012,3248,0,0
0DR6T2-E ,,704,,704,0,0
0DR7BP-E ,,3,,3,0,0
0DR8TM-E ,,4,,4,0,0
0DR92Y-E ,1462,728,1462,728,0,0
0DR9M7-E ,,2,,2,0,0
0DRBMW-E ,,44,,44,0,0
0DRBY0-E ,525,400,525,400,0,0
0DRBZT-E ,,11,,11,0,0
0DRC8Z-E ,,465,,465,0,0
0DRD7Z-E ,,1,,1,0,0
0DRGJ3-E ,648,24,648,24,0,0
0DRH69-E ,,24141,,24141,0,0
0DRHZQ-E ,,386,,386,0,0
0DRJYM-E ,,8,,8,0,0
0DRK8T-E ,,137,,137,0,0
0DRK9K-E ,371,42,371,42,0,0
0DRPKW-E ,,101,,101,0,0
0DRQD4-E ,3682,2532,3682,2532,0,0
0DRR9G-E ,202,0,202,0,0,0
0DRRKY-E ,,10,,10,0,0
0DRRLR-E ,,871,,871,0,0
0DRXGH-E ,2474,1409,2474,1409,0,0
0DS2GF-E ,,3,,3,0,0
0DS4KY-E ,18928,6718,18928,6718,0,0
0DS988-E ,,483,,483,0,0
0DS9MZ-E ,,0,,0,0,0
0DS9XT-E ,1682,188,1682,188,0,0
0DSPXP-E ,,0,,0,0,0
0DSJ1C-E ,,28,,28,0,0
0DSJDL-E ,,249,,249,0,0
0DSKLP-E ,432,351,432,351,0,0
0DSNZD-E ,,9,,9,0,0
0DSQD7-E ,,89,,89,0,0
0DT0VB-E ,,44,,44,0,0
0DT3TW-E ,,84,,84,0,0
0DTJFZ-E ,,327,,327,0,0
0DV58M-E ,1219,64,,64,1219,0
0DTPL9-E ,,457,,457,0,0
0DTQCJ-E ,,11,,11,0,0
0DTR73-E ,,1,,1,0,0
0DV7F4-E ,419,400,419,400,0,0
0DTW01-E ,,0,,0,0,0
0DTW4R-E ,,2,,2,0,0
0DV20T-E ,1843,258,1843,258,0,0
0DV2BP-E ,,330,,330,0,0
0DV6FX-E ,,11,NO DATA,NO DATA,---,---
0DV6NR-E ,,1949,,1949,0,0
0DV738-E ,,751,,751,0,0
0DV73D-E ,366,274,366,274,0,0
0DV74Z-E ,334,283,334,283,0,0
0DV752-E ,589,397,589,397,0,0
0DV75X-E ,1268,533,1268,533,0,0
0DV76N-E ,168,111,168,111,0,0
0DV76W-E ,330,122,330,122,0,0
0DV781-E ,171,153,171,153,0,0
0DV78X-E ,268,231,268,231,0,0
0DV797-E ,19,1,19,1,0,0
0DV79C-E ,2537,1453,2537,1453,0,0
0DV7BY-E ,,956,,956,0,0
0DV7C1-E ,4938,3735,4938,3735,0,0
0DV7CF-E ,178,163,178,163,0,0
0DV7DS-E ,19,17,19,17,0,0
0DV7GN-E ,199,148,199,148,0,0
0DVBQ0-E ,34270,964,34270,964,0,0
0DVNKP-E ,,1,,1,0,0
0DVDBC-E ,,116,,116,0,0
0DVDWK-E ,,6,,6,0,0
0DVFSN-E ,,418,,418,0,0
0DVFTP-E ,943,227,943,227,0,0
0DVFVB-E ,731,659,731,659,0,0
0DVFWG-E ,,1407,,1407,0,0
0DVH09-E ,,1719,,1719,0,0
0DVJ4H-E ,11000,4205,11000,4205,0,0
0DVK46-E ,93,6,93,6,0,0
0DVKBZ-E ,,18,,18,0,0
0DVL0T-E ,,33,,33,0,0
0DVN3W-E ,,0,,0,0,0
0DW8FZ-E ,,9,,9,0,0
0DVTLW-E ,,5,,5,0,0
0DVTWX-E ,,64,NO DATA,NO DATA,---,---
0DVFTL-E ,371,0,371,0,0,0
0DW08J-E ,834,601,834,601,0,0
0DW24G-E ,1082,684,1082,684,0,0
0DW4X4-E ,1522,674,1522,674,0,0
0DWB1Z-E ,1600,608,1600,608,0,0
0DWBDM-E ,,15,,15,0,0
0DWDH1-E ,336,113,336,113,0,0
0DWDM6-E ,192,18,192,18,0,0
0DWF9V-E ,,56,,56,0,0
0DWH49-E ,,372,,372,0,0
0DWHSP-E ,,123,,123,0,0
0DWJQX-E ,,201,,201,0,0
0DWK8B-E ,,0,,0,0,0
0DWKTN-E ,22915,12338,22915,12338,0,0
0DWKXT-E ,247,2,247,2,0,0
0DWKZD-E ,,22,,22,0,0
0DX16Y-E ,,3210,,3210,0,0
0DX2DY-E ,253,0,253,0,0,0
0DX2HB-E ,1629,29,1629,29,0,0
0DX2JF-E ,,0,,0,0,0
0DX2JJ-E ,1723,292,1723,292,0,0
0DX2JQ-E ,449,129,449,129,0,0
0DX2KF-E ,1181,1114,1181,1114,0,0
0DX2KG-E ,305,102,305,102,0,0
0DX2L5-E ,391,19,391,19,0,0
0DX2L7-E ,,0,,0,0,0
0DX2LP-E ,,485,,485,0,0
0DX2M0-E ,1043,314,1043,314,0,0
0DX2M1-E ,315,286,315,286,0,0
0DX2M2-E ,1468,912,1468,912,0,0
0DX2M6-E ,500,472,500,472,0,0
0DX2M7-E ,1893,583,1893,583,0,0
0DX2MY-E ,383,78,383,78,0,0
0DX2NL-E ,32997,383,32997,383,0,0
0DX2Q6-E ,,791,,791,0,0
0DX2RK-E ,134,78,134,78,0,0
0DX2RS-E ,15675,1110,15675,1110,0,0
0DX2TG-E ,219,162,219,162,0,0
0DX37K-E ,3397,254,3397,254,0,0
0DX3QZ-E ,,40,,40,0,0
0DX51Q-E ,,87,,87,0,0
0DX8L6-E ,80,14,80,14,0,0
0DX8R2-E ,,123,,123,0,0
0DX9BP-E ,608,251,608,251,0,0
0DXB4P-E ,,3,,3,0,0
0DXCT2-E ,,9,,9,0,0
0DXD14-E ,,744,,744,0,0
0DXDCC-E ,,22,,22,0,0
0DXDL4-E ,,21,,21,0,0
0DXFSZ-E ,,9,,9,0,0
0DXHSK-E ,,93,,93,0,0
0DXKMC-E ,,0,,0,0,0
0DXRT8-E ,,54,,54,0,0
0DXT33-E ,1567,1063,1567,1063,0,0
0DY19M-E ,,8,,8,0,0
0DY1GP-E ,577,346,577,346,0,0
0DY1ZF-E ,,257,,257,0,0
0DY1H2-E ,1078,693,1078,693,0,0
0DY1H9-E ,,833,,833,0,0
0DY1J5-E ,3719,56,3719,56,0,0
0DY1K4-E ,,523,,523,0,0
0DY1WK-E ,,101,,101,0,0
0DY2HX-E ,485,248,485,248,0,0
0DY35S-E ,,13,,13,0,0
0DY6HB-E ,,39,,39,0,0
0DY8SM-E ,,7,,7,0,0
0DY9TV-E ,,6,,6,0,0
0DYDJR-E ,613,0,613,0,0,0
0DYF34-E ,,0,,0,0,0
0DYG2Y-E ,,8080,,8080,0,0
0DYG3R-E ,,0,,0,0,0
0DYG4K-E ,,27283,,27283,0,0
0DYG4N-E ,,2098,,2098,0,0
0DYHLK-E ,,25,,25,0,0
0DYHQG-E ,,139,,139,0,0
0DYHTJ-E ,,208,,208,0,0
0DYKG1-E ,617,948,617,948,0,0
0DYW0V-E ,,0,,0,0,0
0DYXV5-E ,,62,NO DATA,NO DATA,---,---
0DZ0DF-E ,,275,,275,0,0
0DZ0T3-E ,,16,,16,0,0
0DZ0W8-E ,1143,64,1143,64,0,0
0DZ1Q6-E ,,23,,23,0,0
0DZ31M-E ,,4269,,4269,0,0
0DZBLJ-E ,,3,,3,0,0
0DZ40N-E ,,10,,10,0,0
0DZ83N-E ,524,415,524,415,0,0
0DZ621-E ,,1571,,1571,0,0
0DZ7Z6-E ,394,235,394,235,0,0
0DZ7ZM-E ,2446,1914,2446,1914,0,0
0DZ803-E ,141,94,141,94,0,0
0DZ809-E ,,0,,0,0,0
0DZ818-E ,268,98,268,98,0,0
0DZ83J-E ,1233,460,1233,460,0,0
0DZ84X-E ,449,199,449,199,0,0
0DZ853-E ,20877,2147,20877,2147,0,0
0DZ8GM-E ,750,0,750,0,0,0
0DZ9RY-E ,2534,2224,2534,2224,0,0
0DZJBJ-E ,,870,,870,0,0
0DZL2G-E ,,109,,109,0,0
0DZL3V-E ,,34,NO DATA,NO DATA,---,---
0DZN7S-E ,,387,,387,0,0
0DZRST-E ,,13,,13,0,0
0DZS6F-E ,,177,,177,0,0
0DZXVN-E ,7424,2524,7424,2524,0,0
0F0001-E ,262,33,262,33,0,0
0F06S8-E ,,27,NO DATA,NO DATA,---,---
0F06SB-E ,541,0,541,0,0,0
0F07X6-E ,1235,58,1235,58,0,0
0F0B0F-E ,,349,,349,0,0
0F0CVX-E ,,246,,246,0,0
0F0JMC-E ,,311,,311,0,0
0F0K51-E ,159,133,159,133,0,0
0F0KB0-E ,,225,,225,0,0
0F0VLR-E ,1757,1,1757,1,0,0
0F0MZ6-E ,,49,,49,0,0
0F0NC2-E ,2414,41,2414,41,0,0
0F0QKL-E ,,32,,32,0,0
0F0VYG-E ,575,493,575,493,0,0
0F0W46-E ,,57,,57,0,0
0F0W8Y-E ,,0,,0,0,0
0F0WC3-E ,,181,,181,0,0
0F13T6-E ,,27,,27,0,0
0F175J-E ,,8,NO DATA,NO DATA,---,---
0F17L9-E ,,1,,1,0,0
0F188Q-E ,,1,,1,0,0
0F19F3-E ,,618,,618,0,0
0F19HX-E ,,59,,59,0,0
0F1BVH-E ,,28,,28,0,0
0F1CZF-E ,464,327,464,327,0,0
0F1G3R-E ,304,104,304,104,0,0
0F1H5Y-E ,,41,,41,0,0
0F1HCP-E ,,44,,44,0,0
0F1HF5-E ,570,8,570,8,0,0
0F235M-E ,,64,,64,0,0
0F1N74-E ,,200,,200,0,0
0F1RC2-E ,467,42,467,42,0,0
0F1W09-E ,114,54,114,54,0,0
0F1W39-E ,200,122,200,122,0,0
0F1W42-E ,,581,,581,0,0
0F1W43-E ,15579,9310,15579,9310,0,0
0F1W7K-E ,214,18,214,18,0,0
0F1XC4-E ,,1,,1,0,0
0F1YGL-E ,,3,,3,0,0
0F1YQR-E ,,1,,1,0,0
0F1YRR-E ,303,184,303,184,0,0
0F1YSQ-E ,190,157,190,157,0,0
0F1YTS-E ,4971,2255,4971,2255,0,0
0F1YWP-E ,634,238,634,238,0,0
0F1Z7R-E ,,1,,1,0,0
0F24FT-E ,,8,NO DATA,NO DATA,---,---
0F24NH-E ,21,7,21,7,0,0
0F25XP-E ,,16,,16,0,0
0F92QN-E ,,19,,19,0,0
0F8ZGQ-E ,,366,,366,0,0
0F91FL-E ,149,24,149,24,0,0
0F9218-E ,633,166,633,166,0,0
0F931N-E ,,0,,0,0,0
0F9GHV-E ,,1,,1,0,0
0F9KZT-E ,,29,,29,0,0
0F9M6L-E ,,275,,275,0,0
0F9P50-E ,4344,4,4344,4,0,0
0F9QYT-E ,,43,NO DATA,NO DATA,---,---
0FB1V5-E ,3139,913,3139,913,0,0
0FB37F-E ,,6,,6,0,0
0FB3YK-E ,,6496,,6496,0,0
0FB56B-E ,,76,,76,0,0
0FB5MQ-E ,,59,,59,0,0
0FB9C1-E ,,45,,45,0,0
0FBCRR-E ,,80,,80,0,0
0FBF9C-E ,,10,NO DATA,NO DATA,---,---
0FBLVN-E ,,68,,68,0,0
0FBNGZ-E ,,14,NO DATA,NO DATA,---,---
0FBNWQ-E ,,14,,14,0,0
0FBQL2-E ,,15,NO DATA,NO DATA,---,---
0FBRL0-E ,,0,,0,0,0
0FBS7H-E ,234,149,234,149,0,0
0FC2MH-E ,,604,,604,0,0
0FC4GP-E ,,239,,239,0,0
0FC4H2-E ,5000,790,5000,790,0,0
0FC6CL-E ,,82,,82,0,0
0FC6GL-E ,,3,,3,0,0
0FC6JK-E ,,79,,79,0,0
0FC723-E ,,272,,272,0,0
0FC9GF-E ,16,8,16,8,0,0
0FC9VG-E ,,65,,65,0,0
0FCBZR-E ,,82,,82,0,0
0FCFWG-E ,,2,,2,0,0
0FCJLT-E ,,729,,729,0,0
0FCLRZ-E ,8816,650,8816,650,0,0
0FCLXT-E ,,3290,,3290,0,0
0FCNZ5-E ,,223,,223,0,0
0FCNZP-E ,,0,,0,0,0
0FCP7M-E ,2293,1473,2293,1473,0,0
0FCSBL-E ,,0,,0,0,0
0FCVHF-E ,,20,,20,0,0
0FCW69-E ,,18,,18,0,0
0FCX58-E ,150,9,150,9,0,0
0FCZB4-E ,,5,,5,0,0
0FCZBB-E ,,5,NO DATA,NO DATA,---,---
0FD1B0-E ,,102,,102,0,0
0FDBV7-E ,,15,,15,0,0
0FDDL6-E ,7935,74,7935,74,0,0
0FDDWD-E ,670,86,670,86,0,0
0FDF4P-E ,,7,,7,0,0
0FDKPM-E ,,249,,249,0,0
0FDKRN-E ,420,113,420,113,0,0
0FDKS6-E ,,102,,102,0,0
0FDLZF-E ,,622,,622,0,0
0FDM05-E ,,96,,96,0,0
0FDMHM-E ,1057,223,1057,223,0,0
0FDPYC-E ,23861,245,23861,245,0,0
0FDT87-E ,11,286,11,286,0,0
0FF15M-E ,,0,,0,0,0
0FF2T2-E ,360,288,360,288,0,0
0FF8S9-E ,,214,,214,0,0
0FF9VP-E ,21551,969,21551,969,0,0
0FFH99-E ,,20,,20,0,0
0FFK2Z-E ,42,1,42,1,0,0
0FFKLT-E ,958,613,958,613,0,0
0FFLTM-E ,,1389,,1389,0,0
0FFPW1-E ,,243,,243,0,0
0FFWFX-E ,,3,,3,0,0
0FFWNF-E ,87,143,87,143,0,0
0FFWQ0-E ,,7,,7,0,0
0FG27B-E ,,1730,,1730,0,0
0FGHTG-E ,1989,3,1989,3,0,0
0FGJ0F-E ,,229,,229,0,0
0FGKFB-E ,6200,64,6200,64,0,0
0FGQVQ-E ,,53,,53,0,0
0FGWNG-E ,,2,NO DATA,NO DATA,---,---
0FH12C-E ,653,277,653,277,0,0
0FH12L-E ,,76,,76,0,0
0FH3TQ-E ,,705,,705,0,0
0FH5R3-E ,,186,,186,0,0
0FH7T1-E ,1331,599,1331,599,0,0
0FJXM0-E ,163,160,163,160,0,0
0FJ77D-E ,,447,,447,0,0
0FJ7W0-E ,5835,1318,5835,1318,0,0
0FJ86G-E ,2661,842,2661,842,0,0
0FJG8X-E ,,23,,23,0,0
0FJJYG-E ,,93,,93,0,0
0FJQW5-E ,,0,,0,0,0
0FJRK9-E ,969,442,969,442,0,0
0FJM7J-E ,,304,,304,0,0
0FJVY3-E ,350,140,350,140,0,0
0FJWF8-E ,948,188,948,188,0,0
0FJWKS-E ,,136,,136,0,0
0FJWMF-E ,524,313,524,313,0,0
0FJWQ5-E ,169,117,169,117,0,0
0FJWRG-E ,,180,,180,0,0
0FJWX5-E ,,105,,105,0,0
0FJWXW-E ,673,217,673,217,0,0
0FJX37-E ,1381,342,1381,342,0,0
0FJX90-E ,,127,,127,0,0
0FJXCR-E ,541,173,541,173,0,0
0FJXJD-E ,892,376,892,376,0,0
0FJYSX-E ,335,70,335,70,0,0
0FJYT1-E ,298,95,298,95,0,0
0FJZ43-E ,576,0,576,0,0,0
0FJZZ8-E ,217,97,217,97,0,0
0FK05D-E ,,840,,840,0,0
0FK0SD-E ,,6,,6,0,0
0FK0WN-E ,,6,NO DATA,NO DATA,---,---
0FK13C-E ,724,0,724,0,0,0
0FK1JV-E ,2824,1652,2824,1652,0,0
0FK1SL-E ,202,153,202,153,0,0
0FK1TT-E ,279,62,279,62,0,0
0FK2QX-E ,991,284,991,284,0,0
0FK3FB-E ,,0,,0,0,0
0FK3K4-E ,,0,,0,0,0
0FK3VX-E ,,0,NO DATA,NO DATA,---,---
0FK6MR-E ,,92,,92,0,0
0FK7SS-E ,,472,NO DATA,NO DATA,---,---
0FK7BL-E ,,0,,0,0,0
0FKCMX-E ,4105,195,4105,195,0,0
0FKF65-E ,,1809,,1809,0,0
0FKG89-E ,,149,,149,0,0
0FKH1K-E ,,28,,28,0,0
0FKHW7-E ,7823,723,7823,723,0,0
0FKLQK-E ,,31,,31,0,0
0FKMQP-E ,4579,514,4579,514,0,0
0FKP7Y-E ,,385,,385,0,0
0FKQLP-E ,,972,,972,0,0
0FKR4G-E ,,293,,293,0,0
0FKRYY-E ,,6,,6,0,0
0FKT6W-E ,,123,,123,0,0
0FKV3Z-E ,,0,,0,0,0
0FKZB4-E ,798,292,798,292,0,0
0FKZZ9-E ,,149,,149,0,0
0FL4MK-E ,,1,,1,0,0
0FL2P2-E ,195,0,195,0,0,0
0FL2SH-E ,,5,,5,0,0
0FL2YV-E ,,29,,29,0,0
0FL4X8-E ,,59,,59,0,0
