factset_entity_id,total_aum,Desktop Institution Position
05FQY5-E,,N/A
05FQY6-E,127.0,N/A
05FQYN-E,,N/A
05FQYT-E,,N/A
05FR5C-E,,N/A
05FR67-E,62.0,N/A
05FR68-E,,N/A
05FR6Y-E,,N/A
05FR6Z-E,,N/A
05FRV9-E,,N/A
00BBJQ-E,952.0,N/A
05FRVF-E,,N/A
05FS3C-E,200.0,N/A
05FSNR-E,,N/A
0JJQL3-E,,N/A
05FHH5-E,295.0,N/A
0G2RPP-E,,N/A
05FR5B-E,254.0,N/A
0JTSMP-E,,N/A
05FR5H-E,,N/A
002JC3-E,577.0,N/A
05FJPQ-E,4480.0,N/A
05FK9S-E,309.0,N/A
05FLCX-E,,N/A
05FSZ3-E,,N/A
05FT6J-E,,N/A
05FT8G-E,,N/A
05FTTB-E,,N/A
05FVLT-E,,N/A
05FVMC-E,74.0,N/A
05FVMD-E,,N/A
05FVMT-E,,N/A
05FVMW-E,,N/A
00BJ81-E,391.0,N/A
05FVND-E,,N/A
05FW89-E,1829.0,N/A
05FVP2-E,,N/A
05FVP3-E,,N/A
00BF31-E,1681.0,N/A
05FVPF-E,,N/A
05FVPG-E,,N/A
0KMSM0-E,,N/A
05FVPK-E,,N/A
05FVQ7-E,,N/A
05FVQ8-E,,N/A
05FVQB-E,,N/A
05FVQC-E,,N/A
05FVQM-E,,N/A
05FVQN-E,,N/A
05FVRK-E,,N/A
05FVRW-E,457.0,N/A
0JBPMP-E,,N/A
07MJTH-E,302.0,N/A
05FVS9-E,,N/A
05FVSF-E,,N/A
05FVSM-E,,N/A
05FVTJ-E,,N/A
05FVTM-E,,N/A
05FVTW-E,,N/A
05FVTX-E,,N/A
05FVV6-E,203.0,N/A
07NKLV-E,34295.0,N/A
05FVVD-E,,N/A
0983GN-E,,N/A
05FVYJ-E,,N/A
05FVYM-E,,N/A
00BQPP-E,1731.0,N/A
05FW1P-E,,N/A
0DMNG9-E,,N/A
0G67ZV-E,95.0,N/A
0G703N-E,,N/A
05FW24-E,,N/A
05FW5C-E,,N/A
0K0MLV-E,276.0,N/A
05FW5L-E,,N/A
05FW5P-E,,N/A
05FW5S-E,844.0,N/A
05FVTV-E,5.0,N/A
05FW60-E,,N/A
05FW63-E,,N/A
05FW65-E,,N/A
05FW66-E,,N/A
05FW67-E,,N/A
05FW6F-E,,N/A
05FW6H-E,,N/A
05FW6R-E,,N/A
05FW6Z-E,,N/A
05FW70-E,,N/A
05FW71-E,,N/A
05FW73-E,,N/A
0KMT1T-E,,N/A
05FW7B-E,,N/A
05FW7C-E,,N/A
05FW7D-E,,N/A
05FW7P-E,,N/A
05FW7T-E,,N/A
05FW7V-E,,N/A
05FW7X-E,,N/A
05FW80-E,,N/A
05FW84-E,,N/A
05FW8B-E,,N/A
05FW1K-E,,N/A
05FW8H-E,,N/A
05FW8T-E,,N/A
05FW8Y-E,,N/A
05GFJL-E,,N/A
0G8BDC-E,,N/A
0CKMKN-E,,N/A
0KMXH4-E,,N/A
05FVPL-E,13.0,N/A
0GG0CC-E,,N/A
0KMSNR-E,,N/A
0KMSPB-E,718.0,N/A
0KMXJJ-E,16216.0,N/A
0KMXKB-E,,N/A
0KMXZW-E,,N/A
0HY62K-E,,N/A
0JBL5J-E,,N/A
0K8QF4-E,,N/A
0KCR6Y-E,,N/A
0G65PT-E,,N/A
00BPQ7-E,1158.0,N/A
05FVTP-E,,N/A
00BQ8J-E,,N/A
00BQNJ-E,,N/A
00BQZR-E,756.0,N/A
0CV77X-E,1144.0,N/A
05FW90-E,,N/A
05FW91-E,,N/A
05FW92-E,,N/A
05FW93-E,,N/A
00C8Q5-E,858.0,N/A
05FW97-E,,N/A
0CV20T-E,822.0,N/A
05FW99-E,,N/A
05FW9H-E,,N/A
0CVK09-E,545.0,N/A
05FW9K-E,,N/A
05FW9P-E,,N/A
05FW9S-E,44200.0,N/A
05FW9T-E,972.0,N/A
05FW9X-E,,N/A
05FWB0-E,,N/A
05FWB2-E,,N/A
05FWB5-E,491.0,N/A
0CVQKD-E,,N/A
000LH9-E,,N/A
05FWBZ-E,,N/A
05FWC7-E,,N/A
05FWC9-E,,N/A
05FWCN-E,,N/A
05FWCT-E,,N/A
0CV4DJ-E,123.0,N/A
05FWCW-E,,N/A
0CV4ZZ-E,49.0,N/A
05FWD4-E,,N/A
05FWD6-E,,N/A
05FWD7-E,,N/A
05FWD9-E,,N/A
05FWDC-E,,N/A
05FWDD-E,,N/A
05FWDG-E,514.0,N/A
05FWDH-E,,N/A
05FWDM-E,,N/A
05FWDP-E,,N/A
006LLD-E,12527.0,N/A
05FWDV-E,,N/A
05FWDX-E,,N/A
002HVP-E,715.0,N/A
05FWF1-E,,N/A
05FWF3-E,,N/A
05FWF4-E,,N/A
0CV7CS-E,764.0,N/A
05FWF9-E,,N/A
05FWFH-E,,N/A
0GFNMS-E,1600.0,N/A
05FWFQ-E,,N/A
05FWFR-E,,N/A
0CVCK1-E,3550.0,N/A
05FWG2-E,,N/A
05FWG5-E,,N/A
0CVD0V-E,,N/A
0CVGWW-E,,N/A
05FWGM-E,,N/A
05FWGQ-E,,N/A
05FWGW-E,,N/A
05FWH1-E,,N/A
05FWH2-E,,N/A
05FWH6-E,,N/A
0CVH3K-E,,N/A
00CDHR-E,1346.0,N/A
000LV0-E,,N/A
05FWHT-E,,N/A
05FWHV-E,,N/A
05FWHW-E,,N/A
05FWHX-E,,N/A
05FWJ0-E,,N/A
05FWJ5-E,,N/A
0L4NPL-E,,N/A
05FWJD-E,,N/A
05FWJG-E,,N/A
0L4PTY-E,,N/A
0CVHVM-E,1451.0,N/A
05FWJL-E,,N/A
05FWJM-E,,N/A
0L4Q79-E,,N/A
0L4QDF-E,,N/A
0CVJ3W-E,407.0,N/A
0L4QL6-E,,N/A
05FWK2-E,,N/A
05FWK4-E,,N/A
05FWK6-E,,N/A
0L4QP1-E,,N/A
05FWKD-E,,N/A
05FWKG-E,,N/A
0L4RMV-E,,N/A
05FWKN-E,,N/A
05FWKP-E,,N/A
05FWKS-E,,N/A
0L4S1T-E,,N/A
05FWKX-E,,N/A
05FWKY-E,,N/A
0L4S98-E,,N/A
0L4SST-E,,N/A
0KBXBN-E,,N/A
0KBXCP-E,,N/A
0KBXMV-E,,N/A
0KBXQX-E,,N/A
0L4SXF-E,,N/A
0L4SXQ-E,,N/A
0CVJFW-E,227.0,N/A
00CB6P-E,,N/A
0CVQ2Q-E,,N/A
003RS8-E,1721.0,N/A
0CVQH9-E,,N/A
0L4SXX-E,,N/A
05FW9Y-E,,N/A
0CVRVG-E,,N/A
0CVX5Y-E,71207.0,N/A
05FWD5-E,,N/A
00CDM3-E,,N/A
00CF49-E,,N/A
00CF62-E,,N/A
0CVXPQ-E,,N/A
00CFC8-E,5453.0,N/A
0CW7GX-E,,N/A
0CW8JN-E,410.0,N/A
0CW8N3-E,376.0,N/A
0CW8TV-E,4.0,N/A
0CW99V-E,,N/A
0JRC9S-E,,N/A
0DXB4P-E,,N/A
05FWL9-E,,N/A
00CM87-E,1962.0,N/A
05FY8C-E,53.0,N/A
05FWLY-E,,N/A
0GKNJQ-E,1480.0,N/A
05FWM1-E,,N/A
05FWM3-E,,N/A
00D0Q7-E,351.0,N/A
05FWMD-E,,N/A
05FWMF-E,,N/A
05FWMG-E,,N/A
05FWLL-E,,N/A
0GK4C7-E,,N/A
05FY7Y-E,,N/A
05FY82-E,,N/A
05FY84-E,,N/A
05FY85-E,,N/A
05FY86-E,138.0,N/A
05FY8B-E,,N/A
05FY8D-E,,N/A
05FY8K-E,,N/A
05FY8M-E,,N/A
05FY8Q-E,,N/A
05FY8R-E,18.0,N/A
05FY8X-E,,N/A
0GK51F-E,,N/A
05FYG7-E,,N/A
05FWM6-E,,N/A
05FYH2-E,,N/A
05FYLM-E,,N/A
05FYQ8-E,,N/A
05FYQB-E,,N/A
05FYQD-E,,N/A
00CNGD-E,2419.0,N/A
05FYQH-E,,N/A
05FYRT-E,,N/A
05FYRV-E,,N/A
05FYSL-E,,N/A
05FYSW-E,,N/A
05FYYV-E,,N/A
05FYZ8-E,,N/A
05FYZG-E,,N/A
05FYZK-E,,N/A
05FZ0V-E,,N/A
05FZ29-E,,N/A
05FZ2B-E,6709.0,N/A
05FZ2X-E,,N/A
05FZ30-E,,N/A
05FZ6C-E,,N/A
05FZ6G-E,65.0,N/A
05FZ6W-E,,N/A
05FZ79-E,,N/A
05FZ7B-E,,N/A
05FZDH-E,,N/A
05FZDK-E,,N/A
05FZZM-E,,N/A
05G0FS-E,,N/A
05G0NT-E,,N/A
05G0PJ-E,,N/A
05G0PQ-E,,N/A
05G0QT-E,,N/A
05G159-E,,N/A
05G169-E,,N/A
05G1B3-E,,N/A
05G1NV-E,,N/A
05G1T9-E,,N/A
05G1TC-E,,N/A
05G1Y0-E,,N/A
05G1ZR-E,,N/A
05G20C-E,,N/A
05G218-E,,N/A
05G21B-E,,N/A
05G21M-E,,N/A
05G23C-E,,N/A
05G23D-E,,N/A
0GKNQJ-E,,N/A
05G23K-E,236.0,N/A
05G23P-E,651.0,N/A
05G24V-E,,N/A
05G250-E,,N/A
05G255-E,,N/A
05G257-E,,N/A
05G25C-E,,N/A
00CP18-E,1443.0,N/A
00CV27-E,381.0,N/A
05FY87-E,3270.0,N/A
05FZ37-E,,N/A
00CWC2-E,,N/A
00CS1Q-E,595.0,N/A
05FZ6D-E,1191.0,N/A
00D01J-E,578.0,N/A
00D0KN-E,189.0,N/A
00D0X4-E,903.0,N/A
00D127-E,8549.0,N/A
05FWLH-E,50936.0,N/A
05G12L-E,,N/A
0C2SBJ-E,646.0,N/A
00D1BH-E,1369.0,N/A
05G25V-E,,N/A
05G261-E,,N/A
05G264-E,,N/A
0DLD54-E,1188.0,N/A
05G276-E,,N/A
05G277-E,,N/A
0090L4-E,,N/A
05G27K-E,,N/A
05G28F-E,,N/A
05G29H-E,,N/A
05G29K-E,,N/A
05G2G2-E,,N/A
05G2G9-E,,N/A
05G2GB-E,,N/A
05G2H3-E,,N/A
05FWLZ-E,,N/A
05G2L6-E,,N/A
05G2MN-E,,N/A
05G2N7-E,,N/A
05G2N9-E,,N/A
05G2ND-E,,N/A
05G2NR-E,,N/A
05G2PZ-E,,N/A
0JQFJC-E,266.0,N/A
00D1H3-E,,N/A
05G2Z3-E,,N/A
05G42V-E,3000.0,N/A
05G2MW-E,,N/A
05G321-E,,N/A
05G34Y-E,,N/A
05G2GS-E,,N/A
05G36F-E,,N/A
00D1DJ-E,8340.0,N/A
05G3CZ-E,,N/A
05G3D3-E,,N/A
05G3G4-E,,N/A
05G3G9-E,,N/A
05G3GB-E,,N/A
05G3GG-E,,N/A
05G3GH-E,,N/A
05G3GM-E,,N/A
05G3GQ-E,,N/A
05G3GW-E,,N/A
05G3L4-E,,N/A
05G3LF-E,,N/A
05G3RV-E,,N/A
05G3X3-E,,N/A
002SXB-E,239.0,N/A
05G42T-E,,N/A
05G437-E,,N/A
05G456-E,,N/A
05G465-E,,N/A
05G49S-E,,N/A
05G4CF-E,13.0,N/A
05G4KZ-E,,N/A
05G4NR-E,,N/A
05G4QP-E,,N/A
05G4R4-E,,N/A
05G4R5-E,,N/A
05G4VT-E,,N/A
05G4X9-E,,N/A
0080KY-E,,N/A
05G4Z0-E,,N/A
05G50N-E,,N/A
05G51M-E,,N/A
05G51N-E,,N/A
05G54K-E,,N/A
05G55J-E,,N/A
05G580-E,,N/A
05G58H-E,,N/A
05G59C-E,,N/A
05G59L-E,,N/A
00DR00-E,4762.0,N/A
00GM1R-E,,N/A
05G644-E,,N/A
05G645-E,,N/A
05G65W-E,,N/A
05G65Z-E,,N/A
05G667-E,,N/A
05G67X-E,,N/A
05G262-E,,N/A
00CFLC-E,177.0,N/A
00FXLV-E,,N/A
00D16Q-E,99.0,N/A
00DH1M-E,317.0,N/A
05G2MQ-E,,N/A
05G267-E,4033.0,N/A
00DCMK-E,248.0,N/A
00DR5J-E,,N/A
0CC46Z-E,,N/A
0DCHRG-E,,N/A
0FZ0RH-E,,N/A
0GMS85-E,,N/A
0KN26R-E,,N/A
05G3RJ-E,2402.0,N/A
00DY1H-E,,N/A
0CTXQ8-E,,N/A
05FWJY-E,,N/A
05G2MK-E,1949.0,N/A
0GLW7C-E,,N/A
0HHQ17-E,,N/A
0K12BC-E,,N/A
0KT30B-E,,N/A
0KT30F-E,,N/A
0KT30J-E,,N/A
0KT327-E,,N/A
0F92QN-E,,N/A
0CYDKS-E,,N/A
0DYG2Y-E,,N/A
05G699-E,,N/A
00F29S-E,,N/A
05G6BG-E,,N/A
05G6C5-E,,N/A
05G6CB-E,,N/A
05G6FZ-E,,N/A
05G6G0-E,,N/A
05G6GZ-E,,N/A
05G6H4-E,,N/A
05G6H5-E,,N/A
05G6MF-E,,N/A
0GMTGX-E,287.0,N/A
0GNR9N-E,,N/A
0GNFHL-E,36191.0,N/A
05G6R0-E,,N/A
05G6V5-E,,N/A
0DZ0WY-E,7606.0,N/A
05G72D-E,,N/A
05G73G-E,,N/A
05G745-E,9.0,N/A
0HQCWG-E,,N/A
05G7DD-E,,N/A
05G7DH-E,,N/A
05G7DK-E,,N/A
05G7DN-E,,N/A
05G7FB-E,,N/A
05G7P8-E,,N/A
05G7PL-E,,N/A
0G09CB-E,,N/A
05G7YF-E,,N/A
05G7YG-E,,N/A
05G7YM-E,,N/A
05G7Z2-E,,N/A
05G80H-E,,N/A
0HJ36C-E,,N/A
05G86M-E,,N/A
05G86X-E,,N/A
0KHS0W-E,,N/A
05G7DQ-E,25745.0,N/A
05G8GL-E,,N/A
05G8RQ-E,,N/A
05G8VB-E,,N/A
05G8Y5-E,4000.0,N/A
05G95L-E,,N/A
05G95Q-E,,N/A
05G96Y-E,,N/A
0JC5FM-E,210.0,N/A
05G9B9-E,,N/A
0L4LDZ-E,,N/A
05G9FJ-E,,N/A
05G9FL-E,,N/A
0HS71B-E,,N/A
05G9WG-E,,N/A
05G9XC-E,,N/A
0L4RSL-E,,N/A
05GBG4-E,,N/A
05GBGC-E,,N/A
0JGCJ7-E,,N/A
05GBGN-E,,N/A
05GBHH-E,,N/A
05GC1C-E,,N/A
05GC8T-E,,N/A
05GD52-E,,N/A
0L4VFC-E,,N/A
05GDML-E,,N/A
0JXT3Q-E,,N/A
05GDR7-E,,N/A
05GDR8-E,,N/A
05GDR9-E,,N/A
0K8XPG-E,200.0,N/A
0L4WJV-E,,N/A
0L4WS5-E,,N/A
05GDRH-E,,N/A
05GDRJ-E,,N/A
05GDRK-E,,N/A
05GDRM-E,,N/A
05GDTL-E,,N/A
05GDTN-E,,N/A
05GDTT-E,,N/A
05GDXW-E,10.0,N/A
05GDZV-E,,N/A
05GF1C-E,,N/A
05GFBV-E,,N/A
05GFBW-E,,N/A
0KJS4V-E,,N/A
0L4XQR-E,,N/A
0L4XXT-E,,N/A
0KJXRV-E,,N/A
0KMYFL-E,,N/A
0KMZV9-E,,N/A
0L4Y5H-E,,N/A
0L4Y5W-E,,N/A
00GMDP-E,1492.0,N/A
0KN092-E,,N/A
0KN0W8-E,,N/A
0KN0Y2-E,,N/A
05G6H3-E,,N/A
0KN1BQ-E,,N/A
0GPJ1D-E,3000.0,N/A
00F6MN-E,,N/A
05G6HN-E,,N/A
00FB38-E,115.0,N/A
00FC8N-E,1472.0,N/A
00FDDB-E,,N/A
00FJ8Z-E,,N/A
05GFN7-E,,N/A
05MDG9-E,260.0,N/A
05GFR1-E,,N/A
05GFWZ-E,,N/A
05GK8L-E,346.0,N/A
05GGGZ-E,,N/A
05GGVD-E,,N/A
05GGVQ-E,,N/A
002GJ2-E,62224.0,N/A
05GH9H-E,,N/A
05GHPH-E,,N/A
0CW9HT-E,,N/A
05GJLH-E,,N/A
05GK5J-E,2007.0,N/A
05GKTD-E,,N/A
05GM9V-E,,N/A
05GM9X-E,,N/A
05FW77-E,,N/A
05GMF6-E,,N/A
05GMJW-E,,N/A
05GMJX-E,,N/A
05GMKK-E,,N/A
05GMKW-E,,N/A
05GMTN-E,,N/A
05GMWM-E,,N/A
05GMWN-E,,N/A
05GMX6-E,,N/A
05GN87-E,2220.0,N/A
05GNBD-E,,N/A
05GND5-E,,N/A
0KN25V-E,1008.0,N/A
0CWC6B-E,177.0,N/A
0L4Y74-E,,N/A
0CWX4L-E,180.0,N/A
05GP4R-E,,N/A
05GPCP-E,,N/A
05GPMB-E,,N/A
05GPR0-E,,N/A
05GPSW-E,,N/A
05FW5F-E,,N/A
05GQFW-E,,N/A
05GQLS-E,,N/A
05GQNF-E,,N/A
05GRH6-E,,N/A
05GRLK-E,,N/A
0CWF3N-E,988.0,N/A
05GRP7-E,,N/A
05GRSZ-E,,N/A
0CWGD5-E,590.0,N/A
05GRWK-E,,N/A
05GS1B-E,,N/A
05GSF8-E,,N/A
0L4YBZ-E,,N/A
0CWJBF-E,,N/A
0CWL92-E,,N/A
05FWDT-E,,N/A
0CWLRF-E,1868.0,N/A
05GH13-E,675.0,N/A
05GSQ9-E,,N/A
05GTLN-E,,N/A
05GV7F-E,42.0,N/A
0KN34Z-E,,N/A
05GVBH-E,,N/A
05GVBX-E,,N/A
0KN3LP-E,,N/A
05GVC6-E,,N/A
05GVC9-E,,N/A
0KN4BZ-E,,N/A
0CWMZ1-E,600.0,N/A
05GVM9-E,,N/A
05GVY2-E,,N/A
0CWXPS-E,,N/A
05GW3H-E,1000.0,N/A
05GW4T-E,,N/A
05GWBD-E,,N/A
05GWDT-E,3600.0,N/A
0L4YCB-E,,N/A
05GWNF-E,245.0,N/A
05GWRT-E,,N/A
05GWSL-E,,N/A
05GWSX-E,,N/A
05GWVB-E,,N/A
05GXCY-E,,N/A
05GXDH-E,,N/A
05FQXX-E,,N/A
05GXG3-E,,N/A
05GXPL-E,,N/A
05GXQ0-E,6.0,N/A
05GXQ3-E,,N/A
05GXR3-E,,N/A
05GY0P-E,,N/A
05GY3M-E,,N/A
0L4YHW-E,,N/A
05GYGX-E,,N/A
0L4YJW-E,,N/A
05GYJ5-E,,N/A
05GYJN-E,,N/A
05GYML-E,,N/A
05GYQN-E,,N/A
05GYSZ-E,,N/A
05GYYH-E,1100.0,N/A
002GQJ-E,512.0,N/A
05GT2M-E,3000.0,N/A
05FRVG-E,,N/A
0CWZQG-E,767.0,N/A
05GR2P-E,,N/A
05FW21-E,2.0,N/A
05FW5V-E,,N/A
05FW6K-E,,N/A
05GG1C-E,,N/A
05GVXQ-E,1200.0,N/A
05GXQN-E,2413.0,N/A
05GGRL-E,,N/A
05GH73-E,3782.0,N/A
05GRW0-E,89.0,N/A
0KT33N-E,,N/A
05GXT1-E,,N/A
0KT36C-E,,N/A
0KT3JD-E,,N/A
0KT413-E,,N/A
0KT437-E,,N/A
086GKL-E,,N/A
05F1DZ-E,,N/A
05GZ5Q-E,,N/A
0GRG9W-E,2185.0,N/A
05GZJW-E,,N/A
05GZPQ-E,,N/A
05GZPS-E,,N/A
05GZV7-E,,N/A
0GS2YL-E,,N/A
05H01K-E,,N/A
05H08R-E,,N/A
0G9WPX-E,92.0,N/A
05H2CM-E,,N/A
05H2KV-E,,N/A
05H2N1-E,,N/A
05H7N7-E,808.0,N/A
05H2PF-E,,N/A
05H2R4-E,957.0,N/A
05H2RY-E,,N/A
05H3BS-E,,N/A
05H3CZ-E,,N/A
05H41V-E,,N/A
05H4CG-E,,N/A
05H4CV-E,,N/A
05H4DK-E,,N/A
05H4DM-E,,N/A
05H4R2-E,,N/A
05H4R4-E,,N/A
05H4V6-E,,N/A
05H5XV-E,,N/A
05H5ZC-E,,N/A
05H5ZD-E,,N/A
05H5ZF-E,,N/A
05H5ZJ-E,,N/A
05H603-E,,N/A
05FWHS-E,2592.0,N/A
05H650-E,,N/A
05H66S-E,,N/A
05H66T-E,,N/A
05H66Y-E,,N/A
05H678-E,,N/A
05H679-E,,N/A
05H67B-E,,N/A
0GR1FH-E,6844.0,N/A
05H6GP-E,,N/A
0GSTZF-E,,N/A
05H6RJ-E,,N/A
05H6SX-E,,N/A
05H6T6-E,,N/A
05H703-E,,N/A
05H712-E,,N/A
05H7GB-E,,N/A
05H7GM-E,600.0,N/A
05H7HD-E,,N/A
05H7K5-E,,N/A
05H7VP-E,14871.0,N/A
05H7VV-E,,N/A
05H804-E,,N/A
05H805-E,,N/A
05H81T-E,,N/A
05H835-E,,N/A
05H8B7-E,,N/A
0GR6HB-E,225.0,N/A
05H8T2-E,,N/A
05H8TG-E,,N/A
05H8YK-E,,N/A
05H951-E,,N/A
05H9CD-E,,N/A
05H9MT-E,,N/A
05H9NW-E,,N/A
05H9PN-E,,N/A
05H9RM-E,,N/A
05HB4B-E,,N/A
05HBP3-E,,N/A
05FWDW-E,112.0,N/A
05HBS6-E,,N/A
05HBS8-E,,N/A
05HBV5-E,,N/A
05HBV9-E,,N/A
05HBVW-E,,N/A
05HBZL-E,,N/A
05HC04-E,,N/A
05HCNV-E,,N/A
05HD2Z-E,,N/A
0GBNRQ-E,1999.0,N/A
05H8QY-E,,N/A
05H9HN-E,136.0,N/A
05H9LF-E,26.0,N/A
05FWG8-E,50052.0,N/A
0DGFJ8-E,2744.0,N/A
0FWWCM-E,,N/A
0G7XPX-E,,N/A
05G6BC-E,86.0,N/A
0GGV1B-E,,N/A
05FWDY-E,2912.0,N/A
05FWF6-E,,N/A
05FWF7-E,26788.0,N/A
05FWH8-E,24856.0,N/A
05FWJV-E,6143.0,N/A
05FWK0-E,3079.0,N/A
05H41S-E,522.0,N/A
05H4CC-E,,N/A
05H4R3-E,,N/A
05HD31-E,,N/A
0DX2KG-E,305.0,N/A
05FY7X-E,,N/A
05HD5V-E,,N/A
05HDD5-E,,N/A
0GD7SM-E,,N/A
0CX0GC-E,1055.0,N/A
05HD3V-E,,N/A
05HDK2-E,,N/A
05HDM5-E,,N/A
0C7WRG-E,306.0,N/A
05HDMH-E,,N/A
05HDPF-E,,N/A
05HDRC-E,,N/A
05HDZ2-E,,N/A
05HDZT-E,,N/A
05HF14-E,,N/A
05HF6T-E,,N/A
05HF76-E,,N/A
05HF97-E,,N/A
05HF9V-E,,N/A
05HKHN-E,,N/A
0CX0KX-E,1112.0,N/A
05HFS8-E,556.0,N/A
0CX5JH-E,719.0,N/A
05HFST-E,,N/A
05HFZW-E,,N/A
05HG0F-E,612.0,N/A
05HG28-E,,N/A
0CX9H8-E,,N/A
05HG6F-E,,N/A
05HG9K-E,,N/A
05HGBB-E,,N/A
05HGF5-E,,N/A
0CXCLG-E,455.0,N/A
05HGHN-E,,N/A
0GJTL4-E,,N/A
0CXCPQ-E,217.0,N/A
05HGNL-E,,N/A
05HGTD-E,,N/A
05HGWS-E,,N/A
05HGZK-E,,N/A
05HH38-E,,N/A
05HH4Y-E,,N/A
05HH5M-E,494.0,N/A
0CXDZY-E,656.0,N/A
05HHCH-E,,N/A
05HHDK-E,,N/A
05HHRP-E,,N/A
05HHRS-E,,N/A
05HHT0-E,,N/A
0CXKJP-E,211.0,N/A
05HHVN-E,,N/A
05HHXC-E,,N/A
05HHZZ-E,,N/A
05HJ1N-E,2000.0,N/A
05HJ4J-E,,N/A
05HJ60-E,2302.0,N/A
05HJB8-E,,N/A
05HJCC-E,,N/A
05HJDG-E,76166.0,N/A
05HJFP-E,,N/A
05HJHD-E,,N/A
0CXLHX-E,299.0,N/A
05HJNX-E,,N/A
05HJQ1-E,,N/A
0CXLVP-E,2611.0,N/A
05FWLP-E,32614.0,N/A
0GTQY5-E,,N/A
05HK3Y-E,,N/A
05HK4R-E,,N/A
05FWLG-E,38957.0,N/A
05HKB3-E,,N/A
05HKB4-E,1900.0,N/A
05HKB7-E,,N/A
05HKBN-E,,N/A
05HKNS-E,,N/A
05HKPG-E,,N/A
05HKRY-E,,N/A
05HKX7-E,,N/A
05J4K4-E,,N/A
06RNX6-E,,N/A
0JNPCX-E,,N/A
05HL2Q-E,,N/A
05HL3D-E,,N/A
0CXP8M-E,185.0,N/A
05HLDD-E,,N/A
05HLDG-E,,N/A
0L50CD-E,,N/A
05HLDV-E,,N/A
05HLG8-E,,N/A
05HLKZ-E,2810.0,N/A
0GN679-E,367.0,N/A
07B11F-E,,N/A
0L50NH-E,,N/A
05FYGG-E,,N/A
0BY966-E,,N/A
0CXR2F-E,,N/A
0CXR55-E,3724.0,N/A
05HJJY-E,,N/A
0CXR9Y-E,5068.0,N/A
0CXV7F-E,458.0,N/A
0CXW0S-E,12022.0,N/A
0L52GK-E,,N/A
0L52P8-E,,N/A
0L52SM-E,,N/A
0CXWKW-E,567.0,N/A
0CXXXG-E,9414.0,N/A
05FY88-E,,N/A
0G3P3W-E,,N/A
0CXXY7-E,1126.0,N/A
0G5108-E,,N/A
05FY8T-E,46.0,N/A
0G8SQN-E,,N/A
05FY8Y-E,,N/A
0CXY75-E,1276.0,N/A
0CXZ78-E,,N/A
05HLL5-E,,N/A
05HLLT-E,,N/A
05HMYF-E,29263.0,N/A
05HLN8-E,,N/A
05HLQR-E,,N/A
05HLSP-E,,N/A
05G23H-E,3009.0,N/A
05HLWY-E,,N/A
05HLXC-E,20000.0,N/A
05HLY8-E,,N/A
05HLYQ-E,,N/A
0GZ9C8-E,129.0,N/A
05HLZR-E,,N/A
05G37R-E,,N/A
05HM0W-E,,N/A
0H290X-E,157.0,N/A
05HM36-E,,N/A
05HLZK-E,6548.0,N/A
05HM8K-E,,N/A
0GRMDR-E,,N/A
05HM9R-E,,N/A
05HMB0-E,,N/A
05HMBY-E,,N/A
05HMGJ-E,,N/A
0KHFY9-E,393.0,N/A
0KJXXM-E,,N/A
05HMJW-E,,N/A
05HMK0-E,,N/A
0KN6VS-E,,N/A
0KN6XQ-E,,N/A
05HMNB-E,,N/A
05HMP6-E,,N/A
0KN701-E,,N/A
0KN718-E,,N/A
05HMVS-E,,N/A
05G350-E,10.0,N/A
05HMXY-E,,N/A
05HLZV-E,,N/A
05HN14-E,,N/A
05HN17-E,233.0,N/A
05HN1H-E,,N/A
05HN27-E,,N/A
05HN2K-E,,N/A
05HND2-E,,N/A
05HND4-E,,N/A
05HNDT-E,,N/A
05HNF7-E,,N/A
05HNFC-E,,N/A
05HNFH-E,,N/A
05HNFT-E,,N/A
05HNG2-E,,N/A
05HNG3-E,,N/A
0JZDD7-E,3628.0,N/A
05HNGS-E,,N/A
06Y8T2-E,,N/A
05HNJY-E,,N/A
05HNKH-E,,N/A
05G27J-E,33.0,N/A
05G25P-E,680163.0,N/A
05HNLK-E,,N/A
0KN7MW-E,,N/A
0KN7QD-E,,N/A
05G26B-E,,N/A
05G42L-E,14890.0,N/A
05HNSF-E,,N/A
05HNT3-E,,N/A
05HNXF-E,,N/A
05HP60-E,,N/A
05HMK4-E,,N/A
05HP6P-E,,N/A
05HPBV-E,,N/A
05HPCZ-E,,N/A
05HPDD-E,,N/A
05HPDF-E,,N/A
05HPF1-E,,N/A
05HPJ0-E,179.0,N/A
0KN83D-E,,N/A
0C4HJV-E,,N/A
05HPS9-E,,N/A
05HPSQ-E,,N/A
0KN83V-E,,N/A
05HPWW-E,,N/A
0KN85Y-E,,N/A
05G31W-E,,N/A
05HLSQ-E,576.0,N/A
05G4KW-E,,N/A
0KN86X-E,,N/A
0KN8GC-E,,N/A
0KN8GT-E,,N/A
0C9VBL-E,,N/A
0DC358-E,,N/A
05G31Y-E,,N/A
05G3LM-E,100.0,N/A
05G42J-E,,N/A
05G4XV-E,10249.0,N/A
05G5BR-E,34097.0,N/A
05HLL2-E,,N/A
05HLN3-E,,N/A
05HQBG-E,,N/A
05GCYG-E,39769.0,N/A
05HQGN-E,,N/A
05HQJS-E,,N/A
0HHQRD-E,262.0,N/A
05HQKB-E,,N/A
05HQMF-E,,N/A
05HQR8-E,,N/A
05HQRF-E,,N/A
05HQRN-E,,N/A
