factset_entity_id,total_aum,equity_aum,Desktop Institution AUM,Desktop Institution Equity AUM
05HMYF-E ,29263,15466,29263,15466
05X54T-E ,,2,,2
05X98G-E ,,341,,341
05HN15-E ,1598,26,1598,26
05X9BT-E ,,92,,92
05HN2D-E ,1879,49,1879,49
05HN8K-E ,,102,,102
05HNGJ-E ,,182,,182
05HNJX-E ,,39,,39
05YGLH-E ,,1497,,1497
05HNQQ-E ,790,154,790,154
05HNR1-E ,15,11,15,11
05HNRD-E ,1168,391,1168,391
05HNT0-E ,,397,,397
05HNV4-E ,665,293,665,293
05HNZW-E ,,220,,220
05YJXZ-E ,1308,199,1308,199
05HP6D-E ,,21633,,21633
05YKV1-E ,,360,,360
05HL2P-E ,,8327,,8327
05HNG5-E ,7705,377,7705,377
05HPFF-E ,293424,108353,293424,108353
05HPJM-E ,,490,,490
05HQBH-E ,,1837,,1837
05HT9L-E ,,138,,138
05HPTV-E ,,1407,,1407
05HQ6V-E ,32801,570,32801,570
05YLXD-E ,,14813,,14813
05HQ7S-E ,17783,6158,17783,6158
05HQK2-E ,,59,,59
05HQR0-E ,,6925,,6925
05HR7J-E ,1547,663,1547,663
05YMR6-E ,206840,3738,206840,3738
05HRJK-E ,3827,1012,3827,1012
05HRRV-E ,9153,2418,9153,2418
05HRS1-E ,,2,,2
05YV0W-E ,,2909,,2909
05HRSY-E ,,381,,381
05HS0B-E ,,14,,14
05HS2L-E ,738,240,738,240
05HS53-E ,,1036,,1036
05HS58-E ,,110,,110
05HS5M-E ,7018,1318,7018,1318
05HS5N-E ,,14,,14
05HS5S-E ,,1715,,1715
05HS5T-E ,,757,,757
05HS5X-E ,,88,,88
05HS60-E ,,5,,5
05HS65-E ,516,110,516,110
05HS6B-E ,695,66,695,66
05HS6W-E ,,531,,531
05HS74-E ,,189,,189
05YVNX-E ,81,8,81,8
05HS8F-E ,,963,,963
05HSHM-E ,,339,,339
05HSP3-E ,,1001,,1001
05HSPB-E ,,1637,,1637
05HSWF-E ,26922,10896,26922,10896
05HSXJ-E ,,39,,39
05ZG69-E ,,24,,24
05ZH8K-E ,,14,,14
05HT4S-E ,4573,2185,4573,2185
05HT57-E ,,48,,48
05HT9C-E ,,1426,,1426
05HT9M-E ,,53,,53
05HTD1-E ,,764,,764
05ZJLV-E ,76875,1111,76875,1111
05HTL6-E ,,5,,5
05HT6V-E ,76150,10364,76150,10364
05HRRP-E ,11135,525,11135,525
05HV62-E ,,13,,13
05ZJM2-E ,33381,38,33381,38
05HVTH-E ,,212,,212
05HVXC-E ,,178,,178
05ZK5P-E ,14248,280,14248,280
05HW0K-E ,,235,,235
05HW0X-E ,,113,,113
05HW0Z-E ,,189,,189
05HW11-E ,2752,2587,2752,2587
05HWBN-E ,,32033,,32033
05HWCT-E ,,2473,,2473
05HX0B-E ,,11425,,11425
05HX1N-E ,5513,3725,5513,3725
05HX5B-E ,,23,,23
05ZWFV-E ,2084,204,2084,204
05ZXL8-E ,,2810,,2810
05HY1K-E ,,290,,290
05HY34-E ,,6053,,6053
05HYKX-E ,,7018,,7018
05HYPZ-E ,188,124,188,124
05HYQD-E ,126,127,130,127
05HYTH-E ,118,60,118,60
05HZVB-E ,19000,794,19000,794
05J0LL-E ,,0,,0
05J0NR-E ,,2226,,2226
05ZY6V-E ,,87,,87
05ZY8P-E ,,17,,17
05J24Y-E ,,242,,242
05J48R-E ,,600,,600
05J4K4-E ,,51,NO DATA,NO DATA
05J57J-E ,,32743,,32743
05ZZV2-E ,,170,,170
05J5P6-E ,1802,1568,1802,1568
05J69C-E ,,6425,,6425
05J6HD-E ,,28,,28
05J6J5-E ,11894,7713,11894,7713
05J6JN-E ,,4167,,4167
05J6KB-E ,8539,4274,8539,4274
05J6KH-E ,,7923,,7923
05J6LL-E ,,219391,,219391
05HV68-E ,,3028,,3028
05J6NP-E ,,0,,0
05J6PJ-E ,20690,2076,20690,2076
05J6QK-E ,25958,18203,25958,18203
05J6S2-E ,,134068,,134068
05J6V0-E ,,1808,,1808
05J6V2-E ,,237,,237
05J6X7-E ,,1,,1
05J6XX-E ,,459,,459
05J6Y6-E ,,8409,,8409
05J6YK-E ,28504,32,28504,32
05J70N-E ,20,15,20,15
05J70V-E ,,45,,45
05J7PX-E ,,3496,,3496
05J81X-E ,65,25,65,25
05J826-E ,14010,2273,14010,2273
05J7PB-E ,,9,,9
05J95L-E ,,315,,315
05J85M-E ,,548,,548
05J862-E ,,1819,,1819
05J871-E ,806621,427426,806621,427426
05J87Y-E ,,2210,,2210
05J88Y-E ,,166,,166
05J8D9-E ,,1318392,,1318392
06086F-E ,10156,77,10156,77
05J8DV-E ,,89,,89
05J8DZ-E ,2241,924,2241,924
0609P3-E ,6023,306,6023,306
05J8FZ-E ,,305,,305
05J8GQ-E ,,2539,,2539
05J8H4-E ,,654,,654
060D37-E ,,55,,55
060FKW-E ,,868,,868
060G0R-E ,,61,,61
05J8VY-E ,,94,,94
05J91S-E ,2240,1393,2240,1393
05J92G-E ,1747,1202,1747,1202
05J95Q-E ,,284,,284
05J97C-E ,254,200,254,200
05J9ST-E ,372,1,372,1
05JBJD-E ,32323,2304,32323,2304
05JCYT-E ,,100,,100
05JDYF-E ,,5,,5
05JGDB-E ,,669,,669
05JJ00-E ,,240,,240
05JJ4W-E ,,232,,232
05JJ8C-E ,,22,,22
05JJ9M-E ,,18881,,18881
05JJB4-E ,37673,14822,37673,14822
05JJBM-E ,56676,14277,56676,14277
05JJC2-E ,34931,5410,34931,5410
05J7YF-E ,,166,,166
060GKR-E ,,215,,215
060867-E ,,13041,,13041
05JJC3-E ,38462,10600,38462,10600
05JJP9-E ,38426,149,38426,149
060JT6-E ,,125,,125
05JK0Z-E ,,28,,28
060L5Q-E ,41377,23,41377,23
05JK55-E ,,148,,148
05JK5T-E ,2434,777,2434,777
060M63-E ,15179,3,15179,3
05JK9P-E ,,51610,,51610
060Q8R-E ,,93,,93
060R4K-E ,,2,,2
060T9C-E ,,14,,14
060TXW-E ,,19,,19
05JLQ7-E ,,1,,1
05JM1K-E ,,68,,68
05JM1R-E ,,1852,,1852
05JM5P-E ,348010,227,348010,227
05JMGY-E ,4377,8,4377,8
060W0Q-E ,5383,73,5383,73
060XP5-E ,,45,,45
05JNWB-E ,1584,13,1584,13
05JNX7-E ,2284,6,2284,6
05JP7W-E ,4561,2742,4561,2742
05JPXJ-E ,,454,,454
06121L-E ,6241,104,6241,104
061232-E ,15700,12,15700,12
05JRL0-E ,,63,,63
06123B-E ,,5,,5
05JRTX-E ,58950,1502,58950,1502
0613LG-E ,,12,,12
05JRVG-E ,54174,12494,54174,12494
0613VC-E ,,0,,0
06160Z-E ,,0,,0
06164L-E ,,5,,5
0616TF-E ,,103,,103
05JS77-E ,,146,,146
06171J-E ,,2,,2
06177D-E ,513643,196,513643,196
06177X-E ,34636,114,34636,114
0618CN-E ,41018,3106,41018,3106
0619Z5-E ,101843,171,101843,171
05JTHH-E ,,4,,4
05JTPD-E ,,59,,59
061BFK-E ,,19,,19
05JV95-E ,7937,2338,7937,2338
05JVGZ-E ,873,554,873,554
061BL1-E ,,339,,339
05JVZ3-E ,,329,,329
05JW0M-E ,1210,27,1210,27
05JW4Y-E ,1984,182,1984,182
061DDT-E ,,49,,49
061G03-E ,,0,,0
05JW7K-E ,,847,,847
05JW9Q-E ,,10,,10
05JWC0-E ,434,500,434,500
061K4L-E ,,98,,98
05JWN3-E ,,0,NO DATA,NO DATA
060LR7-E ,,25,,25
05JX6P-E ,50364,3332,50364,3332
05JX8X-E ,,5,,5
05JXDT-E ,,362,,362
05JXJ4-E ,597,0,597,0
05JXJ9-E ,131,134,131,134
05JXNH-E ,213,10,213,10
05JYL1-E ,,1,,1
05JXQP-E ,11985,36204,11985,36204
05JXXQ-E ,121,56,121,56
05JY6J-E ,833,21,833,21
05JYY6-E ,9585,7092,9585,7092
05K3FW-E ,2069,116,2069,116
061KVQ-E ,,4,,4
061LY9-E ,45292,24,45292,24
061MF9-E ,,1,,1
061QF2-E ,51101,302,51101,302
061VHS-E ,,18,,18
05K197-E ,,54,,54
05K1M2-E ,65199,9,65199,9
05K1Y6-E ,10189,4546,10189,4546
05K1YC-E ,,4686,,4686
061VNZ-E ,,12,,12
05K2L0-E ,,595,,595
062C9R-E ,,73,,73
062GLF-E ,,71,,71
05K304-E ,,2666,,2666
05K31K-E ,951192,7842,951192,7842
062JKD-E ,,1,,1
062R36-E ,,22,,22
06324D-E ,,122,,122
05K3CY-E ,,26,,26
05K3D6-E ,,103,,103
05K3FH-E ,517,478,517,478
05K3M3-E ,26303,1104,26303,1104
0634S8-E ,,548,,548
05K3VS-E ,,5,,5
05K3Y6-E ,,10,,10
05K41S-E ,,5554,,5554
05K456-E ,,1408,,1408
05K46W-E ,,262,,262
063876-E ,,30,,30
05K57N-E ,,20070,,20070
063CYK-E ,29891,2,29891,2
05K5ZF-E ,,783,,783
05K5ZS-E ,2893,195,2893,195
063LM2-E ,,0,,0
05K28L-E ,322920,61322,322920,61322
05K634-E ,,508,,508
05K846-E ,,244,,244
05K6G9-E ,180,79,180,79
063XBQ-E ,,374,,374
05K6NQ-E ,6199,1819,6199,1819
05K6Q5-E ,,11501,,11501
05K75W-E ,,13826,,13826
05K77N-E ,,0,,0
0642QD-E ,,6,,6
0643HM-E ,,16,,16
05K7S6-E ,,236,,236
05K7SL-E ,,1131,,1131
05K7T2-E ,284,132,284,132
0646S9-E ,,58,,58
064DQ9-E ,91,40,91,40
05K84F-E ,234857,16522,234857,16522
05K88G-E ,1257,615,1257,615
05K8HP-E ,3992,1624,3992,1624
05K8JX-E ,207,95,207,95
064K3V-E ,,743,,743
05K8QH-E ,,507,,507
05K8XH-E ,4553,2258,4553,2258
064VZR-E ,,1,,1
05K91R-E ,,826,,826
05K92L-E ,,1,,1
05K9BD-E ,16000,13489,16000,13489
05K9CX-E ,16128,2365,16128,2365
065FWR-E ,,62,,62
05K9Q3-E ,,73,,73
05K9Q7-E ,,11431,,11431
065M6Z-E ,431601,30474,431601,30474
05K8K4-E ,,3388,,3388
05K7R4-E ,,2005,,2005
065MPS-E ,14803,968,14803,968
05KB6J-E ,,662,,662
05KBDS-E ,57850,5215,57850,5215
065RGL-E ,7059,69,7059,69
05KBV4-E ,,163,,163
05KBV9-E ,,2,,2
05KBVH-E ,,20,,20
05KBVS-E ,17077,16858,17077,16858
05KBWD-E ,,13728,,13728
0666YX-E ,10092,14,10092,14
05KCPY-E ,1170,73,1170,73
066G8N-E ,,1400,,1400
066PDH-E ,1552,99,1552,99
05KDT2-E ,,678,,678
066SX4-E ,,14,,14
05KFLV-E ,,10,,10
05KFM2-E ,,0,,0
066W7F-E ,,1,,1
05KFYL-E ,,14,,14
05KG7N-E ,,189,,189
05KGGX-E ,,147,,147
05KGHG-E ,,219,,219
05KHFR-E ,1600,197,1600,197
05KHGG-E ,,0,,0
05KHGN-E ,,200,,200
05KHN7-E ,,126,,126
05KHS7-E ,973,747,973,747
066X4Q-E ,,918,,918
05KJ5F-E ,12861,0,12861,0
066ZQW-E ,,1,,1
05KJJW-E ,37000,525,37000,525
05KJKZ-E ,17140,1884,17140,1884
05KJN1-E ,,4,,4
05KJTQ-E ,313,168,313,168
0670B5-E ,,0,,0
0670SH-E ,,406,,406
05KKNJ-E ,31,9,31,9
05KKZH-E ,5925,621,5925,621
05KM01-E ,,5,,5
05KM2L-E ,,35,,35
05KMDR-E ,2147,152,2147,152
05KMM1-E ,,3426,,3426
05KMZ1-E ,1019,943,1019,943
0674JB-E ,,2,,2
05KN5W-E ,,3068,,3068
05KN79-E ,,17,,17
05KNGR-E ,,1866,,1866
067GHQ-E ,,307,,307
05KNR7-E ,10000,98,10000,98
05KNTS-E ,,162,,162
05KP9Z-E ,,8051,,8051
05KPC2-E ,,362,,362
05KPSG-E ,,2464,,2464
067LNJ-E ,,0,,0
05KPTH-E ,,76,,76
05KPVQ-E ,1100,285,1100,285
05KPW5-E ,2773,23,2773,23
05KQ58-E ,723,184,723,184
067MHZ-E ,,149,,149
05KQ84-E ,5761,0,5761,0
05KQ8P-E ,400,370,400,370
05KQBK-E ,13353,294,13353,294
05KQJ4-E ,,231,,231
05KQKF-E ,,0,,0
05KQR4-E ,2200,9,2200,9
05KQS8-E ,36700,31516,36700,31516
05KR6B-E ,,716,,716
05KR8J-E ,,30,,30
05KRKB-E ,13703,1360,13703,1360
067NSF-E ,,2,,2
05KSHP-E ,25829,3059,25829,3059
05KSPQ-E ,281,12,281,12
05KSQF-E ,526,41,526,41
05KSXZ-E ,5659,54,5659,54
05KSZ2-E ,,420,,420
05KTD3-E ,,0,,0
05KTN1-E ,15314,0,15314,0
05KTRC-E ,857,266,857,266
05KTRJ-E ,15492,1793,15492,1793
05KV4D-E ,,126,,126
05KZSB-E ,,3,,3
05KVJ6-E ,500,0,500,0
05KVKH-E ,,1025,,1025
05KVQ1-E ,3348,1361,3348,1361
05KW07-E ,,18,,18
05KWHH-E ,3,3328,3,3328
05KWNY-E ,700,277,700,277
05KWZ8-E ,2283,209,2283,209
05KX65-E ,,57,,57
05KY5L-E ,,0,,0
05KYGK-E ,44626,823,44626,823
05KYR6-E ,1539,1388,1539,1388
067SD1-E ,,17,,17
05KZ4Q-E ,,3,,3
05KZN7-E ,,20421,,20421
05KZRG-E ,1129,342,1129,342
05L030-E ,11408,0,11408,0
05L07D-E ,,6468,,6468
05L08J-E ,61000,2045,61000,2045
05L09W-E ,,169,,169
05L0NV-E ,,138,,138
067WKB-E ,,39,,39
05L11J-E ,9824,37,9824,37
05L1JM-E ,184,20,184,20
05L1TX-E ,4936,7,4936,7
067X88-E ,42820,3,42820,3
05L23X-E ,,548,,548
0685R7-E ,,10,,10
05L2P4-E ,,127,,127
0685VL-E ,,39,,39
05L36R-E ,10,10,10,10
05L3G8-E ,,1673,,1673
05L3HN-E ,,310,,310
0686FT-E ,,4,,4
05L4KX-E ,109,0,109,0
05L50C-E ,10695,1933,10695,1933
05L56M-E ,,51,,51
05L57M-E ,12029,1629,12029,1629
05L5BS-E ,,53,,53
05L5Y0-E ,1739,60,1739,60
05L5Y9-E ,,10,,10
05L6S1-E ,200,11,200,11
05L79N-E ,,4,,4
06875L-E ,,70,,70
05L80N-E ,,3353,,3353
05L8J6-E ,19800,1040,19800,1040
05L8NW-E ,,1746,,1746
05L8SM-E ,20363,160,20363,160
05L8V9-E ,4862,462,4862,462
0689WK-E ,,338,,338
05L9XV-E ,251023,24407,251023,24407
05LB20-E ,8806,105,8806,105
05LB2Z-E ,1596,1174,1596,1174
05LC6V-E ,,3,,3
05LC8Q-E ,,647,,647
05LCPC-E ,144636,470,144636,470
068PR1-E ,6474,3117,6474,3117
05LD6G-E ,111,98,111,98
05LD8J-E ,,95,,95
05LDB3-E ,221,154,221,154
068VRK-E ,2016,86,2016,86
05LDX9-E ,594,210,594,210
05LFYW-E ,303,223,303,223
05LG6T-E ,218,108,218,108
068Y6L-E ,51436,2,51436,2
05LGJN-E ,13252,764,13252,764
05LGTQ-E ,,3757,,3757
05LGVK-E ,,1436,,1436
05LK43-E ,28296,102,28296,102
05LKNS-E ,133895,13655,133895,13655
05LKS7-E ,,660,,660
05LKTL-E ,,34,,34
05LKXG-E ,,355,,355
05LLK7-E ,4866,2119,4866,2119
05LLL3-E ,,21350,,21350
05LLLQ-E ,711,323,711,323
05LLZG-E ,,248,,248
05LM6H-E ,294,164,294,164
05LM8Y-E ,,2963,,2963
05LMFH-E ,,84,,84
05LMFL-E ,,1056,,1056
05LMK8-E ,25430,2018,25430,2018
05LMVL-E ,,0,,0
05LMXJ-E ,47501,4944,47501,4944
06916V-E ,100239,329,100239,329
05LNBT-E ,177,138,177,138
0692H7-E ,1567,35,1650,35
05LPPB-E ,165,156,165,156
05LQ04-E ,,1490,,1490
05LQG8-E ,,0,,0
0699C1-E ,,2,,2
05LQS4-E ,,0,,0
069GK2-E ,,15,,15
05LR40-E ,833,486,833,486
05LR45-E ,48922,253,48922,253
05LR4G-E ,,954,,954
05LR9X-E ,2984,263,2984,263
05LRBB-E ,,6,,6
05LRG4-E ,750,500,750,500
05LRRY-E ,,2159,,2159
069NXX-E ,26611,18,26611,18
069PT1-E ,,1754,,1754
05LSQ9-E ,342,152,342,152
05LV4J-E ,3769,3186,3769,3186
05LT39-E ,1942,772,1942,772
05LT4N-E ,133,75,133,75
05LT9Y-E ,296,260,296,260
05LTFD-E ,283,196,283,196
05LTZJ-E ,1487,1049,1487,1049
05LV5B-E ,10808,896,10808,896
05LVBC-E ,2324,1367,2324,1367
05LVK2-E ,254,237,254,237
05LVNC-E ,6337,904,6337,904
05LVY7-E ,3316,2319,3316,2319
05LW9V-E ,,3,,3
05LWBP-E ,14234,273,14234,273
05LWWG-E ,,0,,0
05LX7C-E ,827,538,827,538
05LXQ0-E ,235,111,235,111
05LYQC-E ,,80,,80
05LYWX-E ,752,639,752,639
05LZ0L-E ,861,167,861,167
05LV86-E ,13092,238,13092,238
05LZ44-E ,,677,,677
05LZJ9-E ,600,459,600,459
05LZRN-E ,537,431,537,431
06B7F6-E ,,1,,1
05M0X2-E ,121,102,121,102
06BGFH-E ,,986,,986
05M15R-E ,262,109,262,109
06BJ3K-E ,,5,,5
05M1VJ-E ,257,143,257,143
06BX7C-E ,50,0,50,0
05M2FB-E ,237,191,237,191
06CHB2-E ,,318,,318
05M2QJ-E ,,0,,0
06CXGK-E ,,76,,76
06DGN7-E ,5967,21,5967,21
06DK6F-E ,8758,21,8758,21
05M3B8-E ,27304,24,27304,24
05M44Q-E ,345,7,345,7
05M4CD-E ,732,149,732,149
05M4JB-E ,,0,,0
06F4XL-E ,8498,125,8498,125
05M4QM-E ,,2033,,2033
05M4WB-E ,1344,843,1344,843
05M581-E ,15444,332,15444,332
05M5P5-E ,3276,0,3276,0
06F61S-E ,,40,,40
05M5W1-E ,,34,,34
05M67P-E ,316,141,316,141
05M67X-E ,291,199,291,199
05M69V-E ,489,17,489,17
06F88T-E ,,2,,2
06F9M0-E ,,176,,176
05M73Z-E ,,104,,104
05M743-E ,,0,,0
05M8L0-E ,,438,,438
05M7YW-E ,1938,319,1938,319
05M84H-E ,759,25,759,25
05M8N3-E ,,1,,1
05M8NR-E ,247,162,221,162
05M8Q9-E ,437,66,437,66
05M96R-E ,2419,273,2419,273
05M9G5-E ,,99335,,99335
06FCBV-E ,506,3,520,3
05MBF8-E ,10963,515,10963,515
05MBSH-E ,,847,,847
05MBTX-E ,,12,,12
05MBX1-E ,,15899,,15899
05MC4J-E ,,1408,,1408
05MC56-E ,,0,,0
05MCD4-E ,605,519,605,519
05MCL9-E ,305,261,305,261
05MD6N-E ,4612,1575,4612,1575
06FJ6W-E ,,41,,41
06FDF1-E ,,0,,0
05M9DN-E ,,2261,,2261
05MDCD-E ,316,198,316,198
05MDFB-E ,721,609,721,609
05MDG9-E ,260,152,260,152
05MDX6-E ,1228,536,1228,536
05MFWB-E ,,5985,,5985
05MG3N-E ,369,326,369,326
05MGQ3-E ,968,226,968,226
06FMF1-E ,2568,751,2568,751
05MGXL-E ,6843,407,6843,407
06FMJP-E ,,356,,356
05MHV5-E ,,1431,,1431
06FTHJ-E ,,0,,0
05MKDZ-E ,3800,150,3800,150
05MKJ0-E ,631,473,631,473
05MKJL-E ,195,7,195,7
05MKKF-E ,8,0,8,0
05MKKQ-E ,,27,,27
05MKVR-E ,212,121,212,121
05ML4H-E ,143,97,143,97
05MLCR-E ,,272,,272
06FV15-E ,,8,,8
05MLW5-E ,140000,1708,140000,1708
05MLZL-E ,,24,,24
05MLZQ-E ,,32,,32
05MM26-E ,,107,,107
05MM4Q-E ,461,12,461,12
05MM82-E ,,533,NO DATA,NO DATA
05MMG1-E ,685,327,685,327
05MMKX-E ,,152,,152
05MMPK-E ,32397,8680,32397,8680
05MMYQ-E ,,23,,23
06G23X-E ,,23,,23
05MNH2-E ,622,355,622,355
05MNW5-E ,643,36,643,36
05MNWG-E ,1333,670,1333,670
05MP64-E ,17265,875,17265,875
05MPPK-E ,2,7,2,7
05MPS0-E ,1896,80,1896,80
05MPT5-E ,,29,,29
06G8BQ-E ,859,0,859,0
06G8DB-E ,,253,,253
05MQFW-E ,,49,,49
05MQGK-E ,,978,,978
05MQQT-E ,,18,,18
05MR0J-E ,,0,,0
06G8JH-E ,,0,,0
05MRJ9-E ,294,166,294,166
06GBDJ-E ,,6,,6
06GF5Q-E ,,3,,3
05MRSJ-E ,3,20,3,20
05MRZQ-E ,4000,66,4000,66
05MS0W-E ,2685,1398,2685,1398
06GJ11-E ,,232,,232
05MS74-E ,38,24,38,24
05MS7R-E ,709,314,709,314
05MSDR-E ,,63,,63
05MSJD-E ,9,8,9,8
05MSMB-E ,,14,,14
05MSWB-E ,940,826,940,826
06GMG4-E ,,4,,4
06GTW4-E ,,46,,46
05MT4L-E ,561,320,561,320
05MT87-E ,410,286,410,286
05MTD6-E ,850,16,850,16
06GYL8-E ,1498,374,1498,374
06GZKP-E ,75817,1246,75817,1246
05MW84-E ,,225,,225
05MWZ6-E ,,565,,565
05MX1B-E ,,725,,725
05MY6R-E ,,275,,275
05MYDK-E ,352,208,352,208
05MYJG-E ,,16482,,16482
05MYM5-E ,6250,0,6250,0
05MZ1Y-E ,,2153,,2153
05N0RG-E ,274,229,274,229
05N0Z8-E ,1572,413,1572,413
05N1W4-E ,6478,546,6478,546
05N1ZB-E ,29849,314,29849,314
05N4CM-E ,3074,126,3074,126
06H1JG-E ,,2568,,2568
06H025-E ,,26615,,26615
05N4PC-E ,4610,3117,4610,3117
05N4PZ-E ,,57,,57
05N5MM-E ,121,0,121,0
05N5Z8-E ,,4,,4
05N62L-E ,,49,,49
05N6BH-E ,,0,,0
05N6P3-E ,3425,774,3425,774
05N6PZ-E ,,8,,8
06H2GX-E ,19328,102,19328,102
05N8B0-E ,,475,,475
06H5HY-E ,,1,,1
06HB1W-E ,,13,,13
05NC1X-E ,,53,,53
05NCHY-E ,440,303,440,303
05NCLR-E ,13718,1950,13718,1950
06HPTR-E ,,10,,10
05NDLZ-E ,47609,699,47609,699
05NDVD-E ,625,88,625,88
05NDVW-E ,18600,7360,18600,7360
06HTKR-E ,,0,,0
06J4M6-E ,,236,,236
05NFB8-E ,,3351,,3351
06JCFR-E ,,0,,0
06JRHY-E ,64291,891,64291,891
05NG09-E ,,239,,239
05NG9G-E ,,138,,138
05NGBF-E ,,7,,7
06JSF2-E ,,10,,10
05NH87-E ,1600,121,1600,121
05NHFR-E ,,34,,34
06JTVF-E ,,5,,5
06JX2N-E ,,282,,282
05NHZ4-E ,7074,2921,7074,2921
05NJNS-E ,,674,,674
06K3N1-E ,,1,,1
05NKJ0-E ,,2,,2
05NKJ8-E ,,298,,298
05NKNY-E ,1021,0,1021,0
06KCH5-E ,,106,,106
06KCZY-E ,,72,,72
06KG6T-E ,,130,,130
06HR2W-E ,,3,,3
05NM1V-E ,1855,50,1855,50
05NM5H-E ,,39,,39
05NM7S-E ,,442,,442
05NMCK-E ,,54,,54
05NNRP-E ,,12,,12
06KQ3M-E ,23,1,23,1
05NP41-E ,,4420,,4420
05NQG2-E ,2700,284,2700,284
05NQH0-E ,,187,,187
05NQW8-E ,,116,,116
06KTQV-E ,,45,,45
05NRRD-E ,240,176,240,176
05NRSG-E ,324,153,324,153
06KX99-E ,,20,,20
05NSLR-E ,,27,,27
05NSMN-E ,695,0,NO DATA,NO DATA
05NSRR-E ,445,347,445,347
05NSX0-E ,220,47,220,47
05NT50-E ,260,6,260,6
05NT57-E ,813,27,813,27
05NT9D-E ,,5,,5
05NTSM-E ,,9,,9
06KZ88-E ,,3,,3
05NVLS-E ,2524,14,2524,14
05NW1W-E ,1800,139,1800,139
05NWR2-E ,700,142,700,142
05NWTW-E ,,78,,78
06L1TD-E ,,870,,870
05NSK8-E ,52687,4681,52687,4681
05NX01-E ,404,0,404,0
05NX26-E ,,0,NO DATA,NO DATA
05NXHK-E ,,334,,334
05NY1B-E ,957,22,957,22
05NY1C-E ,5826,1071,5826,1071
05NYPF-E ,800,116,800,116
05NZ0J-E ,83,3,83,3
05NZ3P-E ,,1261,,1261
05NZ6W-E ,,0,,0
05NZ7C-E ,286,3,286,3
05P00B-E ,,67,,67
05P1LV-E ,,28,,28
05P1N6-E ,740,16,740,16
05P1ZR-E ,4000,2,4000,2
05P2KM-E ,6800,3077,6800,3077
05P2LW-E ,901,5,901,5
06L6V8-E ,,13,,13
05P5CR-E ,216750,6095,216750,6095
05P5HT-E ,,451,,451
06LDJF-E ,,28,,28
05P6X6-E ,,8,,8
05PCMH-E ,11684,10264,11684,10264
05P7T5-E ,1977,257,1977,257
06LDLY-E ,,89,,89
05P8JC-E ,,889,,889
06LDV1-E ,,6,,6
05P9DC-E ,,1103,,1103
05PB4T-E ,,1,,1
05PCPC-E ,282,154,282,154
05PDRZ-E ,,2721,,2721
06LL3J-E ,,31,,31
05PFFZ-E ,1285,621,1285,621
05PG7S-E ,24736,23373,24736,23373
05PGY3-E ,,151,,151
05PGZX-E ,,2,,2
06LLR3-E ,,16,,16
05PHWT-E ,35799,1732,35799,1732
06LKTD-E ,,642,,642
05PJ87-E ,,115,,115
05PJCP-E ,,1540,,1540
05PKND-E ,7270,4138,7270,4138
05PLDK-E ,338,144,338,144
05PLGR-E ,100,430,100,430
05PMRR-E ,4700,502,4700,502
05PN3Q-E ,,535,,535
05PNCY-E ,,72,,72
06LKVF-E ,6590,28,6590,28
05PN7C-E ,2665,2146,2665,2146
05PP01-E ,401,168,401,168
05PP2T-E ,1245,480,1245,480
06LT3B-E ,,36,,36
06M5NQ-E ,,3,,3
05PQDL-E ,37735,695,37735,695
05PQHB-E ,,826,,826
05PQHF-E ,,203,,203
05PQMJ-E ,501,331,501,331
05PQRZ-E ,171,122,171,122
05PQX3-E ,798,278,798,278
05PRB3-E ,168,106,168,106
05PRVV-E ,195,108,195,108
05PT5C-E ,258,99,258,99
05PT8J-E ,,12,,12
05PTV9-E ,370,172,370,172
06M7GN-E ,909,174,909,174
05PVLP-E ,,100,,100
05PW0Y-E ,563,263,563,263
05PW13-E ,,901,,901
06MC4C-E ,,2,,2
05PW4T-E ,1215,963,1215,963
05PX25-E ,235,149,235,149
05PX95-E ,,57,,57
05PXQS-E ,37,21,37,21
05PXRQ-E ,209,149,209,149
05PXW6-E ,496,180,496,180
05PY4X-E ,26093,14806,26093,14806
05PY7P-E ,400,219,400,219
05PY9Q-E ,2391,222,2391,222
05PYF3-E ,210,116,210,116
06MCRB-E ,,10,,10
05PZ29-E ,667,289,667,289
05PZ5N-E ,61,24,61,24
06MFRG-E ,,673,,673
05PZV5-E ,10006,9087,10006,9087
05Q012-E ,284,41,284,41
05Q0J3-E ,26720,2079,26720,2079
05Q0M6-E ,1561,1000,1561,1000
05Q0XH-E ,,2856,,2856
05Q21W-E ,,808,,808
05Q22M-E ,,5,,5
05Q2XS-E ,,29,,29
05Q2ZV-E ,,35,,35
05Q31V-E ,,5,,5
05Q3VB-E ,,252,,252
05Q434-E ,7000,0,NO DATA,NO DATA
06MGF8-E ,,392,,392
05QW89-E ,,356,,356
05Q47Z-E ,,1154,,1154
05Q5JJ-E ,,0,,0
05Q6FJ-E ,68322,1439,68322,1439
06ML2W-E ,,145,,145
05Q8QS-E ,2195,0,2195,0
05Q90T-E ,,29,,29
05Q92M-E ,70727,3502,70727,3502
05Q931-E ,,278,,278
05QBT3-E ,201816,186466,201816,186466
05QDQ7-E ,,4332,,4332
06MP5D-E ,,17,,17
05QKJC-E ,719,339,719,339
06MPHB-E ,,4,,4
06MWTN-E ,,0,,0
05QL3J-E ,890,314,890,314
05QMVD-E ,20035,16764,20035,16764
05QMZC-E ,,314,,314
05QP28-E ,,0,,0
06N14N-E ,,189,,189
