factset_entity_id,total_aum,equity_aum,Desktop Institution AUM,Desktop Institution Equity AUM
0CZVS3-E ,,27,2714,1821
0759ZH-E ,2510,198,817,598
075BL1-E ,2714,1821,322,27
075BP8-E ,817,598,110,18
0CZZJ4-E ,322,27,,219
0D02PL-E ,110,18,,1294
075DYD-E ,,219,3222,149
0CZDZF-E ,,1294,,76
0D0RVV-E ,3222,149,160,103
0D14XR-E ,,76,,0
075GQR-E ,160,103,,4
075GRR-E ,,0,289,91
075HDR-E ,,4,,5
0D1N7Q-E ,289,91,,30
075JQT-E ,,5,259,234
0D23M0-E ,,30,,402
075JX3-E ,259,234,,1
0D2PWP-E ,,402,,1
0D2V3P-E ,,1,,4
0D331F-E ,,1,,6
075LG9-E ,,4,,318
075LPZ-E ,,6,,3
075ML9-E ,,318,10156,3960
0D39H9-E ,,3,,3
075NT7-E ,10156,3960,,32
075PST-E ,,3,999,193
0D44TK-E ,,32,,91
075Q2W-E ,999,193,,267
0D4516-E ,,91,2701,1554
075Q7Z-E ,,267,,788
075QDF-E ,2701,1554,338,143
0D4GMC-E ,,788,,4769
075QT1-E ,338,143,1272,10
075R81-E ,,4769,,2
075RK9-E ,1272,10,,0
0D4QRF-E ,,2,,16757
075RS3-E ,,0,,848
075SG7-E ,,16757,1131,55
075TQ6-E ,,848,2763,0
0761Q3-E ,1131,55,,10
075TVP-E ,2763,0,,179
0D5GSW-E ,,10,,0
075VJT-E ,,179,,4868
075VNP-E ,,0,,12
0D5PDN-E ,,4868,,1568
0D5Z50-E ,,12,3532,315
075Z9Y-E ,,1568,,69
075ZB2-E ,3532,315,,108
075ZJX-E ,,69,2488,409
0760JB-E ,,108,,2
0760MQ-E ,2488,409,,12
0D6445-E ,,2,,1173
0D65XL-E ,,12,,32
0D67QC-E ,,1173,,3
0D6BY7-E ,,32,,77
0D6C6T-E ,,3,,13
0761P8-E ,,77,13975,270
0761QP-E ,,13,2776,2300
0760NH-E ,13975,270,,1367
0760PS-E ,2776,2300,,830
076780-E ,,1367,,73
07624G-E ,,830,,1
0762GN-E ,,73,4858,315
0D6P29-E ,,1,,0
07635R-E ,4858,315,,129
0763MD-E ,,0,,4
0763XP-E ,,129,,101
0D6QM8-E ,,4,,29
0D6TX0-E ,,101,,5
0D6YYR-E ,,29,,1
07660V-E ,,5,,408
0D71K5-E ,,1,,25
0766B4-E ,,408,,8
0766LV-E ,,25,,5
0D74CM-E ,,8,,72
0767ZC-E ,,5,,7
07680N-E ,,72,,63
07682T-E ,,7,6056,792
0768BR-E ,,63,,13
0769NL-E ,6056,792,,498
076C98-E ,,13,2518,578
076CGT-E ,,498,,10
076CJG-E ,2518,578,,170
076DQ5-E ,,10,,0
0D80HR-E ,,170,,57
0D851F-E ,,0,,17
076DTT-E ,,57,7585,87
076F0K-E ,,17,,122
0D8BFR-E ,7585,87,,4
076FHD-E ,,122,208,7
0D8MB9-E ,,4,,105
0D9HJ1-E ,208,7,560,88
0D9NFM-E ,,105,,13
076HTS-E ,560,88,,2
076KLZ-E ,,13,,0
076KN4-E ,,2,,4734
0DB235-E ,,0,,481
0DBF6G-E ,,4734,1765,2
076MP4-E ,,481,,24
0DBQ1R-E ,1765,2,,2327
0DCFB4-E ,,24,,2
076PQ4-E ,,2327,,4
0DCPPP-E ,,2,4500,316
076QSX-E ,,4,,53
076R6L-E ,4500,316,632,1
0DCXHP-E ,,53,431,58
076RHL-E ,632,1,844,548
076RKB-E ,431,58,857,38
076RL2-E ,844,548,,11
076RN9-E ,857,38,13980,111
076S7Y-E ,,11,,296
076TLM-E ,13980,111,35,94
076TQW-E ,,296,400,37
076TW9-E ,35,94,,98
076WJ1-E ,400,37,,415
076WQ2-E ,,98,230,25
076XQK-E ,,415,,107
076Y7L-E ,230,25,339,154
0DDCKK-E ,,107,114,7
0DDD9G-E ,339,154,,726
076ZYB-E ,114,7,3211,112
0770D5-E ,,726,6528,424
0770NZ-E ,3211,112,1649,441
07735L-E ,6528,424,,146
0773F4-E ,1649,441,198,48
0774D7-E ,,146,2598,842
0DDXZ6-E ,198,48,189,125
0774V8-E ,2598,842,,6
0774YR-E ,189,125,612,209
0DF6JF-E ,,6,335,0
07769X-E ,612,209,,7
0776K9-E ,335,0,,0
0DF8M3-E ,,7,183,8
0779TK-E ,,0,,48
077C7L-E ,183,8,,3
0DFP0D-E ,,48,,151087
077CR8-E ,,3,,71
077CYS-E ,,151087,303,75
077CZN-E ,,71,364,278
077DCD-E ,303,75,,14
077F3L-E ,364,278,,0
077GBR-E ,,14,,6
077HMY-E ,,0,,9
0DFPP5-E ,,6,,0
077J79-E ,,9,1004,346
077KT9-E ,,0,,235
077M2T-E ,1004,346,,1
077MY7-E ,,235,,18
0DFR8W-E ,,1,,1210
077PJ1-E ,,18,1255,773
077QV4-E ,,1210,,864
077TZ1-E ,1255,773,1823,49
077VZY-E ,,864,,5
077W4G-E ,1823,49,50612,1310
0DGM4K-E ,,5,1319,1077
077WXJ-E ,50612,1310,393,239
077XXB-E ,1319,1077,,0
077ZB4-E ,393,239,,0
077ZT5-E ,,0,,15
0DGMBH-E ,,0,,2
0DGQJ2-E ,,15,,510
0783RF-E ,,2,,52
078436-E ,,510,,253
0DHM2B-E ,,52,,8
0DJ236-E ,,253,,304
0788DT-E ,,8,,620
0DJ44S-E ,,304,300,20
0DJ92G-E ,,620,,17
078C8M-E ,300,20,85,7
0DJBJ7-E ,,17,,214
078CL1-E ,85,7,11370,99
0DJF5B-E ,,214,1258,426
078QWB-E ,11370,99,,206
078FF3-E ,1258,426,,103
078K9S-E ,,206,,225
078KKS-E ,,103,17581,4340
078MSV-E ,,225,704,481
078MT6-E ,34931,4340,2682,837
078N7Y-E ,704,481,,137
078PG1-E ,2682,837,31648,3
078QVL-E ,,137,,68
078R8H-E ,31648,3,,191
078RZK-E ,,68,,38
078S86-E ,,191,,70
078S9X-E ,,38,169,27
078SCG-E ,,70,1231,716
078SP4-E ,169,27,,5
078SQY-E ,1231,716,NO DATA,NO DATA
0DJZCQ-E ,,5,,765
078T4Q-E ,,25,,12
078TQK-E ,,765,,47
0DK23G-E ,,12,2652,1392
0DK77L-E ,,47,126350,1
078XH2-E ,2652,1392,,4
0DK7K4-E ,126350,1,,2
0DKJDY-E ,,4,,1111
0792JD-E ,,2,,40
0DKP5V-E ,,1111,30918,64
07970L-E ,,40,280,30
0DKW0P-E ,30918,64,,72
0DL9GN-E ,280,30,1134,153
07998X-E ,,72,,20
0DLBNX-E ,1134,153,312,67
0DLBWY-E ,,20,32685,788
079D5K-E ,312,67,392,54
079DBF-E ,32685,788,,24
079FR7-E ,392,54,904,37
079FW6-E ,,24,2556,2402
079FYB-E ,904,37,,98
079G80-E ,2556,2402,1920,802
079GHK-E ,,98,681,24
079K6T-E ,1920,802,,0
079LQ0-E ,681,24,14769,4407
0DLC3Z-E ,,0,,13
079LVS-E ,14769,4407,,46
079M72-E ,,13,,82
079NDT-E ,,46,9687,6503
079NMP-E ,,82,,0
079NNH-E ,9687,6503,17189,9802
079PT3-E ,,0,,2
079QBT-E ,17189,9802,874,450
079RR1-E ,,2,,262
0DLC64-E ,874,450,,6
0DLF05-E ,,262,,3
079W12-E ,,6,600,54
079W8M-E ,,3,782,123
079WGH-E ,600,54,106,4
079YVC-E ,782,123,,86
079ZC2-E ,106,4,,450
079ZZJ-E ,,86,,16
079Y71-E ,,450,,0
07B1P7-E ,,16,,24
07B1QV-E ,,0,,6
07B2NB-E ,,24,,3
07B3VJ-E ,,6,,10
07B49K-E ,,3,,23
07B4DG-E ,,10,5889,61
07B60X-E ,,23,,524
07B81M-E ,5889,61,,4
07B854-E ,,524,,56
07B8CW-E ,,4,,116
07B8M1-E ,,56,,66
07B8M8-E ,,116,,18
0DLW73-E ,,66,2379,385
07B96N-E ,,18,,1
07B9G7-E ,2379,385,,72
07BB60-E ,,1,,226
07BCW5-E ,,72,521,342
0DMLPM-E ,,226,1745,62
07BD4J-E ,521,342,,1
07BF1G-E ,1745,62,1918,890
07BFWQ-E ,,1,,4
07BFXT-E ,1918,890,,676
07BFYV-E ,,4,,2093
07BG3X-E ,,676,,0
07BG5H-E ,,2093,,0
07BHCB-E ,,0,,146
07BHMR-E ,,0,406,97
0DLH41-E ,,146,,30
07BHNN-E ,406,97,,2
07BHP3-E ,,30,318,12
07BHRS-E ,,2,,113
07BK77-E ,318,12,1509,906
0DMMSF-E ,,113,,191
07BK9B-E ,1509,906,,533
07BLG2-E ,,191,533,5
07BLW7-E ,,533,50949,1176
07BLYR-E ,533,5,114,17
07BPTP-E ,50949,1176,,26
07BQRK-E ,114,17,762,38
07BRYD-E ,,26,,1491
07BTD3-E ,762,38,,3
07BTPH-E ,,1491,,176
07BXG5-E ,,3,,21
0DMNG9-E ,,176,,82
07BXLS-E ,,21,73885,9635
07BXTD-E ,,82,,1
07BYPL-E ,73885,9635,194,5
07BYXS-E ,,1,,0
07BZFT-E ,194,5,,191
07BZTT-E ,,0,9278,6386
07C2F1-E ,,191,,16
07C34C-E ,9278,6386,,494
07C3V9-E ,,16,2183,1777
07C58T-E ,,494,1370,101
07C73R-E ,2183,1777,NO DATA,NO DATA
07C73S-E ,1370,101,,259
07C8FL-E ,,4,,7
07C8WN-E ,,259,,0
07C8YR-E ,,7,,453
07CCK4-E ,,0,,1015
07CD2G-E ,,453,,0
0DN0K6-E ,,1015,352,274
07CHQY-E ,,0,,27
07CJ0J-E ,352,274,,1084
07CJJS-E ,,27,,0
07CKR1-E ,,1084,216,77
0DNN38-E ,,0,,5
07CM31-E ,216,77,346,30
0DNFYK-E ,,5,,326
07CNTH-E ,346,30,,27
07CPVB-E ,,326,43825,163
07CPZF-E ,,27,,43
0DP7KM-E ,43825,163,1873,368
07CRNJ-E ,,43,,6
07CS0V-E ,1873,368,78614,623
07CTXR-E ,,6,,614
0DP91G-E ,78614,623,,3
07CTZK-E ,,614,20272,1252
0DP9HK-E ,,3,,146
07CW2C-E ,20272,1252,,12
07CWMR-E ,,146,,9
0DPMW4-E ,,12,,2
07CY7T-E ,,9,,10013
07CYF3-E ,,2,,125
07CYGP-E ,,10013,500,208
07CYKD-E ,,125,,12
0DQ09D-E ,500,208,36,22
0DQ3F7-E ,,12,6480,201
07D0CB-E ,36,22,,4
07D0N6-E ,6480,201,,0
0DR2TR-E ,,4,,130
07D14H-E ,,0,,7858
07D22T-E ,,130,,0
07D2FX-E ,,7858,14560,21
07D2R7-E ,,0,,5
0DRJZ0-E ,14560,21,,0
0DRM24-E ,,5,,47
07D4MT-E ,,0,,0
07D555-E ,,47,798,0
07D55K-E ,,0,,889
07D5BR-E ,798,0,,1
0DS0QJ-E ,,889,,120
07D94F-E ,,1,112,95
07D9DJ-E ,,120,,391
07D9LH-E ,112,95,,135
07DBW2-E ,,391,,2367
07DF7N-E ,,135,,15
07DFJX-E ,,2367,,219
0DSVWF-E ,,15,5340,4509
07DJ3L-E ,,219,,0
07DJB0-E ,5340,4509,2838,724
0DSYT3-E ,,0,195,94
07DLVT-E ,2838,724,,1630
07DLWW-E ,195,94,,66
07DND3-E ,,1630,,43
07DPBH-E ,,66,522,212
07DR3M-E ,,43,,1
07DR7L-E ,522,212,953,161
07DR9F-E ,,1,7819,2174
07DRGY-E ,953,161,33775,183
07DRL7-E ,7819,2174,52,0
0DTR74-E ,33775,183,,1
07DT4X-E ,52,0,2831,75
07DWH3-E ,,1,,3
0DTRZ3-E ,2831,75,,11
07DY8C-E ,,3,,3
0DTYS9-E ,,11,2653,661
07F0DB-E ,,3,204,0
07F3P1-E ,2653,661,,352
0DV1TM-E ,204,0,144,90
07F3T8-E ,,352,,21
07F420-E ,144,90,360,185
07F45Y-E ,,21,,199
07F4H9-E ,360,185,,165
07F4NL-E ,,199,2071,1944
07F4PM-E ,,165,,8
07F4Q8-E ,2071,1944,81000,2742
07F4YH-E ,,8,,119
07F69K-E ,81000,2742,,109
07F6ZR-E ,,119,,9
07F728-E ,,109,,22
07F8P8-E ,,9,,2213
07FB3H-E ,,22,1019,15
07FBKM-E ,,2213,,691
07FD4M-E ,1019,15,,137
07FDBB-E ,,691,,3
07FDHQ-E ,,137,,25
07FDMF-E ,,3,14592,690
07FF8R-E ,,25,,10
0DVCCV-E ,14592,690,,122
07FH00-E ,,10,1487,986
07FJH4-E ,,122,6368,76
07FKDK-E ,1487,986,,1206
07FKJR-E ,6368,76,302,0
07FL61-E ,,1206,,5
07FMR9-E ,302,0,,12
07FPXN-E ,,5,142,17
07FPZ0-E ,,12,900,131
07FPZC-E ,142,17,10553,1
07FQ6W-E ,900,131,721,270
07FQ7D-E ,10553,1,,121
07FQNJ-E ,721,270,,0
07FQXX-E ,,121,,1
07FRG2-E ,,0,,26
0DVZ1H-E ,,1,47676,502
07FRK3-E ,,26,,89
07FRP2-E ,47676,502,NO DATA,NO DATA
07FSRC-E ,,89,,0
07FSTV-E ,315,155,,9
07FSXD-E ,,0,,18
0DWFYT-E ,,9,9794,228
07FCX3-E ,,18,,40
07G83T-E ,9794,228,,0
07FWP8-E ,,40,,165
07FXJD-E ,,0,1187,216
07FYD2-E ,,165,,2
0DWLTN-E ,1187,216,,9
07FZ5B-E ,,2,6434,348
07FZB8-E ,,9,4687,2403
07FZC4-E ,6434,348,,0
07G01N-E ,4687,2403,680,435
07G0FH-E ,,0,,4
07G14L-E ,680,435,1643,1118
07G18M-E ,,4,,1037
07G1VR-E ,1643,1118,,1
07G1VV-E ,,1037,,0
07G20L-E ,,1,,2
07G307-E ,,0,2470,383
0DX2HL-E ,,2,,47
0DX5N8-E ,2470,383,,77
07G3Z6-E ,,47,,13
07G47R-E ,,77,,35
0DXXT2-E ,,13,,58
07G4DL-E ,,35,,3
07G6GN-E ,,58,,22
0DY1H1-E ,,3,1500,16
07G82B-E ,,22,,4
07G85X-E ,1500,16,10687,2570
07G89L-E ,,4,80372,138
07GBC6-E ,10687,2570,,2730
0DY83C-E ,80372,138,,347
07GDM0-E ,,2730,,0
07GF60-E ,,347,,558
07GF9D-E ,,0,,54
07GHK4-E ,,558,,3
07GGRT-E ,,54,488,288
0DY8LV-E ,,3,,46
07GKRS-E ,488,288,,0
07GL99-E ,,46,44486,112
07GLD7-E ,,0,,0
07GMX1-E ,44486,112,,57
0DZ472-E ,,0,,0
0DZ482-E ,,57,,10
07GQHM-E ,,0,2518,76
0DZBPW-E ,,10,,157
07GQV6-E ,2518,76,,9
07GQZG-E ,,157,,384
07GR08-E ,,9,,94
0DZHRX-E ,,384,347,74
07GRY7-E ,,94,,97
07GTDS-E ,347,74,341,0
0F03GZ-E ,,97,3450,34
07GTJH-E ,341,0,,0
07GVM1-E ,3450,34,1320,10
0F0KJT-E ,,0,,6327
07GVT2-E ,1320,10,NO DATA,NO DATA
07GX34-E ,,6327,2000,91
07GXLH-E ,,34,,22
0DYKB2-E ,2000,91,,5
07GLFB-E ,,22,36855,137
07H07K-E ,,5,,38
0F0W0Z-E ,36855,137,7854,5627
0F11S5-E ,,38,,447
07H1ZP-E ,7854,5627,785,161
07H27Z-E ,,447,,90
07H8KQ-E ,785,161,,34
07H8Z3-E ,,90,,0
07H8ZD-E ,,34,,0
07H8ZT-E ,,0,,0
07H97H-E ,,0,,372
07H98X-E ,,0,52,4
07H9DX-E ,,372,,0
07HB68-E ,52,4,,232
07HBNW-E ,,0,,5
0F1Y5Y-E ,,232,,6
0F20PX-E ,,5,,12
0F26Z6-E ,,6,5929,70
0F914C-E ,,12,15464,13572
07HJ8H-E ,5929,70,,1
07HKTT-E ,15464,13572,726,7
07HMCT-E ,,1,48070,14535
07HNKL-E ,726,7,,2
07HQ1Z-E ,48070,14535,,1086
07HQFK-E ,,2,,0
07HZ5G-E ,,1086,42,1
0F9934-E ,,0,156,15
07HSZ7-E ,42,1,,340
07HT25-E ,156,15,,14
07HTQ0-E ,,340,,212
0F99SJ-E ,,14,,22
07HWG8-E ,,212,,10
07HZ8P-E ,,22,1663,504
07J1V6-E ,,10,,254
07J1XX-E ,1663,504,,12
07HMP2-E ,,254,,128
07J66B-E ,,12,,291
0F9D6M-E ,,128,,170
0F9WMF-E ,,291,,158
0F9Z6J-E ,,170,NO DATA,NO DATA
0FBBTS-E ,,158,,0
07JB60-E ,,96,,459
07JBGH-E ,,0,,8
07JF8F-E ,,459,,98
07JFDH-E ,,8,,0
07JG7J-E ,,98,630,257
07JGRK-E ,,0,181,96
07JJ9W-E ,630,257,6993,209
07JKPH-E ,181,96,,11
07JL06-E ,6993,209,,99
0FBCDW-E ,,11,,115
07JM1K-E ,,99,241,289
07JNC6-E ,,115,,24
07JNPX-E ,241,289,,32
0FBHVY-E ,,24,248,116
07JP55-E ,,32,139,117
07JPFM-E ,248,116,,0
07JQNC-E ,139,117,,831
07JRZL-E ,,0,885,131
07JS71-E ,,831,,20
07JT70-E ,885,131,217,11
07K4SZ-E ,,20,,850
07JVCR-E ,217,11,147,43
07JVT3-E ,,850,1100,76
07JVVP-E ,147,43,,1156
07JZG4-E ,1100,76,,5
07JZQ9-E ,,1156,1534,660
07K06D-E ,,5,,4501
0FBHYC-E ,1534,660,,139
07K0FK-E ,,4501,14881,144
0FD7H3-E ,,139,350,0
0FDJ8V-E ,14881,144,468,65
07K2WW-E ,350,0,238,217
07K31N-E ,468,65,,0
07K3L3-E ,238,217,,795
07K3SV-E ,,0,,70
07K576-E ,,795,,154
0FF43B-E ,,70,12461,296
0FFBBR-E ,,154,,29
07K997-E ,12461,296,,25
07K9PQ-E ,,29,,382
07KB6D-E ,,25,,318
07JRHV-E ,,382,,53
07KB89-E ,,318,,540
07KB8P-E ,,53,,168
07KBPM-E ,,540,328989,40784
07KBR3-E ,,168,,80
07KBRX-E ,328989,40784,,22
07KBVJ-E ,,80,,184
07KCT8-E ,,22,,81
07KD15-E ,,184,400,2
07KD2Y-E ,,81,,420
07KD5F-E ,400,2,,484
07KDC2-E ,,420,,7
07KDFN-E ,,484,,135
07KFSH-E ,,7,645,418
07KPFJ-E ,,135,,8
07KHM0-E ,645,418,40666,29
07KJJT-E ,,8,,5
07KK5M-E ,40666,29,368,80
07KKXZ-E ,,5,,47
07KM98-E ,368,80,,110
07KMNG-E ,,47,,5
07KPP1-E ,,110,,0
07KQLT-E ,,5,23463,7816
07KR2D-E ,,0,,34
0FFZ67-E ,23463,7816,,3
07KRSS-E ,,34,,1561
07KQLG-E ,,3,,1376
0FFJV6-E ,,1561,,10
07KW0R-E ,,1376,,349
0FGJ6P-E ,,10,,217
0FH9KZ-E ,,349,,2
07KWBR-E ,,217,,234
07KWGC-E ,,2,4993,1058
07L020-E ,,234,17845,27
07L0CH-E ,4993,1058,,112
0FJ0QH-E ,17845,27,,5
07L2J1-E ,,112,,105
0FJ36H-E ,,5,,695
07L2MM-E ,,105,5597,1902
07L30K-E ,,695,,24
07L5ZK-E ,5597,1902,,30169
0FJW0B-E ,,24,5025,242
07L80T-E ,,30169,3701,1377
07L80Y-E ,5025,242,4210,409
07L816-E ,3701,1377,2296,92
07L81R-E ,4210,409,4961,817
07L823-E ,2296,92,,3
07L84Q-E ,4961,817,,14
07L8PR-E ,,3,,9
07L970-E ,,14,,629
0FK824-E ,,9,,0
07L9WV-E ,,629,12025,21
0FKCCK-E ,,0,,5
0FKMLH-E ,12025,21,494,137
07L7HN-E ,,5,1182,83
07LDS8-E ,494,137,,4
07LG62-E ,1182,83,,0
07LH7B-E ,,4,10085,122
07LHD1-E ,,0,1153,5
07LJJ5-E ,10085,122,,503
07LL14-E ,1153,5,65,4435
07LML0-E ,,503,,151
07LNLK-E ,65,4435,,14
07LNNZ-E ,,151,,21
07LP1R-E ,,14,,7078
07LZ4X-E ,,21,,8
0FKR3B-E ,,7078,87,37
07LRXH-E ,,8,,3
07LS58-E ,87,37,,1
07LT89-E ,,3,,22
07LTC3-E ,,1,600,0
07LX15-E ,,22,,17
07LXD5-E ,600,0,,11
07LXRB-E ,,17,,3
0FKRJ7-E ,,11,,232
07LXYN-E ,,3,1751,649
0FKSJG-E ,,232,,54
07LZ88-E ,1751,649,,362
07M972-E ,,54,97,0
07M099-E ,,362,,28
07M0F1-E ,97,0,,75
07M1H5-E ,,28,,22
07M1YS-E ,,75,,3105
07M22M-E ,,22,,0
07M25W-E ,,3105,3500,3096
07M329-E ,,0,,169
07M3NC-E ,3500,3096,146,65
07M3QV-E ,,169,,404
07M598-E ,146,65,,6
07M5ZC-E ,,404,,86
07M62J-E ,,6,,11
07M6CC-E ,,86,179,2
07M6CZ-E ,,11,,269
0FL2ZS-E ,179,2,27157,9934
07M6S8-E ,,269,29196,408
07M6ZR-E ,27157,9934,,19
0FL6MD-E ,29196,408,,2
07M7VN-E ,,19,,14
0FLD7D-E ,,2,,16
0FLRZV-E ,,14,26420,414
07MBT7-E ,,16,,5
0FLZNL-E ,26420,414,4500,328
0FM0GZ-E ,,5,,237
07MDGZ-E ,4500,328,,2
0FM58S-E ,,237,1452,15
07MDNN-E ,,2,,0
07MDXW-E ,1452,15,,284
07MHWT-E ,,0,,6
0FM7WW-E ,,284,,20
0FMKF9-E ,,6,4928,863
0FN2TY-E ,,20,,547
07MMJ7-E ,4928,863,7048,8
07MMLD-E ,,547,1100,270
07MN9L-E ,7048,8,,10
07MP0R-E ,1100,270,,2
0FN61F-E ,,10,,8
07MQ9X-E ,,2,,390
0FNQYW-E ,,8,,35
07MQCJ-E ,,390,,3
07MQDZ-E ,,35,,82
0FNSM3-E ,,3,400,211
0FNWDB-E ,,82,1547,976
07MRZQ-E ,400,211,,333
07MS12-E ,1547,976,,117
0FQ8SF-E ,,333,,10
07MSN4-E ,,117,361,1
07MSXN-E ,,10,,2
07MSY8-E ,361,1,,647
0FQ99F-E ,,2,,1736
0FQSD0-E ,,647,,14
07MVFL-E ,,1736,14300,890
07MVG5-E ,,14,,568
07MW1R-E ,14300,890,134100,23578
07MX56-E ,,568,,0
07MY7Y-E ,134100,23578,,12
07MYDW-E ,,0,5652,168
0FQY4G-E ,,12,2500,45
07N18X-E ,5652,168,,2
07N2XX-E ,2500,45,,89
0FRKXL-E ,,2,406,271
07N35W-E ,,89,395,102
07N39J-E ,406,271,,12
07N3Q9-E ,395,102,,36
07N5XN-E ,,12,,4
0FS5HK-E ,,36,22231,29
07NB0W-E ,,4,,234
0FSJXF-E ,22231,29,,32
0FSKHW-E ,,234,786,391
07NCGG-E ,,32,,31
07NCT7-E ,786,391,261,138
0FTGSF-E ,,31,17559,7
07NDYQ-E ,261,138,,6
07NF15-E ,17559,7,,8508
0FVB08-E ,,6,44686,114
07NFWP-E ,,8508,,8508
07NFX3-E ,44686,114,44686,114
07NG6Y-E ,,181,,181
07NG7K-E ,20328,2922,20328,2922
07NGH6-E ,,50,,50
07NGMF-E ,,73,,73
07NGPL-E ,1204,1090,1204,1090
07NGZB-E ,,15,,15
07NHV8-E ,,0,,0
07NJ46-E ,2919,6172,2919,6172
07NKGQ-E ,,0,,0
07NMJT-E ,,50,,50
07NKLV-E ,34295,349,34295,349
07NLHN-E ,,10,,10
07NLHX-E ,1110,751,1110,751
07NM8M-E ,,88,,88
0FWL73-E ,,2,,2
07NMKB-E ,141,82,141,82
07NMMQ-E ,241683,86877,241683,86877
07NNBV-E ,500,35,500,35
07NP2S-E ,,2,,2
07NP9N-E ,,176,,176
07NQG2-E ,11229,119,11229,119
07NQS6-E ,,446,,446
07NQVH-E ,237,175,237,175
07NRPK-E ,,24,,24
0FX0YV-E ,,55,,55
0FXLT9-E ,,69,,69
07NT7Y-E ,,134,,134
07NTB4-E ,180,46,180,46
07NVM4-E ,1143,5,1143,5
07NVQX-E ,,2068,,2068
07NW2T-E ,,237,,237
07NMKC-E ,173005,3094,173005,3094
0FXT31-E ,,7,,7
07NWT9-E ,204,137,204,137
0FY5Z8-E ,,9,,9
07NYBN-E ,,9,,9
0FY9GG-E ,,89,,89
07NZ43-E ,,804,,804
0FYMYJ-E ,,37,,37
07P06X-E ,,0,,0
07P3TC-E ,,47,,47
0FYW5H-E ,,71,,71
07PCBM-E ,,25,,25
0FYWN4-E ,,124,,124
07PHZ2-E ,4921,1389,4921,1389
07PLCX-E ,4519,0,4519,0
07PLRH-E ,6500,1094,6500,1094
07PQK4-E ,,3,,3
07PR91-E ,,19,,19
07PT06-E ,,26,,26
07PV1C-E ,415,22,415,22
0G0R9Q-E ,,47,,47
07PW9H-E ,2386,522,2386,522
07PWJV-E ,,725,,725
07Q6S1-E ,,108,,108
07QM1L-E ,,1597,,1597
0G0RTB-E ,,66,,66
07QRN6-E ,20738,1764,20738,1764
07VXLQ-E ,,0,,0
07QV53-E ,3734,71,3734,71
07R1LC-E ,1045,158,1045,158
0G1152-E ,347,23,347,23
0G14QX-E ,558,183,558,183
07RM25-E ,5900,144,5900,144
07RQC0-E ,,482,,482
07SJYN-E ,,827,,827
07SNGN-E ,3408,330,3408,330
07ST71-E ,,204,,204
07T989-E ,463,330,463,330
07TCC6-E ,,0,,0
07TDFL-E ,,6,,6
0G1HF0-E ,,1,,1
0G1N56-E ,3450,49,3450,49
07VV05-E ,18288,7796,18288,7796
07VV1D-E ,386,205,386,205
07VW4T-E ,,354,,354
0G2H2G-E ,,1,,1
07W5XR-E ,,34,,34
07WH3W-E ,,1626,,1626
07WHGF-E ,13509,10864,13509,10864
0G2RPP-E ,,50,,50
07WT44-E ,13628,509,13628,509
07RCT9-E ,,212,,212
07WT4Z-E ,,131,,131
07WT6Q-E ,,0,,0
07YMZT-E ,,176,,176
07WV52-E ,500,3,500,3
07X3LP-E ,,133,,133
07X5FV-E ,,908,,908
07X6XC-E ,,145,,145
07X7Z2-E ,2642,46,2642,46
07X9CL-E ,1152,340,1152,340
07XW53-E ,,146,,146
07YTXL-E ,12982,3149,12982,3149
07YY1R-E ,10000,4462,10000,4462
07YYRQ-E ,336,210,336,210
07YYV4-E ,664,303,664,303
07Z8CC-E ,322,152,322,152
07Z931-E ,3360,2212,3360,2212
07Z9M9-E ,,0,,0
0G65PT-E ,,16,,16
07ZM4W-E ,909,234,909,234
07ZRGF-E ,942,262,942,262
07ZS2V-E ,362,87,362,87
07ZS3S-E ,,233,,233
0G4YXZ-E ,280,14,280,14
07ZTDX-E ,,10,,10
07ZTK4-E ,,127,,127
07ZV7D-E ,291,191,291,191
07ZVB6-E ,1010,857,1010,857
0G67ZV-E ,95,47,95,47
0G6JW8-E ,,61,,61
07ZVTY-E ,,0,,0
0G6Z3D-E ,,7,,7
07ZX4F-E ,,2,,2
07ZXJC-E ,,195,,195
0G703N-E ,,84,,84
0801JP-E ,1384,339,1384,339
0801RS-E ,,4,,4
0G744W-E ,,17,,17
08066Y-E ,2976,239,2976,239
0G7ZV4-E ,,53,,53
080B93-E ,622,510,622,510
080DJQ-E ,,0,,0
080DM3-E ,29232,316,29232,316
080K8K-E ,,198,,198
0G94Y4-E ,120,2,120,2
080Q55-E ,,7,,7
080QN9-E ,,1,NO DATA,NO DATA
0G9956-E ,,40,,40
080SK2-E ,,150,,150
080SW4-E ,,14,,14
080TCM-E ,,8,,8
080V17-E ,,488,,488
080WG1-E ,,560,,560
08115Q-E ,5452,51,5452,51
080Y08-E ,,98,,98
081BYY-E ,,32,,32
080YVP-E ,6947,3021,6947,3021
0G9KF7-E ,24499,83,24499,83
080ZKR-E ,,1467,,1467
080ZX0-E ,,99,,99
0810X7-E ,185011,102,185011,102
08148S-E ,15106,352,15106,352
0814B3-E ,3185,251,3185,251
0814HX-E ,,34,,34
0814VH-E ,201,148,201,148
081653-E ,1769,36,1769,36
0816F4-E ,2059,133,2059,133
0817WW-E ,80,15,80,15
0818JY-E ,,42,,42
081BBQ-E ,,3,,3
081BVX-E ,,17,,17
081CWK-E ,,26,,26
0G9T65-E ,,0,,0
081D6C-E ,,28,,28
081DBB-E ,649,7,649,7
