factset_entity_id,total_aum,equity_aum,Desktop Institution AUM,Desktop Institution Equity AUM
079PT3-E ,,0,N/A,N/A
079QBT-E ,17189.0,9802,N/A,N/A
079RR1-E ,,2,N/A,N/A
0DLC64-E ,874.0,450,N/A,N/A
0DLF05-E ,,262,N/A,N/A
079W12-E ,,6,N/A,N/A
079W8M-E ,,3,N/A,N/A
079WGH-E ,600.0,54,N/A,N/A
079YVC-E ,782.0,123,N/A,N/A
079ZC2-E ,106.0,4,N/A,N/A
079ZZJ-E ,,86,N/A,N/A
079Y71-E ,,450,N/A,N/A
07B1P7-E ,,16,N/A,N/A
07B1QV-E ,,0,N/A,N/A
07B2NB-E ,,24,N/A,N/A
07B3VJ-E ,,6,N/A,N/A
07B49K-E ,,3,N/A,N/A
07B4DG-E ,,10,N/A,N/A
07B60X-E ,,23,N/A,N/A
07B81M-E ,5889.0,61,N/A,N/A
07B854-E ,,524,N/A,N/A
07B8CW-E ,,4,N/A,N/A
07B8M1-E ,,56,N/A,N/A
07B8M8-E ,,116,N/A,N/A
0DLW73-E ,,66,N/A,N/A
07B96N-E ,,18,N/A,N/A
07B9G7-E ,2379.0,385,N/A,N/A
07BB60-E ,,1,N/A,N/A
07BCW5-E ,,72,N/A,N/A
0DMLPM-E ,,226,N/A,N/A
07BD4J-E ,521.0,342,N/A,N/A
07BF1G-E ,1745.0,62,N/A,N/A
07BFWQ-E ,,1,N/A,N/A
07BFXT-E ,1918.0,890,N/A,N/A
07BFYV-E ,,4,N/A,N/A
07BG3X-E ,,676,N/A,N/A
07BG5H-E ,,2093,N/A,N/A
07BHCB-E ,,0,N/A,N/A
07BHMR-E ,,0,N/A,N/A
0DLH41-E ,,146,N/A,N/A
07BHNN-E ,406.0,97,N/A,N/A
07BHP3-E ,,30,N/A,N/A
07BHRS-E ,,2,N/A,N/A
07BK77-E ,318.0,12,N/A,N/A
0DMMSF-E ,,113,N/A,N/A
07BK9B-E ,1509.0,906,N/A,N/A
07BLG2-E ,,191,N/A,N/A
07BLW7-E ,,533,N/A,N/A
07BLYR-E ,533.0,5,N/A,N/A
07BPTP-E ,50949.0,1176,N/A,N/A
07BQRK-E ,114.0,17,N/A,N/A
07BRYD-E ,,26,N/A,N/A
07BTD3-E ,762.0,38,N/A,N/A
07BTPH-E ,,1491,N/A,N/A
07BXG5-E ,,3,N/A,N/A
0DMNG9-E ,,176,N/A,N/A
07BXLS-E ,,21,N/A,N/A
07BXTD-E ,,82,N/A,N/A
07BYPL-E ,73885.0,9635,N/A,N/A
07BYXS-E ,,1,N/A,N/A
07BZFT-E ,194.0,5,N/A,N/A
07BZTT-E ,,0,N/A,N/A
07C2F1-E ,,191,N/A,N/A
07C34C-E ,9278.0,6386,N/A,N/A
07C3V9-E ,,16,N/A,N/A
07C58T-E ,,494,N/A,N/A
07C73R-E ,2183.0,1777,N/A,N/A
07C73S-E ,1370.0,101,N/A,N/A
07C8FL-E ,,4,N/A,N/A
07C8WN-E ,,259,N/A,N/A
07C8YR-E ,,7,N/A,N/A
07CCK4-E ,,0,N/A,N/A
07CD2G-E ,,453,N/A,N/A
0DN0K6-E ,,1015,N/A,N/A
07CHQY-E ,,0,N/A,N/A
07CJ0J-E ,352.0,274,N/A,N/A
07CJJS-E ,,27,N/A,N/A
07CKR1-E ,,1084,N/A,N/A
0DNN38-E ,,0,N/A,N/A
07CM31-E ,216.0,77,N/A,N/A
0DNFYK-E ,,5,N/A,N/A
07CNTH-E ,346.0,30,N/A,N/A
07CPVB-E ,,326,N/A,N/A
07CPZF-E ,,27,N/A,N/A
0DP7KM-E ,43825.0,163,N/A,N/A
07CRNJ-E ,,43,N/A,N/A
07CS0V-E ,1873.0,368,N/A,N/A
07CTXR-E ,,6,N/A,N/A
0DP91G-E ,78614.0,623,N/A,N/A
07CTZK-E ,,614,N/A,N/A
0DP9HK-E ,,3,N/A,N/A
07CW2C-E ,20272.0,1252,N/A,N/A
07CWMR-E ,,146,N/A,N/A
0DPMW4-E ,,12,N/A,N/A
07CY7T-E ,,9,N/A,N/A
07CYF3-E ,,2,N/A,N/A
07CYGP-E ,,10013,N/A,N/A
07CYKD-E ,,125,N/A,N/A
0DQ09D-E ,500.0,208,N/A,N/A
0DQ3F7-E ,,12,N/A,N/A
07D0CB-E ,36.0,22,N/A,N/A
07D0N6-E ,6480.0,201,N/A,N/A
0DR2TR-E ,,4,N/A,N/A
07D14H-E ,,0,N/A,N/A
07D22T-E ,,130,N/A,N/A
07D2FX-E ,,7858,N/A,N/A
07D2R7-E ,,0,N/A,N/A
0DRJZ0-E ,14560.0,21,N/A,N/A
0DRM24-E ,,5,N/A,N/A
07D4MT-E ,,0,N/A,N/A
07D555-E ,,47,N/A,N/A
07D55K-E ,,0,N/A,N/A
07D5BR-E ,798.0,0,N/A,N/A
0DS0QJ-E ,,889,N/A,N/A
07D94F-E ,,1,N/A,N/A
07D9DJ-E ,,120,N/A,N/A
07D9LH-E ,112.0,95,N/A,N/A
07DBW2-E ,,391,N/A,N/A
07DF7N-E ,,135,N/A,N/A
07DFJX-E ,,2367,N/A,N/A
0DSVWF-E ,,15,N/A,N/A
07DJ3L-E ,,219,N/A,N/A
07DJB0-E ,5340.0,4509,N/A,N/A
0DSYT3-E ,,0,N/A,N/A
07DLVT-E ,2838.0,724,N/A,N/A
07DLWW-E ,195.0,94,N/A,N/A
07DND3-E ,,1630,N/A,N/A
07DPBH-E ,,66,N/A,N/A
07DR3M-E ,,43,N/A,N/A
07DR7L-E ,522.0,212,N/A,N/A
07DR9F-E ,,1,N/A,N/A
07DRGY-E ,953.0,161,N/A,N/A
07DRL7-E ,7819.0,2174,N/A,N/A
0DTR74-E ,33775.0,183,N/A,N/A
07DT4X-E ,52.0,0,N/A,N/A
07DWH3-E ,,1,N/A,N/A
0DTRZ3-E ,2831.0,75,N/A,N/A
07DY8C-E ,,3,N/A,N/A
0DTYS9-E ,,11,N/A,N/A
07F0DB-E ,,3,N/A,N/A
07F3P1-E ,2653.0,661,N/A,N/A
0DV1TM-E ,204.0,0,N/A,N/A
07F3T8-E ,,352,N/A,N/A
07F420-E ,144.0,90,N/A,N/A
07F45Y-E ,,21,N/A,N/A
07F4H9-E ,360.0,185,N/A,N/A
07F4NL-E ,,199,N/A,N/A
07F4PM-E ,,165,N/A,N/A
07F4Q8-E ,2071.0,1944,N/A,N/A
07F4YH-E ,,8,N/A,N/A
07F69K-E ,81000.0,2742,N/A,N/A
07F6ZR-E ,,119,N/A,N/A
07F728-E ,,109,N/A,N/A
07F8P8-E ,,9,N/A,N/A
07FB3H-E ,,22,N/A,N/A
07FBKM-E ,,2213,N/A,N/A
07FD4M-E ,1019.0,15,N/A,N/A
07FDBB-E ,,691,N/A,N/A
07FDHQ-E ,,137,N/A,N/A
07FDMF-E ,,3,N/A,N/A
07FF8R-E ,,25,N/A,N/A
0DVCCV-E ,14592.0,690,N/A,N/A
07FH00-E ,,10,N/A,N/A
07FJH4-E ,,122,N/A,N/A
07FKDK-E ,1487.0,986,N/A,N/A
07FKJR-E ,6368.0,76,N/A,N/A
07FL61-E ,,1206,N/A,N/A
07FMR9-E ,302.0,0,N/A,N/A
07FPXN-E ,,5,N/A,N/A
07FPZ0-E ,,12,N/A,N/A
07FPZC-E ,142.0,17,N/A,N/A
07FQ6W-E ,900.0,131,N/A,N/A
07FQ7D-E ,10553.0,1,N/A,N/A
07FQNJ-E ,721.0,270,N/A,N/A
07FQXX-E ,,121,N/A,N/A
07FRG2-E ,,0,N/A,N/A
0DVZ1H-E ,,1,N/A,N/A
07FRK3-E ,,26,N/A,N/A
07FRP2-E ,47676.0,502,N/A,N/A
07FSRC-E ,,89,N/A,N/A
07FSTV-E ,315.0,155,N/A,N/A
07FSXD-E ,,0,N/A,N/A
0DWFYT-E ,,9,N/A,N/A
07FCX3-E ,,18,N/A,N/A
07G83T-E ,9794.0,228,N/A,N/A
07FWP8-E ,,40,N/A,N/A
07FXJD-E ,,0,N/A,N/A
07FYD2-E ,,165,N/A,N/A
0DWLTN-E ,1187.0,216,N/A,N/A
07FZ5B-E ,,2,N/A,N/A
07FZB8-E ,,9,N/A,N/A
07FZC4-E ,6434.0,348,N/A,N/A
07G01N-E ,4687.0,2403,N/A,N/A
07G0FH-E ,,0,N/A,N/A
07G14L-E ,680.0,435,N/A,N/A
07G18M-E ,,4,N/A,N/A
07G1VR-E ,1643.0,1118,N/A,N/A
07G1VV-E ,,1037,N/A,N/A
07G20L-E ,,1,N/A,N/A
07G307-E ,,0,N/A,N/A
0DX2HL-E ,,2,N/A,N/A
0DX5N8-E ,2470.0,383,N/A,N/A
07G3Z6-E ,,47,N/A,N/A
07G47R-E ,,77,N/A,N/A
0DXXT2-E ,,13,N/A,N/A
07G4DL-E ,,35,N/A,N/A
07G6GN-E ,,58,N/A,N/A
0DY1H1-E ,,3,N/A,N/A
07G82B-E ,,22,N/A,N/A
07G85X-E ,1500.0,16,N/A,N/A
07G89L-E ,,4,N/A,N/A
07GBC6-E ,10687.0,2570,N/A,N/A
0DY83C-E ,80372.0,138,N/A,N/A
07GDM0-E ,,2730,N/A,N/A
07GF60-E ,,347,N/A,N/A
07GF9D-E ,,0,N/A,N/A
07GHK4-E ,,558,N/A,N/A
07GGRT-E ,,54,N/A,N/A
0DY8LV-E ,,3,N/A,N/A
07GKRS-E ,488.0,288,N/A,N/A
07GL99-E ,,46,N/A,N/A
07GLD7-E ,,0,N/A,N/A
07GMX1-E ,44486.0,112,N/A,N/A
0DZ472-E ,,0,N/A,N/A
0DZ482-E ,,57,N/A,N/A
07GQHM-E ,,0,N/A,N/A
0DZBPW-E ,,10,N/A,N/A
07GQV6-E ,2518.0,76,N/A,N/A
07GQZG-E ,,157,N/A,N/A
07GR08-E ,,9,N/A,N/A
0DZHRX-E ,,384,N/A,N/A
07GRY7-E ,,94,N/A,N/A
07GTDS-E ,347.0,74,N/A,N/A
0F03GZ-E ,,97,N/A,N/A
07GTJH-E ,341.0,0,N/A,N/A
07GVM1-E ,3450.0,34,N/A,N/A
0F0KJT-E ,,0,N/A,N/A
07GVT2-E ,1320.0,10,N/A,N/A
07GX34-E ,,6327,N/A,N/A
07GXLH-E ,,34,N/A,N/A
0DYKB2-E ,2000.0,91,N/A,N/A
07GLFB-E ,,22,N/A,N/A
07H07K-E ,,5,N/A,N/A
0F0W0Z-E ,36855.0,137,N/A,N/A
0F11S5-E ,,38,N/A,N/A
07H1ZP-E ,7854.0,5627,N/A,N/A
07H27Z-E ,,447,N/A,N/A
07H8KQ-E ,785.0,161,N/A,N/A
07H8Z3-E ,,90,N/A,N/A
07H8ZD-E ,,34,N/A,N/A
07H8ZT-E ,,0,N/A,N/A
07H97H-E ,,0,N/A,N/A
07H98X-E ,,0,N/A,N/A
07H9DX-E ,,372,N/A,N/A
07HB68-E ,52.0,4,N/A,N/A
07HBNW-E ,,0,N/A,N/A
0F1Y5Y-E ,,232,N/A,N/A
0F20PX-E ,,5,N/A,N/A
0F26Z6-E ,,6,N/A,N/A
0F914C-E ,,12,N/A,N/A
07HJ8H-E ,5929.0,70,N/A,N/A
07HKTT-E ,15464.0,13572,N/A,N/A
07HMCT-E ,,1,N/A,N/A
07HNKL-E ,726.0,7,N/A,N/A
07HQ1Z-E ,48070.0,14535,N/A,N/A
07HQFK-E ,,2,N/A,N/A
07HZ5G-E ,,1086,N/A,N/A
0F9934-E ,,0,N/A,N/A
07HSZ7-E ,42.0,1,N/A,N/A
07HT25-E ,156.0,15,N/A,N/A
07HTQ0-E ,,340,N/A,N/A
0F99SJ-E ,,14,N/A,N/A
07HWG8-E ,,212,N/A,N/A
07HZ8P-E ,,22,N/A,N/A
07J1V6-E ,,10,N/A,N/A
07J1XX-E ,1663.0,504,N/A,N/A
07HMP2-E ,,254,N/A,N/A
07J66B-E ,,12,N/A,N/A
0F9D6M-E ,,128,N/A,N/A
0F9WMF-E ,,291,N/A,N/A
0F9Z6J-E ,,170,N/A,N/A
0FBBTS-E ,,158,N/A,N/A
07JB60-E ,,96,N/A,N/A
07JBGH-E ,,0,N/A,N/A
07JF8F-E ,,459,N/A,N/A
07JFDH-E ,,8,N/A,N/A
07JG7J-E ,,98,N/A,N/A
07JGRK-E ,,0,N/A,N/A
07JJ9W-E ,630.0,257,N/A,N/A
07JKPH-E ,181.0,96,N/A,N/A
07JL06-E ,6993.0,209,N/A,N/A
0FBCDW-E ,,11,N/A,N/A
07JM1K-E ,,99,N/A,N/A
07JNC6-E ,,115,N/A,N/A
07JNPX-E ,241.0,289,N/A,N/A
0FBHVY-E ,,24,N/A,N/A
07JP55-E ,,32,N/A,N/A
07JPFM-E ,248.0,116,N/A,N/A
07JQNC-E ,139.0,117,N/A,N/A
07JRZL-E ,,0,N/A,N/A
07JS71-E ,,831,N/A,N/A
07JT70-E ,885.0,131,N/A,N/A
07K4SZ-E ,,20,N/A,N/A
07JVCR-E ,217.0,11,N/A,N/A
07JVT3-E ,,850,N/A,N/A
07JVVP-E ,147.0,43,N/A,N/A
07JZG4-E ,1100.0,76,N/A,N/A
07JZQ9-E ,,1156,N/A,N/A
07K06D-E ,,5,N/A,N/A
0FBHYC-E ,1534.0,660,N/A,N/A
07K0FK-E ,,4501,N/A,N/A
0FD7H3-E ,,139,N/A,N/A
0FDJ8V-E ,14881.0,144,N/A,N/A
07K2WW-E ,350.0,0,N/A,N/A
07K31N-E ,468.0,65,N/A,N/A
07K3L3-E ,238.0,217,N/A,N/A
07K3SV-E ,,0,N/A,N/A
07K576-E ,,795,N/A,N/A
0FF43B-E ,,70,N/A,N/A
0FFBBR-E ,,154,N/A,N/A
07K997-E ,12461.0,296,N/A,N/A
07K9PQ-E ,,29,N/A,N/A
07KB6D-E ,,25,N/A,N/A
07JRHV-E ,,382,N/A,N/A
07KB89-E ,,318,N/A,N/A
07KB8P-E ,,53,N/A,N/A
07KBPM-E ,,540,N/A,N/A
07KBR3-E ,,168,N/A,N/A
07KBRX-E ,328989.0,40784,N/A,N/A
07KBVJ-E ,,80,N/A,N/A
07KCT8-E ,,22,N/A,N/A
07KD15-E ,,184,N/A,N/A
07KD2Y-E ,,81,N/A,N/A
07KD5F-E ,400.0,2,N/A,N/A
07KDC2-E ,,420,N/A,N/A
07KDFN-E ,,484,N/A,N/A
07KFSH-E ,,7,N/A,N/A
07KPFJ-E ,,135,N/A,N/A
07KHM0-E ,645.0,418,N/A,N/A
07KJJT-E ,,8,N/A,N/A
07KK5M-E ,40666.0,29,N/A,N/A
07KKXZ-E ,,5,N/A,N/A
07KM98-E ,368.0,80,N/A,N/A
07KMNG-E ,,47,N/A,N/A
07KPP1-E ,,110,N/A,N/A
07KQLT-E ,,5,N/A,N/A
07KR2D-E ,,0,N/A,N/A
0FFZ67-E ,23463.0,7816,N/A,N/A
07KRSS-E ,,34,N/A,N/A
07KQLG-E ,,3,N/A,N/A
0FFJV6-E ,,1561,N/A,N/A
07KW0R-E ,,1376,N/A,N/A
0FGJ6P-E ,,10,N/A,N/A
0FH9KZ-E ,,349,N/A,N/A
07KWBR-E ,,217,N/A,N/A
07KWGC-E ,,2,N/A,N/A
07L020-E ,,234,N/A,N/A
07L0CH-E ,4993.0,1058,N/A,N/A
0FJ0QH-E ,17845.0,27,N/A,N/A
07L2J1-E ,,112,N/A,N/A
0FJ36H-E ,,5,N/A,N/A
07L2MM-E ,,105,N/A,N/A
07L30K-E ,,695,N/A,N/A
07L5ZK-E ,5597.0,1902,N/A,N/A
0FJW0B-E ,,24,N/A,N/A
07L80T-E ,,30169,N/A,N/A
07L80Y-E ,5025.0,242,N/A,N/A
07L816-E ,3701.0,1377,N/A,N/A
07L81R-E ,4210.0,409,N/A,N/A
07L823-E ,2296.0,92,N/A,N/A
07L84Q-E ,4961.0,817,N/A,N/A
07L8PR-E ,,3,N/A,N/A
07L970-E ,,14,N/A,N/A
0FK824-E ,,9,N/A,N/A
07L9WV-E ,,629,N/A,N/A
0FKCCK-E ,,0,N/A,N/A
0FKMLH-E ,12025.0,21,N/A,N/A
07L7HN-E ,,5,N/A,N/A
07LDS8-E ,494.0,137,N/A,N/A
07LG62-E ,1182.0,83,N/A,N/A
07LH7B-E ,,4,N/A,N/A
07LHD1-E ,,0,N/A,N/A
07LJJ5-E ,10085.0,122,N/A,N/A
07LL14-E ,1153.0,5,N/A,N/A
07LML0-E ,,503,N/A,N/A
07LNLK-E ,65.0,4435,N/A,N/A
07LNNZ-E ,,151,N/A,N/A
07LP1R-E ,,14,N/A,N/A
07LZ4X-E ,,21,N/A,N/A
0FKR3B-E ,,7078,N/A,N/A
07LRXH-E ,,8,N/A,N/A
07LS58-E ,87.0,37,N/A,N/A
07LT89-E ,,3,N/A,N/A
07LTC3-E ,,1,N/A,N/A
07LX15-E ,,22,N/A,N/A
07LXD5-E ,600.0,0,N/A,N/A
07LXRB-E ,,17,N/A,N/A
0FKRJ7-E ,,11,N/A,N/A
07LXYN-E ,,3,N/A,N/A
0FKSJG-E ,,232,N/A,N/A
07LZ88-E ,1751.0,649,N/A,N/A
07M972-E ,,54,N/A,N/A
07M099-E ,,362,N/A,N/A
07M0F1-E ,97.0,0,N/A,N/A
07M1H5-E ,,28,N/A,N/A
07M1YS-E ,,75,N/A,N/A
07M22M-E ,,22,N/A,N/A
07M25W-E ,,3105,N/A,N/A
07M329-E ,,0,N/A,N/A
07M3NC-E ,3500.0,3096,N/A,N/A
07M3QV-E ,,169,N/A,N/A
07M598-E ,146.0,65,N/A,N/A
07M5ZC-E ,,404,N/A,N/A
07M62J-E ,,6,N/A,N/A
07M6CC-E ,,86,N/A,N/A
07M6CZ-E ,,11,N/A,N/A
0FL2ZS-E ,179.0,2,N/A,N/A
07M6S8-E ,,269,N/A,N/A
07M6ZR-E ,27157.0,9934,N/A,N/A
0FL6MD-E ,29196.0,408,N/A,N/A
07M7VN-E ,,19,N/A,N/A
0FLD7D-E ,,2,N/A,N/A
0FLRZV-E ,,14,N/A,N/A
07MBT7-E ,,16,N/A,N/A
0FLZNL-E ,26420.0,414,N/A,N/A
0FM0GZ-E ,,5,N/A,N/A
07MDGZ-E ,4500.0,328,N/A,N/A
0FM58S-E ,,237,N/A,N/A
07MDNN-E ,,2,N/A,N/A
07MDXW-E ,1452.0,15,N/A,N/A
07MHWT-E ,,0,N/A,N/A
0FM7WW-E ,,284,N/A,N/A
0FMKF9-E ,,6,N/A,N/A
0FN2TY-E ,,20,N/A,N/A
07MMJ7-E ,4928.0,863,N/A,N/A
07MMLD-E ,,547,N/A,N/A
07MN9L-E ,7048.0,8,N/A,N/A
07MP0R-E ,1100.0,270,N/A,N/A
0FN61F-E ,,10,N/A,N/A
07MQ9X-E ,,2,N/A,N/A
0FNQYW-E ,,8,N/A,N/A
07MQCJ-E ,,390,N/A,N/A
07MQDZ-E ,,35,N/A,N/A
0FNSM3-E ,,3,N/A,N/A
0FNWDB-E ,,82,N/A,N/A
07MRZQ-E ,400.0,211,N/A,N/A
07MS12-E ,1547.0,976,N/A,N/A
0FQ8SF-E ,,333,N/A,N/A
07MSN4-E ,,117,N/A,N/A
07MSXN-E ,,10,N/A,N/A
07MSY8-E ,361.0,1,N/A,N/A
0FQ99F-E ,,2,N/A,N/A
0FQSD0-E ,,647,N/A,N/A
07MVFL-E ,,1736,N/A,N/A
07MVG5-E ,,14,N/A,N/A
07MW1R-E ,14300.0,890,N/A,N/A
07MX56-E ,,568,N/A,N/A
07MY7Y-E ,134100.0,23578,N/A,N/A
07MYDW-E ,,0,N/A,N/A
0FQY4G-E ,,12,N/A,N/A
07N18X-E ,5652.0,168,N/A,N/A
07N2XX-E ,2500.0,45,N/A,N/A
0FRKXL-E ,,2,N/A,N/A
07N35W-E ,,89,N/A,N/A
07N39J-E ,406.0,271,N/A,N/A
07N3Q9-E ,395.0,102,N/A,N/A
07N5XN-E ,,12,N/A,N/A
0FS5HK-E ,,36,N/A,N/A
07NB0W-E ,,4,N/A,N/A
0FSJXF-E ,22231.0,29,N/A,N/A
0FSKHW-E ,,234,N/A,N/A
07NCGG-E ,,32,N/A,N/A
07NCT7-E ,786.0,391,N/A,N/A
0FTGSF-E ,,31,N/A,N/A
07NDYQ-E ,261.0,138,N/A,N/A
07NF15-E ,17559.0,7,N/A,N/A
0FVB08-E ,,6,N/A,N/A
07NFWP-E ,,8508,N/A,N/A
07NFX3-E ,44686.0,114,N/A,N/A
07NG6Y-E ,,181,N/A,N/A
07NG7K-E ,20328.0,2922,N/A,N/A
07NGH6-E ,,50,N/A,N/A
07NGMF-E ,,73,N/A,N/A
07NGPL-E ,1204.0,1090,N/A,N/A
07NGZB-E ,,15,N/A,N/A
07NHV8-E ,,0,N/A,N/A
07NJ46-E ,2919.0,6172,N/A,N/A
07NKGQ-E ,,0,N/A,N/A
07NMJT-E ,,50,N/A,N/A
07NKLV-E ,34295.0,349,N/A,N/A
07NLHN-E ,,10,N/A,N/A
07NLHX-E ,1110.0,751,N/A,N/A
07NM8M-E ,,88,N/A,N/A
0FWL73-E ,,2,N/A,N/A
07NMKB-E ,141.0,82,N/A,N/A
07NMMQ-E ,241683.0,86877,N/A,N/A
07NNBV-E ,500.0,35,N/A,N/A
07NP2S-E ,,2,N/A,N/A
07NP9N-E ,,176,N/A,N/A
07NQG2-E ,11229.0,119,N/A,N/A
07NQS6-E ,,446,N/A,N/A
07NQVH-E ,237.0,175,N/A,N/A
07NRPK-E ,,24,N/A,N/A
0FX0YV-E ,,55,N/A,N/A
0FXLT9-E ,,69,N/A,N/A
07NT7Y-E ,,134,N/A,N/A
07NTB4-E ,180.0,46,N/A,N/A
07NVM4-E ,1143.0,5,N/A,N/A
07NVQX-E ,,2068,N/A,N/A
07NW2T-E ,,237,N/A,N/A
07NMKC-E ,173005.0,3094,N/A,N/A
0FXT31-E ,,7,N/A,N/A
07NWT9-E ,204.0,137,N/A,N/A
0FY5Z8-E ,,9,N/A,N/A
07NYBN-E ,,9,N/A,N/A
0FY9GG-E ,,89,N/A,N/A
07NZ43-E ,,804,N/A,N/A
0FYMYJ-E ,,37,N/A,N/A
07P06X-E ,,0,N/A,N/A
07P3TC-E ,,47,N/A,N/A
0FYW5H-E ,,71,N/A,N/A
07PCBM-E ,,25,N/A,N/A
0FYWN4-E ,,124,N/A,N/A
07PHZ2-E ,4921.0,1389,N/A,N/A
07PLCX-E ,4519.0,0,N/A,N/A
07PLRH-E ,6500.0,1094,N/A,N/A
07PQK4-E ,,3,N/A,N/A
07PR91-E ,,19,N/A,N/A
07PT06-E ,,26,N/A,N/A
07PV1C-E ,415.0,22,N/A,N/A
0G0R9Q-E ,,47,N/A,N/A
07PW9H-E ,2386.0,522,N/A,N/A
07PWJV-E ,,725,N/A,N/A
07Q6S1-E ,,108,N/A,N/A
07QM1L-E ,,1597,N/A,N/A
0G0RTB-E ,,66,N/A,N/A
07QRN6-E ,20738.0,1764,N/A,N/A
07VXLQ-E ,,0,N/A,N/A
07QV53-E ,3734.0,71,N/A,N/A
07R1LC-E ,1045.0,158,N/A,N/A
0G1152-E ,347.0,23,N/A,N/A
0G14QX-E ,558.0,183,N/A,N/A
07RM25-E ,5900.0,144,N/A,N/A
07RQC0-E ,,482,N/A,N/A
07SJYN-E ,,827,N/A,N/A
07SNGN-E ,3408.0,330,N/A,N/A
07ST71-E ,,204,N/A,N/A
07T989-E ,463.0,330,N/A,N/A
07TCC6-E ,,0,N/A,N/A
07TDFL-E ,,6,N/A,N/A
0G1HF0-E ,,1,N/A,N/A
0G1N56-E ,3450.0,49,N/A,N/A
07VV05-E ,18288.0,7796,N/A,N/A
07VV1D-E ,386.0,205,N/A,N/A
07VW4T-E ,,354,N/A,N/A
0G2H2G-E ,,1,N/A,N/A
07W5XR-E ,,34,N/A,N/A
07WH3W-E ,,1626,N/A,N/A
07WHGF-E ,13509.0,10864,N/A,N/A
0G2RPP-E ,,50,N/A,N/A
07WT44-E ,13628.0,509,N/A,N/A
07RCT9-E ,,212,N/A,N/A
07WT4Z-E ,,131,N/A,N/A
07WT6Q-E ,,0,N/A,N/A
07YMZT-E ,,176,N/A,N/A
07WV52-E ,500.0,3,N/A,N/A
07X3LP-E ,,133,N/A,N/A
07X5FV-E ,,908,N/A,N/A
07X6XC-E ,,145,N/A,N/A
07X7Z2-E ,2642.0,46,N/A,N/A
07X9CL-E ,1152.0,340,N/A,N/A
07XW53-E ,,146,N/A,N/A
07YTXL-E ,12982.0,3149,N/A,N/A
07YY1R-E ,10000.0,4462,N/A,N/A
07YYRQ-E ,336.0,210,N/A,N/A
07YYV4-E ,664.0,303,N/A,N/A
07Z8CC-E ,322.0,152,N/A,N/A
07Z931-E ,3360.0,2212,N/A,N/A
07Z9M9-E ,,0,N/A,N/A
0G65PT-E ,,16,N/A,N/A
07ZM4W-E ,909.0,234,N/A,N/A
07ZRGF-E ,942.0,262,N/A,N/A
07ZS2V-E ,362.0,87,N/A,N/A
07ZS3S-E ,,233,N/A,N/A
0G4YXZ-E ,280.0,14,N/A,N/A
07ZTDX-E ,,10,N/A,N/A
07ZTK4-E ,,127,N/A,N/A
07ZV7D-E ,291.0,191,N/A,N/A
07ZVB6-E ,1010.0,857,N/A,N/A
0G67ZV-E ,95.0,47,N/A,N/A
0G6JW8-E ,,61,N/A,N/A
07ZVTY-E ,,0,N/A,N/A
0G6Z3D-E ,,7,N/A,N/A
07ZX4F-E ,,2,N/A,N/A
07ZXJC-E ,,195,N/A,N/A
0G703N-E ,,84,N/A,N/A
0801JP-E ,1384.0,339,N/A,N/A
0801RS-E ,,4,N/A,N/A
0G744W-E ,,17,N/A,N/A
08066Y-E ,2976.0,239,N/A,N/A
0G7ZV4-E ,,53,N/A,N/A
080B93-E ,622.0,510,N/A,N/A
080DJQ-E ,,0,N/A,N/A
080DM3-E ,29232.0,316,N/A,N/A
080K8K-E ,,198,N/A,N/A
0G94Y4-E ,120.0,2,N/A,N/A
080Q55-E ,,7,N/A,N/A
080QN9-E ,,1,N/A,N/A
0G9956-E ,,40,N/A,N/A
080SK2-E ,,150,N/A,N/A
080SW4-E ,,14,N/A,N/A
080TCM-E ,,8,N/A,N/A
080V17-E ,,488,N/A,N/A
080WG1-E ,,560,N/A,N/A
08115Q-E ,5452.0,51,N/A,N/A
080Y08-E ,,98,N/A,N/A
081BYY-E ,,32,N/A,N/A
080YVP-E ,6947.0,3021,N/A,N/A
0G9KF7-E ,24499.0,83,N/A,N/A
080ZKR-E ,,1467,N/A,N/A
080ZX0-E ,,99,N/A,N/A
0810X7-E ,185011.0,102,N/A,N/A
08148S-E ,15106.0,352,N/A,N/A
0814B3-E ,3185.0,251,N/A,N/A
0814HX-E ,,34,N/A,N/A
0814VH-E ,201.0,148,N/A,N/A
081653-E ,1769.0,36,N/A,N/A
0816F4-E ,2059.0,133,N/A,N/A
0817WW-E ,80.0,15,N/A,N/A
0818JY-E ,,42,N/A,N/A
081BBQ-E ,,3,N/A,N/A
081BVX-E ,,17,N/A,N/A
081CWK-E ,,26,N/A,N/A
0G9T65-E ,,0,N/A,N/A
081D6C-E ,,28,N/A,N/A
081DBB-E ,649.0,7,N/A,N/A
081DGN-E ,,20,N/A,N/A
081DHB-E ,4321.0,3012,N/A,N/A
081FKJ-E ,,8,N/A,N/A
081GKB-E ,,31,N/A,N/A
081GLZ-E ,,200,N/A,N/A
081GWV-E ,,0,N/A,N/A
081HJ0-E ,,111,N/A,N/A
081HPH-E ,982.0,585,N/A,N/A
081J7K-E ,1389.0,17,N/A,N/A
081J7T-E ,,10,N/A,N/A
081L3M-E ,,5,N/A,N/A
081L5Z-E ,,66,N/A,N/A
081L9H-E ,686.0,7,N/A,N/A
081W7M-E ,,35,N/A,N/A
0GB16Q-E ,,16,N/A,N/A
081N0C-E ,,83,N/A,N/A
081NBR-E ,,250,N/A,N/A
