factset_fund_id,aum,equity_aum,Desktop AUM,Desktop Equity AUM,Difference AUM,Difference Equity AUM
04CDF5-E ,489694,75846112,489694,75846112,0,0
04GD3C-E ,549295624,2117284071,549295624,2117284071,0,0
04CRSL-E ,79720028,342406732,79720028,342406732,0,0
04GB2W-E ,9592249479,3204445,9592249479,3204445,0,0
04CF1X-E ,11608046,56763480,11608046,56763480,0,0
04CQFJ-E ,116355009,213752591,116355009,213752591,0,0
04KM7T-E ,16788848,390890386,16788848,390890386,0,0
04FGPZ-E ,175334522,48037463,175334522,48037463,0,0
04JNLL-E ,29444157,13758820,29444157,13758820,0,0
04L5PY-E ,10630287,9072875,10630287,9072875,0,0
04G6B2-E ,536981000,,536981000,,0,0
04HC5L-E ,14860142,14860142,14860142,14860142,0,0
04L3WN-E ,2495071,2495071,2495071,2495071,0,0
04L3WT-E ,,,,,0,0
04L3VQ-E ,6061626,6518540,6061626,6518540,0,0
04L631-E ,301513,,301513,,0,0
04F935-E ,,130702040,,130702040,0,0
04H46F-E ,1493103,393231,1493103,393231,0,0
04L31H-E ,,37264203,,37264203,0,0
04KX1H-E ,,238779939,,238779939,0,0
04L50F-E ,,1606490,,1606490,0,0
04L608-E ,,148442760,,148442760,0,0
04L6LJ-E ,,35645824,,35645824,0,0
04GD7M-E ,45984815,37775790,45984815,37775790,0,0
04CNNP-E ,276411054,696739588,276411054,696739588,0,0
04CT3T-E ,60783076,49860668,60783076,49860668,0,0
04CPVV-E ,247160946,1014008164,247160946,1014008164,0,0
04L44P-E ,,2197748,,2197748,0,0
04GLF0-E ,239079517,255428650,239079517,255428650,0,0
04J8JF-E ,18019576940,18019576940,18019576940,18019576940,0,0
04CJZ2-E ,19418747,,19418747,,0,0
04CDYX-E ,25750836939,,25750836939,,0,0
04CV74-E ,,752041708,,752041708,0,0
04JSH8-E ,169184608,138523833,169184608,138523833,0,0
04CK23-E ,33975543,,33975543,,0,0
04L9QB-E ,4312757,4312758,4312757,4312758,0,0
04CPD4-E ,21718971,207297922,21718971,207297922,0,0
04K87C-E ,1405573,4199198,1405573,4199198,0,0
04CY1Y-E ,,307042967,,307042967,0,0
04G7TV-E ,8438986199,,8438986199,,0,0
04G57Q-E ,218202509,53943572,218202509,53943572,0,0
04DRXG-E ,,17636675,,17636675,0,0
04CH0B-E ,3053438,5007406,3053438,5007406,0,0
04FZJR-E ,,167297819,,167297819,0,0
04J1SK-E ,,3114090,,3114090,0,0
04D2DM-E ,,274893813,,274893813,0,0
04CY1S-E ,12434108,77167815,12434108,77167815,0,0
04HWH0-E ,4523278,7371715,4523278,7371715,0,0
04J8YP-E ,1953572345,1953572345,1953572345,1953572345,0,0
04F8CQ-E ,8998345,,8998345,,0,0
04JWKL-E ,870818952,1295715694,870818952,1295715694,0,0
04L6JX-E ,111914931,,111914931,,0,0
04GH07-E ,260796135,1671977431,260796135,1671977431,0,0
04JMM3-E ,,27490601,,27490601,0,0
04CHP9-E ,,,,,0,0
04CF11-E ,3341348,,3341348,,0,0
04FBHD-E ,39292457,,39292457,,0,0
04L126-E ,10831173,,10831173,,0,0
04L2DL-E ,,,,,0,0
04BHYH-E ,1528461979,5355549090,1528461979,5355549090,0,0
04CKH0-E ,11264145,,11264145,,0,0
04KLTT-E ,11898153,17820183,11898153,17820183,0,0
04DTL0-E ,450909,455387,450909,455387,0,0
04KC4Q-E ,234250794,762179855,234250794,762179855,0,0
04CF32-E ,,,,,0,0
04L934-E ,2896518,,2896518,,0,0
04BRPS-E ,1599282365,5790783563,1599282365,5790783563,0,0
04FLGW-E ,179122480,2684140,179122480,2684140,0,0
04BRVG-E ,1384140174,1396817731,1384140174,1396817731,0,0
04JB0S-E ,52685,3472162,52685,3472162,0,0
04HM5T-E ,,,,,0,0
04BHQ5-E ,13035555839,16528076187,13035555839,16528076187,0,0
04KS1G-E ,,22677605,,22677605,0,0
04CF09-E ,278418815,491320756,278418815,491320756,0,0
04J51P-E ,,,,,0,0
04JR3N-E ,65202247,1535657,65202247,1535657,0,0
04KXL1-E ,,31036961,,31036961,0,0
04GYVM-E ,,,,,0,0
04KHNZ-E ,,4543216,,4543216,0,0
04CJ46-E ,121067985,,121067985,,0,0
04CNDP-E ,132319177,,132319177,,0,0
04L31P-E ,,,,,0,0
04F91V-E ,285779424,,285779424,,0,0
04CJ5L-E ,4966665,3700327,4966665,3700327,0,0
04CJ68-E ,118257888,,118257888,,0,0
04CN15-E ,18850836459,,18850836459,,0,0
04F54G-E ,8606860,1429800,8606860,1429800,0,0
04CNND-E ,241774268,,241774268,,0,0
04KYGL-E ,,597274,,597274,0,0
04GFLB-E ,12944516,2189351,12944516,2189351,0,0
04HG8Y-E ,,34980,,34980,0,0
04K14M-E ,,,,,0,0
04J2K0-E ,12051630,18785133,12051630,18785133,0,0
04BL4S-E ,260030056,230041433,260030056,230041433,0,0
04GHK4-E ,1110579743,1214702108,1110579743,1214702108,0,0
04BFXP-E ,987359417,1749038861,987359417,1749038861,0,0
04L3XK-E ,388216,,388216,,0,0
04JDZT-E ,,75387754,,75387754,0,0
04CM24-E ,543459794,973195227,543459794,973195227,0,0
04KVD0-E ,,14491443,,14491443,0,0
04LBW2-E ,,2512596,,2512596,0,0
04HLYB-E ,,31992976,,31992976,0,0
04BGRY-E ,1271954393,2218448511,1271954393,2218448511,0,0
04LBHB-E ,40041594,23243021,40041594,23243021,0,0
04BH08-E ,,3941586683,,3941586683,0,0
04BHM6-E ,62248168,210388940,62248168,210388940,0,0
04D0SV-E ,,1626697626,,1626697626,0,0
04KR2B-E ,,14113071,,14113071,0,0
04BJ63-E ,52076185104,25981307398,52076185104,25981307398,0,0
04CL1Q-E ,81732780,236201298,81732780,236201298,0,0
04GFD2-E ,1025933,10427304,1025933,10427304,0,0
04GFFL-E ,138719389,187024750,138719389,187024750,0,0
04KZS0-E ,15510807,15939267,15510807,15939267,0,0
04BFXN-E ,1602968618,3884868315,1602968618,3884868315,0,0
04JJ72-E ,,158994533,,158994533,0,0
04BJNL-E ,6306342334,16134896317,6306342334,16134896317,0,0
04CKZ3-E ,3941481,7795949,3941481,7795949,0,0
04BFGW-E ,5093104375,5098831004,5093104375,5098831004,0,0
04J5WW-E ,,1186489014,,1186489014,0,0
04CM9B-E ,3712200,5010355,3712200,5010355,0,0
04BJRW-E ,745850977,590494431,745850977,590494431,0,0
04HXHJ-E ,,19703121,,19703121,0,0
04CJXQ-E ,73254540654,22914308446,73254540654,22914308446,0,0
04CPWG-E ,12681119,61502910,12681119,61502910,0,0
04G8G5-E ,154507301,4213346,154507301,4213346,0,0
04G8QY-E ,90567735,10941070,90567735,10941070,0,0
04CRW9-E ,590493964,1229650446,590493964,1229650446,0,0
04KX8M-E ,25409661,22883156,25409661,22883156,0,0
04CGHW-E ,,,,,0,0
04F92Q-E ,,142716101,,142716101,0,0
04KQ91-E ,,7938614,,7938614,0,0
04FBXZ-E ,1128709394,,1128709394,,0,0
04CJBT-E ,367329004,,367329004,,0,0
04C0GT-E ,318226264,435068390,318226264,435068390,0,0
04BXN8-E ,843582760,1069215246,843582760,1069215246,0,0
04GLKR-E ,11917731,12878028,11917731,12878028,0,0
04D4NZ-E ,,1518582021,,1518582021,0,0
04FCK3-E ,,119418867,,119418867,0,0
04D34J-E ,,531836611,,531836611,0,0
04CMC4-E ,3143482,1344288,3143482,1344288,0,0
04BG24-E ,220236532,416382930,220236532,416382930,0,0
04CJXC-E ,15608924,,15608924,,0,0
04K9R1-E ,40072309,40072310,40072309,40072310,0,0
04CK7N-E ,,85462036,,85462036,0,0
04CJ2K-E ,1185006332,,1185006332,,0,0
04JZ55-E ,,,,,0,0
04CNDK-E ,73492929,,73492929,,0,0
04FYBH-E ,43260878,,43260878,,0,0
04CNDS-E ,29903206,,29903206,,0,0
04CR6H-E ,897120708,,897120708,,0,0
04K8V4-E ,7799848,10536400,7799848,10536400,0,0
04CHD4-E ,527303,,527303,,0,0
04G2CS-E ,3337760261,13222075,3337760261,13222075,0,0
04CL9Y-E ,8643830,,8643830,,0,0
04HYVN-E ,8236728,24701665,8236728,24701665,0,0
04FW53-E ,33556954,,33556954,,0,0
04CQ04-E ,14707270,,14707270,,0,0
04FB79-E ,433886103,,433886103,,0,0
04FHCZ-E ,8765616,1387230,8765616,1387230,0,0
04G90M-E ,,187616170,,187616170,0,0
04FGVY-E ,5012161601,6096528801,5012161601,6096528801,0,0
04CQG5-E ,58972441,,58972441,,0,0
04CPY7-E ,33044145,,33044145,,0,0
04BH87-E ,105178508,472073355,105178508,472073355,0,0
04G854-E ,129872621,129872622,129872621,129872622,0,0
04JWHC-E ,39074460,21424539,39074460,21424539,0,0
04KQ8W-E ,,29955759,,29955759,0,0
04GLKP-E ,16504983,14934884,16504983,14934884,0,0
04LC60-E ,2336794,2396404,2336794,2396404,0,0
04K8FT-E ,54055213,42859153,54055213,42859153,0,0
04G9ML-E ,,333710543,,333710543,0,0
04BL78-E ,206033604,502240086,206033604,502240086,0,0
04BH7K-E ,1086376188,1082848415,1086376188,1082848415,0,0
04F86B-E ,,90160649,,90160649,0,0
04BKZ5-E ,52116444,343215530,52116444,343215530,0,0
04BL66-E ,199127810,470108562,199127810,470108562,0,0
04BH0J-E ,,3904212824,,3904212824,0,0
04D0LF-E ,,4110585869,,4110585869,0,0
04BJRP-E ,4071213400,10526275261,4071213400,10526275261,0,0
04BJS3-E ,221534250,2531058225,221534250,2531058225,0,0
04GLH8-E ,10810889,34328200,10810889,34328200,0,0
04BKDF-E ,9699754,269560845,9699754,269560845,0,0
04CMY4-E ,,592144264,,592144264,0,0
04GZB5-E ,124159083,260010155,124159083,260010155,0,0
04LBVN-E ,6511898,7690898,6511898,7690898,0,0
04KZ8F-E ,,3628417660,,3628417660,0,0
04L95L-E ,6300736,1041122,6300736,1041122,0,0
04CM95-E ,36009283,16412907,36009283,16412907,0,0
04BK6L-E ,666333659,1595928899,666333659,1595928899,0,0
04JSYQ-E ,81389095,12149030,81389095,12149030,0,0
04GJCM-E ,194121763,283154751,194121763,283154751,0,0
04BKZK-E ,516709214,561128189,516709214,561128189,0,0
04CMYR-E ,22320442,18861622,22320442,18861622,0,0
04KVCY-E ,,50345663,,50345663,0,0
04BHYZ-E ,78527838,116580298,78527838,116580298,0,0
04J1SL-E ,,8141817,,8141817,0,0
04BH9Z-E ,127503864,721472318,127503864,721472318,0,0
04L1MX-E ,,5131511,,5131511,0,0
04C313-E ,,6451246821,,6451246821,0,0
04CPTK-E ,,84452446,,84452446,0,0
04CH38-E ,2008098,1058836,2008098,1058836,0,0
04CHLM-E ,762988122,837950588,762988122,837950588,0,0
04L23H-E ,,4608748,,4608748,0,0
04L2B5-E ,,548101327,,548101327,0,0
04CSS4-E ,8913858,8797905,8913858,8797905,0,0
04D7PJ-E ,5556171,5971378,5556171,5971378,0,0
04KJVB-E ,307963228,2180743856,307963228,2180743856,0,0
04KX7H-E ,83383707,118947504,83383707,118947504,0,0
04K448-E ,537137471,1348878979,537137471,1348878979,0,0
04L5QM-E ,35031650,27647462,35031650,27647462,0,0
04CK5R-E ,22779359,,22779359,,0,0
04FB9Q-E ,,,,,0,0
04L3X1-E ,,5605673,,5605673,0,0
04J8JB-E ,22996449308,22996449308,22996449308,22996449308,0,0
04CFQY-E ,2479997,,2479997,,0,0
04GLDG-E ,122569141,,122569141,,0,0
04L85R-E ,1342645,1460333,1342645,1460333,0,0
04KV00-E ,22269675,71402496,22269675,71402496,0,0
04LBPF-E ,,14384416,,14384416,0,0
04DDQC-E ,,,,,0,0
04CJPD-E ,16062168,,16062168,,0,0
04HXMR-E ,,400542772,,400542772,0,0
04GNL8-E ,225402857,6400225,225402857,6400225,0,0
04KFHV-E ,176329,72408750,176329,72408750,0,0
04DTLN-E ,2764098,2764098,2764098,2764098,0,0
04L9JX-E ,73353275,,73353275,,0,0
04DK24-E ,8289108,,8289108,,0,0
04JZ4W-E ,,,,,0,0
04CNDM-E ,85626061,,85626061,,0,0
04CM70-E ,,,,,0,0
04CNFM-E ,3988892888,,3988892888,,0,0
04CPBK-E ,,,,,0,0
04CN2H-E ,149622560,,149622560,,0,0
04F54H-E ,260595744,,260595744,,0,0
04FHG9-E ,757373551,158897446,757373551,158897446,0,0
04L3N1-E ,,,,,0,0
04HVHH-E ,37741279,6454273,37741279,6454273,0,0
04H1BC-E ,41081436,41081435,41081436,41081435,0,0
04KWXP-E ,,167245978,,167245978,0,0
04GFD3-E ,1727526,8775376,1727526,8775376,0,0
04GC0L-E ,,,,,0,0
04GGJ4-E ,59058962,,59058962,,0,0
04L7L8-E ,,564491173,,564491173,0,0
04JBJ1-E ,,101982213,,101982213,0,0
04C34R-E ,,1115041264,,1115041264,0,0
04BFMY-E ,3944536863,3558004867,3944536863,3558004867,0,0
04BJSK-E ,36858550,135267431,36858550,135267431,0,0
04BKYS-E ,402978565,1051656634,402978565,1051656634,0,0
04DSS2-E ,77930796,4744665,77930796,4744665,0,0
04KTBD-E ,,15381793,,15381793,0,0
04BH7D-E ,859654599,1706732714,859654599,1706732714,0,0
04BHP5-E ,36698840,145666915,36698840,145666915,0,0
04BH01-E ,,2012119862,,2012119862,0,0
04BJX7-E ,814328942,2092285562,814328942,2092285562,0,0
04FLHG-E ,1161445968,891992502,1161445968,891992502,0,0
04GRB7-E ,4606163015,2133574186,4606163015,2133574186,0,0
04CWJW-E ,155530246,2029159618,155530246,2029159618,0,0
04BJHS-E ,76330256,401250250,76330256,401250250,0,0
04KVCX-E ,,51041950,,51041950,0,0
04BL3S-E ,266341270,558164885,266341270,558164885,0,0
04G5DH-E ,1288447070,167184689,1288447070,167184689,0,0
04G360-E ,100779987,8173872,100779987,8173872,0,0
04BGRP-E ,11209529,133860398,11209529,133860398,0,0
04BDM3-E ,322391627,842035248,322391627,842035248,0,0
04L7R9-E ,766118,186413,766118,186413,0,0
04JB84-E ,3979696,2311104,3979696,2311104,0,0
04BHRB-E ,206910658,307570198,206910658,307570198,0,0
04BJLH-E ,251282321,573444223,251282321,573444223,0,0
04BH5K-E ,1493544173,2841007118,1493544173,2841007118,0,0
04KC1Z-E ,887483376,922397513,887483376,922397513,0,0
04CDW5-E ,2988607021,2153159016,2988607021,2153159016,0,0
04BFMZ-E ,1170649028,3237041804,1170649028,3237041804,0,0
04JDV7-E ,,258722722,,258722722,0,0
04BK03-E ,142057227,641352017,142057227,641352017,0,0
04BHB6-E ,3035199813,45898746525,3035199813,45898746525,0,0
04L1C0-E ,,51779218,,51779218,0,0
04BJM8-E ,62355590,179298909,62355590,179298909,0,0
04BL14-E ,222295052,512837580,222295052,512837580,0,0
04GRJN-E ,158273837,118570,158273837,118570,0,0
04G9F3-E ,11126330,2589101,11126330,2589101,0,0
04C5XF-E ,92157337,137933475,92157337,137933475,0,0
04CTGD-E ,,686708852,,686708852,0,0
04JXSK-E ,28068773,49329436,28068773,49329436,0,0
04CFTJ-E ,11548173775,,11548173775,,0,0
04CJG2-E ,7063847,,7063847,,0,0
04KLQ2-E ,12404561,67391076,12404561,67391076,0,0
04K452-E ,20646015,21260053,20646015,21260053,0,0
04HGL5-E ,76204834,5638372,76204834,5638372,0,0
04F91R-E ,366046853,,366046853,,0,0
04CDXK-E ,41225380,,41225380,,0,0
04DMSP-E ,7953414,15339105,7953414,15339105,0,0
04L9VN-E ,1647367,1647372,1647367,1647372,0,0
04CJY0-E ,39293195,,39293195,,0,0
04CJP9-E ,48699187,,48699187,,0,0
04KTVP-E ,,17774543,,17774543,0,0
04KPWK-E ,2414901,9489644,2414901,9489644,0,0
04CFVJ-E ,54036628,50989179,54036628,50989179,0,0
04KYKG-E ,,,,,0,0
04L7S6-E ,160999436,,160999436,,0,0
04KFHT-E ,72000,66229,72000,66229,0,0
04HG4P-E ,38178100,,38178100,,0,0
04J2FB-E ,,75095298,,75095298,0,0
04CHX5-E ,107573733,,107573733,,0,0
04DHHD-E ,347990958,34285423,347990958,34285423,0,0
04CGB2-E ,3227309,,3227309,,0,0
04CMRH-E ,25798972,,25798972,,0,0
04CNHP-E ,958254013,,958254013,,0,0
04CM3Z-E ,144683007,,144683007,,0,0
04CPR2-E ,15888293,,15888293,,0,0
04CPG0-E ,4282849131,,4282849131,,0,0
04L2CW-E ,,,,,0,0
04G900-E ,81168547,7306125,81168547,7306125,0,0
04CQZG-E ,38192968,,38192968,,0,0
04CT3G-E ,1850000,1850000,1850000,1850000,0,0
04GHLJ-E ,822570457,53123156,822570457,53123156,0,0
04CQT9-E ,5446789,,5446789,,0,0
04FYG9-E ,134889093,3524961,134889093,3524961,0,0
04BBYP-E ,8593968421,6828693400,8593968421,6828693400,0,0
04BH59-E ,94839443,459563627,94839443,459563627,0,0
04BKYR-E ,1253297503,3806303570,1253297503,3806303570,0,0
04CKKJ-E ,2030031,9374302,2030031,9374302,0,0
04L6Z4-E ,,525898229,,525898229,0,0
04L7H7-E ,8339886,5703593,8339886,5703593,0,0
04CFRN-E ,65004015,70103000,65004015,70103000,0,0
04B8TN-E ,343708208,602031169,343708208,602031169,0,0
04L9Z9-E ,37190034,2429276,37190034,2429276,0,0
04FH4F-E ,99651728,20954623,99651728,20954623,0,0
04DX22-E ,485010234,469949520,485010234,469949520,0,0
04CKHF-E ,15667743,14244995,15667743,14244995,0,0
04D274-E ,26827133,28128807,26827133,28128807,0,0
04BXBR-E ,,23478906618,,23478906618,0,0
04BKZM-E ,1704745755,1283322735,1704745755,1283322735,0,0
04L1JJ-E ,22030001,31871300,22030001,31871300,0,0
04K44D-E ,328281390,1291711082,328281390,1291711082,0,0
04C7Y3-E ,3539043,4919351,3539043,4919351,0,0
04CQMR-E ,34573690,7589771,34573690,7589771,0,0
04K3ZC-E ,,104239156,,104239156,0,0
04BKB1-E ,138157279,430889036,138157279,430889036,0,0
04BKZ3-E ,84464623,186737006,84464623,186737006,0,0
04BKVM-E ,760470462,1288699302,760470462,1288699302,0,0
04L1L8-E ,,18238820,,18238820,0,0
04KS4V-E ,3326020,9859714,3326020,9859714,0,0
04BJ19-E ,405158934,1223971454,405158934,1223971454,0,0
04L7H5-E ,14502985,12379635,14502985,12379635,0,0
04BKZY-E ,358129838,416472877,358129838,416472877,0,0
04BJZD-E ,119716460,205325426,119716460,205325426,0,0
04L25X-E ,75256214,68800446,75256214,68800446,0,0
04CRBL-E ,44200035,203412488,44200035,203412488,0,0
04CRT3-E ,30462381,142497288,30462381,142497288,0,0
04CK5V-E ,154962965,369581033,154962965,369581033,0,0
04CSCX-E ,412368026,580575713,412368026,580575713,0,0
04GQFM-E ,185170729,3712190,185170729,3712190,0,0
04CL7L-E ,2709389,1453840,2709389,1453840,0,0
04KL6P-E ,12368613,79800213,12368613,79800213,0,0
04CG1C-E ,16003760,133431188,16003760,133431188,0,0
04JNVD-E ,253589731,295346373,253589731,295346373,0,0
04BXWH-E ,1385804067,1736250527,1385804067,1736250527,0,0
04C7YF-E ,2807591962,,2807591962,,0,0
04L7HF-E ,10935616,9530743,10935616,9530743,0,0
04CDJ2-E ,2220518,,2220518,,0,0
04BJZL-E ,691833958,3118345993,691833958,3118345993,0,0
04CJY1-E ,15283564,,15283564,,0,0
04LBKR-E ,11872366,,11872366,,0,0
04L1M7-E ,,7267441,,7267441,0,0
04JHY2-E ,,121357438,,121357438,0,0
04CJD6-E ,2542546,,2542546,,0,0
04D9C1-E ,43824367,,43824367,,0,0
04CKS2-E ,,,,,0,0
04DDSP-E ,,,,,0,0
04CLN8-E ,129448146,,129448146,,0,0
04CLPJ-E ,77778189,,77778189,,0,0
04CQYZ-E ,100316826,,100316826,,0,0
04C832-E ,2388421,4262823,2388421,4262823,0,0
04FYGF-E ,47645603,,47645603,,0,0
04G9H1-E ,1342569,2325683,1342569,2325683,0,0
04GC2V-E ,61155905,,61155905,,0,0
04GJV5-E ,254646216,255359860,254646216,255359860,0,0
04CH20-E ,71848349,,71848349,,0,0
04JRQJ-E ,,135527444,,135527444,0,0
04KPGN-E ,,102586175,,102586175,0,0
04J9TN-E ,25895697,18529282,25895697,18529282,0,0
04BVXF-E ,,130046441,,130046441,0,0
04KSDY-E ,,15711221,,15711221,0,0
04L9Z8-E ,101514761,7617978,101514761,7617978,0,0
04L97X-E ,10740169,128457,10740169,128457,0,0
04JRGM-E ,37255164,30846397,37255164,30846397,0,0
04BHK9-E ,3119280447,3176220536,3119280447,3176220536,0,0
04KTM7-E ,2805585,2865076,2805585,2865076,0,0
04BHND-E ,2862241715,2152503691,2862241715,2152503691,0,0
04CM97-E ,9067742,8462293,9067742,8462293,0,0
04CQ4B-E ,50191701985,42325193,50191701985,42325193,0,0
04KMSM-E ,,219887098,,219887098,0,0
04KR96-E ,,39886290,,39886290,0,0
04JW1J-E ,,12015875,,12015875,0,0
04BK5C-E ,1178197847,4881196852,1178197847,4881196852,0,0
04KB37-E ,,32800717,,32800717,0,0
04FWDT-E ,818406547,3890311,818406547,3890311,0,0
04BH05-E ,,3483435779,,3483435779,0,0
04BJ6T-E ,7619921950,12841153379,7619921950,12841153379,0,0
04K1Y0-E ,,34051225,,34051225,0,0
04BHX3-E ,,1080336785,,1080336785,0,0
04G2LF-E ,61868659,80840587,61868659,80840587,0,0
04LC86-E ,13937651,13937651,13937651,13937651,0,0
04BJW7-E ,215671363,493789813,215671363,493789813,0,0
04FH4D-E ,164764886,101625097,164764886,101625097,0,0
04GL8M-E ,7512764307,382,7512764307,382,0,0
04L11Q-E ,,413199659,,413199659,0,0
04L45R-E ,23953405,1806505,23953405,1806505,0,0
04CG0F-E ,5358693,11675032,5358693,11675032,0,0
04BFXM-E ,2147805375,6806188072,2147805375,6806188072,0,0
04JGKY-E ,,16325231,,16325231,0,0
04J9CS-E ,,102471002,,102471002,0,0
04HMRV-E ,,138508248,,138508248,0,0
04GNR1-E ,,73370157,,73370157,0,0
04GHZ4-E ,1080294915,40538328,1080294915,40538328,0,0
04GBBK-E ,738537388,29646229,738537388,29646229,0,0
04GQ2M-E ,162280490,19623597,162280490,19623597,0,0
04GNVB-E ,20329106214,1544608346,20329106214,1544608346,0,0
04K32R-E ,30634762,101096522,30634762,101096522,0,0
04BH04-E ,,5047385187,,5047385187,0,0
04JSYM-E ,21360492,19835378,21360492,19835378,0,0
04D4N7-E ,,188602878,,188602878,0,0
04DX23-E ,11113605088,11367023001,11113605088,11367023001,0,0
04C9GK-E ,1088762858,607571532,1088762858,607571532,0,0
04KV01-E ,43268818,70927185,43268818,70927185,0,0
04CGHY-E ,,,,,0,0
04GMW0-E ,51197270,7778026,51197270,7778026,0,0
04GFD5-E ,4554263,5812502,4554263,5812502,0,0
04FVVW-E ,171814853,171814855,171814853,171814855,0,0
04BVXL-E ,,59822096,,59822096,0,0
04GNLK-E ,2394232850,,2394232850,,0,0
04CK22-E ,19871859,,19871859,,0,0
04F9LP-E ,104840200,667365,104840200,667365,0,0
04CKD5-E ,1098802420,,1098802420,,0,0
04DK1V-E ,123463951,,123463951,,0,0
04KV8G-E ,,359354,,359354,0,0
04CGTC-E ,2546692,2546692,2546692,2546692,0,0
04CJZ8-E ,4650665,,4650665,,0,0
04KWNR-E ,134223027,173363506,134223027,173363506,0,0
04CLDM-E ,42649973,,42649973,,0,0
04K9RY-E ,47549992,47549995,47549992,47549995,0,0
04JP6K-E ,,,,,0,0
04CPN5-E ,125363310,,125363310,,0,0
04DSRR-E ,125565018,,125565018,,0,0
04CM3Y-E ,241987673,,241987673,,0,0
04CPG9-E ,2139065431,,2139065431,,0,0
04L5DX-E ,,,,,0,0
04CN4F-E ,16096054,,16096054,,0,0
04L74T-E ,,,,,0,0
04CQHD-E ,39853141,,39853141,,0,0
04BHN5-E ,100708277,452975553,100708277,452975553,0,0
04GMG4-E ,44717966,,44717966,,0,0
04GDFM-E ,196522571,,196522571,,0,0
04G5G0-E ,16320467,,16320467,,0,0
04GFDF-E ,36810667,156900,36810667,156900,0,0
04L3XJ-E ,10249114,,10249114,,0,0
04JBBY-E ,,111763124,,111763124,0,0
04L7MR-E ,,258237612,,258237612,0,0
04GDZD-E ,7064129323,711556237,7064129323,711556237,0,0
04L1YY-E ,,7089835832,,7089835832,0,0
04JDXH-E ,,67040214,,67040214,0,0
04FTY7-E ,60084821,98644901,60084821,98644901,0,0
04BFTR-E ,130507143,750187066,130507143,750187066,0,0
04KV8Y-E ,,156012405,,156012405,0,0
04KS1H-E ,,6056392,,6056392,0,0
04CNG9-E ,,120830237,,120830237,0,0
04G5RL-E ,2517120611,46332720,2517120611,46332720,0,0
04BHX2-E ,,466492802,,466492802,0,0
04GNFY-E ,,472866634,,472866634,0,0
04BFXD-E ,1020539781,3289757753,1020539781,3289757753,0,0
04CNR7-E ,45566273,3104620,45566273,3104620,0,0
04BJM5-E ,132244416,212594470,132244416,212594470,0,0
04KV8H-E ,,2238458,,2238458,0,0
04CTHN-E ,,1188200516,,1188200516,0,0
04C86D-E ,3938091,9726061,3938091,9726061,0,0
04HWBN-E ,,82663998,,82663998,0,0
04BLMT-E ,90399845,414311091,90399845,414311091,0,0
04BHR8-E ,53246141,298196765,53246141,298196765,0,0
04CS1C-E ,4243552526,2938904991,4243552526,2938904991,0,0
04L92Z-E ,11479728,431011,11479728,431011,0,0
04K3MK-E ,136841046,37963660,136841046,37963660,0,0
04GMTZ-E ,150395,135403,150395,135403,0,0
04C89C-E ,92090124,292366192,92090124,292366192,0,0
04KL0T-E ,,102044845,,102044845,0,0
04CKBX-E ,6203147,,6203147,,0,0
04GRNF-E ,36324246,,36324246,,0,0
04L7S2-E ,34842308,,34842308,,0,0
04CJD8-E ,6667788,,6667788,,0,0
04HNMD-E ,,,,,0,0
04CKJL-E ,58971650,,58971650,,0,0
04CKZM-E ,40042329,,40042329,,0,0
04FK2Q-E ,,,,,0,0
04CK02-E ,37320161,,37320161,,0,0
04L9CW-E ,29301541,,29301541,,0,0
04CG95-E ,209204512,,209204512,,0,0
04CG93-E ,348443327,,348443327,,0,0
04CH2Y-E ,1112462,,1112462,,0,0
04CNKN-E ,4239593,,4239593,,0,0
04CKYT-E ,29387334,,29387334,,0,0
04CLFY-E ,161092257,,161092257,,0,0
04CM0P-E ,4994352299,,4994352299,,0,0
04DYH2-E ,80831328,13577529,80831328,13577529,0,0
04F8NG-E ,29181208517,,29181208517,,0,0
04CLNL-E ,2451688470,,2451688470,,0,0
04CPY5-E ,124053352,,124053352,,0,0
04CNRG-E ,841805,,841805,,0,0
04CNYP-E ,352749,,352749,,0,0
04CNWN-E ,10726101,,10726101,,0,0
04HYSS-E ,5701990,15233324,5701990,15233324,0,0
04GZGC-E ,12051176,103725,12051176,103725,0,0
04GCZ8-E ,399452901,,399452901,,0,0
04FBS2-E ,464685776,1654338099,464685776,1654338099,0,0
04BHN1-E ,19331010637,33257133286,19331010637,33257133286,0,0
04KKZQ-E ,311799700,292111628,311799700,292111628,0,0
04BJK4-E ,7201764831,13225218934,7201764831,13225218934,0,0
04BJ0N-E ,171144475,234906350,171144475,234906350,0,0
04BJ1B-E ,530523364,1664078845,530523364,1664078845,0,0
04HMGV-E ,649645584,44111339,649645584,44111339,0,0
04CKJB-E ,,246164875,,246164875,0,0
04BH06-E ,,6618902108,,6618902108,0,0
04KL42-E ,,136982198,,136982198,0,0
04KC4H-E ,394046139,985768267,394046139,985768267,0,0
04BGTH-E ,512225182,1088375397,512225182,1088375397,0,0
04CLQ2-E ,6949466664,3282086511,6949466664,3282086511,0,0
04CVYJ-E ,,1545613728,,1545613728,0,0
04BJYN-E ,148535897,867855273,148535897,867855273,0,0
04JLVV-E ,16563353,11020888,16563353,11020888,0,0
04CMDX-E ,347925899,107870878,347925899,107870878,0,0
04BK05-E ,19082816,71889790,19082816,71889790,0,0
04GRSS-E ,60028111,192092254,60028111,192092254,0,0
04GWB6-E ,,264149420,,264149420,0,0
