factset_entity_id,Name,Position,Style,Turnover,EquityAssets,QualityRating,Style Desktop,Turnover Desktop,AUM Desktop,Equity AUM Desktop,Quality Rating Desktop,Targeting_Score Desktop,Position Desktop,STYLE MATCH,TURNOVER MATCH,POSITION MATCH,QR MATCH
0C79D0-E,"Ohio National Investments, Inc.",1405,GARP,Low,439.892756,62,GARP,Very Low,11365,42,62,65,0,TRUE,FALSE,FALSE,TRUE
003RTX-E,BMO Capital Markets (Canada),54128,Yield,Medium,0,0,Yield,Medium,,31,0,19,0,TRUE,TRUE,FALSE,TRUE
0090G1-E,OFI Advisors LLC,3579,,Medium,7051.915418,55,,Medium,,,55,,4168,TRUE,TRUE,FALSE,TRUE
0011Y4-E,"M. D. Sass Investors Services, Inc.",77997,Hedge Fund,Medium,711.250056,41,Hedge Fund,Medium,1901,610,41,44,REQUEST FAILED,TRUE,TRUE,FALSE,TRUE
002HPC-E,TIAA-CREF Investment Management LLC,743732,Growth,Low,143784.4492,89,Growth,Low,207601,182609,89,96,1043732,TRUE,TRUE,FALSE,TRUE
05LMXJ-E,"BNP Paribas Asset Management USA, Inc.",67407,GARP,Low,9896.170674,73,GARP,Low,47501,1165,73,91,0,TRUE,TRUE,FALSE,TRUE
0CZFH6-E,Neuberger Berman Breton Hill ULC,76,Hedge Fund,Low,1370.116107,39,Hedge Fund,Low,,868,39,39,166,TRUE,TRUE,FALSE,TRUE
0030HL-E,"The Swarthmore Group, Inc.",0,GARP,Very Low,235.536665,63,GARP,Medium,1415,23,63,65,0,TRUE,FALSE,TRUE,TRUE
0032LL-E,Boyd Watterson Asset Management LLC,0,Yield,Low,177.70996,52,Yield,Very Low,6915,156,52,61,0,TRUE,FALSE,TRUE,TRUE
09JG5H-E,Private Capital Group LLC,1925,Agg Growth,Low,531.324772,33,Agg Growth,Very Low,1100,3,33,,1925,TRUE,FALSE,TRUE,TRUE
0CTGKL-E,Claro Advisors LLC,0,Agg Growth,Low,126.747809,29,Agg Growth,Very Low,245,,29,,0,TRUE,FALSE,TRUE,TRUE
0DLF9F-E,Beirne Wealth Consulting Services LLC,2246,Agg Growth,Low,133.962006,30,Agg Growth,Medium,2295,,30,,2246,TRUE,FALSE,TRUE,TRUE
0G4R70-E,Element Pointe Advisors LLC,1119,Agg Growth,Medium,180.162838,28,Agg Growth,Very Low,341,,28,,1119,TRUE,FALSE,TRUE,TRUE
0J1JCR-E,"Financial Gravity Wealth, Inc.",53,,High,228.599854,32,,Medium,168,116,32,,53,TRUE,FALSE,TRUE,TRUE
001150-E,Manning & Napier Advisors LLC,0,GARP,Low,9633.426941,77,GARP,Medium,24527,10131,77,100,0,TRUE,FALSE,TRUE,TRUE
001T29-E,"Conning, Inc.",248780,Yield,Low,3255.685844,66,Yield,Very Low,74184,3074,66,76,248780,TRUE,FALSE,TRUE,TRUE
002FQB-E,F.L. Putnam Investment Management Co.,33698,GARP,Very Low,1235.679535,70,GARP,Low,1789,1168,70,79,33698,TRUE,FALSE,TRUE,TRUE
002GD0-E,"James Investment Research, Inc.",0,GARP,Medium,1794.087608,52,GARP,Low,5163,2,52,59,0,TRUE,FALSE,TRUE,TRUE
002H2Z-E,Hartford Investment Management Co.,27162,GARP,Low,3632.382262,66,GARP,Very Low,101912,3486,66,68,27162,TRUE,FALSE,TRUE,TRUE
002H7S-E,RNC Capital Management LLC,1139,Yield,Medium,1512.198554,62,Yield,Low,3730,1375,62,77,1139,TRUE,FALSE,TRUE,TRUE
002H8L-E,Westwood Management Corp. (Illinois),3000,GARP,Very Low,770.686706,73,GARP,Low,,736,73,65,3000,TRUE,FALSE,TRUE,TRUE
0034KK-E,Eastern Bank Corp. (Private Banking),87342,GARP,Medium,1508.477597,60,GARP,Low,,1490,60,84,87342,TRUE,FALSE,TRUE,TRUE
003FZJ-E,"St. Germain Investment Management, Inc.",3738,GARP,Low,929.311181,64,GARP,Very Low,1395,880,64,66,3738,TRUE,FALSE,TRUE,TRUE
00BDK5-E,Confluence Investment Management LLC,116422,GARP,Low,6204.390441,74,GARP,Very Low,,266,74,82,116422,TRUE,FALSE,TRUE,TRUE
00D157-E,Nelson Roberts Investment Advisors LLC,0,GARP,Low,407.408188,51,GARP,Very Low,520,400,51,33,0,TRUE,FALSE,TRUE,TRUE
00DQJ0-E,Community Financial Services Group LLC,0,Yield,Low,309.879598,56,Yield,Very Low,600,294,56,71,0,TRUE,FALSE,TRUE,TRUE
05FBN4-E,Coutts & Co.,142231,GARP,Medium,421.287136,55,GARP,Very Low,,1055,55,,142231,TRUE,FALSE,TRUE,TRUE
05FWLZ-E,Aberdeen Asset Investments Ltd.,43139,GARP,Medium,9004.736177,66,GARP,Low,,44623,66,83,43139,TRUE,FALSE,TRUE,TRUE
05HP6D-E,AMP Capital Investors Ltd.,64494,GARP,Low,18195.65794,77,GARP,Very Low,,21739,77,80,64494,TRUE,FALSE,TRUE,TRUE
06QBDB-E,Mn Services Vermogensbeheer BV,121037,GARP,Very Low,8781.12329,78,GARP,Low,,10585,78,,121037,TRUE,FALSE,TRUE,TRUE
0C3PM6-E,"Aevitas Wealth Management, Inc.",104,Growth,Very Low,116.788107,51,Growth,Low,377,110,51,,104,TRUE,FALSE,TRUE,TRUE
0C82GT-E,"Westside Investment Management, Inc.",100,GARP,Medium,278.212428,41,GARP,Low,439,0,41,,100,TRUE,FALSE,TRUE,TRUE
0C82ST-E,"Rezny Wealth Management, Inc.",0,Yield,Very Low,180.373632,68,Yield,High,174,0,68,67,0,TRUE,FALSE,TRUE,TRUE
0C8M7Z-E,Brookstone Capital Management LLC,3312,Yield,Low,1764.255346,62,Yield,Medium,2350,1254,62,77,3312,TRUE,FALSE,TRUE,TRUE
0CY7RP-E,HORAN Capital Advisors LLC,320,GARP,Low,160.071668,48,GARP,Very Low,354,147,48,34,320,TRUE,FALSE,TRUE,TRUE
0CYFP7-E,Squar Milner Financial Services LLC,70,Growth,Very Low,138.78782,51,Growth,Low,180,131,51,,70,TRUE,FALSE,TRUE,TRUE
0DX2M0-E,Good Life Advisors LLC,1568,Yield,Low,350.643225,54,Yield,Medium,1043,314,54,,1568,TRUE,FALSE,TRUE,TRUE
0DX2TG-E,Measured Wealth Private Client Group LLC,0,Yield,Very Low,190.776348,52,Yield,Medium,219,1,52,,0,TRUE,FALSE,TRUE,TRUE
0G59KL-E,Clarus Wealth Advisors LLC,813,Growth,Low,170.871425,47,Growth,Medium,182,0,47,,813,TRUE,FALSE,TRUE,TRUE
0G67J4-E,Steward Partners Investment Advisory LLC,36011,Growth,Low,2507.549904,57,Growth,Very Low,5250,2188,57,,36011,TRUE,FALSE,TRUE,TRUE
05LK43-E,AMG Funds LLC,0,,Low,114.909072,48,Yield,Low,28296,102,48,45,0,FALSE,TRUE,TRUE,TRUE
0024VM-E,Cowen & Co. LLC,0,,Very High,330.701494,30,GARP,Very High,,137,30,15,0,FALSE,TRUE,TRUE,TRUE
002SRC-E,Harbor Advisory Corp.,0,,Very Low,114.906811,59,GARP,Very Low,141,111,59,64,0,FALSE,TRUE,TRUE,TRUE
003MGV-E,"McQueen, Ball & Associates, Inc.",10879,,Very Low,157.474965,57,Growth,Very Low,1283,0,57,,10879,FALSE,TRUE,TRUE,TRUE
0099RT-E,CNB Bank,2194,,Low,194.491206,47,GARP,Low,,174,47,,2194,FALSE,TRUE,TRUE,TRUE
009ZZ6-E,Resources Management Corp.,5243,,Very Low,451.732236,57,GARP,Very Low,793,,57,,5243,FALSE,TRUE,TRUE,TRUE
00BMZN-E,"Ausdal Financial Partners, Inc.",0,,Very Low,331.160395,54,Growth,Very Low,738,230,54,,0,FALSE,TRUE,TRUE,TRUE
00DJP1-E,"Price Wealth Management, Inc.",0,,Very Low,344.529077,58,GARP,Very Low,1205,341,58,47,0,FALSE,TRUE,TRUE,TRUE
00GFHN-E,Aberdeen Standard Capital Ltd.,20658,,Very Low,17450.18663,85,Growth,Very Low,,,85,,20658,FALSE,TRUE,TRUE,TRUE
05NRRD-E,Covenant Asset Management LLC,2424,,Very Low,194.83472,45,Growth,Very Low,240,183,45,,2424,FALSE,TRUE,TRUE,TRUE
05PRB3-E,"Founders Capital Management, Inc.",0,,Very Low,107.064231,51,Yield,Very Low,168,113,51,,0,FALSE,TRUE,TRUE,TRUE
05PYF3-E,"Harrington Investments, Inc.",13114,,Very Low,120.847648,53,Growth,Very Low,210,116,53,58,13114,FALSE,TRUE,TRUE,TRUE
05W2KR-E,"Abbot Financial Management, Inc.",4252,,Very Low,131.035082,56,Yield,Very Low,173,127,56,,4252,FALSE,TRUE,TRUE,TRUE
05X8MP-E,Arlington Partners LLC,0,,Very Low,158.248985,40,Growth,Very Low,1425,207,40,19,0,FALSE,TRUE,TRUE,TRUE
08BS69-E,"Sawyer & Co., Inc.",378,,Very Low,157.058363,54,GARP,Very Low,191,153,54,,378,FALSE,TRUE,TRUE,TRUE
0B23F7-E,Edmond De Rothschild Gestion Monaco SAM,0,,Medium,119.970176,44,Growth,Medium,,107,44,,0,FALSE,TRUE,TRUE,TRUE
0BQ4DH-E,Vectors Research Management LLC,10,,Medium,144.934899,39,Growth,Medium,373,148,39,,10,FALSE,TRUE,TRUE,TRUE
0BZMHB-E,GSB Wealth Management LLC,1250,,Very Low,24.667591,50,Yield,Very Low,213,22,50,,1250,FALSE,TRUE,TRUE,TRUE
0C26W3-E,Mainstay Capital Management LLC,0,,Very Low,158.447146,52,Yield,Very Low,2486,128,52,,0,FALSE,TRUE,TRUE,TRUE
0C2BLH-E,"Investment Counsel, Inc.",11728,,Very Low,119.921352,47,GARP,Very Low,148,0,47,,11728,FALSE,TRUE,TRUE,TRUE
0C2K76-E,"Doyle Wealth Management, Inc.",1306,,Low,704.001472,54,GARP,Low,846,670,54,,1306,FALSE,TRUE,TRUE,TRUE
0C5TK4-E,MainStreet Investment Advisors LLC,0,,Very Low,769.331228,64,GARP,Very Low,6800,762,64,,0,FALSE,TRUE,TRUE,TRUE
0C791M-E,Wakefield Asset Management LLLP,163,,High,314.017795,35,Value,High,,,35,,163,FALSE,TRUE,TRUE,TRUE
0C792C-E,Old North State Trust LLC,276,,Very Low,146.235037,46,Yield,Very Low,,,46,,276,FALSE,TRUE,TRUE,TRUE
0C799H-E,Exeter Financial LLC,8094,,Very Low,121.30675,56,Yield,Very Low,279,116,56,,8094,FALSE,TRUE,TRUE,TRUE
0C7G9N-E,Successful Portfolios LLC,1100,,Very Low,94.112952,51,Growth,Very Low,164,90,51,,1100,FALSE,TRUE,TRUE,TRUE
0C7NNJ-E,NWAM LLC,1220,,Very Low,474.441998,60,Growth,Very Low,1373,452,60,67,1220,FALSE,TRUE,TRUE,TRUE
0C7Z5F-E,Pinkerton Retirement Specialists LLC,0,,Medium,308.654153,46,Growth,Medium,510,273,46,,0,FALSE,TRUE,TRUE,TRUE
0C86F2-E,Berman Capital Advisors LLC,144,,Low,308.34658,48,Growth,Low,2276,0,48,,144,FALSE,TRUE,TRUE,TRUE
0C86GB-E,BFSG LLC,3169,,Very Low,288.134809,58,Growth,Very Low,351,262,58,,3169,FALSE,TRUE,TRUE,TRUE
0C8M9M-E,Monte Financial Group LLC,8353,,Very Low,117.210559,56,Yield,Very Low,211,,56,,8353,FALSE,TRUE,TRUE,TRUE
0C8Z9P-E,Cox Capital Management LLC,11735,,Very Low,95.985,55,GARP,Very Low,156,99,55,,11735,FALSE,TRUE,TRUE,TRUE
0C93MF-E,Global Trust Asset Management LLC,550,,Very Low,147.45661,46,Growth,Very Low,216,0,46,,550,FALSE,TRUE,TRUE,TRUE
0CS6M1-E,Radnor Capital Management LLC,2965,,Very Low,310.347596,58,Yield,Very Low,524,306,58,,2965,FALSE,TRUE,TRUE,TRUE
0CSZ9C-E,"Marino, Stram & Associates LLC",76,,Very Low,139.764839,51,Yield,Very Low,529,143,51,,76,FALSE,TRUE,TRUE,TRUE
0CT27T-E,Ferris Capital LLC,162,,Very Low,276.149579,53,GARP,Very Low,538,267,53,,162,FALSE,TRUE,TRUE,TRUE
0CYFLL-E,Redwood Investment Management LLC (California),0,,High,454.183833,43,Value,High,1103,218,43,,0,FALSE,TRUE,TRUE,TRUE
0D9273-E,Redpoint Investment Management Pty Ltd.,11875,,Very Low,2029.668595,68,Growth,Very Low,,1991,68,,11875,FALSE,TRUE,TRUE,TRUE
0DLBR3-E,Sturgeon Ventures LLP,0,,Medium,107.998072,47,Growth,Medium,769,88,47,,0,FALSE,TRUE,TRUE,TRUE
0DMK17-E,Taylor Wealth Management Partners LLC,0,,Very Low,202.532475,57,Agg Growth,Very Low,260,219,57,66,0,FALSE,TRUE,TRUE,TRUE
0DMRRB-E,"Centaurus Financial, Inc.",0,,Low,585.572781,58,Growth,Low,2266,56,58,,0,FALSE,TRUE,TRUE,TRUE
0DRBPZ-E,Edmond de Rothschild Asset Management (Luxembourg) SA,0,,Low,325.251545,46,Growth,Low,,279,46,,0,FALSE,TRUE,TRUE,TRUE
0DX2DY-E,Kaizen Advisory LLC,574,,Very Low,145.541734,51,Growth,Very Low,253,0,51,,574,FALSE,TRUE,TRUE,TRUE
0DX2NL-E,Global Retirement Partners LLC,371,,Low,420.909276,49,GARP,Low,32997,1,49,,371,FALSE,TRUE,TRUE,TRUE
0FJWMF-E,"Crewe Advisors, LLC",4,,Very Low,318.493636,55,Agg Growth,Very Low,524,313,55,,4,FALSE,TRUE,TRUE,TRUE
0FK2QX-E,Well Done LLC,0,,Very Low,436.103897,43,GARP,Very Low,1032,311,43,,0,FALSE,TRUE,TRUE,TRUE
0FX0N9-E,Arrow Financial Corp. (Investment Management),0,,Very Low,18.110491,50,Growth,Very Low,,0,50,34,0,FALSE,TRUE,TRUE,TRUE
0G4KZL-E,CWM Advisors LLC,0,,Very Low,222.221978,53,GARP,Very Low,,306,53,,0,FALSE,TRUE,TRUE,TRUE
0G650Y-E,Quadrant Private Wealth Management LLC,5470,,Very Low,113.333298,53,Growth,Very Low,618,80,53,,5470,FALSE,TRUE,TRUE,TRUE
0GD1TT-E,We Are One Seven LLC,0,,Low,354.55255,42,Growth,Low,562,317,42,,0,FALSE,TRUE,TRUE,TRUE
0GDQ6C-E,YorkBridge Wealth Partners LLC,184,,Very Low,219.514875,52,Growth,Very Low,757,219,52,,184,FALSE,TRUE,TRUE,TRUE
0GGV2X-E,Arjuna Capital LLC,8833,,Low,135.61808,51,Growth,Low,204,129,51,,8833,FALSE,TRUE,TRUE,TRUE
0GKB9B-E,Achmea Investment Management BV,4423,,Low,2610.421743,66,Growth,Low,,2544,66,,4423,FALSE,TRUE,TRUE,TRUE
0GMWY9-E,The Harvest Group Wealth Management LLC,114,,High,129.302147,31,Growth,High,323,108,31,,114,FALSE,TRUE,TRUE,TRUE
0GTL2Q-E,Claybrook Capital LLC,0,,Very High,512.463832,31,Yield,Very High,259,124,31,,0,FALSE,TRUE,TRUE,TRUE
0GXG5Y-E,Rossmore Private Capital LLC,1556,,Very Low,275.035886,58,Value,Very Low,433,262,58,,1556,FALSE,TRUE,TRUE,TRUE
0HLGFN-E,Taylor Hoffman Wealth Management LLC,600,,Low,137.127745,46,GARP,Low,178,132,46,,600,FALSE,TRUE,TRUE,TRUE
0J0N1M-E,TrustCore Financial Services LLC,1610,,Very Low,356.294797,54,Value,Very Low,1265,0,54,,1610,FALSE,TRUE,TRUE,TRUE
0J0WX8-E,JGP Wealth Management LLC,28279,,Very Low,302.170141,49,Yield,Very Low,430,282,49,,28279,FALSE,TRUE,TRUE,TRUE
0018FV-E,Royal Bank of Canada,0,,Medium,0,0,,Medium,,10739,0,,0,TRUE,TRUE,TRUE,TRUE
001TPC-E,"Colorado State Bank & Trust, NA",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0023WY-E,"Talon Asset Management, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002G2M-E,First Community Bank Trust & Financial Services Division,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002GKZ-E,"Johnston, Reid & Mitchell, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002GMV-E,Grant Investment Management,0,,Medium,0,0,,Medium,81,,0,1,0,TRUE,TRUE,TRUE,TRUE
002H30-E,"Holt-Smith Advisors, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002HYK-E,"Wilmington Trust, FSB (Delaware) (Investment Management)",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002J0N-E,First National Bank of Chester County (Pennsylvania),0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002J5P-E,Westpeak Global Advisors LP,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002JCJ-E,Freeman Investment Management Co. LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002SFB-E,"Johnston Lemon Asset Management, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
002ZXJ-E,MEAG New York Corp.,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0036NG-E,Ziegler Lotsoff Capital Management IL LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
003WX0-E,"CAK Asset Management, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0049ML-E,"Ned Davis Research, Inc. (Investment Management)",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
005N87-E,"First Allied Securities, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0067VH-E,"Brown Investment Advisory, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0068XW-E,"Lowry Hill Investment Advisors, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
007357-E,VTrader PRO LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
007RZ1-E,"Dunvegan Associates, Inc.",0,,Medium,0,0,,Medium,24,,0,31,0,TRUE,TRUE,TRUE,TRUE
007Z0L-E,Belden & Associates,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0080GG-E,Ocean State Asset Management LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
008JN6-E,"UBS Trust Co., NA",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0090ZR-E,PalmerDodge Advisors LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
009ZY3-E,"Howe Barnes Capital Management, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
00C715-E,Eastover Investment Advisors LLC,0,,Medium,0,0,,Medium,182,,0,1,0,TRUE,TRUE,TRUE,TRUE
00CLF6-E,QRT Management LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
00D0PV-E,"Brockhouse & Cooper International, Inc.",0,,Medium,0,0,,Medium,,,0,,0,TRUE,TRUE,TRUE,TRUE
00DR3X-E,"CAI Capital Management, Inc.",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05FH61-E,Transamerica Investment Management LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05J6XH-E,"Citizens Bank Wealth Management, NA",0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05J8GF-E,Wachovia Wealth Management,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05LY5Y-E,Banc of America Securities LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05M5R0-E,"Wilson, Kemp & Associates, Inc.",0,,Medium,0,0,,Medium,,,0,20,0,TRUE,TRUE,TRUE,TRUE
05M6YN-E,Whitney Bank (Old),0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05N70R-E,NMF Asset Management LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05PQ0Q-E,Fan Asset Management LLC,0,,Medium,0,0,,Medium,500,,0,1,0,TRUE,TRUE,TRUE,TRUE
068GSY-E,Polaris Management A/S,0,,Medium,0,0,,Medium,715,10,0,1,0,TRUE,TRUE,TRUE,TRUE
069830-E,Wells Fargo Family Wealth,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
06CMSX-E,Evercore Asset Management,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
06YP2X-E,Credit Suisse (Italy) SpA,0,,Medium,0,0,,Medium,,,0,13,0,TRUE,TRUE,TRUE,TRUE
07618Q-E,IronOak Advisors LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
07DLYV-E,The Bank of Texas Asset Management,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
07GTJF-E,CoreStates Capital Advisors LLC,0,,Medium,0,0,,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
09J0V7-E,Hermes Fund Managers (North America) LP,0,,Medium,0,0,,Medium,,,0,21,0,TRUE,TRUE,TRUE,TRUE
0C398J-E,Strategic Capital Group LLC,0,,Medium,0,0,,Medium,,,0,23,0,TRUE,TRUE,TRUE,TRUE
0CRJYN-E,Crest Investment Partners LLC (Old),0,,Medium,0,0,,Medium,,,0,,0,TRUE,TRUE,TRUE,TRUE
000BJX-E,"Advance Capital Management, Inc.",0,GARP,Medium,0,0,GARP,Medium,2512,,0,15,0,TRUE,TRUE,TRUE,TRUE
000CZG-E,The Boston Company Asset Management LLC,0,Value,Medium,0,0,Value,Medium,,,0,100,0,TRUE,TRUE,TRUE,TRUE
000HYP-E,Portico Benefit Services,0,GARP,Medium,0,0,GARP,Medium,,,0,17,0,TRUE,TRUE,TRUE,TRUE
0011D1-E,Century Capital Management LLC,0,Growth,Medium,0,0,Growth,Medium,,,0,32,0,TRUE,TRUE,TRUE,TRUE
0011WG-E,"Acadia Trust, N.A.",0,Yield,Medium,0,0,Yield,Medium,,,0,35,0,TRUE,TRUE,TRUE,TRUE
001LH2-E,Lombardia Capital Partners LLC,0,Value,Medium,0,0,Value,Medium,,,0,18,0,TRUE,TRUE,TRUE,TRUE
001YB3-E,"William Harris Investors, Inc.",0,GARP,Medium,0,0,GARP,Medium,,,0,16,0,TRUE,TRUE,TRUE,TRUE
002GL6-E,"NCM Capital Management Group, Inc.",0,GARP,Medium,0,0,GARP,Medium,,,0,25,0,TRUE,TRUE,TRUE,TRUE
002GV3-E,Ropes & Gray LLP (Private Client Group),0,GARP,Medium,0,0,GARP,Medium,,,0,15,0,TRUE,TRUE,TRUE,TRUE
002H67-E,"Fulton Financial Advisors, NA",0,GARP,Medium,0,0,GARP,Medium,,,0,38,0,TRUE,TRUE,TRUE,TRUE
002HQ5-E,"Allianz of America, Inc.",0,GARP,Medium,0,0,GARP,Medium,,,0,27,0,TRUE,TRUE,TRUE,TRUE
002HZH-E,Beacon Trust Co.,0,GARP,Medium,0,0,GARP,Medium,,,0,38,0,TRUE,TRUE,TRUE,TRUE
002M5R-E,"PEG Capital Management, Inc.",0,Yield,Medium,0,0,Yield,Medium,,,0,25,0,TRUE,TRUE,TRUE,TRUE
002R5D-E,Wood Asset Management LLC,0,Value,Medium,0,0,Value,Medium,,,0,23,0,TRUE,TRUE,TRUE,TRUE
002V00-E,Thales Fund Management LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,11,0,TRUE,TRUE,TRUE,TRUE
003046-E,"Haberer Registered Investment Advisor, Inc.",0,GARP,Medium,0,0,GARP,Medium,,,0,22,0,TRUE,TRUE,TRUE,TRUE
003L61-E,"Argent Trust Co., NA",0,Yield,Medium,0,0,Yield,Medium,,,0,34,0,TRUE,TRUE,TRUE,TRUE
003LGP-E,Sigma Capital Management LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,4,0,TRUE,TRUE,TRUE,TRUE
00491B-E,SuttonBrook Capital Management LP,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0049F1-E,FrontPoint Partners LP,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
004D24-E,SCP III LP,0,GARP,Medium,0,0,GARP,Medium,,17,0,25,0,TRUE,TRUE,TRUE,TRUE
0050WJ-E,Avesta Capital Advisors LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
005H8H-E,Provident Advisors LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,235,,0,1,0,TRUE,TRUE,TRUE,TRUE
005HSZ-E,Greenway Trading LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
006WYJ-E,"ThomasPartners, Inc.",0,Yield,Medium,0,0,Yield,Medium,,0,0,27,0,TRUE,TRUE,TRUE,TRUE
006X8Z-E,S.A.C. Global Investors LLP,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
007RTB-E,Diamondback Capital Management LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
0080MD-E,Atherton Lane Advisers LLC,0,GARP,Medium,0,0,GARP,Medium,,,0,36,0,TRUE,TRUE,TRUE,TRUE
008Y5F-E,Helios Advisors LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
008ZDW-E,Platte River Capital LLC,0,GARP,Medium,0,0,GARP,Medium,,,0,22,0,TRUE,TRUE,TRUE,TRUE
008ZYC-E,CTC Alternative Strategies Ltd.,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
00BKYH-E,Jesaga Advisers LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
00BQNJ-E,Fort Hill Capital Management LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
00BRBB-E,"First Allied Asset Management, Inc.",0,GARP,Medium,0,0,GARP,Medium,,,0,32,0,TRUE,TRUE,TRUE,TRUE
00C18R-E,Saiers Capital LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,4,0,TRUE,TRUE,TRUE,TRUE
00CF9G-E,SB Schonfeld Fund Advisors LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,,0,TRUE,TRUE,TRUE,TRUE
00CFBL-E,"Mesirow Advanced Strategies, Inc.",0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,12034,,0,1,0,TRUE,TRUE,TRUE,TRUE
00D1G6-E,RHG Capital LP,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,1,0,TRUE,TRUE,TRUE,TRUE
05TMD0-E,First New York Securities LLC,0,GARP,Medium,0,0,GARP,Medium,,,0,8,0,TRUE,TRUE,TRUE,TRUE
05XG85-E,Black River Asset Management LLC,0,Hedge Fund,Medium,0,0,Hedge Fund,Medium,,,0,2,0,TRUE,TRUE,TRUE,TRUE
