factset_entity_id,Name,Position,Style,Turnover,EquityAssets,QualityRating,Style Desktop,Turnover Desktop,AUM Desktop,Equity AUM Desktop,Quality Rating Desktop,Targeting_Score Desktop,Position Desktop,STYLE MATCH,TURNOVER MATCH,POSITION MATCH,QR MATCH
0CV2GP-E,Ascent Wealth Partners LLC,22637,Agg Growth,Very Low,308.267421,44,Agg Growth,Very Low,526,,44,,22637,TRUE,TRUE,TRUE,TRUE
0CXT25-E,Lindbrook Capital LLC,312,Agg Growth,Very Low,251.300584,36,Agg Growth,Very Low,1184,,36,,312,TRUE,TRUE,TRUE,TRUE
0CXVDW-E,Centerpoint Advisors LLC,2085,Agg Growth,Very Low,118.221916,22,Agg Growth,Very Low,295,125,22,,2085,TRUE,TRUE,TRUE,TRUE
0CZ2VX-E,Solstein Capital LLC,0,Agg Growth,High,22.624559,13,Agg Growth,High,66,1,13,,0,TRUE,TRUE,TRUE,TRUE
0CZF91-E,"Bay Colony Advisory Group, Inc.",0,Agg Growth,Medium,174.679167,24,Agg Growth,Medium,311,142,24,,0,TRUE,TRUE,TRUE,TRUE
0FNZ8X-E,Summit Trail Advisors LLC,1675,Agg Growth,Very High,414.012471,17,Agg Growth,Very High,5186,215,17,,1675,TRUE,TRUE,TRUE,TRUE
0G4YM7-E,Acima Private Wealth LLC,1825,Agg Growth,Very Low,127.092406,22,Agg Growth,Very Low,153,,22,,1825,TRUE,TRUE,TRUE,TRUE
0G5JYF-E,Golden State Wealth Management LLC,24,Agg Growth,Medium,298.951978,24,Agg Growth,Medium,711,,24,,24,TRUE,TRUE,TRUE,TRUE
0GCF9R-E,"Elmwood Wealth Management, Inc.",14,Agg Growth,Low,118.736113,29,Agg Growth,Low,145,99,29,,14,TRUE,TRUE,TRUE,TRUE
0GCW7G-E,"Hurlow Wealth Management Group, Inc.",1929,,Very Low,90.674561,52,,Very Low,264,,52,,1929,TRUE,TRUE,TRUE,TRUE
0GF0NT-E,PRW Wealth Management LLC,54,Agg Growth,Low,110.338057,29,Agg Growth,Low,311,,29,,54,TRUE,TRUE,TRUE,TRUE
0GH4V9-E,"Vestmark Advisory Solutions, Inc.",6311,Agg Growth,Medium,560.83512,29,Agg Growth,Medium,681,,29,,6311,TRUE,TRUE,TRUE,TRUE
0GLJY4-E,Northstar Capital Management LLC,18344,Agg Growth,Very Low,113.682243,36,Agg Growth,Very Low,135,113,36,,18344,TRUE,TRUE,TRUE,TRUE
0GNDG1-E,Strategic Blueprint LLC,7015,Agg Growth,Very Low,113.401189,27,Agg Growth,Very Low,244,,27,,7015,TRUE,TRUE,TRUE,TRUE
0GPW6Y-E,W.E. Donoghue & Co. LLC,14665,,Very High,1903.342131,62,,Very High,3464,960,62,,14665,TRUE,TRUE,TRUE,TRUE
0GTXFF-E,Alpha Quant Advisors LLC,3422,,Very Low,101.692544,51,,Very Low,,0,51,,3422,TRUE,TRUE,TRUE,TRUE
0GYLXF-E,Slatestone Wealth LLC,6543,Agg Growth,Very Low,330.212537,44,Agg Growth,Very Low,567,,44,,6543,TRUE,TRUE,TRUE,TRUE
0HHJN3-E,Lake Point Wealth Management LLC,126,,Medium,161.514939,40,,Medium,222,,40,,126,TRUE,TRUE,TRUE,TRUE
0HHNMN-E,Brendel Financial Advisors LLC,1900,Agg Growth,Medium,156.874354,28,Agg Growth,Medium,182,,28,,1900,TRUE,TRUE,TRUE,TRUE
0HJ18Q-E,"Braun-Bostich & Associates, Inc.",623,Agg Growth,High,98.515411,13,Agg Growth,High,173,80,13,,623,TRUE,TRUE,TRUE,TRUE
0HJ2RS-E,Townsquare Capital LLC,7956,Agg Growth,Very Low,1310.377185,50,Agg Growth,Very Low,,,50,,7956,TRUE,TRUE,TRUE,TRUE
0HLG2G-E,F3Logic LLC,12185,Agg Growth,Low,481.60302,41,Agg Growth,Low,667,389,41,,12185,TRUE,TRUE,TRUE,TRUE
0HLGT7-E,Alera Investment Advisors LLC,108,Agg Growth,Medium,207.729366,23,Agg Growth,Medium,532,,23,,108,TRUE,TRUE,TRUE,TRUE
0HW93Z-E,"United Income, Inc. (District of Columbia)",3650,,Low,375.3898,54,,Low,575,,54,,3650,TRUE,TRUE,TRUE,TRUE
0HX3KD-E,Chicago Capital LLC,3030,Agg Growth,Very Low,1484.490185,50,Agg Growth,Very Low,1588,1576,50,,3030,TRUE,TRUE,TRUE,TRUE
0JVWCD-E,"People's United Advisors, Inc.",17565,Agg Growth,Very Low,3306.318947,51,Agg Growth,Very Low,8386,3497,51,,17565,TRUE,TRUE,TRUE,TRUE
0KJY7G-E,"Landsberg, Bennett, & Dubbaneh LLC",2397,Agg Growth,Low,466.04349,31,Agg Growth,Low,501,,31,,2397,TRUE,TRUE,TRUE,TRUE
0KMSQJ-E,WealthBridge Capital Management LLC,0,Agg Growth,Very Low,155.34574,35,Agg Growth,Very Low,299,,35,,0,TRUE,TRUE,TRUE,TRUE
0KMSQT-E,Wealthfront Advisers LLC,7028,Agg Growth,Very Low,10797.1328,65,Agg Growth,Very Low,11455,,65,,7028,TRUE,TRUE,TRUE,TRUE
000BL3-E,"Advisory Research, Inc.",0,GARP,Low,6148.028812,73,GARP,Low,7803,5188,73,78,0,TRUE,TRUE,TRUE,TRUE
000BPX-E,APG Asset Management NV,45416,GARP,Medium,63666.74282,79,GARP,Medium,565954,80859,79,91,45416,TRUE,TRUE,TRUE,TRUE
000BQ0-E,"Fred Alger Management, Inc.",970000,Growth,Medium,25454.78101,76,Growth,Medium,,24983,76,100,970000,TRUE,TRUE,TRUE,TRUE
000CGW-E,Barings LLC,9850,GARP,Medium,5119.976975,60,GARP,Medium,246845,145,60,79,9850,TRUE,TRUE,TRUE,TRUE
000CKR-E,Morgan Stanley (Switzerland) AG,0,GARP,Medium,0,0,GARP,Medium,,,0,20,0,TRUE,TRUE,TRUE,TRUE
000CM9-E,"Barrow, Hanley, Mewhinney & Strauss LLC",7142587,Value,Low,57827.17169,88,Value,Low,71938,56381,88,100,7142587,TRUE,TRUE,TRUE,TRUE
000D7G-E,The California Public Employees Retirement System,367009,Index,Very Low,82219.03118,89,Index,Very Low,,85468,89,,367009,TRUE,TRUE,TRUE,TRUE
000HJ9-E,Dimensional Fund Advisors LP,1090485,Quant,Very Low,257133.0893,81,Quant,Very Low,569309,365877,81,,1090485,TRUE,TRUE,TRUE,TRUE
000HPH-E,BNY Mellon Investment Adviser Inc.,309657,Value,Very Low,39180.71881,86,Value,Very Low,260310,38207,86,84,309657,TRUE,TRUE,TRUE,TRUE
000KJ7-E,Fisher Asset Management LLC,0,GARP,Very Low,85842.52657,93,GARP,Very Low,94108,81491,93,65,0,TRUE,TRUE,TRUE,TRUE
000KLZ-E,Fidelity Management & Research Co.,1650000,GARP,Low,752007.2842,99,GARP,Low,,876419,99,97,1650000,TRUE,TRUE,TRUE,TRUE
000KN8-E,BMO Asset Managers Ltd.,167930,GARP,Low,10581.09506,74,GARP,Low,,8331,74,68,167930,TRUE,TRUE,TRUE,TRUE
000KVL-E,"GAMCO Asset Management, Inc.",19048,Value,Very Low,13675.04333,80,Value,Very Low,14271,13754,80,58,19048,TRUE,TRUE,TRUE,TRUE
000L3V-E,"Grantham, Mayo, Van Otterloo & Co. LLC",0,Quant,Medium,15391.6818,55,Quant,Medium,60516,24254,55,,0,TRUE,TRUE,TRUE,TRUE
000LH9-E,Federated MDTA LLC,0,GARP,Medium,5983.243904,57,GARP,Medium,,5520,57,74,0,TRUE,TRUE,TRUE,TRUE
000LV0-E,"Howard Hughes Medical Institute, Inc. (Investment Management)",0,GARP,Medium,469.145772,61,GARP,Medium,,434,61,78,0,TRUE,TRUE,TRUE,TRUE
000N8F-E,Janus Capital Management LLC,0,GARP,Low,14180.14023,80,GARP,Low,168101,19753,80,94,0,TRUE,TRUE,TRUE,TRUE
000NVY-E,Luther King Capital Management Corp.,854276,GARP,Very Low,13167.52688,82,GARP,Very Low,16259,13076,82,90,854276,TRUE,TRUE,TRUE,TRUE
000NWQ-E,"Klingenstein, Fields & Co. LLC",1952,GARP,Very Low,1922.868283,74,GARP,Very Low,3637,1861,74,59,1952,TRUE,TRUE,TRUE,TRUE
000P8J-E,"Loomis, Sayles & Co. LP",100000,Growth,Very Low,51779.4216,91,Growth,Very Low,230318,50118,91,78,100000,TRUE,TRUE,TRUE,TRUE
000P8M-E,"Lord, Abbett & Co. LLC",70100,GARP,Medium,47425.39191,79,GARP,Medium,182625,30624,79,91,70100,TRUE,TRUE,TRUE,TRUE
000PC4-E,MacKay Shields LLC,55666,Value,Low,13848.06977,73,Value,Low,,12707,73,53,55666,TRUE,TRUE,TRUE,TRUE
000PHW-E,Massachusetts Financial Services Co.,0,GARP,Very Low,243928.6592,98,GARP,Very Low,332686,283513,98,100,0,TRUE,TRUE,TRUE,TRUE
000Q6S-E,"JPMorgan Investment Management, Inc.",4010000,GARP,Very Low,244223.7989,91,GARP,Very Low,1401287,32394,91,96,4010000,TRUE,TRUE,TRUE,TRUE
000R9G-E,New York State Teachers Retirement System,282111,Index,Very Low,39955.66575,87,Index,Very Low,118100,39482,87,,282111,TRUE,TRUE,TRUE,TRUE
000RBG-E,"Nicholas Co., Inc.",0,GARP,Very Low,4450.19088,78,GARP,Very Low,4906,4223,78,86,0,TRUE,TRUE,TRUE,TRUE
000RGG-E,Mason Street Advisors LLC,31333,GARP,Very Low,4647.338405,68,GARP,Very Low,27664,49,68,76,31333,TRUE,TRUE,TRUE,TRUE
000SX3-E,"OppenheimerFunds, Inc.",272221,GARP,Medium,83662.92443,86,GARP,Medium,223037,83662,86,91,272221,TRUE,TRUE,TRUE,TRUE
000T3H-E,Palisade Capital Management LLC,4020,GARP,Low,3148.470024,66,GARP,Low,3235,2236,66,67,4020,TRUE,TRUE,TRUE,TRUE
000TNX-E,"T. Rowe Price Associates, Inc. (Investment Management)",8925000,Growth,Very Low,686313.6809,100,Growth,Very Low,940638,718725,100,100,8925000,TRUE,TRUE,TRUE,TRUE
000TWY-E,"PGIM, Inc.",457,Yield,Medium,3204.704555,56,Yield,Medium,845936,3949,56,62,457,TRUE,TRUE,TRUE,TRUE
000WWX-E,State Farm Investment Management Corp.,15393100,Value,Very Low,81136.43244,95,Value,Very Low,,80602,95,96,15393100,TRUE,TRUE,TRUE,TRUE
000WX0-E,State of Wisconsin Investment Board,363895,GARP,Very Low,36297.90415,87,GARP,Very Low,,36843,87,80,363895,TRUE,TRUE,TRUE,TRUE
000XKH-E,TCW Asset Management Co. LLC,39057,GARP,Very Low,10907.31422,83,GARP,Very Low,39073,10350,83,71,39057,TRUE,TRUE,TRUE,TRUE
000YS6-E,Wellington Management Co. LLP,8747,GARP,Very Low,446522.6156,98,GARP,Very Low,1035310,492596,98,100,8747,TRUE,TRUE,TRUE,TRUE
000ZCN-E,"Virtus Investment Advisers, Inc.",0,GARP,High,71.008772,30,GARP,High,26951,154,30,6,0,TRUE,TRUE,TRUE,TRUE
00104F-E,"Thornburg Investment Management, Inc.",0,GARP,Low,10805.08697,80,GARP,Low,40523,12882,80,99,0,TRUE,TRUE,TRUE,TRUE
001091-E,Cramer Rosenthal McGlynn LLC,255374,Value,Low,4845.39846,76,Value,Low,4500,4164,76,98,255374,TRUE,TRUE,TRUE,TRUE
0010RD-E,Westfield Capital Management Co. LP,150000,GARP,Low,15102.92216,81,GARP,Low,,13104,81,84,150000,TRUE,TRUE,TRUE,TRUE
0010SV-E,Chemical Bank (Investment Management),6107,Yield,Very Low,906.316439,66,Yield,Very Low,,882,66,72,6107,TRUE,TRUE,TRUE,TRUE
0011M0-E,Dodge & Cox,3300,Value,Very Low,128822.7909,97,Value,Very Low,285931,161914,97,97,3300,TRUE,TRUE,TRUE,TRUE
0011MX-E,Glenmede Investment Management LP,146591,GARP,Low,21733.22252,74,GARP,Low,,20243,74,83,146591,TRUE,TRUE,TRUE,TRUE
0011RH-E,Stock Yards Bank & Trust Co.,0,GARP,Very Low,1032.205329,65,GARP,Very Low,,1070,65,60,0,TRUE,TRUE,TRUE,TRUE
001207-E,Segall Bryant & Hamill LLC,20095,GARP,Low,6794.3414,69,GARP,Low,19329,7710,69,72,20095,TRUE,TRUE,TRUE,TRUE
00121D-E,Van Eck Associates Corp.,399,Index,Very Low,21334.63159,85,Index,Very Low,43144,30489,85,,399,TRUE,TRUE,TRUE,TRUE
00128H-E,Fiduciary Trust Co. International,81990,Growth,Very Low,11349.15213,79,Growth,Very Low,,11221,79,64,81990,TRUE,TRUE,TRUE,TRUE
0012DH-E,"Everence Capital Management, Inc.",10065,GARP,Low,592.000889,53,GARP,Low,1279,571,53,58,10065,TRUE,TRUE,TRUE,TRUE
0012LW-E,Brandywine Global Investment Management LLC,0,Value,Low,15302.35807,76,Value,Low,77513,14506,76,86,0,TRUE,TRUE,TRUE,TRUE
0012MH-E,Sandler Capital Management,0,Hedge Fund,High,1089.262573,34,Hedge Fund,High,1703,668,34,33,0,TRUE,TRUE,TRUE,TRUE
0012ZV-E,HBK Investments LP,0,Hedge Fund,High,9373.718295,35,Hedge Fund,High,29099,4016,35,38,0,TRUE,TRUE,TRUE,TRUE
00140T-E,Tudor Investment Corp.,0,Hedge Fund,High,3227.766602,25,Hedge Fund,High,28579,2087,25,20,0,TRUE,TRUE,TRUE,TRUE
00176H-E,Gardner Lewis Asset Management LP,0,Hedge Fund,High,2427.636287,38,Hedge Fund,High,1397,441,38,38,0,TRUE,TRUE,TRUE,TRUE
00179W-E,Mackenzie Financial Corp.,98040,Hedge Fund,Medium,43056.49636,56,Hedge Fund,Medium,,58473,56,74,98040,TRUE,TRUE,TRUE,TRUE
00180K-E,"American Beacon Advisors, Inc.",534,GARP,Low,15.556375,45,GARP,Low,57824,140,45,12,534,TRUE,TRUE,TRUE,TRUE
0018XT-E,Davidson Kempner Capital Management LP,0,Hedge Fund,High,9840.221949,43,Hedge Fund,High,36060,2645,43,49,0,TRUE,TRUE,TRUE,TRUE
0019KF-E,"CIBC Asset Management, Inc.",26279,Yield,Low,16131.24853,75,Yield,Low,98186,19059,75,71,26279,TRUE,TRUE,TRUE,TRUE
001BC5-E,"UBS Financial Services, Inc.",550490,GARP,Very Low,149869.1426,92,GARP,Very Low,496035,140656,92,78,550490,TRUE,TRUE,TRUE,TRUE
001CVY-E,"Cohen & Steers Capital Management, Inc.",10934,Yield,Medium,36871.16713,79,Yield,Medium,53882,39411,79,81,10934,TRUE,TRUE,TRUE,TRUE
001FKZ-E,Jennison Associates LLC,0,Growth,Low,103445.2323,90,Growth,Low,160906,109280,90,85,0,TRUE,TRUE,TRUE,TRUE
001FQ5-E,Essex Investment Management Co. LLC,30,Growth,Medium,840.460824,51,Growth,Medium,774,668,51,31,30,TRUE,TRUE,TRUE,TRUE
001GCK-E,Soros Fund Management LLC,0,Hedge Fund,Medium,4965.651426,46,Hedge Fund,Medium,,3457,46,38,0,TRUE,TRUE,TRUE,TRUE
001HBR-E,First Manhattan Co.,50128,GARP,Very Low,17635.16056,80,GARP,Very Low,20279,17201,80,72,50128,TRUE,TRUE,TRUE,TRUE
001J5S-E,The Park National Bank (Investment Management),93280,Yield,Very Low,1613.697563,65,Yield,Very Low,7800,1818,65,75,93280,TRUE,TRUE,TRUE,TRUE
001JJ6-E,"Kornitzer Capital Management, Inc.",162654,GARP,Low,5921.031282,72,GARP,Low,6991,5721,72,84,162654,TRUE,TRUE,TRUE,TRUE
001JK7-E,"Matrix Asset Advisors, Inc.",0,Yield,Very Low,597.585763,71,Yield,Very Low,793,585,71,81,0,TRUE,TRUE,TRUE,TRUE
001JQG-E,WEDGE Capital Management LLP,34582,Quant,Low,9891.591893,60,Quant,Low,10462,8785,60,,34582,TRUE,TRUE,TRUE,TRUE
001JWR-E,SunAmerica Asset Management LLC,95922,Yield,Very Low,26455.59774,82,Yield,Very Low,79200,28149,82,85,95922,TRUE,TRUE,TRUE,TRUE
001JZX-E,Brown Brothers Harriman & Co. (Investment Management),46344,GARP,Low,14514.24343,75,GARP,Low,,15488,75,66,46344,TRUE,TRUE,TRUE,TRUE
001LWB-E,Welch & Forbes LLC,51881,GARP,Very Low,3994.395514,76,GARP,Very Low,4898,4097,76,71,51881,TRUE,TRUE,TRUE,TRUE
001LWP-E,Everett Harris & Co.,1940,GARP,Very Low,3860.470716,77,GARP,Very Low,7217,3782,77,65,1940,TRUE,TRUE,TRUE,TRUE
001LWQ-E,"Fenimore Asset Management, Inc.",418397,GARP,Very Low,2872.523729,79,GARP,Very Low,3125,3061,79,90,418397,TRUE,TRUE,TRUE,TRUE
001MCT-E,Iridian Asset Management LLC,0,Value,Low,8482.593265,81,Value,Low,8830,7853,81,90,0,TRUE,TRUE,TRUE,TRUE
001MDY-E,Ontario Teachers' Pension Plan Board,19640,GARP,Medium,6592.434714,62,GARP,Medium,,6942,62,78,19640,TRUE,TRUE,TRUE,TRUE
001MJ6-E,Colorado Public Employees' Retirement Association,39404,Index,Very Low,15794.95905,79,Index,Very Low,,16500,79,,39404,TRUE,TRUE,TRUE,TRUE
001MJX-E,Davis Selected Advisers LP,0,Value,Very Low,21511.78389,90,Value,Very Low,25398,22981,90,56,0,TRUE,TRUE,TRUE,TRUE
001MYF-E,"Westport Asset Management, Inc.",1800,GARP,Very Low,145.232322,59,GARP,Very Low,291,143,59,78,1800,TRUE,TRUE,TRUE,TRUE
001N0P-E,"Peter B. Cannell & Co., Inc.",5000,GARP,Low,2647.132201,70,GARP,Low,2800,2577,70,84,5000,TRUE,TRUE,TRUE,TRUE
001NGD-E,"Salem Investment Counselors, Inc.",0,GARP,Very Low,945.23946,66,GARP,Very Low,1357,940,66,67,0,TRUE,TRUE,TRUE,TRUE
001PBJ-E,"Eagle Asset Management, Inc.",26661,GARP,Very Low,21576.96907,84,GARP,Very Low,29756,12091,84,87,26661,TRUE,TRUE,TRUE,TRUE
001RLW-E,"John W. Bristol & Co., Inc. (New York)",509719,GARP,Very Low,3649.880951,81,GARP,Very Low,3915,3449,81,90,509719,TRUE,TRUE,TRUE,TRUE
001T5F-E,State Teachers Retirement System of Ohio,148318,GARP,Very Low,22348.7287,81,GARP,Very Low,80011,22899,81,82,148318,TRUE,TRUE,TRUE,TRUE
001TJR-E,"INTRUST Bank, NA",2339,GARP,Very Low,406.838926,56,GARP,Very Low,,362,56,59,2339,TRUE,TRUE,TRUE,TRUE
001TNS-E,"Karpus Management, Inc.",0,GARP,Low,3026.892464,71,GARP,Low,3167,1335,71,30,0,TRUE,TRUE,TRUE,TRUE
001VR9-E,Moore Capital Management LP,0,Hedge Fund,High,4198.51598,36,Hedge Fund,High,42972,2807,36,34,0,TRUE,TRUE,TRUE,TRUE
001XC9-E,"Greenhaven Associates, Inc.",0,Growth,Very Low,5632.281525,86,Growth,Very Low,,5322,86,96,0,TRUE,TRUE,TRUE,TRUE
001XJ8-E,OMERS Administration Corp.,950950,GARP,Medium,9612.756301,68,GARP,Medium,,9718,68,92,950950,TRUE,TRUE,TRUE,TRUE
001XKH-E,"Beck, Mack & Oliver LLC",0,GARP,Very Low,2832.089073,76,GARP,Very Low,3547,2718,76,89,0,TRUE,TRUE,TRUE,TRUE
001XP1-E,Harding Loevner LP,320,GARP,Very Low,21469.95067,85,GARP,Very Low,50384,39461,85,58,320,TRUE,TRUE,TRUE,TRUE
001XT4-E,"DWS Investment Management Americas, Inc.",73183,GARP,Very Low,17372.72015,77,GARP,Very Low,179309,19017,77,80,73183,TRUE,TRUE,TRUE,TRUE
001XW9-E,Ingalls & Snyder LLC,1856,GARP,Very Low,2112.910913,71,GARP,Very Low,3792,2095,71,70,1856,TRUE,TRUE,TRUE,TRUE
001Y7Z-E,"Becker Capital Management, Inc.",2900,Value,Very Low,2803.398618,77,Value,Very Low,4239,1,77,67,2900,TRUE,TRUE,TRUE,TRUE
001Y83-E,Bessemer Investment Management LLC,672483,Value,Low,26868.71918,71,Value,Low,,37483,71,60,672483,TRUE,TRUE,TRUE,TRUE
001YD6-E,OZ Management LP,0,Hedge Fund,Medium,12320.07282,53,Hedge Fund,Medium,43048,6198,53,78,0,TRUE,TRUE,TRUE,TRUE
001YNK-E,"Rational Advisors, Inc.",21,GARP,Very High,527.489369,32,GARP,Very High,,4,32,20,21,TRUE,TRUE,TRUE,TRUE
001YQZ-E,"Monarch Capital Management, Inc.",4716,Yield,Very Low,276.465149,61,Yield,Very Low,321,276,61,61,4716,TRUE,TRUE,TRUE,TRUE
001YT0-E,Ohio Public Employees Retirement System,143563,GARP,Very Low,19653.34961,80,GARP,Very Low,,19835,80,82,143563,TRUE,TRUE,TRUE,TRUE
001YWB-E,Virginia Retirement Systems,100500,GARP,Low,8803.751135,70,GARP,Low,,8839,70,77,100500,TRUE,TRUE,TRUE,TRUE
001YX3-E,"Securian Asset Management, Inc.",22988,GARP,Very Low,4251.042426,71,GARP,Very Low,41520,254,71,70,22988,TRUE,TRUE,TRUE,TRUE
001ZF3-E,Aberdeen Asset Managers Ltd.,46933,Growth,Very Low,13234.66132,76,Growth,Very Low,163328,43235,76,77,46933,TRUE,TRUE,TRUE,TRUE
0020GL-E,Vanguard Fiduciary Trust Co.,187125,Growth,Very Low,25457.16854,80,Growth,Very Low,,25053,80,,187125,TRUE,TRUE,TRUE,TRUE
0021HG-E,Chartwell Investment Partners LLC,37200,Quant,Medium,3407.210654,46,Quant,Medium,8292,2948,46,,37200,TRUE,TRUE,TRUE,TRUE
0022CW-E,"Foresters Investment Management Co., Inc.",17700,GARP,Low,6486.869003,73,GARP,Low,15439,5569,73,85,17700,TRUE,TRUE,TRUE,TRUE
00245B-E,Scoggin Management LP,0,Hedge Fund,Medium,468.282587,38,Hedge Fund,Medium,744,242,38,30,0,TRUE,TRUE,TRUE,TRUE
0024MZ-E,Capital Guardian Trust Co.,2661,GARP,Low,7480.2418,74,GARP,Low,45758,11133,74,86,2661,TRUE,TRUE,TRUE,TRUE
0024Q5-E,"Capital International, Inc.",0,GARP,Very Low,843.872038,64,GARP,Very Low,10281,3804,64,67,0,TRUE,TRUE,TRUE,TRUE
0025QG-E,Old National Bank (Investment Management),33576,GARP,Very Low,2008.010058,68,GARP,Very Low,,1956,68,81,33576,TRUE,TRUE,TRUE,TRUE
002656-E,Carlson Capital LP,0,Hedge Fund,High,10855.56843,43,Hedge Fund,High,15990,5636,43,32,0,TRUE,TRUE,TRUE,TRUE
002B3Q-E,New York State Common Retirement Fund,539100,Index,Very Low,78990.46916,89,Index,Very Low,,1131,89,,539100,TRUE,TRUE,TRUE,TRUE
002BFN-E,Old Second National Bank,207,GARP,Very Low,281.403991,54,GARP,Very Low,,285,54,51,207,TRUE,TRUE,TRUE,TRUE
002BSH-E,Eaton Vance Management,174575,GARP,Very Low,44075.51613,89,GARP,Very Low,102955,46125,89,88,174575,TRUE,TRUE,TRUE,TRUE
002BZT-E,Dubuque Bank & Trust Co.,0,Value,Very Low,622.851701,58,Value,Very Low,,583,58,64,0,TRUE,TRUE,TRUE,TRUE
002C1K-E,Regents of the University of California,10200,Growth,Medium,54.87871,43,Growth,Medium,,709,43,46,10200,TRUE,TRUE,TRUE,TRUE
002CDB-E,First Trust Advisors LP,530000,Index,Low,52117.42429,82,Index,Low,118946,54708,82,,530000,TRUE,TRUE,TRUE,TRUE
002CHW-E,Smith Asset Management Group LP,0,Growth,Medium,3433.481356,61,Growth,Medium,3428,3079,61,79,0,TRUE,TRUE,TRUE,TRUE
002CS5-E,Highfields Capital Management LP,0,Hedge Fund,Very Low,3646.46074,63,Hedge Fund,Very Low,18699,1141,63,63,0,TRUE,TRUE,TRUE,TRUE
002DFS-E,Maverick Capital Ltd.,19010,Hedge Fund,High,9540.867559,41,Hedge Fund,High,13494,7556,41,42,19010,TRUE,TRUE,TRUE,TRUE
002DRR-E,California State Teachers' Retirement System,351203,Index,Very Low,49520.12351,87,Index,Very Low,227800,50348,87,,351203,TRUE,TRUE,TRUE,TRUE
002F4J-E,Perkins Investment Management LLC,0,Value,Very Low,3137.030516,82,Value,Very Low,7845,982,82,96,0,TRUE,TRUE,TRUE,TRUE
002FPX-E,Pennsylvania Public School Employees Retirement System,12840,GARP,Low,6428.627383,64,GARP,Low,,193,64,65,12840,TRUE,TRUE,TRUE,TRUE
002FTH-E,M&G Investment Management Ltd.,445000,Value,Low,11553.86247,70,Value,Low,358772,46521,70,91,445000,TRUE,TRUE,TRUE,TRUE
002FZ2-E,"Beach Investment Counsel, Inc.",1661,GARP,Very Low,915.893927,69,GARP,Very Low,1342,844,69,64,1661,TRUE,TRUE,TRUE,TRUE
002G25-E,Cambiar Investors LLC,0,GARP,Low,5225.997259,76,GARP,Low,10519,2493,76,92,0,TRUE,TRUE,TRUE,TRUE
002G2B-E,Chilton Capital Management LLC,3529,GARP,Very Low,1201.490417,70,GARP,Very Low,1322,1117,70,73,3529,TRUE,TRUE,TRUE,TRUE
002G4S-E,"Private Asset Management, Inc.",0,Yield,Very Low,569.992762,64,Yield,Very Low,697,582,64,66,0,TRUE,TRUE,TRUE,TRUE
002G53-E,Tocqueville Asset Management LP,75829,GARP,Low,8255.882829,72,GARP,Low,10893,7465,72,81,75829,TRUE,TRUE,TRUE,TRUE
002G5X-E,Numeric Investors LLC,0,Quant,Medium,18141.43917,54,Quant,Medium,42442,18312,54,,0,TRUE,TRUE,TRUE,TRUE
002G6D-E,"Bahl & Gaynor, Inc.",1313060,Yield,Very Low,10951.64674,83,Yield,Very Low,11525,10893,83,93,1313060,TRUE,TRUE,TRUE,TRUE
002G77-E,"P. J. Schmidt Investment Management, Inc.",0,Yield,Very Low,348.23016,61,Yield,Very Low,546,339,61,72,0,TRUE,TRUE,TRUE,TRUE
002G7F-E,"MB Financial Bank, NA (Trust Department)",364,GARP,Very Low,851.19247,63,GARP,Very Low,,0,63,55,364,TRUE,TRUE,TRUE,TRUE
002G7V-E,"Dillon & Associates, Inc.",48940,GARP,Very Low,310.166576,64,GARP,Very Low,339,0,64,77,48940,TRUE,TRUE,TRUE,TRUE
002G84-E,Lodestar Investment Counsel LLC,9810,GARP,Very Low,937.815894,69,GARP,Very Low,1421,941,69,61,9810,TRUE,TRUE,TRUE,TRUE
002GB3-E,Prio Wealth LP,17075,GARP,Very Low,2140.980437,75,GARP,Very Low,2780,2180,75,75,17075,TRUE,TRUE,TRUE,TRUE
002GB5-E,Manulife Asset Management (US) LLC,0,GARP,Very Low,45549.07385,87,GARP,Very Low,206398,48275,87,83,0,TRUE,TRUE,TRUE,TRUE
002GBT-E,"D. F. Dent & Co., Inc.",2158,Growth,Very Low,5100.100478,79,Growth,Very Low,,5035,79,59,2158,TRUE,TRUE,TRUE,TRUE
002GCJ-E,"Griffin Asset Management, Inc.",2253,Yield,Very Low,716.85715,65,Yield,Very Low,778,5,65,69,2253,TRUE,TRUE,TRUE,TRUE
002GF6-E,"Argus Investors' Counsel, Inc.",23360,GARP,Very Low,210.750211,60,GARP,Very Low,230,208,60,68,23360,TRUE,TRUE,TRUE,TRUE
002GG1-E,Howland Capital Management LLC,3486,GARP,Very Low,1274.091007,65,GARP,Very Low,1959,1267,65,63,3486,TRUE,TRUE,TRUE,TRUE
002GG4-E,"Leavell Investment Management, Inc.",5785,GARP,Very Low,906.241782,66,GARP,Very Low,1613,944,66,68,5785,TRUE,TRUE,TRUE,TRUE
002GG9-E,McKinley Capital Management LLC,24040,GARP,Very Low,1549.138933,70,GARP,Very Low,,7970,70,79,24040,TRUE,TRUE,TRUE,TRUE
002GGK-E,Rampart Investment Management Co. LLC,11636,GARP,Very Low,898.456831,63,GARP,Very Low,1693,891,63,,11636,TRUE,TRUE,TRUE,TRUE
002GGR-E,Sentry Investment Management LLC,100000,GARP,Very Low,1495.360885,67,GARP,Very Low,12910,9,67,74,100000,TRUE,TRUE,TRUE,TRUE
