FactSetEntityId,Style,TurnoverLabel,TotalAUM
002GGK-E,Growth,Very Low,1693
002GGR-E,Growth,Very Low,12910
002GHH-E,Growth,Very Low,846
002GHR-E,,,NULL
002GHS-E,,,NULL
002GHY-E,,,NULL
002GJ2-E,Growth,Very Low,62224
002GJM-E,,,NULL
002GJQ-E,Aggressive Growth,Low,135
002GJZ-E,,,NULL
002GK8-E,,,NULL
002GK9-E,,,NULL
002GKC-E,,,NULL
002GKD-E,Growth,Very Low,10989
002GKP-E,,,NULL
002GKY-E,,,NULL
002GKZ-E,,,NULL
002GL5-E,Growth,,1416
002GL6-E,,,NULL
002GL7-E,Growth,Very Low,12600
002GLC-E,,,NULL
002GLF-E,GARP,Low,5469
002GLJ-E,,,NULL
002GLK-E,Growth,Low,1001
002GLL-E,,,NULL
002GLY-E,Growth,Low,16000
002GM2-E,,,NULL
002GMB-E,Growth,Very Low,606
002GMC-E,Value,Very Low,644
002GMD-E,,,NULL
002GMM-E,,,NULL
002GMV-E,,,81
002GMZ-E,Yield,Very Low,239
002GN4-E,GARP,Very Low,831
002GNN-E,,,NULL
002GNQ-E,,,NULL
002GQ5-E,Growth,Very Low,682
002GQB-E,GARP,Very Low,1175
002GQJ-E,Value,Medium,512
002GQP-E,,,NULL
002GQX-E,Growth,Very Low,830
002GQZ-E,,,NULL
002GR1-E,,,NULL
002GRQ-E,,,NULL
002GRW-E,,,NULL
002GRZ-E,GARP,Very Low,NULL
002GSB-E,Yield,Low,5961
002GSP-E,GARP,Low,NULL
002GT6-E,,Very Low,47656
002GTC-E,,,NULL
002GTL-E,,,NULL
002GTP-E,Index,Very Low,12559
002GTQ-E,Yield,Very Low,83005
002GTR-E,Growth,High,5202
002GTW-E,,,NULL
002GTZ-E,Growth,Very Low,10421
002GV3-E,,,NULL
002GVB-E,GARP,Very Low,934
002GVG-E,,,NULL
002GVK-E,GARP,Low,4994
002GVN-E,GARP,Very Low,NULL
002GVP-E,,,NULL
002GVW-E,,,NULL
002GVY-E,Growth,Low,NULL
002GW3-E,GARP,Very Low,1144
002GW8-E,,,NULL
002GWD-E,Yield,Very Low,812
002GWH-E,Value,Medium,4532
002GWM-E,Value,Low,2961
002GWP-E,GARP,Very Low,500
002GWQ-E,,,NULL
002GWR-E,,,NULL
002GWT-E,,,1157
002GX4-E,,,NULL
002GX5-E,,,NULL
002GX6-E,,,NULL
002GX7-E,GARP,Very Low,298
002GXF-E,,Low,10461
002GXG-E,,,NULL
002GXL-E,,,NULL
002GXP-E,,,NULL
002GXQ-E,,,2000
002GY1-E,,,NULL
002GYB-E,Yield,Very Low,638
002GYH-E,GARP,Medium,256
002GYM-E,,,NULL
002GYP-E,,,NULL
002GYT-E,,,NULL
002GYZ-E,Growth,Very Low,NULL
002GZ0-E,Growth,Very Low,600
002GZG-E,GARP,High,27964
002GZM-E,Yield,Medium,2403
002GZN-E,Growth,Very Low,NULL
002GZP-E,,,NULL
002GZV-E,,,NULL
002GZZ-E,,,NULL
002H05-E,,,NULL
002H07-E,GARP,Very Low,NULL
002H0Q-E,,,NULL
002H10-E,,,NULL
002H12-E,Aggressive Growth,Low,NULL
002H13-E,Growth,Low,2186
002H17-E,Value,Low,46194
002H1F-E,Growth,Very Low,26523
002H1S-E,,,8
002H1T-E,Growth,Low,520
002H1V-E,,,NULL
002H1W-E,,,NULL
002H1X-E,,,NULL
002H22-E,,,NULL
002H27-E,,,NULL
002H2B-E,,,NULL
002H2D-E,,,NULL
002H2F-E,Growth,Very Low,196
002H2M-E,,,NULL
002H2N-E,Growth,Very Low,378
002H2Q-E,,,NULL
002H2R-E,Value,Low,8741
002H2Y-E,Value,,NULL
002H2Z-E,Growth,Low,101912
002H30-E,,,NULL
002H33-E,,,NULL
002H3C-E,Aggressive Growth,Low,6126
002H3G-E,GARP,Very Low,1040
002H3J-E,GARP,Very Low,212
002H3N-E,,,NULL
002H3P-E,Yield,Very Low,261
002H3Q-E,Growth,Very Low,16574
002H3S-E,Growth,Very Low,303723
002H3T-E,Growth,Medium,1665
002H3V-E,,,NULL
002H3X-E,,,NULL
002H3Y-E,,,NULL
002H43-E,Index,Medium,44050
002H48-E,,,NULL
002H49-E,,,NULL
002H4C-E,Aggressive Growth,,249
002H4D-E,,,NULL
002H4P-E,,,NULL
002H4Y-E,,,123
002H51-E,Growth,Very Low,1969
002H53-E,Growth,Low,108249
002H54-E,,,NULL
002H57-E,Value,Low,122
002H59-E,,,NULL
002H5B-E,,,NULL
002H5C-E,Growth,Very Low,1010
002H5F-E,Growth,Very Low,1216
002H5G-E,,,NULL
002H5M-E,Growth,Very Low,NULL
002H5P-E,,,NULL
002H5S-E,Aggressive Growth,Low,35807
002H5W-E,GARP,Low,184
002H60-E,,,NULL
002H61-E,,,NULL
002H62-E,,,225
002H63-E,Growth,Very Low,NULL
002H65-E,,,NULL
002H67-E,,,NULL
002H6H-E,,,NULL
002H6S-E,Yield,Low,348
002H6W-E,Growth,Very Low,360
002H71-E,Growth,Medium,158
002H7B-E,Growth,Low,22258
002H7F-E,,,1463
002H7G-E,Yield,Very Low,1442
002H7H-E,,,48521
002H7J-E,,,NULL
002H7K-E,Growth,Very Low,1251
002H7S-E,Yield,Medium,3730
002H7Y-E,Growth,Low,NULL
002H7Z-E,Growth,Very Low,845
002H83-E,,,NULL
002H8C-E,Yield,Very Low,NULL
002H8D-E,Growth,Very Low,832
002H8J-E,,,NULL
002H8L-E,Aggressive Growth,Very Low,NULL
002H8Q-E,,,NULL
002H8W-E,GARP,Low,2965
002H8Y-E,,,NULL
002H94-E,,,650
002H96-E,,,NULL
002H97-E,,,NULL
002H98-E,Growth,Low,NULL
002H99-E,Value,Very Low,1328
002H9D-E,Growth,Very Low,1159
002H9G-E,Growth,Very Low,1006
002H9K-E,,,NULL
002H9M-E,Yield,Low,9016
002H9P-E,Growth,Medium,1638
002H9X-E,Growth,Low,NULL
002H9Y-E,,,NULL
002HB2-E,GARP,Very Low,NULL
002HB3-E,,,NULL
002HB4-E,GARP,Very Low,733
002HB5-E,,,NULL
002HB7-E,Value,Low,27760
002HB8-E,,,NULL
002HB9-E,,,205
002HBD-E,Growth,Medium,8812
002HBF-E,,,NULL
002HBH-E,,,NULL
002HBL-E,GARP,Low,NULL
002HBQ-E,,,NULL
002HBR-E,,,NULL
002HBS-E,Growth,Very Low,154
002HBW-E,,,NULL
002HBZ-E,,,NULL
002HC0-E,,,NULL
002HCD-E,,,NULL
002HCF-E,,,NULL
002HCG-E,Yield,Low,3260
002HCH-E,Aggressive Growth,Low,358
002HCJ-E,,,NULL
002HCK-E,Growth,Very Low,NULL
002HCN-E,Growth,Very Low,NULL
002HCR-E,Growth,Very Low,968
002HCT-E,Yield,Very Low,928
002HCW-E,,,NULL
002HD4-E,GARP,Very Low,36
002HD7-E,,,717
002HDD-E,Growth,Very Low,NULL
002HDF-E,GARP,Very Low,2671
002HDJ-E,,,NULL
002HDL-E,GARP,Very Low,NULL
002HDM-E,,,NULL
002HDN-E,,,NULL
002HDP-E,,,NULL
002HDR-E,,,67
002HDT-E,,,NULL
002HDX-E,Growth,Very Low,417
002HDY-E,Aggressive Growth,Low,5886
002HDZ-E,GARP,Very Low,718
002HF0-E,,,NULL
002HF1-E,,,NULL
002HF2-E,,,NULL
002HF3-E,,,NULL
002HF4-E,,,NULL
002HF5-E,,,7861
002HF7-E,,,NULL
002HF8-E,,,NULL
002HF9-E,,,NULL
002HFB-E,GARP,Very Low,651
002HFC-E,,,NULL
002HFD-E,Yield,Medium,7495
002HFG-E,Growth,High,300
002HFJ-E,,,NULL
002HFK-E,,Very Low,NULL
002HFM-E,Yield,Medium,NULL
002HFN-E,,,NULL
002HFS-E,,,NULL
002HFT-E,GARP,Very Low,393
002HFV-E,Index,Low,2010
002HFW-E,Growth,Very Low,870
002HFX-E,GARP,Medium,6733
002HFZ-E,Growth,Low,36962
002HG1-E,GARP,Low,157
002HG5-E,,,NULL
002HG9-E,,,NULL
002HGC-E,Growth,Very Low,727
002HGD-E,,,NULL
002HGF-E,Yield,Very Low,105844
002HGG-E,GARP,Very Low,544
002HGH-E,GARP,Very Low,9458
002HGM-E,Growth,Very Low,579
002HGP-E,Growth,Medium,2218
002HGQ-E,Growth,Very Low,789
002HGS-E,Aggressive Growth,Very Low,224
002HGT-E,Yield,Very Low,NULL
002HGV-E,GARP,,26613
002HGW-E,Growth,Very Low,1374
002HGX-E,,,NULL
002HGY-E,Aggressive Growth,,NULL
002HH0-E,Value,Low,842
002HH2-E,Growth,Very Low,2893
002HH3-E,,,NULL
002HH7-E,Growth,Very Low,618
002HH8-E,GARP,Very Low,1349
002HH9-E,,,NULL
002HHC-E,GARP,Very Low,163
002HHD-E,,,NULL
002HHG-E,,Very Low,38439
002HHL-E,Growth,Very Low,1829
002HHP-E,,,NULL
002HHQ-E,Growth,Very Low,35284
002HHS-E,Aggressive Growth,Low,1287
002HJ0-E,,,NULL
002HJ2-E,Growth,Very Low,NULL
002HJ6-E,,,27741
002HJB-E,Growth,Low,595011
002HJF-E,Growth,Medium,5100
002HJG-E,,,733
002HJH-E,,,NULL
002HJJ-E,Growth,Very Low,1433
002HJK-E,,,NULL
002HJL-E,,,NULL
002HJM-E,Growth,,NULL
002HJQ-E,,,NULL
002HJR-E,Growth,Very Low,1788
002HJS-E,,,NULL
002HJV-E,,,NULL
002HJW-E,,,NULL
002HJX-E,,,NULL
002HJZ-E,GARP,Low,2629
002HK2-E,,,NULL
002HK3-E,,,NULL
002HK5-E,,,NULL
002HK8-E,,,NULL
002HKC-E,GARP,Very Low,1862
002HKF-E,,,NULL
002HKG-E,Growth,Low,20077
002HKH-E,,,NULL
002HKS-E,,,NULL
002HKT-E,GARP,Very Low,1311
002HKV-E,,,NULL
002HKW-E,Aggressive Growth,High,301
002HKX-E,,,NULL
002HL1-E,Growth,Very Low,423487
002HL2-E,,,NULL
002HL4-E,,,NULL
002HL5-E,,,NULL
002HLB-E,Growth,Very Low,NULL
002HLD-E,,Medium,NULL
002HLG-E,GARP,Very Low,2820
002HLM-E,Aggressive Growth,Medium,470
002HLR-E,,,NULL
002HLW-E,GARP,Very Low,12227
002HLX-E,,,NULL
002HLZ-E,Growth,Very Low,204046
002HM2-E,,,NULL
002HM3-E,,,NULL
002HM7-E,,,2
002HMD-E,Growth,Very Low,NULL
002HMF-E,Value,High,9467
002HMH-E,,,NULL
002HMK-E,,,NULL
002HMM-E,,Low,4422
002HMP-E,,Very Low,NULL
002HMW-E,,,NULL
002HMX-E,,,2700
002HMY-E,Growth,Very Low,3272
002HN1-E,GARP,Very Low,8677
002HN4-E,,,NULL
002HN5-E,,,NULL
002HN8-E,,,NULL
002HNF-E,Value,Medium,NULL
002HNG-E,,,NULL
002HNJ-E,Growth,Low,1030
002HNL-E,Growth,Very Low,449
002HNM-E,,,NULL
002HNP-E,Yield,Low,4616
002HNQ-E,,,NULL
002HNS-E,Growth,Very Low,331
002HNV-E,,,NULL
002HNZ-E,Yield,Very Low,854
002HP1-E,,,NULL
002HP3-E,,,NULL
002HP4-E,,High,20570
002HP5-E,,Very Low,295853
002HP7-E,,,NULL
002HP8-E,,,NULL
002HP9-E,,Very Low,355
002HPB-E,,,NULL
002HPC-E,Growth,Low,207601
002HPD-E,,,NULL
002HPJ-E,,,NULL
002HPL-E,Growth,Very Low,807
002HPR-E,,,NULL
002HPS-E,GARP,Low,3820
002HPX-E,GARP,Low,1307
002HPZ-E,,,NULL
002HQ0-E,,,NULL
002HQ5-E,,,NULL
002HQG-E,,,NULL
002HQK-E,,,NULL
002HQM-E,,Low,34946
002HQP-E,,,NULL
002HQQ-E,Growth,Very Low,902
002HQT-E,,,NULL
002HQV-E,,,NULL
002HQX-E,,,NULL
002HQY-E,Growth,Very Low,27726
002HR1-E,,,NULL
002HR5-E,Growth,High,2405
002HR6-E,,,NULL
002HR9-E,Growth,Low,NULL
002HRB-E,GARP,Medium,422
002HRC-E,Growth,Very Low,5129
002HRF-E,,Very High,16311
002HRJ-E,,,NULL
002HRL-E,,Low,31340
002HRN-E,Growth,Low,NULL
002HRP-E,,,NULL
002HRQ-E,Growth,Very Low,2768
002HRR-E,Growth,Medium,878
002HRV-E,,,NULL
002HRW-E,,,NULL
002HRX-E,,,NULL
002HRY-E,,,NULL
002HS0-E,,,NULL
002HS2-E,Growth,Low,513
002HS4-E,,,NULL
002HS5-E,,,91
002HS6-E,Yield,Low,420
002HS7-E,,,NULL
002HS9-E,,,NULL
002HSB-E,,,NULL
002HSC-E,,,2
002HSF-E,,,NULL
002HSJ-E,,,77118
002HSL-E,Growth,Low,4966
002HSM-E,Growth,Low,3000
002HSP-E,,,NULL
002HSV-E,GARP,Very Low,1343
002HSW-E,,,NULL
002HSX-E,GARP,Very Low,1275
002HSY-E,,,107
002HSZ-E,,,NULL
002HT0-E,GARP,Very Low,182
002HT8-E,,,NULL
002HTF-E,Growth,Very Low,NULL
002HTG-E,,Very Low,39549
002HTK-E,Growth,Low,NULL
002HTL-E,Growth,Very Low,297
002HTR-E,Yield,Very Low,588
002HTT-E,,,NULL
002HTZ-E,Growth,Very Low,23879
002HV1-E,,,NULL
002HVC-E,,,NULL
002HVD-E,,,NULL
002HVF-E,,,NULL
002HVG-E,,,NULL
002HVM-E,,,NULL
002HVN-E,Index,Very Low,1478
002HVP-E,Growth,Low,715
002HVS-E,,,NULL
002HVY-E,Yield,Very Low,2104
002HVZ-E,Growth,Low,1840
002HW1-E,,,NULL
002HW4-E,Aggressive Growth,Medium,1488
002HW8-E,,,NULL
002HWB-E,,,NULL
002HWG-E,,,NULL
002HWH-E,,,NULL
002HWL-E,,,NULL
002HWN-E,,,NULL
002HWQ-E,,,NULL
002HWR-E,Growth,Very Low,954
002HWS-E,Growth,Very Low,NULL
002HWT-E,,,29151
002HWY-E,GARP,Very Low,1479
002HX0-E,,,NULL
002HX4-E,,,4606
002HX7-E,Growth,Low,NULL
002HX8-E,,,NULL
002HX9-E,,,NULL
002HXB-E,,Very Low,1419
002HXC-E,Growth,High,167
002HXD-E,Growth,Low,2227
002HXG-E,Growth,Very Low,379318
002HXK-E,,,NULL
002HXN-E,,,34
002HXS-E,Yield,Very Low,1155
002HXT-E,,,NULL
002HXV-E,Growth,Low,1851
002HXX-E,,,58
002HXY-E,,,NULL
002HXZ-E,Growth,Low,NULL
002HY1-E,,,NULL
002HY2-E,Growth,Very Low,NULL
002HY9-E,GARP,Very Low,260
002HYD-E,Growth,Low,346834
002HYG-E,GARP,Very Low,814
002HYH-E,,,NULL
002HYJ-E,Growth,Low,NULL
002HYK-E,,,NULL
002HYL-E,,,NULL
002HYM-E,,,NULL
002HYS-E,Growth,Very Low,2063
002HYW-E,,,NULL
002HYZ-E,,,NULL
002HZ2-E,,,NULL
002HZC-E,,,NULL
002HZD-E,,,NULL
002HZH-E,,,NULL
002HZL-E,,Very Low,290
002HZM-E,,Very Low,NULL
002HZR-E,Growth,Low,1766
002HZS-E,,,NULL
002HZV-E,,,NULL
002HZW-E,GARP,Low,715
002HZX-E,Growth,Very Low,3422
002J00-E,,,NULL
002J01-E,Growth,Very Low,NULL
002J05-E,,,4849
002J07-E,,Low,4748
002J0F-E,,,NULL
002J0K-E,Growth,Very Low,NULL
002J0N-E,,,NULL
002J0Q-E,Growth,Very Low,52422
002J0S-E,,,NULL
002J0Z-E,GARP,Very Low,14864
002J16-E,,,NULL
002J17-E,,,NULL
002J1C-E,,,7090
002J1F-E,,,NULL
002J1K-E,GARP,Low,947
002J1L-E,Value,Medium,585
002J1N-E,Growth,Low,NULL
002J1P-E,,,59367
002J1R-E,GARP,High,20456
002J1V-E,,,NULL
002J1W-E,,,NULL
002J1Y-E,Growth,Very Low,NULL
002J22-E,Yield,,NULL
002J23-E,Growth,Very Low,7242
002J28-E,Value,Very Low,384
002J2C-E,GARP,Very Low,989
002J2D-E,GARP,Very Low,NULL
002J2F-E,Growth,Very Low,290
002J2G-E,,,NULL
002J2L-E,Growth,Very Low,534
002J2Q-E,,,NULL
002J2V-E,Growth,Low,1133
002J33-E,Growth,Low,6729
002J39-E,,,NULL
002J3B-E,Growth,Low,NULL
002J3K-E,,,NULL
002J3P-E,Growth,Medium,95369
002J3W-E,Value,Very Low,796
002J41-E,Growth,Medium,130945
002J43-E,,,NULL
002J4B-E,Yield,Medium,27253
002J4C-E,Growth,Very Low,NULL
002J4D-E,Growth,Very Low,22014
002J4G-E,Yield,Very Low,7367
002J4S-E,,,6993
002J54-E,,,NULL
002J55-E,Growth,Very Low,NULL
002J57-E,Growth,Low,1478
002J58-E,Growth,Very Low,NULL
002J5H-E,,,NULL
002J5L-E,Growth,Low,NULL
002J5N-E,GARP,Very Low,4738
002J5P-E,,,NULL
002J5S-E,GARP,Medium,2960
002J5V-E,Yield,Low,5252
002J60-E,,,NULL
002J62-E,Value,Medium,27958
002J64-E,Growth,Very Low,NULL
002J65-E,,,NULL
002J67-E,Growth,Very Low,1445
002J6B-E,,,NULL
002J6C-E,,,NULL
002J6G-E,Aggressive Growth,Medium,656
002J6J-E,Growth,High,NULL
002J6K-E,,,NULL
002J6L-E,,,NULL
002J6M-E,Aggressive Growth,Low,NULL
002J6Q-E,Growth,Very Low,1483
002J6R-E,Growth,Low,2162
002J6T-E,,,NULL
002J6V-E,,,NULL
002J6W-E,,,NULL
002J6Y-E,Growth,Very Low,2479
002J75-E,,,NULL
002J76-E,,,NULL
002J7F-E,,,6329
002J7G-E,Index,,NULL
002J7H-E,,Medium,NULL
002J7N-E,Growth,Very Low,1234
002J7S-E,,,NULL
002J7T-E,Growth,Low,NULL
002J7Z-E,,,NULL
002J85-E,,,NULL
002J87-E,,,NULL
002J89-E,Growth,Very Low,979
002J8B-E,,,NULL
002J8K-E,Growth,Low,4711
002J8L-E,GARP,Very Low,NULL
002J8Q-E,,,20
002J8S-E,,,NULL
002J8T-E,,,337
002J8Y-E,Growth,Medium,51
002J8Z-E,Yield,Very Low,588
002J93-E,GARP,Very Low,1535
002J97-E,,,NULL
002J9D-E,,,NULL
002J9L-E,,,NULL
002J9Q-E,,,NULL
002J9V-E,,,NULL
002JB1-E,,,NULL
002JB2-E,,,10729
002JB3-E,,,NULL
002JB4-E,,,NULL
002JBM-E,Growth,Very Low,10189
002JBP-E,,,NULL
002JBT-E,,,NULL
002JC3-E,Growth,Medium,577
002JC4-E,,,NULL
002JCB-E,Growth,Very Low,450
002JCG-E,Growth,Very Low,1274
002JCH-E,,,NULL
002JCJ-E,,,NULL
002JCP-E,,,NULL
002JCR-E,,,NULL
002JCS-E,Growth,Very Low,NULL
002JCT-E,Value,Very Low,610
002JCX-E,,,NULL
002JD4-E,Value,Very Low,NULL
002JD5-E,Growth,Very Low,NULL
002JDD-E,GARP,Low,1939
002JDX-E,,,NULL
002JF7-E,,,NULL
002JF8-E,,,NULL
002JFG-E,Growth,Very Low,1533
002JFV-E,Yield,Medium,102
002JGG-E,GARP,Very Low,2004
002JGJ-E,Aggressive Growth,Very Low,224
002JH9-E,,,NULL
002JHG-E,,,NULL
002JHP-E,,,NULL
002JHW-E,Value,Low,56889
002JJ1-E,Growth,Very Low,638
002JJ7-E,Growth,Medium,3957
002JJ9-E,,,NULL
002JJF-E,,,NULL
002JJG-E,,,NULL
002JJL-E,,,NULL
002JJY-E,Growth,High,7279
002JK4-E,,,101
002JK6-E,Growth,Medium,11999
002JKF-E,Growth,Medium,77143
002JKP-E,,,NULL
002JKS-E,,,NULL
002JL6-E,,,NULL
002JLB-E,Growth,Very Low,145063
002JLJ-E,,,NULL
002JLK-E,,,NULL
002JLQ-E,,,NULL
002JLV-E,Yield,High,1569
002JM1-E,Growth,Very Low,6043
002JM2-E,Yield,,36254
002JMH-E,Growth,Very Low,NULL
002JML-E,,,NULL
002JMT-E,Growth,Very Low,3441
002JNF-E,,,NULL
002JNM-E,,,NULL
002JP5-E,,,198
002JP7-E,,,NULL
002JPD-E,,Low,234
002JPM-E,Growth,Very Low,5900
002JPV-E,Growth,Low,10829
002JQ0-E,Growth,Very Low,778
002JQ3-E,GARP,Very Low,687
002JQ6-E,GARP,Medium,700
002JQJ-E,,,NULL
002JQN-E,,,NULL
002JQV-E,,,NULL
002JQX-E,Yield,Very Low,452
002JR0-E,,,NULL
002JRS-E,,,NULL
002JRV-E,Growth,Very Low,NULL
002JRW-E,,,NULL
002JS5-E,,,NULL
002JSD-E,Growth,Low,61634
002JSF-E,Growth,Very Low,1297
002JV0-E,Value,Very Low,NULL
002JV7-E,Yield,Very Low,1620
002JV9-E,,Very Low,530
002JWC-E,Aggressive Growth,Low,NULL
002JY6-E,,,NULL
002JYK-E,,,NULL
002JYR-E,GARP,Very Low,NULL
002JZ0-E,,,NULL
002JZ5-E,,,NULL
002JZ7-E,,,NULL
002JZF-E,,,NULL
002JZX-E,Value,Low,244
002K02-E,Growth,Very Low,4008
002K07-E,,,NULL
002K0C-E,,,NULL
002K0L-E,Growth,Very Low,822
002K0M-E,Growth,Low,852968
002K2N-E,,,NULL
002K35-E,Growth,Low,NULL
002K37-E,,,NULL
002K3D-E,,,NULL
002K3F-E,Growth,Low,6310
002K4J-E,,,13
002K53-E,Growth,Low,2490
002K59-E,,,NULL
002K5D-E,,,33
002K5H-E,,,NULL
002K7W-E,,,NULL
002K7Y-E,,,NULL
002K8G-E,Aggressive Growth,Very Low,250008
002K8L-E,GARP,Very Low,967
002K96-E,Growth,Low,91747
002K9T-E,,,NULL
002KB0-E,GARP,Very Low,1468
002KBP-E,Growth,Medium,12123
002KC4-E,,,NULL
002KCX-E,Deep Value,Medium,NULL
002KDF-E,,,70
002KDH-E,Yield,Very Low,229
002KF0-E,,,NULL
002KF3-E,,,NULL
002KFT-E,,,NULL
002KFZ-E,Growth,Very Low,946
002KJJ-E,Growth,Low,198
002KJS-E,,,NULL
002KJZ-E,,,NULL
002KK7-E,GARP,High,2100
002KKQ-E,GARP,Very Low,499
002KLD-E,Value,Low,19279
002KM3-E,,,844
002KM6-E,,,NULL
002KM7-E,Index,Very Low,NULL
002KM8-E,Value,Low,52826
002KMS-E,Growth,Very Low,523
002KNH-E,,,2800
002KNN-E,Growth,Very Low,NULL
002KPT-E,,,NULL
002KQD-E,Growth,Very Low,12740
002KQG-E,Growth,Very Low,503
002KQR-E,Yield,Low,6051
002KQS-E,Growth,Low,767
002KS3-E,,,NULL
002KVT-E,,,NULL
002KWD-E,,,NULL
002KX1-E,,,NULL
002KXY-E,,,NULL
002KYG-E,,,NULL
002KYR-E,Growth,Very Low,150
002KYX-E,Aggressive Growth,Medium,80823
002L1Q-E,Aggressive Growth,Low,19407
002L32-E,Value,Very Low,986
002L39-E,,,NULL
002L3J-E,GARP,Very Low,NULL
002L4X-E,Yield,Very Low,383
002L5T-E,,,NULL
002L6V-E,,,NULL
002L82-E,,,NULL
002L86-E,Value,Very Low,9868
002L8H-E,Growth,Very Low,NULL
002L8Z-E,Growth,High,147
002L9Y-E,Value,Low,5037
002LB3-E,,,NULL
002LC2-E,,,NULL
002LF9-E,,,NULL
002LFR-E,,,NULL
002LG5-E,,,NULL
002LGB-E,Growth,Very Low,3030
002LGH-E,,,NULL
002LH1-E,Growth,Very Low,1408
002LH2-E,,,NULL
002LHN-E,Value,Low,1183
002LJG-E,,,NULL
002LJH-E,,,NULL
002LJZ-E,Value,Very Low,1173
002LK1-E,Growth,Very Low,4792
002LK5-E,,,NULL
002LL2-E,GARP,Very Low,938
002LLQ-E,Value,Low,96765
002LLT-E,GARP,Low,815
002LMC-E,Growth,Very Low,NULL
002LMF-E,,,NULL
002LNF-E,,,150
002LNV-E,,,NULL
002LNW-E,,,NULL
002LP3-E,Yield,Very Low,6000
002LPF-E,,,NULL
002LPL-E,GARP,Very Low,1249
002LPS-E,,,NULL
002LPV-E,GARP,Very Low,1319
002LQ0-E,,,NULL
002LQK-E,Growth,Very Low,2280
002LQM-E,,,NULL
002LQV-E,,,NULL
002LQZ-E,,,NULL
002LR7-E,,Very Low,8103
002LRJ-E,,,129
002LRN-E,,,106
002LS1-E,,,NULL
002LS5-E,GARP,Medium,2267
002LSL-E,,,NULL
002LSM-E,Growth,Medium,NULL
002LSP-E,,,NULL
002LSQ-E,,,3671
002LT8-E,,,NULL
002LTL-E,,,NULL
002LVT-E,,,NULL
002LVW-E,,Very Low,1116
002LVX-E,,,NULL
002LW4-E,,,NULL
002LWB-E,,,NULL
002LWP-E,,,NULL
002LX8-E,,,NULL
002LXV-E,Growth,Very Low,25300
002LY0-E,,,NULL
002LY6-E,Growth,Medium,NULL
002LZF-E,,,NULL
002M0F-E,GARP,Very Low,1463
002M15-E,Growth,Low,2623
002M1L-E,Value,Very Low,41270
002M1Z-E,,,NULL
002M3D-E,Growth,Very Low,1276
002M40-E,,,NULL
002M4R-E,Yield,Very Low,NULL
002M54-E,,,173
002M5R-E,,,NULL
002M7P-E,,,NULL
002M8L-E,,,NULL
002M9V-E,,,NULL
002MDL-E,Value,Very Low,4500
002MDV-E,,,NULL
002MKF-E,,,NULL
002MLK-E,,,NULL
002MN8-E,,,NULL
002MQ6-E,,,NULL
002MQB-E,,,NULL
002MRC-E,,,NULL
002MW6-E,GARP,High,NULL
002MYG-E,Growth,Very Low,6497
002MZW-E,,,NULL
002N0Q-E,,,NULL
002N1R-E,,,NULL
002N25-E,Growth,Medium,26406
002N2J-E,Growth,Very Low,324
002N2S-E,,,NULL
002N4S-E,,,NULL
002N8C-E,,Medium,5500
002N9W-E,,,NULL
002NBS-E,Aggressive Growth,,23
002NC8-E,Value,Medium,2081
002ND6-E,,,150
002NGP-E,,,NULL
002NLR-E,,,NULL
002NLS-E,,,NULL
002NLW-E,,,NULL
002NP1-E,,,NULL
002NQG-E,,,NULL
002NRG-E,Yield,Medium,9527
002NS3-E,,,NULL
002NVS-E,,,NULL
002NWN-E,Deep Value,Medium,202
002NXN-E,,,NULL
002NY9-E,,,NULL
002NZ9-E,GARP,Very Low,1119
002P06-E,Growth,Low,NULL
002P1V-E,Yield,Very Low,11141
002P2B-E,,,NULL
002P34-E,Growth,Low,NULL
002P3C-E,,,NULL
002P47-E,GARP,Very Low,NULL
002P4K-E,Growth,Very Low,1625
002P65-E,,,NULL
002P6Z-E,Aggressive Growth,Medium,NULL
002P7M-E,,,NULL
002P7T-E,Growth,Very Low,7186
002P85-E,,,NULL
002P8N-E,,,NULL
002P9J-E,,,14000
002P9V-E,Value,Very Low,182
002PCB-E,,,NULL
002PDZ-E,,,NULL
002PFM-E,,High,43873
002PGK-E,,,NULL
002PJ9-E,Growth,Low,1874
002PJL-E,,,NULL
002PK2-E,Value,Very Low,1133
002PKH-E,Growth,Medium,NULL
002PKK-E,,,NULL
002PKR-E,,,NULL
002PL7-E,Value,Very Low,NULL
002PLB-E,,,NULL
002PLV-E,,,NULL
002PM8-E,Growth,Very Low,8266
002PN0-E,Growth,Very Low,175
002PPP-E,,,NULL
002PPX-E,GARP,Very Low,528
002PT4-E,,,NULL
002PTG-E,,,NULL
002PW1-E,,,NULL
002PWD-E,Growth,Very Low,5334
002PYP-E,GARP,Low,NULL
002PZD-E,,,NULL
002Q32-E,Value,Very Low,143579
002Q3X-E,,,NULL
002Q57-E,,,800
002Q5M-E,Growth,Very Low,501
002Q86-E,Yield,Medium,5000
002QJF-E,,,NULL
002QKC-E,,,NULL
002QMT-E,Growth,Medium,554
002R5D-E,,,NULL
002R5V-E,,,NULL
002R74-E,,,NULL
002RBD-E,,,NULL
002RD1-E,Growth,,NULL
002RD3-E,,,NULL
002RKM-E,Growth,Medium,NULL
002RL5-E,,,9700
002RQ4-E,,,NULL
002RRN-E,GARP,Very Low,NULL
002RS3-E,,,NULL
002RS6-E,,,NULL
002RW3-E,,,NULL
002RWC-E,Aggressive Growth,Very Low,123
002S10-E,GARP,,NULL
