Factset Fund ID,Fund Name,Discrepancy Column
04L4GF-E,Aberdeen Dynamic Dividend Fund,
04BJT1-E,Securian Funds Trust - Index 500 Fund,
04DK2F-E,Nlb Funds - Equity Global,
04C7Q8-E,Blue Chip Investor Fund,
04BTP8-E,North Country Equity Growth Fund,
04CSNF-E,Nlb Funds - Equity Global Developed Markets,
04DXM4-E,Proshares Ultrapro S&p500,
04CSR9-E,Invesco Dividend Achievers Etf,
04BJ19-E,Manning & Napier Pro-blend Moderate Term Series,
04JGJV-E,Ishares Total Us Stock Market Index Fund,
04CQX0-E,Sei Institutional Managed Trust - Us Managed Volatility Fund,
04GFDP-E,Dimensional Funds Plc - World Equity Fund,
04KHFB-E,Ubs (irl) Etf Plc - Msci Usa Select Factor Mix Ucits Etf,
04GTXS-E,Fidelity Invt. Funds - Index World Fund,
04BHT9-E,Tiaa-cref Separate Account Va-1 (stock Index Account),
04J6ZH-E,Swisscanto (ch) Ipf I - Index Equity World (ex-ch) Responsible,
04CVW1-E,Erste Responsible Stock Global,
04GSYK-E,Fidelity Advisor Series Opportunistic Insights Fund,
04HN7H-E,Ssga International Equities Index Trust,
04D0LV-E,Dws Esg Multi-asset Dynamic,
04JJ2J-E,John Hancock Multifactor Large Cap Etf,
04GQ8P-E,Ssga Spdr Etfs Europe I Plc - Msci Acwi Ucits Etf,
04FTQK-E,Swiss Index Platform - Sip World Equity Index Hedge,
04JHBR-E,Swiss Index Fund Ii - Swif Us Equity Index,
04HL6B-E,Ubs Life - All World Equity Fundamentally Weighted Index Fund,
04J6Z1-E,Swisscanto (ch) Index Fund I - Equity Usa,
04G0YL-E,Bl - Global Flexible (usd),
04KPZH-E,Northern Lights Fund Trust Ii - Balter Invenomic Fund,
04BPHC-E,Ivy Var. Insurance Port. - Vip Global Growth,
04BDNB-E,Simt S&p 500 Index Fund,
04BJLG-E,Russell Investment Us Strategic Equity Fund,
04G293-E,Invesco S&p 500 High Beta Etf,
04BFB4-E,Blackrock Managed Volatility V.i. Fund,
04F5ND-E,Madison Covered Call & Equity Income Fund,
04B8S2-E,Bridges Investment Fund,
04BVNQ-E,Danske Invest Denmark - Global Indeks,
04JPSW-E,Vanguard Invts. Ii Com. Contractual Fd. - Ftse Developed World,
04BCKT-E,Osterweis Fund,
04BQNN-E,Sbl Series B (large Cap Value),
04BDD1-E,Wells Fargo Index Asset Allocation Fund,
04D2N5-E,Franklin Select Us Equity Fund,
04BFN1-E,Clearwater Core Equity Fund,
04C422-E,Hsbc Global Equity Fund,
04JQJP-E,Conventum - Mekks,
04DJFJ-E,Garant Dynamic,
04F56J-E,Bg Selection Sicav - Blackrock Global Multi Asset Fund,
04BPLV-E,Principal Variable Contract - Large Cap Growth Account,
04BJRW-E,State Farm Variable Product Tr. - Large Cap Equity Index,
04BV6K-E,Spp Generation 70 Tal,
04JH9P-E,Sei Institutional Managed Trust - Dynamic Asset Allocation Fd.,
04CK8K-E,Fidelity Japan Global Equity Open Mother Fund,
04HL2F-E,Victoryshares Us 500 Enhanced Volatility Wtd Etf,
04C51B-E,Ci American Managers Corporate Class,
04D0F2-E,Advisors Series Trust - Huber Capital Equity Income Fund,
04JPDW-E,Cs Investment Funds 4 - (lux) Multi-advisor Equity Alpha Fund,
04KC9V-E,Amundi Index Solutions - Msci World,
04GWMM-E,Canoe North American Monthly Income Class,
04K13H-E,Swiss Life Funds (ch) Equity Global Protect Enhanced (chf Hdg),
04KQ6T-E,Schwab 1000 Index Etf,
04BV4Q-E,Oehman Etisk Index Usa,
04BY79-E,Rbc Us Index Fund,
04GTKQ-E,Ist - Globe Index,
04HQNP-E,Stralem Fund (the) - Us Equity,
04JW83-E,Vanguard Invts. Com. Contractual Fd. - Ftse Dev. World (ex-uk),
04FTYK-E,Amundi Hk - Green Planet Fund,
04L1N4-E,Fidelity Zero Large Cap Index Fund,
04C965-E,Spirit Of America Large Cap Value Fund,
04DLNX-E,Multi Manager Access - Global Equities,
04HN2R-E,Ubs (irl) Etf Plc - Msci Usa Hedged To (chf) Ucits,
04BZ2S-E,Vy Columbia Contrarian Core Portfolio,
04J5T0-E,Xtrackers (ie) Plc - S&p 500 Equal Weight Ucits Etf,
04CRN8-E,Voya Multi Manager Large Cap Core Portfolio,
04BLFC-E,Axa Framlington Global Opportunities Fund,
04CHXD-E,Guggenheim Alpha Opportunity Fund,
04BPHM-E,Mml Equity Index Fund,
04GZPL-E,Thinkcapital Etfs Nv - Think Sustainable World Ucits Etf,
04JH3B-E,Lincoln Vip - Dimensional Us Core Equity 2 Fund,
04K88N-E,American Customer Satisfaction Core Alpha Etf,
04GHRJ-E,Canoe Equity Class,
04BQQM-E,"Bbva Bolsa Usa, Fi",
04L28D-E,Csif (ch) Umbrella - Equity World (ex-ch) Esg Blue Fund,
04BSF9-E,Aviva Investors Investment Funds Icvc - International Index,
04CB3L-E,Llb Aktien Nordamerika (usd),
04GRTK-E,Deka - Nachhaltigkeit Aktien,
04GM9G-E,Helvetia I Nordamerika,
04HL2C-E,Victoryshares Us 500 Volatility Wtd Etf,
04CF09-E,Hsbc Sustainable Global Equity,
04HZ95-E,Degroof Ofp - Equities Us Index,
04KRVM-E,Plato Institutional Index Fund - World,
04DFYQ-E,Ubs Etf - Msci World Ucits Etf,
04KFYN-E,Fidelity Concord Street Trust - Flex 500 Index Fund,
04BGFQ-E,John Hancock Vit - Total Stock Market Index Trust,
04GVJR-E,Blackrock Global Index Fds. - Ishares World Equity Index,
04CS2N-E,Mitsubishi Ufj Kokusai Mufj Foreign Equity Mother Fund,
04J9Z3-E,Ubs (ch) Instl. Fund - Equities Usa Passive Ii,
04GZ2N-E,Ast Allianzgi World Trends Portfolio,
04BYX1-E,Synergy Canadian Corporate Class,
04B8V0-E,Buffalo Large Cap Fund,
04CTJD-E,Janus Henderson Strategic Invt. Fds.-inst. North Am. In. Opp.,
04C533-E,Sei Investments - Us Large Company Equity Fund,
04JSXJ-E,Sunamerica Series Trust - T Rowe Price Vcp Balanced Portfolio,
04J46J-E,Kapitalforening Seb Kontof��rende Afdeling 2 - Globale Aktier,
04L4GC-E,Aberdeen Income Builder Fund,
04DJ6M-E,Argus Fund - Global,
04F22H-E,Institutional Bvg/lpp Flexible Fund,
04CMYD-E,Sanlam Universal Fds. Plc - Satrix World Equity Tracker Fund,
04D04P-E,Siemens Dc Balanced Funds,
04JBBP-E,Ubs Investment Funds Icvc - S&p 500 Index Fund,
04CHLK-E,Sei Global Master Fund Plc - Us Large Companies Fund,
04JH3Y-E,Actiam Verantwoord Index Aandelenfonds - Noord-amerika,
04GBFP-E,Hsbc Etfs Plc - Msci World Ucits Etf,
04HL2Z-E,Actiam Responsible Index Fund Equity Na - A (pens.f),
04GVJT-E,Blackrock Global Index Fds. - North America Equity Index Fund,
04HJGS-E,Allianzgi Best Styles Global Equity Fund,
04KNFR-E,Vanguard Invts. Ii Com. Contractual Fd. - Sri Ftse Dev. World,
04HPKP-E,Russell Multifactor Us Equity Fund,
04C963-E,Manning & Napier Equity Series,
04BJR4-E,Dws Vit - Equity 500 Index Fund,
04KZVS-E,Mdpim S&p 500 Index Pool,
04F722-E,North Growth Us Equity Advisor Fund,
04D0DK-E,Mainstay Mackay Us Equity Opportunities Fund,
04K9BV-E,Nedgroup Investments Private Wealth Equity Fund,
04J7SZ-E,Navian Waycross Long/short Equity Fund,
04C2P5-E,Ubs Etf - Msci Usa Ucits Etf,
04FCKG-E,Ishares Vii Plc - Msci Usa Ucits Etf,
04JBPK-E,Invesco Etf Trust Ii - S&p 500 Enhanced Value Etf,
04CY43-E,Wilmington Large Cap Strategy Fund,
04KQZW-E,Jnl/mellon Capital Industrials Sector Fund,
04CQ7W-E,Nikko Asset Overseas Index Msci Kokusai (unhdg.) Mother Fund,
04L4LS-E,Investeringsforeningen Bankinvest - Usa Large Cap Aktier Kl,
04BJ0N-E,Mutual Of America Invt. Corp. - Composite Fund,
04HYJK-E,Hsbc Etfs Plc - Economic Scale Worldwide Equity Ucits,
04L1XW-E,Vanguard Esg Us Stock Etf,
04BJ4N-E,Sit Large Cap Growth Fund,
04BV7W-E,Fidelity Vip - Asset Manager Portfolio,
04JFS9-E,Ssga Spdr Etfs Europe Ii Plc - S&p Us Industrial Select Sector,
04CYT8-E,Generali Investments Sicav - Global Equity,
04JQ4S-E,Bnp Paribas Easy - Msci Na (ex-controversial Weapons),
04GNMK-E,Nt Ucits Common Contractual Fd. - World Equity Index Fund,
04D24C-E,Amundi Rendement Plus,
04G519-E,Vanguard Investment Series Plc - Sri Global Stock Fund,
04H1BV-E,Ishares V Plc - S&p 500 (gbp) Hedged Ucits Etf,
04DGFC-E,Fvcm - Us Equity Fund,
04BCLL-E,Permanent Portfolio Family Of Funds - Aggressive Growth Port.,
04CR2Y-E,Hitachi Invt. Hitachi Foreign Equity Index Mother Fund,
04G2Q1-E,Osterweis Strategic Investment Fund,
04CYHY-E,Nuveen Symphony Large Cap Growth Fund,
04FZG5-E,Danske Invest Engros Flexinvest Aktier,
04BF6D-E,Teton Westwood Equity Fund,
04CR0Z-E,Klassik Invest Aktien,
04JC9C-E,Vanguard Invts. Com. Contractual Fd. - Ftse Dev. World,
04JD67-E,Ubs Life - Developed World Equity Fundamentally Weighted Index,
04KTHF-E,Credit Suisse - Index Msci Usa Pool,
04H3XZ-E,Skandia Nordamerika Exponering,
04DGCX-E,Hsbc Trinkaus Strategie Dynamik,
04BNPC-E,Convest 21 Vl,
04KJ6X-E,Blackrock Acs I - 60:40 Global Equity Tracker Fund,
04HPKQ-E,Dynamic Premium Yield Fund,
04CMSP-E,Fidelity Japan Us Blue Chip Mother Fund,
04KCVN-E,Wellington Mgmt. Fds. (lu) - Global Innovation Fund,
04C8N7-E,Fidelity Global Disciplined Equity Fund,
04HWDB-E,Bmo (usd) Balanced Fund,
04DRXP-E,Deka Msci Usa Ucits Etf,
04L0PL-E,Fidelity Series Large Cap Growth Index Fund,
04F5KL-E,Dws Sachwerte,
04G9GD-E,Ishares Hedged International Equity Index Fund,
04KX7Z-E,Allianz Global Investors Choice Fund - Best Styles Us,
04CT5V-E,Storebrand Global Indeks I,
04F77W-E,Asast Institutional Fund - Aktien Ausland,
04B8MY-E,American Trust Allegiance Fund,
04C049-E,Bl - Global 50,
04BNXG-E,Vanguard Growth & Income Fund,
04GTHR-E,Northern Lights Fund Trust Ii - Al Frank Fund,
04JDL7-E,Amundi Sol. Italia - Progetto Cedola 05/2020,
04DCDL-E,"Ing Direct Fondo Naranja Standard & Poor's 500, Fi",
04G7Q5-E,Advisorshares Trimtabs Float Shrink Etf,
04BFSZ-E,Lincoln Vip - Blended Large Cap Growth Managed Volatility Fund,
04KRZQ-E,Amundi Sol. Italia - Progetto Azione Sostenibile,
04CN0X-E,Blackrock Active Stock Master Portfolio,
04FX2N-E,Entrepreneurshares Global Fund,
04BVQX-E,Praxis Value Index Fund,
04DKV5-E,Euromobiliare - Azioni Internazionali,
04CWSB-E,Archer Balanced Fund,
04H1HK-E,Schwab Fundamental Us Broad Market Index Etf,
04L7Q2-E,Nordea 2 - Vag Optimised Stable Return Fund,
04D2DJ-E,Invesco Markets Iii Plc - Ftse Rafi Us 1000 Fund,
04KTXZ-E,Motley Fool 100 Index Etf,
04GNM3-E,Northern Trust Invt. Fds. Plc - North America Equity Index,
04CX80-E,Artemis Institutional Global Capital Fund,
04BJZC-E,Tiaa-cref Life Stock Index Fund,
04J884-E,Hartford Multifactor Us Equity Etf,
04F005-E,Trust For Professional Managers - Pmc Diversified Equity Fund,
04JBGL-E,Seeyond Equity Factor Investing Us,
04JC55-E,Equity Flex,
04CSG7-E,Guggenheim Enhanced Equity Income Fund,
04BGB1-E,Calvert Vp S&p 500 Index Portfolio,
04J11F-E,"Segurfondo S&p 100 Cubierto, Fi",
04JQ9Q-E,Xtrackers (ie) Plc - Msci World Industrials Ucits Etf,
04GJ1Y-E,Swisscanto Ast Avant Aktien Ausland Index,
04GXBM-E,Segall Bryant & Hamill All Cap Fund,
04KMSK-E,Deltashares S&p 500 Managed Risk Etf,
04BZ3G-E,Thrivent Variable Product - Partner All Cap Portfolio,
04CDMG-E,Icon Long/short Fund,
04JDK2-E,Global X S&p 500 Catholic Values Etf,
04BY5H-E,Rbc North American Growth Fund,
04GTF3-E,Ubs (irl) Etf Plc - S&p 500 Ucits Etf,
04BPQS-E,Invesco V.i. Global Core Equity Fund,
04CG3R-E,Amundi Ethik Fonds,
04G9PJ-E,Two Oaks Diversified Growth & Income Fund,
04BQF9-E,Pioneer Funds Austria - Plus-unternehmensvorsorgefonds,
04JGNY-E,Ist - Globe Index Hedged (chf) (gih),
04CVYC-E,Wisdomtree Tr. - Total Dividend Fund,
04BDRH-E,Schwab S&p 500 Index Portfolio,
04KS0X-E,Allianz Global Investors Fund - Structured Alpha Us Equity 250,
04JLZ1-E,Vanguard Funds Plc - Global Value Factor Ucits Etf,
04CQC8-E,Ssga Institutional Fund - Ssga World Equity Index Fund,
04HNG0-E,Essential 40 Stock Fund,
04KL32-E,Fs Series Trust - Multi Strategy Alternatives Fund,
04JYQT-E,Spp Global Plus,
04GM27-E,Yorkville Enhanced Protection Class,
04L43T-E,Bluealpha Bci Global Equity Fund,
04BJ0Q-E,Tiff Multi Asset Fund,
04GBKK-E,Ishares Msci World Etf,
04CD3G-E,Brandes Us Equity Fund,
04JLFY-E,Spdr S&p 500 Fossil Fuel Reserves Free Etf,
04HYGT-E,Ishares Vi Plc - Msci World (chf) Hedged Ucits Etf,
04DG1B-E,Raiffeisen - Infrastruktur- Aktien,
04CDCB-E,Synergy American Corporate Class,
04BG8P-E,Auxier Focus Fund,
04H1CF-E,Ishares V Plc - Msci Acwi Ucits Etf,
04BF5Z-E,Teton Westwood Balanced Fund,
04BQ21-E,New Covenant Growth Fund,
04C8WP-E,Challenge Funds - International Equity Fund,
04D56B-E,Fvm - Classic Ui,
04GPKS-E,Eaton Vance Tax-managed Buy-write Strategy Fund,
04B9TY-E,Fpa Us Value Fund Inc.,
04CY8T-E,Invesco Etf Trust - S&p 100 Equal Weight Etf,
04CZ5Z-E,Wisdomtree Tr. - Earnings 500 Fund,
04F5L4-E,Limmat Global Equity Fund,
04BNTK-E,Integrity Growth & Income Fund,
04L4RL-E,Independent Ucits Platform - Global Market Opportunities,
04CSHV-E,State Farm Variable Product Tr. - Large Cap Equity Fund,
04BSK9-E,Lux-equity - Global,
04L6VR-E,Amundi Sol. Italia - Progetto Azione Sostenibile (iii),
04K3J7-E,Amundi Index Solutions - Equity Global Multi Smart Allocation,
04JDL4-E,Amundi Sol. Italia - Progetto Cedola 08/2020,
04KJQ4-E,Investeringsforeningen Investin - Balanced Risk Allocation,
04BJVN-E,Glenmede Fund Inc. - Large Cap Value Fund,
04G7Z0-E,Blackrock Strategic Fds. - Euro Dynamic Diversified Growth Fd.,
04BNPN-E,Fondis,
04FY00-E,Swisscanto (ch) Index Fund Iii - Eq. Fd. Msci World (ex-ch),
04BV6H-E,Spp Generation 50 Tal,
04CP5K-E,Steward Large Cap Enhanced Index Fund,
04HJ70-E,Skandia Global Exponering,
04JMPK-E,Lux-portfolio - Global Flexible,
04BSKJ-E,Lux-portfolio - Balanced,
04D50Q-E,Blackrock Multi Asset Income Portfolio,
04G323-E,Amg River Road Long Short Fund,
04KXM8-E,Sei Institutional Managed Trust - Large Cap Index Fund,
04CQ43-E,Pictet (ch) - Global Equities,
04JMNH-E,1290 Global Talents Fund,
04DKPB-E,Blackrock Cif - Balanced Managed Fund,
04GWDW-E,Ishares Tr. - Edge Msci Usa Size Factor Etf,
04DRC3-E,Bmo Us Equity Class,
04D2QZ-E,Invesco S&p 500 Buywrite Etf,
04HFW5-E,Bcv Institutional Fund - Bcv If Us Equity,
04KZ70-E,Nordea 1 - Alpha 7 Ma Fund,
04JDL2-E,Amundi Sol. Italia - Progetto Cedola 09/2020,
04BQNJ-E,Sbl Series O (all Cap Value Series),
04GWLG-E,Ishares Core S&p 500 Index Etf,
04D022-E,Praxis Growth Index Fund,
04KNMN-E,Amundi Sol. Italia - Progetto Azione,
04BX34-E,Russell Investments Us Equity Pool,
04BQNV-E,Sbl Series A (styleplus Large Core Series),
04CZ1P-E,Nuveen Nasdaq 100 Dynamic Overwrite Fund,
04D6SB-E,Wf Valeurs Internationales,
04CYYN-E,Jnl/aqr Large Cap Relaxed Constraint Equity Fund,
04J6Z6-E,Swisscanto (ch) Index Fund V - Equity World (ex-chf),
04KGGV-E,Lbpam Actions Usa 500,
04DYRQ-E,Ishares Tr. - Russell Top 200 Etf,
04BB1D-E,State Street Instl. Fds. - Institutional Us Equity Fund,
04J2GC-E,Invesco Etf Trust Ii - Russell 1000 Equal Weight Etf,
04BHG6-E,Guggenheim Styleplus - Large Core Fund,
04BSZ5-E,Seasons Series Trust - Sa Multi Managed Large Cap Value Port.,
04HXDG-E,Fidelity Japan Fidelity Daiwa Eq. Series (institutional Only),
04GMVH-E,Canoe Equity Income Class,
04BDZB-E,Usaa Growth & Tax Strategy Fund,
04KWNT-E,Xtrackers Russell 1000 Us Quality At A Reasonable Price Etf,
04BFYX-E,Touchstone Variable Series Trust - Large Cap Core Equity Fund,
04L0BL-E,Sunamerica Series Trust - Sa Large Cap Value Index Portfolio,
04CMGX-E,Sit Dividend Growth Fund,
04JDL5-E,Amundi Sol. Italia - Progetto Cedola 06/2020,
04D9T2-E,Janus Henderson Exempt Equity Trust-intl. Exempt North Am.,
04KJ49-E,Mtf (4a) Us Industrials - Foreign Currency Hedged,
04H1JY-E,First Trust Glb. Fds. Plc - Us Large Cap Core Alphadex Etf,
04BD60-E,Rydex Nova Fund,
04C51T-E,Ci Global Value Fund,
04BZTQ-E,Davis Research Fund,
04BVRL-E,Qs Batterymarch S&p 500 Index Fund,
04BP0Q-E,Dws Vorsorge As (dynamik),
04DH14-E,Pictet (ch) Institutional - World (ex-swiss) Equities Tracker,
04JGNT-E,Amundi Funds - Multi Asset Conservative,
04KVGM-E,Russell Invt. Co.plc - Old Mutual Global Macro Equity Fund,
04HHWF-E,Nomura Asset Foreign Equity Currency Hedged Mother Fund,
04G3RW-E,Fidelity Global Large Cap Fund,
04J683-E,Vanguard Funds Plc - Ftse North America Ucits Etf,
04BYDG-E,Scotia Us Index Fund,
04L6PR-E,Amundi Sol. Italia - Progetto Azione Sostenibile (ii),
04KZZL-E,Scotia Solucion 6 Sa De Cv Firv,
04KRDX-E,Danske Invest - Sri Global,
04CDMV-E,"Valdarbi Invest, Sicav",
04JLR7-E,Spdr Russell 1000 Momentum Focus Etf,
04KWPW-E,Swisscanto Sammelstiftung Global Equity (ex-ch) Fund,
04CB2S-E,Sparinvest Index Usa Growth,
04JMSH-E,Cleome Index - World,
04JCYF-E,Amundi Sol. Italia - Progetto Cedola 02/2020,
04KLFZ-E,Fondo Actinver Portafolio Tactico 14 Sa De Cv,
04CXNF-E,Ssga North America Equity Tracker Fund,
04HWTH-E,Db Platinum - Chilton Diversified,
04BNWT-E,Williamsburg Invt. Trust - Fbp Appreciation & Income Opp. Fund,
04D8TC-E,Private Banking Vermoegensportfolio - Klassik 70 Pl,
04BPZN-E,Spdr Global Dow Etf,
04JK3C-E,Amundi Sol. Italia - Progetto Cedola 11/2020,
04KWHK-E,Schwab Us Large Cap Growth Index Fund,
04F9ST-E,Ishares Msci Usa Equal Weighted Etf,
04J2TC-E,Blackrock Isf - Ishares Dev. World (ex-tobacco) Index Fd. (ie),
04CYFL-E,Cibc Global Monthly Income Fund,
04BG5S-E,Rydex Transportation Fund,
04B9T1-E,Tributary Balanced Fund,
04HQC1-E,Finreon Umbrella Fund - Tail Risk Control (world),
04JYJ8-E,Swiss Life Funds (lux) - Equity Global Nxs Protect,
04CTTF-E,Zacks All Cap Core Fund,
04DCB7-E,Hirtle Callaghan Institutional Value Equity Fund,
04C8NR-E,R Conviction Usa,
04CHN0-E,Nb - Momentum (lux),
04GDRB-E,Spdr Msci Acwi Imi Etf,
04BF0H-E,Invesco V.i. Equally Weighted S&p 500 Fund,
04JDL8-E,Amundi Sol. Italia - Progetto Cedola 03/2020,
04GRVF-E,Cornerstone Advisors Global Public Equity Fund,
04JM1H-E,Rivertree Fund - Strategic Dynamic,
04BC4R-E,Victory S&p 500 Index Fund,
04J1CN-E,Cs Index Fund (lux) - Equities Us Blue,
04GNSY-E,Blackrock Global Funds - Global Multi Asset Income Fund,
04CFRR-E,Sistema Euromobiliare - Bilanciato,
04DRKT-E,Pictet (ch) Institutional - North American Equities Tracker Us,
04KZD6-E,Commerzbank Flexible Allocation Usa,
04GP0R-E,Inside Active Global,
04JJC9-E,Ssga (lux) Sicav - World Esg Index Equity Fund,
04KKJ8-E,Storebrand Global Pluss,
04F68B-E,Wstw Iv,
04BJW8-E,Lincoln Vip - Franklin Templeton Global Equity Managed Vol.,
04GT5Q-E,Russell Invt. Co. Plc -ric-old Mutual Ftse Rafi All World Idx,
04CYHT-E,Ishares Us Fundamental Index Fund,
04L08T-E,Blackrock Funds I Icav - Advantage Us Equity Fund,
04H1C0-E,Ishares V Plc - Msci World (gbp) Hedged Ucits Etf,
04KF1K-E,Ishares V Plc - S&p 500 Industrials Sector Ucits Etf,
04JD5G-E,Seb Strategy Fund - Opportunity,
04GXW6-E,Alps Barrons 400 Etf,
04CRPY-E,Groupama Us Stock,
04BDBV-E,Guggenheim Large Cap Value Fund,
04GMS4-E,Tangerine Equity Growth Portfolio,
04JRTS-E,Quaestio Capital Fund - Global Diversified Ii Fund,
04GH0M-E,Nykredit Invest Taktisk Allokering,
04BJVY-E,Monteagle Fund - Quality Growth Fund,
04K0KL-E,Sanlam Global Funds Plc - Independent Flexible,
04KVCY-E,Vanguard Wellington Fund - Us Value Factor Etf,
04BYJR-E,Apollo Styrian Global Equity,
04DGCZ-E,Hsbc Trinkaus Strategie Balanced,
04GDB1-E,American Beacon Bridgeway Large Cap Growth Ii Fund,
04JM1G-E,Rivertree Fund - Strategic Defensive,
04L0BK-E,Sunamerica Series Trust - Sa Large Cap Growth Index Portfolio,
04C61M-E,Cwb Core Equity Fund,
04JY4W-E,Global X Conscious Companies Etf,
04BFXH-E,Russell Equity Income Fund,
04BPDY-E,Fondo Alto America Azionario,
04JT02-E,Ssga Spdr Etfs Europe Ii Plc - Msci World Industrials Ucits,
04KPRD-E,Vanguard International Shares Select Exclusions Index Fund,
04BP35-E,Dekalux - Usa,
04CX1Z-E,Axa/franklin Balanced Managed Volatility Portfolio,
04JDKZ-E,Amundi Sol. Italia - Progetto Cedola 12/2019,
04GJ29-E,Naventi Offensiv,
04CWLD-E,Family Investments Child Trust Fund,
04F8SX-E,Vf (lux) - Valiant Aktien Nordamerika,
04GBQQ-E,Greina Dynamic Allocation Fund,
04J684-E,Vanguard Funds Plc - Ftse Developed World Ucits Etf,
04CRR0-E,Piedmont Select Equity Fund (the),
04J49Z-E,Sk Welt,
04L6LF-E,Franklin Ftse Us Index Etf,
04GN42-E,Virtus Horizon Wealth Masters Fund,
04B95C-E,Pgim Qma Defensive Equity Fund,
04JB52-E,Spdr Msci Usa Strategicfactors Etf,
04BS65-E,Hsbc Gif - Economic Scale Global Equity,
04DBBG-E,Hsbc Universal Investment Fds. - Us Multi-factor Equity Fund,
04CPN0-E,Blackrock Armed Forces Cif,
04KR3H-E,"Bindex Usa Indice, Fi",
04CDCT-E,Ci Global Value Corporate Class,
04JK1F-E,Stanlib Funds Ltd. - Multi-manager Global Equity Fund,
04CZG2-E,Advisors Inner Circle - Lsv Conservative Value Equity Fund,
04CM1Z-E,Mitsubishi Ufj Kokusai Mufj Overseas Equity Active Mother Fund,
04BDKH-E,California Investment S&p 500 Index Fund,
04F35W-E,Fidelity Us Equity Investment Trust,
04BC4D-E,Nationwide Dyanmic Us Growth Fund,
04L47K-E,Vanguard Ethically Conscious Intl. Sh. Index Fd. - (nzd Hedg.),
04JHRP-E,Ubs (irl) Etf Plc - Factor Msci Usa Prime Value Ucits Etf,
04F15S-E,H&a Vv - Rendite Flexibel,
04JD58-E,Seb Strategy Fund - Balanced,
04F70B-E,Tangerine Balanced Growth Portfolio,
04G56J-E,Archer Stock Fund,
04KC2G-E,Hvia Equity Fund,
04J6KX-E,Axa/goldman Sachs Strategic Allocation Portfolio,
04BSKP-E,Lux-equity - North America,
04BFQ5-E,Goldman Sachs Vit - Equity Index Fund,
04CB5L-E,Nykredit Invest Globale Aktier Basis,
04LBPH-E,Invesco Esg Revenue Etf,
04GHSC-E,Co-operators Us Equity Fund,
04H3Q0-E,Csif Umbrella - World (ex-ch) Value Weighted Index - Pension,
04CBMH-E,Sebinvest Nordamerika Indeks,
04BL4K-E,Erste Responsible Stock America,
04HYGP-E,Ishares Vi Plc - S&p 500 (chf) Hedged Ucits Etf,
04H3QZ-E,Steinberg Select Fund,
04KCXL-E,Amundi Sol. Italia - Progetto Cedola 02/2022,
04LBVK-E,Dynamic Active Canadian Dividend Fund,
04CKMY-E,Spp Generation 80 Tal,
04K1FR-E,Nt Ucits Common Contractual Fd. - World (eur) Hdg. Eq. Index,
04BHSX-E,Mutual Of America Invt. Corp. - All America Fund,
04C2HY-E,Swisscanto (lu) Equity Fund Fcp - Global Innovation Leaders,
04GD4L-E,Aqr Tm Large Cap Momentum Style Fund,
04CWL5-E,Bbgi Tactical World,
04C7WF-E,Gutmann Us - Portfolio,
04JD5D-E,Seb Strategy Fund - Growth,
04BP9H-E,State Street Var. Ins. Ser. Fds. Inc. - S&p 500 Index Vis Fund,
04BFXW-E,Russell Tax Managed Us Large Cap Fund,
04D0KT-E,First Trust Multi Cap Value Alphadex Fund,
04KJGW-E,Dws Us Multi Factor Fund,
04L47J-E,Vanguard Ethically Conscious International Shares Index Fund,
04J4QQ-E,Aqr Ucits Funds - Global Core Equity,
04KP0K-E,Goldman Sachs Etf Tr. - Equal Weight Us Large Cap Equity Etf,
04G5ZK-E,Alliancebernstein Vp - Dynamic Asset Allocation Portfolio,
04DV11-E,Am One Mham Foreign Equity Index Mother Fund,
04JGKH-E,Blackrock Dynamic Allocation Fund,
04JPRK-E,Ubs Investment Funds Icvc Ii - Ftse Rafi Developed 1000 Index,
04G490-E,Storebrand Indeks - Alle Markeder,
04HHVF-E,C+f Sa Sicav - Global Opportunities,
04D8TB-E,Private Banking Vermoegensportfolio - Klassik 50 Pl,
04JY2T-E,Harris Associates Cit - Oakmark Collective Fund,
04D8TX-E,Amundi Total Return,
04CRH6-E,Amundi Amerika Blue Chip Stock Unhedged,
04J7SF-E,Manning & Napier Pro Mix Conservative Term Cit,
04BG8B-E,Wilshire Mutual Funds - 5000 Index Fund,
04GM7G-E,Marshall Wace Ucits Funds Plc - Mw Tops Ucits Fund,
04FGSM-E,Bny Mellon Tax Sensitive Large Cap Multi Strategy Fund,
04BCP3-E,Virtus Rampart Enhanced Core Equity Fund,
04BZ36-E,Guidestone Value Equity Fund,
04KJW9-E,Fidelity Large Cap Stock K6 Fund,
04BPHL-E,Mml Managed Volatility Fund,
04CZNX-E,Eurorisparmio - Azionario Internazionale,
04KZ2R-E,Goldman Sachs Etf Tr. - Just Us Large Cap Equity Etf,
04C7R8-E,Rydex Variable Trust - Guggenheim Long Short Equity Fund,
04JPQV-E,Amundi Sol. Italia - Progetto Cedola 03/2021,
04JSVM-E,Amundi Sol. Italia - Progetto Cedola 05/2021,
04DFKN-E,Piguet International Fund - World Equities,
04GQ55-E,I.b.i. Government Up To 3 Years,
04D8VM-E,Private Banking Vermoegensportfolio - Klassik 100 Pl,
04JK4L-E,Alliancebernstein Fund - Dynamic All Market Portfolio,
04JSBK-E,Green Ash Sicav - Multi Asset Fund,
04CNZW-E,Hwb Umbrella Fund - Portfolio Plus Fonds,
04CVXF-E,Rydex S&p 500 Fund,
04CCDV-E,Value Investment Fonds Klassik,
