Factset Fund ID,Fund Name,Discrepancy Column
04BPB3-E,Fidelity Vip Ii - Asset Manager Growth Portfolio,
04KW0L-E,Multi Units Lu - Lyxor Core Msci World,
04KSZB-E,Ubs (irl) Etf Plc - Msci Acwi Esg Universal Ucits Etf,
04DMD9-E,Family Invts. Global Icvc - Balanced International Fund,
04CXPR-E,Select Bci Worldwide Flexible Fund,
04L74T-E,Treetop - World Equity Index,
04C52R-E,Russell Investments Us Equity Fund,
04KXGN-E,Bny Mellon Global Fds. Plc - Dynamic Us Equity,
04HY01-E,Gateway Equity Call Premium Fund,
04D1SM-E,Fourpoints America,
04J4CS-E,Luxcellence - Global Dynamic Allocation Fund,
04H3Q4-E,Danske Invest Denmark - Engros Global Equity Solution,
04BSKK-E,Lux-portfolio - Growth,
04KSNL-E,Steward Covered Call Income Fund,
04CRXJ-E,Axa B Fund - Equity World Talents,
04JW95-E,Port Street Institutional Opportunities Fund,
04JG79-E,Sei Catholic Values Equity Fund,
04KFXL-E,Amundi Sol. Italia - Progetto Cedola 03/2022,
04BSYK-E,Seasons Series Trust - Sa Multi Managed Large Cap Growth Port.,
04KTVV-E,Mackenzie Us Large Cap Equity Index Etf,
04JK11-E,Amundi Sol. Italia - Progetto Cedola 12/2020,
04HNWV-E,Robeco Capital Gr. Fds. - Qi Glb. Dev. Sust. Enh. Ind. Eq.,
04J5T4-E,Xtrackers (ie) Plc - Msci Ac World Ucits Etf,
04JNVZ-E,1290 Doubleline Dynamic Allocation Fund,
04D6DT-E,Excellence Global Equity,
04L08Y-E,Lux-equity - Best Sectors,
04G6PD-E,James Long Short Fund,
04F9P1-E,I.b.i. Global Equity,
04CJHY-E,Infond Alfa,
04JMM3-E,John Hancock Multifactor Industrials Etf,
04KG6F-E,Equitycompass Tactical Risk Manager Etf,
04GHRF-E,Canoe Canadian Monthly Income Class,
04JWTF-E,Vanguard Global Value Factor Etf,
04KTM1-E,Localtapiola Usa Market,
04C30X-E,Guggenheim Long Short Equity Fund,
04KBT6-E,Sparinvest Index Globale Aktier Kl,
04KGX9-E,Direxion Daily Transportation Bull 3x Shares,
04H3Q9-E,Danske Invest Denmark - Engros Global Restricted,
04KWNX-E,Ubs Life - Usa Equity Fundamentally Weighted Index Fund,
04KN57-E,Pi Investment Funds - Multi-asset Teodorico,
04GN1G-E,1290 Vt Doubleline Dynamic Allocation Portfolio,
04JNVY-E,Amundi S.f. - Equity Plan 60,
04G7NG-E,Allianzgi Global Dynamic Allocation Fund,
04JP2N-E,Amundi Sol. Italia - Progetto Cedola 02/2021,
04GSLM-E,Buffalo Dividend Focus Fund,
04CVQ9-E,Infond Beta,
04HXRK-E,Nlb Funds - Us Equity,
04F2ZL-E,Genius Strategie,
04L277-E,Aqr Ucits Funds Ii - Style Premia: Sustainable Glb. Eq. Ucits,
04G47K-E,Bci Best Blend Global Equity Fund,
04JGWT-E,Xtrackers Russell 1000 Comprehensive Factor Etf,
04HMMM-E,Quadriga Investors - Gfed Aequitas Fund,
04JD5C-E,Seb Strategy Fund - Defensive,
04BPDZ-E,Fondo Alto Internazionale Azionario,
04JH6L-E,Lowesby Investment Oeic - Growth Fund (the),
04BG35-E,Victory S&p 500 Index Vip Series,
04BWKN-E,Blackrock Unit Trusts Retail - Balanced Growth Portfolio Fund,
04D0MK-E,Rydex Dynamic S&p 500 2x Strategy Fund,
04J99Y-E,Candriam L - Multi-asset Income,
04D639-E,Dfa Cstg & E Us Social Core Equity 2 Portfolio,
04L865-E,Ubs (irl) Etf Plc - S&p 500 Esg Ucits Etf,
04KH6D-E,Sanlam Universal Fds. Plc - Autus Global Equity Fund,
04BP0P-E,Dws Vorsorge As (flex),
04HYLC-E,Bosera S&p 500 Etf,
04GQ8S-E,Ssga Spdr Etfs Europe I Plc - Msci Acwi Imi Ucits Etf,
04CHN1-E,Nb - America Growth Fund,
04CYNS-E,Proshares Ultra Industrials,
04JYPK-E,Wisdomtree Us Quality Dividend Growth Index Etf,
04JWPM-E,Amundi Sol. Italia - Progetto Cedola 06/2021,
04C6L2-E,"Cimbalaria, Sicav",
04BSKH-E,Lux-portfolio - Defensive,
04CSSL-E,Bochk Investment Funds - Global Equity Fund,
04GXH3-E,Bea Union Invt. Capital Growth Fd. - Global Equity Fund,
04K8RZ-E,Vanguard Invt. Fds. Icvc - Ftse Global All Cap Index,
04J7RD-E,Goldman Sachs Multi Manager Global Equity Fund,
04BL81-E,Bcv Strat̩gie Revenu,
04JM5Z-E,Gotham Institutional Value Fund,
04KTXL-E,Innovation Shares Nextgen Protocol Etf,
04JRC3-E,Sa Blackrock Vcp Global Multi Asset Portfolio,
04BP67-E,Icon Industrials Fund,
04GPTJ-E,Dash Agach Plus,
04GN3F-E,Sei Institutional Managed Trust - Multi Asset Income Fund,
04DRKY-E,Pictet (ch) Institutional - North American Equities Tracker,
04K3MK-E,Amundi Sol. Italia - Progetto Cedola 09/2021,
04L0B2-E,Erste Ethik Aktien Global,
04GTKR-E,Ist - America Index,
04GW2K-E,Global X S&p 500 Covered Call Etf,
04K2PG-E,Protea Fund - Global Equity Fund,
04BZC2-E,Guidemark Large Cap Core Fund,
04CMPK-E,Profunds - Industrials Ultrasector,
04HMV5-E,Sanlam Universal Fds. Plc - Satrix North America Eq. Tracker,
04BSKL-E,Lux-portfolio - Dynamic,
04KGFC-E,Stone Ridge Elements Us Portfolio,
04C048-E,Bl - Global 30,
04BG1N-E,Pacific Advisors Large Cap Value Fund,
04GB6K-E,Kestrel Ucits Funds Plc - Global Portfolio,
04GHYJ-E,Piguet Fund - Pond̩r̩,
04L3HM-E,Rh&partner Investment Funds - Global Sustainability Fund,
04CSKB-E,Variopartner Sicav - Helvetia International Equity (ex Europe),
04CY9G-E,Sp Linea Espansione,
04J53R-E,Nn (l) - First Class Muti Asset,
04KZKP-E,Fidelity Vip Ii - Total Market Index Portfolio,
04KGCW-E,Manulife Multifactor Us Large Cap Index Etf,
04BGZN-E,Virtus Rampart Enhanced Core Equity Series,
04JYS1-E,Flexshares Stoxx Us Esg Impact Index Fund,
04KW6S-E,Fidelity Ucits Ii Icav - S&p 500 Index Fund,
04KTX1-E,Eka 1,
04BJ4M-E,Sit Balanced Fund,
04GB7D-E,"Webster Inversiones, Sicav",
04DM61-E,Laborfonds - Linea Dinamica,
04BYJ6-E,Cs Investment Funds 12 - (lux) Portfolio Fund Yield (chf),
04D1ZZ-E,Ishares Tr. - Msci Kokusai Etf,
04JC8C-E,Dimensional Funds Plc - Global Sustainability Core Eq.,
04CZ5Y-E,Wisdomtree Tr. - Total Earnings Fund,
04KVF0-E,Amundi Sol. Italia - Progetto Cedola 12/2022,
04CHM0-E,Amc Professional Fund - Bcv Enhanced Us Equity,
04GN76-E,Globersel - Us Equity Selection,
04CVF7-E,Pace Alternative Strategies Investments,
04KSR8-E,Horizon Defined Risk Fund,
04BRBV-E,Cs Investment Funds 12 - (lux) Portfolio Fund Balanced (usd),
04KSXX-E,Dnb Global Lavkarbon A,
04DY6B-E,Allianz Vip Trust - Azl Msci Global Equity Index Fund,
04K8H1-E,Amundi Sol. Italia - Progetto Cedola 11/2021,
04CHBS-E,Danske Invest Denmark - Global Indeks Valutasikret,
04BGXF-E,Invesco V.i. S&p 500 Index Fund,
04BKZZ-E,Legal & General Global Equity Index Trust,
04FHBM-E,Esperia Funds Sicav - Duemme Systematic Diversification,
04GP0N-E,Inside Usa,
04BLSC-E,Swisscanto (ch) Portfolio Fund Valca,
04JHV1-E,Gs Funds - Global Absolute Return Portfolio,
04GRN4-E,Victory Us 500 Enhanced Volatility Wtd Index Fund,
04KG6K-E,Equitycompass Risk Manager Etf,
04FCSJ-E,Rp Rendite Plus - Allianz Vermoegenskonzept Defensiv,
04JYS2-E,Flexshares Stoxx Global Esg Impact Index Fund,
04J3N4-E,Fondo Mutuo Security Index Fund Us,
04H0XP-E,Aa Mmf - Verzekeringen Beleggingsfonds Matig Offensief,
04GWF7-E,Sei Investments - Us Large Cap Index Fund,
04HM0C-E,Spdr S&p World (ex-australia) Fund,
04H1S6-E,Natixis Fds. Tr. Ii - Asg Tactical Us Market Fund,
04K3SW-E,Blackrock Ucits Funds - Dynamic Allocation Fund,
04GHS4-E,Co-operators Balanced Fund,
04KQQS-E,Jnl/mellon Capital S&p 1500 Growth Index Fund,
04H0YW-E,Multi Stars Sicav - Al Fa Dynamic,
04CZHM-E,Infond Dynamic,
04C47J-E,Bny Mellon Global Fds. Plc - S&p 500 Index Tracker,
04GHYV-E,Nord/lb Am Aktien North America,
04KY2D-E,Salt High Trubeta Us Market Etf,
04BVD4-E,Rydex Variable Trust - Transportation Portfolio,
04K1Q1-E,Kodex Msci World Etf,
04C7LY-E,Amundi Amerika Blue Chip Stock,
04CNK6-E,Luxtopic - Flex,
04C82N-E,"Villcad Bolsa, Sicav",
04KVDZ-E,Amundi Sol. Italia - Progetto Cedola 12/2021,
04D6SF-E,Wf Patrimoine,
04J4SZ-E,Goldman Sachs Global Managed Beta Fund,
04JMPZ-E,Rezco Stable Fund,
04KX02-E,Amundi Sol. Italia - Progetto Cedola 03/2023,
04L6PS-E,Amundi Sol. Italia - Progetto Cedola 02/2023,
04KTQG-E,Go Ucits Etf Solutions Plc - Ecommerce Logistics,
04D4QK-E,Hwb Umbrella Fund - Alexandra Strategies Portfolio,
04CZNV-E,Eurorisparmio - Azionario Europa,
04FHWZ-E,Renaissance Us Equity Fund,
04FP52-E,Ipm Umbrella Fund - Global Equity Fund,
04CT3V-E,Investitori America,
04KDQM-E,Lux-portfolio - Global Flexible Serenity,
04FH2C-E,Virtus Rampart Sector Trend Fund,
04B9BS-E,Elfun Diversified Fund,
04CF9J-E,Nbg International Funds Sicav - Global Equity Sub-fund,
04KSLD-E,Storebrand Global Esg,
04FC3K-E,Tokio Marine Asset Tma Foreign Equity Index Mother Fund,
04JX86-E,Sanlam Global Funds Plc - Counterpoint Global Equity Fund,
04KQFT-E,Bernstein Us Research Fund,
04BR1R-E,Ubs (lux) Strategy Fund - Balanced (usd),
04BZ9Y-E,Westwood Low Volatility Equity Fund,
04GM28-E,Yorkville Global Opportunities Class,
04J4ZD-E,Luxcellence - Global Moderate Allocation Fund,
04K10C-E,Amundi Sol. Italia - Progetto Cedola 08/2021,
04G4NT-E,Lundy Fund (the),
04BL80-E,Bcv Strat̩gie Equipond̩r̩,
04JLTX-E,Ssga (lux) Sicav - Global Enhanced Equity Fund,
04J466-E,Wealth Invest Saxo Global Equities,
04JPBF-E,Meitav (1a) Government Managed + 10%,
04KVDY-E,Amundi Sol. Italia - Progetto Cedola 10/2022,
04KP01-E,Point Bridge Gop Stock Tracker Etf,
04CS9J-E,T&d Asset Foreign Equity Mother Fund,
04DZWX-E,Rsi International Ui,
04KP2Z-E,Transamerica Us Equity Index Vp,
04KSHX-E,Wealth Invest Akl Globale Aktier Sri,
04KVF9-E,Amundi Sol. Italia - Progetto Cedola 05/2022,
04H0XR-E,Aa Mmf - Verzekeringen Beleggingsfonds Zeer Offensief,
04JCNJ-E,Sanlam Universal Fds. Plc - Anchor Global Capital Plus Fund,
04GTF2-E,Ubs (irl) Etf Plc - Msci World (usd),
04CFP7-E,"Berman Inversiones Financieras, Sicav",
04G6V3-E,Fpspi Sicav - Growth,
04KQZR-E,Jnl/mellon Capital S&p 1500 Value Index Fund,
04BZ9W-E,Bridgeway Managed Volatility Fund,
04KZL8-E,Klp Aksjeglobal Mer Samfunnsansva,
04FYLB-E,"Ventotene Inversiones, Sicav Sa",
04GN0R-E,First Trust Dorsey Wright People's Portfolio Etf,
04BV20-E,Dnb Usa Indeks,
04KNMQ-E,Amundi Sol. Italia - Progetto Cedola 06/2022,
04D38Y-E,Vanguard Mega Cap Growth Index Fund,
04K47C-E,First Trust Nasdaq Transportation Etf,
04L5H9-E,Siemens Global Equities,
04H0XQ-E,Aa Mmf - Verzekeringen Beleggingsfonds Offensief,
04L9HG-E,Tidal Etf Tr. - Sofi Select 500 Etf,
04KHCL-E,Amundi Sol. Italia - Progetto Cedola 04/2022,
04J0MR-E,Allianzgi Best Styles Us Equity Fund,
04GP8Y-E,Barclays Mm Fd. Plc - Globalaccess Us Equity Fund,
04D56S-E,Deka Msci Usa Lc Ucits Etf,
04F0G5-E,Capacity Fonds Institutionnel - Actions Etrangeres Pib,
04F54F-E,Gam Star Fund Plc - Global Selector Fund,
04JJH0-E,Candriam L - Multi Asset Income & Growth,
04KY3V-E,Amundi Sol. Italia - Progetto Cedola 04/2023,
04L3PD-E,Amundi Sol. Italia - Progetto Cedola 06/2023,
04GH6Z-E,Wilmington Global Alpha Equities Fund,
04KW64-E,Fidelity Ucits Ii Icav - Msci World Index Fund,
04JMS8-E,Counsel Defensive Global Equity,
04J125-E,Vipozo Inversiones Sicav,
04CF5G-E,Hsbc Managed Funds - Growth Fund,
04G4NV-E,Marley Investment Fund,
04BYJ7-E,Cs Investment Funds 12 - (lux) Portfolio Fund Yield (usd),
04D16N-E,Cd Am̩rique Strat̩gies,
04CKMG-E,Guggenheim Series Z (alpha Opportunity),
04BQNX-E,Sbl Series Y (styleplus Large Growth Series),
04BBW2-E,Morgan Stanley Instl. Fund-global Strategist Portfolio,
04G4C7-E,Nikko - Listed Index Fund Us Equity (s&p500) (1547),
04BRBS-E,Cs Investment Funds 12 - (lux) Portfolio Fund Balanced (eur),
04CXHR-E,Siemens Balanced,
04KQH1-E,Amundi Sol. Italia - Progetto Cedola 07/2022,
04BYJ9-E,Cs Investment Funds 12 - (lux) Portfolio Fund Growth (chf),
04L36H-E,Ishares Iv Plc - Msci World Esg Screened Ucits Etf,
04DBQK-E,Knotts Investments Fund,
04KR04-E,Jnl S&p 500 Index Fund,
04BK4G-E,Jpmorgan Diversified Fund,
04DB2P-E,Havenrock Fund,
04L1C0-E,Deka Msci World Ucits Etf,
04C41G-E,New Millennium Sicav - Global Equities (eur Hedged),
04CBTK-E,"Plyzosmar, Sicav",
04JB41-E,James Aggressive Allocation Fund,
04CNZV-E,Hwb Umbrella Fund - Victoria Strategies Portfolio,
04JGF8-E,Generali Invest Cee Plc - Global Equity Fund,
04JJVN-E,Excellence 4c Stocks Long/short,
04BR18-E,Ubs (lux) Strategy Fund - Balanced (chf),
04KW0J-E,Multi Units Lu - Lyxor Core Morningstar Us,
04CW4S-E,Li Aktier Europa Indeks,
04BY1C-E,Hsbc Investment Funds - Balanced Fund,
04JW2C-E,Sit Esg Growth Fund,
04CP30-E,Fidelity Japan Fidelity Balanced Mother Fund,
04BYJB-E,Cs Investment Funds 12 - (lux) Portfolio Fund Growth (usd),
04CD0T-E,Kbc Institutional Fund - Global Sri Defensive 1,
04JCKX-E,Leland Thomson Reuters Private Equity Index Fund,
04CCR3-E,Fmoq Actions Internationales,
04J9CS-E,Global X Scientific Beta Us Etf,
04L16M-E,Yorkville American Qvr Class,
04KQ69-E,Bmo Msci Usa Value Index Etf,
04KGBG-E,Robeco Capital Gr. Fds. - Qi Customized Enhanced Index Eq.,
04JDBP-E,Independent Ucits Platform - Hudson Fund,
04J4TH-E,Alphadelta Growth Of Dividend Income Fund,
04J4TH-E,Alphadelta Growth Of Dividend Income Fund,
04JSYM-E,S.u.p. Aquarius Sicav-fis,
04KSZL-E,Sunamerica Series Trust - Sa T Rowe Price Asset Allo. Growth,
04L698-E,Vontobel Fund - Vescore Global Equity Multi Factor,
04BK4J-E,Wells Fargo Vt - Index Asset Allocation Fund,
04J3KW-E,Swisscanto (ch) Vorsorge Fonds - 45 Passiv,
04LDLX-E,None,
04HJ9X-E,Russell Invt. Co. Plc - Multi-asset Growth Strategy (eur) Fund,
04G924-E,Guidestone Defensive Market Strategies Fund,
04JW1G-E,Wisdomtree Issuer Plc - Us Quality Dividend Growth Ucits Etf,
04FCSK-E,Rp Rendite Plus - Allianz Vermoegenskonzept Dynamisch,
04DL14-E,Vicotoris - Strategieportfolio 11,
04BR17-E,Ubs (lux) Strategy Fund - Yield (chf),
04FCSH-E,Rp Rendite Plus - Allianz Vermoegenskonzept Ausgewogen,
04L1W0-E,Amundi Sol. Italia - Progetto Cedola 07/2023,
04BV2L-E,Mutual Of America Institutional Equity Index Fund,
04BV6G-E,Spp Generation 40 Tal,
04BR04-E,Ubs (ch) Strategy Fund - Yield (chf),
04JGFL-E,Generali Invest Cee Plc - Premium Balanced Fund,
04DZRN-E,Institutional Bvg/lpp - 60 Plus,
04F0Y2-E,Excellence Selected Tel Aviv 75,
04D78M-E,A 57,
04BRTB-E,Trend - Universal - Fonds - Global,
04DZRM-E,Institutional Bvg/lpp - 40 Plus,
04HL3G-E,Lux Im - Blackrock Global Opportunities Bond Fund,
04GSWG-E,Huber Capital Diversified Large Cap Value Fund,
04CPHV-E,Luxicav - Ifund 75,
04JYPM-E,Wisdomtree Us Quality Dividend Growth Variably Hedged Index,
04FH3K-E,Nomura Asset Nomura Janus Intech Overseas Equity Mother Fund,
04L679-E,Syntax Stratified Large Cap Etf,
04DLLC-E,Delaware Foundation Funds - Conservative Allocation Fund,
04D7XN-E,Masselia Investissements,
04BYJ5-E,Cs Investment Funds 12 - (lux) Portfolio Fund Yield (eur),
04GBFJ-E,Hsbc Etfs Plc - Msci Usa,
04KFX2-E,Pgim Qma Us Broad Market Index Fund,
04L0V5-E,Nikko - Listed Index Fund Us Equity (s&p500) Cur. Hdg. (2521),
04L0KB-E,Barreau Du Quebec Section Mondial,
04F0XR-E,Excellence Apollo,
04KZ12-E,Acatis Ai Buzz Us Equities,
04J6D1-E,Betashares Ftse Rafi Us 1000 Etf,
04KL7Z-E,Proshares Equities For Rising Rates Etf,
04G3SK-E,Fidelity American Disciplined Equity Currency Neutral Class,
04JQNK-E,Series Portfolios Trust - Weiss Alternative Balanced Risk Fund,
04BJQS-E,Profunds - Bull,
04D9KW-E,Packel Global Fund,
04BTRT-E,Russell Us Dynamic Equity Fund,
04D9K4-E,"Avalle Ahorro, Sicav",
04DM4K-E,Wac Fonds - 1,
04KZJM-E,Psv Wachstum,
04G0P5-E,Swisscanto Bvg 3 Index 45,
04C8V8-E,Gam Multistock - Us Value Equity,
04BVXM-E,Universe Cmi Global Network - Us Equity Index Tracking,
04BPQV-E,Morgan Stanley Variable - Global Strategist Portfolio,
04JL03-E,Dimensional Funds Plc - Us Core Equity Fund,
04DZRL-E,Institutional Bvg/lpp - 25 Plus,
04CZHK-E,Infond Panamerica,
04L3VQ-E,Dws Invest Sicav - Smart Industrial Technologies,
04GWH2-E,Direxion Daily Industrials Bull 3x Shares,
04CR7S-E,Fidelity Japan Us Equity Income Mother Fund,
04KJ9W-E,Excellence (2b) Portfolio 80-20 - Mutual Fund,
04F0XG-E,Excellence Discovery,
04BR05-E,Ubs (ch) Strategy Fund - Balanced (chf),
04CZS0-E,Triglav Severna Amerika,
04HX6V-E,Myra Solidus Global Fund,
04JSSS-E,Eniso Forte G,
04BR1D-E,Ubs (lux) Strategy Fund - Yield (eur),
04D6DC-E,Excellence 15/85,
04KVS9-E,Bekb Strategiefonds - Ausgewogen,
04D258-E,Nikko Asset Overseas Eq. Index Msci Kokusai (hedge) Mother Fd.,
04J0HG-E,"Chanteiro Inversiones, Sicav",
04BF2L-E,Vanguard Growth Index Fund,
04H0XM-E,Aa Mmf - Verzekeringen Beleggingsfonds Matig Defensief,
04CY1L-E,First Trust Total Us Market Alphadex Etf,
04BR1N-E,Ubs (lux) Strategy Fund - Balanced (eur),
04J5T1-E,Concept Fd. Sol. - Deutsche Msci World Index Fund,
04CXY6-E,Pgim (japan) Pru Overseas Equity Mother Fund,
04JGFR-E,Generali Invest Cee Plc - Dynamic Balanced Fund,
04KXWD-E,More (4b) Global Equity Protected Foreign Currency,
04BYD6-E,Scotia Balanced Opportunities Fund,
04FK2C-E,Blackrock Fixed Income Global Opportunities Fund,
04CCVP-E,"Barcelona Black Knights 2002, Sicav",
04CY9F-E,Sp Linea Sviluppo,
04CY9D-E,Sp Linea Progressiva,
04BTKZ-E,Ubs (lux) Strategy Fund - Yield (usd),
04K1MZ-E,Morgan Stanley Invt. Fds. - Global Balanced Fund,
04L7G7-E,Jpmorgan Betabuilders Us Equity Etf,
04DH4C-E,Invesco Markets Iii Plc - Ftse Rafi All-world 3000,
04K3TY-E,Amundi S.f. - Diversified Target Income 11/2022,
04F0X4-E,Excellence Usa,
04GRTG-E,Invesco Act. Man. Etf Tr. - S&p 500 Downside Hedged Etf,
04D59F-E,Tangerine Balanced Income Portfolio,
04KLDB-E,Bmo Ucits Etf Icav - Enhanced Income Usa Equity,
04GQ12-E,Spdr S&p 1500 Value Tilt Etf,
04CGJ3-E,Profunds - Large Cap Growth,
04FTQF-E,Swiss Index Platform - Sip World Equity Index,
04CM07-E,Imga Global Equities Selection,
04CMTS-E,Llb Strategie Global Trend (chf),
04L367-E,Ishares Iv Plc - Msci Usa Esg Screened Ucits Etf,
04BR1S-E,Ubs (lux) Strategy Fund - Growth (usd),
04C4DV-E,"Ith Bolsa, Sicav",
04CMV2-E,Invesco (japan) Invesco Overseas Equity Mother Fund,
04JK20-E,Amundi S.f. - Diversified Target Income 11/2021,
04BR19-E,Ubs (lux) Strategy Fund - Growth (chf),
04JBS2-E,Rbc Quant Us Equity Leaders Etf,
04CDLF-E,"Stamvalor Inversiones, Sicav",
04JC6J-E,Ubs Iq Msci World (ex-australia) Ethical Etf,
04CHS1-E,Conventum - Institutional Fund,
04KPFR-E,E Fund S&p 500 Index Fund,
04H0KJ-E,Warburg - Pax - Substanz - Fonds,
04BYJ8-E,Cs Investment Funds 12 - (lux) Portfolio Fund Growth (eur),
04JS45-E,Xtrackers (ie) Plc - Ftse All-world (ex-uk) Ucits,
04FG64-E,Ubs (lux) Sicav 1 - All-rounder (usd),
04HWC8-E,"Queiles Inversiones Mobiliarias, Sicav",
04CZRC-E,Alta Usa,
04F0XS-E,Excellence 80/20,
04KCQ7-E,Global X Founder - Run Companies Etf,
04HVTW-E,Horizon Active Risk Assist Fund,
04KT2H-E,Sanlam Global Funds Plc - Counterpoint Global Balanced Fund,
04CPLD-E,"Lance Inversiones, Sicav",
04CPH9-E,Ubs (lux) Strategy Xtra Sicav - Yield (chf),
04L5ZG-E,Direxion Msci Cyclicals Over Defensives Etf,
04JJVS-E,Excellence 1b 10-90 Long/short,
04KXDK-E,Lux Im - World Equities,
04JQKR-E,Td U.s. Equity Index Etf,
04GW8G-E,Gs Funds - Givi Global Equity Growth Markets Tilt Portfolio,
04BX3C-E,Renaissance Us Equity Private Pool,
04BZQX-E,Imga A̵̤es Am̩rica,
04DYSK-E,Hwb Gold & Silber Plus,
04CSMW-E,Infond Dru�_beno Odgovorni,
04HPG8-E,Lsv Global Value Fund,
04FZG8-E,Danske Invest Engros Online Global Indeks,
04KLRT-E,Chang Xin S&p 100 Equal Weight Index Enhanced Fund,
04BYZG-E,T Rowe Price Equity Index 500 Portfolio,
04F2B1-E,"Pagoni Inversiones, Sicav",
04L7R4-E,Blackrock Us Equity Factor Rotation Etf,
04KJMR-E,First Trust Exchange Traded Fund Vi - Large Cap Us Eq. Sel.,
04L9GP-E,Jpmorgan Etfs (ie) Icav - Betabuilders Us Equity Ucits Etf,
04J09M-E,Nn (l) - First Class Multi Asset Premium,
04CRG8-E,"Taormin Inversiones, Sicav",
04BYW8-E,Rydex Variable Trust - Nova Portfolio,
04HYH4-E,Finex Funds Plc - Msci Usa Ucits Etf (usd),
04B8VF-E,Ab Global Risk Allocation Fund,
04BP9G-E,State Street Var. Ins. Ser. Fds. Inc. - Us Equity Vis Fund,
04BR1B-E,Ubs (lux) Strategy Fund - Equity (chf),
04L31F-E,Pgim Qma Strategic Alpha Large Cap Core Etf,
04J99N-E,Excellence Bonds Portfolio Plus 30%,
04CPH5-E,Ubs (lux) Strategy Xtra Sicav - Balanced (chf),
04L0X6-E,Dynamic Premium Yield Class,
04BR1T-E,Ubs (lux) Strategy Fund - Equity (usd),
04LBPQ-E,Invesco Global Revenue Etf,
04GPMG-E,Swisscanto Ast Avant Aktien Usa Index,
04JLGD-E,Pimco Fds. Glb. Invt. Series Plc - Rae Glb. Dev. Fund,
04BZM2-E,Multicooperation Sicav - Allegro (lux)-dynamisch,
04KQFX-E,Bernstein Global Research Fund,
04JPJ0-E,Mackenzie Private Income Balanced Pool,
04KMXB-E,"Bindex Usa Indice (cubierto), Fi",
04JVZX-E,Legal & General (pmc) Global Equity Fixed Weights (50:50) Ind.,
04D20P-E,Pacific Asia Brands Fund,
04KW93-E,Ishares Evolved Us Discretionary Spending Etf,
04CCP1-E,Profunds - Large Cap Value,
04JW1J-E,Wisdomtree Issuer Plc - Global Quality Div. Growth Ucits Etf,
04KTGW-E,American Century Stoxx Us Quality Value Etf,
04L7H5-E,Amundi Index Solutions - Prime Usa,
04KNZR-E,Tkb Vermoegensverwaltung - Wachstum,
04KL0T-E,Invesco Russell 1000 Enhanced Equal Weight Etf,
04C38J-E,"Acuario 98, Sicav",
04KZR1-E,Ubs (irl) Etf Plc - Msci World Select Factor Mix Ucits Etf,
04KVSF-E,Bekb Strategiefonds - Wachstum,
04CBVK-E,Proteva Capital Sicav,
04F0Y5-E,Excellence Flexible Up To 120%,
04J1WK-E,Excellence Corp Select,
04L1LT-E,Vanguard Ethically Conscious International Shares Index Etf,
04L7GY-E,Amundi Index Solutions - Prime Global,
04LBNS-E,Invesco Russell 1000 Value Factor Etf,
04KVS8-E,Bekb Strategiefonds - Kapitalgewinn,
04LBS0-E,Qraft Ai-enhanced Us Large Cap Etf,
04JLJZ-E,Pimco Fds. Glb. Invt. Series Plc - Rae Us Fund,
04KFYD-E,Desjardins Usa Multifactor Controlled Volatility Etf,
04L7B2-E,Siemens Absolute Return,
04GBB6-E,Hwb Umbrella Fund - Hwb Wandelanleihen Plus,
04K984-E,Expat Global Equities,
04F3H2-E,Pitango General Equity,
04L4VR-E,Cushing Transportation & Mlp Etf,
04G3RQ-E,Fidelity Global Disciplined Equity Currency Neutral Class,
04F0Y1-E,Excellence Global Inflation,
04BR1C-E,Ubs (lux) Strategy Fund - Equity (eur),
04F248-E,Meitav Sal Tel Bond 20,
04C6T5-E,"Eurocostergo De Inversiones, Sicav",
04KVS4-E,Bekb Strategiefonds - Einkommen,
04KJB0-E,Excellence (2b) 85-15 - Israeli Fund Of Funds,
04L23J-E,Desjardins Ri Usa Multifactor Low Co2 Etf,
04J2LP-E,Sgkb (ch) Finreon Us Equity Isopro (usd),
04CKH1-E,Rydex Variable Trust - S&p 500 2x Strategy Fund,
04CDJ3-E,"Ruvecapital Inversiones, Sicav",
04JJS5-E,"Atlantic Stern Investments, Sicav",
04L14V-E,Rational Nuwave Enhanced Market Opportunity Fund,
04LBRY-E,Invesco Russell 1000 Quality Factor Etf,
04KNZN-E,Tkb Vermoegensverwaltung - Aktien,
04C4FD-E,"Inversiones Cilla, Sicav",
04CPH7-E,Ubs (lux) Strategy Xtra Sicav - Balanced (usd),
04JJVG-E,Excellence 1b Meter 10% Long/short,
04GPRN-E,Excellence Bond Mechanism To Maturity,
04CPH6-E,Ubs (lux) Strategy Xtra Sicav - Balanced (eur),
04JNYM-E,Vontobel Fund (ch) Vescore Global Equity Multi Factor,
04DVYT-E,Rh & Partner Investment Funds - Rh&p Global Value Fund,
04J15F-E,1290 Smartbeta Equity Fund,
04H1VX-E,1290 Vt Smartbeta Equity Portfolio,
04FTY1-E,Proshares Rafi Long/short,
04CZQ7-E,Fidelity Comwlth. Tr. - Series 100 Index Fund,
04HVZ9-E,"Valle Escondido Inversiones Financieras, Sicav",
04HLP4-E,Panagora Global Diversified Risk Portfolio,
04KXZB-E,Meitav (1b) Following Portfolio 1 Discount Bank,
04D0RQ-E,"Prior Capital, Sicav",
04JJVQ-E,Excellence 1b 10-90 Years 3 Case,
04BR1P-E,Ubs (lux) Strategy Fund - Growth (eur),
