FactSet Entity ID,Institution_name,Discrepancy_Column,
0GD1V6-E,"Gilbert & Cook, Inc.", ,
07BK9B-E,"Reynders, McVeigh Capital Management LLC", ,
002FZ2-E,"Beach Investment Counsel, Inc.", ,
05LGJN-E,Buckingham Asset Management LLC, ,
0KYTKZ-E,Bremer Bank NA (St. Paul Minnesota Investment Management), ,
0C8VZ2-E,Wealth Architects LLC, ,
0080TH-E,Alpha Windward LLC, ,
002HZM-E,"Bremer Trust, NA (Investment Management)", ,
0DLBHF-E,True Private Wealth Advisors LLC, ,
002H5C-E,"Baldwin Brothers, Inc.", ,
002Y15-E,CCM Partners LP, ,
05KZN7-E,"CIBC World Markets, Inc.", ,
05PKND-E,"Clark Capital Management Group, Inc.", ,
0J0N1M-E,TrustCore Financial Services LLC, ,
05G23M-E,"Allied Asset Advisors, Inc.", ,
0FTH0P-E,Fort Pitt Capital Group LLC, ,
00BQVB-E,Sterneck Capital Management LLC, ,
0HHHXN-E,Magnus Financial Group LLC, ,
0C8VZ4-E,Rowland & Co., ,
0GBGKW-E,Dean Capital Investments Management LLC, ,
0J8GKZ-E,Seeyond SA, ,
0C242D-E,Smith Shellnut Wilson LLC, ,
002SM5-E,Lilley & Co.,,
0DX2M0-E,Good Life Advisors LLC, ,
070Q8W-E,Bank OZK (Investment Management), ,
0GXG5Y-E,Rossmore Private Capital LLC, ,
05FW6P-E,HSBC Global Asset Management (France) SA, turnover-(Ownership:Low Profile: Medium) ,
0DJN56-E,Mirova SA (Investment Management), ,
06Z9XH-E,Kathrein Capital Management GmbH, ,
0704DR-E,Savant Capital LLC (Illinois), ,
0C8QHS-E,"Genovese, Burford & Brothers Wealth & Retirement Plan Mgmt LLC", ,
0KKQC8-E,"Graves-Light Private Wealth Management, Inc.", ,
0D6XNS-E,"Cidel Asset Management, Inc.", ,
0G55WW-E,Almanack Investment Partners LLC, ,
0C9BQF-E,Institute for Wealth Management LLC, ,
06KDZ4-E,"Sullivan, Bruyette, Speros & Blayney LLC", ,
0DD9R5-E,Comprehensive Portfolio Management LLC, ,
05NCLR-E,Euromobiliare Asset Management SGR SpA, ,
08B4QT-E,Kestrel Partners LLP, ,
05M32S-E,UniCredit Bank AG (Private Banking), ,
07KHM0-E,Wagner Bowman Management Corp., ,
0C7WHH-E,"DAGCO, Inc.", ,
0C90F3-E,"IFP Advisors, Inc.", ,
0CXR55-E,CPWM LLC, ,
08GVYS-E,Evermay Wealth Management LLC,Incorrect: aum-(Ownership:540 Profile: 552) eaum-(Ownership:358.704514 Profile: 319) ,
0C2SCM-E,Sequoia Financial Advisors LLC, ,
0C2NPK-E,Vista Investment Management LLC, ,
0HQC8M-E,Equitable Trust Co., ,
0C2SKJ-E,Sheaff Brock Investment Advisors LLC, ,
0K9GCX-E,TrinityPoint Wealth LLC, ,
009JNC-E,"AdvisorNet Financial, Inc.", ,
0C9HSK-E,"Nelson, Van Denburg & Campbell Wealth Management Group LLC", ,
0FJW32-E,The Clarius Group LLC, ,
0C7CZP-E,"Charter Research & Investment Group, Inc.", ,
0DK24P-E,"Oakworth Capital, Inc.", ,
05N6P3-E,Manchester Capital Management LLC, ,
07665J-E,Whitefoord LLP, ,
0G7PZK-E,Arca Fondi SGR SpA, ,
0G2DHN-E,Integrated Investment Consultants LLC, ,
002GWD-E,"Folger Nolan Fleming Douglas Capital Management, Inc.", ,
05GW2Y-E,La Francaise Asset Management GmbH, ,
0BYVX5-E,Hotaling Investment Management LLC, ,
002HJF-E,Boston Advisors LLC, ,
0GSLY1-E,Coreshares Asset Management Pty Ltd., ,
05FWLP-E,Invesco Asset Management (Japan) Ltd., ,
002HCN-E,Osborn Williams & Donohoe LLC, ,
0C7SF1-E,Boltwood Capital Management, ,
0C2K76-E,"Doyle Wealth Management, Inc.", ,
0KMMYN-E,Outlook Wealth Advisors LLC, ,
05GBGV-E,BayernInvest Kapitalverwaltungsgesellschaft mbH, ,
0G07Y1-E,"Community Bank & Trust (Waco, Texas) (Investment Management)", ,
00B0V7-E,"First City Capital Management, Inc.", ,
0GNDDK-E,"Morse Asset Management, Inc.", ,
0J0MVH-E,Independence Bank of Kentucky (Investment Management), ,
0C04XM-E,Ziegler Capital Management LLC, ,
002MYG-E,Pinnacle Associates Ltd., ,
06BXQL-E,Beaumont Financial Partners LLC, ,
0035TW-E,Bedell Frazier Investment Counselling LLC, ,
05T6TV-E,"Ipswich Investment Management Co., Inc.", ,
0BZMHB-E,GSB Wealth Management LLC, ,
0CQL0C-E,Harbour Capital Advisors LLC, ,
0KMRTF-E,Ameritas Investment Corp. (Investment Management), ,
0074HR-E,PNC Investments LLC, ,
0C79DM-E,"Beaton Management Co., Inc.", ,
0GLJFT-E,"Stony Point Wealth Management, Inc.", ,
00BDFW-E,"Tower Wealth Managers, Inc.", ,
0C7NNJ-E,NWAM LLC, ,
0F1YSQ-E,Cottage Street Advisors LLC, ,
05PN7C-E,Douglass Winthrop Advisors LLC, ,
0B0W4N-E,Independence Advisors LLC, ,
0C7L0F-E,Perigon Wealth Management LLC, ,
00909K-E,HBK Sorce Advisory LLC, ,
002HGG-E,LVM Capital Management Ltd., ,
002RRN-E,Rockland Trust Co., ,
00C50B-E,"YHB Investment Advisors, Inc.", ,
00BJ81-E,Cerebellum GP LLC, ,
00DL3B-E,Good Harbor Financial LLC, ,
068Z15-E,Carret Asset Management LLC, ,
0CRZPS-E,Miracle Mile Advisors LLC, ,
0DZ621-E,Compass Bank (Investment Management), ,
009ZY2-E,Turtle Creek Management LLC, ,
006THN-E,Cetera Advisors LLC, ,
002H7S-E,RNC Capital Management LLC, ,
0DLBHG-E,"Emerald Asset Management, Inc. (North Carolina)", ,
009ZZY-E,Weiss Asset Management LP, ,
05NHZ4-E,CLS Investments LLC, ,
085CNB-E,Johnson Bank (Investment Management), ,
07L816-E,"Cornerstone Advisors, Inc. (Washington)", ,
0G4R70-E,Element Pointe Advisors LLC, ,
002T7P-E,Burke & Herbert Bank & Trust Co., ,
07D2XK-E,Soprarno SGR SpA, ,
0C7G9N-E,Successful Portfolios LLC, ,
0DLCMS-E,Ceredex Value Advisors LLC, ,
00494B-E,Lau Associates LLC, ,
0C914P-E,"Creative Financial Designs, Inc.", ,
07QRSW-E,Deutsche Asset Management SA, ,
0C32G2-E,Sowell Financial Services LLC, ,
0CXCPQ-E,Pratt Collard Advisory Partners LLC, ,
002PPX-E,"M&R Capital Management, Inc.", ,
09JHVC-E,"Harvest Portfolios Group, Inc.", ,
0CR6KQ-E,Naples Global Advisors LLC, ,
0CXN29-E,HighPoint Advisor Group LLC, ,
05HPRQ-E,W&W Asset Management GmbH, ,
009ZPD-E,"Financial Architects, Inc.", ,
05FW6J-E,OFI Asset Management SA, turnover-(Ownership:Very Low Profile: Low) ,
0C79FC-E,"The Family Firm, Inc.", ,
00FY7G-E,Swift Run Capital Management LLC, ,
0067X1-E,American Research & Management Co., ,
002L4X-E,Paradigm Asset Management Co. LLC, ,
00BR1T-E,SignatureFD LLC, ,
05MDCD-E,"Liberty Capital Management, Inc.", ,
0FJ7W0-E,Bronfman E.L. Rothschild LP, ,
05ZBV7-E,"Bosera Asset Management Co., Ltd.", ,
009YY7-E,Vigilant Capital Management LLC, ,
07MMLD-E,JPMorgan Gestion SGIIC SA, ,
05KK58-E,UOB Asset Management Ltd., ,
0C2Z0D-E,Whitnell & Co., ,
072QDR-E,"Cathay Securities Investment Trust Co., Ltd.", ,
006N56-E,"ProEquities, Inc.", ,
06QMNP-E,Enterprise Bank & Trust (Missouri), ,
06F058-E,Prior&Nilsson Fond och Kapitalforvaltning AB, ,
002HDD-E,The Bank of New York Mellon Corp. (Wealth Management), ,
0G1FG8-E,Janus Henderson Investors (Australia) Inst. Funds Mgmt. Ltd., ,
0DLC4M-E,JBJ Investment Partners LLC, ,
06V28F-E,Raiffeisen Salzburg Invest Kapitalanlage GmbH, ,
05NCHY-E,"Hanson & Doremus Investment Management, Inc.", ,
05R5ZW-E,"Samsung Asset Management Co., Ltd.", ,
07CQJR-E,Sygnia Asset Management (Pty) Ltd., ,
068Z2T-E,LMCG Investments LLC, ,
05KCT8-E,Baloise Asset Management Schweiz AG, ,
0G59KL-E,Clarus Wealth Advisors LLC, ,
05QDQ7-E,Migdal Insurance Co. Ltd. (Investment Portfolio), ,
05J8H4-E,Webster Financial Advisors, ,
0G5PYQ-E,GQ Asset Management LLC, ,
0KLGTW-E,Essex Savings Bank (Investment Portfolio), ,
0DDMW2-E,Arbor Point Advisors LLC, ,
0DQ0H7-E,Mosaic Family Wealth LLC, ,
0C2W65-E,Symmetry Partners LLC, ,
07ZM4W-E,"Versant Capital Management, Inc.", ,
071YZJ-E,Bayerische Vermogen AG, ,
09YRKG-E,Administradora General de Fondos Security SA, ,
0032TD-E,"First Interstate Bank (Billings, Montana)", ,
0760MQ-E,Cantab Capital Partners LLP, ,
05G4L2-E,Fideuram Investimenti SGR SpA, ,
0C98WS-E,Rehmann Capital Advisory Group LLC, ,
00FLT3-E,Horizons ETFs Management (USA) LLC, ,
0FJZZ8-E,Mascoma Wealth Management LLC, ,
09NF3J-E,BG Fund Management Luxembourg SA, ,
0KMSNK-E,First National Bank of South Miami (Investment Management), ,
05PH88-E,Nextam Partners SGR SpA, ,
0K9MJR-E,Ameriprise National Trust Bank (Investment Management), ,
094MHN-E,Warburg Invest AG, ,
0D644J-E,The Guardian Life Insurance Co. of America (Invt Portfolio), ,
067G8D-E,DWS Investments Hong Kong Ltd., ,
0HJ18Q-E,"Braun-Bostich & Associates, Inc.", ,
0DNBZ2-E,Cubist Systematic Strategies LLC, ,
06N7ZD-E,HSBC Trinkaus & Burkhardt AG (Private Banking), ,
0HLGFN-E,Taylor Hoffman Wealth Management LLC, ,
003JY3-E,"RBC Private Counsel (USA), Inc.", ,
0DX2DY-E,Kaizen Advisory LLC, ,
05HMSP-E,Deutsche Asset Management (Japan) Ltd., ,
00BQDB-E,Parkside Financial Bank & Trust, ,
0C93MF-E,Global Trust Asset Management LLC, ,
0DL9FH-E,AUA Capital Management LLC, ,
00BMFP-E,"Benjamin F. Edwards & Co., Inc.", ,
05GDZX-E,FIM Asset Management Ltd., ,
00180K-E,"American Beacon Advisors, Inc.", ,
00B6N0-E,Plante Moran Financial Advisors LLC, ,
0C3PN7-E,Advantage Investment Management LLC, ,
0C7CHJ-E,"Carroll Financial Associates, Inc.", ,
003RX9-E,"KMS Financial Services, Inc.", ,
0C27GD-E,Mackey Komara & Dankovich LLC, ,
0C7NF6-E,Tortoise Investment Management LLC, ,
0JD3LS-E,Bartlett & Co. Wealth Management LLC, ,
07NLHX-E,Baystate Wealth Management LLC, ,
09ZLBL-E,"First Personal Financial Services, Inc.",Incorrect: aum-(Ownership:489 Profile: 474) eaum-(Ownership:329.792295 Profile: 316) ,
05PW13-E,Macquarie Investment Management Austria Kapitalanlage AG, ,
0C3999-E,MCF Advisors LLC, ,
0C7CKD-E,"Investacorp Advisory Services, Inc.", ,
0H5Z50-E,Vestor Capital LLC,Incorrect: aum-(Ownership:646 Profile: 764) eaum-(Ownership:559.639143 Profile: 543) ,
0C8G61-E,Kistler-Tiffany Cos. LLC, ,
000TWY-E,"PGIM, Inc.", ,
05G1M1-E,Credit Suisse Asset Management Funds SGR SpA, ,
06VHQF-E,Sterling Investment Advisors Ltd., ,
06JSW3-E,"The Index Group, Inc. (Colorado)", ,
0JXR0C-E,Truvestments Capital LLC, ,
0B6Z6F-E,Valeo Financial Advisors LLC, ,
00355B-E,"Monetary Management Group, Inc.", ,
00121D-E,Van Eck Associates Corp., ,
0C32DB-E,"SSN Advisory, Inc.", ,
0745D9-E,Sageworth Trust Co., ,
0C79B0-E,Executive Wealth Management LLC, ,
08BS69-E,"Sawyer & Co., Inc.", ,
0C8FVX-E,Legacy Financial Advisors Corp., ,
0DX2NL-E,Global Retirement Partners LLC, ,
05ZKD2-E,"Signature Financial Management, Inc.", ,
002G7F-E,"MB Financial Bank, NA (Trust Department)", ,
002Y1H-E,H. M. Payson & Co., ,
002HB2-E,Glens Falls National Bank & Trust Co., ,
06QYVQ-E,WealthTrust Arizona LLC, ,
0FTHM1-E,Proficio Capital Partners LLC, ,
05HX0B-E,Russell Investments Ltd., ,
05G65Y-E,Deka Vermogensmanagement GmbH, ,
002J1K-E,"Howe & Rusling, Inc.", ,
0C89XR-E,Capital Advisors Ltd. LLC, ,
0C2K7S-E,"Coastal Investment Advisors, Inc.", ,
0C3HRG-E,Glassman Wealth Services LLC, ,
05FWLL-E,National Westminster Bank Plc, ,
05ZH6L-E,"Da Cheng Fund Management Co., Ltd.", ,
05G2Z0-E,BBVA Asset Management SA SGIIC, ,
0BC4TP-E,Hilton Capital Management LLC, ,
0G2ZLK-E,Cribstone Capital Management LLC, ,
00FT3V-E,"FTB Advisors, Inc.", ,
0CY7RP-E,HORAN Capital Advisors LLC, ,
001XP1-E,Harding Loevner LP, ,
0CXT25-E,Lindbrook Capital LLC, ,
007KRC-E,"Stoker Ostler Wealth Advisors, Inc.", ,
05FWKL-E,JF Asset Management Ltd., ,
05ZSKM-E,Harel-Pia Mutual Funds Ltd., ,
05FQ8L-E,Reynolds Capital Management LLC, ,
06HCFW-E,Schroder & Co. Ltd., ,
0GZJV3-E,Avestar Capital LLC, ,
002LLQ-E,Acadian Asset Management LLC, ,
05MV1R-E,Mariner Wealth Advisors /Old/, ,
0C7NFG-E,"Bedel Financial Consulting, Inc.", ,
003MVJ-E,"Cavanal Hill Investment Management, Inc.", ,
0FJRK9-E,Bruderman Asset Management LLC, ,
0C792C-E,Old North State Trust LLC, ,
0C93LL-E,Gradient Investments LLC, ,
05G5BR-E,UBS Asset Management (Australia) Ltd., ,
0C8MCB-E,"TCI Wealth Advisors, Inc.", ,
00D127-E,Pathstone Family Office LLC, ,
0C8V4Y-E,"Regal Wealth Group, Inc.", ,
002K8L-E,Delta Asset Management LLC (Tennessee), ,
0C4005-E,BetaShares Capital Ltd., ,
0BJ5BS-E,"LifePlan Financial Group, Inc.", ,
0C884R-E,FinTrust Capital Advisors LLC, ,
0DDYQZ-E,St. Galler Kantonalbank AG (Private Banking), ,
005HCN-E,"Destination Wealth Management, Inc.", ,
05ZBT5-E,"E Fund Management Co., Ltd.", ,
002BFN-E,Old Second National Bank, ,
07KRZF-E,"Desjardins Global Asset Management, Inc.", ,
009K4X-E,"Thompson, Siegel & Walmsley LLC", ,
003C3L-E,Fidelity Investments Canada ULC, turnover-(Ownership:Low Profile: Very Low) ,
0GXLPQ-E,Israel Discount Bank of New York (Investment Management), ,
0C39C1-E,"Hanson McClain, Inc.", ,
05GNTC-E,"Ladenburg Thalmann Asset Management, Inc.", ,
0G22LP-E,TrueWealth LLC, ,
06QVC8-E,Sanlam FOUR Investments UK Ltd., ,
0GDQ6C-E,YorkBridge Wealth Partners LLC, ,
0C3HBP-E,AllSquare Wealth Management LLC, ,
0GSWCT-E,Norway Savings Bank (Investment Management), ,
0GZX48-E,FinEx Investment Management LLP, ,
0CZFH6-E,Neuberger Berman Breton Hill ULC, ,
0DBH5Z-E,Ashburton Fund Managers (Pty) Ltd., ,
06QGFW-E,Morgan Stanley (Strategic Investments),Incorrect: style-(Ownership:None Profile: ) eaum-(Ownership:3300.320767 Profile: 3042) ,
0C791M-E,Wakefield Asset Management LLLP, ,
0CT27T-E,Ferris Capital LLC, ,
0DX9BP-E,"Lenox Wealth Management, Inc. (Private Banking)",Incorrect: aum-(Ownership:608 Profile: 541) eaum-(Ownership:350.198615 Profile: 264) ,
0DMWDN-E,Thurgauer Kantonalbank (Invt Mgmt), ,
0KLQ5J-E,"Ellevest, Inc. (Investment Management)", ,
0C93C3-E,Private Ocean LLC, ,
05SG78-E,Psagot Mutual Funds Ltd., ,
0C86F2-E,Berman Capital Advisors LLC, ,
0CXD8S-E,Advisory Alpha LLC, ,
0DLB6C-E,Field & Main Bank (Private Banking), ,
0C9714-E,Resources Investment Advisors LLC, ,
00BQWV-E,"IMA Wealth, Inc.", ,
0C23TS-E,"JNBA Financial Advisors, Inc.", ,
0HHJN3-E,Lake Point Wealth Management LLC, ,
0DJNQD-E,City Holding Co. (Wealth Management), ,
0C9F5P-E,Certified Advisory Corp., ,
0C23KM-E,Gemmer Asset Management LLC, ,
0C2BVC-E,"Vantage Consulting Group, Inc.", ,
0FBMSY-E,Boutique Investment Partners (Pty) Ltd., ,
00B41X-E,Paragon Capital Management LLC, ,
0GMWY9-E,The Harvest Group Wealth Management LLC, ,
0C3PRP-E,McIlrath & Eck LLC, ,
0B6N4L-E,"The Tarbox Family Office, Inc.", ,
0HLGT7-E,Alera Investment Advisors LLC, ,
0C9L7Q-E,Capital Investment Advisory Services LLC, ,
0DZ84X-E,Sound Income Strategies LLC, ,
0C3PM6-E,"Aevitas Wealth Management, Inc.", ,
0C89RZ-E,Camarda Financial Advisors LLC, ,
06G25Q-E,Evolution Capital Management LLC, ,
00CS1Q-E,"Burt Associates, Inc.", ,
00C8Q5-E,Asset Dedication LLC, ,
0BR93Q-E,Barrett Asset Management LLC, ,
0C82GT-E,"Westside Investment Management, Inc.", ,
0C7WFY-E,Willingdon Wealth Management LLC, ,
05H8J8-E,Goldman Sachs Asset Management International, ,
0CWSLZ-E,Prestige Wealth Management Group LLC, ,
002SZ7-E,EARNEST Partners LLC, ,
0GML4N-E,BDO Wealth Advisors LLC, ,
05NP41-E,"Barclays Capital, Inc.", ,
002KYX-E,HSBC Global Asset Management (Hong Kong) Ltd., ,
0CSZ9C-E,"Marino, Stram & Associates LLC", ,
0C247T-E,Mark Sheptoff Financial Planning LLC, ,
0CYFP7-E,Squar Milner Financial Services LLC, ,
0DV7F4-E,KWMG LLC, ,
0C2BG0-E,Shamrock Asset Management LLC, ,
0C7GJW-E,Laurel Wealth Advisors LLC, ,
0GWXJQ-E,Icon Wealth Partners LLC, ,
0699FZ-E,"AssetMark, Inc.", ,
0GF0NT-E,PRW Wealth Management LLC, ,
0J1JCR-E,"Financial Gravity Wealth, Inc.", ,
0828M7-E,GVC Gaesco Gestion SGIIC SA, ,
0GCW52-E,"Impact Shares, Corp.", ,
05YHNL-E,JFS Wealth Advisors LLC, ,
05HJL4-E,"BMO Private Investment Counsel, Inc.", ,
00C8Y7-E,"Endurance Wealth Management, Inc.", ,
0CX9FD-E,"Semmax Financial Advisors, Inc.", ,
0C9D9H-E,NewSquare Capital LLC, ,
0068TW-E,"Century Securities Associates, Inc.", ,
0DDYN0-E,Graubundner Kantonalbank (Private Banking), ,
00CFB2-E,CSat Investment Advisory LP, ,
0C89XM-E,"C-J Advisory, Inc.", ,
009P4M-E,Country Trust Bank (Investment Management), ,
0GX4G3-E,Parisi Gray Wealth Management LLC, ,
003RZM-E,"NEXT Financial Group, Inc.", ,
0GQTZL-E,Intellectus Partners LLC, ,
0C78YK-E,Ogorek Wealth Management LLC, ,
00BZKF-E,TD Ameritrade Investment Management LLC, ,
002LLT-E,"Atwood & Palmer, Inc.", ,
001FQ5-E,Essex Investment Management Co. LLC, ,
0H2YFW-E,"Winslow, Evans & Crocker, Inc. (Investment Management)", ,
05MYM5-E,Clarfeld Financial Advisors LLC, ,
05Q3VB-E,"Jones Collombin Investment Counsel, Inc.", ,
009JPW-E,AlphaMark Advisors LLC, ,
0CRKCV-E,CWM LLC, ,
002N25-E,First State Investment Management (UK) Ltd., ,
0KMSNG-E,Bay Harbor Wealth Management LLC, ,
0G5JYF-E,Golden State Wealth Management LLC, ,
05G9Y7-E,Spangler IQAM Invest GmbH, ,
06G5WD-E,Adirondack Trust Co. Asset Management, ,
070R70-E,NuWave Investment Management LLC, ,
001YNK-E,"Rational Advisors, Inc.", ,
0C39CW-E,"SRS Capital Advisors, Inc.", ,
0C9H6Y-E,Liberty Wealth Management LLC, ,
006SNJ-E,Research Affiliates LLC, ,
0GCF9R-E,"Elmwood Wealth Management, Inc.", ,
0C35R3-E,"D'Orazio & Associates, Inc. (Virginia)", ,
0GT07Z-E,"Financial Gravity Cos., Inc.",,
0C3681-E,"Watermark Asset Management, Inc.", ,
00BRW2-E,Exchange Traded Concepts LLC, ,
06YBC9-E,O'Shaughnessy Asset Management LLC, ,
0GYGWH-E,Omnia Family Wealth LLC, ,
0BQ4DH-E,Vectors Research Management LLC, ,
0H28MQ-E,"Global Wealth Management Investment Advisory, Inc.", ,
0C7FYP-E,Larson Financial Group LLC, ,
0FJWMF-E,"Crewe Advisors, LLC", ,
0C9NY3-E,13D Management LLC, ,
0H29DZ-E,180 Wealth Advisors LLC, ,
009VM4-E,3G Capital Partners LP (New York), ,
00DR00-E,40 North Management LLC, ,
006VP8-E,A.R.T. Advisors LLC, ,
0B35HR-E,AB Custom Alternative Solutions LLC,,
05RQXG-E,ACATIS Investment Kapitalverwaltungsgesellschaft mbH, ,
05DTXS-E,AEGON Investment Management BV, ,
05DYPD-E,"AGF Investments, Inc.", ,
06JVMR-E,"ALPS Advisors, Inc.", ,
05GZ5L-E,AMF Pensionsforsakring AB, ,
0090TB-E,AMG National Trust Bank, ,
094VV1-E,ANIMA Sgr SpA, ,
002HNJ-E,ARS Investment Partners LLC, ,
05FW81-E,AXA Investment Managers UK Ltd., ,
05FWLH-E,"Aberdeen Standard Investments, Inc.", ,
0090P7-E,Absolute Return Capital LLC,,
0D8CDH-E,Accessible Clean Energy Consulting Sarl,,
0C93LW-E,"Accurate Investment Solutions, Inc.", ,
0DD9NR-E,Acrospire Investment Management LLC,,
0G3PLF-E,Active Earth Investment Management Ltd.,Incorrect: style-(Ownership:None Profile: ) ,
07KPFJ-E,Active Niche Funds SA, ,
07G4SG-E,Ada Investment Management LP,,
0611JK-E,"Addenda Capital, Inc.", ,
0BM53X-E,Adviser Investments LLC, ,
000BL3-E,"Advisory Research, Inc.", ,
00FC58-E,Airain Ltd., ,
0CR8T0-E,Alethea Capital Management LLC, ,
00FGCN-E,Alexandria Capital LLC, ,
05KP9Z-E,Alkeon Capital Management LLC, ,
0CXPY3-E,Allegis Investment Advisors LLC, ,
007813-E,Allen Investment Management LLC, ,
0DHDVY-E,Allianz Global Investors GmbH (UK), ,
07F687-E,Alpha Centauri Investment Management GmbH,,
0DVFVB-E,AlphaCrest Capital Management LLC, ,
081W53-E,AlphaOne Investment Services LLC, ,
0D7T3D-E,Alpine Global Management LLC, ,
05FQY9-E,Alpine Woods Capital Investors LLC, ,
079NNH-E,Alyeska Investment Group LP, ,
00994K-E,AmericaFirst Capital Management LLC, ,
06NG37-E,American Money Management Corp., ,
001MQV-E,American National Bank & Trust Co. (Virginia),,
094N3M-E,Amundi Alternative Investments SAS,,
000TGV-E,"Amundi Pioneer Asset Management, Inc.", ,
06BPNS-E,Amundi SGR SpA, ,
002H8W-E,Anchor Capital Advisors LLC, ,
0DFPJT-E,Andbank Wealth Management SGIIC SAU, ,
08B245-E,Antipodean Advisors LLC, ,
0CW31Y-E,Antonetti Capital Management LLC,Incorrect: style-(Ownership:None Profile: ) ,
009ZPJ-E,Apriem Advisors, ,
006F00-E,Arbiter Partners Capital Management LLC, ,
06LC5P-E,Arden Asset Management LLC,,
05J7PX-E,Argenta Banque d'Epargne SA, ,
0D34HT-E,Argentiere Capital AG, ,
05LHCY-E,Argonaut Management LP,,
0090Q2-E,Argyll Research  LLC, ,
006W1B-E,"Aris Wealth Services, Inc.",,
0CKQWQ-E,Aristotle Capital Management LLC, ,
05X8MP-E,Arlington Partners LLC, ,
0C3L4Q-E,"Armbruster Capital Management, Inc.", ,
0090Q3-E,Arrow Capital Management LLC, ,
05M4CD-E,"Arrow Capital Management, Inc.", ,
0FX0N9-E,Arrow Financial Corp. (Investment Management), ,
085TCH-E,ArrowMark Colorado Holdings LLC, ,
003K1N-E,Arrowstreet Capital LP, ,
0B1Z1C-E,Assenagon Asset Management SA (Germany), ,
00B3VC-E,Asset Management Advisors LLC, ,
002FV9-E,"Aster Investment Management Co., Inc.",Incorrect: style-(Ownership:None Profile: ) ,
009XTD-E,Athena Capital Advisors LLC, ,
006BYM-E,Atlantic Trust LLC, ,
00BMZN-E,"Ausdal Financial Partners, Inc.", ,
004CGL-E,Avalon Advisors LLC, ,
009MMX-E,Aviance Capital Management LLC, ,
05FW5R-E,Aviva Investors France SA, ,
06RKCC-E,Axel Capital Management LLC, ,
05MM82-E,"B. Riley Wealth Management, Inc.",Incorrect: style-(Ownership:None Profile: ) ,
07NHV8-E,"BB&T Investment Services, Inc.",,
0BVM9C-E,BHMS Investments LP,Incorrect: style-(Ownership:None Profile: ) ,
05HLL2-E,BLI - Banque de Luxembourg Investments SA, ,
002GKC-E,BMI Capital LLC,,
09XZCX-E,BNP PARIBAS ASSET MANAGEMENT Japan Ltd., ,
09ZT5F-E,BNP Paribas Asset Management UK Ltd., ,
05LMXJ-E,"BNP Paribas Asset Management USA, Inc.", ,
007K11-E,"BNP Paribas Asset Management, Inc.",Incorrect: aum-(Ownership:15949 Profile: None) eaum-(Ownership:5744.024329 Profile: None) ,
0044MT-E,BNP Paribas Securities Corp., ,
078SW1-E,BNY Mellon Capital Markets LLC, ,
05V7T8-E,BOCI-Prudential Asset Management Ltd., ,
06516L-E,BRC Investment Management LLC,,
002JQ0-E,"BTR Capital Management, Inc.", ,
002HR5-E,Bain Capital Public Equity LP, ,
09X66N-E,Balentine LLC, ,
004BMM-E,"Ballew Advisor, Inc.", ,
0049MY-E,Balyasny Asset Management LP, ,
0DY1GP-E,Banbury Partners LLC, ,
0D6P2W-E,Bank J. Safra Sarasin AG (Investment Management), ,
07GTGN-E,"Bank of New York Mellon Trust Co., NA (Investment Mgmt)", ,
05VSVF-E,Bankhaus Carl Spangler & Co. AG (Investment Management), ,
05HM7D-E,Bankinter Gestion de Activos SA SGIIC, ,
05FWM6-E,Banque Cantonale de Geneve (Investment Management), ,
07HTQ0-E,Barclays Bank Plc (Investment Management), ,
0H5YP2-E,Bardin Hill Investment Partners LP, ,
05FWKV-E,Baring Asset Management Ltd., ,
05S0MK-E,"Barnett & Co., Inc.", ,
0D64W2-E,Barrow Street Advisors LLC, ,
0090Q4-E,Barton Investment Management LLC, ,
0CZF91-E,"Bay Colony Advisory Group, Inc.", ,
0G2DKB-E,Bayesian Capital Management LP, ,
000CPH-E,"Bear, Stearns & Co., Inc.",Incorrect: style-(Ownership:None Profile: ) ,
001XKH-E,"Beck, Mack & Oliver LLC", ,
002HF5-E,Bel Air Investment Advisors LLC, ,
0C86KD-E,Bellwether Investment Group LLC,,
06JLT9-E,"Belmont Global Advisors, Inc.",,
00DTLJ-E,Belvedere Trading LLC, ,
0DKF4G-E,Bill & Melinda Gates Foundation Trust (Investment Management), ,
002HZL-E,"Birinyi Associates, Inc.", ,
08GR2Y-E,Blackrock Asset Management (Australia) Ltd.,Incorrect: style-(Ownership:None Profile: ) ,
001ZRD-E,Blue Ridge Capital LLC (New York),,
05VRNL-E,BlueCrest Capital Management (UK) LLP, ,
06C5QC-E,BlueMountain Capital Management LLC, ,
05MWZ6-E,Bluefin Trading LLC, ,
0HXD23-E,Blueshift Asset Management LLC, ,
0C7ZXZ-E,"Blume Capital Management, Inc.", ,
0C8G4P-E,Bontempo Ohly Capital Management LLC, ,
0D57W9-E,Boothbay Fund Management LLC, ,
0050YG-E,"Boston Research & Management, Inc.", ,
003581-E,Bourgeon Capital Management LLC, ,
002GW3-E,"Boys, Arnold & Co., Inc.", ,
0012LW-E,Brandywine Global Investment Management LLC, ,
0KMSM0-E,Brandywine Oak Private Wealth LLC, ,
07T989-E,Brasada Capital Management LP, ,
0DL98T-E,Bray Capital Advisors LLC, ,
05WHGC-E,"Brick & Kyle Associates, Inc.", ,
002HJG-E,"Bridges Investment Counsel, Inc.",,
05K84F-E,Bridgewater Associates LP, ,
09RMZK-E,Bright Rock Capital Management LLC, ,
