Factset Entity ID,Fund Name,Discrepancy Column
04BDZG-E,Usaa Cornerstone Moderately Aggressive Fund,Incorrect: style aum eaum 
04DS38-E,Vanguard Invt. Fds. Icvc - Ftse Dev. World (ex-uk) Eq. Index,Incorrect: aum eaum 
04B8W3-E,Calvert Mid Cap Fund,Incorrect: style eaum 
04BBXC-E,Eq/large Cap Growth Managed Volatility Portfolio,Incorrect: style eaum 
04B9GM-E,Eaton Vance Balanced Fund,Incorrect: style eaum 
04BNV9-E,Dws Technology Typ O,Incorrect: style aum eaum 
04GM7G-E,Marshall Wace Ucits Funds Plc - Mw Tops Ucits Fund,Incorrect: style eaum 
04CFDW-E,Schwab Hedged Equity Fund,Incorrect: style eaum 
04BF4J-E,Vanguard Tax Managed Balanced Fund,Incorrect: style aum eaum 
04BSSY-E,Calvert Balanced Fund,Incorrect: style eaum 
04BFNY-E,Eq/common Stock Index Portfolio,Incorrect: eaum 
04JJ2X-E,Goldman Sachs Etf Tr. - Activebeta Us Large Cap Equity Etf,Incorrect: aum eaum 
04KXT0-E,Mtf (4a) Indxx Usa E-commerce - Foreign Currency Hedged,
04FFV4-E,Amg Managers Cadence Mid Cap Fund,Incorrect: style aum eaum 
04JNV3-E,Fvit Blackrock Disciplined Mid Cap Growth Portfolio,Incorrect: style 
04CJ52-E,Optimum Small Mid Cap Growth Fund,Incorrect: eaum 
04D0KP-E,First Trust Mid Cap Core Alphadex Fund,Incorrect: aum eaum 
04KY25-E,Ia Clarington Thematic Selection Fund,Incorrect: style eaum 
04B9HB-E,Fidelity Advisor Series I - Balanced Fund,Incorrect: style eaum 
04GJYR-E,Mitsubishi Ufj Kokusai Asset American New Stage Mother Fund,Incorrect: eaum 
04DG0K-E,United Financial-us Equity Growth Corporate Class,Incorrect: style 
04BHW3-E,George Putnam Balanced Fund,Incorrect: style eaum 
04JW6L-E,Fidelity Large Cap Growth Index Fund,Incorrect: eaum 
04JPKD-E,Blackrock Strategic Fds. - Style Advantage Fund,Incorrect: eaum 
04CRF9-E,Valic Company I - Mid Cap Strategic Growth Fund,Incorrect: style eaum 
04CRNG-E,Clough Global Equity Fund,Incorrect: style aum eaum 
04F39G-E,Columbia Seligman Premium Technology Growth Fund,Incorrect: aum eaum 
04BNM5-E,Nordinternet,Incorrect: eaum 
04KV0H-E,Handelsbanken Global Småbolag Index Criteria,Incorrect: eaum 
04CCNV-E,Ubs Investment Funds Icvc - Us Equity Fund,Incorrect: eaum 
04C7N8-E,Eq Advisors Trust - Multimanager Technology Portfolio,Incorrect: eaum 
04H1BF-E,Franklin K2 Alternative Strategies Fund,Incorrect: eaum 
04C7R7-E,Federated Insurance Ser. - Kaufmann Ii Fund,Incorrect: style aum eaum 
04HXS6-E,Csif World (ex-ch) Small Cap Index - Pension Fund,Incorrect: eaum 
04DGBN-E,Merrill Lynch Invt. Sol. - Marshall Wace Tops Ucits Fund,Incorrect: style eaum 
04CBJW-E,Interfund Sicav - Equity Usa,Incorrect: style eaum 
04BC0M-E,Bmo Mid Cap Growth Fund,Incorrect: style aum eaum 
04GQY3-E,Ast Jpmorgan Global Thematic Portfolio,Incorrect: style aum eaum 
04J0VN-E,Nt Ucits Common Contractual Fd. - World Cus. Esg Eq. Ind. Fd.,Incorrect: aum eaum 
04HNP6-E,Priviledge - Wellington Large Cap Us Research,Incorrect: style eaum 
04BG0G-E,Hirtle Callaghan Value Equity Portfolio,Incorrect: style eaum 
04H0QP-E,Aquila Three Peaks Opportunity Growth Fund,Incorrect: style aum eaum 
04CSTR-E,Ishares Plc - Msci World Ucits Etf,Incorrect: aum eaum 
04BHJ4-E,Blackrock Advantage Us Total Market V.i. Fund,Incorrect: style eaum 
04HYDC-E,Xtrackers (ie) Plc - Msci World Ucits Etf,Incorrect: aum eaum 
04BSYK-E,Seasons Series Trust - Sa Multi Managed Large Cap Growth Port.,Incorrect: style eaum 
04BLG0-E,Jpmorgan Funds - Us Small Cap Growth Fund,Incorrect: style eaum 
04CB5H-E,Janus Henderson Capital Funds Plc - Us Research Fund,Incorrect: style eaum 
04CYHK-E,Gs Funds - Global Small Cap Core Equity Portfolio,Incorrect: style eaum 
04D0DK-E,Mainstay Mackay Us Equity Opportunities Fund,Incorrect: style eaum 
04JCFN-E,Ishares Russell Mid Cap Index Fund,Incorrect: eaum 
04J4FS-E,Ftif Sicav - Franklin K2 Alternative Strategies Fund,Incorrect: style eaum 
04BPSM-E,Janus Henderson Capital Funds Plc - Global Technology Fund,Incorrect: style aum eaum 
04BPHR-E,Mml Small Cap Growth Equity Fund,Incorrect: style aum eaum 
04BFBW-E,Blackrock Series Fund - Balanced Capital Portfolio,Incorrect: style eaum 
04HMCJ-E,Sft Wellington Core Equity Fund,Incorrect: style eaum 
04F98D-E,Threadneedle (lux) - Global Technology,Incorrect: eaum 
04DY33-E,Ishares Vii Plc - Msci Usa Small Cap Ucits Etf,Incorrect: aum eaum 
04BWYL-E,Jpmorgan Fund Ii Icvc - Us Smaller Companies Fund,Incorrect: style eaum 
04FVP1-E,Vanguard Russell 1000 Index Fund,Incorrect: aum eaum 
04CSZS-E,Nomura Asset Foreign Equity Msci Kokusai Mother Fund,Incorrect: eaum 
04H1KK-E,Ia Canadian Equity Growth Fund,Incorrect: style eaum 
04BPZR-E,Spdr Portfolio Total Stock Market Etf,Incorrect: aum eaum 
04BYFT-E,Dfa Tax Managed Us Equity Portfolio,Incorrect: style eaum 
04D0KS-E,First Trust Large Cap Growth Alphadex Fund,Incorrect: aum eaum 
04H016-E,Gotham Neutral Fund,Incorrect: style eaum 
04J9CX-E,Fidelity Us Multi Cap Investment Trust,Incorrect: style eaum 
04BF4B-E,Jpmorgan Small Cap Blend Fund,Incorrect: style eaum 
04BSZ6-E,Seasons Series Trust - Sa Multi Managed Mid Cap Growth Port.,Incorrect: style eaum 
04BJ4Q-E,Sit Mid Cap Growth Fund,Incorrect: style eaum 
04JCTG-E,State Street Small/mid Cap Equity Index Portfolio,Incorrect: eaum 
04J9ZK-E,Ubs (ch) Inst. Fund 2 - Equities Global Small Cap Passive Ii,Incorrect: style aum eaum 
04BCPV-E,Putnam Variable Trust - Global Equity Fund,Incorrect: style eaum 
04BYYH-E,Fidelity Vip - Technology Portfolio,Incorrect: style eaum 
04CC0D-E,Blackrock Isf - Ishares North America Index Fund (ie),Incorrect: eaum 
04K8CD-E,Goldman Sachs Etf Tr. - Hedge Industry Vip Etf,Incorrect: aum eaum 
04CPVS-E,Klp Aksjeglobal Indeks I,Incorrect: style eaum 
04G656-E,Aqr Multi-strategy Alternative Fund,Incorrect: style eaum 
04JRC3-E,Sa Blackrock Vcp Global Multi Asset Portfolio,Incorrect: style aum eaum 
04FZJN-E,First Trust Mid Cap Growth Alphadex Fund,Incorrect: aum eaum 
04DC9Y-E,Penn Series - Smid Cap Growth Fund,Incorrect: style aum eaum 
04GT09-E,Mainstay Mackay Growth Fund,Incorrect: style eaum 
04J4N6-E,Alpha Architect Us Quantitative Momentum Etf,Incorrect: aum eaum 
04BNXG-E,Vanguard Growth & Income Fund,Incorrect: style eaum 
04GHSQ-E,Actiam Responsible Index Fund Equity Na (fbi),Incorrect: aum eaum 
04HL31-E,Actiam Responsible Index Fund Equity Na - B (fgr),Incorrect: aum eaum 
04F0NR-E,Aqr Large Cap Momentum Style Fund,Incorrect: style eaum 
04G446-E,Capital Us Equity Fund,Incorrect: style eaum 
04JJ9S-E,Blackrock Strategic Fds. - Systematic Global Equity,Incorrect: style eaum 
04L2HX-E,Westfield Small/mid Cap Growth Equity,Incorrect: style 
04BYT4-E,Us Equity Growth Pool,Incorrect: style 
04H1NX-E,Global Atlantic Wellington Research Managed Risk Portfolio,Incorrect: style eaum 
04CHZ9-E,Ubs (lux) Key Selection Sicav - Global Equities (usd),Incorrect: style eaum 
04BGJ3-E,Mainstay Vp - Mackay Growth Portfolio,Incorrect: style eaum 
04BGNS-E,Alger Funds - Mid Cap Growth Fund,Incorrect: style eaum 
04BR7T-E,T Rowe Price Tax Efficient Equity Fund,Incorrect: style aum eaum 
04G8WN-E,Global Multi Strategy Fund,Incorrect: style eaum 
04BQ04-E,Goldman Sachs Us Tax Managed Equity Fund,Incorrect: aum eaum 
04JJ2K-E,John Hancock Multifactor Mid Cap Etf,Incorrect: aum eaum 
04JJBQ-E,Ssga (lux) Sicav - World Index Equity Fund,Incorrect: aum eaum 
04L07K-E,Fidelity Zero Total Market Index Fund,
04KVCS-E,Jpmorgan Life Ltd. - Us Equity All Cap Fund,Incorrect: style eaum 
04KMKS-E,Fidelity Insights Investment Trust,Incorrect: aum eaum 
04BGLT-E,Voya Index Plus Large Cap Portfolio,Incorrect: aum eaum 
04KC99-E,Amundi Index Solutions - Msci North America,Incorrect: aum eaum 
04BFQ0-E,Goldman Sachs Vit - Growth Opportunities Fund,Incorrect: style eaum 
04CCSZ-E,Federated Mdt All Cap Core Fund,Incorrect: aum eaum 
04CNBP-E,Candriam Quant - Equities Usa,Incorrect: eaum 
04BRF1-E,Azzad Ethical Fund,Incorrect: style eaum 
04HPLW-E,Carmignac Portfolio - Investissement Latitude,Incorrect: style aum eaum 
04KZK2-E,Fidelity Founders Investment Trust,Incorrect: aum eaum 
04F834-E,Csif Us Index - Pension Fund,Incorrect: eaum 
04KCPZ-E,Am One Global New Generation Related Equity Fund,Incorrect: style 
04G251-E,St. James's Place Int'l. - Alternative Assets,Incorrect: style 
04CV2B-E,William Blair Mid Cap Growth Fund,Incorrect: style aum eaum 
04D259-E,Tiaa-cref Quant Large Cap Growth Fund,Incorrect: eaum 
04LD1Z-E,Handelsbanken Global Index Criteria,
04CV6Q-E,Spdr Portfolio Large Cap Etf,Incorrect: aum eaum 
04F836-E,Csif World (ex-ch) Index - Pension Fund,Incorrect: eaum 
04BJPT-E,Eq/large Cap Growth Index Portfolio,Incorrect: eaum 
04CMY7-E,Ishares Tr. - Morningstar Small Cap Growth Etf,Incorrect: aum eaum 
04KNB4-E,Neuberger Berman Invt. Funds Plc - Uncorrelated Strategies,Incorrect: style eaum 
04D0KN-E,First Trust Large Cap Core Alphadex Fund,Incorrect: aum eaum 
04JB30-E,Csif Umbrella - World (ex-ch) Small Cap Index Blue,Incorrect: eaum 
04BFNG-E,Hartford Small/mid Cap Equity Hls Fund,Incorrect: style eaum 
04L5RB-E,Cibc Atlas All Cap Growth Fund,
04BVLB-E,Lincoln Vip - Blended Mid Cap Managed Volatility Fund,Incorrect: style eaum 
04GDB1-E,American Beacon Bridgeway Large Cap Growth Ii Fund,Incorrect: style eaum 
04JNXR-E,Eurizon Fund - Equity Usa,Incorrect: eaum 
04CGG0-E,Lord Abbett Series - Growth Opportunities Portfolio,Incorrect: style eaum 
04DY91-E,Voya Russell Mid Cap Growth Index Portfolio,Incorrect: aum eaum 
04CJFH-E,Invesco Dynamic Market Etf,Incorrect: aum eaum 
04JL74-E,Ubs (lux) Equity Sicav - Glb. Opportunity Unconstrained (usd),Incorrect: style eaum 
04BRG9-E,Ubs (lux) Equity Sicav - Us Opportunity (usd),Incorrect: eaum 
04JWT2-E,First Investors Hedged Us Equity Opportunities Fund,Incorrect: style eaum 
04K99N-E,Old Mutual Glb. Inv. Series Plc - Style Prem Abs Return Fund,Incorrect: style eaum 
04H19W-E,Kp Small Cap Equity Fund,Incorrect: style aum eaum 
04C39C-E,Gs Funds - Us Core Equity Portfolio,Incorrect: style eaum 
04C7N5-E,Multimanager Mid Cap Growth Portfolio,Incorrect: style eaum 
04BGZ2-E,T Rowe Price Total Equity Market Index Fund,Incorrect: aum eaum 
04HY33-E,Mgi Funds Plc - Mercer Passive Global Equity Fund,Incorrect: style eaum 
04BHF6-E,Calvert Us Large Cap Core Responsible Index Fund,Incorrect: eaum 
04JGTL-E,Eurizon Fund - Equity Absolute Return,Incorrect: eaum 
04KL3V-E,Dfa Us High Relative Profitability Portfolio,Incorrect: style eaum 
04H0FK-E,Quilter Investors Oeic - Us Equity Growth (jpm) Fund,Incorrect: style eaum 
04CSN1-E,Federated Mdt Large Cap Growth Fund,Incorrect: style aum eaum 
04B8JJ-E,Alger Mid Cap Growth Portfolio,Incorrect: style aum eaum 
04HL2F-E,Victoryshares Us 500 Enhanced Volatility Wtd Etf,Incorrect: aum eaum 
04G8KP-E,Handelsbanken Usa Index Criteria,Incorrect: eaum 
04CZQC-E,Fidelity Commonwealth Tr. Ii - Large Cap Core Enh. Index Fund,Incorrect: eaum 
04BTM4-E,Principal Investors - Large Cap Growth Fund I,Incorrect: style eaum 
04F005-E,Trust For Professional Managers - Pmc Diversified Equity Fund,Incorrect: style eaum 
04KJ6R-E,Blackrock Acs I - 50:50 Global Equity Tracker Fund,Incorrect: style eaum 
04CNCP-E,Mitsubishi Ufj Kokusai Foreign Equity Index Mother Fund,Incorrect: eaum 
04CJZ0-E,Amonis Equity Us Smid Cap,Incorrect: style eaum 
04CVZ9-E,Ishares Plc - Msci North America Ucits Etf,Incorrect: aum eaum 
04C53P-E,Stone Global Growth Fund,Incorrect: style eaum 
04BFBS-E,Blackrock Series Fund - Large Cap Core Portfolio,Incorrect: style eaum 
04GQY4-E,Ast Goldman Sachs Multi Asset Portfolio,Incorrect: style aum eaum 
04FC72-E,Ast Jpmorgan Strategic Opportunities Portfolio,Incorrect: style aum eaum 
04HN2S-E,Ubs (irl) Etf Plc - Msci Usa Hedged To (eur) Ucits,Incorrect: aum eaum 
04BV6S-E,Spp Aktiefond Usa,Incorrect: eaum 
04JDRC-E,Mfs Blended Research Growth Equity Fund,Incorrect: style eaum 
04K2ZS-E,Guardian Mid Cap Traditional Growth Vip Fund,Incorrect: style eaum 
04GKCD-E,Global X Guru Index Etf,Incorrect: aum eaum 
04BVC5-E,Calvert Variable Series - Sri Balanced Portfolio,Incorrect: style eaum 
04CZFZ-E,Nn (l) - Us Growth Equity,Incorrect: style aum eaum 
04CJZP-E,Sei Institutional Invt. Trust - Large Cap Disciplined Equity F,Incorrect: style aum eaum 
04HL2C-E,Victoryshares Us 500 Volatility Wtd Etf,Incorrect: aum eaum 
04JX7S-E,Spdr S&p Internet Etf,Incorrect: aum eaum 
04C22S-E,Eurizon Fund - Equity North America Lte,Incorrect: style eaum 
04GTDX-E,Ubs (irl) Etf Plc - Msci Usa Ucits Etf,Incorrect: aum eaum 
04JQ9T-E,Xtrackers (ie) Plc - Msci World Information Tech. Ucits Etf,Incorrect: aum eaum 
04FGQ5-E,Dnb Global Indeks,Incorrect: style aum eaum 
04BHRC-E,Ohio National - Janus Henderson Enterprise Portfolio,Incorrect: style eaum 
04CH9G-E,Smtam Foreign Equity Index Mother Fund,Incorrect: eaum 
04BJ4S-E,Sit Small Cap Growth Fund,Incorrect: style eaum 
04BHM6-E,Mfs Vit Ii - Technology Portfolio,Incorrect: eaum 
04CYDL-E,Jss Bluevalor Sustainable Lifestyle Brand Equity,Incorrect: style eaum 
04J6ZF-E,Swisscanto (ch) Ipf I - Index Equity Usa,Incorrect: eaum 
04D63D-E,Dfa Us Sustainability Core 1 Portfolio,Incorrect: style eaum 
04BJZD-E,Tiaa-cref Life Growth Equity Fund,Incorrect: style eaum 
04JVMY-E,Lazard Global Active Funds Plc - Global Managed Volatility Fd.,Incorrect: style eaum 
04BH2N-E,Putnam Research Fund,Incorrect: style eaum 
04HNFR-E,Vanguard International Small Companies Index Fund,Incorrect: aum eaum 
04HFT5-E,Ast T Rowe Price Growth Opportunities Portfolio,Incorrect: style aum eaum 
04BT1Z-E,Legal & General Global Technology Index Trust,Incorrect: eaum 
04KM8T-E,Wells Fargo Factor Enhanced Large Cap Portfolio,Incorrect: eaum 
04D0YB-E,Vanguard Investment Series Plc - Global Enhanced Equity Fund,Incorrect: style eaum 
04H1HQ-E,Schwab Fundamental Us Small Company Index Etf,Incorrect: eaum 
04GR5F-E,Comstage Sicav - Msci Emerging Markets Leveraged 2x Daily Trn,Incorrect: eaum 
04CQYB-E,Am One Foreign Equity Passive Fund Mother Fund,Incorrect: eaum 
04BJG2-E,Eq/ubs Growth & Income Portfolio,Incorrect: style eaum 
04JNWC-E,Global Atlantic Blackrock Disciplined Core Portfolio,Incorrect: style aum eaum 
04B8HV-E,Alger Institutional Funds - Mid Cap Growth Institutional Fund,Incorrect: style eaum 
04G6ND-E,Ast Blackrock Global Strategies Portfolio,Incorrect: style aum eaum 
04HGB3-E,John Hancock Invt. Tr. - Seaport Long/short Fund,Incorrect: style eaum 
04G714-E,Nuveen Glb. Investors Fd. Plc - Wins. Soc. Aw. Us Lar. Cap Gr.,Incorrect: style eaum 
04BTM5-E,Principal Investors - Mid Cap Growth Fund Iii,Incorrect: style eaum 
04J6ZH-E,Swisscanto (ch) Ipf I - Index Equity World (ex-ch) Responsible,Incorrect: eaum 
04JHCG-E,Danske Invest Engros Usa,Incorrect: style eaum 
04KM8V-E,Wells Fargo Factor Enhanced Small Cap Portfolio,Incorrect: eaum 
04KG56-E,Brown Advisory Funds Plc - Us Mid Cap Growth Fund,Incorrect: style eaum 
04KWXH-E,Brown Advisory Mid Cap Growth Fund,Incorrect: style aum eaum 
04KZSZ-E,Jss Investmentfonds - Equity - Global Lifestyle Brands,Incorrect: style eaum 
04FCZ1-E,Allianz Vip Trust - Azl Russell 1000 Growth Index Fund,Incorrect: eaum 
04KZKR-E,Fidelity Strategic Advisers Us Total Stock Fund,Incorrect: style eaum 
04JBGL-E,Seeyond Equity Factor Investing Us,Incorrect: style eaum 
04HYK8-E,Nt Ucits Common Contractual Fd. - World Cust. Esg (eur) Hedge,Incorrect: aum eaum 
04C6VN-E,Sei Institutional Invt. Trust - Large Cap Index Fund,Incorrect: aum eaum 
04J5K9-E,Ishares Iv Plc - Edge Msci World Momentum Factor Ucits Etf,Incorrect: aum eaum 
04BK47-E,Valic Company Ii - Small Cap Growth Fund,Incorrect: style eaum 
04CJ0Y-E,Cleome Index - Usa,Incorrect: eaum 
04JB0B-E,Csif Iii - World (ex-ch) Index Blue,Incorrect: eaum 
04JGPK-E,Northern Trust Ucits Fgr Fund - North America Equity Index,Incorrect: style aum eaum 
04L1H5-E,Amundi Hk - Disruptive Opportunities Equity Fund,Incorrect: style 
04K1FK-E,Nt Ucits Common Contractual Fd. - North America Custom Esg Eq.,Incorrect: aum eaum 
04GNKG-E,Brighthouse Funds Trust I - Jpmorgan Global Active Allc. Port.,Incorrect: style aum eaum 
04FXD6-E,Dimensional Funds Plc - Global Core Equity Fund,Incorrect: style eaum 
04D4T8-E,Shinsei Investment Us Small Cap Growth Equity Mother Fund,Incorrect: style eaum 
04BW8D-E,Deka - Megatrends Cf,Incorrect: style eaum 
04BB4T-E,Goldman Sachs Us Equity Insights Fund,Incorrect: eaum 
04JJMR-E,Swedbank Robur Access Usa,Incorrect: style eaum 
04JJCB-E,Ssga (lux) Sicav - Us Index Equity Fund,Incorrect: aum eaum 
04JDD2-E,Pacer Fds. Tr. - Trendpilot Us Mid Cap Etf,Incorrect: aum eaum 
04D942-E,Legal & General International Index Trust,Incorrect: eaum 
04KVJV-E,Jpmorgan Funds - Multi Balanced Fund,Incorrect: style eaum 
04JD7K-E,Bridge Builder Small/mid Cap Growth Fund,Incorrect: style eaum 
04BGJS-E,American Century Adaptive Equity Fund,Incorrect: style eaum 
04CM66-E,Sei Institutional Invt. Trust - Small/mid Cap Equity Fund,Incorrect: style aum eaum 
04H3Y3-E,Länsförsäkringar Global Index,Incorrect: eaum 
04GX8K-E,Vanguard Funds Plc - Ftse All World Ucits Etf,Incorrect: aum eaum 
04BPB8-E,Metzler Intl. Invts. Plc - International Growth,Incorrect: style eaum 
04KRGJ-E,Danske Invest Sicav - Global Index,Incorrect: aum eaum 
04D98K-E,Ubs (lux) Key Selection Sicav - Global Allocation (eur),Incorrect: style eaum 
04LCK8-E,Nationwide Multi Cap Portfolio,Incorrect: style 
04DH13-E,Pictet (ch) Institutional - World (ex-swiss) Eqs. Tracker Us,Incorrect: style eaum 
04DY3T-E,Pacific Select Fund - Pd Large Cap Growth Index Portfolio,Incorrect: aum eaum 
04JQ9F-E,Los Angeles Capital Large Cap Growth Cit,Incorrect: style eaum 
04GLXC-E,Comstage Sicav - Msci Emerging Markets Trn Ucits Etf,Incorrect: style eaum 
04CLY7-E,Plato Institutional Index Fund - North American Equity,Incorrect: eaum 
04CG8J-E,Putnam Vt Small Cap Growth Fund,Incorrect: eaum 
04GQ6M-E,Mirae Asset Glb. Discovery Fd. - Global Great Consumer Equity,Incorrect: style aum eaum 
04JH3M-E,Actiam Verantwoord Index Aandelenfonds - Wereld,Incorrect: aum eaum 
04CR7H-E,Jpmorgan Fund Icvc - Global Macro Balanced Fund,Incorrect: eaum 
04DGV1-E,Fu Fonds - Multi Asset Fonds,Incorrect: style eaum 
04CYNX-E,Proshares Ultra Technology,Incorrect: aum eaum 
04CYPQ-E,Lux Im - Us Equities,Incorrect: style aum eaum 
04C7KK-E,Profunds Variable Prod - Internet Fund,Incorrect: aum eaum 
04JYP5-E,Swedbank Robur Access Global,Incorrect: style eaum 
04BV7Y-E,Fidelity Vip - Dynamic Capital Appreciation Portfolio,Incorrect: style eaum 
04FVP6-E,Vanguard Russell 3000 Index Fund,Incorrect: aum eaum 
04BTHS-E,Federated Absolute Return Fund,Incorrect: eaum 
04BK4G-E,Jpmorgan Diversified Fund,Incorrect: style eaum 
04J5KC-E,Ishares Iv Plc - Edge Msci World Size Factor Ucits Etf,Incorrect: aum eaum 
04BD1R-E,Ubs Us Allocation Fund,Incorrect: style eaum 
04GWDW-E,Ishares Tr. - Edge Msci Usa Size Factor Etf,Incorrect: aum eaum 
04CP76-E,Wellington Mgmt. Fds. (lu) - Global Research Eq. Fd.,Incorrect: style eaum 
04GSYK-E,Fidelity Advisor Series Opportunistic Insights Fund,Incorrect: eaum 
04J9RG-E,Bridge Builder Large Cap Growth Fund,Incorrect: style eaum 
04BTZQ-E,Skandia Usa,Incorrect: style aum eaum 
04BHPJ-E,Usaa Cornerstone Moderate Fund,Incorrect: style aum eaum 
04BHWZ-E,Ishares Tr. - Dow Jones Us Etf,Incorrect: aum eaum 
04BJW8-E,Lincoln Vip - Franklin Templeton Global Equity Managed Vol.,Incorrect: style eaum 
04KSF0-E,Pacer Fds. Tr. - Wealthshield Etf,Incorrect: aum eaum 
04L5PK-E,Nn Enhanced Index Sustainable Equity Fund A,
04CHLJ-E,Sei Global Master Fund Plc - Us Small Companies Fund,Incorrect: style eaum 
04D3SP-E,Ubs Global Asset (japan) Ubs Global Equity (ex-japan) Mf 2006,Incorrect: style eaum 
04JCSN-E,Ishares Russell Small/mid Cap Index Fund,Incorrect: eaum 
04F35Y-E,Fidelity Strategic Advisers Core Fund,Incorrect: style eaum 
04J2GC-E,Invesco Etf Trust Ii - Russell 1000 Equal Weight Etf,Incorrect: aum eaum 
04HYDF-E,Ssga Spdr Etfs Europe Ii Plc - Msci World Small Cap Ucits,Incorrect: aum eaum 
04G3GD-E,Tactical Offensive Equity Fund,Incorrect: style aum eaum 
04B9LT-E,Amg Fq Long Short Equity Fund,Incorrect: style aum eaum 
04BP8R-E,Transamerica Series - Jpmorgan Tactical Allocation Vp,Incorrect: style aum eaum 
04GMPS-E,Ishares V Plc - Msci World (eur) Hedged Ucits Etf,Incorrect: aum eaum 
04BDFK-E,Columbia Variable Portfolio-seligman Global Technology Fund,Incorrect: aum eaum 
04CPVR-E,Klp Aksjeusa Indeks (usd),Incorrect: style eaum 
04JMS2-E,Pinebridge Dynamic Asset Allocation Fund,Incorrect: style aum eaum 
04D9PP-E,Usaa Global Managed Volatility Fund,Incorrect: style aum eaum 
04KWHS-E,Schwab Us Mid Cap Index Fund,Incorrect: eaum 
04H0T4-E,Dfa Us Large Cap Equity Portfolio,Incorrect: style eaum 
04D637-E,Dfa Us Social Core Equity 2 Portfolio,Incorrect: style eaum 
04CKPH-E,Eq Advisors Trust - Multimanager Aggressive Equity Port.,Incorrect: style eaum 
04BQSH-E,Dpam Capital B - Equities Us Index,Incorrect: aum eaum 
04K2ZD-E,Guardian Diversified Research Vip Fund,Incorrect: style eaum 
04CCT0-E,Federated Mdt Balanced Fund,Incorrect: aum eaum 
04C534-E,Sei Investments - Us Small Company Equity Fund,Incorrect: style eaum 
04KWDJ-E,Ishares Iii Plc - Msci World Small Cap Ucits Etf,Incorrect: aum eaum 
04DG1V-E,Fdc Sicav - Actions Monde - Indexé,Incorrect: eaum 
04DCB8-E,Hirtle Callaghan Institutional Growth Equity Fund,Incorrect: style eaum 
04BZLB-E,Gam Multistock - Us Leading Equity,Incorrect: style eaum 
04CZ60-E,Wisdomtree Tr. - Mid Cap Earnings Fund,Incorrect: aum eaum 
04HN7H-E,Ssga International Equities Index Trust,Incorrect: aum eaum 
04KC9V-E,Amundi Index Solutions - Msci World,Incorrect: aum eaum 
04CVPS-E,Swisscanto (lu) Equity Fund Fcp - Selection International,Incorrect: style eaum 
04GQ8P-E,Ssga Spdr Etfs Europe I Plc - Msci Acwi Ucits Etf,Incorrect: aum eaum 
04GLLY-E,Nn Enhanced Index Sustainable Equity Fund,Incorrect: eaum 
04G7BG-E,Flexshares Morningstar Us Market Factor Tilt Index Fund,Incorrect: aum eaum 
04GTXS-E,Fidelity Invt. Funds - Index World Fund,Incorrect: eaum 
04JGJV-E,Ishares Total Us Stock Market Index Fund,Incorrect: eaum 
04D6K4-E,Ubs Investment Funds Icvc Iii - Global Allocation Fund,Incorrect: style eaum 
04BK6J-E,Tocqueville Trust - Opportunity Fund (the),Incorrect: eaum 
04BYFZ-E,Cibc Us Broad Market Index Fund,Incorrect: eaum 
04JM4Y-E,Spdr Ssga Gender Diversity Index Etf,Incorrect: aum eaum 
04BV6T-E,Spp Aktiefond Global,Incorrect: eaum 
04G9LF-E,Swisscanto (ch) If I - Equity Fund World Enhanced,Incorrect: style eaum 
04BDWG-E,Morgan Stanley Pathway Small Mid Cap Equity Fund,Incorrect: style eaum 
04CT3S-E,Russell Investments Global Equity Pool,Incorrect: style eaum 
04J6ZG-E,Swisscanto (ch) Ipf I - Index Equity World (ex-ch),Incorrect: eaum 
04BV7W-E,Fidelity Vip - Asset Manager Portfolio,Incorrect: style eaum 
04DKNP-E,Nissay Asset Nissay Foreign Equity Index Mother Fund,Incorrect: eaum 
04DQ5H-E,Wellington Mgmt. Fds. (lu) - Gbl. Sel. Capital Appr. Eq. Fd.,Incorrect: style eaum 
04BGLQ-E,Sunamerica Series Trust - Sa Columbia Technology Portfolio,Incorrect: style aum eaum 
04BV6J-E,Spp Generation 60 Tal,Incorrect: eaum 
04F9ST-E,Ishares Msci Usa Equal Weighted Etf,Incorrect: aum eaum 
04BVNQ-E,Danske Invest Denmark - Global Indeks,Incorrect: style aum eaum 
04BY7L-E,Rbc Global Technology Fund,Incorrect: style eaum 
04L1W3-E,Blackrock Global Funds - Next Generation Technology Fund,Incorrect: style 
04BFZH-E,Jnl/dfa Us Core Equity Fund,Incorrect: style eaum 
04BHT9-E,Tiaa-cref Separate Account Va-1 (stock Index Account),Incorrect: eaum 
04KRVM-E,Plato Institutional Index Fund - World,
04GL8K-E,Columbia Multi Manager Growth Strategies Fund,Incorrect: style aum eaum 
04KVBC-E,Taishin Global Disruptive Innovation Fund,Incorrect: style eaum 
04JPSW-E,Vanguard Invts. Ii Com. Contractual Fd. - Ftse Developed World,Incorrect: aum eaum 
04J6Z1-E,Swisscanto (ch) Index Fund I - Equity Usa,Incorrect: eaum 
04GTKQ-E,Ist - Globe Index,Incorrect: aum eaum 
04CVZK-E,Fidelity Japan Leveraged Company Stock Mother Fund,Incorrect: style eaum 
04HG75-E,Nuveen Symphony Small Cap Core Fund,Incorrect: style eaum 
04CWHS-E,Janus Henderson Capital Funds Plc - Global Research Fund,Incorrect: style eaum 
04KQ6T-E,Schwab 1000 Index Etf,Incorrect: aum eaum 
