Factset Entity ID,Fund Name,Discrepancy Column
04CN0X-E,Blackrock Active Stock Master Portfolio,Incorrect: style eaum 
04FC5J-E,Multi Units Lu - Lyxor S&p 500 Ucits Etf,Incorrect: aum eaum 
04CQBV-E,State Street (japan) Foreign Equity Index Open Mother Fund,Incorrect: eaum 
04L08T-E,Blackrock Funds I Icav - Advantage Us Equity Fund,Incorrect: style 
04HN2R-E,Ubs (irl) Etf Plc - Msci Usa Hedged To (chf) Ucits,Incorrect: aum eaum 
04CSHV-E,State Farm Variable Product Tr. - Large Cap Equity Fund,Incorrect: style eaum 
04GD4L-E,Aqr Tm Large Cap Momentum Style Fund,Incorrect: style eaum 
04BNQK-E,Valic Company I - Asset Allocation Fund,Incorrect: style eaum 
04CHLR-E,Sei Global Master Fund Plc - Global Equity Fund,Incorrect: style eaum 
04HH2T-E,Comstage Sicav - Ftse China A50 Ucits Etf,Incorrect: eaum 
04GP8X-E,Barclays Mm Fd. Plc - Globalaccess Us Small & Mid Cap Equity,Incorrect: style eaum 
04HXYT-E,Fdc Sicav - Actions Monde Small Cap - Indexe,Incorrect: style eaum 
04JJ9Q-E,Blackrock Strategic Fds. - Impact World Equity,Incorrect: eaum 
04GN9Q-E,Usaa Cornerstone Aggressive Fund,Incorrect: eaum turnover 
04DLW6-E,Quilter Investors Series I - Global Dynamic Equity Fund,Incorrect: style eaum 
04JYL7-E,Mfs Heritage Trust - Blended Research Large Cap Growth Fund,Incorrect: style eaum 
04BBFZ-E,Renaissance Global Ipo Fund (the),Incorrect: eaum 
04BYJR-E,Apollo Styrian Global Equity,Incorrect: style eaum 
04L5FC-E,Dws Invest Sicav - Artificial Intelligence,
04HPRR-E,Morgan Stanley Invt. Fds. - Liquid Alpha Capture Fund,Incorrect: style eaum 
04CSW0-E,Schwab Large Cap Growth Fund,Incorrect: style eaum 
04JR1F-E,Castleark Cit - Small Company Growth Fund,Incorrect: style eaum 
04BJZ4-E,Sa Us Core Market Fund,Incorrect: style eaum 
04L1N4-E,Fidelity Zero Large Cap Index Fund,
04BSP1-E,Danske Invest Denmark - Teknologi,Incorrect: aum eaum 
04JF7T-E,Invesco Etf Trust Ii - Russell 1000 Low Beta Equal Weight Etf,Incorrect: aum eaum 
04C8W4-E,Challenge Funds - North American Equity Fund,Incorrect: style eaum turnover 
04KTZR-E,Klp Aksjeglobal Small Cap Indeks I,Incorrect: style eaum 
04JW83-E,Vanguard Invts. Com. Contractual Fd. - Ftse Dev. World (ex-uk),Incorrect: aum eaum 
04FTQK-E,Swiss Index Platform - Sip World Equity Index Hedge,Incorrect: eaum 
04GHKQ-E,Gam Star Fund Plc - Capital Appreciation Us Equity,Incorrect: style eaum 
04JYQT-E,Spp Global Plus,Incorrect: style eaum 
04BDV9-E,Morgan Stanley Pathway Large Cap Equity Fund,Incorrect: style eaum 
04BR8G-E,Fidelity Funds Sicav - Fawf Equity Growth Fund,Incorrect: style eaum 
04CJ2M-E,Daiwa Asset Foreign Equity Index Mother Fund,Incorrect: eaum 
04BG5L-E,Rydex Technology Fund,Incorrect: style eaum turnover 
04BJYW-E,Calvert Variable Series - Sri Mid Cap Growth Portfolio,Incorrect: style eaum 
04DFYQ-E,Ubs Etf - Msci World Ucits Etf,Incorrect: aum eaum 
04JJ12-E,Xtrackers (ie) Plc - Russell Mid Cap Ucits Etf,Incorrect: aum eaum 
04JW3H-E,Swisscanto (ch) Ipf I - Index Eq. Fd. Small Cap World (ex-ch),Incorrect: eaum 
04BJR5-E,Ubs Global Allocation Fund,Incorrect: style eaum 
04BH99-E,Rydex Internet Fund,Incorrect: eaum 
04JJ2J-E,John Hancock Multifactor Large Cap Etf,Incorrect: aum eaum 
04L28D-E,Csif (ch) Umbrella - Equity World (ex-ch) Esg Blue Fund,
04JML7-E,Ubs (ch) Inst. Fund - Equities Global Small Cap Passive Ii,Incorrect: style aum eaum 
04BSF9-E,Aviva Investors Investment Funds Icvc - International Index,Incorrect: eaum 
04BV2J-E,Blackrock Advantage Large Cap Value V.i. Fund,Incorrect: eaum 
04BGFQ-E,John Hancock Vit - Total Stock Market Index Trust,Incorrect: eaum 
04D2YW-E,Mfs Global Alternative Strategy Fund,Incorrect: style eaum 
04CS2X-E,Dfa Us Core Equity Fund,Incorrect: style eaum 
04BRND-E,Timothy Plan - Aggressive Growth Fund,Incorrect: style eaum 
04JQ4S-E,Bnp Paribas Easy - Msci Na (ex-controversial Weapons),Incorrect: eaum 
04BTKW-E,Massmutual Premier Disciplined Growth Fund,Incorrect: eaum 
04BDCJ-E,Large Cap Growth Fund,Incorrect: style eaum 
04JC0V-E,Wellington Mgmt. Funds (ie) Plc - Multi-asset Abs. Ret.,Incorrect: style eaum 
04GFDP-E,Dimensional Funds Plc - World Equity Fund,Incorrect: style eaum 
04FCKG-E,Ishares Vii Plc - Msci Usa Ucits Etf,Incorrect: aum eaum 
04KRLT-E,Axa World Funds - Framlington Digital Economy,Incorrect: style aum eaum 
04JT00-E,Ssga Spdr Etfs Europe Ii Plc - Msci World Technology Ucits Etf,Incorrect: aum eaum 
04BLHB-E,Jpmorgan American Investment Trust Plc,Incorrect: eaum 
04H44P-E,Empiric 2500 Fund,Incorrect: eaum 
04GXGL-E,Goldman Sachs Multi Manager Alternatives Fund,Incorrect: style aum eaum 
04JR4C-E,Cs Invt. Fds. 2 - (lux) Simag Systematic Usa Equity Fund,Incorrect: style eaum 
04JW7G-E,Lord Abbett Pspt. Port. Plc - Us Growth Leaders Fund,Incorrect: eaum 
04L1XW-E,Vanguard Esg Us Stock Etf,
04JJ2P-E,John Hancock Multifactor Technology Etf,Incorrect: aum eaum 
04BSYF-E,Seasons Series Trust - Sa Multi Managed Growth Portfolio,Incorrect: style eaum 
04KBT6-E,Sparinvest Index Globale Aktier Kl,Incorrect: eaum 
04FZG5-E,Danske Invest Engros Flexinvest Aktier,Incorrect: style aum eaum 
04L5PJ-E,Nn Enhanced Index Sustainable Equity Fund Dpf,
04HL2Z-E,Actiam Responsible Index Fund Equity Na - A (pens.f),Incorrect: aum eaum 
04CS2N-E,Mitsubishi Ufj Kokusai Mufj Foreign Equity Mother Fund,Incorrect: eaum 
04GVJR-E,Blackrock Global Index Fds. - Ishares World Equity Index,Incorrect: eaum 
04C2P5-E,Ubs Etf - Msci Usa Ucits Etf,Incorrect: aum eaum 
04D3J7-E,Dimensional Funds Icvc - International Core Equity Fund,Incorrect: style eaum 
04KP0K-E,Goldman Sachs Etf Tr. - Equal Weight Us Large Cap Equity Etf,Incorrect: aum eaum 
04GNMK-E,Nt Ucits Common Contractual Fd. - World Equity Index Fund,Incorrect: aum eaum 
04C3H5-E,Calamos Opportunistic Value Fund,Incorrect: style eaum 
04K7QZ-E,Ishares Iv Plc - Edge Msci Usa Momentum Factor Ucits Etf,Incorrect: aum eaum 
04JH3Y-E,Actiam Verantwoord Index Aandelenfonds - Noord-amerika,Incorrect: aum eaum 
04KTHF-E,Credit Suisse - Index Msci Usa Pool,Incorrect: eaum 
04K8MK-E,Cs Investment Funds 4 - Global Equity Theme Fund,Incorrect: style eaum 
04GVJT-E,Blackrock Global Index Fds. - North America Equity Index Fund,Incorrect: eaum 
04BV6K-E,Spp Generation 70 Tal,Incorrect: eaum 
04HZ95-E,Degroof Ofp - Equities Us Index,
04JH3B-E,Lincoln Vip - Dimensional Us Core Equity 2 Fund,Incorrect: eaum 
04K111-E,Swisscanto (ch) Index Fund Ii - Equity Small Cap World (ex-ch),Incorrect: eaum 
04BJM5-E,Putnam Variable Trust - George Putnam Balanced Fund,Incorrect: style eaum 
04JW17-E,Global Opportunities Access - Global Equities Ii,Incorrect: style eaum 
04JC9C-E,Vanguard Invts. Com. Contractual Fd. - Ftse Dev. World,Incorrect: aum eaum 
04BR4L-E,Ubs (lux) Equity Fund - Usa Multi Strategy (usd),Incorrect: style eaum 
04GZS9-E,Gotham Enhanced Return Fund,Incorrect: style eaum 
04JQ7L-E,Penn Capital Managed Alpha Smid Cap Equity Fund,Incorrect: style eaum 
04H3QT-E,Putnam Variable Trust - George Putnam Fund,Incorrect: style eaum 
04KRDX-E,Danske Invest - Sri Global,Incorrect: style aum eaum 
04DRXP-E,Deka Msci Usa Ucits Etf,Incorrect: aum eaum 
04L0PL-E,Fidelity Series Large Cap Growth Index Fund,
04KHFB-E,Ubs (irl) Etf Plc - Msci Usa Select Factor Mix Ucits Etf,Incorrect: aum eaum 
04JGNY-E,Ist - Globe Index Hedged (chf) (gih),Incorrect: aum eaum 
04BQNH-E,Sbl Series J (styleplus Mid Growth Series),Incorrect: style aum eaum 
04K95B-E,Massmutual Select Equity Asset Fund,Incorrect: style eaum 
04H3Q9-E,Danske Invest Denmark - Engros Global Restricted,Incorrect: style aum eaum 
04JGRX-E,Ssga (lux) Sicav - North America Enhanced Equity Fund,Incorrect: style aum eaum 
04CZG8-E,Schwab Fundamental Us Small Company Index Fund,Incorrect: eaum 
04K7R1-E,Ishares Iv Plc - Edge Msci Usa Size Factor Ucits Etf,Incorrect: aum eaum 
04J46J-E,Kapitalforening Seb Kontoførende Afdeling 2 - Globale Aktier,Incorrect: eaum 
04D0SV-E,Multi Units Lu - Lyxor Daily Levdax Ucits Etf,Incorrect: aum eaum 
04BYMY-E,Hsbc Us Equity Fund,Incorrect: style eaum 
04K3HT-E,Amundi Index Solutions - Equity Global Low Carbon,Incorrect: aum eaum 
04CTJD-E,Janus Henderson Strategic Invt. Fds.-inst. North Am. In. Opp.,Incorrect: aum eaum 
04BZC2-E,Guidemark Large Cap Core Fund,Incorrect: style eaum 
04GND1-E,Lazard Retirement Global Dynamic Multi Asset Portfolio,Incorrect: style eaum 
04L4LS-E,Investeringsforeningen Bankinvest - Usa Large Cap Aktier Kl,
04G9GD-E,Ishares Hedged International Equity Index Fund,Incorrect: aum eaum 
04GJ1Y-E,Swisscanto Ast Avant Aktien Ausland Index,Incorrect: eaum 
04KNFR-E,Vanguard Invts. Ii Com. Contractual Fd. - Sri Ftse Dev. World,Incorrect: style aum eaum 
04BHT5-E,Sei Institutional Invt. Trust - Large Cap Fund,Incorrect: aum eaum 
04K9SS-E,Nushares Esg Small Cap Etf,Incorrect: aum eaum 
04L60Y-E,Lyxor Index Fund - Stoxx Europe 600 Oil & Gas Ucits Etf,Incorrect: style 
04BJZC-E,Tiaa-cref Life Stock Index Fund,Incorrect: eaum 
04GNM3-E,Northern Trust Invt. Fds. Plc - North America Equity Index,Incorrect: aum eaum 
04CQ7W-E,Nikko Asset Overseas Index Msci Kokusai (unhdg.) Mother Fund,Incorrect: eaum 
04JPJF-E,Candriam Gf - Us Equity Oppotunities,Incorrect: style eaum 
04L2DB-E,Tamac Global Internet Sector,
04L6Y7-E,Fidelity Founders Fund,Incorrect: style 
04GG9L-E,Russell Us Mid Cap Equity Fund,Incorrect: style eaum 
04GBFP-E,Hsbc Etfs Plc - Msci World Ucits Etf,Incorrect: aum eaum 
04H1CF-E,Ishares V Plc - Msci Acwi Ucits Etf,Incorrect: aum eaum 
04KZ17-E,O'shares Global Internet Giants Etf,Incorrect: aum eaum 
04JLR7-E,Spdr Russell 1000 Momentum Focus Etf,Incorrect: aum eaum 
04JF71-E,Blackrock Impact Us Equity Fund,Incorrect: style eaum 
04CCNT-E,Ubs Investment Funds Icvc - Global Optimal Fund,Incorrect: style eaum 
04CKJ4-E,Transamerica Wmc Us Growth Ii Vp,Incorrect: style eaum 
04J3QW-E,Fondo Mutuo Itau Top Usa,Incorrect: style aum eaum 
04L1NG-E,Fidelity Zero Extended Market Index Fund,
04KZ5X-E,First Trust Glb. Fds. Plc - Dow Jones Internet Ucits Etf,
04HXN3-E,Lyxor Ucits Etf Pea Japan (topix),Incorrect: eaum 
04L4JY-E,Lyxor Index Fund - Ftse Epra/nareit United States Ucits Etf,
04BH7H-E,Northern Small Cap Core Fund,Incorrect: style aum eaum 
04H3XZ-E,Skandia Nordamerika Exponering,Incorrect: style aum eaum 
04L698-E,Vontobel Fund - Vescore Global Equity Multi Factor,Incorrect: style 
04D37F-E,Eaton Vance Hedged Stock Fund,Incorrect: style eaum 
04CBCZ-E,"Pepi Finanzas, Sicav",Incorrect: eaum 
04JM5V-E,T Rowe Price Qm Us Small & Mid Cap Core Equity Fund,Incorrect: style aum eaum 
04J1SM-E,First Trust Alphadex Us Technology Sector Index Etf,Incorrect: aum eaum 
04KKJ8-E,Storebrand Global Pluss,Incorrect: style eaum 
04HYGT-E,Ishares Vi Plc - Msci World (chf) Hedged Ucits Etf,Incorrect: aum eaum 
04KXM8-E,Sei Institutional Managed Trust - Large Cap Index Fund,Incorrect: eaum 
04CQC8-E,Ssga Institutional Fund - Ssga World Equity Index Fund,Incorrect: eaum 
04CT7F-E,Goldman Sachs Us Equity Dividend & Premium Fund,Incorrect: style eaum 
04HFW5-E,Bcv Institutional Fund - Bcv If Us Equity,Incorrect: style eaum 
04BYHC-E,Ia Clarington Canadian Growth Class,Incorrect: style eaum 
04GP8R-E,Gotham Absolute Return Fund,Incorrect: style eaum 
04D2DM-E,Invesco Markets Iii Plc - Dynamic Us Mkt. Fd.,Incorrect: aum eaum 
04FWDH-E,Sei Global Invts. Fund Plc - Global Select Equity,Incorrect: style eaum 
04KV0W-E,Robeco Inst. Umb. - Qi Inst. Glb. Dev. Enhanced Indexing Eq.,Incorrect: style eaum 
04J4SZ-E,Goldman Sachs Global Managed Beta Fund,Incorrect: style eaum 
04CT5V-E,Storebrand Global Indeks I,Incorrect: style eaum 
04DH14-E,Pictet (ch) Institutional - World (ex-swiss) Equities Tracker,Incorrect: eaum 
04D0KV-E,First Trust Multi Cap Growth Alphadex Fund,Incorrect: aum eaum 
04CQ43-E,Pictet (ch) - Global Equities,Incorrect: style eaum 
04BHL7-E,Blackrock Master Large Cap Value Portfolio,Incorrect: aum eaum 
04KNB9-E,Robeco Umbrella Fund I Nv - Qi Glb. Dev. Enhanced Index Eq.,Incorrect: eaum 
04G519-E,Vanguard Investment Series Plc - Sri Global Stock Fund,Incorrect: aum eaum 
04FY00-E,Swisscanto (ch) Index Fund Iii - Eq. Fd. Msci World (ex-ch),Incorrect: eaum 
04CQ5V-E,Am One Mham Global Active Open,Incorrect: style eaum 
04DXTX-E,Kairos International Sicav - America,Incorrect: style turnover 
04J4YX-E,Panagora Us Large Cap Stock Selector Collective Fund,Incorrect: style aum eaum 
04BFT0-E,Lincoln Vip - Dimensional Us Core Equity 1 Fund,Incorrect: style eaum 
04JNWD-E,Fvit Blackrock Disciplined Growth Portfolio,Incorrect: style 
04LB39-E,Timothy Plan - Us Large Cap Core Etf,
04G3SM-E,Fidelity Balanced Income Currency Neutral Private Pool,Incorrect: style eaum 
04J683-E,Vanguard Funds Plc - Ftse North America Ucits Etf,Incorrect: aum eaum 
04H1JY-E,First Trust Glb. Fds. Plc - Us Large Cap Core Alphadex Etf,Incorrect: aum eaum 
04J6Z6-E,Swisscanto (ch) Index Fund V - Equity World (ex-chf),Incorrect: eaum 
04KY2D-E,Salt High Trubeta Us Market Etf,Incorrect: aum eaum 
04KSLD-E,Storebrand Global Esg,Incorrect: style eaum 
04BX34-E,Russell Investments Us Equity Pool,Incorrect: style eaum 
04HHWF-E,Nomura Asset Foreign Equity Currency Hedged Mother Fund,Incorrect: eaum 
04CXNF-E,Ssga North America Equity Tracker Fund,Incorrect: style eaum 
04HQC1-E,Finreon Umbrella Fund - Tail Risk Control (world),Incorrect: style eaum 
04BQNX-E,Sbl Series Y (styleplus Large Growth Series),Incorrect: style aum eaum 
04KFZG-E,Fidelity Flex Mid Cap Index Fund,Incorrect: eaum 
04BCVH-E,Putnam Variable Trust - Research Fund,Incorrect: style eaum 
04KWHK-E,Schwab Us Large Cap Growth Index Fund,Incorrect: eaum 
04GRN4-E,Victory Us 500 Enhanced Volatility Wtd Index Fund,Incorrect: eaum 
04BPB3-E,Fidelity Vip Ii - Asset Manager Growth Portfolio,Incorrect: style eaum 
04BFN1-E,Clearwater Core Equity Fund,Incorrect: eaum 
04JNWT-E,Calvert Us Mid Cap Core Responsible Index Fund,Incorrect: eaum 
04HGLR-E,Segall Bryant & Hamill Small Cap Growth Fund,Incorrect: style eaum 
04D9T2-E,Janus Henderson Exempt Equity Trust-intl. Exempt North Am.,Incorrect: style aum eaum 
04L022-E,First Trust Lunt Us Factor Rotation Etf,Incorrect: aum eaum 
04J2TC-E,Blackrock Isf - Ishares Dev. World (ex-tobacco) Index Fd. (ie),Incorrect: eaum 
04HYH1-E,Finex Funds Plc - Usa Information Technology Ucits Etf (usd),Incorrect: aum eaum 
04KWPW-E,Swisscanto Sammelstiftung Global Equity (ex-ch) Fund,Incorrect: style eaum 
04HJ70-E,Skandia Global Exponering,Incorrect: aum eaum 
04JW9Q-E,Global Opportunities Access - Global Equities,Incorrect: style eaum 
04KZJ2-E,Multi Units Lu - Lyxor S&p 500 Banks Ucits Etf,Incorrect: eaum 
04BDBX-E,Guggenheim Styleplus Mid Growth Fund,Incorrect: style aum eaum 
04KZBW-E,Horizons Blockchain Technology & Hardware Index Etf,Incorrect: eaum 
04L6LF-E,Franklin Ftse Us Index Etf,
04DRKT-E,Pictet (ch) Institutional - North American Equities Tracker Us,Incorrect: style eaum 
04JXMV-E,Equity For Life,Incorrect: style eaum 
04J9CS-E,Global X Scientific Beta Us Etf,Incorrect: eaum 
04DCB7-E,Hirtle Callaghan Institutional Value Equity Fund,Incorrect: style eaum 
04BV6H-E,Spp Generation 50 Tal,Incorrect: eaum 
04JDCY-E,Pacer Fds. Tr. - Trendpilot Us Large Cap Etf,Incorrect: aum eaum 
04HYRC-E,Ia Clarington Global Growth & Income Fund,Incorrect: style eaum 
04J1CN-E,Cs Index Fund (lux) - Equities Us Blue,Incorrect: eaum 
04GN9Y-E,Usaa Cornerstone Moderately Conservative Fund,Incorrect: style aum eaum 
04L7D6-E,Ivy Investments Core Equity Cit,Incorrect: style 
04J6WR-E,Allianz Vip Trust - Azl Dfa Us Core Equity Fund,Incorrect: style eaum 
04KRBN-E,Jpmorgan Us Momentum Factor Etf,Incorrect: aum eaum 
04GH6Z-E,Wilmington Global Alpha Equities Fund,Incorrect: style eaum 
04BLSV-E,Swisscanto (ch) Portfolio Fund I - Balance,Incorrect: style eaum 
04KVGM-E,Russell Invt. Co.plc - Old Mutual Global Macro Equity Fund,Incorrect: style eaum 
04J684-E,Vanguard Funds Plc - Ftse Developed World Ucits Etf,Incorrect: aum eaum 
04GN0R-E,First Trust Dorsey Wright People's Portfolio Etf,Incorrect: aum eaum 
04KV1V-E,Fidelity Global Asset Allocation Private Pool,Incorrect: style eaum 
04H1C0-E,Ishares V Plc - Msci World (gbp) Hedged Ucits Etf,Incorrect: aum eaum 
04BVD0-E,Rydex Variable Trust - Internet Portfolio,Incorrect: eaum 
04JJC9-E,Ssga (lux) Sicav - World Esg Index Equity Fund,Incorrect: aum eaum 
04KKT4-E,Ishares Tr. - Russell 2500 Etf,Incorrect: aum eaum 
04BVD3-E,Rydex Variable Trust - Technology Portfolio,Incorrect: style eaum turnover 
04L47K-E,Vanguard Ethically Conscious Intl. Sh. Index Fd. - (nzd Hedg.),Incorrect: style 
04J5SZ-E,Xtrackers (ie) Plc - Msci World Momentum Ucits Etf,Incorrect: aum eaum 
04KPRD-E,Vanguard International Shares Select Exclusions Index Fund,Incorrect: style aum eaum 
04HQQ9-E,William Blair Sicav - Dynamic Diversified Allocation Fund,Incorrect: style eaum 
04BZC5-E,Guidemark Small/mid Cap Core Fund,Incorrect: style eaum 
04JD5G-E,Seb Strategy Fund - Opportunity,Incorrect: style 
04BG0H-E,Hirtle Callaghan Growth Equity Fund,Incorrect: style eaum 
04CBMH-E,Sebinvest Nordamerika Indeks,Incorrect: style eaum 
04HNV4-E,Natixis Us Growth Class,Incorrect: style eaum 
04JP2Q-E,Candriam Bonds - Convertible Opportunities,Incorrect: style eaum turnover 
04BS69-E,Hsbc Gif - Economic Scale Us Equity,Incorrect: eaum 
04CR4R-E,Old Westbury Small & Mid Cap Strategies Fund,Incorrect: style aum eaum 
04J151-E,Jpmorgan Insurance Trust - Global Allocation Portfolio,Incorrect: style eaum 
04J7NB-E,Calvert Us Large Cap Growth Responsible Index Fund,Incorrect: eaum 
04FVQB-E,Swisscanto (ch) Anlagezielfonds - Zinsertrag,Incorrect: style eaum 
04BRQD-E,Bny Mellon Mid Cap Multi Strategy Fund,Incorrect: style eaum 
04JF3K-E,Ssga Spdr Etfs Europe Ii Plc - Msci Usa Small Cap Value,Incorrect: aum eaum 
04L47J-E,Vanguard Ethically Conscious International Shares Index Fund,
04JD58-E,Seb Strategy Fund - Balanced,Incorrect: style 
04CY43-E,Wilmington Large Cap Strategy Fund,Incorrect: style eaum 
04BWKJ-E,Blackrock Global Funds - Flexible Multi-asset Fund,Incorrect: style eaum 
04BK0Q-E,Jnl/mellon Capital Msci World Index Fund,Incorrect: style eaum 
04KW0L-E,Multi Units Lu - Lyxor Core Msci World,Incorrect: aum eaum 
04JC8C-E,Dimensional Funds Plc - Global Sustainability Core Eq.,Incorrect: style eaum 
04G8HQ-E,American Century Alternatives Disciplined Long Short Fund,Incorrect: eaum 
04GT1W-E,Wellington Mgt. Funds (ireland) Plc - Us Capital Appre. Equity,Incorrect: style eaum 
04KTVV-E,Mackenzie Us Large Cap Equity Index Etf,Incorrect: aum eaum 
04D3C1-E,Goldman Sachs Flexible Cap Fund,Incorrect: style eaum 
04JD5D-E,Seb Strategy Fund - Growth,Incorrect: style 
04KX8N-E,Laensfoersaekringar Fossilsmart,Incorrect: style eaum 
04JN4D-E,Lazard Global Low Volatility Fund,Incorrect: style aum eaum 
04L1KR-E,Innovator Ibd Breakout Opportunities Etf,Incorrect: eaum 
04F2M6-E,Amc Professional Fund - Bcv Systematic Premia Us Equity,Incorrect: style eaum 
04JGSY-E,First Trust Glb. Fds. Plc - Us Ipo Index Ucits Etf,Incorrect: aum eaum 
04KJGW-E,Dws Us Multi Factor Fund,Incorrect: eaum 
04DRXS-E,Deka Msci Usa Mc Ucits Etf,Incorrect: aum eaum 
04JJ60-E,Fo Vermoegensverwalterfonds,Incorrect: style eaum 
04BLSZ-E,Swisscanto (ch) Portfolio Fund I - Focus,Incorrect: style eaum 
04C1DF-E,Hsbc Us Equity Pooled Fund,Incorrect: style eaum 
04DMD9-E,Family Invts. Global Icvc - Balanced International Fund,Incorrect: style eaum 
04J7VR-E,Skylar N°2 - Digital Explorer (the),Incorrect: aum eaum 
04KSZB-E,Ubs (irl) Etf Plc - Msci Acwi Esg Universal Ucits Etf,Incorrect: aum eaum 
04L06H-E,Apollo Multi-factor Global Equity,Incorrect: style 
04FCFZ-E,Hartford Global All Asset Fund,Incorrect: style eaum 
04DRKY-E,Pictet (ch) Institutional - North American Equities Tracker,Incorrect: style eaum 
04DK62-E,Putnam World Trust - Global Core Equity Fund,Incorrect: style eaum 
04G9GJ-E,Blackrock Advantage Hedged International Equity Fund,Incorrect: style aum eaum 
04BKZZ-E,Legal & General Global Equity Index Trust,Incorrect: eaum 
04L9PX-E,Tidal Etf Tr. - Sofi Gig Economy Etf,Incorrect: style 
04KPGR-E,Xtrackers (ie) Plc - Msci Usa Information Technology Ucits Etf,Incorrect: aum eaum 
04HPB8-E,Ia Clarington Focused Us Equity Class,Incorrect: style eaum 
04CLDH-E,Santander Premium Fund - United States Equities,Incorrect: style aum eaum 
04CWLD-E,Family Investments Child Trust Fund,Incorrect: style eaum 
04K8RZ-E,Vanguard Invt. Fds. Icvc - Ftse Global All Cap Index,Incorrect: aum eaum 
04FLKY-E,Comstage Sicav - Hscei Ucits Etf,Incorrect: style eaum 
04KWPG-E,Swisscanto (ch) Inv. Sol. Fd. - Equity Fund Glb. (ex-chf),Incorrect: style eaum 
04J7TJ-E,Victory Munder Small Cap Growth Fund,Incorrect: style eaum 
04KQD6-E,Principal Sustainable Momentum Index Etf,Incorrect: aum eaum 
04BFYF-E,Vanguard Small Cap Growth Index Fund,Incorrect: aum eaum 
04KP6C-E,Nationwide Maximum Diversification Us Core Equity Etf,Incorrect: eaum 
04K39P-E,Ishares Tr. - Edge Msci Min Vol Usa Small Cap Etf,Incorrect: aum eaum 
04KL4T-E,Sei Institutional Invt. Trust - World Select Equity Fund,Incorrect: aum eaum 
04KB4S-E,Voya Smid Cap Growth Fund,Incorrect: style eaum 
04GZML-E,Meeder Spectrum Fund,Incorrect: style aum eaum 
04G490-E,Storebrand Indeks - Alle Markeder,Incorrect: style eaum 
04J5T4-E,Xtrackers (ie) Plc - Msci Ac World Ucits Etf,Incorrect: aum eaum 
04KZKP-E,Fidelity Vip Ii - Total Market Index Portfolio,Incorrect: eaum 
04FY5Y-E,Advisors Series Trust - O Shaughnessy Small/mid Cap Growth Fd.,Incorrect: style eaum 
04GTKR-E,Ist - America Index,Incorrect: eaum 
04D1ZZ-E,Ishares Tr. - Msci Kokusai Etf,Incorrect: aum eaum 
04JWYL-E,Principal Investors - Multi Manager Equity Long/short Fund,Incorrect: style eaum 
04JD5C-E,Seb Strategy Fund - Defensive,Incorrect: style 
04G6L7-E,Multi Units Lu - Lyxor Ucits Etf Msci World Consumer S,Incorrect: eaum 
04JWT1-E,Mackenzie Maximum Diversification Us Index Etf,Incorrect: eaum 
04HM0C-E,Spdr S&p World (ex-australia) Fund,Incorrect: eaum 
04BD3F-E,Reynolds Blue Chip Growth Fund,Incorrect: style eaum 
04KVCX-E,Vanguard Wellington Fund - Us Momentum Factor Etf,Incorrect: aum eaum 
04GXWJ-E,Lazard Global Dynamic Multi Asset Portfolio,Incorrect: style eaum 
04L7GG-E,Goldman Sachs Etf Tr. - Motif New Age Consumer Etf,
04HPXX-E,Fidelity Us Growth & Income Private Pool,Incorrect: style eaum 
04BYJ6-E,Cs Investment Funds 12 - (lux) Portfolio Fund Yield (chf),Incorrect: style eaum 
04DY6B-E,Allianz Vip Trust - Azl Msci Global Equity Index Fund,Incorrect: eaum 
04JNVC-E,Fvit Blackrock Disciplined Us Core Portfolio,Incorrect: style 
04FCXR-E,Lincoln Vip - Blackrock Scientific Allocation Fund,Incorrect: style eaum 
04FLKZ-E,Comstage Sicav - Hsi Ucits Etf,Incorrect: style eaum 
04BRBV-E,Cs Investment Funds 12 - (lux) Portfolio Fund Balanced (usd),Incorrect: style eaum 
04K1Q1-E,Kodex Msci World Etf,
04BJGN-E,Utc North American Fund,Incorrect: style eaum 
04KGCW-E,Manulife Multifactor Us Large Cap Index Etf,Incorrect: aum eaum 
04BPLP-E,Principal Variable Contract - Large Cap Growth Account I,Incorrect: style eaum 
04BZ2J-E,Mtc Growth Fund-i Inc.,Incorrect: style eaum 
04KSHX-E,Wealth Invest Akl Globale Aktier Sri,Incorrect: style eaum 
04BR18-E,Ubs (lux) Strategy Fund - Balanced (chf),Incorrect: eaum 
04BR17-E,Ubs (lux) Strategy Fund - Yield (chf),Incorrect: style eaum 
04GN3H-E,Sei Institutional Managed Trust-multi Asset Inflation Managed,Incorrect: style eaum 
04GTV0-E,Fidelity Us Monthly Income Fund,Incorrect: eaum 
04BF73-E,Wilshire Mutual Funds - Large Company Growth Portfolio,Incorrect: style aum eaum 
04H3Q4-E,Danske Invest Denmark - Engros Global Equity Solution,Incorrect: style aum eaum 
04JGWT-E,Xtrackers Russell 1000 Comprehensive Factor Etf,Incorrect: aum eaum 
04JMS8-E,Counsel Defensive Global Equity,Incorrect: style eaum 
04J55N-E,Nordea Invest Globale Aktier Indeks,Incorrect: style eaum 
04KZK0-E,Fidelity Vip Ii - Extended Market Index Portfolio,Incorrect: eaum 
04BLSW-E,Swisscanto (ch) Portfolio Fund I - Ambition,Incorrect: style eaum 
04C422-E,Hsbc Global Equity Fund,Incorrect: eaum 
04L6JG-E,Robeco Global Dm Multi-factor Equities Alpha Fund,Incorrect: style 
