,MI name,MI Pos,MI Market Val,DT Name,DT Pos,DT Market Val,Pos Diff (Percentage),Market Val Diff (Percent),MI Not Matched,DT Not Matched
0,Vanguard Group Inc.,613005516.0,84913.52407999999,"The Vanguard Group, Inc.",602101376,80657500329.0,1.79,5.14,William Henry Gates III,The Capital Management Corp.
1,BlackRock Inc.,505715724.0,70051.74209,BlackRock Investment Management LLC,29942617,4011112973.0,177.64,178.34,Janus Henderson Group PLC,
2,Capital Research & Mgmt Co.,373214600.0,51697.686389999995,M&G Investment Management Ltd.,4786638,641218026.0,194.93,195.1,Allianz Asset Management GmbH,
3,State Street Global Advisors Inc.,313098610.0,43370.419460000005,State Street Global Advisors Ltd.,3435287,463180934.0,195.66,195.77,Ivy Investment Management Co.,
4,FMR LLC,237138127.0,32848.37335,"FMR Co., Inc.",61366,8220589.0,199.9,199.9,State Farm Mutual Automobile Insurance Co.,
5,T. Rowe Price Group Inc.,194055628.0,26880.58559,"T. Rowe Price Associates, Inc. (Investment Management)",194055628,25995691927.0,0,3.35,Alecta pensionsförsäkring ömsesidigt,
6,Geode Capital Management LLC,104568209.0,14484.78831,Geode Capital Management LLC,104568209,14007957278.0,0,3.35,Stichting Pensioenfonds ABP,
7,Northern Trust Global Investments,96567563.0,13376.53883,Northern Trust Global Investments Ltd.,1909051,257657659.0,192.25,192.44,Toronto-Dominion Bank,
8,UBS Asset Management AG,82417851.0,11416.52072,UBS AG (Investment Management),14200956,1902360066.0,141.21,142.87,GWL Investment Management Ltd.,
9,Wellington Management Group LLP,76661703.0,10619.1791,Wellington Management Co. LLP,76661703,10269601734.0,0,3.35,State of New Jersey Common Pension Fund,
10,BNY Asset Management,76214690.0,10557.25886,BNY Mellon Investment Adviser Inc.,7060281,945795243.0,166.09,167.11,Asset Management Inc.,
11,Norges Bank Investment Management,76093255.0,10540.43768,Norges Bank Investment Management,76093253,7728791708.0,0.0,30.78,New York Life Investment Management LLC,
12,JP Morgan Asset Management,75600585.0,10472.19303,"JPMorgan Investment Management, Inc.",59918673,8026705435.0,23.14,26.44,STRS Ohio,
13,Invesco Capital Management LLC,66333429.0,9188.506585,Invesco Capital Management LLC,66335561,8886311752.0,-0.0,3.34,North Carolina Department of State Treasurer,
14,TIAA,62418059.0,8646.149533,TIAA-CREF Investment Management LLC,42339501,5671799554.0,38.33,41.55,Polar Capital Holdings PLC,
15,Wells Fargo & Co.,46565211.0,6450.213028,Wells Fargo Clearing Services LLC,25902990,3469964540.0,57.02,60.08,ZKB Asset Management,
16,Legal & General Investment Management Ltd.,44101515.0,6108.941858,Legal & General Investment Management Ltd.,44141906,5913249728.0,-0.09,3.26,ING Groep NV,
17,AllianceBernstein LP,43808032.0,6068.288593,AllianceBernstein LP,43808032,5868523967.0,0,3.35,Norinchukin Zenkyoren Asset Management Co. Ltd.,
18,Columbia Management Investment Advisers LLC,41118091.0,5695.677965,Columbia Management Investment Advisers LLC,34724444,4651686518.0,16.86,20.18,SPP Fonder AB,
19,Morgan Stanley,40441677.0,5601.981097999999,Morgan Stanley Investment Management Ltd.,17235341,2308846280.0,80.47,83.26,Och-Ziff Capital Mgmt Grp,
20,Charles Schwab Investment Management Inc.,37639376.0,5213.806364,"Charles Schwab Investment Management, Inc.",34372428,4604530455.0,9.07,12.41,Canadian Imperial Bank of Commerce,
21,PRIMECAP Management Co.,35056893.0,4856.080818,PRIMECAP Management Co.,35056893,4696221386.0,0,3.35,Plymouth Rock Co. Inc.,
22,Massachusetts Financial Services Co.,32065765.0,4441.749768,Massachusetts Financial Services Co.,32065765,4295529879.0,0,3.35,Candriam Luxembourg S.C.A.,
23,Managed Account Advisors LLC,31769552.0,4400.718343,Managed Account Advisors LLC,31769552,4255849186.0,0,3.35,Flossbach & Von Storch Vermoegensmanagement AG,
24,Jennison Associates LLC,31504877.0,4364.055562,Jennison Associates LLC,31504877,4220393323.0,0,3.35,Oregon Public Employees Retirement Fund,
25,Dodge & Cox,31360290.0,4344.027371,Dodge & Cox,31360290,4201024448.0,0,3.35,Texas Education Agency,
26,Sumitomo Mitsui Trust Asset Management Co. Ltd.,28752030.0,3982.731196,"Sumitomo Mitsui Trust Asset Management Co., Ltd.",1032925,112049520.0,186.13,189.05,Zurich Insurance Group AG,
27,Invesco Ltd.,27926694.0,3868.4056530000003,Invesco Capital Management LLC,66335561,8886311752.0,-81.49,-78.68,BNPP Asset Management Holding,
28,Goldman Sachs Asset Management LP,26703288.0,3698.939454,Goldman Sachs Asset Management LP,26657518,3571041111.0,0.17,3.52,WisdomTree Asset Management Inc.,
29,Bank of America Corp.,26173038.0,3625.4892240000004,The Capital Management Corp.,0,0.0,200.0,200.0,Dai-ichi Life Holdings Inc.,
30,Magellan Asset Management Ltd.,24512213.0,3395.4317450000003,Magellan Asset Management Ltd.,24512213,3283656053.0,0,3.35,Keskinäinen työeläkevakuutusyhtiö Varma,
31,Franklin Resources Inc.,24435973.0,3384.8709799999997,Resource Management LLC,28309,3792274.0,199.54,199.55,Boston Pvt. Wealth LLC,
32,ClearBridge Investments LLC,24221351.0,3355.141541,ClearBridge Investments LLC,24221351,3244692180.0,0,3.35,Universal Investment GmbH,
33,Schweizerische Nationalbank,24023270.0,3327.70336,Schweizerische Nationalbank (Investment Portfolio),24023270,3218157249.0,0,3.35,Frontegra Asset Management Inc.,
34,Parametric Portfolio Associates LLC,23639325.0,3274.519299,Parametric Portfolio Associates LLC,23639325,3166723977.0,0,3.35,3G Capital Inc.,
35,Dimensional Fund Advisors LP,21814631.0,3021.762686,Dimensional Fund Advisors LP,21814631,2922287969.0,0,3.35,Fonds de Réserve pour les Retraites,
36,Deutsche Asset & Wealth Management,21526642.0,2981.87045,Deutsche Asset Management SA,3220,431351.0,199.94,199.94,XACT Fonder AB,
37,Merrill Lynch Pierce Fenner & Smith Inc.,21048474.0,2915.634618,"Merrill Lynch, Pierce, Fenner & Smith, Inc. (Invt Mgmt)",20540599,2751618642.0,2.44,5.79,GAM Holding AG,
38,Fisher Asset Management LLC,20822243.0,2884.2971,Fisher Asset Management LLC,20822243,2789347672.0,0,3.35,Lombard Odier Darier Hentsch & Cie Asset Management,
39,New York State Common Retirement Fund,19962094.0,2765.149261,New York State Common Retirement Fund,19962094,2674122112.0,0,3.35,Cbus Industry Superannuation Fund,
40,Morgan Stanley Investment Management Inc.,19420507.0,2690.12863,Morgan Stanley Investment Management Ltd.,17235341,2308846280.0,11.92,15.25,Tetrem Capital Management Ltd.,
41,JPMorgan Chase & Co.,19307250.0,2674.44027,"JPMorgan Investment Management, Inc.",59918673,8026705435.0,-102.52,-100.03,Swisscanto Asset Management Ltd.,
42,Eagle Capital Management LLC,18818951.0,2606.801093,Eagle Capital Management LLC,18777198,2515393444.0,0.22,3.57,"ID-Sparinvest, Filial af Sparinvest S.A., Luxembourg",
43,American Century Investment Management Inc,17626588.0,2441.63497,"American Century Investment Management, Inc.",17626588,2361257728.0,0,3.35,Great-West Capital Management LLC,
44,Goldman Sachs Group Inc.,16655521.0,2307.122769,Goldman Sachs Asset Management LP,26657518,3571041111.0,-46.18,-43.0,Cetera Financial Holdings Inc.,
45,Putnam LLC,16431064.0,2276.0309850000003,Putnam Investment Management LLC,16431064,2201105333.0,0,3.35,Hemenway & Barnes LLP,
46,TCI Fund Management Ltd,16425574.0,2275.2705100000003,TCI Fund Management Ltd.,16425574,2200369893.0,0,3.35,Pvt. Advisor Group LLC,
47,AQR Capital Management LLC,15862718.0,2197.303697,AQR Capital Management LLC,16083203,2154505874.0,-1.38,1.97,Bedrijfstakpensioenfonds voor de Media PNO,
48,Polen Capital Management LLC,15595445.0,2160.281041,Polen Capital Management LLC,15595445,2089165812.0,0,3.35,Delta Lloyd Asset Management NV,
49,Principal Global Investors LLC,15439114.0,2138.626071,Principal Global Investors LLC,15439114,2068223711.0,0,3.35,Grove Creek Asset Management LLC,
50,Tiger Global Management LLC,15280500.0,2116.65486,Tiger Global Management LLC,15280500,2046975780.0,0,3.35,Indecap Fonder Ab,
51,BMO Global Asset Management,15128441.0,2095.5916469999997,"BMO Asset Management, Inc.",6073551,813612892.0,85.42,88.13,Domini Impact Investments LLC,
52,PGIM Inc.,15122538.0,2094.773964,"PGIM, Inc.",120670,16164954.0,196.83,196.94,WesBanco Investment Department,
53,California Public Employees' Retirement System,14475774.0,2005.184214,The California Public Employees Retirement System,14475774,1939174685.0,0,3.35,Helvetia Holding AG,
54,Manulife Asset Management,14325202.0,1984.326981,Manulife Investment Management Ltd.,8164801,1093756742.0,54.78,57.87,Ålandsbanken Fondbolag AB,
55,Jackson Square Partners LLC,14136054.0,1958.1262,Jackson Square Partners LLC,10202615,1366742305.0,32.32,35.57,Sandy Spring Bank,
56,Neuberger Berman BD LLC,14021457.0,1942.2522239999998,Neuberger Berman BD LLC,116516,15216990.0,196.7,196.89,Investi?ní spole?nost ?eské spo?itelny a.s.,
57,Fred Alger Management Inc.,13724794.0,1901.1584649999998,"Fred Alger Management, Inc.",13724794,1838573404.0,0,3.35,LRI Invest SA,
58,California State Teachers' Retirement System,13569919.0,1879.7051800000002,California State Teachers' Retirement System,13569919,1817826349.0,0,3.35,Banque Pâris Bertrand Sturdza SA,
59,RhumbLine Advisers LP,13280888.0,1839.668606,RhumbLine Advisers LP,13280888,1779107756.0,0,3.35,GAMMA PKO Towarzystwo Funduszy Inwestycyjnych SA,
60,Barclays PLC,13216898.0,1830.804711,"Barclays Capital, Inc.",27212,3645320.0,199.18,199.21,Stiftelsen Riksbankens Jubileumsfond,
61,Standard Life Aberdeen PLC,12692555.0,1758.1727190000001,Aberdeen Asset Investments Ltd.,2012564,269603073.0,145.26,146.82,Baxter Brothers Inc.,
62,Voya Investment Management LLC,12528811.0,1735.4909,Voya Investment Management Co. LLC,12366432,1656607231.0,1.3,4.65,Tangerine Investment Management Inc.,
63,Sanders Capital LLC,12283882.0,1701.563335,Sanders Capital LLC,12283882,1645548833.0,0,3.35,Juristernes og Okonomernes Pensionskassen,
64,Fundsmith LLP,12171134.0,1685.945482,Fundsmith LLP,12171134,1630445111.0,0,3.35,Roseman Wagner Wealth Management,
65,Investec Asset Management Ltd.,11861599.0,1643.068693,Investec Asset Management Ltd.,11479867,1537842983.0,3.27,6.62,Arca Fondi S.P.A. Societa' Di Gestione Del Risparmio,
66,New York State Teachers' Retirement System,11589772.0,1605.415217,New York State Teachers Retirement System,11589772,1552565857.0,0,3.35,BCV Asset Management,
67,Pioneer Global Asset Management SpA,11455779.0,1586.854507,"Asset Management One Co., Ltd.",4219119,565193181.0,92.33,94.95,Naventi Kapitalforvalting AB,
68,Loomis Sayles & Co. L.P.,11117683.0,1540.021449,"Loomis, Sayles & Co. LP",11117683,1489324815.0,0,3.35,Green Century Capital Management Inc.,
69,Wells Capital Management Inc.,10883444.0,1507.574663,"Wells Capital Management, Inc.",10883444,1457946158.0,0,3.35,Generali SGR S.p.A,
70,TD Asset Management Inc.,10706196.0,1483.02227,"TD Asset Management, Inc.",13827215,1852293722.0,-25.44,-22.14,PFA Kapitalforvaltning Fondsmaeglerselskab A/S,
71,Union Asset Management Holding AG,10522418.0,1457.565341,Unio Capital LLC,87843,11767448.0,196.69,196.8,Allworth Financial L.P.,
72,Eaton Vance Management,10519938.0,1457.221812,Eaton Vance Management,10519938,1409250894.0,0,3.35,,
73,State Board of Administration of Florida Retirement System,10048170.0,1391.872508,State Board of Administration of Florida Retirement System,10048170,1346052853.0,0,3.35,,
74,RBC Global Asset Management Inc.,10038030.0,1390.467916,"RBC Global Asset Management, Inc.",6911704,925891867.0,36.89,40.11,,
75,Boston Partners Global Investors Inc.,9964248.0,1380.247633,"Boston Partners Global Investors, Inc.",4753808,636820120.0,70.8,73.71,,
76,Swedbank Robur Fonder AB,9867518.0,1366.848593,Swedbank Robur Fonder AB,9867518,1321852711.0,0,3.35,,
77,Royal Bank of Canada,9771225.0,1353.5100869999999,Royal Bank of Canada (Channel Islands) Ltd.,4078,546289.0,199.83,199.84,,
78,HSBC Global Asset Management (UK) Ltd.,9664579.0,1338.737483,HSBC Global Asset Management (UK) Ltd.,9664579,1294667003.0,0,3.35,,
79,Brown Advisory Inc.,9617959.0,1332.279681,Brown Advisory LLC,9263788,1240977040.0,3.75,7.1,,
80,Lazard Asset Management LLC,9387308.0,1300.329904,Lazard Asset Management LLC,9387308,1257523780.0,0,3.35,,
81,Adage Capital Management LP,9344955.0,1294.4631669999999,Adage Capital Management LP,9344955,1251850172.0,0,3.35,,
82,Raymond James Financial Inc.,9339911.0,1293.764472,"Raymond James Financial Services Advisors, Inc.",3767103,504641118.0,85.04,87.76,,
83,Russell Investment Management LLC,9207564.0,1275.431765,Russell Investment Management LLC,9207564,1233445273.0,0,3.35,,
84,Barrow Hanley Mewhinney & Strauss LLC,9000986.0,1246.816581,"Barrow, Hanley, Mewhinney & Strauss LLC",9000986,1205772085.0,0,3.35,,
85,Parnassus Investments,8818322.0,1221.513963,Parnassus Investments,8818322,1181302415.0,0,3.35,,
86,Amundi Asset Management SAS,8772527.0,1215.17044,"MU Investments Co., Ltd.",54000,7233840.0,197.55,197.63,,
87,FIL Ltd.,8606012.0,1192.1047820000001,FIL Investment Advisors (UK) Ltd.,5978494,800879056.0,36.03,39.26,,
88,Nordea Investment Management AB,8566695.0,1186.6585910000001,Nordea Investment Management AB,2487591,305879239.0,109.99,118.02,,
89,State of Wisconsin Investment Board,8557966.0,1185.44945,State of Wisconsin Investment Board,8557966,1146425125.0,0,3.35,,
90,1832 Asset Management L.P.,8549903.0,1184.332564,1832 Asset Management LP,13742587,1840956955.0,-46.59,-43.41,,
91,PNC Financial Services Group Inc.,8512157.0,1179.103988,"FP Financial Services, Inc.",1431,191697.0,199.93,199.93,,
92,Bessemer Investment Management LLC,8495901.0,1176.8522070000001,Bessemer Investment Management LLC,8495901,1138110898.0,0,3.35,,
93,USAA Investment Management Co.,8418440.0,1166.122309,USAA Asset Management Co.,8364300,1120481628.0,0.65,3.99,,
94,Walter Scott & Partners Ltd.,7923279.0,1097.532607,Walter Scott & Partners Ltd.,7923279,1061402455.0,0,3.35,,
95,Sjunde AP-fonden,7815788.0,1082.642954,Sjunde AP-fonden,8126823,1005125469.0,-3.9,7.43,,
96,Viking Global Investors LP,7704063.0,1067.166807,Viking Global Investors LP,7704063,1032036279.0,0,3.35,,
97,CIBC Pvt. Wealth Advisors Inc.,7666136.0,1061.913159,"CIBC Private Wealth Advisors, Inc.",7666136,1026955579.0,0,3.35,,
98,Deutsche Bank AG,7538029.0,1044.167777,Deutsche Asset Management SA,3220,431351.0,199.83,199.83,,
99,Lone Pine Capital LLC,7384511.0,1022.902464,Lone Pine Capital LLC,7384511,989229094.0,0,3.35,,
100,Strategic Advisers LLC,7343119.0,1017.1688439999999,Strategic Advisers LLC,7343119,983684221.0,0,3.35,,
101,National Pension Service,7255099.0,1004.9763130000001,National Pension Service of Korea,7255099,971893062.0,0,3.35,,
102,Mitsubishi UFJ Trust & Banking Corp.,7181433.0,994.7720992000001,Mitsubishi UFJ Trust & Banking Corp. (Investment Management),7181433,962024765.0,0,3.35,,
103,Independent Franchise Partners LLP,6986222.0,967.7314713999999,Independent Franchise Partners LLP,6986222,935874299.0,0,3.35,,
104,Citigroup Inc.,6908869.0,957.0165339,"Citigroup Global Markets, Inc. (Investment Management)",4747327,635951925.0,37.09,40.31,,
105,Hotchkis & Wiley Capital Management LLC,6660798.0,922.6537390000001,Hotchkis & Wiley Capital Management LLC,6660798,892280500.0,0,3.35,,
106,AMF Fonder AB,6649983.0,921.1556452,AMF Fonder AB,1461857,148480815.0,127.91,144.47,,
107,Credit Suisse Asset Management (Switzerland),6561859.0,908.9487087000001,Credit Suisse Asset Management LLC,63612,6721321.0,196.16,197.06,,
108,Credit Suisse Group AG,6539170.0,905.8058284,Credit Suisse AG,2348711,311504396.0,94.3,97.64,,
109,Los Angeles Capital Management & Equity Research Inc.,6387144.0,884.7471868999999,"Los Angeles Capital Management & Equity Research, Inc.",6387144,855621810.0,0,3.35,,
110,"Wellcome Trust, Investment Division",6333000.0,877.24716,"Vision Capital Management, Inc.",56131,7519309.0,196.49,196.6,,
111,Egerton Capital (UK) LLP,6331825.0,877.0843990000001,Egerton Capital (UK) LLP,6331825,848211277.0,0,3.35,,
112,Korea Investment Corp.,6311868.0,874.3199553999999,Korea Investment Corp. (Investment Management),6311868,845537837.0,0,3.35,,
113,U.S. Bancorp Asset Management Inc.,6290361.0,871.3408057,"US Bancorp Asset Management, Inc.",6290361,842656760.0,0,3.35,,
114,Veritas Asset Management LLP,6284112.0,870.4751942,Veritas Asset Management LLP,6284112,841819644.0,0,3.35,,
115,Fayez Sarofim & Co.,6212491.0,860.5542533,Fayez Sarofim & Co.,6212491,832225294.0,0,3.35,,
116,Thrivent Investment Management Inc.,6178710.0,855.8749092,"Thrivent Investment Management, Inc.",6178710,827699992.0,0,3.35,,
117,D.E. Shaw & Co. LP,6098891.0,844.8183812999999,D. E. Shaw & Co. LP,6098891,817007438.0,0,3.35,,
118,Stifel Asset Management Corp.,5952371.0,824.5224308999999,The Capital Management Corp.,0,0.0,200.0,200.0,,
119,Schroder Investment Management Ltd.,5941591.0,823.0291852999999,Schroder Investment Management Ltd.,5461325,731599097.0,8.42,11.76,,
120,Robert W. Baird & Co. Inc.,5839567.0,808.8968208,"Robert W. Baird & Co., Inc. (Private Banking)",5839567,782268395.0,0,3.35,,
121,First Manhattan Co.,5813184.0,805.2422477000001,First Manhattan Co.,5813184,778734129.0,0,3.35,,
122,Baillie Gifford & Co,5795828.0,802.8380946000001,Baillie Gifford & Co.,5795828,776409119.0,0,3.35,,
123,RBC Dominion Securities Inc.,5766649.0,798.7962195,"RBC Dominion Securities, Inc. (Investment Management)",6010390,805151844.0,-4.14,-0.79,,
124,Aristotle Capital Management LLC,5721495.0,792.5414873999999,Aristotle Capital Management LLC,5721495,766451470.0,0,3.35,,
125,Aperio Group LLC,5614192.0,777.6778757999999,Aperio Group LLC,5614192,752077160.0,0,3.35,,
126,PanAgora Asset Management Inc.,5491040.0,760.6188607999999,"PanAgora Asset Management, Inc.",5491040,735579718.0,0,3.35,,
127,Australian Super Pty Ltd,5357406.0,742.1078791,AustralianSuper Pty Ltd.,5357406,717678108.0,0,3.35,,
128,ProShare Advisors LLC,5347756.0,740.7711611000001,ProShare Advisors LLC,5347756,716385394.0,0,3.35,,
129,NN Investment Partners International Holdings B.V.,5275295.0,730.7338633999999,"Capital International, Inc.",317179,42489299.0,177.31,178.02,,
130,Coatue Management LLC,5234529.0,725.0869571000001,Coatue Management LLC,5234529,701217505.0,0,3.35,,
131,Duquesne Family Office LLC,5226193.0,723.9322543999999,Duquesne Family Office LLC,5226193,700100814.0,0,3.35,,
132,William Blair Investment Management LLC,5181118.0,717.6884654,William Blair Investment Management LLC,5181118,694062568.0,0,3.35,,
133,Colorado Public Employees Retirement Association,5139868.0,711.9745154,Colorado Public Employees' Retirement Association,5139868,688536717.0,0,3.35,,
134,Pictet Asset Management Ltd.,5119369.0,709.1349938999999,Pictet Asset Management SA,5319687,712625270.0,-3.84,-0.49,,
135,Findlay Park Partners LLP,5082744.0,704.0616989,Findlay Park Partners LLP,5082744,680884386.0,0,3.35,,
136,SEI Investments Co.,5076822.0,703.2413834,SEI Investments Management Corp.,4910477,657807499.0,3.33,6.68,,
137,DSM Capital Partners LLC,4983106.0,690.2598431,DSM Capital Partners LLC,4983106,667536880.0,0,3.35,,
138,Deka Investment GmbH,4941146.0,684.4475438999999,Deka Investment GmbH,4941146,661915918.0,0,3.35,,
139,Retirement Systems Of Alabama,4813368.0,666.7477353999999,The Retirement Systems of Alabama,4813368,644798777.0,0,3.35,,
140,M&G Investment Management Ltd.,4786638.0,663.0450958,M&G Investment Management Ltd.,4786638,641218026.0,0,3.35,,
141,First Eagle Investment Management LLC,4741604.0,656.8069861,First Eagle Investment Management LLC,4741604,635185272.0,0,3.35,,
142,Ohio Public Employees Retirement System,4723546.0,654.3055919,Ohio Public Employees Retirement System,4723546,632766222.0,0,3.35,,
143,Edgewood Management LLC,4629966.0,641.3428903,Edgewood Management LLC,4629966,620230245.0,0,3.35,,
144,Caisse de dépôt et placement du Québec,4628376.0,641.1226435,The Caisse de dépôt et placement du Québec,4628376,620017249.0,0,3.35,,
145,Royal London Asset Management Ltd.,4601597.0,637.4132164,Royal London Asset Management Ltd.,4601597,616429934.0,0,3.35,,
146,Jensen Investment Management Inc.,4586088.0,635.2649097999999,"Jensen Investment Management, Inc.",4586088,614352348.0,0,3.35,,
147,BNP Paribas Securities Corp.,4572122.0,633.3303394,The Capital Management Corp.,0,0.0,200.0,200.0,,
148,Grantham Mayo Van Otterloo & Co. LLC,4465537.0,618.5661852000001,"Grantham, Mayo, Van Otterloo & Co. LLC",4465537,598203337.0,0,3.35,,
149,Bahl & Gaynor Inc.,4426194.0,613.1163928999999,"Bahl & Gaynor, Inc.",4426194,592932948.0,0,3.35,,
150,PPM America Inc.,4374550.0,605.962666,"PPM America, Inc.",4327300,579685108.0,1.09,4.43,,
151,DNB Asset Management AS,4278328.0,592.6339946,DNB Asset Management AS,4278328,573124819.0,0,3.35,,
152,USS Investment Management Ltd.,4252297.0,589.0281804,USS Investment Management Ltd.,4252297,569637706.0,0,3.35,,
153,Asset Management One Co. Ltd.,4239755.0,587.2908626,"Asset Management One Co., Ltd.",4219119,565193181.0,0.49,3.83,,
154,"Tennessee Department of Treasury, Investment Division",4230869.0,586.0599739,"Vision Capital Management, Inc.",56131,7519309.0,194.76,194.93,,
155,Artisan Partners LP,4196942.0,581.3604058,Artisan Partners LP,4196942,562222350.0,0,3.35,,
156,Aviva Investors Global Services Ltd.,4121106.0,570.8556031,Aviva Investors Global Services Ltd.,3475350,465557886.0,17.0,20.32,,
157,Mackenzie Financial Corp.,4029355.0,558.1462546,Mackenzie Financial Corp.,4029355,539772396.0,0,3.35,,
158,C WorldWide Asset Management Fondsmaeglerselskab A/S,3957837.0,548.2395812000001,C WorldWide Asset Management Fondsmæglerselskab A/S,3957837,530191845.0,0,3.35,,
159,I.G. Investments Management Ltd.,3939391.0,545.6844413,Tiger Global Management LLC,15280500,2046975780.0,-118.01,-115.81,,
160,GQG Partners LLC,3897560.0,539.8900112000001,GQG Partners LLC,3897560,522117138.0,0,3.35,,
161,KeyBank NA,3772470.0,522.5625444,"KeyBank, NA (Investment Management)",3772470,505360081.0,0,3.35,,
162,Raymond James Financial Services Advisors Inc.,3767103.0,521.8191076,"Raymond James Financial Services Advisors, Inc.",3767103,504641118.0,0,3.35,,
163,Bank of Nova Scotia,3712776.0,514.2937315,Bank of Nova Scotia Trust Co.,156220,20927231.0,183.85,184.36,,
164,Vontobel Asset Management Inc.,3698677.0,512.340738,"Vontobel Asset Management, Inc.",3698677,495474771.0,0,3.35,,
165,Generation Investment Management LLP,3651450.0,505.798854,Generation Investment Management LLP,3651450,489148242.0,0,3.35,,
166,AMP Capital Investors Ltd.,3650872.0,505.71878939999993,AMP Capital Investors Ltd.,3650872,489070813.0,0,3.35,,
167,Calamos Advisors LLC,3625559.0,502.21243269999997,Calamos Advisors LLC,3764956,504353506.0,-3.77,-0.43,,
168,Metlife Investment Management LLC,3601797.0,498.9209204,MetLife Investment Management LLC,2112172,282946561.0,52.14,55.25,,
169,Gateway Investment Advisers LLC,3541998.0,490.637563,Gateway Investment Advisers LLC,3541998,474486052.0,0,3.35,,
170,Nuveen Investments Inc.,3506700.0,485.748084,Nuveen Asset Management LLC,2358640,315963414.0,39.15,42.36,,
171,MUFG Securities EMEA Plc,3437025.0,476.09670300000005,MUFG Securities EMEA Plc,3437025,460423869.0,0,3.35,,
172,Envestnet Asset Management Inc.,3373997.0,467.3660643999999,"Envestnet Asset Management, Inc.",3420142,458162222.0,-1.36,1.99,,
173,AXA Investment Managers SA,3305587.0,457.8899112,AXA Investment Managers UK Ltd.,1087217,145643589.0,101.0,103.47,,
174,Sustainable Growth Advisers LP,3304222.0,457.7008313999999,Sustainable Growth Advisers LP,3304222,442633579.0,0,3.35,,
175,Acadian Asset Management LLC,3295251.0,456.45816849999994,Acadian Asset Management LLC,3295251,441431824.0,0,3.35,,
176,Capital Group International Inc.,3231221.0,447.58873289999997,"Capital International, Inc.",317179,42489299.0,164.25,165.32,,
177,Burgundy Asset Management Ltd.,3209471.0,444.5759228999999,Burgundy Asset Management Ltd.,3209471,429940735.0,0,3.35,,
178,Yacktman Asset Management LP,3206658.0,444.1862662,Yacktman Asset Management LP,3206658,429563906.0,0,3.35,,
179,Glenmede Trust Co. NA,3175704.0,439.8985181,Trust Asset Management LLC,2348,314538.0,199.7,199.71,,
180,Kensico Capital Management Corp.,3156000.0,437.16912,Kensico Capital Management Corp.,3156000,422777760.0,0,3.35,,
181,First Republic Investment Management Inc.,3139747.0,434.9177544,"First Republic Investment Management, Inc.",3139747,420600508.0,0,3.35,,
182,SunAmerica Asset Management LLC,3113132.0,431.2310446,SunAmerica Asset Management LLC,3113132,417035163.0,0,3.35,,
183,ClearArc Capital Inc.,3105649.0,430.1944995,"ClearArc Capital, Inc.",3105649,416032741.0,0,3.35,,
184,Nomura Asset Management Co. Ltd.,3098488.0,429.20255779999997,"Nomura Asset Management Co., Ltd.",3051988,408844312.0,1.51,4.86,,
185,First Pacific Advisors LP,3086575.0,427.55236900000006,First Pacific Advisors LP,3086575,413477587.0,0,3.35,,
186,Luther King Capital Management Corp.,3053085.0,422.9133342,Luther King Capital Management Corp.,3053085,408991267.0,0,3.35,,
187,Mawer Investment Management Ltd.,3029648.0,419.66684100000003,Mawer Investment Management Ltd.,3029648,405851646.0,0,3.35,,
188,CIBC World Markets Corp.,2945592.0,408.02340380000004,CIBC World Markets Corp.,2945592,394591504.0,0,3.35,,
189,Steadfast Capital Management LP,2928158.0,405.6084462,Steadfast Capital Management LP,2928158,392256046.0,0,3.35,,
190,Canada Pension Plan Investment Board,2861041.0,396.3113993,Canada Pension Plan Investment Board,2861041,383265052.0,0,3.35,,
191,Troy Asset Management Ltd.,2844811.0,394.0632197,Troy Asset Management Ltd.,2844811,381090882.0,0,3.35,,
192,Macquarie Investment Management Business Trust,2836691.0,392.93843730000003,Macquarie Investment Management Business Trust,3933439,526923488.0,-32.4,-29.13,,
193,Lord Abbett & Co. LLC,2799830.0,387.8324516,"Lord, Abbett & Co. LLC",2799830,375065227.0,0,3.35,,
194,NISA Investment Advisors LLC,2786167.0,385.9398528,NISA Investment Advisors LLC,2786167,373234931.0,0,3.35,,
195,City National Rochdale LLC,2781079.0,385.2350631,City National Rochdale LLC,2781079,372553343.0,0,3.35,,
196,Fort Washington Investment Advisors Inc.,2741652.0,379.773635,"Fort Washington Investment Advisors, Inc.",2741652,367271702.0,0,3.35,,
197,Natixis,2734460.0,378.7773992,Natixis Investment Managers International SA,2734460,366308262.0,0,3.35,,
198,Citadel Advisors LLC,2725068.0,377.47641939999994,Citadel Advisors LLC,2725068,365050109.0,0,3.35,,
199,MacKay Shields LLC,2724044.0,377.3345749,MacKay Shields LLC,2724044,364912934.0,0,3.35,,
200,Factory Mutual Insurance Co.,2716200.0,376.24802400000004,Factory Mutual Insurance Co. (Investment Portfolio),2716200,363862152.0,0,3.35,,
201,AXA Equitable Funds Management Group LLC,2712537.0,375.7406252,Capital Fund Management SA,182313,24422649.0,174.81,175.59,,
202,Hilliard Lyons Capital Management LLC,2665622.0,369.2419594,"AR Asset Management, Inc.",13800,1848648.0,197.94,198.01,,
203,Fiduciary Trust Co. International,2652403.0,367.4108636,Fiduciary Trust Co. International,2652403,355315906.0,0,3.35,,
204,Diamond Hill Capital Management Inc.,2640170.0,365.71634839999996,"Diamond Hill Capital Management, Inc.",2640170,353677173.0,0,3.35,,
