,MI name,MI Pos,MI Market Val,DT Name,DT Pos,DT Market Val,Pos Diff (Percentage),Market Val Diff (Percent),MI Not Matched,DT Not Matched
2307,B&T Capital Management Inc.,27223.0,3.77092996,"B&T Capital Management, Inc.",27223,3646793.0,0,3.35,,
2308,Lee Financial Group Hawaii Inc.,27214.0,3.76968328,"Lee Financial Group Hawaii, Inc.",27214,3645587.0,0,3.35,,
2309,Meridian Investment Counsel Inc.,27208.0,3.76885216,"Meridian Investment Counsel, Inc.",27208,3644784.0,0,3.35,,
2310,Occidental Asset Management LLC,27192.0,3.76663584,Occidental Asset Management LLC,25428,2819710.92,6.7,28.75,,
2311,Cognios Capital LLC,27062.0,3.74862824,Cognios Capital LLC,27062,3625226.0,0,3.35,,
2312,Joh. Berenberg Gossler & Co. KG,27060.0,3.7483512,"Joh. Berenberg, Gossler & Co. KG (Investment Management)",33134,4210217.0,-20.18,-11.61,,
2313,CREA Asset Management Trust reg.,27033.0,3.74461116,Trust Asset Management LLC,2348,314538.0,168.03,169.0,,
2314,Lee Capital Asset Management LLC,27030.0,3.7441956,Lee Capital Asset Management LLC,59030,7907659.0,-74.37,-71.46,,
2315,Guardian Investment Management LLC,26985.0,3.7379622,Guardian Investment Management,26985,3614911.0,0,3.35,,
2316,Central Asset Investments & Management Holdings (HK) Ltd,26945.0,3.7324214,Central Asset Investments & Management Holdings (HK) Ltd.,26945,3609552.0,0,3.35,,
2317,ICBC Credit Suisse Asset Management Co. Ltd.,26939.0,3.73159028,"ICBC Credit Suisse Asset Management Co., Ltd.",26579,2699630.0,1.35,32.09,,
2318,AMI Investment Management Inc,26851.0,3.71940052,"AMI Investment Management, Inc.",26851,3596960.0,0,3.35,,
2319,Adirondack Trust Co.,26769.0,3.70804188,Adirondack Trust Co. Asset Management,26769,3585975.0,0,3.35,,
2320,Marathon Capital Management LLC,26699.0,3.69834548,Marathon Capital Management LLC,26699,3576598.0,0,3.35,,
2321,Blue Chip Wealth Management Inc.,26572.0,3.68075344,"Blue Chip Wealth Management, Inc.",26572,3559585.0,0,3.35,,
2322,"South Street Advisors, L.P.",26530.0,3.6749356,South Street Advisors LLC,26530,3553959.0,0,3.35,,
2323,Pvt. Vista LLC,26507.0,3.67174964,STA Wealth Management LLC,10934,1464719.0,83.19,85.94,,
2324,Nadler Financial Group Inc.,26438.0,3.66219176,"Nadler Financial Group, Inc.",26438,3541634.0,0,3.35,,
2325,Tower Research Capital LLC,26433.0,3.66149916,Tower Research Capital LLC,26433,3540965.0,0,3.35,,
2326,Providence Wealth Advisors LLC,26426.0,3.66052952,Providence Capital Advisors LLC,31027,4156377.0,-16.02,-12.69,,
2327,Beacon Pointe Advisors LLC,26419.0,3.65955988,Beacon Pointe Advisors LLC,26419,3539089.0,0,3.35,,
2328,Visio Capital Management (Pty) Ltd.,26400.0,3.6569279999999997,Visio Capital Management (Pty) Ltd.,40500,4560567.0,-42.15,-21.99,,
2329,IPG Investment Advisors LLC,26319.0,3.64570788,IPG Investment Advisors LLC,26319,3525693.0,0,3.35,,
2330,Reilly Financial Advisors LLC,26279.0,3.64016708,Reilly Financial Advisors LLC,26279,3520335.0,0,3.35,,
2331,Aspen Investment Management Inc.,26258.0,3.63725816,"Aspen Investment Management, Inc.",26258,3517522.0,0,3.35,,
2332,Versant Capital Management Inc.,26235.0,3.6340722000000003,"Versant Capital Management, Inc.",26235,3514441.0,0,3.35,,
2333,Hauck & Aufhäuser Fund Services SA,26230.0,3.6333796,Hauck & Aufhäuser Fund Services SA,29262,3977300.0,-10.93,-9.04,,
2334,Martin Maurel Gestion Institutionnelle SA,26192.0,3.62811584,"Martin & Co., Inc.",57384,7687161.0,-74.64,-71.74,,
2335,Cholet Dupont Asset Management,26190.0,3.6278387999999997,Cholet Dupont Asset Management SA,17320,2142138.0,40.77,51.5,,
2336,Harbour Capital Advisors LLC,26157.0,3.62326764,Harbour Capital Advisors LLC,26157,3503992.0,0,3.35,,
2337,Cribstone Capital Management LLC,26139.0,3.62077428,Cribstone Capital Management LLC,26139,3501580.0,0,3.35,,
2338,Plancorp LLC,26048.0,3.60816896,Plancorp LLC,26048,3489390.0,0,3.35,,
2339,Wimmer Associates I LLC,26022.0,3.60456744,Wimmer Associates I LLC,26022,3485907.0,0,3.35,,
2340,Warburg Invest Luxembourg SA,25970.0,3.5973644,Warburg Invest Luxembourg SA,12400,1411258.0,70.73,87.29,,
2341,HuaAn Fund Management Co. Ltd.,25900.0,3.587668,"HuaAn Fund Management Co., Ltd.",25900,2630663.0,0,30.78,,
2342,CX Institutional LLC,25851.0,3.58088052,CX Institutional LLC,25851,3463000.0,0,3.35,,
2343,Platinum Investment Management Ltd.,25835.0,3.5786642,Platinum Investment Management Ltd.,25835,3460857.0,0,3.35,,
2344,Vunani Fund Managers (Pty) Ltd.,25825.0,3.577279,Vunani Fund Managers Pty Ltd.,34239,4467761.0,-28.02,-22.14,,
2345,PFS Investments Inc.,25754.0,3.56744408,"PFS Investments, Inc.",25754,3450006.0,0,3.35,,
2346,Quest Capital Management Inc.,25728.0,3.56384256,Quest Investment Management LLC,174158,23330206.0,-148.51,-146.99,,
2347,Fruth Investment Management Inc.,25656.0,3.55386912,Fruth Investment Management,25656,3436878.0,0,3.35,,
2348,Clear Perspective Advisors LLC,25601.0,3.54625052,Clear Perspective Advisors LLC,25601,3429510.0,0,3.35,,
2349,Karp Capital Management Corp.,25504.0,3.53281408,Karp Capital Management Corp.,25504,3416516.0,0,3.35,,
2350,Operadora de Fondos Banorte Ixe S.A. de C.V.,25500.0,3.53226,Operadora de Fondos Banorte SA de CV,29521,4022827.0,-14.62,-12.99,,
2351,Paradigm Financial Partners LLC,25499.0,3.53212148,Paradigm Financial Partners LLC,25499,3415846.0,0,3.35,,
2352,Vontobel Asset Management SA,25400.0,3.518408,"Vontobel Asset Management, Inc.",3698677,495474771.0,-197.27,-197.18,,
2353,Truvestments Asset Management LLC,25385.0,3.5163302000000005,Truvestments Capital LLC,25385,3400575.0,0,3.35,,
2354,RBA Wealth Management LLC,25350.0,3.511482,RBA Wealth Management LLC,25350,3395886.0,0,3.35,,
2355,Bangor Savings Bank,25336.0,3.50954272,Bangor Savings Bank (Asset Management),25336,3394011.0,0,3.35,,
2356,Windward Capital Management Co,25312.0,3.50621824,Windward Capital Management Co.,25312,3390796.0,0,3.35,,
2357,Lederer & Associates Investment Counsel,25275.0,3.501093,Lederer & Associates Investment Counsel,25275,3385839.0,0,3.35,,
2358,Cito Capital Group LLC,25200.0,3.490704,Cito Capital Group LLC,25200,3375792.0,0,3.35,,
2359,GS Investments Inc.,25190.0,3.4893187999999995,"GS Investments, Inc.",25190,3374452.0,0,3.35,,
2360,RFG Advisory LLC,25173.0,3.48696396,RFG Advisory LLC,25173,3372175.0,0,3.35,,
2361,Cider Mill Investments LP,25126.0,3.48045352,Cider Mill Investments LP,25126,2963360.0,0,16.05,,
2362,Harbor Advisors LLC,25000.0,3.463,Harbor Advisors LLC,25000,3349000.0,0,3.35,,
2363,KCL Capital L.P.,25000.0,3.463,KCL Capital LP,25000,3349000.0,0,3.35,,
2364,VisionPoint Advisory Group LLC,24973.0,3.45925996,VisionPoint Advisory Group LLC,24973,3345383.0,0,3.35,,
2365,China Universal Asset Management Co. Ltd.,24950.0,3.4560739999999996,"China Universal Asset Management Co., Ltd.",24950,2534172.0,0,30.78,,
2366,Home Federal Bank of Tennessee,24939.0,3.45455028,Home Federal Bank of Tennessee (Investment Management),24939,3340828.0,0,3.35,,
2367,Sunbelt Securities Inc.,24937.0,3.45427324,"Sunbelt Securities, Inc.",24937,3340561.0,0,3.35,,
2368,Rothschild Capital Partners LLC,24892.0,3.44803984,Rothschild Capital Partners LLC,24892,3334532.0,0,3.35,,
2369,BOCI-Prudential Asset Management Ltd.,24840.0,3.4408367999999996,BOCI-Prudential Asset Management Ltd.,23340,2130242.0,6.23,47.05,,
2370,AFT Forsyth & Co. Inc.,24837.0,3.44042124,"Aft, Forsyth & Co., Inc.",24837,3327165.0,0,3.35,,
2371,Covenant Partners LLC,24800.0,3.435296,Covenant Partners LLC,24800,3322208.0,0,3.35,,
2372,Fuller & Thaler Asset Management Inc.,24792.0,3.43418784,"Fuller & Thaler Asset Management, Inc.",24792,3321136.0,0,3.35,,
2373,TRUE Pvt. Wealth Advisors LLC,24777.0,3.43211004,"Advisors Asset Management, Inc.",1009159,135186940.0,-190.41,-190.1,,
2374,LLB Invest Kapitalanlagegesellschaft m.b.H.,24735.0,3.4262922,LLB Invest Kapitalanlagegesellschaft mbH,17674,2349167.0,33.3,37.3,,
2375,Matarin Capital Management LLC,24731.0,3.42573812,Matarin Capital Management LLC,24731,3312965.0,0,3.35,,
2376,Gesiuris,24682.0,3.41895064,"S & Co., Inc.",110718,14831783.0,-127.08,-125.07,,
2377,FCG Advisors LLC,24656.0,3.41534912,PFG Advisors LLC,36444,4882038.0,-38.59,-35.35,,
2378,Shamrock Asset Management LLC,24616.0,3.40980832,Shamrock Asset Management LLC,24616,3297559.0,0,3.35,,
2379,Northside Capital Management LLC,24485.0,3.3916622000000003,Northside Capital Management LLC,24485,3280011.0,0,3.35,,
2380,Wealth Advisors of Tampa Bay LLC,24458.0,3.38792216,Wealth Advisors of Tampa Bay LLC,24458,3276394.0,0,3.35,,
2381,New Potomac Partners LLC,24420.0,3.3826584000000004,New Potomac Partners LLC,24420,3271303.0,0,3.35,,
2382,Bay Colony Advisory Group Inc.,24386.0,3.37794872,"Bay Colony Advisory Group, Inc.",24386,3266749.0,0,3.35,,
2383,Moseley Investment Management Inc.,24385.0,3.3778102,"Moseley Investment Management, Inc.",24385,3266615.0,0,3.35,,
2384,American Trust Investment Advisors LLC,24339.0,3.37143828,American Trust Investment Advisors LLC,24339,3260452.0,0,3.35,,
2385,ExodusPoint Capital Management LP,24312.0,3.36769824,ExodusPoint Capital Management LP,24312,3256836.0,0,3.35,,
2386,Karpas Strategies LLC,24301.0,3.36617452,Karpas Strategies LLC,24301,3255362.0,0,3.35,,
2387,United Bank Corp.,24273.0,3.36229596,The Capital Management Corp.,0,0.0,200.0,200.0,,
2388,Claro Advisors LLC,24242.0,3.35800184,Claro Advisors LLC,24242,3247458.0,0,3.35,,
2389,Pvt. Ocean LLC,24093.0,3.33736236,Ocean Capital Management LLC,9946,1332366.0,83.12,85.87,,
2390,FormulaFolio Investments LLC,24073.0,3.33459196,FormulaFolio Investments LLC,24073,3224819.0,0,3.35,,
2391,Clean Yield Group Inc.,24013.0,3.32628076,"Clean Yield Group, Inc.",24013,3216781.0,0,3.35,,
2392,Midas Wealth Management S.A.,24000.0,3.3244800000000003,Midas Investment Management Ltd.,162201,15410717.0,-148.44,-129.02,,
2393,Square Capital LLP,23988.0,3.32281776,"AR Asset Management, Inc.",13800,1848648.0,53.92,57.01,,
2394,Livingston Group Asset Management Co.,23980.0,3.3217095999999997,Livingston Group Asset Management Co.,23980,3212361.0,0,3.35,,
2395,Motilal Oswal Asset Management Company Ltd.,23952.0,3.31783104,Motilal Oswal Asset Management Co. Ltd.,23952,3302023.0,0,0.48,,
2396,Watermark Funds Management Pty Ltd.,23887.0,3.30882724,Capital Fund Management SA,182313,24422649.0,-153.66,-152.27,,
2397,JT Stratford LLC,23879.0,3.30771908,JT Stratford LLC,23879,3198831.0,0,3.35,,
2398,Calton & Associates Inc.,23691.0,3.28167732,"Calton & Associates, Inc.",23691,3173646.0,0,3.35,,
2399,Algert Global LLC,23642.0,3.27488984,Algert Global LLC,23642,3167082.0,0,3.35,,
2400,Requisite Capital Management LLC,23616.0,3.27128832,Requisite Capital Management LLC,41282,4957935.0,-54.44,-40.99,,
2401,Emerald Advisers LLC,23500.0,3.25522,"Emerald Advisers, Inc.",18823,2521529.0,22.1,25.4,,
2402,Kepos Capital LP,23500.0,3.25522,Kepos Capital LP,23500,3148060.0,0,3.35,,
2403,AMF Capital AG,23495.0,3.2545273999999997,AMF Capital AG,1750,206395.0,172.27,176.15,,
2404,"Beacon Financial Group, Inc.",23437.0,3.24649324,"Beacon Capital Management, Inc.",50,6698.0,199.15,199.18,,
2405,ARGI Investment Services LLC,23420.0,3.2441383999999998,ARGI Investment Services LLC,23420,3137343.0,0,3.35,,
2406,Synovus Securities Inc.,23398.0,3.24109096,"Synovus Securities, Inc.",23398,3134396.0,0,3.35,,
2407,Capital Insight Partners LLC,23339.0,3.23291828,Capital Insight Partners LLC,23339,3126492.0,0,3.35,,
2408,Capital Investment Advisory Services LLC,23296.0,3.22696192,Capital Investment Advisory Services LLC,23296,3120732.0,0,3.35,,
2409,Ausdal Financial Partners Inc.,23251.0,3.22072852,"Ausdal Financial Partners, Inc.",23251,3114704.0,0,3.35,,
2410,Community Capital Management Inc.,23230.0,3.2178196,"Community Capital Management, Inc.",23230,3111891.0,0,3.35,,
2411,BerganKDV Wealth Management LLC,23196.0,3.21310992,BerganKDV Wealth Management LLC,23196,3107336.0,0,3.35,,
2412,Perpetual Ltd.,23164.0,3.20867728,Perpetual Investment Management Ltd.,23164,3103049.0,0,3.35,,
2413,Ascent Wealth Partners LLC,23155.0,3.2074306,Ascent Wealth Partners LLC,23155,3101844.0,0,3.35,,
2414,Pathlight Investors LLC,22986.0,3.18402072,Pathlight Investors LLC,22986,2334688.0,0,30.78,,
2415,PagnatoKarp Partners LLC,22953.0,3.17944956,PagnatoKarp Partners LLC,22953,3074784.0,0,3.35,,
2416,Winning Points Advisors LLC,22900.0,3.172108,Winning Points Advisors LLC,22900,2832272.0,0,11.32,,
2417,Global Trust Asset Management LLC,22842.0,3.16407384,Global Trust Asset Management LLC,22842,3059914.0,0,3.35,,
2418,Kayne Anderson Rudnick Investment Management LLC,22751.0,3.15146852,Kayne Anderson Rudnick Investment Management LLC,22751,3047724.0,0,3.35,,
2419,Westside Investment Management Inc.,22708.0,3.14551216,"Westside Investment Management, Inc.",22708,3041964.0,0,3.35,,
2420,Soprarno SGR SpA,22693.0,3.14343436,Soprarno SGR SpA,36553,3604491.0,-46.79,-13.67,,
2421,Rafferty Asset Management LLC,22675.0,3.140941,Rafferty Asset Management LLC,22675,3037543.0,0,3.35,,
2422,Gryphon Financial Partners LLC,22585.0,3.1284742000000003,Gryphon Financial Partners LLC,22585,3025487.0,0,3.35,,
2423,Kessler Investment Group LLC,22579.0,3.12764308,Kessler Investment Group LLC,22579,3024683.0,0,3.35,,
2424,Compton Wealth Advisory Group LLC,22576.0,3.12722752,Compton Wealth Advisory Group LLC,22576,3024281.0,0,3.35,,
2425,Operadora de Fondos GBM S.A. de C.V,22550.0,3.123626,Operadora de Fondos Banorte SA de CV,29521,4022827.0,-26.77,-25.16,,
2426,Bankia Fondos SGIIC SA,22545.0,3.1229334,Bankia Fondos SGIIC SA,21420,2869424.0,5.12,8.46,,
2427,George Kaiser Family Foundation,22533.0,3.12127116,George Kaiser Family Foundation,22533,3018521.0,0,3.35,,
2428,Cascade Investment Advisors Inc.,22472.0,3.11282144,"Cascade Investment Advisors, Inc.",22472,3010349.0,0,3.35,,
2429,Schweizerische Mobiliar Asset Management AG,22350.0,3.0959220000000003,Schweizerische Mobiliar Asset Management AG,24950,2818750.0,-10.99,9.37,,
2430,Old Dominion Capital Management Inc.,22305.0,3.0896886,"Old Dominion Capital Management, Inc.",22305,2987978.0,0,3.35,,
2431,I.B.I Mutual Funds Management (1978) Ltd.,22260.0,3.0834552000000004,IBI Mutual Funds Management (1978) Ltd.,63950,6830500.0,-96.72,-75.59,,
2432,Guardian Investor Services LLC,22224.0,3.07846848,Vestor Capital LLC,204659,27416120.0,-160.82,-159.62,,
2433,VeraBank NA,22219.0,3.07777588,VeraBank NA (Investment Management),22219,2976457.0,0,3.35,,
2434,First Financial Bank NA,22197.0,3.07472844,First Financial Bank N.A. - Trust Division,127696,17106156.0,-140.77,-139.06,,
2435,Canton Hathaway LLC,22184.0,3.07292768,Canton Hathaway LLC,22184,2971769.0,0,3.35,,
2436,"Atlas Brown Investment Advisors, Inc.",22172.0,3.07126544,Atlas Capital Advisors LLC,16158,2164526.0,31.38,34.64,,
2437,Banque Pictet & Cie (Asia) Ltd,22159.0,3.06946468,Banque Pictet & Cie SA,1020021,136642013.0,-191.5,-191.21,,
2438,Pratt Collard Advisory Partners LLC,22118.0,3.06378536,Pratt Collard Advisory Partners LLC,22118,2962927.0,0,3.35,,
2439,Diversified Trust Co.,22113.0,3.06309276,Diversified Trust Co.,22113,2962257.0,0,3.35,,
2440,FORT L.P.,22082.0,3.05879864,FORT LP,22082,2958105.0,0,3.35,,
2441,Sonata Capital Group Inc,22071.0,3.05727492,"Sonata Capital Group, Inc.",22071,2956631.0,0,3.35,,
2442,CRA Financial Services LLC,22010.0,3.0488252,CRA Financial Services LLC,22767,3049867.0,-3.38,-0.03,,
2443,Enlightenment Research LLC,22000.0,3.04744,Enlightenment Research LLC,22000,2947120.0,0,3.35,,
2444,Parisi Gray Wealth Management LLC,21978.0,3.04439256,Parisi Gray Wealth Management LLC,21978,2944173.0,0,3.35,,
2445,Taylor Hoffman Wealth Management LLC,21936.0,3.03857472,Taylor Hoffman Wealth Management LLC,21936,2938547.0,0,3.35,,
2446,Administradora General de Fondos Security SA,21906.0,3.03441912,Administradora General de Fondos Security SA,21906,2934528.0,0,3.35,,
2447,Altman Advisors Inc,21900.0,3.033588,"Altman Advisors, Inc.",21900,2933724.0,0,3.35,,
2448,Brookstone Capital Management LLC,21889.0,3.03206428,Brookstone Capital Management LLC,21889,2932250.0,0,3.35,,
2449,Jaffe Tilchin Investment Partners LLC,21881.0,3.03095612,Jaffe Tilchin Investment Partners LLC,21881,2931179.0,0,3.35,,
2450,Carlson Capital Management Inc.,21753.0,3.01322556,Carlson Capital Management LLC,21753,2914032.0,0,3.35,,
2451,TrustCo Bank,21750.0,3.01281,Trustco Bank Corp. (New York) (Investment Management),21750,2913630.0,0,3.35,,
2452,First Commonwealth Financial Corp.,21731.0,3.01017812,"First Asset Investment Management, Inc.",83414,11499454.0,-117.33,-117.02,,
2453,Keudell Morrison Wealth Management LLC,21726.0,3.00948552,Keudell/Morrison Wealth Management,21726,2910415.0,0,3.35,,
2454,Cornell Pochily Investment Advisors Inc.,21694.0,3.00505288,"Cornell Pochily Investment Advisors, Inc.",21694,2906128.0,0,3.35,,
2455,Prestige Wealth Management Group LLC,21683.0,3.00352916,"S & Co., Inc.",110718,14831783.0,-134.49,-132.64,,
2456,Eos Partners L.P.,21620.0,2.9948023999999998,Investment Partners Ltd.,31491,4218534.0,-37.17,-33.93,,
2457,Intact Investment Mgmt Inc.,21600.0,2.992032,M&G Investment Management Ltd.,4786638,641218026.0,-198.2,-198.14,,
2458,Quadrant Capital Management LLC,21550.0,2.985106,Quadrant Capital Group LLC,65741,8806664.0,-101.25,-98.74,,
2459,Sovarnum Capital LP,21500.0,2.97818,Sovarnum Capital LP,21500,2880140.0,0,3.35,,
2460,Dean Investment Associates LLC,21488.0,2.97651776,"CI Investments, Inc.",2428947,325381740.0,-196.49,-196.37,,
2461,HM Capital Management LLC,21456.0,2.97208512,HM Capital Management LLC,21456,2874246.0,0,3.35,,
2462,Garrison Point Advisors LLC,21429.0,2.96834508,Garrison Point Advisors LLC,21429,2870629.0,0,3.35,,
2463,Angeles Investment Advisors LLC,21413.0,2.96612876,Angeles Investment Advisors LLC,21413,2868485.0,0,3.35,,
2464,Piguet Galland & Cie SA,21400.0,2.964328,Piguet Galland & Cie SA,26250,3158247.0,-20.36,-6.33,,
2465,Eika Kapitalforvaltning AS,21364.0,2.95934128,Eika Kapitalforvaltning AS,21364,2945242.0,0,0.48,,
2466,Central Bank & Trust Co.,21323.0,2.95366196,Capital Bank & Trust Co. (Investment Management),1629688,218313004.0,-194.83,-194.66,,
2467,Riedweg & Hrovath AG,21300.0,2.9504759999999997,Riedweg & Hrovat AG,17290,2125100.0,20.78,32.52,,
2468,Pinnacle Holdings LLC,21282.0,2.94798264,Pinnacle Holdings LLC,21282,2850937.0,0,3.35,,
2469,Butensky & Cohen Financial Security Inc.,21274.0,2.94687448,"Butensky & Cohen Financial Security, Inc.",21274,2849865.0,0,3.35,,
2470,Financial Sense Advisors Inc.,21256.0,2.94438112,"Financial Sense Advisors, Inc.",21256,2847454.0,0,3.35,,
2471,Aviance Capital Partners LLC,21174.0,2.93302248,Aviance Capital Partners LLC,21174,2836469.0,0,3.35,,
2472,MCF Advisors LLC,21162.0,2.93136024,MCF Advisors LLC,21162,2834862.0,0,3.35,,
2473,Edmond de Rothschild Asset Management (Luxembourg),21140.0,2.9283127999999996,Edmond de Rothschild Asset Management (Luxembourg) SA,130349,17461552.0,-144.18,-142.55,,
2474,Lakeview Capital Partners LLC,21115.0,2.9248498,Lakeview Capital Partners LLC,21115,2828565.0,0,3.35,,
2475,Kavar Capital Partners LLC,21042.0,2.91473784,Kavar Capital Partners LLC,21042,2818786.0,0,3.35,,
2476,Vivaldi Capital Management LLC,21042.0,2.91473784,Vivaldi Capital Management LLC,21042,2818786.0,0,3.35,,
2477,Cornerstone Wealth Group LLC,21032.0,2.91335264,"Cornerstone Capital, Inc.",213642,28619482.0,-164.15,-163.04,,
2478,Bank of Stockton,20967.0,2.90434884,Bank of Stockton (Investment Management),20967,2808739.0,0,3.35,,
2479,Arabesque Asset Management Ltd,20855.0,2.8888346,Arabesque Asset Management Ltd.,20855,2793736.0,0,3.35,,
2480,Boltwood Capital Management,20854.0,2.88869608,Boltwood Capital Management,20854,2793602.0,0,3.35,,
2481,Otter Creek Advisors LLC,20850.0,2.8881419999999998,Otter Creek Advisors LLC,20850,2793066.0,0,3.35,,
2482,Warburg Invest AG,20804.0,2.88177008,Warburg Invest AG,20837,2334369.0,-0.16,20.99,,
2483,IMA Wealth Inc.,20785.0,2.8791382000000003,"IMA Wealth, Inc.",20785,2784359.0,0,3.35,,
2484,Brompton Funds Ltd.,20689.0,2.86584028,Capital Fund Management SA,182313,24422649.0,-159.23,-157.99,,
2485,Kaizen Advisory LLC,20677.0,2.86417804,Kaizen Advisory LLC,20677,2100163.0,0,30.78,,
2486,Holland & Co LLC,20600.0,2.853512,Holland & Co. LLC,20600,2759576.0,0,3.35,,
2487,Grove Bank & Trust,20490.0,2.8382747999999998,Capital Bank & Trust Co. (Investment Management),1629688,218313004.0,-195.03,-194.87,,
2488,More Mutual Funds Management (2013) Ltd.,20478.0,2.83661256,Capital Fund Management SA,182313,24422649.0,-159.61,-158.38,,
2489,Financial Advisory Service Inc.,20471.0,2.83564292,"Financial Advisory Service, Inc.",20471,2742295.0,0,3.35,,
2490,Financial Advisors LLC,20452.0,2.83301104,The Financial Advisors LLC,20452,2739750.0,0,3.35,,
2491,Cooper Financial Group,20431.0,2.83010212,Cooper Financial Group,20431,2736937.0,0,3.35,,
2492,Centaurus Financial Inc.,20418.0,2.82830136,"Centaurus Financial, Inc.",20418,2735195.0,0,3.35,,
2493,Brandywine Oak Pvt. Wealth LLC,20380.0,2.8230376,Brandywine Oak Private Wealth LLC,20380,2730105.0,0,3.35,,
2494,British Steel Pension Fund,20373.0,2.82206796,Capital Fund Management SA,182313,24422649.0,-159.79,-158.57,,
2495,Leisure Capital Management Inc.,20362.0,2.82054424,"Leisure Capital Management, Inc.",20362,2727694.0,0,3.35,,
2496,Kingfisher Capital LLC,20344.0,2.81805088,Kingfisher Capital LLC,20344,2725282.0,0,3.35,,
2497,Lee Financial Co. LLC,20321.0,2.81486492,Lee Financial Co. LLC,20321,2722201.0,0,3.35,,
2498,GENUS Capital Management Inc.,20300.0,2.8119560000000003,"S & Co., Inc.",110718,14831783.0,-138.02,-136.25,,
2499,Evanson Asset Management LLC,20277.0,2.80877004,Evanson Asset Management LLC,20277,2716307.0,0,3.35,,
2500,Capital Management Associates Inc,20249.0,2.80489148,Oak Associates Ltd.,310485,41592571.0,-175.51,-174.73,,
2501,Miles Capital Inc.,20237.0,2.80322924,"Miles Capital, Inc.",20237,2710949.0,0,3.35,,
2502,Pictet Bank & Trust Ltd,20220.0,2.8008744,Pictet Asset Management SA,5319687,712625270.0,-198.49,-198.43,,
2503,SVM Asset Management Ltd.,20160.0,2.7925632,SVM Asset Management Ltd.,20160,2700634.0,0,3.35,,
2504,Squar Milner Financial Services LLC,20087.0,2.78245124,Squar Milner Financial Services LLC,20087,2690855.0,0,3.35,,
2505,Pinnacle Wealth Planning Services Inc.,20079.0,2.78134308,"Pinnacle Wealth Planning Services, Inc.",20079,2689783.0,0,3.35,,
2506,Tokio Marine Asset Management Co. Ltd.,20075.0,2.780789,"Tokio Marine Asset Management Co., Ltd.",20075,2689247.0,0,3.35,,
2507,Strategic Capital Advisers Inc.,20072.0,2.78037344,"Strategic Capital Advisers, Inc.",20072,2688845.0,0,3.35,,
2508,Syntal Capital Partners LLC,20031.0,2.77469412,Syntal Capital Partners LLC,20031,2683353.0,0,3.35,,
2509,Blue Edge Capital LLC,20027.0,2.77414004,Blue Edge Capital LLC,20027,2682817.0,0,3.35,,
2510,Peconic Partners LLC,20000.0,2.7704,Peconic Partners LLC,20000,2679200.0,0,3.35,,
2511,Creutz & Partners,20000.0,2.7704,Creutz & Partners Global Asset Management SA,39500,4012015.0,-65.55,-36.61,,
2512,Rossier Mari & Associates AG,20000.0,2.7704,"Rossier, Mari & Associates AG",20000,2679200.0,0,3.35,,
2513,Barbara Oil Co.,20000.0,2.7704,RBA Wealth Management LLC,25350,3395886.0,-23.59,-20.29,,
2514,Canal Capital Management LLC,19976.0,2.76707552,Canal Capital Management LLC,19976,2675985.0,0,3.35,,
2515,American Asset Management Inc.,19966.0,2.76569032,"American Asset Management, Inc.",19966,2674645.0,0,3.35,,
2516,Jackson Grant Investment Advisers Inc.,19959.0,2.76472068,"Jackson, Grant Investment Advisers, Inc.",19959,2673708.0,0,3.35,,
2517,Wealthstone Family Office LLC,19958.0,2.76458216,WealthStone Family Office LLC,19958,2673574.0,0,3.35,,
2518,Shorepoint Capital Partners LLC,19880.0,2.7537776000000003,Investment Partners Ltd.,31491,4218534.0,-45.2,-42.02,,
2519,Full Sail Capital LLC,19823.0,2.74588196,Full Sail Capital LLC,19823,2655489.0,0,3.35,,
2520,Weberbank AG,19800.0,2.742696,Weberbank AG,21274,2849865.0,-7.18,-3.83,,
2521,Symphony Asset Management LLC,19771.0,2.73867892,Symphony Asset Management LLC,19771,2648523.0,0,3.35,,
2522,CI Investment Consulting,19760.0,2.7371552,"CI Investments, Inc.",2428947,325381740.0,-196.77,-196.66,,
2523,Wunderlich Capital Management LLC,19754.0,2.73632408,Wunderlich Capital Management LLC,19754,2646246.0,0,3.35,,
2524,Cable Hill Partners LLC,19729.0,2.73286108,Cable Hill Partners LLC,19729,2642897.0,0,3.35,,
2525,Bernardo Wealth Planning LLC,19714.0,2.73078328,Bernardo Wealth Planning LLC,19714,2640887.0,0,3.35,,
2526,ADEPA Asset Management SA,19700.0,2.728844,Adepa Asset Management SA,12900,1728084.0,41.72,44.91,,
2527,First Bank & Trust,19640.0,2.7205328,Capital Bank & Trust Co. (Investment Management),1629688,218313004.0,-195.24,-195.08,,
2528,Vantage Financial Partners Ltd.,19627.0,2.71873204,Vantage Financial Partners Ltd.,19627,2629233.0,0,3.35,,
2529,Crewe Advisors Llc,19624.0,2.71831648,"Crewe Advisors, LLC",19624,2628831.0,0,3.35,,
2530,Congress Park Capital LLC,19621.0,2.71790092,Congress Park Capital LLC,19621,2628429.0,0,3.35,,
2531,Global Wealth Management Investment Advisory Inc.,19621.0,2.71790092,"Global Wealth Management Investment Advisory, Inc.",19621,2628429.0,0,3.35,,
2532,Union Street Partners LLC,19620.0,2.7177624,Unio Capital LLC,87843,11767448.0,-126.97,-124.95,,
2533,Prescient Management Co.,19544.0,2.70723488,"CI Investments, Inc.",2428947,325381740.0,-196.81,-196.7,,
