factset_entity_id,Name,Position,Style,Turnover,EquityAssets,QualityRating
0080QY-E,GSA Capital Partners LLP,0,Hedge Fund,Very High,1684.206786,15
0080TH-E,Alpha Windward LLC,1628,GARP,Medium,185.018079,40
0080Z3-E,Echo Street Capital Management LLC,0,Hedge Fund,Medium,5665.005533,49
00820D-E,Geller Advisors LLC,0,GARP,Low,269.932088,63
0083Z0-E,Maryland Capital Management LLC,0,GARP,Very Low,824.864716,69
0084HS-E,ProShare Advisors LLC,503535,Index,Very Low,16928.97989,79
0085KN-E,Levin Capital Strategies LP,7703,Value,Very Low,2270.25142,73
0088Q5-E,TIG Advisors LLC,0,Hedge Fund,Very High,3002.459849,36
0088TN-E,"Willis Investment Counsel, Inc.",96600,Yield,Very Low,1502.924748,75
0088VB-E,Indiana Trust & Investment Management Co.,3169,GARP,Very Low,198.26013,57
008C5Q-E,"Transamerica Financial Advisors, Inc.",0,GARP,Very Low,207.963992,52
008JN6-E,"UBS Trust Co., NA",0,Undefined,Medium,0,0
008JVS-E,myCIO Wealth Partners LLC,265944,GARP,Very Low,1219.156183,67
008K0W-E,United Capital Financial Advisers LLC,19600,GARP,Low,14432.65025,74
008K3J-E,Alaska Retirement Management Board,34155,Yield,Very Low,5788.58947,69
008K92-E,CIM LLC,0,Growth,Very Low,289.251582,61
008LV9-E,Wealthcare Capital Management LLC,0,Yield,Very Low,702.146821,65
008LX4-E,Menta Capital LLC,0,Hedge Fund,High,449.175485,15
008M6C-E,Premier Asset Management LLC,0,Growth,Medium,524.164438,51
008ND1-E,Ballentine Partners LLC,2617,Growth,Very Low,1958.046147,70
008QZL-E,Livingston Group Asset Management Co.,0,GARP,Very Low,243.284266,52
008RY4-E,IKOS CIF Ltd.,0,Hedge Fund,Medium,0,0
008Y5F-E,Helios Advisors LLC,0,Hedge Fund,Medium,0,0
008Z3V-E,Marble Harbor Investment Counsel LLC,37029,Yield,Very Low,565.537858,64
008ZDW-E,Platte River Capital LLC,0,GARP,Medium,0,0
008ZRF-E,West Oak Capital LLC,12749,GARP,Very Low,162.850237,52
008ZYC-E,CTC Alternative Strategies Ltd.,0,Hedge Fund,Medium,0,0
00903J-E,BLB&B Advisors LLC,4795,Yield,Very Low,857.723138,66
00907S-E,Reilly Financial Advisors LLC,42271,GARP,Low,796.665522,59
00909K-E,HBK Sorce Advisory LLC,1185,GARP,Low,1010.124938,62
0090BC-E,Azimuth Capital Management LLC,14648,GARP,Low,1579.765289,65
0090BN-E,"Horrell Capital Management, Inc.",0,GARP,Very Low,210.73018,54
0090CC-E,HHG & Co LLC,0,Yield,Medium,0,0
0090G1-E,OFI Advisors LLC,3579,Undefined,Medium,7051.915418,55
0090LS-E,Richard C. Young & Co. Ltd.,35315,Yield,Medium,587.076538,57
0090MY-E,AlphaSimplex Group LLC,9031,Hedge Fund,Medium,338.366289,26
0090NW-E,Rex Capital Advisors LLC,0,GARP,Very Low,121.529272,64
0090P7-E,Absolute Return Capital LLC,0,Hedge Fund,Medium,0,0
0090PM-E,"Mathes Co., Inc.",0,GARP,Very Low,207.858991,52
0090PP-E,Newbrook Capital Advisors LP,0,Hedge Fund,High,1716.328907,41
0090PS-E,"Patriot Wealth Management, Inc.",42658,GARP,Low,765.235857,68
0090Q2-E,Argyll Research  LLC,0,Yield,Medium,409.481785,67
0090Q3-E,Arrow Capital Management LLC,0,Hedge Fund,Medium,0,0
0090Q4-E,Barton Investment Management LLC,0,Growth,Very Low,612.278119,73
0090RF-E,"Tradeworx, Inc.",0,Hedge Fund,Medium,0,0
0090RH-E,Weiss Multi-Strategy Advisers LLC,0,Hedge Fund,High,4217.739063,33
0090TB-E,AMG National Trust Bank,0,GARP,Very Low,1641.538019,70
0090YC-E,Nicholas Investment Partners LP,0,Growth,High,1411.743219,50
0090ZR-E,PalmerDodge Advisors LLC,0,Undefined,Medium,0,0
0091MB-E,Beach Investment Management LLC,0,Hedge Fund,Low,67.696359,23
0091ZV-E,"Pineno Levin & Ford Asset Management, Inc.",0,GARP,Very Low,243.625733,60
00925W-E,Ionic Capital Management LLC,0,Hedge Fund,Medium,295.854157,29
0092S3-E,"L&S Advisors, Inc.",6647,GARP,Low,718.700323,60
00994K-E,AmericaFirst Capital Management LLC,0,GARP,High,340.409569,29
009964-E,Telemus Capital LLC,2676,GARP,Low,1360.967951,62
0099RT-E,CNB Bank,2194,Undefined,Low,194.491206,47
009C0K-E,"WBI Investments, Inc.",0,Yield,High,2374.100169,53
009HC1-E,Miller Investment Management LP,0,GARP,Very Low,400.003171,65
009HHN-E,Jaffe Tilchin Investment Partners LLC,4335,Growth,Medium,550.88905,49
009JC8-E,"GHP Investment Advisors, Inc.",16440,GARP,Very Low,789.855683,66
009JNC-E,"AdvisorNet Financial, Inc.",1414,Growth,Very Low,825.537609,53
009JPF-E,Zevin Asset Management LLC,0,GARP,Very Low,326.712034,61
009JPW-E,AlphaMark Advisors LLC,28,GARP,Medium,264.080394,41
009K4M-E,Security Investors LLC,19365,Index,Low,5838.912893,64
009K4X-E,"Thompson, Siegel & Walmsley LLC",201,Value,Low,7171.711955,72
009MMX-E,Aviance Capital Management LLC,0,Yield,Medium,671.557144,53
009ND6-E,KBC Asset Management NV,48282,GARP,Medium,6253.066547,62
009S80-E,"First Republic Investment Management, Inc.",52966,GARP,Very Low,19489.30776,81
009S8T-E,"Ameritas Investment Partners, Inc.",16800,GARP,Very Low,2188.022213,61
009SF1-E,Managed Account Advisors LLC,2990481,GARP,Low,245383.2238,90
009TC5-E,Nationwide Fund Advisors,0,GARP,Very Low,960.577306,82
009TKS-E,Mar Vista Investment Partners LLC,0,GARP,Very Low,3941.231256,82
009VM4-E,3G Capital Partners LP (New York),0,Hedge Fund,Medium,1397.738452,40
009X9F-E,Renaissance Investment Group LLC,39549,GARP,Very Low,250.941969,61
009XQF-E,Cubic Asset Management LLC,0,GARP,Very Low,346.060093,58
009XTD-E,Athena Capital Advisors LLC,0,Yield,Medium,476.874429,44
009YQY-E,"SMITH HAYES Advisers, Inc.",0,GARP,Medium,0,0
009YY7-E,Vigilant Capital Management LLC,1016,GARP,Very Low,723.489113,57
009Z3C-E,ELM Advisors LLC,0,GARP,Very Low,153.710435,53
009Z41-E,Birch Hill Investment Advisors LLC,9407,GARP,Very Low,1322.10601,74
009ZM3-E,SpiderRock Trading LLC,0,Undefined,Medium,0,0
009ZPD-E,"Financial Architects, Inc.",1056,Yield,Very Low,581.503993,56
009ZPJ-E,Apriem Advisors,0,Yield,Medium,475.183275,51
009ZY2-E,Turtle Creek Management LLC,1150,Yield,Very Low,1875.064364,75
009ZY3-E,"Howe Barnes Capital Management, Inc.",0,Undefined,Medium,0,0
009ZZ6-E,Resources Management Corp.,5243,Undefined,Very Low,451.732236,57
009ZZY-E,Weiss Asset Management LP,1130,Hedge Fund,High,1913.677943,27
00B01D-E,Spears Abacus Advisors LLC,5325,GARP,Very Low,822.743386,69
00B07H-E,WhaleRock Point Partners LLC,0,GARP,Very Low,158.918655,54
00B0TT-E,WealthTrust Fairport LLC,30673,GARP,Very Low,1063.094274,64
00B0V7-E,"First City Capital Management, Inc.",1300,Yield,Very Low,142.236477,53
00B130-E,Northwest Investment Counselors LLC,0,GARP,Very Low,261.862616,58
00B346-E,LPL Financial LLC,37334,Index,Very Low,44596.29738,84
00B3VC-E,Asset Management Advisors LLC,0,GARP,Very Low,132.434466,62
00B4HZ-E,Global X Management Co. LLC,11785,Value,Medium,12243.44966,71
00B59G-E,Montecito Bank & Trust (Invt Mgmt),0,GARP,Very Low,336.348351,53
00B6BP-E,First National Bank of Mount Dora Trust Services,0,GARP,Very Low,233.122283,55
00B6N0-E,Plante Moran Financial Advisors LLC,534,GARP,Very Low,327.115434,53
00BCGS-E,Greenwich Wealth Management LLC,0,GARP,Very Low,580.021773,64
00BDK5-E,Confluence Investment Management LLC,116422,GARP,Low,6204.390441,74
00BDYW-E,EquityCompass Investment Management LLC,0,GARP,Medium,130.440902,44
00BJ81-E,Cerebellum GP LLC,1178,Hedge Fund,High,169.17411,12
00BJCT-E,Galaxy Capital Management,0,Hedge Fund,Medium,0,0
00BKYH-E,Jesaga Advisers LLC,0,Hedge Fund,Medium,0,0
00BL9L-E,Indices-Pac Research Corp.,0,Hedge Fund,Medium,0,0
00BMFP-E,"Benjamin F. Edwards & Co., Inc.",538,GARP,Very Low,546.762449,55
00BMZN-E,"Ausdal Financial Partners, Inc.",0,Undefined,Very Low,331.160395,54
00BPQ7-E,"Strategic Financial Services, Inc. (New York)",0,GARP,Low,750.997541,64
00BQ7S-E,Quotient Investors LLC,0,GARP,Medium,0,0
00BQDB-E,Parkside Financial Bank & Trust,568,GARP,Very Low,302.095878,53
00BQNJ-E,Fort Hill Capital Management LLC,0,Hedge Fund,Medium,0,0
00BQT2-E,Arrowgrass Capital Partners (US) LP,77000,Hedge Fund,High,2477.307669,33
00BQTC-E,LS Investment Advisors LLC,33876,GARP,Very Low,1626.623398,61
00BQTG-E,Palladium Partners LLC,0,GARP,Very Low,1405.210326,70
00BQVB-E,Sterneck Capital Management LLC,1600,GARP,Very Low,123.980742,56
00BQWV-E,"IMA Wealth, Inc.",135,GARP,Very Low,268.786604,42
00BR1T-E,SignatureFD LLC,1050,Yield,Medium,1189.267899,48
00BR1V-E,SIR Capital Management LP,104151,Hedge Fund,High,864.983392,33
00BRBB-E,"First Allied Asset Management, Inc.",0,GARP,Medium,0,0
00BRFS-E,"CONCERT Wealth Management, Inc.",0,GARP,Medium,0,0
00BZKF-E,TD Ameritrade Investment Management LLC,31,GARP,Very Low,11912.77703,81
00BZN0-E,Freshford Capital Management LLC,284822,Hedge Fund,Medium,707.751449,45
00C17P-E,"Sarbit Advisory Services, Inc.",0,GARP,Very Low,409.347553,70
00C18P-E,KKR Investment Management LLC,0,Deep Value,Low,875.735084,72
00C18R-E,Saiers Capital LLC,0,Hedge Fund,Medium,0,0
00C38M-E,GAM Investment Management (Switzerland) AG,4957,GARP,Very Low,1025.14296,59
00C50B-E,"YHB Investment Advisors, Inc.",1179,GARP,Very Low,657.214268,65
00C6P0-E,Hatteras Funds LP,0,Hedge Fund,Medium,15.877895,26
00C715-E,Eastover Investment Advisors LLC,0,Undefined,Medium,0,0
00C84T-E,Nuance Investments LLC,0,Value,Low,2141.206897,75
00C8Q5-E,Asset Dedication LLC,100,Growth,Very Low,296.69463,53
00C8Y7-E,"Endurance Wealth Management, Inc.",50,GARP,Very Low,615.138679,61
00C94T-E,Crestwood Capital Management LP,0,Hedge Fund,Low,207.019293,40
00CBLB-E,"National Asset Management, Inc.",1858,GARP,Low,845.766594,55
00CC68-E,FFCM LLC,0,GARP,Medium,546.235567,44
00CDHR-E,"Smith, Salley & Associates LLC",0,GARP,Very Low,654.507322,60
00CDLB-E,Virtu Financial BD LLC,0,GARP,Very High,2069.406256,37
00CDZP-E,Westover Capital Advisors LLC,8401,GARP,Low,226.381806,52
00CDZV-E,"Jack Moller & Associates, Inc.",2000,Yield,Low,250.559279,56
00CF05-E,Tiedemann Advisors LLC,4598,Yield,Low,2198.227619,66
00CF6W-E,SAS Capital Management LLC,0,GARP,Medium,0,0
00CF8F-E,KBC Fund Management Ltd.,90677,GARP,High,6308.781584,52
00CF8J-E,MM Capital LLC,0,Hedge Fund,Medium,46.473374,40
00CF9G-E,SB Schonfeld Fund Advisors LLC,0,Hedge Fund,Medium,0,0
00CFB2-E,CSat Investment Advisory LP,40,Hedge Fund,Medium,143.401235,19
00CFBL-E,"Mesirow Advanced Strategies, Inc.",0,Hedge Fund,Medium,0,0
00CFMZ-E,Halbert Hargrove Global Advisors LLC,0,GARP,Very Low,438.478476,65
00CFYZ-E,HAP Trading LLC,0,Hedge Fund,High,1791.261501,27
00CG3B-E,WESPAC Advisors LLC,0,Yield,High,258.3476,46
00CGZD-E,Two Sigma Securities LLC,0,Broker Dealer,High,929.902585,18
00CLF6-E,QRT Management LLC,0,Undefined,Medium,0,0
00CLJ7-E,Lombard Odier Asset Management (USA) Corp.,0,Hedge Fund,High,1210.072549,27
00CP18-E,"JOYN Advisors, Inc.",0,GARP,Very Low,479.537165,55
00CQW8-E,"Counsel Portfolio Services, Inc.",0,GARP,Medium,0,0
00CS1Q-E,"Burt Associates, Inc.",101,GARP,Low,225.552275,48
00CX44-E,DBX Advisors LLC,18941,Value,Very Low,1582.870638,60
00D0PV-E,"Brockhouse & Cooper International, Inc.",0,Undefined,Medium,0,0
00D0Q0-E,Sequent Asset Management LLC,0,Yield,Very Low,169.827543,60
00D0Q7-E,Benin Management Corp.,2605,GARP,Very Low,234.310855,60
00D0QP-E,Wall Street Access Asset Management LLC,0,GARP,Very Low,68.268262,51
00D127-E,Pathstone Family Office LLC,257,Agg Growth,Very Low,794.236347,43
00D13P-E,"First Allied Advisory Services, Inc.",2226,GARP,Low,3030.83605,63
00D157-E,Nelson Roberts Investment Advisors LLC,0,GARP,Low,407.408188,51
00D15P-E,"The Retirement Planning Group, Inc.",0,GARP,Very Low,416.272502,65
00D16K-E,E*TRADE Capital Management LLC,4340,GARP,Low,3600.14045,63
00D17K-E,Salient Capital Advisors LLC,0,Yield,Medium,4864.027551,70
00D1C5-E,"10-15 Associates, Inc.",11219,Yield,Low,512.780114,61
00D1CQ-E,Quantbot Technologies LP,0,Hedge Fund,Very High,1897.118353,16
00D1DK-E,Hemenway Trust Co. LLC,10608,GARP,Very Low,2571.585485,76
00D1FG-E,Two Sigma Advisers LP,175096,Hedge Fund,Medium,42437.5583,54
00D1G3-E,Orbitronix LP,0,Hedge Fund,Medium,0,0
00D1G6-E,RHG Capital LP,0,Hedge Fund,Medium,0,0
00D3JM-E,Simplex Trading LLC,0,Broker Dealer,Very High,1898.329041,15
00D6GY-E,"American National Registered Investment Advisor, Inc.",28367,GARP,Very Low,2153.075065,71
00D6QM-E,Marshall Wace Asia Ltd.,0,Hedge Fund,High,4937.494503,40
00D6V2-E,Highlander Capital Management LLC,0,GARP,Very Low,148.166592,51
00D703-E,Parallax Volatility Advisers LP,3913,Hedge Fund,High,5501.68327,26
00DBT0-E,"CI Global Investments, Inc.",0,GARP,Medium,6500.105887,71
00DCBL-E,"Clean Yield Group, Inc.",2045,GARP,Very Low,248.994683,53
00DFPF-E,MetLife Investment Management LLC,62432,GARP,Very Low,9335.750912,70
00DJ0P-E,WFG Advisors LP,0,Yield,Medium,0,0
00DJHK-E,Summit Global Investments LLC,22500,Yield,Medium,977.750457,54
00DJP1-E,"Price Wealth Management, Inc.",0,Undefined,Very Low,344.529077,58
00DL0S-E,Parametrica Management Ltd.,0,Hedge Fund,High,136.036099,11
00DL3B-E,Good Harbor Financial LLC,1172,Yield,Medium,238.152098,45
00DQJ0-E,Community Financial Services Group LLC,0,Yield,Low,309.879598,56
00DQTN-E,Highland Capital Management Fund Advisors LP,0,GARP,Medium,1103.084111,55
00DR00-E,40 North Management LLC,0,Hedge Fund,Medium,1138.906061,51
00DR3X-E,"CAI Capital Management, Inc.",0,Undefined,Medium,0,0
00DR6L-E,Riley Creek Capital Management LLC,0,Hedge Fund,Medium,0,0
00DR6Z-E,"Mraz, Amerine & Associates, Inc.",3703,Value,Very Low,333.325529,58
00DTLJ-E,Belvedere Trading LLC,0,GARP,Very High,91.878973,46
00DY2K-E,Invictus RG Pte Ltd.,0,Hedge Fund,High,111.60997,12
00F634-E,Semper Trust Co.,0,Yield,Medium,0,0
00FBN9-E,Summit Securities Group LLC,0,GARP,High,389.275843,39
00FC58-E,Airain Ltd.,0,Hedge Fund,Medium,0,0
00FC5V-E,Green Valley Investors LLC,424354,GARP,Very Low,2384.018984,82
00FC62-E,Riverhead Capital Management LLC,14586,GARP,Medium,2528.330691,53
00FC64-E,Tiverton Asset Management LLC,12313,GARP,Very Low,2349.119563,68
00FC86-E,Nine Chapters Capital Management LLC,0,Hedge Fund,Medium,0,0
00FC8B-E,"Kemnay Advisory Services, Inc.",0,GARP,Medium,551.161794,52
00FC8N-E,Cipher Capital LP,0,Hedge Fund,High,1686.19156,24
00FC8S-E,Ergoteles LLC,0,Hedge Fund,Very High,3415.247956,23
00FC8X-E,Kinneret Advisory LLC,5510,Hedge Fund,Very Low,479.259508,40
00FC9D-E,Zimmer Partners LP,0,Hedge Fund,Medium,10020.47845,54
00FCC8-E,Bernicke & Associates Ltd.,5204,GARP,Very Low,159.787762,60
00FDDB-E,HRT Financial LLC,0,Growth,Very High,1141.663767,36
00FGCN-E,Alexandria Capital LLC,0,GARP,Very Low,702.888192,65
00FH8G-E,Segment Wealth Management LLC,21478,GARP,Very Low,508.113236,63
00FT3V-E,"FTB Advisors, Inc.",320,GARP,Low,1275.458423,55
00FY7G-E,Swift Run Capital Management LLC,1054,Hedge Fund,Very Low,113.368104,39
00FYX9-E,Quantitative Systematic Strategies LLC,0,GARP,High,714.353172,38
00FYZ2-E,"Gideon Capital Advisors, Inc.",0,Hedge Fund,Very High,496.882969,11
00FZ3W-E,Seven Eight Capital LP,0,Hedge Fund,Very High,3313.49596,23
00G3W5-E,Archford Capital Strategies LLC,2249,GARP,Very Low,277.609621,53
00G3WB-E,Confluence Wealth Management LLC,2178,GARP,Very Low,207.664711,57
00G8LL-E,EOS Focused Equity Management LP,37687,Hedge Fund,High,105.667235,19
00GFHN-E,Aberdeen Standard Capital Ltd.,20658,Undefined,Very Low,17450.18663,85
00GLK4-E,"Godshalk Welsh Capital Management, Inc.",0,GARP,Very Low,105.691916,53
00GM83-E,Intersect Capital LLC,0,Yield,Very Low,327.554115,61
00GM9C-E,"The Patten Group, Inc.",0,GARP,Very Low,253.3581,48
05DYPD-E,"AGF Investments, Inc.",0,GARP,Very Low,10066.53519,77
05F9FS-E,AllianceBernstein LP,354454,GARP,Low,155433.8563,90
05F9FV-E,AXA Rosenberg Investment Management LLC,122500,Quant,Medium,11751.84473,52
05F9JR-E,Mellon Investments Corp.,1631546,Index,Very Low,146362.5337,93
05F9M2-E,"Franklin Advisers, Inc.",4218919,GARP,Very Low,109306.0993,94
05FBK7-E,Morgan Stanley & Co. LLC,220532,Broker Dealer,Medium,58622.20817,53
05FBN4-E,Coutts & Co.,142231,GARP,Medium,421.287136,55
05FDPK-E,Pacific Investment Management Co. LLC,0,GARP,Medium,5590.600675,65
05FDPL-E,Parametric Portfolio Associates LLC,691528,Index,Very Low,117266.4573,91
05FH61-E,Transamerica Investment Management LLC,0,Undefined,Medium,0,0
05FH6M-E,Optimum Investment Advisors LLC,1730,GARP,Very Low,315.340981,53
05FK9S-E,"IMS Capital Management, Inc.",0,GARP,Very Low,142.861417,51
05FL7Y-E,Wolverine Trading LLC,0,Broker Dealer,High,3815.532312,25
05FQ92-E,Rafferty Asset Management LLC,0,Index,Low,6496.11257,69
05FQH7-E,Pennsylvania Trust Co.,74757,GARP,Medium,2637.393114,61
05FQY9-E,Alpine Woods Capital Investors LLC,0,GARP,Very Low,489.370495,60
05FRVC-E,ClearBridge LLC,0,GARP,Very Low,357.301706,57
05FRVG-E,"QS Batterymarch Financial Management, Inc.",175000,Quant,Medium,0,0
05FVNC-E,"Colonial Trust Advisors, Inc.",58163,GARP,Very Low,535.294853,63
05FVS6-E,Ironwood Investment Management LLC,3004,Value,Very Low,135.275528,53
05FVV7-E,The Leuthold Group LLC (Investment Management),0,GARP,Medium,953.82166,54
05FVVM-E,ProFund Advisors LLC,8329,Index,Very Low,2201.009131,65
05FW5Q-E,AXA Investment Managers (Paris) SA,2023,GARP,Low,4165.600843,66
05FW5R-E,Aviva Investors France SA,0,GARP,Very Low,1669.833661,76
05FW5X-E,BNP Paribas Asset Management France SAS,101165,GARP,Low,5836.538723,69
05FW6B-E,Invesco Asset Management SA,0,GARP,Very Low,448.065703,70
05FW6C-E,Invesco Asset Management Ltd.,0,Growth,Very Low,12385.51493,73
05FW6N-E,Etoile Gestion SA,8030,Yield,Very Low,5205.592448,72
05FW7Z-E,JPMorgan Asset Management (UK) Ltd.,430900,GARP,Low,32144.73823,81
05FW81-E,AXA Investment Managers UK Ltd.,0,Growth,Low,8536.193868,73
05FW8P-E,CPR Asset Management SA,62567,GARP,Medium,8556.906708,66
05FWF7-E,Franklin Templeton Investment Management Ltd.,0,Value,Low,998.124804,64
05FWG7-E,Morgan Stanley Investment Management Ltd.,0,GARP,Low,18084.40654,82
05FWJJ-E,KBL European Private Bankers SA,0,GARP,Very Low,1009.796962,59
05FWKV-E,Baring Asset Management Ltd.,0,GARP,Very Low,11006.27245,74
05FWL8-E,UBS AG (Investment Management),326722,GARP,Very Low,52579.44695,88
05FWLH-E,"Aberdeen Standard Investments, Inc.",0,GARP,Low,4257.749407,70
05FWLL-E,National Westminster Bank Plc,335,GARP,Very Low,2.165754,50
05FWLP-E,Invesco Asset Management (Japan) Ltd.,1330,GARP,Medium,368.937503,49
05FWLZ-E,Aberdeen Asset Investments Ltd.,43139,GARP,Medium,9004.736177,66
05FYQF-E,"Yorktown Management & Research Co., Inc.",5000,Yield,Low,379.586444,51
05G027-E,1919 Investment Counsel LLC,218751,GARP,Very Low,7616.184743,73
05G1SL-E,NatWest Markest Plc (Investment Management),4317,Index,Very Low,101.901246,56
05G23H-E,Water Island Capital LLC,16968,Hedge Fund,High,4007.263334,39
05G259-E,"Cambridge Financial Group, Inc. (Ohio)",0,GARP,Low,217.955903,58
05G2B9-E,Kames Capital Plc,168116,GARP,Low,3975.01139,73
05G31Z-E,Investec Asset Management Ltd.,160000,GARP,Medium,26994.01686,78
05G36K-E,Gulf International Bank (UK) Ltd.,51957,GARP,Very Low,5854.441613,74
05G42Q-E,Royal Bank of Canada Investment Management (UK) Ltd.,0,GARP,High,30.349416,41
05G69G-E,Candriam Luxembourg SCA,0,GARP,Low,0,0
05G6QK-E,Aviva Investors Global Services Ltd.,82937,GARP,Low,13323.32439,76
05G79W-E,Nordea Investment Management AB (Denmark),225000,GARP,Low,48312.69488,85
05G86V-E,Kempen Capital Management NV,14821,Yield,Very Low,1149.901583,70
05GBGD-E,Amundi Deutschland GmbH,22890,Growth,Medium,1877.806632,58
05GH13-E,Baldwin Investment Management LLC,2800,Value,Very Low,337.672275,58
05GH73-E,Saturna Capital Corp.,201500,GARP,Very Low,3469.203806,78
05GNGN-E,"Wilmington Trust Investment Advisors, Inc.",41800,Yield,Very Low,9329.69999,73
05GNTC-E,"Ladenburg Thalmann Asset Management, Inc.",196,GARP,Low,1033.494751,56
05GRNK-E,"ClearArc Capital, Inc.",140448,GARP,Very Low,16037.05171,77
05GSG8-E,Threadneedle Asset Management Ltd.,200000,GARP,Low,17096.07176,81
05GYML-E,SAL Equity Trading GP,0,Yield,Medium,0,0
05H68V-E,JPMorgan Asset Management (Japan) Ltd.,9949,Deep Value,Low,901.139414,55
05H9LL-E,"BMO Asset Management, Inc.",98319,Yield,Very Low,52257.9142,88
05H9PN-E,"Maple Securities USA, Inc.",0,GARP,Medium,0,0
05HCR0-E,1832 Asset Management LP,500565,GARP,Medium,65839.77793,78
05HD3M-E,3 Banken-Generali Investment-Gesellschaft mbH,0,GARP,Medium,2819.680682,61
05HDD9-E,Manulife Asset Management (Hong Kong) Ltd.,19880,Value,High,4494.760063,53
05HFD3-E,Manulife Asset Management (Europe) Ltd.,0,GARP,Low,444.939217,61
05HJL4-E,"BMO Private Investment Counsel, Inc.",50,Yield,Low,3827.617149,66
05HKM8-E,"Intact Investment Management, Inc.",13300,Yield,Medium,2305.908077,61
05HP6D-E,AMP Capital Investors Ltd.,64494,GARP,Low,18195.65794,77
05HPFF-E,Canada Pension Plan Investment Board,37396,GARP,Medium,53507.88511,77
05HPS9-E,"Thornmark Asset Management, Inc.",0,GARP,Medium,0,0
05HQ7S-E,Guardian Capital LP,83274,Yield,Very Low,5545.704549,80
05J6JS-E,Nissay Asset Management Corp.,57812,Yield,Low,8362.521045,73
05J6QK-E,"Los Angeles Capital Management & Equity Research, Inc.",200000,Quant,Medium,18455.66273,54
05J6V0-E,The Bryn Mawr Trust Co.,15286,GARP,Very Low,1853.620047,70
05J6V2-E,Capital City Trust Co. (Florida),0,GARP,Very Low,241.166727,60
05J6XH-E,"Citizens Bank Wealth Management, NA",0,Undefined,Medium,0,0
05J8DV-E,Trustco Bank Corp. (New York) (Investment Management),1800,Yield,Very Low,89.627894,55
05J8GF-E,Wachovia Wealth Management,0,Undefined,Medium,0,0
05J8H4-E,Webster Financial Advisors,780,GARP,Very Low,705.935911,62
05J8NW-E,"Foyston, Gordon & Payne, Inc.",0,Yield,Very Low,534.190199,70
05JK5T-E,"The Roosevelt Investment Group, Inc.",0,GARP,Low,931.899516,64
05JP7W-E,"Highstreet Asset Management, Inc.",0,Yield,Low,1798.855017,62
05JZ8Y-E,Mariner Wealth Advisors-Cincinnati LLC,142689,GARP,Medium,1812.375637,67
05K084-E,"Sterne Agee Asset Management, Inc.",0,GARP,Medium,0,0
05K2L0-E,Invesco Australia Ltd.,0,Yield,Low,599.939135,56
05K31K-E,The Norinchukin Bank (Investment Management),41685,GARP,Very Low,7978.88611,80
05K75W-E,Findlay Park Partners LLP,2380000,GARP,Very Low,11732.22754,88
05K84F-E,Bridgewater Associates LP,0,GARP,Medium,17328.1655,72
05K8QH-E,JPMorgan International Bank Ltd.,39011,GARP,Medium,1349.903461,55
05K934-E,"Rotella Capital Management, Inc.",0,GARP,Medium,0,0
05KFM2-E,Goldman Sachs & Co. LLC,153154,Broker Dealer,Very Low,715.6426,53
05KQW8-E,The Retirement Systems of Alabama,102270,GARP,Very Low,20815.99988,85
05KVKH-E,Consulta Ltd.,0,Hedge Fund,Very Low,1123.1301,61
05KYGK-E,INTECH Investment Management LLC,150000,Quant,High,247.090951,25
05KZN7-E,"CIBC World Markets, Inc.",1613,Broker Dealer,Low,20981.41375,59
05L9XV-E,PGGM Vermogensbeheer BV,95000,Yield,Low,20605.5005,83
05LGJN-E,Buckingham Asset Management LLC,1652,GARP,Low,816.712938,58
05LGTQ-E,"Nikko Asset Management Americas, Inc.",0,Value,Low,4129.874198,74
05LK43-E,AMG Funds LLC,0,Undefined,Low,114.909072,48
05LLK7-E,"Dana Investment Advisors, Inc.",57603,GARP,Low,2317.215694,68
05LMKK-E,Passport Capital LLC,0,Hedge Fund,Very High,239.723421,26
05LMXJ-E,"BNP Paribas Asset Management USA, Inc.",67407,GARP,Low,9896.170674,73
05LQ04-E,Kentucky Retirement Systems,13892,GARP,Very Low,1513.246799,67
05LQC6-E,Cupps Capital Management LLC,0,Agg Growth,Medium,0,0
05LT39-E,Pacific Heights Asset Management LLC,85000,GARP,Very Low,799.053765,73
05LT9Y-E,"Argyle Capital Management, Inc.",6927,Yield,Very Low,260.860252,61
05LVK2-E,Fruth Investment Management,24017,GARP,Very Low,244.056647,57
05LVY7-E,South Texas Money Management Ltd.,0,GARP,Low,2536.785168,71
05LWBP-E,The Rock Creek Group LP,0,Growth,High,321.319973,41
05LX7C-E,Carnick & Kubik Group LLC,0,GARP,Low,607.682861,59
05LY5Y-E,Banc of America Securities LLC,0,Undefined,Medium,0,0
05LYGJ-E,Lebenthal Asset Management LLC,0,GARP,Medium,0,0
05M024-E,"RBC Dominion Securities, Inc.",0,Broker Dealer,Very High,4593.724023,17
05M3BS-E,Smith Affiliated Capital Corp.,0,GARP,Medium,0,0
05M4WB-E,"Tower Bridge Advisors, Inc.",32125,GARP,Very Low,870.588505,66
05M5P5-E,"Weaver C. Barksdale & Associates, Inc.",0,Growth,Medium,0,0
05M5R0-E,"Wilson, Kemp & Associates, Inc.",0,Undefined,Medium,0,0
05M67X-E,Aurora Investment Counsel,8635,GARP,Medium,247.268366,45
05M6VN-E,"Long Wharf Investors, Inc.",0,Undefined,Medium,0,0
05M6YN-E,Whitney Bank (Old),0,Undefined,Medium,0,0
05M8NR-E,"Beech Hill Advisors, Inc.",0,GARP,Low,183.243599,55
