factset_entity_id,Name,Position,Style,Turnover,EquityAssets,QualityRating
002J6J-E,"Deutsche Bank Securities, Inc.",2507,Broker Dealer,High,6144.129102,26
002J6Y-E,Heritage Investors Management Corp.,61407,GARP,Very Low,1696.850109,72
002J75-E,Kanaly Trust LTA,0,Yield,Medium,0,0
002J7H-E,Monroe Bank & Trust,0,GARP,Medium,311.821674,49
002J8K-E,Cadence Capital Management LLC,11020,Yield,Low,1383.964595,59
002J8L-E,The Canandaigua National Bank & Trust Co.,2394,GARP,Very Low,545.051593,60
002JBM-E,"Appleton Partners, Inc.",2648,GARP,Very Low,760.764567,66
002JCJ-E,Freeman Investment Management Co. LLC,0,Undefined,Medium,0,0
002JD5-E,The Trust Company of Oklahoma,0,GARP,Very Low,223.384066,57
002JDD-E,The Burney Co.,0,GARP,Low,1664.605668,62
002JFG-E,Bank of Hawaii (Asset Management),5526,GARP,Very Low,1350.530379,67
002JHW-E,Sterling Capital Management LLC,59456,GARP,Low,10889.80978,74
002JJ1-E,Woodstock Corp.,33673,GARP,Very Low,560.26048,64
002JJ7-E,"Bailard, Inc.",2302,GARP,Medium,1683.3867,62
002JJY-E,Highbridge Capital Management LLC,0,Hedge Fund,High,4222.807829,33
002JLB-E,Royal London Asset Management Ltd.,87987,GARP,Very Low,12912.81501,81
002JM1-E,Hardman Johnston Global Advisors LLC,0,GARP,Very Low,2304.668724,80
002JMH-E,"Boston Trust Investment Management, Inc.",161569,GARP,Very Low,7415.166426,80
002JMT-E,"Bradley, Foster & Sargent, Inc.",32755,GARP,Very Low,2943.287396,73
002JPD-E,"San Francisco Sentry Investment Group, Inc.",1846,GARP,Low,1110.647942,56
002JPM-E,The Washington Trust Co. of Westerly (Investment Management),2188,GARP,Very Low,1781.111985,72
002JQ0-E,"BTR Capital Management, Inc.",0,GARP,Very Low,535.376667,63
002JRV-E,Atlanta Capital Management Co. LLC,0,GARP,Very Low,21015.35616,90
002JSD-E,Newton Investment Management Ltd.,0,GARP,Low,14121.47374,83
002JSF-E,North American Management Corp.,5764,GARP,Very Low,612.006693,67
002JV0-E,"Washington Trust Bank (Spokane, Washington)",0,GARP,Very Low,670.612779,59
002JV7-E,Berkshire Asset Management LLC,5841,Yield,Very Low,1183.453935,70
002JWC-E,Winslow Capital Management LLC,0,Growth,Low,19701.05322,84
002JYR-E,The Haverford Trust Co.,593318,GARP,Very Low,5524.865389,79
002K02-E,"R. M. Davis, Inc.",3999,GARP,Very Low,2692.54621,76
002K0L-E,"Godsey & Gibb, Inc.",0,GARP,Very Low,696.576922,70
002K0M-E,Goldman Sachs Asset Management LP,519253,GARP,Low,138407.2712,88
002K35-E,Welch Capital Partners LLC,0,Hedge Fund,Low,351.410607,44
002K3F-E,The Colony Group LLC,2240,GARP,Low,2452.826076,63
002K8G-E,Baillie Gifford & Co.,0,Growth,Very Low,92209.99206,95
002K8L-E,Delta Asset Management LLC (Tennessee),242,Yield,Very Low,699.380881,59
002K96-E,Putnam Investment Management LLC,696883,GARP,Low,44530.00916,84
002KCX-E,"Cobalt Capital Management, Inc.",0,Hedge Fund,Medium,460.180517,36
002KFZ-E,"Halsey Associates, Inc.",60947,GARP,Very Low,622.121659,67
002KK7-E,Suffolk Capital Management LLC,0,GARP,High,715.806627,48
002KKQ-E,"Compton Capital Management, Inc.",1692,GARP,Very Low,233.295814,57
002KLD-E,Westwood Management Corp. (Texas),0,Value,Low,9880.42278,76
002KM7-E,IBM Retirement Fund,3348,Index,Very Low,523.602572,60
002KM8-E,"Victory Capital Management, Inc.(Investment Management)",28936,GARP,Low,45245.76395,83
002KQD-E,Davenport & Co. LLC,223499,GARP,Very Low,8194.416633,78
002KQG-E,"Duncker, Streett & Co. LLC",9940,GARP,Very Low,438.520996,55
002L3J-E,First Financial Bank N.A. - Trust Division,0,Yield,Very Low,656.221972,65
002L4X-E,Paradigm Asset Management Co. LLC,1050,GARP,Very Low,342.714287,54
002L8Z-E,C.M. Bidwell & Associates Ltd.,0,GARP,High,139.458449,31
002L9Y-E,"Reinhart Partners, Inc.",0,GARP,Low,1177.941293,70
002LG5-E,Analytic Investors LLC,49189,Quant,Medium,13776.55277,47
002LGB-E,R. H. Bluestein & Co.,0,GARP,Very Low,1971.280873,70
002LJZ-E,Stewart Capital Advisors LLC,0,GARP,Very Low,467.87656,66
002LL2-E,Kanawha Capital Management LLC,29257,Yield,Very Low,716.237314,68
002LLQ-E,Acadian Asset Management LLC,288,Value,Low,23609.83827,77
002LLT-E,"Atwood & Palmer, Inc.",30,GARP,Low,722.056701,65
002LP3-E,"Crawford Investment Counsel, Inc.",3620,Yield,Very Low,3385.625216,76
002LPV-E,"Patten & Patten, Inc.",4115,GARP,Very Low,915.245294,66
002LQK-E,Boston Financial Management LLC,159215,GARP,Very Low,1706.436021,70
002LRN-E,"Trevor Stewart Burton & Jacobsen, Inc.",0,GARP,Medium,0,0
002LY6-E,Teacher Retirement System of Texas,0,GARP,Medium,12578.10386,64
002LZF-E,"Catawba Capital Management, Inc.",0,GARP,Medium,0,0
002M0F-E,"S & Co., Inc.",95029,GARP,Very Low,899.227511,69
002M15-E,Trillium Asset Management LLC,48586,GARP,Low,1999.598767,67
002M3D-E,The Boston Family Office LLC,54420,GARP,Very Low,941.938658,66
002M4R-E,Salient Partners LP,12239,GARP,Very Low,805.79473,71
002M5R-E,"PEG Capital Management, Inc.",0,Yield,Medium,0,0
002MDL-E,Systematic Financial Management LP,0,Quant,Very Low,3285.846015,51
002MYG-E,Pinnacle Associates Ltd.,1275,Growth,Very Low,4458.890193,71
002N2J-E,"Cypress Asset Management, Inc.",0,Yield,Very Low,310.74368,58
002N8C-E,Churchill Management Corp.,0,GARP,Medium,5840.191098,82
002NC8-E,"ICON Advisers, Inc.",0,GARP,Medium,1202.560227,55
002NY9-E,"TIAA-CREF Trust Co., FSB",0,GARP,Medium,0,0
002P1V-E,"Opus Investment Management, Inc.",34800,Yield,Very Low,531.294145,66
002P4K-E,"North Star Asset Management, Inc.",3315,GARP,Very Low,1244.057017,70
002P6Z-E,Columbus Circle Investors,0,Growth,Medium,5504.048302,68
002P7T-E,"Williams, Jones & Associates LLC",81892,GARP,Very Low,4582.409289,75
002PJL-E,"Calvert Investment Management, Inc.",0,GARP,Medium,0,0
002PKH-E,Goldman Sachs International,15351,Broker Dealer,Medium,5715.389511,44
002PL7-E,Moody National Bank (Trust Division),24128,Yield,Very Low,3334.950662,68
002PPX-E,"M&R Capital Management, Inc.",1079,GARP,Very Low,439.406255,56
002Q5M-E,"Baxter Bros., Inc.",10543,GARP,Very Low,430.021163,62
002R5D-E,Wood Asset Management LLC,0,Value,Medium,0,0
002RKM-E,CSS LLC,0,GARP,Medium,2015.351324,56
002RRN-E,Rockland Trust Co.,1182,GARP,Very Low,952.438632,61
002SFB-E,"Johnston Lemon Asset Management, Inc.",0,Undefined,Medium,0,0
002SMY-E,Pillar Pacific Capital Management LLC,26196,GARP,Very Low,871.927907,66
002SRC-E,Harbor Advisory Corp.,0,Undefined,Very Low,114.906811,59
002SWN-E,"West Chester Capital Advisors, Inc.",0,GARP,Low,56.141297,46
002SZ7-E,EARNEST Partners LLC,95,GARP,Very Low,10498.98698,78
002T7P-E,Burke & Herbert Bank & Trust Co.,1113,Yield,Very Low,121.699682,53
002THL-E,"MacNealy Hoover Investment Management, Inc.",10444,Yield,Very Low,127.623076,56
002THY-E,Marsico Capital Management LLC,0,Growth,Medium,3105.73431,69
002TPF-E,Grisanti Capital Management LLC,0,GARP,High,260.019268,41
002TPV-E,Strategic Advisers LLC,164206,GARP,Very Low,49769.56432,87
002TRD-E,Viking Global Investors LP,0,Hedge Fund,Medium,23616.28188,59
002V00-E,Thales Fund Management LLC,0,Hedge Fund,Medium,0,0
002V15-E,"Bridgeway Capital Management, Inc.",304730,GARP,Low,9705.302536,68
002VK6-E,Walter Scott & Partners Ltd.,30700,Growth,Very Low,23464.63988,91
002VRL-E,Endex Capital Management LLC,0,Undefined,Medium,0,0
002WCB-E,Santa Barbara Asset Management LLC,0,GARP,Low,6800.489237,80
002WVW-E,The Philadelphia Trust Co.,7470,GARP,Low,1174.74083,70
002XCH-E,KCM Investment Advisors LLC,52297,Yield,Low,1775.400721,67
002XGG-E,J. M. Forbes & Co. LLP,3160,GARP,Very Low,490.546878,66
002XJJ-E,Trees Investment Counsel LLC,0,GARP,Medium,0,0
002XR7-E,Chevy Chase Trust Co.,187621,GARP,Very Low,23993.36316,87
002XSZ-E,"Rothschild & Co. Asset Management US, Inc.",338610,GARP,Low,10019.24332,77
002XTV-E,UBS Asset Management (UK) Ltd.,294610,GARP,Very Low,44821.09674,87
002Y15-E,CCM Partners LP,1615,GARP,Low,1503.756943,59
002Y1H-E,H. M. Payson & Co.,363,GARP,Very Low,448.505335,59
002Y3T-E,Metropolitan West Capital Management LLC,0,GARP,Medium,0,0
002Y49-E,StoneRidge Investment Partners LLC,2319,GARP,High,452.644697,43
002Y4P-E,Ensemble Capital Management LLC,0,GARP,Very Low,691.807773,76
002YKR-E,"Westport Resources Management, Inc.",0,GARP,Medium,0,0
002ZXJ-E,MEAG New York Corp.,0,Undefined,Medium,0,0
00303Y-E,Chicago Equity Partners LLC,0,Quant,Medium,2863.813891,41
003046-E,"Haberer Registered Investment Advisor, Inc.",0,GARP,Medium,0,0
00306H-E,"Logan Capital Management, Inc.",0,GARP,Very Low,1638.453976,70
00309R-E,Fulton Breakefield Broenniman LLC,0,GARP,Very Low,645.973567,67
0030BJ-E,Charles Stewart Mott Foundation,0,GARP,Medium,0,0
0030CS-E,"Independent Investors, Inc.",1942,GARP,Very Low,187.084186,60
0030HL-E,"The Swarthmore Group, Inc.",0,GARP,Very Low,235.536665,63
0030L1-E,Moneta Group Investment Advisors LLC,0,GARP,Low,991.175395,61
0031GD-E,"Jarislowsky, Fraser Ltd.",5130,GARP,Very Low,16024.70539,86
0031SR-E,RhumbLine Advisers LP,455107,Index,Very Low,52341.06706,87
0032LL-E,Boyd Watterson Asset Management LLC,0,Yield,Low,177.70996,52
0032R9-E,Argent Capital Management LLC,67552,GARP,Low,2968.280732,72
0032S1-E,"Hanseatic Management Services, Inc.",0,Growth,High,144.071027,39
0032TD-E,"First Interstate Bank (Billings, Montana)",690,GARP,Very Low,452.168403,56
0032V2-E,Impax Asset Management LLC,0,GARP,Low,1314.584287,69
0032WD-E,Freestone Capital Management LLC,0,GARP,Medium,1666.111985,55
0032WN-E,DuPont Capital Management Corp.,41465,GARP,Medium,4723.12894,63
00346G-E,Golden Capital Management LLC,0,GARP,Medium,0,0
0034KK-E,Eastern Bank Corp. (Private Banking),87342,GARP,Medium,1508.477597,60
0034LR-E,Courier Capital LLC,2265,GARP,Very Low,786.172192,66
0034MV-E,Invesco Canada Ltd.,0,GARP,Very Low,10312.06931,84
0034T6-E,Woodmont Investment Counsel LLC,0,GARP,Very Low,388.075094,62
0034WP-E,"Harvey Capital Management, Inc.",0,Growth,Low,218.139427,55
003546-E,"Clinton Group, Inc.",0,Hedge Fund,Medium,279.28464,26
00355B-E,"Monetary Management Group, Inc.",400,GARP,Very Low,262.410719,50
00356P-E,Franklin Templeton Investments Corp.,0,Yield,Low,6880.173476,79
003581-E,Bourgeon Capital Management LLC,0,GARP,Low,191.607826,55
0035DT-E,GW & Wade LLC,0,Yield,Very Low,1074.822238,70
0035G5-E,Ivory Investment Management LLC,0,Hedge Fund,Medium,0,0
0035QZ-E,Stevens Capital Management LP,0,Hedge Fund,Very High,3995.367071,23
0035RC-E,Dowling & Yahnke LLC,0,GARP,Very Low,1197.218778,67
0035TM-E,UBS O'Connor LLC,200000,Hedge Fund,High,5303.598628,38
0035V5-E,Charles D. Hyman & Co.,62933,Yield,Very Low,980.342913,69
0035ZH-E,"Bridges Investment Management, Inc.",2945,GARP,Very Low,2466.37201,73
00361Y-E,UBS AG (New York),0,GARP,Low,927.393882,58
00365R-E,"Prentiss Smith & Co., Inc.",0,GARP,Medium,171.325943,48
0036N2-E,"USA Mutuals Advisors, Inc.",0,GARP,Very Low,121.571649,62
0036NG-E,Ziegler Lotsoff Capital Management IL LLC,0,Undefined,Medium,0,0
0036WZ-E,White Pine Capital LLC,0,GARP,Very Low,277.159862,58
0037CW-E,Glenview Capital Management LLC,0,Hedge Fund,Medium,16247.0851,57
00385T-E,"Northern Oak Capital Management, Inc.",5885,Yield,Low,665.927765,57
0038VG-E,MEAG MUNICH ERGO Kapitalanlagegesellschaft mbH,11532,GARP,Low,1520.499616,55
003BPK-E,Cape Ann Savings Bank,2025,Yield,Very Low,85.438667,55
003BTC-E,HeadInvest LLC,3105,GARP,Very Low,365.199019,59
003BXT-E,Nichols & Pratt Advisers LLP,21385,Yield,Very Low,1193.325421,75
003C27-E,Wilmington Funds Management Corp.,5360,GARP,Very Low,825.865972,60
003C2B-E,"The de Burlo Group, Inc.",0,Growth,High,668.404449,48
003C2W-E,Carnegie Capital Asset Management LLC,3009,GARP,Very Low,1481.243573,67
003F7L-E,Sheets Smith Wealth Management,4064,GARP,Very Low,503.893025,60
003FR2-E,Family Capital Trust Co.,0,GARP,Very Low,236.528386,60
003FZJ-E,"St. Germain Investment Management, Inc.",3738,GARP,Low,929.311181,64
003HCX-E,Jackson National Asset Management LLC,0,GARP,Medium,170.928469,60
003HTZ-E,Causeway Capital Management LLC,0,GARP,Medium,10259.82996,74
003JQW-E,Trust Company of Vermont,57260,Yield,Very Low,1166.392327,61
003JY3-E,"RBC Private Counsel (USA), Inc.",583,Yield,Very Low,4274.357113,68
003K1N-E,Arrowstreet Capital LP,0,Value,High,47337.31192,68
003K57-E,RBO & Co. LLC,0,Yield,Very Low,437.713808,67
003K71-E,Harvey Investment Co. LLC,15474,GARP,Very Low,583.601571,69
003KDW-E,First National Trust Co.,1757,Yield,Low,1007.166022,67
003KJW-E,QCM Cayman Ltd.,0,Hedge Fund,High,68.280889,10
003KW9-E,Highline Capital Management LLC,0,Hedge Fund,Medium,2532.003551,50
003KYP-E,Green Square Capital Advisors LLC,0,Yield,Very Low,532.192437,60
003KYX-E,Princeton Capital Management LLC,0,GARP,Very Low,202.278628,53
003KYY-E,Joel Isaacson & Co. LLC,0,GARP,Very Low,700.20728,65
003L61-E,"Argent Trust Co., NA",0,Yield,Medium,0,0
003L6Z-E,"Chesley, Taft & Associates LLC",63328,GARP,Very Low,1255.626174,70
003L7B-E,"Cornerstone Advisors, Inc.",20000,GARP,Medium,1458.291931,58
003LBB-E,AQR Capital Management LLC,175098,Quant,Low,94562.57048,64
003LGP-E,Sigma Capital Management LLC,0,Hedge Fund,Medium,0,0
003LHX-E,Ascend Capital LLC,116823,Hedge Fund,Medium,1990.079409,35
003LJ0-E,"Bragg Financial Advisors, Inc.",31040,GARP,Very Low,785.974156,66
003MGV-E,"McQueen, Ball & Associates, Inc.",10879,Undefined,Very Low,157.474965,57
003NJ3-E,Mawer Investment Management Ltd.,0,GARP,Low,14199.42239,83
003NZ2-E,"Integrated Wealth Management, Inc.",0,Yield,Medium,0,0
003QZ9-E,"Goelzer Investment Management, Inc.",32074,GARP,Very Low,1085.333037,67
003R12-E,New England Securities Corp.,0,Undefined,Medium,0,0
003RLJ-E,"Carderock Capital Management, Inc.",19708,GARP,Very Low,258.014311,61
003RQT-E,Spot Trading LLC,0,Broker Dealer,Medium,0,0
003RSS-E,Viking Fund Management LLC,13500,Value,Medium,457.641387,51
003RTX-E,BMO Capital Markets (Canada),54128,Yield,Medium,0,0
003RX9-E,"KMS Financial Services, Inc.",506,GARP,Low,1917.652093,55
003RZM-E,"NEXT Financial Group, Inc.",33,GARP,Medium,878.669425,58
003SP6-E,Capital Analysts LLC,22128,GARP,Very Low,872.879803,63
003SRN-E,CTC LLC,0,Agg Growth,Very High,1671.52212,41
003SVP-E,Girard Advisory Services LLC,3165,GARP,Very Low,569.748804,57
003SXD-E,Kimelman & Baird LLC,0,GARP,Very Low,645.641236,69
003T32-E,Tradition Capital Management LLC,2575,Yield,Low,397.984089,54
003WX0-E,"CAK Asset Management, Inc.",0,Undefined,Medium,0,0
003XX5-E,"Dock Street Asset Management, Inc.",0,Growth,Very Low,304.936378,64
004042-E,"Cullinan Associates, Inc.",12600,Yield,Very Low,1346.334709,72
0040RV-E,"Central Bank & Trust Co. (Lexington, Kentucky)",0,GARP,Very Low,449.759775,47
004189-E,First Eagle Investment Management LLC,0,GARP,Very Low,37926.09101,93
0041CH-E,Cambridge Trust Co.,7508,GARP,Very Low,1679.916034,72
0041LW-E,"Scout Investments, Inc.",0,GARP,Medium,5598.3067,67
0041YB-E,"Albert D. Mason, Inc.",9914,GARP,Medium,427.821008,47
0043R8-E,Marshall Wace LLP,15825,Hedge Fund,High,13856.42817,34
0044WZ-E,SEI Investments Management Corp.,75880,GARP,Low,30009.87539,77
00479N-E,Dearborn Partners LLC,149481,GARP,Very Low,1508.799998,72
0048PD-E,Shell Asset Management Company BV,35045,GARP,Very Low,4604.773038,68
00491B-E,SuttonBrook Capital Management LP,0,Hedge Fund,Medium,0,0
00494B-E,Lau Associates LLC,1090,Yield,Very Low,203.4617,52
00496Q-E,Susquehanna Investment Group LLC,0,GARP,Medium,2590.058172,56
0049B4-E,Steadfast Capital Management LP,0,Hedge Fund,Medium,7452.572746,54
0049F1-E,FrontPoint Partners LP,0,Hedge Fund,Medium,0,0
0049LH-E,Geode Capital Management LLC,2905000,Index,Very Low,391081.3958,83
0049LM-E,Two Sigma Investments LP,25000,Hedge Fund,High,32171.98856,43
0049M3-E,"R. G. Niederhoffer Capital Management, Inc.",0,Hedge Fund,Medium,24.215948,19
0049ML-E,"Ned Davis Research, Inc. (Investment Management)",0,Undefined,Medium,0,0
0049MP-E,RegentAtlantic Capital LLC,2219,GARP,Very Low,1493.294463,67
0049MY-E,Balyasny Asset Management LP,0,Hedge Fund,Very High,17591.9933,34
004BMM-E,"Ballew Advisor, Inc.",0,Undefined,Low,122.543374,51
004CBT-E,"People's Securities, Inc.",0,GARP,Medium,0,0
004CGL-E,Avalon Advisors LLC,0,GARP,Low,4957.419666,71
004D24-E,SCP III LP,0,GARP,Medium,0,0
004F37-E,Texas Permanent School Fund,42729,GARP,Very Low,6381.252282,72
004G3S-E,Timber Hill LLC,0,Broker Dealer,Low,130.875364,34
004GJQ-E,JPMorgan Securities LLC,5407,Broker Dealer,Medium,0,0
004GLH-E,SPF Beheer BV,0,Value,Very Low,2460.785686,82
004GM6-E,"1st Source Corporation Investment Advisors, Inc.",14238,Yield,Very Low,1178.185066,70
004HYR-E,J. Goldman & Co. LP,0,Hedge Fund,High,1709.024245,30
004VF9-E,Security National Trust Co.,18335,GARP,Very Low,313.721475,55
004W62-E,Pacific Alternative Asset Management Co. LLC,0,Growth,Medium,0,0
004ZPS-E,Whittier Trust Co.,11846,GARP,Very Low,4648.836274,68
0050WJ-E,Avesta Capital Advisors LLC,0,Hedge Fund,Medium,0,0
0050YG-E,"Boston Research & Management, Inc.",0,Yield,Very Low,242.063487,60
0051Y2-E,Cheyne Capital Management (UK) LLP,0,Hedge Fund,Medium,161.460845,20
0056DD-E,Overbrook Management Corp.,0,GARP,Very Low,539.144426,68
0056DF-E,"Piedmont Investment Advisors, Inc.",64054,GARP,Very Low,2515.207746,68
00577F-E,Gabelli Funds LLC,47000,Value,Very Low,17635.19047,81
0058K3-E,Whitebox Advisors LLC,0,Hedge Fund,Medium,2253.406926,46
005C9N-E,Harbour Investment Management LLC,10418,GARP,Very Low,137.979126,56
005CM0-E,The Banc Ed Corp.,0,GARP,Medium,52.924939,45
005GHN-E,"Oppenheimer Asset Management, Inc.",41478,Growth,Low,6700.202013,64
005GJD-E,"Diamond Hill Capital Management, Inc.",0,Value,Very Low,19012.46816,88
005GNQ-E,"Wetherby Asset Management, Inc.",4328,GARP,Very Low,823.559039,63
005GXL-E,Luminus Management LLC,850889,Hedge Fund,Medium,5563.34199,49
005H6X-E,"DeRoy & Devereaux Private Investment Counsel, Inc.",0,Value,Low,1078.475193,70
005H8H-E,Provident Advisors LLC,0,Hedge Fund,Medium,0,0
005HCN-E,"Destination Wealth Management, Inc.",209,GARP,Very Low,1784.363783,59
005HMY-E,Hoplite Capital Management LP,0,Hedge Fund,Very High,998.841146,38
005HSZ-E,Greenway Trading LLC,0,Hedge Fund,Medium,0,0
005HYK-E,The PrivateBank & Trust Co. (Investment Management),0,GARP,Very Low,728.919721,65
005MR7-E,Equitec Proprietary Markets LLC,0,GARP,Low,71.641456,53
005N30-E,First Financial Equity Corp.,0,Yield,Medium,0,0
005N87-E,"First Allied Securities, Inc.",0,Undefined,Medium,0,0
005NLJ-E,"MSI Financial Services, Inc.",0,GARP,Medium,0,0
005Q1G-E,United Bank (Virginia),12584,Yield,Medium,573.165023,52
005V2B-E,Dumont & Blake Investment Advisors LLC,7171,GARP,Very Low,238.755909,57
005VPR-E,Federated Equity Management Company of Pennsylvania,9697,Yield,Low,11383.68601,74
005VRG-E,Pine River Capital Management LP,0,Hedge Fund,Medium,2.114375,26
005VV0-E,GLG Partners LP,0,Hedge Fund,Medium,3780.932806,39
006230-E,Mizuho Securities USA LLC,0,GARP,Medium,1644.401456,60
0067VH-E,"Brown Investment Advisory, Inc.",0,Undefined,Medium,0,0
0067VP-E,"FMA Advisory, Inc.",0,GARP,Medium,0,0
0067X1-E,American Research & Management Co.,1050,GARP,Very Low,355.894335,56
006840-E,"Morgan Stanley Investment Management, Inc.",18723,Growth,Medium,54068.06192,75
0068TW-E,"Century Securities Associates, Inc.",43,Broker Dealer,Low,200.556252,27
0068XW-E,"Lowry Hill Investment Advisors, Inc.",0,Undefined,Medium,0,0
006BYM-E,Atlantic Trust LLC,0,Yield,Low,129.999762,47
006C1Y-E,"Prospera Financial Services, Inc.",0,GARP,Medium,633.393978,49
006CRS-E,"Truehand, Inc.",10651,Yield,Medium,132.05858,40
006F31-E,DWS International GmbH,81114,GARP,Very Low,8685.087153,77
006LHB-E,K2/D&S Management Co. LLC,0,Hedge Fund,Medium,257.033991,26
006LKT-E,TFS Capital LLC,0,Value,Medium,0,0
006MSF-E,"Essex Financial Services, Inc.",2381,GARP,Very Low,356.189619,59
006N56-E,"ProEquities, Inc.",999,Agg Growth,Medium,985.89059,29
006N8Q-E,"Calton & Associates, Inc.",0,Growth,Very Low,364.656767,51
006QWQ-E,"First Command Financial Services, Inc.",1907,Undefined,Very Low,212.914413,52
006S3D-E,TD Securities (USA) LLC,0,GARP,Medium,0,0
006SPG-E,Eton Park Capital Management LP,0,Hedge Fund,Medium,0,0
006SZB-E,"Voya Financial Advisors, Inc.",1762,GARP,Low,1762.959813,62
006THN-E,Cetera Advisors LLC,1139,GARP,Low,2125.34709,60
006TW3-E,Morgan Stanley AIP GP LP,2493,Agg Growth,Low,373.081392,33
006VCW-E,Weybosset Research & Management LLC,0,GARP,Very Low,177.838696,55
006VP8-E,A.R.T. Advisors LLC,0,Hedge Fund,Very High,2808.381171,20
006VRV-E,SG Americas Securities LLC,15157,Broker Dealer,High,10369.34974,31
006W17-E,Zebra Capital Management LLC,0,Hedge Fund,Medium,239.579855,20
006W1B-E,"Aris Wealth Services, Inc.",0,GARP,Medium,0,0
006W46-E,"Stack Financial Management, Inc.",0,GARP,Very Low,1080.945967,77
006WN9-E,Jet Capital Investors LP,0,Hedge Fund,High,770.1885,37
006WQQ-E,Lonestar Capital Management LLC,0,Hedge Fund,High,203.058146,25
006WTM-E,QMA LLC,319167,Quant,Low,57259.36013,68
006WYJ-E,"ThomasPartners, Inc.",0,Yield,Medium,0,0
006X3X-E,"Exchange Capital Management, Inc.",0,GARP,Very Low,367.042764,59
006X6W-E,Taurus Asset Management LLC,77845,GARP,Very Low,739.568549,70
006X8Z-E,S.A.C. Global Investors LLP,0,Hedge Fund,Medium,0,0
006YGC-E,Farmers Trust Co.,15180,GARP,Low,366.888296,57
006Z9C-E,Southpoint Capital Advisors LP,0,Hedge Fund,High,2970.292468,43
0070BL-E,"M Holdings Securities, Inc.",2865,GARP,Low,461.815853,55
0070ZJ-E,Cutler Group LP,14755,Broker Dealer,High,991.823208,18
00716H-E,Morningstar Investment Services LLC,0,Yield,Very Low,6554.53094,81
0071NH-E,MML Investors Services LLC,11292,Deep Value,Low,6508.277509,64
0071Y5-E,National Planning Corp.,0,Undefined,Medium,0,0
0071ZN-E,"Commonwealth Equity Services, Inc.",33629,GARP,Very Low,21802.85156,79
0071ZZ-E,DRW Securities LLC,0,Growth,Very Low,2800.98328,74
00723G-E,"Signator Investors, Inc.",0,GARP,Medium,931.762813,51
00724F-E,Wells Fargo Advisors Financial Network LLC,298914,Growth,Very Low,22121.33594,77
007305-E,Stadion Money Management LLC,0,Index,High,3489.064908,60
007357-E,VTrader PRO LLC,0,Undefined,Medium,0,0
0074DB-E,Jump Trading LLC,0,Hedge Fund,High,407.26678,15
0074HR-E,PNC Investments LLC,1244,GARP,Very Low,3784.531656,65
0076G4-E,Covington Capital Management,20516,GARP,Very Low,1612.444761,67
0076JN-E,Capital Fund Management SA,0,Hedge Fund,High,6418.607171,32
0077VM-E,"Atlas Brown, Inc.",1721,GARP,Very Low,146.535284,53
007813-E,Allen Investment Management LLC,0,Hedge Fund,Low,3321.303812,53
00787Y-E,Violich Capital Management,0,GARP,Very Low,412.907543,62
0078M6-E,T2 Partners Management LP,0,Hedge Fund,Medium,0,0
007BH6-E,Stux Capital Management LLC,0,Undefined,Medium,0,0
007BH7-E,Cushing Asset Management LP,0,Yield,Low,3563.422051,74
007CF5-E,Opus Capital Group LLC,4370,GARP,Very Low,426.616096,59
007D2J-E,"Proffitt & Goodson, Inc.",0,GARP,Very Low,398.455681,59
007GTR-E,Telluride Asset Management LLC,0,Hedge Fund,Medium,0,0
007HYP-E,"Insight 2811, Inc.",0,GARP,Very Low,137.485585,44
007J84-E,"Independent Portfolio Consultants, Inc.",0,GARP,Medium,0,0
007JNW-E,Ironwood Investment Counsel LLC,0,Yield,Very Low,254.743148,58
007KRC-E,"Stoker Ostler Wealth Advisors, Inc.",310,GARP,Very Low,448.434497,55
007NNS-E,BBR Partners LLC,0,GARP,Very Low,789.615053,69
007Q5V-E,MUFG Securities EMEA Plc,0,Growth,High,9895.20615,58
007QNN-E,North Star Investment Management Corp.,0,GARP,Very Low,892.23677,60
007R6M-E,"SunTrust Investment Services, Inc.",0,GARP,Medium,0,0
007RTB-E,Diamondback Capital Management LLC,0,Hedge Fund,Medium,0,0
007RWM-E,TBFM LLP,27051,GARP,Very Low,313.260226,55
007RXL-E,"TD Waterhouse Private Investment Counsel, Inc.",4870,Yield,Very Low,8997.954025,80
007RZ1-E,"Dunvegan Associates, Inc.",0,Undefined,Medium,0,0
007VNJ-E,Forward Management LLC,0,Yield,Medium,838.795612,64
007XP6-E,"Grimes & Co., Inc.",1759,Yield,High,1398.800996,50
007Z0L-E,Belden & Associates,0,Undefined,Medium,0,0
007ZSX-E,Integre Asset Management LLC,0,GARP,Medium,195.295838,45
007ZYV-E,Santa Fe Partners LLC,0,GARP,Medium,0,0
0080FS-E,SKY Investment Group LLC,1710,Yield,Very Low,277.98185,61
0080GG-E,Ocean State Asset Management LLC,0,Undefined,Medium,0,0
0080GH-E,"Parsec Financial Management, Inc.",0,GARP,Very Low,1584.528055,72
0080GP-E,Scopus Asset Management LP,0,Hedge Fund,High,4900.890794,39
0080JT-E,Tremblant Capital LP,0,Hedge Fund,Medium,1903.116559,48
0080JW-E,WestEnd Advisors LLC,0,GARP,Medium,1067.60167,65
0080KY-E,Legacy Private Trust Co.,1923,GARP,Low,859.495024,54
0080MD-E,Atherton Lane Advisers LLC,0,GARP,Medium,0,0
0080MP-E,"Lockwood Advisors, Inc.",39253,GARP,Low,3526.573478,63
0080MR-E,Magnetar Financial LLC,0,Hedge Fund,Very High,8718.582095,33
