FactSet Fund ID,Fund_name,AI_Targeting vs. Profile Page
04CLCV-E,Deka - Euroland Balance,
04GT0R-E,Dfa Selectively Hedged Global Equity Portfolio,
04GQ73-E,Dfa Us Large Company Portfolio,
04BSVN-E,Dnb Norden (iv),
04BW9N-E,Dpam Invest B - Equities Euroland,
04CC1V-E,East Capital Russian Fund,
04DQFG-E,Ecureuil Actions France,
04CDTB-E,Ecureuil BÌ©nÌ©fices Responsables,
04KJVH-E,Estrategia Capital Fi,
04H5HM-E,Fidelity Advisor 529 Portfolio 2022 - Total,
04B9JD-E,Fidelity Asset Manager 20% Fund,
04HB9K-E,Fidelity Funds - Ma Portfolio 2018,
04HBBQ-E,Fidelity Funds - Nh College Portfolio,
04H5K8-E,Fidelity Index - Nh Portfolio 2021,
04H5K6-E,Fidelity Index - Nh Portfolio 2024,
04L0PX-E,Fidelity Series Emerging Markets Fund,
04BV82-E,Fidelity Vip Ii- Index 500 Portfolio,
04CN02-E,Foord Balanced Fund,
04JT5B-E,Franklin Growth Allocation Age 13-14 Years 529 Portfolio,
04GMJM-E,Franklin Quotential Balanced Growth Portfolio,
04DQF1-E,Fructi Tresorerie,
04G80Q-E,Gmo Global Developed Equity Allocation Fund,
04GRP9-E,Great-west Securefoundation Balanced Fund,
04GFF1-E,Guidestone Mydestination 2045 Fund,
04KH18-E,Handelsbanken Multi Asset 60,
04JMPG-E,Hermes Universal - Very Low,
04HLV1-E,Hyperion Australian Growth Companies Fund (top 5 Holdings),
04GGBV-E,Ia Clarington Dividend Growth Class,
04JK1P-E,Ing Fund - Private Banking Optimal Selection Pure Equity,
04JJ1G-E,Invesco Balanced Risk 8 Pension Fund,
04B8FC-E,Invesco European Growth Fund,
04BKWV-E,Invesco Uk Invt. Ser. - Uk Growth Fund (uk),
04BHCZ-E,Ishares Tr. - Core S&p Small Cap Etf,
04G873-E,Ishares Tr. - Edge Msci Min. Vol. Usa Etf,
04BHDC-E,Ishares Tr. - Russell 1000 Growth Etf,
04BHDD-E,Ishares Tr. - Russell 1000 Value Etf,
04FCKQ-E,Ishares Vii Plc - Core S&p 500 Ucits Etf,
04BZT7-E,Janus Henderson Investment Fund Oeic - European Growth Fund,
04D87S-E,Jpmorgan Sar Hong Kong Fund,
04L2FF-E,Jpmorgan Trust Iv - Institutional Tax Free Money Market Fund,
04G6HW-E,Klp Aksje Verden Indeks,
04H19Z-E,Kp Retirement Path 2020 Fund,
04HHP8-E,Large Cap Index Master Portfolio,
04JKJ4-E,Lbpam Allocation Flexible 2,
04HHJX-E,Legal & General Multi Index 5 Fund,
04FGM2-E,Mainstay Vp - Moderate Growth Allocation Portfolio,
04GZ5Z-E,Managed Risk Growth Fund,
04BBT1-E,Matthews Asian Growth & Income Fund,
04G9P6-E,Met Investors - Blackrock Global Tactical Strategies Portfolio,
04JB20-E,Mfs Canadian Equity Growth Fund,
04G54D-E,Mi Somerset Cap. Mgmt. Invt. Fds. Icvc - Emer. Mkt. Dividend,
04DVR9-E,Multi-strategy Portfolio - Kronos Msp Active,
04J7Y8-E,Muzinich Funds - Global Tactical Credit Fund,
04FGRB-E,Nationwide Investor Destinations Aggressive Fund,
04FGS0-E,Nationwide Vit - Investor Destinations Cap. Appreciation Fund,
04J206-E,Nationwide Vit - Managed American Funds Growth Income Fund,
04G8MB-E,Nedgroup Investments Global Flexible Feeder Fund,
04CKS6-E,Nikko Asset Listed Index 225 Etf (1330),
04BCD7-E,Northern Stock Index Fund,
04L05S-E,Old Mutual Specialist Fds. Icvc - Quilter Glb. Eq. Abs. Ret.,
04BS1K-E,Pictet - Japanese Equity Opportunities,
04FWT9-E,Premier Multi - Asset Growth & Income Fund,
04GZZJ-E,Primerica Canadian Balanced Growth Fund,
04HW94-E,Profitlichschmidlin Fonds Ui,
04CG0D-E,Raiffeisen - Futura Swiss Stock Fund,
04C39P-E,Rbc Private Canadian Dividend Pool,
04CSCP-E,Reliance Tax Saver (elss) Fund,
04JL4K-E,Scholars Choice - All Equity Portfolio,
04JL4W-E,Scholars Choice Portfolio Vii,
04D30Q-E,Schroder Isf - European Dividend Maximiser,
04FW6C-E,Schroder Isf - Frontier Markets Equity,
04GQH2-E,Schroder Isf - Japan Dgf,
04DWLJ-E,Schroder Mm Diversity Fund,
04BL7G-E,Schroder Uk Mid 250 Fund,
04C9HX-E,Schwab Balanced Fund,
04CC31-E,"Senestrella, Sicav",
04DFGS-E,Si Safeinvest,
04G8WX-E,State Farm Lifepath 2050 Fund,
04J9X6-E,Sterling Capital Stratton Small Cap Value Fund,
04GYXZ-E,Sunamerica Series Trust - Sa American Fds. Global Growth Port.,
04J3KZ-E,Swisscanto (ch) If I - Real Estate Fund Switzerland,
04J6YM-E,Swisscanto (ch) Index Fund Ii - Equity Large Caps Switzerland,
04KC39-E,SÌ©lectiz Pea,
04C2GG-E,Td Dividend Income Fund,
04D9CG-E,Threadneedle Managed Equity Focused Fund,
04CDW6-E,Tiaa-cref International Equity Index Fund,
04GNXQ-E,Transamerica Legg Mason Dynamic Allocation-balanced Vp,
04GY7C-E,Uil Ltd. (top 10 Holdings),
04K0T2-E,Unicorp SelecciÌ_n Moderado Fi,
04CLD6-E,Vanguard Financials Index Fund,
04GX5Q-E,Vanguard Lifestrategy Funds Icvc - 20% Equity Fund,
04BF3K-E,Vanguard Tax Managed Capital Appreciation Fund,
04GYMV-E,Variable Portfolio - Managed Volatility Growth Fund,
04GNLV-E,Wilshire Vit Global Allocation Fund,
04HY4J-E,Aberdeen Life Multi-asset Fund,
04CK64-E,Ais Mandarine Active,
04D47X-E,Allan Gray Australia Equity Fund,
04KCDT-E,Allianz Aktien Ausland,
04G8G6-E,American Century One Choice 2055 Portfolio,
04DHY5-E,Amundi Vie,
04KQHS-E,Aviva Investors Uk Property Feeder Trust - Inc. Fund,
04DMBC-E,Axa World Funds - Framlington Eurozone,
04F134-E,Blackrock Isf - Ishares Emerging Markets Index Fund (ie),
04BY06-E,Bmo Canadian Equity Etf Fund,
04FTYC-E,Bmo Us Equity Etf Fund,
04DL82-E,Bnl Assetto Comfort,
04DH9S-E,Bnp Paribas Dynamique 6 Mois,
04HV24-E,Bnp Paribas Indice AmÌ©rique Du Nord,
04C6X5-E,Bnp Paribas Indice France,
04JF4C-E,Bnp Paribas L1 - Smart Food,
04HTPB-E,Bnp Paribas SÌ©lection Flexible,
04HJF9-E,Bny Mellon Yield Enhancement Strategy Fund,
04GPKP-E,Brighthouse Asset Allocation 60 Portfolio,
04GPKN-E,Brighthouse Asset Allocation 80 Portfolio,
04GY5K-E,Brighthouse Funds Trust I - American Funds Moderate Allo. Port,
04DPB8-E,"Cartera Optima Prudente, Fi",
04HKZN-E,Coupland Cardiff Funds Plc - Japan Income & Growth Fund,
04F78Z-E,Csa Equity Switzerland,
04F816-E,Csa Swiss Bonds (chf),
04F82C-E,Csif Umbrella - Europe (ex-ch) Index,
04GNN9-E,Csimf - Fund Selection Equity Switzerland,
04CRM0-E,Daiwa Asset Nikkei 225 Etf (1320),
04JD3W-E,Earnest Partners International Fund,
04DQDN-E,Ecureuil TrÌ©so 3 Mois,
04H5JD-E,Fidelity Advisor 529 New Insights Portfolio - Total,
04B9WW-E,Fidelity Extended Market Index Fund,
04H5PD-E,Fidelity Index - Nh Portfolio 2027,
04BLDP-E,Fidelity Invt. Funds - Moneybuilder Dividend Fund,
04G4RZ-E,Franklin Allocation Vip Fund,
04C6K3-E,Fructifonds Profil 6,
04DM9M-E,Ftif Sicav - Templeton Asian Smaller Companies Fund,
04GHKX-E,Gam Star Fund Plc - Credit Opportunities (eur),
04FYH0-E,Goldman Sachs Tax Advantaged Global Equity Portfolio,
04G6BP-E,Guidepath Growth Allocation Fund,
04KV97-E,Hartford Schroders Emerging Markets Equity Fund,
04BH8Y-E,Invesco Equally Weighted S&p 500 Fund,
04BXDH-E,Investors European Equity Fund,
04BHCT-E,Ishares Tr. - S&p 500 Growth Etf,
04G9MR-E,John Hancock Multi Index 2030 Preservation Portfolio,
04BZH1-E,Jpmorgan Fund Icvc - Japan Fund,
04HYSK-E,Kbc Life Invest - Cash,
04CTYV-E,Klp Aksjenorge Indeks,
04H1B7-E,Kp Retirement Path 2045 Fund,
04CS1L-E,"Kutxabank Dividendo, Fi",
04CGSY-E,Lbpam Actions DiversifiÌ©,
04FHP4-E,Lgt Multi-assets Ucits - Gim Growth,
04CG9S-E,Lo Funds - Convertible Bond,
04GN9Z-E,Man Uk Icvc - Uk Income Fund,
04GZ5M-E,Managed Risk Blue Chip Income & Growth Fund,
04GH84-E,Manulife Segregated Ideal Money Market Fund,
04L18Y-E,Massmutual Select T Rowe Price Retirement 2030 Fund,
04DQ1K-E,Metzler Premium Aktien Global,
04J5G3-E,Nationale-nederlanden Nederland Fonds,
04FGS1-E,Nationwide Vit - Investor Destinations Conservative Fund,
04H1N1-E,Nationwide Vit - Investor Destinations Managed Growth Fund,
04FGS2-E,Nationwide Vit - Investor Destinations Moderately Conservative,
04D20Y-E,Oddo Avenir,
04KH6N-E,Ohio National - Balanced Model Portfolio,
04KZ1Z-E,Old Mutual Multimanager Trust - Quilter Inv. Na Eq. Fund,
04JD7H-E,Op Maltillinen,
04JRM9-E,Op Private Strategia 50,
04FGSB-E,Pacific Funds Portfolio Optimization Moderate,
04HGNQ-E,Parvest - Equity Best Selection Europe,
04BSWL-E,Perpetual Income & Growth Investment Trust Plc,
04G70R-E,Phillips Hager & North Canadian Equity Underlying Fund,
04HXDD-E,Phillips Hager & North Canadian Equity Underlying Fund Ii,
04GTSG-E,Pimco Emerging Markets Full Spectrum Bond Fund,
04G7TM-E,Pnc Government Money Market Fund,
04L6GP-E,Primerica Asset Builder Equity Pooled Fund,
04BXN9-E,Royal London Equity Funds Icvc - European Growth Fund,
04KS3Q-E,Royal London Equity Funds Icvc - Global Equity Diversified,
04BXND-E,Royal London Equity Funds Icvc - Uk Growth Fund,
04CQ4P-E,Rt Zukunftsvorsorge Aktienfonds,
04DKYS-E,Rvf - Bonds,
04GJJ9-E,Sa International Small Company Fund,
04BYVG-E,"Santander Acciones EspaÌ±olas, Fi",
04DB1L-E,Santander Multi-manager Oeic - Balanced International Tracking,
04JL4T-E,Scholars Choice Portfolio V,
04BL8N-E,Schroder Invt. Fund Company - Uk Dynamic Smaller Companies Fd.,
04DTJX-E,Sg MonÌ© TrÌ©so,
04BXQP-E,Spdr Dow Jones Industrial Average Etf,
04CV79-E,Spdr S&p Dividend Etf,
04BH7Y-E,Spdr Series - Financial Select Sector Spdr Fund,
04BH80-E,Spdr Series - Technology Select Sector Spdr Fund,
04DQ5M-E,St. James's Place Unit Trust - Allshare Income,
04G25W-E,St. James's Place Unit Trust - Managed Growth,
04BPP4-E,St. James's Place Unit Trust - Uk High Income,
04BSTF-E,Storebrand Norge I,
04GYY5-E,Sunamerica Series Trust - Sa American Fds. Growth Income Port.,
04GYY3-E,Sunamerica Series Trust - Sa American Funds Growth Portfolio,
04BLV2-E,Swip Tracker & Specialist Icvc - Uk All Share Tracker,
04L0W6-E,Td Us Dividend Growth Fund,
04J90V-E,Templeton Global Bond Fund Sa De Cv Siid,
04BY8M-E,Threadneedle Invt. Funds Icvc - Uk Institutional Fund,
04G6V9-E,Tops Managed Risk Growth Etf Portfolio,
04G6VB-E,Tops Managed Risk Moderate Growth Etf Portfolio,
04GH1D-E,Transamerica Asset Allocation - Conservative Portfolio,
04HL6V-E,Ubs Life - Uk Large & Mid Cap Tracker Fund,
04J8XR-E,Uff Oblicontext 2021 A,
04K94V-E,Uff Oblicontext 2023 A,
04FCG2-E,Usaa Managed Allocation Fund,
04C2BF-E,Vanguard Investment Series Plc - Us 500 Stock Index Fund,
04D38Y-E,Vanguard Mega Cap Growth Index Fund,
04G878-E,Vanguard Variable Insurance - Conservative Allocation Port.,
04G879-E,Vanguard Variable Insurance - Moderate Allocation Portfolio,
04G1SQ-E,Voya Index Solution 2025 Portfolio,
04G8H4-E,Voya Retirement Conservative Portfolio,
04J5YC-E,Wealth Invest Akl Seb Global Eme (earnest) (dkk),
04G7ZS-E,Wells Fargo Asset Allocation Fund,
04G396-E,Abax Equity Prescient Fund (top 10 Holdings),
04BLMV-E,Aberdeen Invt. Funds Icvc - Asia Pacific Equity Fund,
04HK9R-E,Agfiq Us Sector Class,
04BX18-E,Ais Mandarine Opportunites,
04CLFQ-E,Alliancebernstein Wealth Appreciation Strategy Portfolio,
04BNPF-E,Allianz Adifonds,
04F77X-E,Allianz Aktien Schweiz,
04F87X-E,Allianz Obligationen Fremdwaehrungen Hedged,
04BRNP-E,Allianz Thesaurus,
04DVKP-E,Alm Classic,
04CRPL-E,Am One Diam J-reit Open Mother Fund,
04J6WC-E,American Funds Insurance Series - Mngd. Risk Glb. Alloc. Port.,
04GV1B-E,Amg Timessquare International Small Cap Fund,
04DHYC-E,Amundi TrÌ©so 6 Mois,
04BW5W-E,Artemis Uk Select Fund,
04GTJN-E,Ast Quantitative Modeling Portfolio,
04BSFP-E,Atout France,
04KQHJ-E,Aviva Investors Property Funds Icvc - Uk Property,
04DLJ1-E,Aviva SÌ©lection OpportunitÌ©s,
04DKPD-E,Blackrock Cif - Continental European Equity Tracker Fund,
04JD4X-E,Blackrock Market Advantage Fund,
04DH9J-E,Bnp Paribas Cash Invest,
04JP6R-E,Bnp Paribas Core Bond Return Alpha,
04G8XK-E,Bnp Paribas Insticash - (eur) 3m Standard Vnav,
04FK5P-E,Bnp Paribas L1 - Bond (eur) High Yield,
04J3G4-E,Bnp Paribas L1 - Equity World Quality Focus,
04KQ8T-E,Bnppf Private Sicav - Balanced Sri,
04HJFC-E,Bny Mellon Alternative Diversifier Strategies Fund,
04J066-E,"Caixabank Seleccion Retorno Absoluto, Fi",
04DPBY-E,"Cartera Optima Moderada, Fi",
04H0SJ-E,Catalyst Hedged Futures Strategy Fund,
04G163-E,Cbf Church Of England Property Fund,
04HLVC-E,Cf Canada Life Investments Fund - Canlife Uk Equity,
04FLHD-E,Cf Heartwood Multi Asset Fund - Balanced Multi Asset Fund,
04KWLL-E,Cf Multi Asset Pension Fund,
04DCDY-E,Cimb Principal - Greater China Equity Fund,
04G64V-E,City National Rochdale Government Money Market Fund,
04GNN4-E,Csa Fund Selection Equity Usa,
04FMK7-E,Dekastruktur: 4 Ertragplus,
04GBPT-E,Dekastruktur: Chance,
04FXWN-E,Dnb Aktiv 30,
04F8KS-E,Dnb Obligasjon (i),
04GLKK-E,Dws Trc Top Dividende,
04CC1Z-E,East Capital Eastern European Fund,
04H44X-E,Eaton Vance Atlanta Capital Smid Cap Fund,
04GT6M-E,Ecureuil Actions EuropÌ©ennes,
04DQFP-E,Ecureuil BÌ©nÌ©fices Emploi,
04DQF3-E,Ecureuil Expansion,
04HD3N-E,Epoch International Equity Fund,
04DKLV-E,Etoile Multi Gestion Etats-unis Fcp,
04H5H3-E,Fidelity Advisor 529 Portfolio 2019 - Total,
04G3D2-E,Fidelity Asset Manager 60% Fund,
04HBC3-E,Fidelity Funds - Nh Aggressive Growth Portfolio,
04H5KB-E,Fidelity Index - Nh Portfolio 2018,
04H5PW-E,Fidelity Index - Nh Portfolio 2030,
04G7DL-E,Fidelity Mid Cap Index Fund,
04G3FN-E,Fidelity Series Commodity Strategy Fund,
04BDDV-E,First Eagle Gold Fund,
04GDP3-E,Fonditalia - Flexible Strategy,
04HHKD-E,Foord Sicav - International Fund,
04JT53-E,Franklin Growth 529 Portfolio,
04JT52-E,Franklin Income 529 Portfolio,
04BKGL-E,Fructi Actions EuropÌ©ennes,
04C6K5-E,Fructifonds Profil 9,
04C0NG-E,Fructifrance Eur,
04GR8W-E,Gmo Global Asset Allocation Series Fund,
04GVJ9-E,Gmo International Equity Allocation Series Fund,
04KMM2-E,Hartford Dividend & Growth 529 Fund,
04CJ5V-E,Hbos Uk Invt. Fds. Icvc - Uk Growth,
04CJQR-E,Icici Prudential Multi Asset Fund,
04H1ZG-E,Investec Worldwide Equity Feeder Fund,
04C0P5-E,Iprofile Canadian Equity Pool,
04BH3S-E,Ishares Msci Eafe International Index Fund,
04CKSS-E,Ishares Tr. - Select Dividend Etf,
04CJ22-E,Janus Henderson Invt. Fds. Series Ii - Cautious Managed Fund,
04D873-E,Janus Henderson Uk & Eu - Strategic Bond Fund,
04C7VS-E,Jnl/mellon Capital S&p 500 Index Fund,
04DBM3-E,Jnl/s&p Dividend Income & Growth Fund,
04JN6Z-E,Jpmcb Eafe Opportunities,
04HZC5-E,Kbc Life Invest - Comfort4life Dynamic,
04HYVP-E,Kbc Life Privileged Portfolio - Defensive Protected AoÌÈt,
04F8X6-E,Klp Aksjeeuropa Indeks Ii,
04C1Q7-E,Lbbw Dividenden Strategie Euroland,
04KH57-E,Lbpam Actions Focus Europe,
04DZCM-E,Lc Value Discovery Equity Fund,
04BKZS-E,Legal & General Uk Index Trust,
04BFT1-E,Lincoln Vip - Mondrian International Value Fund,
04BJWQ-E,Lincoln Vip - Ssga S&p 500 Index Fund,
04G69R-E,Lincoln Vip - Vanguard Domestic Equity Etf Fund,
04GMVQ-E,Managers Amg Yacktman Focused Fund,
04J2F8-E,Manning & Napier Retirement Target 2030 Cit,
04F8R1-E,Mutual Of America Invt. Corp. - International Fund,
04H1MZ-E,Nationwide Vit - Cardinal Managed Growth & Income Fund,
04FGRY-E,Nationwide Vit - Investor Destinations Moderately Aggres. Fund,
04GZSB-E,New Covenant Balanced Growth Fund,
04L53Z-E,Nn Profielmix 3,
04DFFR-E,Nomura - Nomura India Equity Investment,
04GCJF-E,Nordea 1 - Stable Emerging Markets Equity Fund,
04BSWR-E,Odin Norge,
04DRJS-E,Ofi Rs Liquidites,
04D50V-E,Pear Tree Polaris Foreign Value Small Cap Fund,
04FCYS-E,Phillips Hager & North Canadian Equity Value Fund,
04BNPQ-E,Plusfonds,
04KC6C-E,Polar Capital Funds Plc - Uk Value Opportunities Fund,
04GZZL-E,Primerica Global Balanced Growth Fund,
04HD4M-E,Pru Pension Equity S3,
04HC5P-E,Prudential Cash - Pension,
04HC9H-E,Prudential Long Dated Corporate Bond - Pension,
04HC8C-E,Prudential Uk Equity Passive - Pension,
04DN5Q-E,"Quality Inversion Conservadora, Fi",
04DN5N-E,"Quality Inversion Moderada, Fi",
04JVRN-E,Quilter Investors Cirilium Oeic - Balanced Passive Fund,
04F0NL-E,Salient Tactical Growth Fund,
04CH70-E,Santander Uk Growth Unit Trust,
04CJRC-E,Sbi Magnum Taxgain Scheme - 1993,
04CYVV-E,Schroder Isf - Japanese Opportunities,
04FS5C-E,Schroder Life Long Dated Corporate Bond Fund,
04FW5M-E,Schroder Selection - Global Series Global High Yield,
04JDVP-E,Sei Core Strategy Collective Trust - Large Cap Strategy Fund,
04HPY4-E,Sg Patrimoine,
04BXBR-E,Spdr S&p Mid Cap 400 Etf Trust,
04C2XM-E,Spdr Series - Health Care Select Sector Spdr Fund,
04HPWX-E,State Street Target Retirement 2050 Fund,
04GMJH-E,Sun Life Granite Balanced Portfolio,
04BTWD-E,Swedbank Robur Ethica Sverige,
04DTZT-E,Swiss Life Funds (f) Money Market Eur,
04J6YZ-E,Swisscanto (ch) Index Fund I - Real Estate Switzerland Ind.,
04HN57-E,T Rowe Price Retirement 2060 Fund,
04CTZF-E,T. Rowe Price Funds Sicav - Japanese Equity Fund,
04JYZQ-E,Tmb Property Income Plus Fund,
04HVY4-E,Ubam - Global Convertible Bond,
04J0Y1-E,Ubs Ast - Obligationen Inland Indexiert (chf),
04L27B-E,Ubs Life - All World Equity Fw (gbp) Hedged Index Fund,
04DLK5-E,Uff Obligations 3-5,
04BYYM-E,Usaa S&p 500 Index Fund,
04BPQQ-E,Vanguard Balanced Index Fund (us),
04CP98-E,Vanguard Energy Index Fund,
04KNXQ-E,Vanguard Target Retirement 2065 Fund,
04BFYH-E,Vanguard Tax Managed Small Cap Fund,
04G9BR-E,William Blair Macro Allocation Fund,
04DC48-E,Zwitserleven Beleggingsfondsen - Europees Aandelenfonds,
04BLN4-E,Aberdeen Invt. Funds Icvc - Uk Equity Fund,
04HV9Y-E,Ai Inflation Euro Hd,
04KCLY-E,Alfred Berg Nordic Investment Grade (feeder),
04BXH6-E,Allianz Actions Eur,
04D1P5-E,Allianz Global Investors Fund - Europe Equity Growth,
04DR6L-E,Allianz Secteur Euro Immobilier,
04C8M2-E,Allianz Valeurs Durables,
04G3G1-E,Amundi Funds - Cash Usd,
04DS79-E,Amundi Treso Court Terme,
04D88C-E,Architas Mm Glb. Sol. Icvc - Ma Passive Intermediate Fund,
04D88D-E,Architas Mm Glb. Sol. Icvc - Ma Passive Moderate Fund,
04G741-E,Asr Fonds - Europafonds,
04JKN3-E,Aviva Investors Conviction,
04DH3Q-E,Aviva MonÌ©taire Isr,
04GWV1-E,Azl Mvp Fusion Dynamic Balanced Fund,
04BT20-E,Baillie Gifford Japan Trust Plc,
04JLBP-E,"Bankinter Cartera Privada Conservadora, Fi",
04JLC0-E,"Bankinter Cartera Privada Moderada, Fi",
04G24W-E,Blackrock Isf - Ishares Developed World Index Fund (ie),
04BY0D-E,Bmo European Fund,
04BR5V-E,Bmo Investment Funds (uk) Icvc - Select European Equity Fund,
04C3MB-E,Bnl Azioni Europa Dividendo,
04BYQY-E,Bnp Paribas L1 - Equity Europe,
04K3PS-E,Bnp Paribas Select - Sustainable Bond (eur) Short Term,
04DHB7-E,Bnp Paribas TrÌ©sorerie 3 Mois,
04KQSZ-E,Bnppf Private Sicav - Defensive Sri,
04BV5D-E,British Empire Trust Plc,
04J895-E,C Worldwide Globale Aksjer Etisk,
04JPQJ-E,"Caixabank Seleccion Alternativa, Fi",
04J899-E,Caixagest AÌ¤Ìµes LÌ_deres Globais Fimaa,
04FLHG-E,Cf Heartwood Multi Asset Fund - Cautious Multi Asset Fund,
04CDNZ-E,Charifund,
04BFN7-E,Cref Equity Index Account,
04DCGR-E,Deka - Institutionell Liquiditaetgarant,
04DJQ0-E,Dje - Intercash,
04GTW2-E,Dnb High Yield (i),
04HYC4-E,Dnca Invest - Europe Growth,
04L2H2-E,Dws Flexpension Ii 2033,
04GLKJ-E,Dws Trc Deutschland,
04C27R-E,"Edm Inversion, Fi",
04JK22-E,Edmond De Rothschild Fund - Us Value,
04HKFS-E,Emirates Global Sukuk Fund,
04G3TR-E,Fidelity Global Balanced Portfolio,
04J2RM-E,Fidelity Index - Nh Portfolio 2033,
04JQ9B-E,Fiera Asset Management Usa International Equity Collective Tr.,
04JT21-E,Franklin Founding Funds 529 Portfolio,
04HH2Y-E,Franklin India Feeder - Us Opportunities Fund,
04BLJT-E,Franklin Templeton Funds - Uk Mid Cap Fund,
04JT3P-E,Franklin Us Government Money 529 Portfolio,
04DQF0-E,Fructi Isr Obli Eur,
04C6K4-E,Fructifonds Profil 3,
04FYJD-E,Goldman Sachs Satellite Strategies Portfolio,
04GF8K-E,Guidestone Conservative Allocation Fund,
04FGHG-E,Hartford Growth Allocation Fund,
04D4WV-E,Hdfc Small Cap Fund,
04J901-E,"Horizontes Money Market, Sa De Cv Siid",
04CJQK-E,Icici Prudential Equity & Debt Fund,
04D1W3-E,Ing (b) Collect Portfolio - Personal Portfolio Yellow,
04DZT6-E,Ing Direct - Profilo Equilibrato Arancio,
04DZT7-E,Ing Direct - Profilo Moderato Arancio,
04D142-E,Invesco European Invt. Ser. - European Equity Income Fund (uk),
04CHCV-E,Ishares Msci Emerging Markets Etf,
04G302-E,Ist - Geldmarkt (chf),
04BT2V-E,Janus Henderson Horizon Fund - Euroland Fund,
04GNXB-E,Jpmorgan Smartretirement Blend 2045 Fund,
04HYVC-E,Kbc Life Privileged Portfolio - Defensive Protected November,
04G6HY-E,Klp Aksje Fremvoksende Marked Indeks Ii,
04DS1H-E,Lbpam TrÌ©sorerie,
04DKFP-E,Lcl Actions Etats-unis Isr,
04HVR8-E,Lcl DÌ©veloppement Pme,
04HHJV-E,Legal & General Multi Index 4 Fund,
04G8LN-E,Lf Miton Investment Funds 3 - Uk Multi Cap Income Fund,
04FHP3-E,Lgt Multi-assets Ucits - Gim Balanced,
04GZ64-E,Managed Risk International Fund,
04J2F7-E,Manning & Napier Retirement Target 2020 Cit,
04J2F9-E,Manning & Napier Retirement Target 2040 Cit,
04G5BR-E,Marriott High Income Fund Of Funds,
04BQ06-E,Metlife Stock Index Portfolio,
04GR2Z-E,Mirabaud - Equities Swiss Small & Mid,
04CRRV-E,Mitsubishi Ufj Asset Management J-reit Mother Fund 2004,
04J18V-E,Muzinich Funds - Emerging Markets Short Duration Fund,
04FHL5-E,National Association Of Almshouses Common Investment Fund,
04CL13-E,Natixis StratÌ©gie Min Variance Europe,
04L7MD-E,Nikko Am Australian Share Wholesale Fund,
04KBZY-E,Nikko Asset Global Robotics Equity Mother Fund,
04L5Q7-E,Nn Index Rendement Fonds,
04GMZF-E,Nordea Invest Fleksibel,
04J2T4-E,Odin Aksje,
04DTLD-E,Ofi Actions France,
04G7GP-E,Op Intia,
04DQ8F-E,Ostrum Sustainable Tresorerie Eur,
04D9WZ-E,Parvest - Enhanced Cash 6 Months,
04GPL5-E,Pimco Vit - All Asset Portfolio,
04FGVW-E,Principal Lifetime 2010 Fund,
04HC6Z-E,Pru Equity - Life,
04HC9K-E,Prudential Dynamic Focused 0-30 Portfolio S2,
04HC5N-E,Prudential Fixed Interest - Pension,
04HC6Q-E,Prudential Global Equity - Pension,
04HC90-E,Prudential Insight Broad Opportunities,
04HC6R-E,Prudential International Equity - Pension,
04HC8B-E,Prudential Long-term Gilt Passive S3,
04HC83-E,Prudential Property - Life (inc),
04HCF6-E,Prudential Psps Global Equity - Active - Pension,
04HCNH-E,Prudential S3 Blackrock Aquila Uk Equity Index - Pension,
04DHTR-E,Raiffeisenfonds - Ertrag,
04BXXG-E,Robeco Capital Gr. Fds. - Robecosam Sust. European Equity,
04GSL0-E,Schroder Invt. Fund Company - European Alpha Income Fund,
04JQYY-E,Sft Managed Volatility Equity Fund,
04JDZQ-E,T Rowe Price Retirement I 2010 Fund,
04KY0Q-E,Teslin Participaties Cooeperatief Ua,
04BH7L-E,Tiaa-cref Equity Index Fund,
04CDVX-E,Tiaa-cref Large Cap Growth Index Fund,
04GX6L-E,Tokio Marine Asset Tma Japan Reit Mother Fund,
04GY14-E,Transamerica Jpmorgan International Moderate Growth Vp,
04HL6G-E,Ubs Life - Europe (ex-uk) Equity Tracker (gbp) Hedged Fund,
04F2WQ-E,Unistrategie: Konservativ,
04HNFV-E,Vanguard Conservative Index Fund,
04KQ8H-E,Virtus Ceredex Large Cap Value Equity Fund,
04CTFP-E,Vpi Canadian Equity Pool,
04HVZ0-E,Advance Property Securities Multi-blend Fund (top 10),
04FVWS-E,Alerian Mlp Etf,
04CN7M-E,Allianz Global Investors Choice Fund - Hong Kong,
04K3N9-E,Allianz Global Investors Fund - Selection Fixed Income,
04BRQW-E,Allianz Vermoegensbildung Deutschland,
04HQX1-E,Alm Actions Eur,
04HS6R-E,Alm SÌ©lection Eur,
04HS6S-E,Alm SÌ©lection Monde,
04DRMH-E,Arca Strategia Globale Crescita,
04BW60-E,Artemis Uk Special Situations Fund,
04FJKP-E,Asr Fonds - Profielfonds E,
04L15C-E,Ast American Funds Growth Allocation Portfolio,
04BLHR-E,Baring Global Umbrella Fund - Eastern Europe Fund,
04D8M3-E,Bft MonÌ©taire,
04GML1-E,Bmo Selecttrust Growth Portfolio,
04JG3Z-E,Bnp Paribas B Strategy - Europe Defensive,
04DKVM-E,Bnp Paribas Comfort - Equity High Dividend Europe,
04KTXF-E,Carillon Eagle Growth & Income Fund,
04KM3Q-E,China Merchants Csi Liquor Index Structured Fund,
04J10H-E,Cpr Invest - Reactive,
04CBLY-E,Danske Invest Denmark - Engros Emerging Mkts. Fund,
04GDZZ-E,Dnb Aktiv 100,
