FactSet Fund ID,Fund_name,AI_Targeting vs. Profile Page
04GT09-E,Mainstay Mackay Growth Fund,
04JGV8-E,Oddo Us Mid Cap,
04D9RY-E,Vontobel Fund - Clean Technology,
04BFBV-E,Blackrock Series Fund - Capital Appreciation Portfolio,
04C46M-E,Eaton Vance Tax Managed Multi Cap Growth Portfolio,
04H0N8-E,Westfield Capital Dividend Growth Fund,
04BWS0-E,Danske Invest Sustainability Equity Fund (fi),
04CR4R-E,Old Westbury Small & Mid Cap Strategies Fund,
04FWQP-E,Fidelity Strategic Advisers International Ii Fund,
04CDW7-E,Tiaa-cref Real Estate Securities Fund,
04D7JM-E,Macquarie Prof. Series-ifp Global Franchise Fund (top 10),
04CXH6-E,St. James's Place Unit Trust - Global,
04GDWH-E,Brookfield Global Listed Real Estate Fund,
04BXD2-E,Investors Mutual Of Canada,
04CCR8-E,Fidelity Advisor Series Vii - Real Estate Fund,
04B9HR-E,Fidelity Capital & Income Fund,
04BFXP-E,Russell Global Real Estate Securities Fund,
04DG1T-E,Fdc Sicav - Actions Monde - Actif 2,
04CTWG-E,Weitz Partners Iii Opportunity Fund,
04BXFQ-E,Ig Beutel Goodman Canadian Balanced Fund,
04BRZG-E,Fidelity Select Wireless Portfolio,
04BL7J-E,Schroder Global Healthcare Fund,
04B9VS-E,Franklin Micro Cap Value Fund,
04GS92-E,Versus Capital Multi Manager Real Estate Income Fund Llc,
04CTF2-E,Mutual Of America Invt. Corp. - Small Cap Value Fund,
04BDZZ-E,Usaa Science & Technology Fund,
04BGYW-E,T Rowe Price International Stock Portfolio,
04BD12-E,Putnam Global Utilities Fund,
04GWQL-E,Ruffer Investment Company Ltd.,
04BNS2-E,Deka - Digitale Kommunikation,
04BJ2D-E,Fidelity Comwlth. Tr. - Small Cap Stock Fund,
04D52M-E,Prudential Financial Global Bio-health Fund,
04BRX7-E,Seb Fund 1 - Us All Cap Fund,
04BB4W-E,State Street Instl. Fds. - Institutional Small Cap Equity Fund,
04BF74-E,Wilshire Mutual Funds - Large Company Value Portfolio,
04BR83-E,Fidelity Funds Sicav - SÌ©lection Internationale,
04C2LL-E,Lf Ruffer Investment Funds - Equity & General Fund,
04HNBB-E,Natixis Am Funds - Seeyond Global Minvariance,
04BS0L-E,Handelsbanken HaelsovÌ´rd Tema,
04BHXV-E,Thrivent Large Cap Growth Fund,
04C1W1-E,Ab Sicav I - International Technology Portfolio,
04C04B-E,Bl - Global 75,
04BY51-E,Invesco Us Companies Class,
04DMBQ-E,Pictet - Nutrition,
04BSYJ-E,Seasons Series Trust - Sa T. Rowe Price Growth Stock Portfolio,
04BFSM-E,First Investors Life Series Special Situations Fund,
04BCNY-E,Pgim Income Builder Fund,
04C03M-E,Allianz Vip Trust - T Rowe Price Capital Appreciation Fund,
04BVNQ-E,Danske Invest Denmark - Global Indeks,
04BFP7-E,Eq/capital Guardian Research Portfolio,
04BQJ7-E,Prudential Series - Sp Prudential Us Emerging Growth Portfolio,
04C8VF-E,Seb Generationsfond 60-tal,
04C8VH-E,Seb Generationsfond 70-tal,
04DVF5-E,Acatis Datini Valueflex Fonds,
04BPF9-E,Anima America,
04C3ZB-E,Invest Global,
04BJ0N-E,Mutual Of America Invt. Corp. - Composite Fund,
04DJV7-E,Natixis Fds. Tr. Ii - Vaughan Nelson Value Opportunity Fund,
04D11R-E,Amf Aktiefond Nordamerika,
04CS72-E,Anima Funds Plc - Us Equity,
04CNNS-E,Baron Fifth Avenue Growth Fund,
04BF9D-E,Columbia Acorn Select Fund,
04BRCY-E,Kbc Equity Fund - Us Small Caps,
04D4HQ-E,Select Us Equity Managed Fund,
04G9L6-E,Swisscanto (ch) If I - Equity Fund Nachhaltigkeit Intl.,
04BBBP-E,Transamerica Growth Fund,
04C86P-E,Vontobel Fund - New Power,
04G8HV-E,American Century Alternatives Market Neutral Value Fund,
04CFYK-E,Fideuram Fund Equity Usa,
04HWPS-E,Jpmorgan Opportunistic Equity Long/short Fund,
04H3MC-E,Oppenheimer Var. Acc. Fds. - Global Multi Alternatives Fund/va,
04BF5Q-E,William Blair Growth Fund,
04C9L0-E,Old Mutual Global Equity Fund,
04D4RC-E,Coif Charities Global Equity Income Fund,
04D831-E,Dodge & Cox Funds - Global Stock Fund,
04C89V-E,Sentry Canadian Income Fund,
04CY9K-E,Janus Henderson Global Equity Income Fund,
04FBMT-E,Nordea Stratega 30,
04CY3Z-E,Deutsche Dws Sec. Tr. - Rreef Real Estate Securities Fund,
04GR2B-E,Eagle Mlp Strategy Fund,
04G98W-E,Fidelity Advisor Strategic Income Fund,
04DPTW-E,John Hancock Ii - Small Cap Value Fund,
04F9QJ-E,Ab High Income Fund,
04CNNQ-E,Lord Abbett Bond Debenture Fund Inc.,
04D4ZB-E,Valic Company I - Global Real Estate Fund,
04DFH8-E,Mfs Meridian Funds - Prudent Wealth Fund,
04CL52-E,Ivy Funds - Securian Real Estate Securities Fund,
04BCR2-E,Jpmorgan Small Cap Growth Fund,
04BHZ3-E,Brown Advisory Small Cap Growth Fund,
04GNSY-E,Blackrock Global Funds - Global Multi Asset Income Fund,
04FWC5-E,Bridgeway Omni Tax Managed Small Cap Value Fund,
04D7BZ-E,Cushing Mlp & Infrastructure Total Return Fund,
04HP2R-E,Mackenzie Us Dividend Fund,
04BGVS-E,Columbia Variable Portfolio-small Cap Value Fund,
04HL2G-E,Manulife Canadian Balanced Private Pool,
04HKCR-E,Fondo Bbva Bancomer Diversificado Internacional Sa De Cv Sirv,
04HDTC-E,Foundry Partners Fundamental Small Cap Value Fund,
04BZQC-E,Renaissance Canadian Growth Fund,
04CLKH-E,Dfa International Vector Equity Fund,
04BW05-E,Royce Capital Fund - Small Cap Portfolio,
04BYD9-E,Scotia Canadian Blue Chip Fund,
04CQW2-E,Intrepid Capital Fund,
04D2HS-E,Meeder Balanced Fund,
04CRK6-E,Swedbank Robur Transfer 50,
04F8ZL-E,Swisscanto Bvg 3 Portfolio 25,
04CSYQ-E,Voya Global Advantage & Premium Opportunity Fund,
04B9WK-E,Fidelity Advisor Series I - Small Cap Fund,
04CN9Y-E,Generali Fond Globalnich Znacek,
04J4G8-E,Guggenheim Capital Stewardship Fund,
04CYZ0-E,Ubam - 30 Global Leaders Equity,
04GQY4-E,Ast Goldman Sachs Multi Asset Portfolio,
04HHLL-E,Center Coast Mlp & Infrastructure Fund,
04J4MW-E,Eurizon Fund - Multiasset Income,
04HFZQ-E,Altegris/aaca Opportunistic Real Estate Fund,
04CF4Z-E,Oppenheimer Dividend Opportunity Fund,
04GL4P-E,Csc Small Cap Value Fund,
04GFQB-E,Empire Life Emblem Growth Portfolio,
04CV6W-E,Johnson Equity Income Fund,
04BXGH-E,Schroder Institutional Global Equity Fund,
04C7SL-E,Clearbridge Variable Large Cap Growth Portfolio,
04CXBQ-E,Fidelity Funds Sicav - Target 2040 (eur) Fund,
04FBQ1-E,Usaa High Income Fund,
04BHNK-E,Vanguard Variable Insurance - Growth Portfolio,
04BJWL-E,Lincoln Vip - Wellington Capital Growth Fund,
04BGLP-E,Sunamerica Series Trust - Sa Jpmorgan Mid Cap Growth Portfolio,
04GGNJ-E,Td Global Conservative Opportunities Fund,
04F12T-E,Ia Clarington Inhance Global Equity Sri Class,
04BDLM-E,Victory Diversified Stock Fund,
04BLMS-E,Aberdeen Invt. Funds Icvc - North American Equity Fd.,
04BPS8-E,Allianz Global Investors Fund V - Intellectual Capital,
04D15Z-E,Cohen & Steers Global Income Builder Inc.,
04H0SW-E,Franklin Volsmart Allocation Vip Fund,
04BGQR-E,Janus Aspen Ser. - Vit Research Portfolio,
04C1BX-E,Multipartner Sicav - Robecosam Smart Materials Fund,
04D8GW-E,Omw Quilter Investors Ethical Equity,
04HXNF-E,Sarasin Funds Icvc - Global Dividend (gbp) Hedged,
04CZF0-E,Dws Global Water,
04BVC1-E,Gabelli Enterprise Mergers & Acquisitions Fund,
04F9R8-E,Massmutual Select Blackrock Global Allocation Fund,
04BFHH-E,Virtus Global Dividend & Income Fund Inc.,
04FXGY-E,Ctivp-westfield Mid Cap Growth Fund,
04CVR1-E,Invesco Low Volatility Equity Yield Fund,
04BJGD-E,Evercore Equity Fund,
04BNQR-E,Goldman Sachs Vit - Mid Cap Value Fund,
04C7R5-E,Ohio National - Blackrock Advantage Large Cap Core Portfolio,
04CLK9-E,Aktia America,
04GQKD-E,John Hancock Ii - Redwood Fund,
04J3P8-E,Multicooperation Sicav - Eq. Gbl. Excellence N. America,
04G260-E,St. James's Place Unit Trust - Strategic Managed,
04G1VL-E,Blackrock Strategic Income Opportunities Portfolio,
04DX21-E,Flossbach Von Storch - Multi Asset Balanced,
04BD15-E,Pgim Global Real Estate Fund,
04CV4N-E,Schroder Isf - Global Equity Yield,
04D7JC-E,Dimensional Global Core Equity Trust (unhedged) (top 10),
04CCX6-E,Handelsbanken Stiftelsefond Criteria,
04C5MQ-E,Oppenheimer Real Estate Fund,
04CYXQ-E,Bny Mellon Global Real Estate Securities Fund,
04CXJ2-E,Nn (l) - Global Real Estate,
04HJR7-E,Polar Capital Funds Plc - Biotechnology Fund,
04J6VP-E,Baillie Gifford Worldwide Funds Plc - Global Alpha Fund,
04G33P-E,John Hancock Ii - Fundamental Large Cap Value Fund,
04BTBD-E,Uniglobal - Net -,
04CYCC-E,Aberdeen Global Dynamic Dividend Fund,
04BHC5-E,Bny Mellon Small Cap Value Fund,
04GSZP-E,Mfs Heritage Trust - International Research Equity Fund,
04DVX7-E,Bethmann Vermoegensverwaltung Wachstum,
04D43G-E,Bkp Classic Fonds Ui,
04BSV5-E,Dnb Finans,
04J95H-E,Fondo Valmex De Capitales C Sa De Cv Sirv,
04BHRM-E,Ohio National - Clearbridge Small Cap Portfolio,
04C7RG-E,Raiffeisen - Energie - Aktienfonds,
04BFTR-E,Voya Investors Trust - Templeton Global Growth Portfolio,
04H144-E,Blackrock Global Funds - World Real Estate Securities,
04CVM5-E,Centaur Bci Flexible Fund,
04BGF8-E,John Hancock Vit - Global Trust,
04GS1R-E,Polar Capital Funds Plc - Income Opportunities Fund,
04BFC3-E,Great-west Ariel Mid Cap Value Fund,
04BXFP-E,Ig Ci Canadian Balanced Fund,
04BY7R-E,Belfius Equities - Robotics & Innovative Technology,
04BYYH-E,Fidelity Vip - Technology Portfolio,
04BG0D-E,Homestead Small Company Stock Fund,
04HGQ0-E,Parvest - Equity Usa Small Cap,
04CZG2-E,Advisors Inner Circle - Lsv Conservative Value Equity Fund,
04BYQ5-E,Td Global Entertainment & Communications Fund,
04CZFG-E,Westwood Small Cap Fund,
04BWRS-E,Mackenzie Global Growth Class,
04BQKT-E,American Funds Insurance Series - New World Fund,
04BLNC-E,Janus Henderson Invt. Fds. Series I - Us Growth Fund,
04DH13-E,Pictet (ch) Institutional - World (ex-swiss) Eqs. Tracker Us,
04CYQ1-E,Pictet - Clean Energy Fund,
04BYDB-E,Scotia Canadian Growth Fund,
04BP1W-E,Basler-international Dws,
04CL4R-E,Federated Kaufmann Small Cap Fund,
04BFB0-E,Lincoln Vip - T Rowe Price Structured Mid Cap Growth Fund,
04GGRH-E,Aig Focused Multi Cap Growth Fund,
04CT3Q-E,Northern Large Cap Core Fund,
04C9PG-E,Dje Concept,
04JB0W-E,Goldman Sachs Multi Manager Us Dynamic Equity Fund,
04C1QT-E,Mawer Tax Effective Balanced Fund,
04HXN7-E,Sarasin Funds Icvc - Global Dividend Fund,
04F993-E,Aqr Global Equity Fund,
04G272-E,Axa/ab Dynamic Moderate Growth Portfolio,
04CS5W-E,Dws Mid Cap Value Fund,
04G3GH-E,Fidelity Global Equities Fund,
04CCTW-E,Phillips Hager & North Us Dividend Income Fund,
04D2JR-E,Prospector Opportunity Fund,
04G9LF-E,Swisscanto (ch) If I - Equity Fund World Enhanced,
04FJ0L-E,Ctivp-los Angeles Capital Large Cap Growth Fund,
04C9ZB-E,Globersel - Global Equity - Walter Scott & Partners,
04BBYQ-E,Marsico Growth Fund,
04BSYK-E,Seasons Series Trust - Sa Multi Managed Large Cap Growth Port.,
04D1WK-E,Swisscanto (lu) Equity Fund Fcp - Global Water Invest,
04JT3R-E,Northern Lights Fund Trust Ii - Formulafolios Us Equity Fund,
04D5MP-E,Allianz Global Investors Global Eco Trends Fund,
04GTZ6-E,Columbia Variable Portfolio - Diversified Absolute Return Fund,
04BNT9-E,Arbitrage Fund (the),
04BNTT-E,Vantagepoint Equity Income Fund,
04D86C-E,Ab Fcp I - Global High Yield Portfolio,
04G0NF-E,Coronation Global Managed Feeder Fund,
04CWZD-E,Deutsche Dws Sec. Tr. - Rreef Global Real Estate Securities,
04FB9R-E,Pimco Low Duration Income Fund,
04CCH5-E,Fidelity Vip - Real Estate Portfolio,
04B969-E,Delaware Vip Trust - Reit Series,
04G4R1-E,Am One World Attractive Dividend Pure Infra. Eq. Mother Fund,
04CLQ2-E,Loomis Sayles Strategic Income Fund,
04CMKQ-E,Cbre Clarion Global Real Estate Income Fund,
04C53G-E,Sentry Global Reit Fund,
04BD8T-E,Dws World Dividend Fund,
04C9SW-E,Eika Spar,
04BRQV-E,Diamond Hill Small Cap Fund,
04CBB0-E,Queens Road Small Cap Value Fund,
04CSL1-E,Witan Investment Trust Plc,
04BG0K-E,Hirtle Callaghan International Equity Fund,
04GDX7-E,Tortoise Pipeline & Energy Fund Inc.,
04GWNS-E,Bremenkapital Aktien,
04DGCX-E,Hsbc Trinkaus Strategie Dynamik,
04CY57-E,Jpmorgan Funds - Global Real Estate Securities Fund (usd),
04C1K8-E,Quadrus Gwlim Canadian Growth Fund,
04BGTH-E,Wilmington International Fund,
04HHVN-E,Odey Investment Funds Plc - Allegra Developed Markets Fund,
04BDVW-E,Timothy Plan - Small Cap Value Fund,
04DZV3-E,Bellevue Funds (lux) - Bb Adamant Medtech & Services,
04G9RW-E,Janus Henderson Global Income Managed Volatility Fund,
04GH6Q-E,"Blackrock Utility, Infrastructure & Power Opportunities Trust",
04BR6X-E,Fidelity Funds Sicav - European Smaller Companies Fund,
04C2PN-E,Kbc Eco Fund - Water,
04BC49-E,Muhlenkamp Fund,
04D7L4-E,Op Strategieportfolio Iv,
04C2LF-E,Swisscanto (lu) Portfolio Fund - Responsible Ambition (chf),
04G9F8-E,Brookfield Global Listed Infrastructure Income Fund Inc.,
04BFN1-E,Clearwater Core Equity Fund,
04BDGN-E,Wells Fargo Diversified International Fund,
04CX2G-E,Ivy Funds - Energy Fund,
04F9HL-E,Macquarie Prof. Series-walter Scott Gl. Eq. Fd. (hed.)(top 10),
04BX35-E,Russell Investments Overseas Equity Pool,
04J235-E,Tekla Healthcare Opportunities Fund,
04BGH0-E,Alliancebernstein Vp - Large Cap Growth Portfolio,
04G9GJ-E,Blackrock Advantage Hedged International Equity Fund,
04G6GB-E,Global Balanced Fund,
04BBNT-E,Mainstay Vp - Epoch Us Small Cap Portfolio,
04BBX4-E,Meridian Growth Fund,
04BP10-E,Dws Biotech,
04H2W3-E,Fidelity Advisor Series I - Growth Opportunities Fund,
04BTTP-E,Ultra Series - Large Cap Growth Fund,
04CCSZ-E,Federated Mdt All Cap Core Fund,
04CXBP-E,Fidelity Funds Sicav - Target 2035 (eur) Fund,
04BJ96-E,Sunamerica Series Trust - Sa Mfs Total Return Portfolio,
04BJ9S-E,Wells Fargo Large Company Value Fund,
04GQY3-E,Ast Jpmorgan Global Thematic Portfolio,
04D0DK-E,Mainstay Mackay Us Equity Opportunities Fund,
04BB1D-E,State Street Instl. Fds. - Institutional Us Equity Fund,
04D2T4-E,Blackrock Event Driven Equity Fund,
04BT5R-E,Allianz Global Investors Fund - Global Equity,
04BPS4-E,Allianz Us Equity Fund,
04BJNC-E,Clearbridge Variable Mid Cap Core Portfolio,
04HDNP-E,Diamond Hill Mid Cap Fund,
04BH4Z-E,Neuberger Berman Advisers Mgmt. - Mid Cap Growth Portfolio,
04BH2L-E,Putnam Sustainable Future Fund,
04BHL3-E,Touchstone Growth Opportunities Fund,
04C99Q-E,Alger Funds - Smid Cap Focus Fun,
04CV42-E,Ast Fidelity Institutional Amsm Quantitative,
04CT2P-E,Etoile Multi Gestion Usa,
04BVL4-E,Wells Fargo Endeavor Select Fund,
04D3WC-E,Mfs Mid Cap Value Portfolio,
04CJPQ-E,Neptune Investment Funds - Income Fund,
04C7SR-E,Transamerica Series - Multi Managed Balanced Vp,
04BLLG-E,Aberdeen Std. Sicav I - North American Equity Fund,
04CSVR-E,Schroder Global Cities Real Estate,
04CJFG-E,Lf Ruffer Investment Funds - Gold Fund,
04BNTR-E,Vantagepoint Growth Fund,
04D8MR-E,Schroder Global Equity Income Fund,
04C46J-E,Voya Global Real Estate Fund,
04CS1Y-E,Invesco Global Real Estate Fund,
04C7P6-E,Invesco Global Real Estate Income Fund,
04D2L9-E,Vpi Canadian Balanced Pool,
04CRZV-E,Am One Diam World Attractive Dividend Equity Open Mother Fund,
04FXH2-E,Ctivp-centersquare Real Estate Fund,
04BCGP-E,Wells Fargo Small Company Growth Portfolio,
04BV7C-E,Laensfoersaekringar Global HÌ´llbar,
04BBRQ-E,Loomis Sayles Small Cap Growth Fund,
04BGR8-E,Fidelity Advisor Diversified International Fund,
04D00T-E,Northwestern Mutual-large Cap Blend Portfolio,
04CWP5-E,Sg Actions Monde,
04CRX3-E,Axa/janus Enterprise Portfolio,
04BKBB-E,Thompson Large Cap Fund,
04GH05-E,Transamerica Global Equity,
04D705-E,Db Vermoegensfondsmandat - Balance,
04HKF9-E,Guggenheim Risk Managed Real Estate Fund,
04BT3B-E,Sterling Capital Behavioral Small Cap Value Equity Fund,
04F709-E,Tangerine Balanced Portfolio,
04BPTD-E,Nationwide Vit - Multi Manager Small Cap Value Fund,
04CXJY-E,Odey Investment Funds Plc - Allegra International Fund,
04CKMY-E,Spp Generation 80 Tal,
04GP5X-E,Blackrock Cif - Us Equity Tracker Fund,
04CS52-E,Securities Trust Of Scotland Plc,
04HM8G-E,Rzl Optimaal Oranje,
04BHFZ-E,Dfa Tax Managed Us Small Cap Portfolio,
04BKWS-E,Invesco Sm. Cos. & Mkts Invt. Ser - Global Sm. Cos. Fund (uk),
04CKTL-E,Manulife Fundamental Equity Fund,
04H0T4-E,Dfa Us Large Cap Equity Portfolio,
04CNJQ-E,Legg Mason Fds. Icvc - Us Smaller Companies Fund,
04BBWN-E,Mainstay Mackay Convertible Fund,
04F3GK-E,Nuveen Nwq Flexible Income Fund,
04CM66-E,Sei Institutional Invt. Trust - Small/mid Cap Equity Fund,
04CP43-E,Standard Life Wealth Balanced Bridge Fund,
04BWKM-E,Blackrock Us Opportunities Fund,
04HGT5-E,Magellan Global Fund (hedged) (top 10 Holdings),
04GN8V-E,Nuveen Real Asset Income & Growth Fund,
04JQ9F-E,Los Angeles Capital Large Cap Growth Cit,
04BBSM-E,Morgan Stanley Instl. Fund Tr. - Discovery Portfolio,
04BTM5-E,Principal Investors - Mid Cap Growth Fund Iii,
04CT3S-E,Russell Investments Global Equity Pool,
04CTSN-E,Valic Company I - Growth Fund,
04CSYH-E,Fidelity Funds Sicav - Target 2025 (eur) Fund,
04CSYJ-E,Fidelity Funds Sicav - Target 2030 (eur) Fund,
04G656-E,Aqr Multi-strategy Alternative Fund,
04D2W3-E,Jpmorgan Investment Funds - Global Dividend Fund,
04C1HW-E,Mackenzie Canadian Large Cap Balanced Fund,
04BTTQ-E,Ultra Series - Mid Cap Fund,
04BYFP-E,3 Banken Global Stock - Mix,
04C04C-E,Bl - Global Equities,
04CKPH-E,Eq Advisors Trust - Multimanager Aggressive Equity Port.,
04BQ50-E,Hussman Strategic Growth Fund,
04GJQS-E,Allianz Azioni America,
04C6X9-E,Bnp Paribas Actions Monde,
04BFXL-E,Russell Sustainable Equity Fund,
04C8ZX-E,Swisscanto (lu) Portfolio Fund - Green Invest Equity,
04BK46-E,Valic Company Ii - Mid Cap Growth Fund,
04D24N-E,William Blair Global Leaders Fund,
04CCKK-E,Eaton Vance Growth Portfolio,
04DZ5C-E,Fidelity Global Equity Investment Trust,
04BJHP-E,Wanger Select Fund,
04CT0N-E,Waverton Invt. Fds. Plc - Global Equity Fund,
04BHJ1-E,Blackrock Capital Appreciation V.i. Fund,
04H267-E,Mainfirst Sicav - Global Equities Fund,
04BT4X-E,Principal Investors - Mid Cap Value Fund Iii,
04BJF4-E,Transamerica Small/mid Cap Value Vp,
04DX86-E,Kbi Institutional Fund Icav - Water Fund,
04BC4T-E,Meridian Contrarian Fund,
04D236-E,Threadneedle Specialist Invt. Fds.-american Extended Alpha,
04J4ZJ-E,Ampega Amerikaplus Aktienfonds,
04B9ZJ-E,Fidelity Trend Fund,
04BHW3-E,George Putnam Balanced Fund,
04FCFZ-E,Hartford Global All Asset Fund,
04C968-E,Principal Investors - Spectrum Pref. & Cap. Sec. Inc. Fund,
04D043-E,Nuveen Dow 30 Dynamic Overwrite Fund,
04CHC8-E,Asahi Life Asahi Nvest Value Foreign Equity Mother Fund,
04CD9P-E,Economic Investment Trust Ltd.,
04CYB7-E,Blackrock Credit Allocation Income Trust,
04B9VG-E,Franklin Real Estate Securities Fund,
04CX0V-E,Morgan Stanley Instl. Fund - Global Real Estate Portfolio,
04BV95-E,Swedbank Robur Realinvest,
04BPQX-E,Morgan Stanley Variable - Us Real Estate Portfolio,
04BF62-E,Weitz Hickory Fund,
04G87C-E,Blackrock Global Long/short Credit Fund,
04CXC6-E,Swip Multi-manager Icvc - Global Real Estate Sec. Fund,
04HNC8-E,Ab Small Cap Value Portfolio,
04D7JG-E,Dimensional Global Real Estate Trust (top 10),
04B9KR-E,Fidelity Select Port. - Computers Portfolio,
04G6LJ-E,Rivernorth Doubleline Strategic Income Fund,
04BXQJ-E,Fidelity Institutional Funds - Uk Fund,
04BF8P-E,Weitz Value Fund,
04BFV6-E,Goldman Sachs Real Estate Securities Fund,
04GBDD-E,Ariel Global Fund,
04GG2B-E,London Life Us Equity Fund (london Capital),
04BY5K-E,Rbc Balanced Fund,
04C2C8-E,Td Diversified Monthly Income Fund,
04BHK1-E,Dfa Variable - Us Targeted Value Portfolio,
04BVK6-E,Raiffeisen Schweiz (lux) Fonds - Global Invest Yield 30,
04C2LH-E,Swisscanto (lu) Portfolio Fund - Responsible Focus (chf),
04DZJ1-E,Fidelity Funds Sicav - Glb. Mul. Asset Tactical Defensive Fund,
04GNW4-E,3 Banken Value - Aktienstrategie,
04C0GW-E,Mcinroy & Wood Balanced Fund,
04CSZV-E,Nomura Asset Us Reit Mother Fund,
04BQTQ-E,Sunamerica Series Trust - Sa Janus Focused Growth Portfolio,
04GNB3-E,Tortoise Energy Independence Fund Inc.,
04BCFD-E,Voya Small Cap Opportunities Fund,
04FW23-E,Advisory Research Mlp & Energy Infrastructure Fund,
04JJLS-E,Artemis Investment Funds Icvc - Us Smaller Companies,
04CV8D-E,Investors Global Dividend Fund,
04DLT9-E,Janus Henderson Invt. Fds. Series I - Uk Absolute Return Fund,
04C9HZ-E,Laudus International Marketmasters Fund,
04G87G-E,Mairs & Power Small Cap Fund,
04BVYB-E,Standard Life Wealth Bridge Fund,
04BG2G-E,Firsthand Technology Opportunities Fund,
04GDFZ-E,Nationwide Small Company Growth Fund,
04CXBN-E,Fidelity Funds Sicav - Glb. Mul. Asset Tactical Moderate Fund,
04G5ZS-E,John Hancock - Hedged Equity & Income Fund,
04BFXF-E,Royce Value Trust,
04BSFM-E,Amundi Europe Monde,
04BBRD-E,Ast Goldman Sachs Small Cap Value Portfolio,
04CLXN-E,Fidelity Advisor Series I - Value Fund,
04BG68-E,Value Line Small Cap Opportunities Fund,
04B8S2-E,Bridges Investment Fund,
04CXBM-E,Fidelity Funds Sicav - Global Opportunities Fund,
04D116-E,Legg Mason Global Funds Plc - Clearbridge Us Appreciation Fd.,
04CW68-E,Mml Global Fund,
04GVS6-E,Russell Investments Focused Us Equity Pool,
04BLSF-E,Swisscanto (ch) - Equity Fund Sustainable,
04D0YB-E,Vanguard Investment Series Plc - Global Enhanced Equity Fund,
04CZYF-E,Axa World Funds - Framlington Talents Global,
04BSDF-E,Carmignac Long-short European Equities,
04BT6N-E,CovÌ©a Actions Monde,
04DCW4-E,Nationwide Vit - Neuberger Berman Nvit Socially Resp. Fund,
04GN9Q-E,Usaa Cornerstone Aggressive Fund,
04GVYY-E,Wells Fargo (lux) Worldwide Fund - Us Large Cap Growth,
04BSPS-E,Wells Fargo Capital Growth Fund,
04HN73-E,Pgim Qma Long Short Equity Fund,
04DLW6-E,Quilter Investors Series I - Global Dynamic Equity Fund,
04CTSH-E,Valic Company I - Large Cap Core Fund,
04J2Z2-E,American Century Us Disciplined Large Cap Core Equity Cf,
04BFSZ-E,Lincoln Vip - Blended Large Cap Growth Managed Volatility Fund,
04HPLX-E,Carmignac Portfolio - Patrimoine,
04HXDG-E,Fidelity Japan Fidelity Daiwa Eq. Series (institutional Only),
04C2NF-E,Sivek Global Medium,
04D42D-E,Frankfurter Aktienfonds Fuer Stiftungen,
04C8WF-E,Challenge Funds - Cyclical Equity Fund,
04CF50-E,Advisorone Funds - Cls Global Diversified Equity Fund,
04J3V5-E,Most Diversified Port. - Tobam Anti-benchmark Us Equity,
04H1WL-E,Fidelity Funds Sicav - Global Multi Asset Income Fund,
04BH3F-E,Wasatch Small Cap Value Fund,
04D85H-E,Dfa International Vector Equity Portfolio,
04BFGV-E,Sunamerica Series Tr. - Sa Fidelity Inst. Am Real Estate Port.,
04CT4T-E,Am One Diam Us Reit Open Mother Fund,
04CSRQ-E,Fidelity Funds Sicav - Global Property Fund,
04D63F-E,Dfa International Sustainability Core 1 Portfolio,
04F8TB-E,John Hancock Ii - Strategic Income Opportunities Fund,
04F8SC-E,John Hancock - Bond Fund,
04DX22-E,Flossbach Von Storch - Multi Asset-growth,
04CPH9-E,Ubs (lux) Strategy Xtra Sicav - Yield (chf),
04CZPQ-E,Axa World Funds - Framlington Global Real Estate Securities,
04BR0B-E,Ubs (ch) Equity Fund - Global Opportunity (usd),
04BLD2-E,Ftif Sicav - Global Smaller Companies Fund,
04BP0Z-E,Dws Health Care Typ O,
04CYHK-E,Gs Funds - Global Small Cap Core Equity Portfolio,
04HHYV-E,Jpmorgan Life Ltd. - Global Dynamic Countries Fund,
04JN4Y-E,Mackenzie Diversified Alternatives Fund,
04BHM9-E,Mfs Variable Insurance Trust - New Discovery Series,
04BLCL-E,Ftif Sicav - Select Us Equity Fund,
04FB5Z-E,Neuberger Berman Intrinsic Value Fund,
04BR4G-E,Ubs (lux) Equity Fund - Global Multi Tech (usd),
04DXGL-E,Virtus Kar Mid Cap Core Fund,
04J1Z9-E,361 Global Long/short Equity Fund,
04BD52-E,Davis Series - Real Estate Fund,
04BJ9P-E,Pioneer Var. Contracts Tr. - Equity Income Vct Portfolio,
04BFLL-E,William Blair Small Cap Growth Fund,
04CZ92-E,Allianzgi Equity & Convertible Income Fund,
04C7Q2-E,Penn Series - Real Estate Securities Fund,
04FTYH-E,Amundi Hk - Balanced Fund,
04BR81-E,Fidelity Funds Sicav - Patrimoine,
04GG3F-E,London Life Canadian Equity Fund (gwlim),
04BGPC-E,Valic Company I - Science & Technology Fund,
04BWGP-E,Blackrock Global Funds - Us Growth Fund,
04BY0Q-E,Bmo Global Dividend Class,
04B8XN-E,Cgm Realty Fund,
04BNQQ-E,Goldman Sachs Vit - Strategic Growth Fund,
04BY54-E,Invesco Global Diversified Companies Class,
04GNKY-E,Ironbridge Smid Cap Fund,
04FVQF-E,Kames Capital Icvc - Diversified Growth Fund,
04J479-E,Miller/howard High Income Equity Fund,
04C2TP-E,Pf Growth Fund,
04BJY8-E,American Century Variable - Balanced Portfolio,
04HQBZ-E,Amundi Funds Ii - Real Assets Target Income,
04J120-E,Broadview Opportunity Fund,
04CVLL-E,Delphi Global,
