contact_id,factset_person_id,discrepancy
57d38cc091aea376a7b8c5f1,0CGKK1-E,
57d38cfb91aea376a7b9e094,068K6V-E,
57d38cf791aea376a7b9db82,0GDWMJ-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
57d38c6291aea376a7b6fe7a,05K3S4-E, --- [0] value  --- [0] value 
,,
57d38c8c91aea376a7b7cce4,071QK2-E,
,,
5a67bf5e5890ddad1f0db75c,0HXHK2-E,
57d38c7491aea376a7b75936,068C4Z-E,
57d38c6b91aea376a7b72a5a,05TN7D-E, --- [0] value 
57d38c6291aea376a7b6fdbe,05JWD7-E,
57d38cce91aea376a7b90008,0D464L-E,
57d38cfb91aea376a7b9e2d7,05YYHS-E,
57d38cd791aea376a7b937a1,0DPQ77-E,
,05G6VS-E,
57d38c9d91aea376a7b824fa,0816FW-E,
5b0ebd4159f0a16f5b3c19ac,0JL0DX-E,
,0CF2T9-E,
57d38cfb91aea376a7b9e053,05GJ41-E,
,,
57d38c5a91aea376a7b6ec60,05GG79-E, --- [0] value 
59bc4dab6b5ed7193dfadd64,0HDNHB-E,
57d38c6b91aea376a7b72447,05RD27-E,
57d38c7a91aea376a7b76dac,06G8MJ-E,
57d38cfb91aea376a7b9e083,05ZPCT-E,
,,
57d38cb691aea376a7b89beb,0BZXRK-E,
5889d846c6f2f2bd340b29d9,0763NL-E,
57d38cfb91aea376a7b9e364,0DN90V-E,
57d38cfb91aea376a7b9e159,0DPNMH-E,
59b073b66b5ed7193dd9a009,0HCQ2C-E,
5cf1694bd2c345482ff8773c,0L2JVB-E,
,,
57d38cfb91aea376a7b9e10a,09VD9K-E,
,05G8J2-E,
57d38cb791aea376a7b8a596,0C3Z1Z-E,
,006D10-E,
57d38cfc91aea376a7b9e813,0GFGCP-E, --- [0] value  --- [0] value 
57d38c6d91aea376a7b73897,05YYJ2-E,
57d38cfb91aea376a7b9e0f4,07NHD7-E, --- [0] value  --- [0] value 
57d38cfb91aea376a7b9e04f,05G8J0-E,
57d38c6d91aea376a7b7389c,05YYHR-E,
57d38c9c91aea376a7b81dd2,07NXPP-E,
57d38cc091aea376a7b8c5e7,0CGKDT-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
,0C71X2-E,
,,
57d38c6391aea376a7b70430,05KD8N-E,
,,
,,
57d38c7c91aea376a7b78778,06LKVH-E,
57d38cbe91aea376a7b8ae76,0C763K-E,
57d38cfb91aea376a7b9e11a,0C51XW-E,
59bda7476b5ed7193dcb9adc,0D5K75-E, --- [0] value 
5bd8742330cf53bdf7b3caf0,0K810Y-E,
57d38ca691aea376a7b85117,09VD05-E,
5889d7b1c6f2f2bd340b2478,0GFPMV-E, --- [0] value  --- [0] value  --- [0] value 
57d38c8e91aea376a7b7e11f,076137-E,
57d38c7c91aea376a7b78a95,06MB7G-E,
59b0743b6b5ed7193dd9f051,0HCQ3D-E,
59bc4e296b5ed7193dfbad7c,0HDQ36-E, --- [0] value  --- [0] value  --- [0] value 
,,
57d38cfb91aea376a7b9e158,0DKR7S-E, --- [0] value  --- [0] value  --- [0] value 
57d38c5891aea376a7b6d75a,05G8HT-E,
57d38c7591aea376a7b769fc,06FL93-E,
5bd32d8330cf53bdf7b08664,0K7S48-E,
,,
5bd32cfa30cf53bdf7aff178,0K7S43-E,
57d38cfb91aea376a7b9e135,0CJZSX-E,
57d38ccd91aea376a7b8fbdf,0D2SSZ-E,
,0C3TV6-E,
5889d7b1c6f2f2bd340b236d,0GFGK2-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
5beeea307d6aa8cc08d100e4,0K9JT0-E,
57d38c8591aea376a7b7b771,06XLWL-E,
57d38c6a91aea376a7b720a7,05QGY6-E,
5889d7dec6f2f2bd340b2877,05KQ6V-E, --- [0] value  --- [0] value 
57d38c6e91aea376a7b742ab,0612NC-E,
57d38c6d91aea376a7b7402c,060KQ5-E,
,,
57d38cfb91aea376a7b9e2cc,05RD4N-E,
,0L6XNR-E,
57d38c9c91aea376a7b817f2,07MDV3-E,
57d38cfb91aea376a7b9e0fa,082KT7-E, --- [0] value 
57d38cfb91aea376a7b9e35c,0D2CM5-E,
57d38c7391aea376a7b74fe4,064GQR-E,
5c531bcb5eca86dde2af69eb,0KKZS9-E,
57d38c6c91aea376a7b72e40,05VX2M-E,
57d38ca391aea376a7b835f0,08DKX7-E,
,0G2YKP-E,
57d38c9b91aea376a7b80c19,07JRZK-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
5ae4f217ed2c6a3132821dd7,0JH7Q1-E,
57d38c7d91aea376a7b7901e,06NNCW-E,
5b51fae0a9277392a6f52abf,0JSHQ8-E,
,0BVJY8-E,
57d38cde91aea376a7b954c4,0F0WJX-E,
,,
57d38ccd91aea376a7b8f86b,0D180V-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
589afb4dc6f2f2bd34e6c6ba,05KDRV-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
57d38cde91aea376a7b954c8,0F0WM3-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value 
57d38ca691aea376a7b8533d,09WL3B-E,
,,
,0BVJXT-E,
,,
,0CSGHC-E,
,0BPGKK-E,
,0K1B23-E,
,05LT5F-E,
,05H647-E,
,,
,0GGH93-E,
,,
,07LDRT-E,
,05LXWG-E,
,,
,05MZC2-E,
,0CSKHF-E,
,,
,0K1B1X-E,
,,
,0DPPWV-E,
,,
,0D7TSF-E,
,0DDWVZ-E,
,07KN65-E,
,0BVRCV-E,
,,
,0BSYD2-E,
,0BTQ53-E,
,0CSX91-E,
,,
,0K1B3B-E,
,0CSZLL-E,
,0DPFCG-E,
,05NFFD-E,
,0CT2YY-E,
,,
,0DQ4CZ-E,
,,
,,
57d38c5b91aea376a7b6f725,05HBVP-E,
57d38c6491aea376a7b71181,05LPFZ-E,
,0H3B3F-E,
,,
,0713LM-E,
57d38cd791aea376a7b93d25,0DRRMM-E,
,,
57d38c6d91aea376a7b73b7a,05ZQ39-E,
57d38cb491aea376a7b8836e,0BLS7W-E,
,,
57d38c9691aea376a7b80858,07J040-E,
57d38ca491aea376a7b83b6a,09H9HK-E,
5b50a845a9277392a65d0d00,0JS7BJ-E,
,,
,06RQP8-E,
57d38c7a91aea376a7b76f50,06GK9L-E,
57d38ced91aea376a7b99a91,0G41QK-E,
,,
,,
,,
57d38cbf91aea376a7b8bb79,0CC1J1-E,
,,
,0HWNRV-E,
57d38c6c91aea376a7b733b6,05XWSY-E,
57d38cb491aea376a7b8861e,0BNCMZ-E, --- [0] value 
57d38cd591aea376a7b921b4,0DHC48-E,
57d38c9391aea376a7b7eb75,078WFL-E,
,,
57d38ced91aea376a7b99c20,0G5Z9F-E, --- [0] value 
,085CDP-E,
57d38ca591aea376a7b849d2,0G5W9F-E, --- [0] value 
57d38cdf91aea376a7b958e8,0F9LH5-E,
,06W870-E,
,0DQ5BW-E,
,,
5cb1fa68eec132e66f64b882,05X2SL-E,
57d38c7a91aea376a7b77009,06GN9Y-E,
,,
57d38c9b91aea376a7b81208,07L1Q9-E,
57d38c9691aea376a7b809b7,07J7R7-E,
57d38ca491aea376a7b83eb3,09K855-E,
,,
,,
57d38c7391aea376a7b75079,064SNB-E, --- Profile Region Code: ['Emerging Markets'] 
57d38c6391aea376a7b70985,05KPNM-E,
5939ccc4e7402ac1b9917700,0H39BM-E,
,,
57d38c5b91aea376a7b6f726,05HBVQ-E,
57d38cab91aea376a7b85f56,0B0QSC-E,
57d38cde91aea376a7b953d6,0F0FZL-E,
57d38c6591aea376a7b71c4b,05PLXQ-E,
57d38c6291aea376a7b6f8e1,05HHWF-E,
57d38c9591aea376a7b8019f,07GGHR-E,
,,
57d38c5b91aea376a7b6f723,05HBVL-E,
57d38c8291aea376a7b79537,06PHK9-E,
57d38c6b91aea376a7b729c6,05TFZH-E,
,0D2KH8-E,
,,
,,
57d38ced91aea376a7b99fa9,0G5VV6-E,
57d38c7591aea376a7b76248,06CHT5-E,
57d38c8e91aea376a7b7dfb0,075NVX-E,
,,
593b1e2ce7402ac1b9fa93fe,0H39T8-E,
,,
57d38c5a91aea376a7b6ea93,05G9D6-E,
,,
57d38c6591aea376a7b71c96,05PNRK-E,
5afeeb2aead557bbfd4f21e2,0JK2SQ-E,
5b50a971a9277392a65ddfc5,0JS81R-E,
57d38ced91aea376a7b99f9e,0G5V6C-E,
,,
57d38c6491aea376a7b70f0e,05LCV4-E,
,085C4D-E,
57d38c6d91aea376a7b7403a,060L2P-E,
57d38cbe91aea376a7b8b66e,0C9WC3-E,
57d38c7b91aea376a7b778a1,06J3PW-E,
57d38cbd91aea376a7b8a80f,0C4YHY-E,
593c75cce7402ac1b9d387a0,0H3DXZ-E,
57d38cb491aea376a7b88371,0BLSD8-E,
57d38cb491aea376a7b883de,0BLZX7-E,
57d38cdf91aea376a7b95bd7,0FBQXW-E,
,05LTHQ-E,
5b50a8dea9277392a65d7e09,0C8XS9-E,
57d38c6d91aea376a7b73b47,05ZNPH-E,
57d38c6c91aea376a7b7345a,05Y5SN-E,
,,
5b510cc6a9277392a674c446,0JN4ZX-E,
,088JT7-E,
57d38cce91aea376a7b90122,0D4KVL-E,
57d38ca491aea376a7b83e24,09JZG4-E,
,,
5db345c7f9cc270006fc0c6e,,
57d38c8b91aea376a7b7c46e,06ZZR5-E,
5acfd727228eb4154239e1f6,0CSRJS-E,
,,
5aad95a89fca31fae25c43d1,0J7G1X-E,
57d38c7391aea376a7b7520c,065KQL-E,
57d38cfc91aea376a7b9e6bd,05G7KQ-E,05G7KQ-E --- DB Region Code Global  --- Profile Region Code: ['U.S.'] 
57d38c5a91aea376a7b6ec57,05GG5P-E,
57d38cab91aea376a7b85896,09Y38C-E,
57d38c6b91aea376a7b72a1e,05TKPN-E,05TKPN-E --- DB Region Code Global  --- Profile Region Code: ['U.S.'] 
,05M8LM-E,
57d38c8591aea376a7b7b12a,06W6NR-E,
,06Q4C9-E,
57d38cfc91aea376a7b9e734,06VQJ7-E,"06VQJ7-E --- DB Region Code U.S.  --- Profile Region Code: ['Global', 'APAC'] "
,,
57d38cfc91aea376a7b9e6f5,05W0R2-E,
57d38c5a91aea376a7b6e99d,05G7LC-E,
5c78065d5eca86dde2f32f36,0KP2KN-E,
57d38cf791aea376a7b9dac7,09KBWJ-E,
57d38c9b91aea376a7b80d23,07K0YT-E,
57d38c5a91aea376a7b6efe2,06JKHP-E,
,06ZKWJ-E,
57d38c5a91aea376a7b6e99b,05G7LQ-E,
59d6ae3516e708d65f0f6cdf,05RT0R-E,
,0GFJ6V-E,
,0CR02J-E,
,,
,,
,,
57d38cc791aea376a7b8e709,0CV1QK-E,
57d38c5a91aea376a7b6e992,05G7KK-E,
57d38c8391aea376a7b798c0,06Q6PV-E,
,,
57d38c8391aea376a7b798c3,06Q4C4-E,
,05TT10-E,
57d38c7391aea376a7b75178,06595C-E,
57d38cfc91aea376a7b9e8d3,071Z96-E,071Z96-E --- DB Region Code Global 
57d38c6c91aea376a7b73226,05X5ZW-E,
,076ZZQ-E,
57d38c6291aea376a7b6fd8c,05JSKD-E,
,0GFJ6M-E,
57d38c7c91aea376a7b7851d,06KQDY-E,
57d38cfc91aea376a7b9e896,05PMBF-E,
57d38cfc91aea376a7b9e9d0,0D8P10-E,
57d38c6491aea376a7b711bb,05LR02-E,
57d38c5a91aea376a7b6e99e,05G7LP-E,
,0731ZM-E,
57d38cfc91aea376a7b9e738,06Q6PS-E,
,05MB85-E,
57d38c5891aea376a7b6da16,005JVG-E,
57d38cfc91aea376a7b9e9ae,06FBKC-E,
57d38cfc91aea376a7b9eb9e,09JFSF-E,
,0J8L8L-E,
,05L47W-E,
,0GRJF5-E,
,0GFJ6N-E,
,0C7WB0-E,
,05Q4BX-E,
,0G3RCZ-E,
57d38c6591aea376a7b71eb9,05Q4BW-E,
57d38c8c91aea376a7b7d165,072ND9-E,
57d38c8b91aea376a7b7c0dd,06Z9NY-E,
,07HCXC-E,
,0HBQZ9-E,
,05Q4BN-E,
57d38c9c91aea376a7b8136c,07LDJ1-E,
57d38c7d91aea376a7b79044,06NPBQ-E,
,0BJKWB-E,
,,
,07G829-E,
,,
5ba3b7c04c0e1a2fa6c7ca48,0CZFZZ-E,
5bd0898b30cf53bdf76645dd,0K7JWN-E, --- [0] value 
,05SD1G-E,
57d38c6591aea376a7b71b08,05P7M2-E,
5c13d3cbd2af4339721d8322,0BT26C-E,
,,
,,
57d38cee91aea376a7b9ade0,0F9BS0-E,
57d38c6a91aea376a7b71fd5,05QD1Z-E,
57d38ce691aea376a7b97fc3,0FT48V-E,
,05KW7K-E,
57d38c5a91aea376a7b6ed20,05GHGW-E,
57d38ce691aea376a7b97f83,0FT13H-E, --- [0] value 
57d38c6d91aea376a7b73db5,06049H-E,
,0FT12P-E,
57d38c5991aea376a7b6e80c,05GXJ4-E,
57d38c6591aea376a7b71cc2,0F9DWL-E,
57d38c6391aea376a7b70b0b,05KVYW-E, --- [0] value 
57d38cfd91aea376a7b9f81d,06MJ71-E,
57d38c7a91aea376a7b76ece,06GH29-E,
593c75cce7402ac1b9d38833,0H3GRY-E,
57d38c6291aea376a7b6f98d,05HLBK-E,
58cbb6b83b7d672fe0e7b48b,06YWJ3-E,
57d38c6491aea376a7b7116d,05LP9V-E,
57d38cac91aea376a7b8648f,0B3DXS-E,
57d38c9391aea376a7b7e447,076RN2-E,
57d38c6c91aea376a7b72ebd,05W35J-E,
,,
57d38cfc91aea376a7b9e9bf,07H0VB-E,
,05GHGL-E,
585e5719c6f2f2bd3459ca3f,0GQQSG-E,
,0CSJMD-E,
,0GBWQB-E,
5a52145a5890ddad1f6ea3d2,0FT14B-E, --- [0] value 
57d38c6391aea376a7b70afd,05KVWJ-E,
,,
57d38cfd91aea376a7b9f86e,0BTP59-E,
57d38ce691aea376a7b97fbe,0FT4BF-E,
,,
57d38cd791aea376a7b93e44,0DS744-E,
57d38cdf91aea376a7b958b6,0F9KRC-E,
57d38cee91aea376a7b9acbf,06XQ2C-E, --- [0] value  --- [0] value 
,,
57d38cdf91aea376a7b9586c,0F9DWS-E,
57d38cab91aea376a7b85b57,09YY1W-E,
5bc0b8298bf1f4fd523974ca,0K6GPP-E,
57d38c6d91aea376a7b73e4a,0608TD-E, --- [0] value  --- [0] value 
,,
,,
57d38cee91aea376a7b9addf,0F9BNS-E,
,,
,05GHGQ-E,
57d38c6391aea376a7b70917,05KP4L-E,
,069NL8-E,
57d38cb691aea376a7b89829,0BYD3V-E,
,05KW80-E,
,0DDCLC-E,
57d38c5a91aea376a7b6ed27,05GHH0-E,
57d38cee91aea376a7b9acc4,06YWHP-E,
,06HRTY-E,
57d38cdf91aea376a7b95835,0F9BR0-E,
,,
59d01b9a16e708d65f1d6508,05KJ1L-E,
57d38ca691aea376a7b85005,09TPNS-E,
58566d9ac6f2f2bd34443991,063FJ3-E, --- Profile Region Code: ['Emerging Markets']  --- [0] value  --- [0] value  --- [0] value  --- [0] value  --- [0] value  --- [0] value 
5b100e6a59f0a16f5bec056d,0JL4B4-E,
57d38c8391aea376a7b79b94,06QPGS-E,
5b55ee40a9277392a657011a,0JSQLD-E,
,0C7P1T-E,
57d38c9691aea376a7b803b5,07H0TV-E,
,05JGK3-E,
57d38cfd91aea376a7b9f7ff,05NJYB-E,
57d38c6591aea376a7b71811,07KRWM-E,
,076RKW-E,
57d38cfc91aea376a7b9e9a2,05KJ1H-E,
58566e21c6f2f2bd344439da,0GQDHZ-E,
57d38c6a91aea376a7b721a6,05QPD0-E,
,,
57d38cee91aea376a7b9acc0,06XQ2H-E, --- [0] value  --- [0] value 
57d38ce591aea376a7b96ccb,0FL30D-E,
57d38ca491aea376a7b83b36,09H4V2-E,
,05GHGX-E,
,06YWHQ-E,
57d38cd091aea376a7b91729,0DCSNB-E,
57d38cee91aea376a7b9a85a,0CRDJX-E,
,0C90R9-E,
57d38cfd91aea376a7b9f845,09RMXV-E, --- [0] value 
,0HKHQ1-E,
57d38cfd91aea376a7b9f867,0BBCJD-E,
57d38cac91aea376a7b86486,0B3DMQ-E,
57d38cc891aea376a7b8ecf2,0CXBZX-E,
57d38c6c91aea376a7b72eaf,05W351-E, --- [0] value 
57d38c6a91aea376a7b721a9,05QPG5-E,
57d38cfd91aea376a7b9f7fd,05KP9S-E,
57d38c6a91aea376a7b721aa,05QPJJ-E,
57d38cb491aea376a7b88393,0BLV9R-E, --- [0] value  --- [0] value 
57d38c6391aea376a7b70b06,05KVYG-E,
57d38c6591aea376a7b71b09,05P7L6-E,
57d38c7c91aea376a7b78503,06KPJ4-E,
57d38c8b91aea376a7b7be0b,06YWH1-E,
57d38cfc91aea376a7b9e727,06NJV2-E,
57d38cfe91aea376a7b9fb45,05K8ZP-E,
57d38cfb91aea376a7b9e418,05Z1QG-E,
,0D4X9P-E,
,05KYL1-E,
57d38c5a91aea376a7b6ec6c,05GGBX-E,
57d38c5a91aea376a7b6ee9c,05GN2D-E, --- [0] value  --- [0] value 
,,
57d38cfb91aea376a7b9e3ff,05KYJ7-E, --- Profile Region Code: ['Global'] 
57d38c8291aea376a7b79552,06PHTS-E,
57d38c7391aea376a7b75034,064WYZ-E,
57d38c6b91aea376a7b725ae,05S1B2-E,
57d38cfc91aea376a7b9e6e3,05LFCP-E,05LFCP-E --- DB Region Code U.S.  --- Profile Region Code: ['Global'] 
57d38c6291aea376a7b7003a,05K7TK-E,
57d38cfb91aea376a7b9e5dd,07K07K-E,
57d38c5a91aea376a7b6ead9,05GB8B-E, --- Profile Region Code: ['Global'] 
57d38c5a91aea376a7b6ec1f,05GFTK-E,
57d38ca591aea376a7b84fae,09TCT4-E, --- Profile Sector: [] | DB Sector: Industrial Services  --- Profile Sector: [] | DB Sector: Process Industries 
5d1e1625506b1af9fc956159,0GCCTP-E,
57d38cfb91aea376a7b9e419,05Z1S2-E,
57d38cfc91aea376a7b9e88d,05LFF4-E, --- [0] value  --- [0] value  --- [0] value  --- [0] value  --- [0] value 
57d38cfb91aea376a7b9e5d7,07FFW3-E,
,,
57d38cac91aea376a7b8640f,0B3587-E,
57d38c5a91aea376a7b6ec6d,05GGCX-E,05GGCX-E --- DB Region Code U.S.  --- Profile Region Code: ['Global']  --- [0] value  --- [0] value 
57d38c5891aea376a7b6d9db,005G2W-E,
57d38cfb91aea376a7b9e5ca,07459S-E,
57d38cf691aea376a7b9d46a,0DTWNY-E,
57d38cfb91aea376a7b9e59b,06HZ66-E,
57d38cfb91aea376a7b9e56a,05NW0R-E,
57d38cfc91aea376a7b9e8a1,05WCT3-E,
57d38cc691aea376a7b8dfc7,0CRCDJ-E, --- Profile Sector: [] | DB Sector: Agricultural Commodities/Milling  --- Profile Sector: [] | DB Sector: Energy  --- Profile Sector: [] | DB Sector: Non-Energy Minerals 
,084PLV-E,
57d38cfc91aea376a7b9e6e9,05LF9C-E,
5b5891f5a9277392a68d2987,05L7SG-E,
,0819DP-E,
57d38c6391aea376a7b70657,05KHWB-E, --- Profile Region Code: ['U.S.'] 
57d38c8291aea376a7b7955b,06PHWC-E,
57d38c5991aea376a7b6dd8c,0092C8-E,
,079D7S-E,
57d38c6d91aea376a7b73913,05Z1TY-E, --- [0] value 
5d1e1625506b1af9fc95612c,08BB1D-E,
5b589179a9277392a68cdf5b,0JT2HT-E,
57d38cfb91aea376a7b9e588,065YFJ-E,
57d38cfb91aea376a7b9e625,0BMP0G-E,
57d38cfb91aea376a7b9e557,05H03G-E, --- Profile Region Code: ['Global'] 
57d38c8c91aea376a7b7cc98,071N03-E,
57d38cfc91aea376a7b9e877,05GB8T-E,05GB8T-E --- DB Region Code U.S.  --- Profile Region Code: ['Global'] 
57d38c5a91aea376a7b6ea15,05G8HH-E,
57d38cfb91aea376a7b9e5a5,06MNN0-E,
57d38c9c91aea376a7b81888,07ML8D-E,07ML8D-E --- DB Region Code U.S.  --- Profile Region Code: ['Global'] 
57d38cfc91aea376a7b9e6eb,05QRNR-E,
5914e2c5e7402ac1b94086d4,0H18G7-E,
,0L6ZYZ-E,
57d38c5a91aea376a7b6ee9b,05GN2F-E, --- [0] value  --- [0] value  --- [0] value 
57d38c6491aea376a7b7107d,05LJ4S-E,
57d38c6491aea376a7b70f93,05LFCJ-E, --- Profile Region Code: ['Global'] 
57d38c9d91aea376a7b81e79,07P0X5-E,
,,
,05RN9V-E,
,0766KW-E,
57d38cfb91aea376a7b9e57c,0611P4-E,
,0611PJ-E,
5b9293c64c0e1a2fa6a03e9d,0JYJXY-E, --- Profile Region Code: ['Emerging Markets'] 
57d38c6391aea376a7b70688,05KJ01-E,
5c361b3bd2af433972e8451f,05L7XC-E,
5b9293374c0e1a2fa69fc2cf,0JYJX5-E, --- [0] value 
57d38cfb91aea376a7b9e5ef,07P0Y8-E,
57d38cfc91aea376a7b9e720,06PHW2-E, --- Profile Region Code: ['Global'] 
57d38cfc91aea376a7b9e876,05GB83-E,
57d38cfc91aea376a7b9e88f,05LFHR-E,05LFHR-E --- DB Region Code U.S.  --- Profile Region Code: ['Global']  --- [0] value  --- [0] value 
57d38cf691aea376a7b9d44b,0DCYDL-E,
57d38c5a91aea376a7b6ead6,05GB7G-E,
57d38cfc91aea376a7b9e6e7,05PMXX-E,
57d38cfc91aea376a7b9e8e3,07BG56-E," --- Profile Region Code: ['U.S.', 'Global'] "
57d38cfe91aea376a7b9fb4b,05LF5C-E, --- Profile Region Code: ['Global'] 
57d38c5991aea376a7b6df60,00CGFS-E,
57d38cfb91aea376a7b9e626,0BMP1Q-E,
57d38cfb91aea376a7b9e3e1,05Z1SL-E,
57d38c5891aea376a7b6dcc9,007Y7N-E,
57d38cc691aea376a7b8dd1c,0CQJ8Z-E,
57d38cfb91aea376a7b9e417,05Z1QF-E, --- [0] value 
57d38cfe91aea376a7b9fb59,05Z1Q6-E,
57d38c6391aea376a7b70bb5,05KYJ0-E, --- [0] value 
57d38c5a91aea376a7b6f04b,05GR40-E,
57d38cfb91aea376a7b9e3cc,004RJ5-E,
,,
57d38cfc91aea376a7b9e8c6,06WQW2-E, --- Profile Region Code: ['Global'] 
57d38c6391aea376a7b70bce,05KZ86-E,
57d38cfb91aea376a7b9e59e,06KMPJ-E,
57d38cfc91aea376a7b9e8db,075LHK-E,
57d38cfb91aea376a7b9e57b,0611NN-E,
57d38cfb91aea376a7b9e5b2,06SWSZ-E,
57d38cfc91aea376a7b9e95e,0G70DB-E,
57d38cfb91aea376a7b9e499,08B4FP-E,
57d38cfc91aea376a7b9e6f8,05XRWP-E,
57d38c8391aea376a7b7a32b,06SK3R-E, --- [0] value 
57d38c5991aea376a7b6ddeb,0B0G39-E,
,0DYQ62-E,
,,
59bc4e606b5ed7193dfbc464,0HDKQM-E,
57d38cfb91aea376a7b9e54c,05G9D0-E,
,,
59d2b77516e708d65fd9f9ef,0HDDWB-E,
57d38c8e91aea376a7b7dcb9,0750BC-E,
57d38cfc91aea376a7b9e9ca,0C1W5S-E,
5cd441ae61062e15716071c2,0KXDGJ-E,
57d38c8c91aea376a7b7c807,070SR9-E,
,,
5cf167c8d2c345482ff00caf,09KCRK-E,
,0G41LC-E,
,,
,,
57d38cfb91aea376a7b9e64f,0DCBHT-E,
,0C204Q-E,
57d38cac91aea376a7b8662d,0B45R5-E,
5cd2efaa61062e1571d442bb,0KX7ZW-E,
5ac54b51228eb41542a5ce4e,0JBKG0-E,
57d38cfd91aea376a7b9f45e,0B94QV-E, --- Profile Region Code: ['Emerging Markets'] 
57d38ce791aea376a7b988fa,0FXN3G-E,
57d38cf791aea376a7b9dd6e,0D5WSF-E,
57d38cd091aea376a7b9159e,0DCBGH-E,
,,
57d38cfc91aea376a7b9e9ad,069W7S-E,
57d38cfb91aea376a7b9e492,081D1J-E,
58b950b784b0cbe17285e7d1,0GWR4D-E,
57d38ced91aea376a7b99a61,0G3Z15-E,
,,
57d38cde91aea376a7b94e2e,0DYH7F-E,
57d38cc691aea376a7b8ded4,0CR1TV-E,
57d38cfb91aea376a7b9e645,0CXZBZ-E,
5ce6b6e461062e15713f067e,05YJ2W-E,
57d38cd091aea376a7b915ec,0DCDJ7-E,
57d38cf491aea376a7b9c39d,0CQRS9-E,
,0CH6XS-E,
57d38c5b91aea376a7b6f4c3,05H3N5-E,
57d38cfb91aea376a7b9e426,060Z3Q-E,
57d38cfc91aea376a7b9e7c5,0CM5CL-E,
57d38c8c91aea376a7b7cc51,071M7X-E,071M7X-E --- DB Region Code Global  --- Profile Region Code: ['Global (ex-USA)'] 
57d38cbe91aea376a7b8b4b8,0C99NS-E,
5cd2f0c961062e1571d9adde,0CBWL8-E,
5bc8a172c616d76649a8ddc4,0BHBS1-E,
57d38cfc91aea376a7b9e9c7,0B4QZ8-E,
57d38cfb91aea376a7b9e449,06LQCZ-E,06LQCZ-E --- DB Region Code Global  --- Profile Region Code: ['Global (ex-USA)'] 
57d38c8e91aea376a7b7e232,07695R-E,
57d38cfc91aea376a7b9e9bd,07CCN7-E,
57d38cd691aea376a7b92b42,0DLGNS-E,
,,
57d38cc091aea376a7b8c7ee,0CH6WZ-E,
5b1fe0d65a83dcea4341058d,0JLYF0-E,
599371c59dc990fd54599845,0H9QWC-E,
5d1cc348506b1af9fc97b510,0L6H7B-E,
,,
5ac94737228eb41542d2a888,0JC4PZ-E,
,,
5931e336e7402ac1b9b86061,06SHN8-E,
,,
57d38cfd91aea376a7b9f5bc,0FKR6G-E,
,,
57d38cde91aea376a7b94e16,0DYGTW-E,
5cd2efd261062e1571d53843,0KX7W2-E,
57d38cfb91aea376a7b9e63e,0CH6TY-E,
,,
57d38c6c91aea376a7b730ce,05WVCR-E,
5cd5934961062e1571d48054,0KXK2D-E,
,,
58b950b784b0cbe17285e7e7,0GWRCL-E,
,,
,,
5ac3fa23228eb41542b978ba,0JB7FW-E,
5c51ca905eca86dde25fa459,0KKW4G-E,
5c4b32ce81abb87e7fe6dd5e,0KKF0Y-E,
57d38cfb91aea376a7b9e43a,06CHQT-E,
57d38c6391aea376a7b707af,05KKJ0-E,
57d38cfe91aea376a7b9fba6,0B238N-E,
5cd2f10761062e1571da4a5e,0KX7VB-E,
57d38cfc91aea376a7b9e9aa,069D9W-E,
57d38cc091aea376a7b8c7e9,0CH6W4-E,
58b950b784b0cbe17285e7ea,0GWRCM-E,
,,
,,
57d38c8491aea376a7b7ade8,06VN62-E,
,,
57d38cfc91aea376a7b9e6bf,05GB00-E,
57d38c6491aea376a7b711b1,05LQDS-E,
57d38cac91aea376a7b86337,0B2R46-E,
,,
57d38c8b91aea376a7b7c337,06ZPVG-E,
5ac69de8228eb4154248c254,0DHVL8-E,
,,
5bc8a47cc616d76649b76551,0K6ZNS-E,
,0BHJ7V-E,
5b06d3ff22bb8be62f175654,0JKH1C-E,
,,
,,
,,
57d38cef91aea376a7b9b3c2,05X96J-E,
,05X96J-E," Profile is empty: DB is D080,E040,E150N"
,05X96J-E," Profile is empty: DB is D080,E040,E150N"
,,
,05QHPZ-E,
57d38c6591aea376a7b71a0f,05NPPY-E,
5c38be96d2af43397265501a,0DNPS8-E,
57d38c9691aea376a7b80918,07J3B1-E,
,,
,,
57de18844ba56897e4195b1c,0GJNSN-E,
57d38c6d91aea376a7b7421f,0GBG9N-E,
57d38c8d91aea376a7b7da3f,074KLX-E,
,,
5c5c571b5eca86dde25feeb0,06ZFLY-E,
,,
,,
,,
,,
57d38c7c91aea376a7b78352,06KJZ9-E,
57d38c9691aea376a7b802b0,07GQZX-E,
5994c14031494127b927eb16,06HPFW-E, --- [0] value 
57d38c6491aea376a7b71777,05MJ4C-E,
,,
57d38c9691aea376a7b80886,07J0L6-E,
5d0115d71d62b5cdc705ef1d,0L46FR-E,
,0GJYJF-E,
,,
,,
57d38c9691aea376a7b8091c,07J3CQ-E,
