factset_entity_id,name,ManagerStyle,InstitutionFixedStyle,Discrepancy Column,,,,
070C5K-E,Perennial Asset Management Corp.,,,GARP,,,,
0C7WXT-E,"Perennial Investment Partners (US), Inc.",,,,,,,
05K266-E,Perennial Investment Partners Ltd.,,GARP,,,,,
0B7VYX-E,Perennial Investment Partners Ltd. (Hong Kong),,,,,,,
0CB05W-E,Perennial Investment Partners Ltd. (Netherlands),,,,,,,
0078CF-E,Perennial Investors LLC,,,,,,,
05K267-E,Perennial Value Management Ltd.,,Yield,,,,,
0636P9-E,Perennial Ventures,,,,,,,
0095ZP-E,Peress Investment Advisors Ltd.,,,,,,,
07F4T0-E,Perfect (Y.N.E.) Mutual Funds Ltd.,,,,,,,
06V9GG-E,Perfect Management Services AG,,GARP,,,,,
060XZ4-E,Perfectis Private Equity SA,,,,,,,
08BDQC-E,Perfin Administracao de Recursos Ltda.,,GARP,,,,,
0CZCSZ-E,Performa Capital Fund Management LLC,,,,,,,
0851N2-E,Performa Investimentos Ltda.,,,,,,,
0CS4DJ-E,Performa Limited (US) LLC,,,Yield,,,,
002HPR-E,Performance Capital LLC,,,,,,,
0B3Y9R-E,Performance Edge Partners LLC,,,,,,,
06RW41-E,Performance Equity Management LLC,,,,,,,
07LZ01-E,Performance Gestion SA,,,,,,,
08HWR0-E,Performance IMC Vermogensverwaltung AG,,GARP,,,,,
0FYWBF-E,Performance Life of America (Investment Portfolio),,,,,,,
0BSKTM-E,Performance SWISS AG,,GARP,,,,,
06FLPT-E,Performaxx Research GmbH,,,,,,,
080DJQ-E,Pergam SA,,GARP,,,,,
003C5H-E,Pergament Advisors LLC,,,,,,,
0FJ975-E,"Pergament LOHAS, LLC",,,,,,,
008C1Y-E,Pergamon Offshore Advisors LP,,GARP,,,,,
0CGSPP-E,Perial Asset Management SAS,,,,,,,
0CK3DF-E,Peridiem Global Investors LLC,,,,,,,
002KPT-E,"Perigee Private Management, Inc.",,,,,,,
0C7L0F-E,Perigon Wealth Management LLC,,GARP,,,,,
0HB5DQ-E,Perilune Group LLC,,,,,,,
0BGWSJ-E,Perimeter Administracao de Recursos Ltda.,,GARP,,,,,
0090PT-E,Perimeter Capital Partners LLC,,,,,,,
06JSXC-E,Perinvest (UK) Ltd.,,Growth,,,,,
0GHDPH-E,Perion Venture Capital Fund Management Zrt,,,,,,,
0HY13Y-E,Periphas Capital,,,,,,,
0BNK71-E,"Periscope Capital, Inc.",,GARP,,,,,
0F1ZW2-E,Periscope Equity LLC,,,,,,,
07C7GH-E,Peritus Asset Management LLC,,GARP,,,,,
0011QG-E,"Perkins Capital Management, Inc.",,GARP,,,,,
05ZSFF-E,Perkins Coie Capital Management LLC,,,,,,,
0CXTHH-E,Perkins Coie Trust Co. LLC,,GARP,,,,,
06SFN7-E,Perkins Coie Ventures,,,,,,,
002F4J-E,Perkins Investment Management LLC,Value,GARP,,,,,
004SQL-E,"Perkins, Smart & Boyd, Inc.",,,,,,,
0B2C44-E,Perla Capital Partners LLC,,,,,,,
0G07VM-E,Perle Ventures Pty Ltd.,,,,,,,
06MCRR-E,Permal Investment Management Services Ltd.,,GARP,,,,,
0CL5SR-E,Permanens Capital LP,,Deep Value,,,,,
0FFT52-E,Permanent General Assurance Corp. (Invt Port),,,,,,,
05MV6M-E,"Permanent Value, Inc.",,,,,,,
075VNK-E,Permavest Investment,,,,,,,
07BFXT-E,Permian Investment Partners LP,,Growth,,,,,
0GZ6FN-E,Permira Advisers (China) Ltd.,,,,,,,
09Q7JJ-E,Permira Advisers KB,,,,,,,
0CR77K-E,Permira Advisers KK,,,,,,,
09PZ3Y-E,Permira Advisers LLC,,,,,,,
05JJP9-E,Permira Advisers LLP,,,,,,,
09Q7JP-E,Permira Advisers Ltd.,,,,,,,
0GZS1B-E,Permira Advisers Ltd. (South Korea),,,,,,,
0CR7F3-E,Permira Advisers SAS,,,,,,,
08DQ0K-E,Permira Asesores SL,,,,,,,
0813PV-E,Permira Associati SpA,,,,,,,
073VTH-E,Permira Beteiligungsberatung GmbH,,,,,,,
071N6X-E,Permira Debt Managers Ltd.,,,,,,,
0CV42S-E,Permit Capital LLC,,Deep Value,,,,,
006W0X-E,Permit Capital LLC (Private Equity),,,,,,,
07HMCT-E,Permodalan BSN Bhd.,,GARP,,,,,
05Q6FJ-E,Permodalan Nasional Bhd.,,GARP,,,,,
0HZ91N-E,Permutation Ventures Management Co. LLC,,,,,,,
0CZXYH-E,Pernik Capital Ltd.,,,,,,,
073GGT-E,"Perot Investments, Inc.",,,,,,,
0FYXPZ-E,Perot Jain LP,,,,,,,
0D9V3L-E,Perpetua Investment Managers (Pty) Ltd.,,,Growth,,,,
0FBYGC-E,Perpetual Capital LLC,,,,,,,
05K17K-E,Perpetual Investment Management Ltd.,,GARP,,,,,
0H0B04-E,Perpetual Investors GmbH,,,,,,,
05FY7V-E,"Perritt Capital Management, Inc.",,Value,,,,,
09QBZN-E,Perry Capital (Asia) Ltd.,,,,,,,
00832N-E,Perry Capital UK LLP,,,,,,,
001DN5-E,Perry Corp. (New York),,Value,,,,,
0DXDCC-E,Perry Creek Capital LP,,,,,,,
061RK9-E,"Perry Strategic Capital, Inc.",,,,,,,
0DMN6X-E,Perscitus Advisers Ltd.,,,,,,,
0FG4YF-E,Persefon Ventures LLC,,,,,,,
071CZ2-E,"Perseis Partners, Inc.",,,,,,,
0D5FHJ-E,Persephone Capital Partners LLC,,,,,,,
0JQS2N-E,Persephone Venture Partners,,,,,,,
09TGCY-E,Persepolis Ventures,,,,,,,
001YSC-E,Perseus LLC,,,,,,,
05SR0J-E,Pershing LLC,Broker/Dealer,Deep Value,,,,,
05NVP2-E,Pershing Securities Ltd.,,GARP,,,,,
0639C0-E,Pershing Square Capital Management LP,,GARP,,,,,
0C2S9X-E,Persimmon Capital Management LP,,,,,,,
0D76DR-E,Persimmon Capital Partners LLC,,,,,,,
07MVZJ-E,Persimmon Tree Capital LP,,,,,,,
070F79-E,Persistence Partners,,,,,,,
06SK44-E,Persistency Capital LLC,,,,,,,
0GPDTW-E,Persistent Energy Capital LLC,,,,,,,
0DGKZX-E,Persistent Ventures,,,,,,,
0GFD8T-E,Persol Innovation Fund Godokaisha,,,,,,,
0CXXXG-E,Personal Capital Advisors Corp.,,GARP,,,,,
0CWK6F-E,"Personal Financial Consultants, Inc.",,Yield,,,,,
0H28SJ-E,"Personal Resources Investment & Strategic Management, Inc.",,Yield,,,,,
07MJ9X-E,Personal Trust International Ltd.,,GARP,,,,,
0DX2JQ-E,Personal Wealth Partners LLC,,Aggressive Growth,,,,,
08BDQ0-E,Personale Consultoria e Gestao de Carteiras Mobiliarias Ltda.,,,,,,,
0JVB65-E,Perspective Investment Management (Pty) Ltd.,,,,,,,
05V6VV-E,"Perspektiva DZU, Asset Management, Ltd.",,GARP,,,,,
0DWZLM-E,Pertinence Invest SAS,,,,,,,
0DZ64L-E,Peru Ministry of Economy & Finance (Investment Management),,,,,,,
07JQS6-E,Perusa GmbH,,,,,,,
0GJ79K-E,Perwyn LLP,,,,,,,
0J752J-E,Pesca Equity Partners GmbH,,,,,,,
05NZ94-E,"Pescara Partners, Inc.",,,,,,,
06SH3D-E,Petaluma Capital LLC,,,,,,,
09VJS4-E,Peter A. Marti Co.,,,,,,,
001N0P-E,"Peter B. Cannell & Co., Inc.",,GARP,,,,,
09Y80X-E,"Peter D. Cummings & Associates, Inc.",,,,,,,
0B97R0-E,Peter Gyllenhammar AB,,,,,,,
06YDYK-E,Peter J. Lehner & Partner AG,,,,,,,
06PQKY-E,Peter J. Nagle R.I.A.,,Index,,,,,
0JKDG3-E,Peter Mohrle GmbH & Co. KG /Private Equity/,,,,,,,
0F1ZWL-E,Peter Morici (Research),,,,,,,
07NTFK-E,Peter Schu-Asset Management GmbH,,,,,,,
05MV7Z-E,Peter Way Associates,,,,,,,
05J7PJ-E,Petercam (Luxembourg) SA,,GARP,,,,,
0DGGKG-E,Petercam Institutional Asset Management SA,,GARP,,,,,
07LTW9-E,Petercam SA (Broker),,,,,,,
0DM4QL-E,Petercam SA /Private Equity/,,,,,,,
0CTN5V-E,Peterhouse Capital Ltd.,,,,,,,
05LFDJ-E,Peters & Co. Ltd.,,,,,,,
075MTM-E,Peters MacGregor Capital Management Ltd.,,Deep Value,,,,,
003R8T-E,"Petersen Hastings Investment Management, Inc.",,,,,,,
07G5LL-E,"Petersen, Waldheim & Cie. GmbH",,,,,,,
05SHNQ-E,"Peterson Partners, Inc.",,,,,,,
09Y6M1-E,Peterson Ventures LLC,,,,,,,
0C98QC-E,Peterson Wealth Advisors LLC,,Aggressive Growth,,,,,
0FR0B1-E,Petit Poucet SAS,,,,,,,
0BQHP5-E,Petra Asset Gestao de Investimentos Ltda.,,GARP,,,,,
0D0T95-E,Petra Asset Gestao de Investimentos Ltda. /Private Equity/,,,,,,,
0CKTHW-E,Petra C. Gottel Vermogensverwaltung AG,,,,,,,
0B5RC7-E,Petra Capital Gestao de Investimentos Ltda.,,,,,,,
0JSVYZ-E,Petra Capital Gestao de Investimentos Ltda. /Private Equity/,,,,,,,
004YKR-E,Petra Capital Partners LLC,,,,,,,
07DTWC-E,Petra Capital Pty Ltd.,,,,,,,
0B8J5Q-E,Petra Personal Trader CTVM SA,,,,,,,
088Q97-E,Petra Personal Trader CTVM SA (Investment Management),,GARP,,,,,
0HJ7TF-E,Petrichor Healthcare Capital Management LP,,,,,,,
003S0L-E,"Petrie Parkman & Co., Inc.",,,,,,,
0GL1KQ-E,Petrillo Capital,,,,,,,
0FGFVF-E,"Petro Capital Asset Management, LLC",,,,,,,
0070S3-E,Petro Capital Securities LLC,,,,,,,
0C03WL-E,Petro Capital Securities LLC (Private Equity),,,,,,,
0KRRZV-E,"Petro Lotus Analytics, LLC",,,,,,,
0C8VJP-E,PetroCap LLC,,,,,,,
0DJP58-E,Petroleum Equity LLP,,,,,,,
0FZZKM-E,Petroleum Marketers Management Insurance Co. (Invt Port),,,,,,,
0BSB9J-E,Petroleum Research Group,,,,,,,
0GXS2L-E,Petron Group LLP,,,,,,,
0CBJN8-E,Petronas Technology Ventures Sdn. Bhd.,,,,,,,
0034FT-E,Petros Capital,,,,,,,
0DLY8Y-E,"Petrovietnam Securities, Inc. (Broker)",,,,,,,
08BVVK-E,Petrus Advisers Ltd.,,,Yield,,,,
07C31N-E,Petrus Partners Ltd.,,,,,,,
003LS0-E,Petrus Securities LP,,GARP,,,,,
0C2FJ3-E,"Pettee Investors, Inc.",,Yield,,,,,
0JQ2BV-E,Pettinga Financial Advisors LLC,,,GARP,,,,
0032VL-E,"Pettyjohn, Wood & White, Inc.",,Yield,,,,,
0H43T8-E,PFA Asset Management A/S,,,Growth,,,,
0BJPX7-E,PFA Kapitalforvaltning Fondsmaglerselskab A/S,,GARP,,,,,
0FKZB4-E,PFG Advisors LLC,,,Aggressive Growth,,,,
05L6BY-E,Pfingsten Partners LLC,,,,,,,
0626G3-E,Pfizer Venture Investments,,,,,,,
05HYPZ-E,Pflug Koory LLC,,,Growth,,,,
05ZSRP-E,PFM Asset Management LLC,,GARP,,,,,
05T16C-E,PFM Capital Holdings Sdn. Bhd.,,,,,,,
05YJ8M-E,"PFM Capital, Inc.",,,,,,,
06X98B-E,PFM Cornerstone Ltd.,,,,,,,
0BM14J-E,PFN Administradora de Recursos Ltda.,,,,,,,
0HVB34-E,PFR Towarzystwo Funduszy Inwestycyjnych SA,,GARP,,,,,
0K7JGG-E,PFR Ventures /Private Equity/,,,,,,,
0JH1HK-E,PFS - Investimentos & Participacoes SGPS SA /Private Equity/,,,,,,,
0072FL-E,"PFS Investments, Inc.",,GARP,,,,,
0GLKQD-E,PG Impact Investments AG,,,,,,,
0DHRP7-E,PG Participaties BV,,,,,,,
07248F-E,PG2 BV,,,,,,,
081D9K-E,PGA Gestion SA,,,,,,,
0GF2HJ-E,Pga Venture Partners,,,,,,,
0H677D-E,PGE Ventures Sp Zoo,,,,,,,
067TCS-E,PGGM Strategic Advisory Services BV,,,,,,,
05L9XV-E,PGGM Vermogensbeheer BV,,Yield,,,,,
0FGZCM-E,PGGM Vermogensbeheer BV (Private Equity),,,,,,,
06KBFP-E,PGIM (Singapore) Pte Ltd.,,,,,,,
00B8L4-E,PGIM Investments LLC,,,Deep Value,,,,
062QD9-E,"PGIM Japan Co., Ltd.",,Deep Value,,,,,
06XV68-E,PGIM Ltd.,,GARP,,,,,
05VC1F-E,PGIM Real Estate,,Yield,,,,,
07C73R-E,PGIM Securities Investment Trust Co. Ltd.,,GARP,,,,,
000TWY-E,"PGIM, Inc.",,Yield,,,,,
0642DK-E,PH Bors,,,,,,,
0JRDBK-E,Ph Capital Partners LP,,,,,,,
06FKV8-E,Phalanx Capital Management LLC,,,,,,,
071L5C-E,Pharaoh Partners LLC,,,,,,,
079QNX-E,Pharma Capital Ventures,,,,,,,
0JWGQF-E,Pharma Connect Capital BV,,,,,,,
0FPC28-E,Pharmacists Mutual Insurance Co. (Investment Portfolio),,,,,,,
0CX9J5-E,Pharmakon Advisors LP,,,,,,,
076KKW-E,Pharo Management (UK) LLP,,,,,,,
05K603-E,Pharo Management LLC,,,,,,,
06BDWD-E,Pharos Capital Group LLC,,,,,,,
09Q7LF-E,Pharos Financial Advisors Ltd.,,,,,,,
0C0XDH-E,Pharos Financial Advisors Ltd. (Private Equity),,,,,,,
0CM3XL-E,Pharos Forvaltning AS,,,GARP,,,,
07LS78-E,Pharos Holding SAE (Broker),,,,,,,
0DXS2Y-E,"Pharus Capital Mangement, LLC",,,,,,,
06NZGY-E,Pharus Management SA,,GARP,,,,,
084WGB-E,Phase 37 Active Investment LLP,,,,,,,
007KL2-E,Phase4 Ventures Ltd.,,,,,,,
0CW2RW-E,PhaseCapital LP,,GARP,,,,,
0B0LD7-E,"Phases & Cycles, Inc.",,,,,,,
0BX1YY-E,Phatisa Fund Managers Ltd.,,,,,,,
0942F5-E,Phatra Asset Management Co. Ltd.,,GARP,,,,,
071QMQ-E,"Phatra Securities Public Co., Ltd. (Broker)",,,,,,,
0KX5NB-E,Phaze Ventures,,,,,,,
063ZTZ-E,PHD Asset Management SA,,,,,,,
06KDQZ-E,PHD Capital,,,,,,,
07LHFL-E,PHD Equity Partners LLP,,,,,,,
0619CS-E,Pheim Asset Management (Asia) Pte Ltd.,,GARP,,,,,
05SYT2-E,Pheim Asset Management Sdn. Bhd.,,GARP,,,,,
071L2Q-E,Phelan Capital LLC,,,,,,,
0DRZ3F-E,Phenom Capital Administradora de Recursos SA,,,,,,,
0G9TYG-E,Phenom Capital LLC,,,,,,,
0KJYG1-E,Phenomen Ventures /GB/,,,,,,,
0CTF1Y-E,Phenomen Ventures Lp,,,,,,,
072W0Z-E,Phenomenelle Angels LLC,,,,,,,
073NH7-E,"PHH Investments, Ltd.",,Growth,,,,,
0CNM29-E,PHI Asset Management Partners SGEIC SA,,,,,,,
079W8M-E,Phi Capital Management LLP,,,,,,,
0KNY40-E,PHI Management,,,,,,,
0FM0TG-E,Phi Square Ventures,,,,,,,
07HTPJ-E,Phidias Capital Management LLC,,,,,,,
0FGRQQ-E,Phil Erlanger Research Co.,,,,,,,
073VP6-E,Philadelphia Board of Pensions & Retirement,,,,,,,
0FJ2B9-E,Philadelphia Contributionship For The Insurance (Invt Port),,,,,,,
0FH580-E,Philadelphia Financial Life Assurance Co. (Invt Port),,,,,,,
0080FN-E,Philadelphia Financial Management of San Francisco LLC,,Value,,,,,
0FFHKS-E,Philadelphia Indemnity Insurance Co. (Investment Portfolio),,,,,,,
0049JF-E,Philadelphia International Advisors LP,,Yield,,,,,
002KDF-E,Philadelphia Investment Management Co.,,,,,,,
05WT7B-E,Philadelphia Investment Partners LLC,,Growth,,,,,
0H36DC-E,"Philadelphia Ventures, Inc.",,,,,,,
08FQS1-E,"Philam Asset Management, Inc.",,GARP,,,,,
0BQ49K-E,Phileas Asset Management SAS,,Yield,,,,,
06S7TN-E,"Philequity Management, Inc.",,GARP,,,,,
05HL21-E,Philip J. Milton & Co. Plc,,GARP,,,,,
076GVH-E,Philip T. English International Financial Services Ltd.,,,,,,,
002GLL-E,"Philip V. Swan Associates, Inc.",,,,,,,
05FWD7-E,Philippe Gestion SA,,,,,,,
0CFL3K-E,Philippe Hottinguer & Cie Gestion SAS,,Growth,,,,,
05VBHR-E,"Philippine American Life & General Insurance Co., Inc.",,,,,,,
06N69N-E,"Philippine Commercial Capital, Inc.",,,,,,,
07J4G2-E,"Philippine Equity Partners, Inc.",,,,,,,
063M95-E,Philips Corporate Venturing,,,,,,,
0HGTXQ-E,Philips Health Technology Ventures,,,,,,,
0J86XN-E,Philips Health Technology Ventures USA,,,,,,,
05F892-E,Philips Venture Capital Fund (Management),,,,,,,
06YCHT-E,Philipse & Co BV,,,,,,,
06GJK3-E,Phillimore SASU,,,,,,,
0B2DY0-E,"Phillip Asset Management Co., Ltd.",,,,,,,
07FLSY-E,Phillip Capital Ltd.,,,,,,,
0D8F1T-E,Phillip Capital Ltd. (Private Banking),,,,,,,
05KNLN-E,Phillip Capital Management (S) Ltd.,,Yield,,,,,
0CNRX8-E,Phillip Capital Management Pty Ltd.,,,,,,,
06JLDM-E,Phillip Capital Management Sdn. Bhd.,,GARP,,,,,
07Z7Z8-E,Phillip Financial Advising (Shanghai) Co. Ltd.,,,,,,,
09G6Y7-E,Phillip Futures Pte Ltd.,,,,,,,
06JTVF-E,Phillip Life Assurance Public Co. Ltd.,,,Yield,,,,
06WXGY-E,Phillip Private Equity Pte Ltd.,,,,,,,
0KX3RV-E,Phillip Research Sdn. Bhd.,,,,,,,
06G7DR-E,Phillip Securities (Hong Kong) Ltd.,,GARP,,,,,
06FVJB-E,Phillip Securities (Thailand) Public Co. Ltd.,,,,,,,
0BWT4N-E,Phillip Securities Japan Ltd.,,,,,,,
05KDP0-E,Phillip Securities Pte Ltd.,,GARP,,,,,
0CPVLK-E,PhillipCapital (India) Pvt Ltd.,,,,,,,
0FHZ3S-E,PhillipCapital Menkul Degerler AS,,,,,,,
05G264-E,"Phillips Capital Management, Inc.",,,,,,,
007ZXP-E,Phillips Financial Management LLC,,Value,,,,,
05P7M3-E,"Phillips Ray Capital Management, Inc.",,,,,,,
05HB4B-E,"Phillips, Hager & North Investment Management",,GARP,,,,,
001H7S-E,PhiloSmith Capital Corp.,,,GARP,,,,
09NRKW-E,PhilQuo Ventures LLC,,,,,,,
078JP9-E,Phineus Partners LP,,,,,,,
006CZJ-E,Phinity Capital LLC,,,,,,,
06L1G7-E,PhiTrust Active Investors SA,,GARP,,,,,
067FJN-E,PhiTrust Impact Investors SA,,,,,,,
07YWT1-E,PhiTrust Partenaires SAS,,,,,,,
0DYG44-E,PHL Variable Insurance Co. (Investment Portfolio),,,,,,,
06LXNF-E,Phocas Financial Corp.,,Value,,,,,
0G9VCD-E,Phoenician Capital LLC,,Aggressive Growth,,,,,
0H2ZSM-E,Phoenician Funds,,,,,,,
0KJS39-E,Phoenician Ventures,,,,,,,
0DNTX2-E,Phoenix Asset Advisors KK,,,,,,,
0C69WZ-E,Phoenix Asset Management LLC (New York),,,,,,,
05JJ4W-E,Phoenix Asset Management Partners Ltd.,,GARP,,,,,
05VBJD-E,Phoenix Capital Co. Ltd.,,,,,,,
09LV6W-E,Phoenix Capital LLC,,,,,,,
09LY9D-E,Phoenix Capital LLC (Private Banking),,,,,,,
0D2585-E,Phoenix Capital Management SA,,,,,,,
0F94LH-E,Phoenix Capital Partners Ltd.,,,,,,,
0CXK8K-E,Phoenix Capital Realty Advisors LLC,,,,,,,
06N6BM-E,Phoenix Capital Securities Ltd.,,,,,,,
0GK0B6-E,PHOENIX CONTACT Innovation Ventures GmbH,,,,,,,
05NW0F-E,Phoenix Equity Partners Ltd.,,,,,,,
06YJ8C-E,Phoenix Investment Adviser LLC,,Deep Value,,,,,
001MVG-E,"Phoenix Investment Management Co., Inc.",,,,,,,
06V2D4-E,Phoenix IP Ventures LLC,,,,,,,
0DYG4Y-E,Phoenix Life Insurance Co. (Investment Portfolio),,,,,,,
05Z3MG-E,Phoenix Partners (Washington),,,,,,,
071T8J-E,Phoenix Partners Group LLC,,,,,,,
0KJYG2-E,"Phoenix Partners Management, Inc.",,,,,,,
0DLGMZ-E,Phoenix Property Investors (HK) Ltd.,,,,,,,
076MJJ-E,Phoenix Provident Fund Ltd.,,GARP,,,,,
09P3WX-E,Phoenix SAS,,,,,,,
0CVDKZ-E,Phoenix Satellite Television Holdings Ltd. (Private Equity),,,,,,,
061T5M-E,Phoenix Strategy Investments LLC,,,,,,,
0056BB-E,"Phoenix Variable Advisors, Inc.",,,,,,,
0B06QN-E,Phoenix Venture Partners LLC,,,,,,,
0010H1-E,Phoenix-Seneca Funds,,,,,,,
0B6YFL-E,PhoenixInvest Group (HK) Ltd.,,Aggressive Growth,,,,,
071SKG-E,Photonics Fund,,,,,,,
0746MM-E,Photonics Venture Capital Sdn. Bhd.,,,,,,,
0BM4D9-E,Phronesis Investimentos Ltda.,,GARP,,,,,
0FPB6Q-E,"Phronesis Partners Co., Ltd.",,,,,,,
0D6K02-E,PHS Capital BV,,,,,,,
0CFJ5G-E,Phu Hung Securities Corp. (Broker),,,,,,,
0CSSKZ-E,"PHX Financial, Inc.",,,,,,,
0BPP1N-E,Phynance Ciencia e Tecnologia em Investimentos SA,,,,,,,
06SJGP-E,Physic Ventures LLC,,,,,,,
0C90HS-E,"Physicians Financial Services, Inc.",,Yield,,,,,
0FSNQ2-E,"Physicians Health Plan of Northern Indiana, Inc. (Invt Port)",,,,,,,
0FM9XS-E,Physicians Insurance A Mutual Co. (Investment Portfolio),,,,,,,
0FW7P7-E,Physicians Insurance Program Exchange (Investment Portfolio),,,,,,,
0F1H1N-E,Physicians Life Insurance Co. (Investment Portfolio),,,,,,,
0FTJXJ-E,Physicians Plus Insurance Corp. (Investment Portfolio),,,,,,,
0G07QF-E,Physicians Specialty Ltd. Risk Retention Group (Invt Port),,,,,,,
0DLSX2-E,Phystech Ventures,,,,,,,
0FTRXR-E,Phyto Partners LLC,,,,,,,
0HH7ZG-E,Phyxius SCR SA,,,,,,,
0049M7-E,PHZ Capital Partners LP,,,,,,,
0GFR0Z-E,Pi Campus SRL,,,,,,,
07L67Q-E,PI Capital de Riesgo SA,,,,,,,
0B02QW-E,Pi Capital Group LLC,,,,,,,
06G061-E,"Pi Capital, Inc.",,,,,,,
05N9CM-E,PI Financial Corp.,,,GARP,,,,
067JZK-E,PI Investment Management Ltd.,,,,,,,
0G64HT-E,Pi Labs Ltd.,,,,,,,
0KXBKW-E,PI Privatinvestor Kapitalanlage GmbH,,,,,,,
0GLLMJ-E,PI Ventures LLP,,,,,,,
07LJC6-E,Pia Capital Management LP,,GARP,,,,,
0G0MPH-E,"PIA Professional Liability Insurance Co., A RRG (Invt Port)",,,,,,,
07KV40-E,"Piborus, Inc.",,,,,,,
06N225-E,PIC Doverie AD,,,,,,,
09549B-E,"PIC Investment Group, Inc.",,,,,,,
070J7V-E,Picard Angst AG,,,GARP,,,,
07J2R6-E,Picard Angst Asset Management AG,,Growth,,,,,
05NW0K-E,Picardie Investissement SA,,,,,,,
06K32Y-E,"PICC Asset Management Co., Ltd.",,GARP,,,,,
05F7DQ-E,Pichardo Asset Management SA de CV,,Growth,,,,,
066954-E,PICIC Asset Management Co. Ltd.,,GARP,,,,,
0070J2-E,"Pickering Energy Partners, Inc.",,,,,,,
0CCDHV-E,Pickwick Capital Advisors LLC,,,,,,,
00B2VY-E,Pickwick Capital Partners LLC,,,,,,,
0FQ5P6-E,PICO Management Co. Ltd.,,,,,,,
0GGDJV-E,Pico Ventures GmbH,,,,,,,
06R6S7-E,Picoco LLC,,,,,,,
05NVJ7-E,Pictet & Cie (Europe) SA,,GARP,,,,,
06NZK1-E,Pictet & Cie (Securities),,,,,,,
06WQC8-E,Pictet & Cie Europe SA (Germany),,,,,,,
0CPWR6-E,Pictet & Cie Europe SA (Italy),,,,,,,
08BVYN-E,Pictet & Cie Europe SA (Spain),,GARP,,,,,
0GLD1W-E,Pictet Alternative Advisors SA,,,,,,,
0C0D6S-E,Pictet Asset Management (Hong Kong) Ltd.,,Aggressive Growth,,,,,
05G6QF-E,Pictet Asset Management (Japan) Ltd.,,GARP,,,,,
0DLBVB-E,Pictet Asset Management (Singapore) Pte Ltd.,,GARP,,,,,
05FW22-E,Pictet Asset Management Ltd.,,GARP,,,,,
0HFPMQ-E,Pictet Asset Management Ltd. (Italy),,,Aggressive Growth,,,,
06M2R5-E,Pictet Asset Management SA,,GARP,,,,,
0DL8QB-E,Pictet Bank & Trust Ltd. (Private Banking),,Growth,,,,,
05FWK4-E,Pictet Funds SA (Switzerland),,,,,,,
0CB94W-E,Picton Capital Ltd.,,,,,,,
0DG29L-E,Picton Mahoney Asset Management,,GARP,,,,,
0GH80Z-E,Picton SA,,,,,,,
0G940D-E,Picus Capital GmbH,,,,,,,
07614R-E,Picus Capital Management LLP,,,,,,,
0CX71K-E,Pie Funds Management Ltd.,,GARP,,,,,
0J03YC-E,Pie Lab Venture Partners Pty Ltd.,,,,,,,
079BSH-E,Piedmont Angel Network,,,,,,,
00213N-E,"Piedmont Capital Management Associates, Inc.",,,,,,,
0056DF-E,"Piedmont Investment Advisors, Inc.",,GARP,,,,,
06FMRK-E,Piedmont Investment Advisory LLLP,,,,,,,
0F06YS-E,Piedmont Mutual Insurance Co. (Invt Port),,,,,,,
0J4M74-E,Piedmont Private Equity LLC,,,,,,,
06SM70-E,"Piedmont Venture Management, Inc.",,,,,,,
002Y24-E,Piedra Capital Ltd.,,,,,,,
0BG91D-E,"Pier 21 Asset Management, Inc.",,GARP,,,,,
0F0001-E,Pier 88 Investment Partners LLC,,Aggressive Growth,,,,,
006ML7-E,Pier Capital LLC,,Growth,,,,,
07KMM5-E,Pierce & Pierce Group,,,,,,,
0C959Y-E,Piermont Capital Management LLC,,Value,,,,,
0FXBPD-E,Pierpoint Capital,,,,,,,
081S4J-E,Pierpont Securities LLC,,,,,,,
05MBTJ-E,"Pierre & Co., LLC",,,,,,,
0JH2H9-E,Pierre Morad Omidyar (Investment Management),,Deep Value,,,,,
0CDWDK-E,"Pierre-Alexis Arnaud, Swiss Expertise RI",,,,,,,
00F1YX-E,"Piershale Financial Group, Inc.",,GARP,,,,,
0GF3VP-E,Pierson Capital Partners LLC,,,,,,,
0B94WT-E,Piguet Galland & Cie SA,,GARP,,,,,
0FS8FM-E,PIH Pharma Industry Holding GmbH,,,,,,,
068G51-E,Pike Capital Management LLC,,,,,,,
0080FP-E,Pike Place Capital Management LLC,,,,,,,
0K7FNZ-E,Pike Street Capital LLC,,,,,,,
0GJBPV-E,Pikespo Invest (Management),,,,,,,
0G85W6-E,Pilatus Partners AG,,,,,,,
002HWB-E,"Pilgrim Advisors, Inc.",,,,,,,
0KJNNB-E,Pilgrim Baxter Hybrid Partners,,,,,,,
06TWL5-E,Pilgrim Capital Partners LLC,,,,,,,
0JDQ5N-E,Pilgrim Partners Asia (Private Equity),,,,,,,
0035WR-E,Pillar Capital Advisors LLC,,,,,,,
0CJ8GS-E,Pillar Capital Management LLC,,,,,,,
0H48RF-E,Pillar Co Management LLC,,,,,,,
0GT3NN-E,Pillar Commercial LLC,,,,,,,
003Q39-E,"Pillar Financial Advisors, Inc.",,,,,,,
002SMY-E,Pillar Pacific Capital Management LLC,,GARP,,,,,
0032W0-E,"Pillar Point Capital Management, Inc.",,,,,,,
0G1PWW-E,"Pillarfour Capital, Inc.",,,,,,,
05V80D-E,Pilling & Co. Stockbrokers Ltd.,,GARP,,,,,
0DFXGP-E,Pillsman Partners LLC,,,,,,,
00495Q-E,Pilot Advisors LP,,,,,,,
0GCDCH-E,Pilot Growth Management LLC,,,,,,,
