factset_entity_id,name,ManagerStyle,InstitutionFixedStyle,Discrepancy Column,,,,
0GJ7JY-E,Change Global Investment LLC,,GARP,,,,,
0B9DLV-E,Change Investment Management Pty Ltd (Old),,,,,,,
0CCD4G-E,Change Investment Management Pty Ltd.,,,,,,,
06V9GP-E,Change Partners SCR SA,,,,,,,
0G5CM6-E,Change Path LLC,,Aggressive Growth,,,,,
0HPF4V-E,Change Ventures OU,,,,,,,
05MQZB-E,ChangeWave Research,,,,,,,
09NS5R-E,Changing Parameters LLC,,GARP,,,,,
0CCC4Y-E,"Changjiang Growth Capital Investment Co., Ltd.",,,,,,,
07MCPZ-E,Changjiang Pension Insurance Co. Ltd.,,GARP,,,,,
0FSJXF-E,"Changjiang Securities (Shanghai) Asset Management Co., Ltd.",,GARP,,,,,
0DZ04M-E,Changjiang Securities Brokerage (HK) Ltd.,,,,,,,
09MDS5-E,"Changjiang Securities Co., Ltd. (Broker)",,,,,,,
0BTVTY-E,"Changjiang Securities Co., Ltd. (Investment Management)",,GARP,,,,,
0G8K9F-E,Changsha Lugu Venture Capital Management Co. Ltd.,,,,,,,
07TW1R-E,Changsha Tongzheng Investment Management Co. Ltd.,,,,,,,
05WH2R-E,"Changsheng Fund Management Co., Ltd.",,GARP,,,,,
0G2YHT-E,Changzhou Gaozheng Investment Management Co. Ltd.,,,,,,,
06QS9Y-E,Channel Capital Advisors LLP,,,,,,,
0FFX2M-E,Channel Capital Management LLC,,,,,,,
0CFG4T-E,Channel Capital Research Institute LLC,,,,,,,
0GJZP0-E,Channel Islands Alternatives Ltd.,,,,,,,
09Y856-E,Channel Mark Capital (Soleil),,,,,,,
0D633M-E,Channel Mark Ventures,,,,,,,
063Z86-E,Channel Medical Partners,,,,,,,
074L6M-E,Channelstone Capital Partners LLC,,,,,,,
05TPY0-E,Channing Capital Management LLC,Value,GARP,,,,,
077V2R-E,Chanticleer Advisors LLC,,,,,,,
079T99-E,Chanticleer Holdings Private Equity,,,,,,,
0KJYBM-E,Chanzo Capital,,,,,,,
0C99QG-E,Chao & Co. Ltd.,,,,,,,
0F1W38-E,Chaos Theory Ventures LLC,,,,,,,
0GLYT0-E,ChaoShang Securities Ltd.,,,,,,,
0D08NJ-E,"Chaotic Investments, Inc.",,,,,,,
0B3TC8-E,Chaparal Investments LLC,,,,,,,
0B0QXN-E,Chapdelaine Credit Partners LLC,,,,,,,
0807PZ-E,Chapel Hill Denham Management Ltd.,,,,,,,
0FF69B-E,Chapel Hill Denham Securities Ltd.,,,,,,,
003JBN-E,"Chapin Asset Management, Inc.",,,,,,,
06TG0V-E,"Chapin Davis, Inc.",,,,,,,
05MHLG-E,Chapman Capital LLC,,,,,,,
0022GP-E,"Chapman Capital Management Holdings, Inc.",,,,,,,
0012WM-E,"Chapman Capital Management, Inc.",,,,,,,
0DF763-E,Chapman Investment Management LLC,,,,,,,
009Z9H-E,Chapter IV Investors LLC,,GARP,,,,,
0C974R-E,Chapwood Capital Investment Management LLC,,,,,,,
007HQD-E,Chapwood Capital LLC,,,,,,,
07HCVC-E,"Charan Insurance Public Co., Ltd. (Investment Portfolio)",,,,,,,
06DVD7-E,Chardan Capital Markets LLC,,,,,,,
0F226R-E,Charente Perigord Expansion SASU,,,,,,,
0FZG5Y-E,Charge Ventures,,,,,,,
0C97MY-E,Chariot Advisors LLC,,,,,,,
06ZKB0-E,Charis Industries Co. (Private Equity),,,,,,,
06W4LB-E,Charitable Leadership Foundation,,,,,,,
0G0X1L-E,Charitable Service Providers Reciprocal Rrg (Invt Port),,,,,,,
06W4LF-E,Charitable Venture Foundation,,,,,,,
05MS0W-E,Charlemagne Capital (UK) Ltd.,,Growth,,,,,
088VR9-E,Charlemagne Capital UK Ltd. (Private Equity),,,,,,,
0035V5-E,Charles D. Hyman & Co.,,Yield,,,,,
0727DB-E,"Charles Fish Investments, Inc.",,,,,,,
07BLXP-E,Charles Flather (Investment Management),,,,,,,
005NHZ-E,Charles Jordan & Co. LLC,,,,,,,
002ZZM-E,Charles Raven Capital Management Co.,,,,,,,
05MBW1-E,"Charles River Ventures, Inc.",,,,,,,
0BLGWJ-E,"Charles Schwab & Co., Inc. (Broker)",Broker/Dealer,,,,,,
0B0H5F-E,Charles Schwab Canada Co. (Broker),,,,,,,
0BHPV4-E,"Charles Schwab Investment Advisory, Inc.",,GARP,,,,,
002HXG-E,"Charles Schwab Investment Management, Inc.",Index,GARP,,,,,
06MZFL-E,Charles Stanley & Co. Ltd.,,GARP,,,,,
05S6R5-E,Charles Stanley & Co. Ltd. (Investment Management),,GARP,,,,,
0DJVL1-E,Charles Stanley Pan Asset Capital Management Ltd.,,GARP,,,,,
0030BJ-E,Charles Stewart Mott Foundation,,GARP,,,,,
05MR0J-E,Charles Street Securities Europe LLP,,,,,,,
076200-E,Charles Taylor Investment Management Co. Ltd.,,GARP,,,,,
0DX2LP-E,Charles-Lim Capital Ltd.,,GARP,,,,,
0024Q6-E,Charlesbank Capital Partners LLC,,,,,,,
0HWG6S-E,"Charleston Capital Management, LLC",,,,,,,
0FL23Q-E,Charleston Capital Reinsurance LLC (Invt Port),,,,,,,
0D4VJN-E,Charlie Chan Capital Partners Pte Ltd.,,GARP,,,,,
0J473Y-E,Charlotte Angel Fund,,,,,,,
05MS37-E,Charlotte Angel Partners LLC,,,,,,,
003441-E,Charlotte Capital LLC,,,,,,,
0814RT-E,Charlotte Global Advisors LLC,,,,,,,
0C2LWH-E,Charlotte Street Capital Ltd.,,,,,,,
0CL063-E,Charlotte Street Partners LLC,,,,,,,
0GVW22-E,Charlottesville Angel Network,,,,,,,
0HHQJP-E,Charme Capital Partners (Spain),,,,,,,
0FYY6S-E,Charme Capital Partners Ltd.,,,,,,,
06NMWP-E,Charme Capital Partners SGR SpA,,,,,,,
06L8GM-E,Charme Management SRL,,,,,,,
0GHTDZ-E,Charmides Capital LLC,,,,,,,
0DGPY2-E,"Charollais Capital, Inc.",,,,,,,
05ZJ4W-E,Chart AG,,GARP,,,,,
078MDW-E,Chart Capital Partners,,,,,,,
0KN4BZ-E,Chart National,,,,,,,
0FNMT1-E,"Chart Services, Inc. (Investment Portfolio)",,,,,,,
06MR65-E,Chart Venture Partners,,,,,,,
06FRJ7-E,"Charter Advisers, Inc.",,,,,,,
0B5WY8-E,Charter Bridge Capital Management LP,,GARP,,,,,
000DMV-E,"Charter Capital Management, Inc.",,,,,,,
06LJR5-E,"Charter Equity Research, Inc.",,,,,,,
002S1S-E,"Charter Financial Group, Inc. (Maryland)",,,,,,,
05Z7B3-E,Charter Hall Holdings Pty Ltd.,,,Yield,,,,
060H1K-E,Charter Hall Retail Management Ltd.,,,,,,,
0DBD4H-E,Charter Hall Social Infrastructure Ltd.,,,,,,,
001MR3-E,Charter Oak Partners Management LP,,,,,,,
0656NJ-E,Charter Oak Private Equity,,,,,,,
09ZMZ3-E,"Charter Private Capital Management, Inc.",,,,,,,
0C7CZP-E,"Charter Research & Investment Group, Inc.",,Yield,,,,,
002H07-E,Charter Trust Co.,,Yield,,,,,
05YXTC-E,Charter Venture Capital,,,,,,,
05QK3P-E,Chartered Asset Management Pte Ltd.,,GARP,,,,,
076M4F-E,Chartered Capital & Investment Ltd. (Broker),,,,,,,
05MR1Z-E,Charterhouse Capital Partners LLP,,,,,,,
000ZCB-E,"Charterhouse Group, Inc.",,,,,,,
05MR25-E,Charterhouse Securities,,,,,,,
0GSVXL-E,Charterhouse Strategic Partners LLC,,,,,,,
076218-E,Charteris Treasury Portfolio Managers Ltd.,,Deep Value,,,,,
0BDXXX-E,Chartis Research Ltd.,,,,,,,
0GQPL0-E,Chartline Capital Management LLC,,,,,,,
06FTWV-E,Chartres Lodging Group Japan GK (Tokyo),,,,,,,
06Q6MM-E,Chartvalor AG,,GARP,,,,,
063NJ5-E,Chartwell Capital Investors,,,,,,,
0021HG-E,Chartwell Investment Partners LLC,Quant,GARP,,,,,
05KTBQ-E,"Chartwell Investments, Inc.",,,,,,,
002HXS-E,"Chas. P. Smith & Associates, PA, CPAs",,Yield,,,,,
05X3XK-E,Chase H&Q,,,,,,,
002HFG-E,Chase Investment Counsel Corp.,,GARP,,,,,
06D259-E,Chase Manhattan International Ltd.,,,,,,,
05S6SD-E,"Chase Securities, Inc.",,,,,,,
0H82GG-E,Chasella Real Estate LLC,,,,,,,
07621P-E,Chaser Capital LLP,,,,,,,
0JJ1V5-E,Chasestone Capital Co. Ltd.,,,,,,,
0FFB7C-E,Chasing Unicorns LLC,,,,,,,
0DVFSJ-E,Chasm Capital Advisors LLC,,,,,,,
062NNF-E,Chasm Lake Management Services LLC,,GARP,,,,,
0BQ4DV-E,Chassagnol Selection Actions SARL,,,,,,,
05VXT5-E,Chateron Corporate Finance Ltd.,,,,,,,
05MT5L-E,"Chatfield Dean & Co., Inc.",,,,,,,
05YXMP-E,Chatham Asset Management LLC,,,,,,,
002XG6-E,"Chatham Capital Group, Inc.",,Yield,,,,,
00FXPD-E,Chatham Capital Partners LLC,,,,,,,
070DC9-E,"Chatham Capital Partners, Inc.",,,,,,,
0G8HDG-E,Chatsworth Management & Advisors Pvt Ltd.,,,,,,,
05NDGW-E,Chatsworth Management Services Ltd.,,,,,,,
067MMS-E,Chatsworth Securities LLC,,,,,,,
0CPL62-E,Chattanooga Renaissance Fund,,,,,,,
002HZV-E,Chatterjee Management Co.,,,,,,,
05FW8Z-E,Chaussier Gestion SA,,Growth,,,,,
0BR889-E,Chautauqua Capital Management LLC,,GARP,,,,,
0FZJW5-E,Chautauqua Patrons Insurance Co. (Investment Portfolio),,,,,,,
06DDM8-E,Chazen Capital Partners LLC,,,,,,,
05MS5B-E,CHB Capital Partners,,,,,,,
0J6LG1-E,CHC Investment Partners,,,,,,,
0B24WB-E,Checchi Capital Advisers LLC,,GARP,,,,,
002H99-E,"Check Capital Management, Inc.",,GARP,,,,,
0GKTW2-E,CHECK24 Ventures GmbH,,,,,,,
0BX7WS-E,Checketts Partners Investment Management LLC,,,,,,,
0JF1XZ-E,Checkmate Capital LLC,,,,,,,
0JPJPM-E,Cheekotel Venture Fund Pvt Ltd.,,,,,,,
0KLWBJ-E,Cheese Ventures,,,,,,,
0F0V7C-E,"Cheetah Development, Inc. /Venture Capital/",,,,,,,
073MLK-E,Cheetah Investment Management Ltd.,,,,,,,
076226-E,Cheetah Securities Ltd.,,,,,,,
0FQ74H-E,Cheever Capital Management LLC,,,,,,,
00718K-E,"Cheevers & Co., Inc.",,,,,,,
005JNP-E,Chelsea Counsel Co.,,GARP,,,,,
06N98V-E,Chelsea Securities Ltd.,,GARP,,,,,
0FC485-E,Chelverton Asset Management /Private Equity/,,,,,,,
05JKGG-E,Chelverton Asset Management Ltd.,,Deep Value,,,,,
0DJ74W-E,Chemelot Ventures Management BV,,,,,,,
0HK2F5-E,Chemical Angel Network,,,,,,,
0010SV-E,Chemical Bank (Investment Management),,Yield,,,,,
07C5T8-E,ChemLink Capital Ltd.,,,,,,,
074183-E,Chemolio Management AG,,,,,,,
0B6563-E,Chemrar Ventures CJSC,,,,,,,
0011TW-E,Chemung Canal Trust Co.,,Yield,,,,,
07NYFB-E,Chenavari Credit Partners LLP,,GARP,,,,,
0CTNP2-E,"Cheng Du Ding Tao Zhu Hui Investment & Management Co., Ltd.",,,Deep Value,,,,
05FGLY-E,Cheng Xin Venture Capital Group,,,,,,,
0HWV8S-E,Chengdou Desun Venture Capital Investment Fund Co. Ltd.,,,,,,,
0HX3X3-E,Chengdou Ronghui Datong Equity Investment Management Co. Ltd.,,,,,,,
0GFJ84-E,Chengdu Asiaec Yingtai Investment Management Co. Ltd.,,,,,,,
0K12KS-E,Chengdu Boen Equity Investment Management Co. Ltd.,,,,,,,
0GLR00-E,Chengdu Boyuan Investment Management Co. Ltd.,,,,,,,
0H9T6N-E,Chengdu Chengyi Venture Capital Co. Ltd.,,,GARP,,,,
0KJR6N-E,Chengdu Dingxing Liangzi Investment Management Co. Ltd.,,,,,,,
0G8KRL-E,Chengdu Heyi Angel Fund,,,,,,,
0JCVLZ-E,Chengdu Hi-Tech Industrial Development Fund,,,,,,,
0JTB5R-E,Chengdu Shuangliu Juyuan Venture Capital Co. Ltd.,,,,,,,
0J6LCJ-E,Chengdu Tech Transfer Venture Capital Investment Co. Ltd.,,,,,,,
0H9V4V-E,Chengdu Winshare Equity Fund Management Co. Ltd.,,,,,,,
0JXTMX-E,Chengdu Yuanli Venture Angel Equity Investment Co. Ltd.,,,,,,,
0FNCM6-E,Chengdu Zhenshun Times Investment Fund Management Co. Ltd.,,,,,,,
0687SM-E,Chengwei Capital Co. Ltd.,,,,,,,
0FX10W-E,Chenhai Capital Co. Ltd.,,,,,,,
0G4PDB-E,Chenmark Capital Management LLC,,,,,,,
078VM9-E,Cheong Lee Securities Ltd.,,,,,,,
05KTD3-E,Chequers Partenaires SA,,,,,,,
084PDQ-E,Cherche Midi Capital SAS,,,,,,,
0DSFGF-E,Chernovetskyi Investment Group,,,,,,,
05MR7C-E,Cherokee & Walker Ventures LLC,,,,,,,
06GNGG-E,Cherokee Advisors LLC (Private Equity),,,,,,,
0FPRD5-E,Cherokee Insurance Co. (Investment Portfolio),,,,,,,
06K7SR-E,Cherokee International Services Ltd.,,,,,,,
06K59M-E,Cherokee Investment Partners LLC,,,,,,,
06Z1ST-E,Cherry Creek Venture Partners LLC,,,,,,,
0HPY8X-E,Cherry Lane Capital Advisors LP,,,,,,,
0H0S8Y-E,Cherry Tree Investments LLC,,,,,,,
061LDY-E,"Cherry Tree Investments, Inc.",,,,,,,
0F1RS2-E,Cherry Valley Cooperative Insurance Co. (Invt Port),,,,,,,
0DJNMP-E,Cherry Ventures Management GmbH,,,,,,,
0KBNK2-E,Cherub Ltd.,,,,,,,
0DK471-E,Cherubic Ventures,,,,,,,
0D59XF-E,Chesapeake Advisory Group LLC,,,,,,,
0BRSBM-E,Chesapeake Advisory Partners LLC,,,,,,,
002HZW-E,Chesapeake Asset Management LLC,,GARP,,,,,
002M54-E,Chesapeake Capital Corp.,,,,,,,
002GMD-E,"Chesapeake Capital Management, Inc.",,,,,,,
06Y0CX-E,Chesapeake Emerging Opportunities Management LLC,,,,,,,
0FLGWW-E,Chesapeake Employers' Insurance Co. (Investment Portfolio),,,,,,,
0C7WSQ-E,"Chesapeake Financial Group, Inc.",,,Aggressive Growth,,,,
0C99SB-E,Chesapeake Investment Management LLC,,,,,,,
0BY0Z5-E,Chesapeake NG Ventures Corp.,,,,,,,
001BRP-E,"Chesapeake Partners Management Co., Inc.",,GARP,,,,,
0BR89P-E,"Chesapeake Partners, Inc.",,,,,,,
0GVBQD-E,Chescapmanager LLC,,Growth,,,,,
05H3BS-E,Chescor International Ltd.,,,,,,,
003L6Z-E,"Chesley, Taft & Associates LLC",,GARP,,,,,
0C9CLX-E,"Chesme, Inc.",,,,,,,
003XS4-E,Chess Ventures LLC,,,,,,,
0CWX4L-E,"Chessman Wealth Strategies, Inc.",,,Yield,,,,
0FRY27-E,Chestnut Development Partners,,,,,,,
063GS2-E,Chestnut Hill Ventures LLC,,,,,,,
0KQ9DR-E,Chestnut Real Estate LLC,,,,,,,
0B1H54-E,Chestnut Ridge Capital LLC,,,,,,,
002FL5-E,"Cheswick Investment Co., Inc.",,,,,,,
06DNVC-E,Cheswold Lane Asset Management LLC,,Yield,,,,,
061784-E,Cheuvreux International Ltd.,,,,,,,
05MS73-E,Cheviot Asset Management Ltd.,,,,,,,
00B007-E,Cheviot Value Management LLC,,GARP,,,,,
05MS74-E,Chevrillon & Associes SCA,,,,,,,
062GHQ-E,Chevron Technology Ventures LLC,,,,,,,
002XR7-E,Chevy Chase Trust Co.,,GARP,,,,,
06NSBL-E,Cheyenne Capital Partners LLC,,,,,,,
07JGYS-E,Cheyenne Venture Partners LLC,,,,,,,
06MBF8-E,Cheyne Capital International Ltd.,,GARP,,,,,
06Q9XQ-E,Cheyne Capital LLC,,,,,,,
0051Y2-E,Cheyne Capital Management (UK) LLP,,GARP,,,,,
06J2TD-E,Cheyne Capital Management Ltd. (Hong Kong),,,,,,,
0JCCYM-E,Cheyne Capital Management UK LLP /Private Equity/,,,,,,,
08GRKY-E,Chezz Partners BV,,,,,,,
0GJWX3-E,Chi-Courser Investment Management Co. Ltd.,,,,,,,
06SLPP-E,Chi-Rho Financial LLC,,,,,,,
0BXYXJ-E,Chiarelli & Co. LLC,,,,,,,
07JRHV-E,Chibagin Asset Management Co. Ltd.,,,Growth,,,,
05KJVB-E,"Chibagin Capital Co., Ltd.",,,,,,,
0BLXK7-E,"Chibagin Securities Co., Ltd.",,,,,,,
002GYM-E,Chicago Asset Management Co.,,,,,,,
0HX3KD-E,Chicago Capital LLC,,Aggressive Growth,,,,,
00FKVY-E,Chicago Capital Management LLC,,GARP,,,,,
0071CN-E,Chicago Capital Management LP (Broker),,GARP,,,,,
00303Y-E,Chicago Equity Partners LLC,Quant,GARP,,,,,
00BQY3-E,Chicago Fundamental Investment Partners LLC,,,,,,,
066YPT-E,Chicago Growth Partners LLC,,,,,,,
0GJG1T-E,Chicago Innovation Exchange,,,,,,,
0685QQ-E,Chicago Investment Group Securities,,,,,,,
0DY1RW-E,Chicago Pacific Capital LP,,,,,,,
0C9BYV-E,Chicago Partners Investment Group LLC,,Yield,,,,,
066PF1-E,Chicago Policemen's Annuity & Benefit Fund,,,,,,,
0DH422-E,Chicago River Capital LLC,,,,,,,
0DBKK2-E,Chicago Ventures LLC,,,,,,,
06SXBJ-E,Chicagoland Entrepreneurial (Venture Capital),,,,,,,
0777QH-E,Chichen Itza Ventures LLC,,,,,,,
005CJ2-E,Chickasaw Capital Management LLC,,Yield,,,,,
0GCW49-E,Chicoma Peak LLC,,Growth,,,,,
0C52KL-E,Chief Cornerstone Capital LLC,,,,,,,
06MBFY-E,Chief Securities Ltd.,,,,,,,
0BHXN7-E,Chief Venture Capital Corp,,,,,,,
09NWXF-E,"Chieftain Capital Management, Inc.",,GARP,,,,,
0FCZBB-E,"Chiesi Ventures, Inc.",,,,,,,
07FPZ0-E,Chih Hsin Investment Co. Ltd.,,,,,,,
0K0LNK-E,Chiiki Sousei Solution KK,,,,,,,
0GXWM3-E,Chilango Ventures LLC,,,,,,,
0691SD-E,Child Health Investment Corp.,,,,,,,
0H42KM-E,"Children's Health Ventures, Inc.",,,,,,,
0GLKT7-E,Chile Ventures Administradora De Fondos De Inversion Privados,,,,,,,
0DMX1L-E,ChileGlobal Angels SpA,,,,,,,
0KLWJ0-E,ChileGlobal Ventures,,,,,,,
05NZ3M-E,Chiletech SA Administradora de Fondos de Inversion,,,,,,,
0CJ88D-E,Chilmark Hill Capital LLC,,,,,,,
0HR6YQ-E,Chiltern Capital LLP,,,,,,,
002G2B-E,Chilton Capital Management LLC,,GARP,,,,,
002HZX-E,Chilton Investment Co. LLC,,GARP,,,,,
07624G-E,Chilton Investment Co. Ltd.,,,,,,,
0C9CBG-E,Chilton Investment Services LLC,,,,,,,
0B6G8R-E,Chilton Trust Co. LLC,,,,,,,
06207L-E,Chimaera Capital Ltd.,,GARP,,,,,
075LNW-E,"Chimay Capital Management, Inc.",,,,,,,
0GNV1V-E,China Aerospace Hi-Tech Investment Co. Ltd.,,,,,,,
0CQL28-E,China Aerospace Investment Holdings Ltd.,,,,,,,
09MGMV-E,China Alpha Investment Management Ltd.,,,,,,,
0CZPRT-E,"China Angel Fund Management (HK) Co., Ltd.",,GARP,,,,,
0BBXPT-E,China Asset Management (Hong Kong) Ltd.,,Aggressive Growth,,,,,
05QPVM-E,"China Asset Management Co., Ltd.",,GARP,,,,,
07DJS8-E,China Banking Corp. (Broker),,,,,,,
008CTF-E,China Broadband Capital Partners LP,,,,,,,
0DVTG4-E,China Capital Impetus Asset Management Pte Ltd.,,,,,,,
06XTBR-E,"China Chengxin International Credit Rating Co., Ltd.",,,,,,,
0CQHG9-E,China Construction Bank (London) Ltd.,,,,,,,
081RT1-E,China Construction Bank Corp. (Hong Kong),,,,,,,
06N0HR-E,China Construction Bank Corp. (Singapore),,,,,,,
0H699Q-E,China Creation Ventures,,,,,,,
06V6VB-E,China Credit Trust Co. Ltd.,,GARP,,,,,
0CXRWJ-E,China Cultural Industries Investment Fund Management Co. Ltd.,,,,,,,
07ML4R-E,China Dragon Futures Co. Ltd.,,,,,,,
09Q9J6-E,"China Dragon Securities Co., Ltd.",,,,,,,
0D8BFR-E,"China Dragon Securities Co., Ltd. (Investment Management)",,GARP,,,,,
0H8C93-E,China Elite Capital Co. Ltd.,,,,,,,
0630WN-E,China Enterprise Capital (Hong Kong) Investment Co. Ltd.,,,,,,,
06MTFP-E,China Everbright Assets Management Ltd.,,GARP,,,,,
060Y7D-E,China Everbright Investment Management Ltd. ( Private Equity),,,,,,,
06GZDR-E,China Everbright Research Ltd.,,,,,,,
0CNRT5-E,China Everbright Research Ltd. (China),,,,,,,
0BZF1C-E,China Everbright Securities (HK) Ltd.,,,,,,,
0HZJ12-E,China Everbright Securities (HK) Ltd. (Invt Mgmt),,,Aggressive Growth,,,,
0HY9QV-E,China Everbright Zhongying Capital,,,,,,,
07H811-E,"China Finance, Inc. (Asset Management)",,,,,,,
09L1PN-E,China First Capital Ltd.,,,,,,,
05ZJLV-E,"China Foreign Economy & Trade Trust Co., Ltd.",,GARP,,,,,
0C8H4P-E,China Fortune International Trust Co. Ltd.,,Growth,,,,,
0JR7WK-E,China Fortune Securities Co. Ltd. /Invt Mgmt/,,Aggressive Growth,,,,,
0B29MB-E,"China Fortune Securities Co., Ltd.",,GARP,,,,,
0GL0KY-E,"China Fortune-Tech Capital Co., Ltd",,,,,,,
0FJ77D-E,"China Fund Management Co., Ltd.",,GARP,,,,,
0H5LNB-E,China Galaxy International Asset Management Hong Kong Co. Ltd.,,Yield,,,,,
0CS4JM-E,"China Galaxy International Securities (Hong Kong) Co., Ltd.",,,,,,,
0685R7-E,"China Galaxy Investment Management Co., Ltd.",,GARP,,,,,
0BDCQR-E,China Galaxy Securities Co. Ltd. (Investment Management),,GARP,,,,,
0D2XZH-E,"China Galaxy Securities Co., Ltd. (Broker)",,,,,,,
05W4G0-E,"China Great Wall Asset Management Co., Ltd. (Invt Mgmt)",,GARP,,,,,
0DJ45N-E,China Growth Capital Co. Ltd.,,,,,,,
0HVFR9-E,China Hongxin Securities Co. Ltd. (Investment Management),,Deep Value,,,,,
0CG0XM-E,"China Hongxin Securities Co., Ltd.",,,,,,,
09XMGV-E,China Huarong Asset Management (Private Equity),,,,,,,
05ZXL8-E,"China Huarong Asset Management Co., Ltd. (Invt Port)",,GARP,,,,,
0K6K65-E,China Industrial Asset Management Ltd.,,,,,,,
06X814-E,China Industrial International Trust Ltd.,,GARP,,,,,
0JD6Q9-E,China Industrial Securities International Asset Management Ltd,,,,,,,
0G0NBG-E,China Industrial Securities International Brokerage Ltd.,,,,,,,
0DVFSH-E,China Industrial Securities International Capital Ltd.,,,,,,,
0BWYRF-E,China Innovative Capital Management Ltd,,,,,,,
07NKGX-E,China Insurance (Thailand) Public Co Ltd.,,,,,,,
074WX1-E,China International Capital Corp. (Hong Kong) Securities Ltd.,,,,,,,
0BRLJX-E,China International Capital Corp. (Singapore) Pte. Ltd.,,,,,,,
09SFZY-E,China International Capital Corp. (UK) Ltd.,,,,,,,
0CKT8Y-E,China International Capital Corp. HK Asset Management Ltd.,,GARP,,,,,
068ZLB-E,China International Capital Corp. Ltd. (Broker),,,,,,,
07BPTP-E,China International Capital Corp. Ltd. (Invt Management),,GARP,,,,,
063NZN-E,"China International Fund Management Co., Ltd.",,Yield,,,,,
07LBQ9-E,China Investment Corp. (Investment Management),,Yield,,,,,
0K1B6S-E,China Investment Research,,,,,,,
075Y6D-E,"China Investment Securities Co., Ltd.",,,,,,,
0C7GLS-E,"China Investment Securities Co., Ltd. (Invt Mgmt)",,GARP,,,,,
0D1H46-E,China Investment Securities International Brokerage Ltd.,,,,,,,
061BWQ-E,China Jianyin Investment Ltd.,,,,,,,
0FJ0QH-E,"China Jingu International Trust Co., Ltd.",,Deep Value,,,,,
0B1C0N-E,China Knowledge Pte Ltd.,,,,,,,
0FF9VP-E,"China Life AMP Asset Management Co., Ltd.",,GARP,,,,,
074CX8-E,"China Life Asset Management Co., Ltd.",,GARP,,,,,
08DRC8-E,China Life Franklin Asset Management Co. Ltd.,,,Yield,,,,
0689WK-E,"China Life Insurance (Overseas) Co., Ltd.",,GARP,,,,,
0CZDZF-E,"China Life Insurance Co., Ltd. (Invt Port)",,GARP,,,,,
0JXLG2-E,China Life Private Equity Investment Co. Ltd.,,,,,,,
0DYDJF-E,China Materialia LLC,,,,,,,
09M8FS-E,China Media Capital Co. Ltd.,,,,,,,
0GN77K-E,China Merchant Bank International Capital Mgmt Shenzhen Ltd.,,,,,,,
05Z1ZF-E,China Merchants & Fortune Assets Management Ltd.,,,,,,,
0DYHTJ-E,China Merchants Capital Investment Co. Ltd.,,,,,,,
09NS1X-E,China Merchants China Investment Management Ltd.,,,,,,,
05ZDWZ-E,"China Merchants Fund Management Co., Ltd.",,GARP,,,,,
06MBJS-E,"China Merchants Securities (HK) Co., Ltd.",,,,,,,
082ZB4-E,China Merchants Securities (Private Equity),,,,,,,
0GJ0MH-E,"China Merchants Securities Asset Management Co., Ltd.",,,GARP,,,,
0BDR88-E,"China Merchants Securities Co., Ltd. (Broker)",,,,,,,
0684VD-E,China Merchants Technology Holdings Co. Ltd.,,,,,,,
0DP91G-E,China Merchants Wealth Asset Management Co. Ltd.,,GARP,,,,,
0CWJK9-E,"China Merchants Zhiyuan Capital Investment Co., Ltd.",,,,,,,
081SB3-E,China Mining United Group Co. Ltd.,,,,,,,
0FKBYT-E,China Minsheng Investment Management Ltd.,,,,,,,
0FLZNL-E,"China Minsheng Trust Co., Ltd.",,,Aggressive Growth,,,,
0FH98M-E,"China Minzu Securities Co., Ltd. (Broker)",,,,,,,
0BZ6W8-E,"China Minzu Securities Co., Ltd. (Investment Management)",,,Deep Value,,,,
063SBS-E,"China Nature Asset Management Co., Ltd.",,GARP,,,,,
07KM98-E,"China New Enterprise Investment Co., Ltd.",,,,,,,
05QKY0-E,China Orient Asset Management Co. Ltd. (Investment Management),,GARP,,,,,
0H8P5X-E,China Overseas Smart City Technology Group Co. Ltd.,,,,,,,
06R4WW-E,"China Post & Capital Fund Management Co., Ltd.",,GARP,,,,,
0GJZ9P-E,China Post & Capital Global Asset Management Ltd.,,,,,,,
0G7ZFP-E,China Post Global (UK) Ltd.,,,Yield,,,,
0BNVJ9-E,"China Post Securities Co., Ltd.",,,,,,,
0BJ83R-E,"China Re Asset Management Co., Ltd.",,GARP,,,,,
0GLDD9-E,China Reform Fund Management Co. Ltd.,,,,,,,
067KQQ-E,"China Renaissance Capital Investment, Inc.",,,,,,,
0B6357-E,China Renaissance Partners,,,,,,,
0D3TYP-E,China Renaissance Securities (Hong Kong) Ltd.,,,,,,,
00G128-E,"China Renaissance Securities (US), Inc.",,,,,,,
05YMR6-E,"China Resources SZITIC Trust Co., Ltd.",,GARP,,,,,
0GXD9M-E,China Resources Verlinvest Health Investment Co. Ltd.,,,,,,,
0BYDW5-E,China Rise Securities Co. Ltd.,,,,,,,
068ZBX-E,China Science & Merchants Investment Management Group Co. Ltd.,,,,,,,
05ZQ09-E,China SDIC Gaoxin Industrial Investment Corp. Ltd.,,,,,,,
0DM00S-E,China Securities (International) Brokerage Co. Ltd.,,,,,,,
0D6504-E,China Securities (International) Corporate Finance Co. Ltd.,,,,,,,
05FH54-E,China Securities Investment Trust Corp.,,,,,,,
0JD6WB-E,China Silver Asset Management (Hong Kong) Ltd.,,,,,,,
09YDLF-E,"China Soft Capital Management Group, Inc.",,,,,,,
0FPHFB-E,China Soft Investments Group,,,,,,,
