factset_entity_id,name,ManagerStyle,InstitutionFixedStyle,Discrepancy Column,Discrepancy Source
0FSL07-E,Angelrush Ventures LLC,,,N/A,N/A
0FSQKS-E,Agathos Management LLP,,,N/A,N/A
0FSQWM-E,"Attorneys Insurance Mutual of The South, Inc. RRG (Invt Port)",,,N/A,N/A
0FSR5G-E,Greenpro Venture Capital Ltd.,,,N/A,N/A
0FT1Q3-E,"Pearl Energy Investment Management, LLC",,,N/A,N/A
0FT3VT-E,Seefar REIM SASU,,,N/A,N/A
0FTG0B-E,RM Capital Partners & Associates Sdn. Bhd.,,,N/A,N/A
0GX1R1-E,Northern & Shell Ventures Ltd.,,,N/A,N/A
0GX5FJ-E,Bay Street Capital Partners LLC,,Growth,N/A,N/A
0GX9LY-E,XYZ Venture Capital LLC,,,N/A,N/A
0GXBD0-E,GUB Investment Trusts (Venture Capital),,,N/A,N/A
0GXHS7-E,Startupeast Entrepreneurship Solutions Ltd.,,,N/A,N/A
0GXRGX-E,Sandbar Asset Management LLP,,,N/A,N/A
0GXV6Q-E,Pomegranate Investment (Private Equity),,,N/A,N/A
0GXXRX-E,TPG Growth (GB),,,N/A,N/A
0HXBXT-E,Partech Africa,,,N/A,N/A
0JXR0C-E,Truvestments Capital LLC,,Growth,N/A,N/A
061LC9-E,Studio A. Ciocca SA,,,N/A,N/A
061LZD-E,Dover Investment Management LLC,,,N/A,N/A
061MQ6-E,Theta Enhanced Asset Management Ltd.,,,N/A,N/A
061P7Z-E,Capital Dynamics AG,,,N/A,N/A
061PG5-E,Ospraie Management LLC,,GARP,N/A,N/A
062C03-E,Digital Power Capital LLC,,,N/A,N/A
062C72-E,TGap Ventures LLC,,,N/A,N/A
062DMJ-E,KKR Credit Advisors (Ireland) Unlimited Co.,,GARP,N/A,N/A
062HYN-E,"Specialised Research & Investment Group, Inc.",,,N/A,N/A
07QBM2-E,Consilium Securities (Pty) Ltd.,,,N/A,N/A
07QK7P-E,Spectrum Capital Partners LLC,,,N/A,N/A
0C490H-E,Main Lodge Associates LLC,,,N/A,N/A
0C4BJ1-E,Intercapital Securities AD,,,N/A,N/A
0C4FX3-E,Deutsche Securities Saudi Arabia LLC,,,N/A,N/A
0C4N5Y-E,"Windquest Group, Inc.",,,N/A,N/A
0C4PV4-E,Mammoth Equity Partners LLC,,,N/A,N/A
0C4TB6-E,Maven Ventures LLC,,,N/A,N/A
0C4YF7-E,RM Research Pty Ltd.,,,N/A,N/A
0DFXGP-E,Pillsman Partners LLC,,,N/A,N/A
0DFYQ6-E,Post Street Capital Management LP,,,N/A,N/A
0FBFWY-E,NKC Independent Economists CC,,,N/A,N/A
0G3SRS-E,Supply Chain Market Research LLC,,,N/A,N/A
0G44Z8-E,Valais Investment Management SARL,,,N/A,N/A
0G49Q8-E,Avia Capital Partners Sp zoo,,,N/A,N/A
0G49RV-E,Silver Point Ventures BV,,,N/A,N/A
0H6GPS-E,Clean Energy Invest,,,N/A,N/A
0H6J9B-E,Comer Woodford Ventures LLC,,,N/A,N/A
0H6JNC-E,Credit Suisse Asset Management (Schweiz) AG,,Growth,N/A,N/A
0H7191-E,Yi Ling Capital,,,N/A,N/A
0H78C6-E,Sagard Credit Partners,,,N/A,N/A
0J303L-E,Kingsley Ventures,,,N/A,N/A
0J3CFN-E,Just Eat Ventures,,,N/A,N/A
05ZMGG-E,CITIC Funds Management Co. Ltd.,,,N/A,N/A
05ZPTW-E,Ridgewood Capital Management LLC,,,N/A,N/A
05ZSKM-E,Harel-Pia Mutual Funds Ltd.,,Growth,N/A,N/A
05ZYBJ-E,Barclays Capital Securities Ltd.,,GARP,N/A,N/A
0602TG-E,Dunsirn Partners LLC,,,N/A,N/A
0604CB-E,Credo Capital Management LLC,,,N/A,N/A
0605XC-E,Mondrian Investment Partners Ltd.,Value,Yield,N/A,N/A
060C5H-E,"Founders Equity, Inc.",,,N/A,N/A
060CVM-E,"MONY Capital Management, Inc.",,,N/A,N/A
077CTY-E,Wolfe Research LLC,,,N/A,N/A
077J79-E,Vesalius Biocapital Partners SARL,,,N/A,N/A
077JK7-E,The Pacific Group Ltd.,,,N/A,N/A
077LT1-E,Ferax Merchant Srl,,,N/A,N/A
077ZB4-E,Stillwater Investment Management LLC,,GARP,N/A,N/A
0783VJ-E,Moonraker Fund Management Ltd.,,,N/A,N/A
078436-E,Gazelle Investments LLC,,,N/A,N/A
0788WK-E,Natsource Asset Management LLC,,,N/A,N/A
078CJJ-E,Shareholder Value Management AG,,GARP,N/A,N/A
078FF3-E,EAM Investors LLC,,Growth,N/A,N/A
078FH5-E,Orchard Capital Advisors LLC,,,N/A,N/A
078KCL-E,Plexus Capital LLC,,,N/A,N/A
078MJS-E,Tradeville SA,,,N/A,N/A
078SYM-E,GCore Capital Management LP,,,N/A,N/A
078X5F-E,Prepaid Capital LLC,,,N/A,N/A
078Z33-E,Innovation Midtvest A/S,,,N/A,N/A
0790FN-E,Tri-State Private Investors Network,,,N/A,N/A
0795P1-E,Kaplan Asset Management,,,N/A,N/A
0795SZ-E,"Tidewater Capital Management, Inc.",,,N/A,N/A
07984S-E,TPG-Axon Capital (UK) LLP,,,N/A,N/A
0798PS-E,Amansa Capital Pte Ltd. (Investment Management),,GARP,N/A,N/A
079B7J-E,Watanabe Shunsuke Asset Management,,,N/A,N/A
091PPP-E,Morgan Stanley Investment Management Ltd. (Netherlands),,GARP,N/A,N/A
0B7ZH5-E,Ledokol Capital Management,,,N/A,N/A
0B87N2-E,Skyline Capital Management LLP,,,N/A,N/A
0B8WQ3-E,Isabel Ltd.,,,N/A,N/A
0CR796-E,"NBC Alternative Investments, Inc.",,,N/A,N/A
0CS2PF-E,Fidelidade Companhia de Seguros SA,,GARP,N/A,N/A
0CSD2Z-E,43 Private Equity Group LLC,,,N/A,N/A
0DXJ0M-E,Centaline Group Management Ltd. (Research Firm),,,N/A,N/A
0DY1H1-E,Camac Partners LLC,,,N/A,N/A
0DYG4C-E,Prudential Annuities Life Assurance Corp. (Invt Port),,,N/A,N/A
0DYHNB-E,African Minerals Exploration & Development,,,N/A,N/A
0744PG-E,Investment Group of Santa Barbara LLC,,GARP,N/A,N/A
0745J0-E,CountryRoad Capital LLC,,,N/A,N/A
074B54-E,"Thomas Weisel Partners Canada, Inc.",,,N/A,N/A
074F1Y-E,The Oxford Private Client Group LLC,,,N/A,N/A
074F2J-E,Ostjysk Innovation A/S,,,N/A,N/A
074GR9-E,Fugen Capital Management LLC,,,N/A,N/A
074GT6-E,Treadstone Partners LLC,,,N/A,N/A
074MMK-E,Dansk Generationsskifte A/S,,,N/A,N/A
074MZ7-E,"Lemhi Ventures, Inc.",,,N/A,N/A
074N1D-E,Medfocus Management Co. LLC,,,N/A,N/A
074S0F-E,Sabre Value Advisors LLC,,,N/A,N/A
074SGM-E,The Heinz Endowments,,,N/A,N/A
074XFF-E,East India Securities Ltd. (Broker),,,N/A,N/A
075D5Q-E,Cordjia Private Equity LLC,,,N/A,N/A
075DZM-E,Jodocus Capital Management,,,N/A,N/A
09FNQJ-E,UNIVER Management LLC,,,N/A,N/A
0C5RN8-E,Kohala Capital Partners LLC,,,N/A,N/A
0C5S51-E,Tamkeen Capital Ltd,,,N/A,N/A
0C5S53-E,Ideavelopers,,,N/A,N/A
0C5SJS-E,Astella Investimentos Ltda.,,,N/A,N/A
0C62VX-E,Faro Capital SAFI SA,,,N/A,N/A
0C63ZY-E,"Kunlun Health Insurance Co., Ltd. (Invt Port)",,GARP,N/A,N/A
0C659B-E,RightVentures,,,N/A,N/A
0C6CCW-E,Telefonica Ventures,,,N/A,N/A
0C6CMP-E,Frank Russell Co.,,,N/A,N/A
0C6DDT-E,APCO Capital LLC,,,N/A,N/A
0C6H76-E,Black Ocean USA LLC,,,N/A,N/A
0D3HJ4-E,Vega Investment Managers SA,,Yield,N/A,N/A
0D3Y24-E,AB SEB Bankas (Broker),,,N/A,N/A
0D411B-E,Cusource LLC (Texas),,,N/A,N/A
0D46KW-E,Jubilee Advisers LLP,,,N/A,N/A
0GKK9Q-E,"Numus Financial, Inc.",,,N/A,N/A
0GKL7X-E,GCM Investments UK LLP,,,N/A,N/A
0GL6FR-E,Royalton Partners S.A.,,,N/A,N/A
0GLG49-E,Ranger Global Real Estate Advisors LLC,,,N/A,N/A
0GLLRV-E,Kirenaga Management LLC,,,N/A,N/A
0GLPLT-E,Shenzhen Dongfang Shengfu Venture Capital Co. Ltd.,,,N/A,N/A
0GLRMD-E,Portag3 Ventures,,,N/A,N/A
0HPT47-E,Altor Equity Partners AG,,,N/A,N/A
0HPTGP-E,Quan Capital Management LLC,,,N/A,N/A
0HPTGR-E,Nest Bio,,,N/A,N/A
0HPYWH-E,Colliers International Greater Phoenix,,,N/A,N/A
0HQ5GP-E,BrainTrust SA,,,N/A,N/A
0HQ5SW-E,DUIF Management Solutions doo,,Deep Value,N/A,N/A
0HQF8C-E,Vista Private Wealth Partners LLC,,Growth,N/A,N/A
0KKDYW-E,Ulex Partners LLC,,,N/A,N/A
0KKN3D-E,Shenzhen Zhonghai Capital Management Co. Ltd.,,,N/A,N/A
0KKN56-E,R&D Capital Partners,,,N/A,N/A
0KL23T-E,Ares Capital (Paris),,,N/A,N/A
062YXB-E,Champlain Capital Management LLC,,,N/A,N/A
0635WQ-E,Nemeth Trusted Advisors Vermogensverwaltung AG,,,N/A,N/A
06389J-E,Egnatia Finance SA,,,N/A,N/A
063LLW-E,Constantin Partners,,,N/A,N/A
063M8Z-E,Hunt Capital Group LLC,,,N/A,N/A
063MV7-E,CA Indosuez (Switzerland) SA,,Growth,N/A,N/A
063SNW-E,Allianz Specialised Investments Ltd.,,,N/A,N/A
063TNB-E,"CDIB Venture Management, Inc.",,,N/A,N/A
063WKY-E,"Delphi Ventures, Inc.",,,N/A,N/A
063WX5-E,"CVM Management, Inc.",,,N/A,N/A
06421X-E,Staalbankiers N.V. (Broker),,,N/A,N/A
0723TB-E,"Asset Plus Fund Management Co., Ltd.",,GARP,N/A,N/A
07249B-E,Pelagic Capital Advisors LP,,,N/A,N/A
072CXX-E,SOSV Ltd.,,,N/A,N/A
072H6M-E,SW1 Investors Ltd.,,,N/A,N/A
072N7P-E,Lehman Brothers Securities Pvt Ltd. (India),,,N/A,N/A
072XND-E,Toyo Capital Co. Ltd.,,,N/A,N/A
072ZQQ-E,Evalueserve.com Pvt Ltd.,,,N/A,N/A
0731KS-E,Unified Growth Partners LLC,,,N/A,N/A
07321M-E,Brevet Capital Management LLC,,,N/A,N/A
07379H-E,Sutton Place Managers LLP,,,N/A,N/A
0739D0-E,Imprimatur Capital Ltd.,,,N/A,N/A
073B4V-E,"WI Harper Group, Inc. (China)",,,N/A,N/A
073F62-E,Mittelstandische Beteiligungsgesellschaft Thuringen mbH,,,N/A,N/A
073FM9-E,Concord Portfolio Management Co.,,,N/A,N/A
073FTQ-E,Oakham Wealth Management Ltd,,,N/A,N/A
073H68-E,Magma Venture Partners Ltd.,,,N/A,N/A
073JY7-E,Alpha Financial Management AG,,,N/A,N/A
086T0K-E,Royalton Partners sro,,,N/A,N/A
086X32-E,Harmony Capital Partners (Australia) Pty Ltd.,,,N/A,N/A
0873KL-E,MPC Capital LLP,,,N/A,N/A
087DWH-E,Ad Eundem Partners,,,N/A,N/A
0BP6Y9-E,Texas Ventures LLC,,,N/A,N/A
0BPFWJ-E,Wolfacre Global Management LLC,,,N/A,N/A
0BQ01Y-E,2B Angels Ltd.,,,N/A,N/A
0BQ57M-E,Molto Capital LLC,,,N/A,N/A
0D4DGL-E,Cintrifuse Fund Management LLC,,,N/A,N/A
0D4NMB-E,Erasmus Gestion SAS,,GARP,N/A,N/A
0D4X85-E,Xseed Partners LLP,,,N/A,N/A
0D5736-E,Ravensdale Capital LLC,,,N/A,N/A
0GRD15-E,Instituto Argentino de Mercado de Capitales,,,N/A,N/A
0GRFNH-E,Pura Vida Investments LLC (Private Equity),,,N/A,N/A
0HQX8K-E,Next Big Ventrures,,,N/A,N/A
0HR6HQ-E,Tomorrow Today AS,,,N/A,N/A
0KLDSK-E,Gilde Buy Out Advisory GmbH,,,N/A,N/A
0KLRTG-E,Pride Capital Partners BV,,,N/A,N/A
00C134-E,Nuveen Investments Advisers LLC,,,N/A,N/A
00C1G4-E,"US One, Inc.",,Index,N/A,N/A
00C8Y7-E,"Endurance Wealth Management, Inc.",,GARP,N/A,N/A
00CBCH-E,Ramajal LLC,,,N/A,N/A
00CFBZ-E,P&S Credit Management LP,,,N/A,N/A
00CLSQ-E,"Altavista Wealth Management, Inc.",,GARP,N/A,N/A
05WQ2T-E,ILP SADEPAR Gestion GIE,,,N/A,N/A
05WRQJ-E,Windjammer Capital Investors LLC,,,N/A,N/A
05WVJM-E,"Synergy Capital Co., Ltd.",,,N/A,N/A
05WWDG-E,"Ventures West Management, Inc.",,,N/A,N/A
05X3RT-E,Banc of America Securities Ltd.,,,N/A,N/A
05X3XK-E,Chase H&Q,,,N/A,N/A
05X50V-E,iXEN Partners SA,,,N/A,N/A
05X5CJ-E,Paragon Capital Partners LLC,,,N/A,N/A
075H84-E,Jefferies (Singapore) Ltd.,,,N/A,N/A
075QXX-E,Noble Pacific Pty Ltd.,,,N/A,N/A
075R4P-E,SYW Capital Management LLC,,,N/A,N/A
075R8L-E,Arsenio Capital Management LLC,,,N/A,N/A
075X5J-E,Crow Hill Ventures,,,N/A,N/A
075XD1-E,Sunidhi Securities & Finance Ltd.,,,N/A,N/A
07614R-E,Picus Capital Management LLP,,,N/A,N/A
0765PX-E,ITI Securities Ltd.,,,N/A,N/A
0767SD-E,Observatory Capital Management LLP,,,N/A,N/A
0769NJ-E,Wallwood Consultants Ltd.,,,N/A,N/A
0769Q0-E,Istithmar World Ventures PJSC,,,N/A,N/A
076FM6-E,Third Point (UK) LLP,,,N/A,N/A
076MP4-E,IM Asset Management Ltd.,,GARP,N/A,N/A
076P6Q-E,Rasmala CBD Asset Management Ltd.,,,N/A,N/A
076PBH-E,Gracchi Capital Partners LLP,,,N/A,N/A
076PPV-E,CSL Stockbrokers Ltd.,,,N/A,N/A
05FBK7-E,Morgan Stanley & Co. LLC,Broker/Dealer,GARP,N/A,N/A
05FCSG-E,"BCI Partners, Inc.",,,N/A,N/A
05FD4W-E,"Threshold Ventures, Inc.",,,N/A,N/A
05FGLY-E,Cheng Xin Venture Capital Group,,,N/A,N/A
05FK2N-E,Shaw Venture Partners,,,N/A,N/A
05FN3G-E,Privatbank Von Graffenried AG,,Yield,N/A,N/A
05FPM9-E,Formula Ventures Ltd.,,,N/A,N/A
05FQY9-E,Alpine Woods Capital Investors LLC,,GARP,N/A,N/A
05FW5C-E,Generali Investments France SA,,,N/A,N/A
05FW8P-E,CPR Asset Management SA,,GARP,N/A,N/A
05FW99-E,Groupama Centre-Atlantique,,GARP,N/A,N/A
05FW9S-E,Apax Partners (UK) Ltd.,,,N/A,N/A
05FWHN-E,Smith & Williamson Investment Management LLP,,GARP,N/A,N/A
05FWKD-E,AXA Framlington Investment Management Ltd.,,,N/A,N/A
05FY8L-E,"Union Bank & Trust Co. (Lincoln, Nebraska)",,GARP,N/A,N/A
05FY8T-E,Upright Financial Corp.,,GARP,N/A,N/A
05FZ0V-E,Meyers Capital Management LLC,,,N/A,N/A
05G3GH-E,Credit Agricole SA,,,N/A,N/A
05G4P1-E,Allianz Invest Kapitalanlagegesellschaft mbH,,GARP,N/A,N/A
05G4QT-E,Amundi Austria GmbH,,GARP,N/A,N/A
05G4VT-E,Armen Partners LP,,,N/A,N/A
05G86V-E,Kempen Capital Management NV,,Yield,N/A,N/A
05GDTV-E,Daiwa SB Investments (UK) Ltd.,,GARP,N/A,N/A
05GH9H-E,Crabtree Ventures LLC,,,N/A,N/A
05GR2P-E,Lombard Odier (Hong Kong) Ltd.,,,N/A,N/A
05GRP7-E,Sector Capital Management LLC (Old),,,N/A,N/A
05GS1B-E,Barksdale Group LLC,,,N/A,N/A
05GWRT-E,Tokyo-Mitsubishi International Plc,,,N/A,N/A
05GYQN-E,Morgan Stanley Quilter,,,N/A,N/A
05GZVK-E,Maunby Investment Management Ltd.,,GARP,N/A,N/A
05H5ZF-E,Anjou Finances,,,N/A,N/A
05H6BB-E,JPMorgan Asset Management (Singapore) Ltd.,,Aggressive Growth,N/A,N/A
05HGBB-E,"Zuckerman Management Associates, Inc.",,,N/A,N/A
05HJQ1-E,COVASYS Wyttenbach & Zenger,,Value,N/A,N/A
05HMBY-E,Canaccord Adams,,,N/A,N/A
05HN0S-E,Montepio Valor SGFI SA,,GARP,N/A,N/A
05HN14-E,Keith Bayley Rogers & Co. Ltd.,,,N/A,N/A
05HNKH-E,F. Van Lanschot Bankiers (Luxembourg) SA,,,N/A,N/A
05HPH0-E,GWL Investment Management,GARP,GARP,N/A,N/A
05HSYM-E,"Millgate Capital, Inc.",,,N/A,N/A
05HT6V-E,New Jersey Division of Investment,,GARP,N/A,N/A
05HV8V-E,BluMont Capital Corp.,,,N/A,N/A
06WKTF-E,Blue Cap AG (Private Equity),,,N/A,N/A
06WLTD-E,EFG Eurobank Securities SA,,,N/A,N/A
06WM8F-E,Highmount Capital LLC,,GARP,N/A,N/A
06WP5Y-E,PineBridge Japan Capital Investment KK,,,N/A,N/A
06WYPP-E,Gazprombank OJSC (Broker),,,N/A,N/A
06X1M2-E,Blue River Capital Advisors (India) LLP,,,N/A,N/A
06X814-E,China Industrial International Trust Ltd.,,GARP,N/A,N/A
06X9P3-E,Nikko Global Wrap Ltd.,,,N/A,N/A
06XBC9-E,IJG Securities (Pty) Ltd.,,,N/A,N/A
06XD1V-E,Trimax Capital SA,,,N/A,N/A
06XNGP-E,Hudson Fairfax Group LLC,,GARP,N/A,N/A
06XRTS-E,"DOGAN Investments, Inc.",,,N/A,N/A
06XT7L-E,Windsor Japan Co. Ltd.,,,N/A,N/A
06XTY7-E,mic Venture,,,N/A,N/A
06Y0CX-E,Chesapeake Emerging Opportunities Management LLC,,,N/A,N/A
06Y8CM-E,Old Mutual Customised Solutions (Pty) Ltd.,,GARP,N/A,N/A
084JRW-E,Carax UK LLP,,,N/A,N/A
09ZPHW-E,Semper Constantia Privatbank AG,,GARP,N/A,N/A
09ZPWK-E,National Planning Corp. (Broker),,GARP,N/A,N/A
09ZS6H-E,Faering Capital Pvt Ltd.,,,N/A,N/A
09ZSBF-E,LeJeune Puetz Investment Counsel LLC,,Yield,N/A,N/A
09ZWX9-E,Global Reach Capital LLC,,,N/A,N/A
0B02Y9-E,WestLB Panmure Ltd.,,,N/A,N/A
0B07QP-E,The Financial Network Group Ltd.,,GARP,N/A,N/A
0B08CF-E,Jaguar Capital Partners,,,N/A,N/A
0B0BZN-E,EFG Hermes Syria (Private Equity),,,N/A,N/A
0B0H5F-E,Charles Schwab Canada Co. (Broker),,,N/A,N/A
0B0K5Y-E,"Kamakura Investment Management Co., Ltd.",,GARP,N/A,N/A
0B0QH1-E,"Promettre International Ventures, Inc.",,,N/A,N/A
0CGWK5-E,Shanghai Ruiye Investment Management Center LP,,,N/A,N/A
0CGX1R-E,Dorset Financial Services Corp.,,,N/A,N/A
0CH4L6-E,IPM Research Center,,,N/A,N/A
0CH745-E,Kattegatt Partners AB,,,N/A,N/A
0CH7DV-E,Repertoire Asset Management LLC,,,N/A,N/A
0CH90K-E,Evla Hills Equity Services LLC,,,N/A,N/A
0CHD6D-E,Morgan Creek Capital Management (Private Equity),,,N/A,N/A
0CJ619-E,"Guosheng Clsa Shanghai Industrial Investment Mgmt Co., Ltd",,,N/A,N/A
0DQ064-E,Valtura Capital Partners LLC,,,N/A,N/A
0FRJ5B-E,Bahrain Mumtalakat Holding Co. Bsc (Private Equity),,,N/A,N/A
0FRPFT-E,Other Fund Partners LLC,,,N/A,N/A
0FRTL8-E,Shanghai Guangzhiyuan Investment Management Co. Ltd.,,,N/A,N/A
0FS1JK-E,Bretagne Capital Solidaire SC,,,N/A,N/A
0FS3GF-E,Tri5 Ventures,,,N/A,N/A
0FS3N2-E,San Diego Seed Co.,,,N/A,N/A
0FS6SX-E,General Technology Venture Capital Co. Ltd.,,,N/A,N/A
0FS8F0-E,Merchants Bonding Co. Mutual (Investment Portfolio),,,N/A,N/A
0FS9JG-E,Alliance Portfolio Private Equity Finance,,,N/A,N/A
0FSDDK-E,ACR Alpine Capital Research LLC,,Growth,N/A,N/A
0FSDHV-E,Gamut Capital Management LP,,,N/A,N/A
0GV80V-E,Nomo Ventures Management LLC,,,N/A,N/A
0GVCY2-E,Waterland Private Equity Ltd.,,,N/A,N/A
0GVHT8-E,Murray Asset Management UK Ltd.,,Deep Value,N/A,N/A
0HVXBF-E,Manutara Capital SA,,,N/A,N/A
0HW5BV-E,ISME Pvt Ltd.,,,N/A,N/A
0JV97M-E,Heqian Investment Management Shenzhen Co. Ltd.,,,N/A,N/A
0KR98H-E,Four Score Capital,,,N/A,N/A
00F5LJ-E,SaLaurMor Management LLC,,,N/A,N/A
00F9SK-E,Quantedge Capital Pte Ltd.,,,N/A,N/A
00FC49-E,Cortland Advisers LLC,,GARP,N/A,N/A
00FCC8-E,Bernicke & Associates Ltd.,,GARP,N/A,N/A
06JRTB-E,ECM Asset Management Ltd.,,GARP,N/A,N/A
06JTL7-E,Goode Partners LLC,,,N/A,N/A
06JX2N-E,Inverseguros Sociedad de Valores SAU,,GARP,N/A,N/A
06JX5X-E,Lazarus Investment Partners LLLP,,,N/A,N/A
06JXBB-E,Hadron Capital LLP,,GARP,N/A,N/A
06JXYK-E,HFR Asset Management LLC,,GARP,N/A,N/A
06JZCF-E,Entrepreneur Partners,,,N/A,N/A
06KBFM-E,CDH Investments Management (Hong Kong) Ltd.,,,N/A,N/A
06KFMH-E,Cadence Capital Group LLC,,,N/A,N/A
0B2T91-E,ETV Beteiligungs GmbH,,,N/A,N/A
0B33JY-E,Artisan Partners UK LLP,,GARP,N/A,N/A
0B3L4X-E,Locust Walk Capital Management,,,N/A,N/A
0B3RSV-E,Colliers International (Thailand) Company Ltd.,,,N/A,N/A
0B430K-E,HSBC Global Asset Management (Malta) Ltd.,,GARP,N/A,N/A
0B4CL9-E,Wood & Co. Financial Services AS (Poland),,,N/A,N/A
075RSV-E,Spectrum Venture Management Ltd.,,,N/A,N/A
075W3B-E,CSA Verwaltungs AG,,,N/A,N/A
075X0X-E,Frontpoint Management (UK) LLP,,,N/A,N/A
075Y6D-E,"China Investment Securities Co., Ltd.",,,N/A,N/A
075Z80-E,The Watermill Group,,,N/A,N/A
07611D-E,Castalia Fund Management (UK) Ltd.,,,N/A,N/A
07615N-E,CDAM (UK) Ltd.,,,N/A,N/A
07644F-E,Maple Leaf Capital LLP,,GARP,N/A,N/A
076470-E,Colyzeo Investment Management Ltd.,,,N/A,N/A
0764CX-E,Trusco Capital Management Private Client Division,,,N/A,N/A
07691Z-E,Drawbridge (UK) LLP,,,N/A,N/A
076CLG-E,BGB Weston Ltd.,,,N/A,N/A
076CS2-E,Edap 2007 SL,,,N/A,N/A
076G1G-E,Vance Street Management LLC,,,N/A,N/A
076HWS-E,"SD Baker & Associates, Inc.",,,N/A,N/A
076HXX-E,XE Capital Advisers LLC,,,N/A,N/A
0774D7-E,Merrick Ventures LLC,,,N/A,N/A
08G47W-E,LMA Invest SAS,,,N/A,N/A
0BY5YM-E,Investnet AG,,,N/A,N/A
0BYDTT-E,Archeroak Capital Management LP,,,N/A,N/A
0BYMT9-E,BPS TFI SA,,GARP,N/A,N/A
0D6GTJ-E,"Japan Post Bank Co., Ltd. (Investment Management)",,,N/A,N/A
0D6PBK-E,Monkfish Equity GmbH,,,N/A,N/A
0D6VN8-E,Bluecap Partners LLC,,,N/A,N/A
0D7CG6-E,CJM Ventures LLC,,,N/A,N/A
0D7FWP-E,Breega Capital SARL,,,N/A,N/A
0HSZ9P-E,"Jp Carey, Inc.",,,N/A,N/A
0HT0VT-E,KKR de Mexico SC,,,N/A,N/A
0JRZGX-E,BAGi Inversions SL,,,N/A,N/A
0JS8CH-E,WidInvest AG,,,N/A,N/A
0JS8D4-E,Affle (India) Ltd.,,,N/A,N/A
0KQZJ3-E,Seed Venture Partners Ltd. /GB/,,,N/A,N/A
00BK5H-E,Vantage Investment Management Ltd.,,,N/A,N/A
00BPWC-E,Frost & Sullivan (India) Pvt Ltd.,,,N/A,N/A
00BRN3-E,BLR Capital Partners LP,,,N/A,N/A
05PTLV-E,"TAC Partners, Inc.",,,N/A,N/A
05PVLY-E,GLB Group,,,N/A,N/A
05Q2XS-E,FRS Financial Services GmbH,,GARP,N/A,N/A
079CCP-E,SLU Holding AB,,,N/A,N/A
079JYP-E,Trendlines Agtech Mofet Ltd.,,,N/A,N/A
079LW4-E,Intercam Casa de Bolsa SA de CV,,,N/A,N/A
079R17-E,Southwest Michigan First (Venture Capital),,,N/A,N/A
079SHM-E,"Blackhawk Partners, Inc.",,,N/A,N/A
079TS1-E,ArcelorMittal (Private Equity),,,N/A,N/A
07B540-E,Evercore Pan-Asset Capital Management Ltd.,,,N/A,N/A
07BBFB-E,Tilldale Management LLC,,,N/A,N/A
07BHPV-E,AHM Asset Management LLC,,,N/A,N/A
07BX2H-E,Providente Partenaire SA,,,N/A,N/A
07C940-E,Cleantech Ventures Pty Ltd.,,,N/A,N/A
07C96S-E,Spider Management Co. LLC,,,N/A,N/A
089VR1-E,GateBridge Investments LLC,,,N/A,N/A
08B6RS-E,Actis Advisors Pvt Ltd.,,,N/A,N/A
08B6YL-E,Set Investimentos Gestao de Ativos Ltda.,,GARP,N/A,N/A
08BJ37-E,Emotional Assets Management & Research LLP,,,N/A,N/A
08BNSC-E,Quant Capital Pvt Ltd.,,,N/A,N/A
08BPPJ-E,Finlabo Sim SpA,,Value,N/A,N/A
08BS05-E,Jaypee Capital Services Ltd.,,,N/A,N/A
08BV88-E,Fairtree Capital (Pty) Ltd.,,GARP,N/A,N/A
08BW1R-E,Mardi Capital AGR Ltda.,,,N/A,N/A
08C1KK-E,Yuanta Securities Hong Kong Co. Ltd. (China),,,N/A,N/A
0BGVBG-E,Barclay Wells Ltd.,,,N/A,N/A
0BGWVD-E,SCP Vitalife Management Co. (Israel) Ltd.,,,N/A,N/A
0BHPRQ-E,Juniperhill Asset Management LLC,,,N/A,N/A
0CZ8LR-E,Maven Group LLC (California),,,N/A,N/A
0CZDYN-E,Asia Pacific Securities JSC (Broker),,,N/A,N/A
0CZHVZ-E,WJ Investments LLC,,,N/A,N/A
0CZK21-E,Digital Catalyst Fund SRL,,,N/A,N/A
0CZPN7-E,Martek SAS,,,N/A,N/A
0CZY62-E,Actis Capital LLP /Singapore/,,,N/A,N/A
0DYWLF-E,Midwest Growth Advisors LLC,,,N/A,N/A
0DYWXR-E,New Ground Ventures,,,N/A,N/A
0DZ2ZY-E,ISMIE Mutual Insurance Co. (Investment Portfolio),,,N/A,N/A
0DZ3GQ-E,Republic Mortgage Insurance Co. (Invt Port),,,N/A,N/A
0DZ80S-E,Valspresso Investment Management LLC,,,N/A,N/A
0FXHD1-E,New Asia Investments Pte Ltd.,,,N/A,N/A
0FY5QP-E,Northern Horizon Capital A/S (Estonia),,,N/A,N/A
0H1KZC-E,Fluxunit GmbH,,,N/A,N/A
0H1XVF-E,Asgard Capital Verwaltung GmbH,,,N/A,N/A
0H22Y6-E,Narragansett Capital Partners,,,N/A,N/A
0H28MQ-E,"Global Wealth Management Investment Advisory, Inc.",,Yield,N/A,N/A
0H29RK-E,Domain Timber Advisors LLC,,,N/A,N/A
0H2DSR-E,Fengate Capital Management Ltd /Real Estate/,,,N/A,N/A
0H2G9K-E,Montane Ventures Pvt Ltd.,,,N/A,N/A
0H2GJ0-E,Solve Ventures Corp.,,,N/A,N/A
0J29MF-E,Emerald Peak Private Equity,,,N/A,N/A
