factset_entity_id,name,ManagerStyle,InstitutionFixedStyle,Discrepancy Column,Discrepancy Source
0HHJ3R-E,"Draper Venture Network, Inc.",,,N/A,N/A
0HHJLY-E,Shanghai Songyin Wealth Asset Management Ltd.,,,N/A,N/A
0HHQJV-E,Hyperion Invest GmbH,,,N/A,N/A
0HHTXM-E,Recurrent Investment Advisors LLC,,,N/A,N/A
0HHV49-E,IQ Capital Strategy LLC,,,N/A,N/A
0JGBD8-E,Investec Wealth & Investment Management (Pty) Ltd.,,,N/A,N/A
0KBGWF-E,LuneX Ventures,,,N/A,N/A
0KBR10-E,The Starting Line Management LLC,,,N/A,N/A
0KC5DK-E,Noris Capital,,,N/A,N/A
007YNL-E,Plexus Partners LLP,,,N/A,N/A
007ZN0-E,Five Arrows Managers LLP,,,N/A,N/A
0080GH-E,"Parsec Financial Management, Inc.",,GARP,N/A,N/A
0080JJ-E,Canvas Capital Management LP,,,N/A,N/A
0080N2-E,Wood River Capital Management LLC,,,N/A,N/A
0080QT-E,Gladstone Capital Management LLP,,,N/A,N/A
0080Z3-E,Echo Street Capital Management LLC,,GARP,N/A,N/A
0085FN-E,B. L. Corp.,,,N/A,N/A
00874V-E,Stonnington Group LLC,,,N/A,N/A
0088SN-E,TRG Management LP,,,N/A,N/A
008B50-E,BG Capital Management LLC,,,N/A,N/A
008BGF-E,"GlobalBridge Advisors, Inc.",,,N/A,N/A
008J9X-E,Deccan Value Advisors LP,,,N/A,N/A
008JSX-E,Bridgecreek Investment Management LLC,,GARP,N/A,N/A
008KB7-E,"TIFF Advisory Services, Inc.",,Value,N/A,N/A
008LS5-E,"Kolon Investment, Inc.",,,N/A,N/A
05VZL2-E,MLH Capital LLC,,,N/A,N/A
05W55N-E,Guotai Junan Securities Co. Ltd. (Broker),,,N/A,N/A
05W6J9-E,Energy Ventures AS,,,N/A,N/A
05W6RG-E,Verdane Capital Advisors AS,,,N/A,N/A
05W7Z4-E,JAFCO Investment (Asia Pacific) Ltd.,,,N/A,N/A
05WBRP-E,KBC TFI SA,,GARP,N/A,N/A
05WDR4-E,"Sovereign Wealth Management, Inc.",,,N/A,N/A
05WGW5-E,State Life Insurance Corp. of Pakistan,,GARP,N/A,N/A
05WHQW-E,Amiral Gestion SA,,GARP,N/A,N/A
05WKZX-E,William R. Hough & Co.,,,N/A,N/A
05WMJY-E,VenCap International Plc,,,N/A,N/A
07F6BF-E,Landsbanki Research (Oslo),,,N/A,N/A
07FNHM-E,Blazewood Capital Partners LLC,,,N/A,N/A
07G0FH-E,Grasshopper Escapement LLC,,,N/A,N/A
07G6B0-E,Jeetay Investments Pvt Ltd.,,,N/A,N/A
07G857-E,ICICI Investment Advisors,,,N/A,N/A
07GF2S-E,Societe Generale International Ltd.,,GARP,N/A,N/A
07GGRT-E,ICB Asset Management Co. Ltd.,,GARP,N/A,N/A
07GLFB-E,Dr. Bauer & Co. Vermogensmanagement GmbH,,Value,N/A,N/A
07GMX1-E,"Invesco Senior Secured Management, Inc.",,GARP,N/A,N/A
07GX31-E,Zepter Investments AD,,,N/A,N/A
07H07K-E,Promont AM AG,,Yield,N/A,N/A
07H0RJ-E,J&T Banka AS (Slovakia),,,N/A,N/A
08H917-E,Harvest Global Investments Ltd.,,Aggressive Growth,N/A,N/A
08HJMT-E,i-VCAP Management Sdn. Bhd.,,GARP,N/A,N/A
08HWRV-E,Gradiente SGR SpA,,,N/A,N/A
0BZMDF-E,Movestic Kapitalforvaltning AB,,GARP,N/A,N/A
0BZQLG-E,Insprout Corp.,,,N/A,N/A
0BZQW4-E,Medley Credit Strategies LLC,,,N/A,N/A
0C072Z-E,Parcours Investments SL,,,N/A,N/A
0C073C-E,YCAP Asset Management SA,,,N/A,N/A
0C0BSH-E,Schroders Italy SIM SpA (Private Banking),,GARP,N/A,N/A
0C0CKJ-E,Ansible Tech Capital,,,N/A,N/A
0C0HLX-E,Sam Private Equity AG,,,N/A,N/A
0C0MMK-E,Moody's Investors Service Pty Ltd.,,,N/A,N/A
0DH9BV-E,SPARTA Capital Partners LLC,,,N/A,N/A
0FK0SD-E,MV Invest AG,,,N/A,N/A
0FKCMX-E,Banque Paris Bertrand SA,,,N/A,N/A
0FKH8D-E,Credo Line Information & Rating Agency,,,N/A,N/A
0FKHWP-E,Ginko Ventures SARL,,,N/A,N/A
0FKM5K-E,Sandbox & Co. Ltd.,,,N/A,N/A
0FKPJ3-E,"Axel Mark, Inc. (Venture Capital)",,,N/A,N/A
0FKR5F-E,"Blue Cross & Blue Shield of Florida, Inc. (Invt Port)",,,N/A,N/A
0FKV5Y-E,Third Friday Management LLC,,,N/A,N/A
0FKWBM-E,Hack Ventures KK,,,N/A,N/A
0G9670-E,GREE Ventures Asia Pte. Ltd.,,,N/A,N/A
0G9QK2-E,Majeluce Invest SPRL,,,N/A,N/A
0G9YFD-E,Auden AG /Private Equity/,,,N/A,N/A
0GB7BC-E,Macrorisk Analytics,,,N/A,N/A
0HBHZ8-E,Aptigon Capital LLC,,,N/A,N/A
0HBJXX-E,YYX Capital Partners LLP,,,N/A,N/A
0HBKZ1-E,"Ardenton Capital USA, Inc.",,,N/A,N/A
0HBLJM-E,Areaone Farms Ltd.,,,N/A,N/A
0HBNRF-E,Black Jays Investments,,,N/A,N/A
0HBTHQ-E,Speed Beteiligungs GmbH,,,N/A,N/A
0J9HWL-E,Ningbo Mingxiao Equity Investment Management Co. Ltd.,,,N/A,N/A
0J9P5H-E,Credit Agricole Ille Et Vilaine Expansion /Private Equity/,,,N/A,N/A
065GVK-E,Edison Ventures Management LLC,,,N/A,N/A
065M6Z-E,National Council for Social Security Fund,,GARP,N/A,N/A
065NNS-E,Platinum Technology Investment Co. Ltd.,,,N/A,N/A
065NQR-E,Citigroup Private Equity LP,,,N/A,N/A
065PN1-E,Pittco Capital Partners LLC,,,N/A,N/A
065XQJ-E,Brookside Capital Partners Management LLC,,,N/A,N/A
0666LL-E,"CSC Financial Co., Ltd. (Broker)",,,N/A,N/A
066DT3-E,William E. Simon & Sons LLC,,,N/A,N/A
066Z5F-E,Swissfirst Asset Management AG,,,N/A,N/A
067D05-E,Privee Capital KK,,,N/A,N/A
067HM5-E,Fundacao dos Economiarios Federais FUNCEF,,GARP,N/A,N/A
09JJN6-E,MDE Finanz AG,,,N/A,N/A
09JWVV-E,Vinci Gestora de Recursos Ltda.,,GARP,N/A,N/A
09K7T2-E,"CMS Capital (HK) Co., Ltd.",,,N/A,N/A
09KJK3-E,Egarden Ventures Hong Kong Ltd,,,N/A,N/A
09KLTF-E,Novo Principal Investments,,,N/A,N/A
09KP2Z-E,European Securities Network LLP,,,N/A,N/A
09KZZ5-E,Quantum Equity Partners LLC,,,N/A,N/A
09LCRC-E,Hoak Capital Corp.,,,N/A,N/A
0BTH8V-E,Hillhouse (Beijing) Advisory Ltd.,,GARP,N/A,N/A
0BTK0H-E,Morningstar Investment Management Europe Ltd.,,GARP,N/A,N/A
0BTPDF-E,Strategic Capital ApS,,,N/A,N/A
0BTPQR-E,Foley Ventures LLC,,,N/A,N/A
0BTRJ4-E,TKS Securities (Pvt) Ltd.,,,N/A,N/A
0BTWW3-E,Absa Capital Pty Ltd. (Investment Management),,Index,N/A,N/A
0BV2CW-E,Dukascopy Bank SA,,,N/A,N/A
0BV8VW-E,KKR Credit Advisors (UK) LLP,,,N/A,N/A
0BVM9C-E,BHMS Investments LP,,,N/A,N/A
0BVRM8-E,Ursa Capital LLC (Russia),,,N/A,N/A
0BVY1C-E,"Barone Adesi, Camponovo & Partners SA",,,N/A,N/A
0BVZCF-E,Peate Ventures LLC,,,N/A,N/A
0D7MVP-E,E3 Partners BV,,,N/A,N/A
0D7RWL-E,"Aston Hill Capital Markets, Inc.",,,N/A,N/A
0D7WW7-E,SJK Capital Management LLC,,,N/A,N/A
0D7YRS-E,Hancock Whitney Bank (Investment Management),,GARP,N/A,N/A
0D82JN-E,Silas Capital,,,N/A,N/A
0D8418-E,Markis Capital Ltd.,,,N/A,N/A
0D851F-E,Vajra Asset Management LLC,,,N/A,N/A
0D897C-E,BP Ventures LLC,,,N/A,N/A
0D8HCS-E,"Bradford Research, Inc.",,,N/A,N/A
0D8NDB-E,Azzur Group LLC,,,N/A,N/A
0D8RZC-E,Tyndaris LLP,,,N/A,N/A
0GDKMX-E,CLASE Ventures Pty Ltd.,,,N/A,N/A
0GDM9V-E,First Eagle Capital Advisors Pvt Ltd.,,,N/A,N/A
0GDPYC-E,Marmore MENA Intelligence Pvt. Ltd.,,,N/A,N/A
0GDQ6C-E,YorkBridge Wealth Partners LLC,,,N/A,N/A
0GDQ76-E,MedCap Growth Equity LLC,,,N/A,N/A
0GF1LB-E,"Anchor Advisors, Inc.",,,N/A,N/A
0GF2WZ-E,Theorem Ventures LLC,,,N/A,N/A
0GFD5V-E,Tribeca Angels,,,N/A,N/A
0GFGN9-E,AURELIUS Wachstumskapital SE & Co. KG,,,N/A,N/A
0GFHW9-E,Cederberg Capital UK LLP,,,N/A,N/A
0GFR0Z-E,Pi Campus SRL,,,N/A,N/A
0GFRXT-E,Trust Peak AG,,,N/A,N/A
0HHHXN-E,Magnus Financial Group LLC,,Growth,N/A,N/A
0HHJTD-E,Epsilon Asset Management LLC,,,N/A,N/A
0HHKP9-E,Junyu Investment Fund Management (Beijing) Holding Co. Ltd.,,,N/A,N/A
0HHPR0-E,Anarosa Asset Management AG,,,N/A,N/A
0HHQD6-E,Benchmark Financial Wealth Advisors LLC,,Yield,N/A,N/A
0HHQNQ-E,Bryanston Group (Germany),,,N/A,N/A
0HHQRD-E,The Rice Partnership LLC,,Aggressive Growth,N/A,N/A
0HHTTX-E,"First Stone Venture Partners, Inc.",,,N/A,N/A
0HHW8H-E,Hatzimemos/Libby Holdings LLC,,,N/A,N/A
007YMX-E,Langlade Capital Management LLP,,,N/A,N/A
007ZYJ-E,Jetstream Capital LLC,,Aggressive Growth,N/A,N/A
0080MD-E,Atherton Lane Advisers LLC,,GARP,N/A,N/A
0084T9-E,Blue Investment Management LLC,,,N/A,N/A
008JSW-E,Blue Canyon Capital LLC,,,N/A,N/A
05W562-E,Hamburger Sparkasse AG (Private Banking),,Yield,N/A,N/A
05W6CQ-E,ANZ New Zealand Securities Ltd.,,GARP,N/A,N/A
05W7F8-E,FPS Vermogensverwaltung GmbH,,Yield,N/A,N/A
05WKK2-E,HanMag Securities Corp.,,,N/A,N/A
05WNJN-E,Arbuthnot Securities Ltd.,,,N/A,N/A
07FBP2-E,Capital Trust Ventures,,,N/A,N/A
07FF8W-E,Arta Capital SGEIC SA,,,N/A,N/A
07FFJ3-E,"Kepler Capital Markets, Inc.",,,N/A,N/A
07FFVB-E,Castleton Partners LLC,,,N/A,N/A
07FHGB-E,Leeward Ventures Management SA,,,N/A,N/A
07FVZK-E,SSIF Prime Transaction SA,,,N/A,N/A
07G27P-E,Hogan & Partners Stockbrokers Pty Ltd.,,,N/A,N/A
07G40K-E,Amen Invest SA,,,N/A,N/A
07G40P-E,Pacific Madrone Capital LLC,,,N/A,N/A
07GCPS-E,Nord Est Asset Management SA,,,N/A,N/A
07GRMH-E,Grange Securities Ltd.,,,N/A,N/A
07GXF5-E,Ergon Capital Advisors Italy SRL,,,N/A,N/A
07GZ5T-E,Beverly Capital Management LLC,,,N/A,N/A
07H0L8-E,Holtron Ventures Oy,,,N/A,N/A
08HLCM-E,Infrastructure Capital Group Ltd.,,,N/A,N/A
08HLWH-E,Select Equities Pty Ltd.,,,N/A,N/A
08HWWT-E,"Good Capital Group Co., Ltd.",,,N/A,N/A
09CBK8-E,Sociedad Para EL Desarrollo Economico de Canarias SA,,,N/A,N/A
0BZLM6-E,Zhejiang Yueshang Equity Investment Co. Ltd.,,,N/A,N/A
0BZN69-E,Saturday Capital LLC,,,N/A,N/A
0C0RKC-E,Speirs & Jeffrey Ltd.,,GARP,N/A,N/A
0DGTYK-E,Savings Management LLC,,GARP,N/A,N/A
0DH2NF-E,MML Investment Advisers LLC,,,N/A,N/A
0DHG4Q-E,Ippan Zaidanhojin Kumamoto Prefecture Kigyoka Shien Center,,,N/A,N/A
0FK3VX-E,Kengoo Group Co. Ltd. (Private Equity),,,N/A,N/A
0FK7SS-E,Investment Group of Santa Barbara LLC (Private Equity),,,N/A,N/A
0FKVRH-E,Springbok Energy Partners LLC,,,N/A,N/A
0FKW8X-E,Hudson Insurance Co. (Investment Portfolio),,,N/A,N/A
0G9529-E,Private Client Holdings Pty Ltd.,,,N/A,N/A
0G9L9K-E,Cass Business School /Venture Capital/,,,N/A,N/A
0G9MCG-E,Liberty Mutual Strategic Ventures,,,N/A,N/A
0G9V8L-E,Mill Street Research LLC,,,N/A,N/A
0GB1FK-E,GQG Partners LLC,,,N/A,N/A
0HBGVT-E,Global Energy & Power Infrastructure Group,,,N/A,N/A
0HBHNM-E,CR3 Capital LLC,,,N/A,N/A
0HBS2F-E,Ali Cloud Investment LLC,,,N/A,N/A
0HBTW9-E,Ambina Partners LLC,,,N/A,N/A
0HC03S-E,Mid-Ship Capital(Private Equity),,,N/A,N/A
0HC6S2-E,Julz Co. Llc,,,N/A,N/A
00GMDK-E,"Crescent Capital BDC, Inc.",,,N/A,N/A
06N5NF-E,"CEI Community Ventures, Inc.",,,N/A,N/A
06N911-E,DJ Carmichael Pty Ltd.,,,N/A,N/A
06NBLW-E,Jefferies Investment Management Ltd.,,,N/A,N/A
06NHPF-E,Fortelus Capital Management (UK) Ltd.,,,N/A,N/A
06NK54-E,Oman Arab Bank SAOC (Broker),,,N/A,N/A
06NM70-E,Sickel Capital Management,,,N/A,N/A
06NYB1-E,Pioneer Alternative Investment Management SGR SpA,,,N/A,N/A
0DMMKB-E,Jackson Square Partners LLC,,GARP,N/A,N/A
0DMMYF-E,Zhongzhi Capital Management Co. Ltd.,,,N/A,N/A
0DMQSK-E,Shenzhen TDR Equity Investment Fund Management Co. Ltd.,,,N/A,N/A
0DMSKN-E,"Stifel Nicolaus & Co., Inc. (Investment Management)",,GARP,N/A,N/A
0DMYZT-E,Manawatu Investment Group /Venture Capital/,,,N/A,N/A
0DMZKZ-E,Czech National Bank (Research Firm),,,N/A,N/A
0FNZ8X-E,Summit Trail Advisors LLC,,Aggressive Growth,N/A,N/A
0FP86G-E,"Iroquois Capital Group, Inc. (Private Equity)",,,N/A,N/A
0GJ48S-E,Lexington Partners Asia Ltd.,,,N/A,N/A
0GJ88P-E,Black Toro Capital Partners /ES/,,,N/A,N/A
0GJGRB-E,Sutton Square Management LP,,,N/A,N/A
0GJP2Y-E,ZE Twelfth Player,,,N/A,N/A
0GJWX3-E,Chi-Courser Investment Management Co. Ltd.,,,N/A,N/A
0GJXYZ-E,Larsen Ventures Pty Ltd.,,,N/A,N/A
0GJYK9-E,Tethys Invest SASU,,,N/A,N/A
0GK0B6-E,PHOENIX CONTACT Innovation Ventures GmbH,,,N/A,N/A
0HKH5W-E,QBE Ventures,,,N/A,N/A
0HKMGC-E,Deutsche Bank /Venture Capital/,,,N/A,N/A
0JHYYN-E,Zhengnian Equity Investment Co. Ltd.,,,N/A,N/A
0JJFW5-E,Impresa Management LLC (UK),,,N/A,N/A
0JJGPJ-E,Guangyin Venture Capital,,,N/A,N/A
0KHFY9-E,No Street GP LP,,,N/A,N/A
0KHQS3-E,Jayhawk Capital Management LLC (Private Equity),,,N/A,N/A
0KHVZB-E,BVIM (Private Equity),,,N/A,N/A
007466-E,White Oak Capital Partners LP,,,N/A,N/A
0074HR-E,PNC Investments LLC,,GARP,N/A,N/A
0075LK-E,Nolan Securities Corp.,,,N/A,N/A
007841-E,Rexford Holding Management LLC,,,N/A,N/A
0078JQ-E,EMP Global LLC,,,N/A,N/A
007BZ1-E,GCV Management LLC,,,N/A,N/A
007HD0-E,American Independence Financial Services LLC,,GARP,N/A,N/A
007SND-E,Redbrick Capital Management LP,,,N/A,N/A
05N687-E,European Acquisition Capital Ltd.,,,N/A,N/A
05N792-E,"WRM Equity Management, Inc.",,,N/A,N/A
05NJTL-E,Los Angeles County Employees Retirement Association,,,N/A,N/A
05NKRJ-E,Excalibur Fund Managers Ltd.,,,N/A,N/A
05NSK3-E,Itau Unibanco SA,,GARP,N/A,N/A
05NT50-E,NVM Private Equity LLP,,,N/A,N/A
05NT7P-E,Oakwood Medical Investors,,,N/A,N/A
05NY06-E,SEEFT Management SAS,,,N/A,N/A
05NYK1-E,SHV Capital Ventures,,,N/A,N/A
07PTYG-E,Wheelock Street Capital LLC,,,N/A,N/A
08GQ4T-E,Bendigo Partners LLC,,,N/A,N/A
0BLXF3-E,Capital Fortune Asset Management Ltd.,,,N/A,N/A
0BM0TX-E,Invext Capital Gestao de Investimentos Ltda.,,GARP,N/A,N/A
0BM8X1-E,LDH Energy Advisors LLC,,,N/A,N/A
0BMSHN-E,Mint Asset Management Ltd.,,GARP,N/A,N/A
0D06XW-E,"Value Create, Inc. (Chuo-Ku)",,,N/A,N/A
0D0FX9-E,Beltone Financial (UK) LLP,,,N/A,N/A
0D0J70-E,Orix Corp. /Private Equity/,,,N/A,N/A
0D0KPH-E,Capnamic Ventures Management GmbH,,,N/A,N/A
0D0N0K-E,Catlin Group Ltd. (Investment Portfolio),,Deep Value,N/A,N/A
0D128D-E,Asset Management One Singapore Pte. Ltd.,,GARP,N/A,N/A
0GLWK7-E,"Guangzhou Xuan Yuan Investment Management Co., Ltd.",,,N/A,N/A
0GM2DH-E,Xian Zhongke Chuangxin Startup Enterprise Mgmt Consult LP,,,N/A,N/A
0GMRMJ-E,Boat Rocker Ventures,,,N/A,N/A
0GMS2C-E,Younnic Capital Partners BV,,,N/A,N/A
0GMZ1N-E,Interativa Investimentos Ltda.,,,N/A,N/A
0JL476-E,Brasif Gestao Internacional Ltda.,,,N/A,N/A
0JLD3R-E,Zhejiang Haifeng Zhicheng Investment Management Co. Ltd.,,,N/A,N/A
0JLFFX-E,Kharis Capital Luxembourg,,,N/A,N/A
0KJDGN-E,Shaolin Capital Management LLC,,Aggressive Growth,N/A,N/A
0KJYD4-E,I3 Equity Partners,,,N/A,N/A
0KJYF1-E,Mkoba Private Equity,,,N/A,N/A
0KJYFB-E,New Ground Capital Ltd.,,,N/A,N/A
0KJYFL-E,Newell May Capital,,,N/A,N/A
0KJYG4-E,Provariant Equity Partners,,,N/A,N/A
0KK29T-E,ForestEffect Management BV,,,N/A,N/A
0KK63N-E,Equistone Partners Europe (Switzerland),,,N/A,N/A
006G1F-E,"Ormes Capital Markets, Inc.",,,N/A,N/A
006KVD-E,"Carl Domino, Inc.",,Yield,N/A,N/A
006L0Q-E,Carolina First Bank Trust Services,,,N/A,N/A
006N2G-E,City Securities Corp.,,,N/A,N/A
006V6K-E,Absolute Investment Advisers LLC,,GARP,N/A,N/A
006VP8-E,A.R.T. Advisors LLC,,GARP,N/A,N/A
006VPT-E,CMK Capital Management LLC,,,N/A,N/A
006WSJ-E,Fore Research & Management LP,,Value,N/A,N/A
006WV5-E,TSP Capital Management Group LLC,,GARP,N/A,N/A
006XGH-E,NS Asset Management LLP,,GARP,N/A,N/A
006YQS-E,"East Shore Partners, Inc.",,,N/A,N/A
006ZH0-E,"Dawson James Securities, Inc.",,,N/A,N/A
006ZY7-E,Aethlon Capital LLC,,,N/A,N/A
0071WH-E,"NueLeaf Certified Public Accountants, Inc.",,,N/A,N/A
05V3MS-E,Berthel Schutter LLC,,,N/A,N/A
05V7VH-E,Commerzbank AG (Market-Maker),,,N/A,N/A
05VDCJ-E,Bear Stearns Merchant Banking,,,N/A,N/A
05VDXL-E,Caja de Ahorros de la Inmaculada de Aragon (Invt Mgmt),,,N/A,N/A
05VF1L-E,Post Road Capital Management LLC,,,N/A,N/A
05VGD6-E,HB Equity Partners LP,,,N/A,N/A
05VHD4-E,Frontier Asset Management LLC,,,N/A,N/A
05VJMS-E,Merit Energy Co. LLC,,,N/A,N/A
05VKD5-E,Forsyth Barr Ltd.,,GARP,N/A,N/A
05VL59-E,WAY Fund Managers Ltd.,,GARP,N/A,N/A
05VPV4-E,"Stockman Wealth Management, Inc.",,Yield,N/A,N/A
05VR7Q-E,BBMB Securities Sdn. Bhd.,,,N/A,N/A
05VRQZ-E,Target Asset Management Pte Ltd.,,GARP,N/A,N/A
05VSW7-E,Green Dot Capital Pte Ltd.,,,N/A,N/A
07NYQX-E,Rivergate Capital LLC,,,N/A,N/A
07P0ZP-E,RBC Professional Trader Group LLC Asset Management,,,N/A,N/A
07P4D5-E,Viking Fund Managers Ltd. /Old/,,,N/A,N/A
07PLCX-E,Reservoir Operations LP,,Deep Value,N/A,N/A
0B4J6F-E,Lecca Gestao de Recursos Ltda.,,,N/A,N/A
0B4JC3-E,Leme Investimentos Ltda.,,GARP,N/A,N/A
0B4JS4-E,Lawrence Clarke Investment Management LLP,,,N/A,N/A
0CM181-E,"SK Securities Co., Ltd. (Private Equity)",,,N/A,N/A
0CM8GW-E,UNIFINANZ Trust reg.,,,N/A,N/A
0CMD6Z-E,North West Capital Asset Management Co. CJSC,,,N/A,N/A
0CMGS1-E,North West Capital Asset Management Co. CJSC (Broker),,,N/A,N/A
0CMJ11-E,Sibilla Capital Management LLC,,,N/A,N/A
0CMNK7-E,VCT Vector Gestion SA,,,N/A,N/A
0CN1FW-E,Capital@Rent NV,,,N/A,N/A
0CN1GX-E,Analytical Center Management Co. CJSC,,,N/A,N/A
0CN37Y-E,H.R.L Morrison & Co. (Asia) Ltd.,,,N/A,N/A
0GNDW8-E,Iconica LLC,,,N/A,N/A
0GNJNQ-E,Allianz Capital Partners GmbH Singapore Branch,,,N/A,N/A
0GNMY3-E,Vanguard Capital Wealth Advisors LLC,,Aggressive Growth,N/A,N/A
0GK3HT-E,Amazon (Venture Capital),,,N/A,N/A
0HJYRT-E,Panther Residential Management LLC,,,N/A,N/A
0HK1Q9-E,Tealtech Capital OOO,,,N/A,N/A
0HKBV9-E,Gresham House Asset Management Ltd.,,,N/A,N/A
0JJ1V5-E,Chasestone Capital Co. Ltd.,,,N/A,N/A
0JJ98D-E,Hongzhou Junshang Investment Management Co. Ltd.,,,N/A,N/A
0JJGBJ-E,Henley Investment Management Ltd.,,,N/A,N/A
0JJHXB-E,Hotusa Ventures SL,,,N/A,N/A
0JJJ0Z-E,AtmosClear SA,,,N/A,N/A
0KHJ12-E,Emko Capital LLC,,,N/A,N/A
0KHLDQ-E,Hangzhou Liangcang Investment Management Co. Ltd.,,,N/A,N/A
0KHSMD-E,"Endpoint Merchant Group, LLC",,,N/A,N/A
0KHTLB-E,OMERS Infrastructure US Ltd.,,,N/A,N/A
0KHYNH-E,Golden Rock Capital Pte Ltd.,,,N/A,N/A
0072DK-E,Murphy & Durieu LP,,,N/A,N/A
007305-E,Stadion Money Management LLC,,Index,N/A,N/A
00738X-E,Balderton Capital (UK) LLP,,,N/A,N/A
007GP2-E,TriplePoint Capital LLC,,,N/A,N/A
007LXB-E,Sedna Capital Management LLC,,,N/A,N/A
05N7RP-E,Finadvance SA,,,N/A,N/A
05N7WR-E,Gesfid First Gen-e,,,N/A,N/A
05N8H2-E,"Global Emerging Markets North America, Inc.",,,N/A,N/A
05N9K2-E,Provident Equity Research,,,N/A,N/A
05NB2Y-E,Watch Hill Capital LLC,,,N/A,N/A
05NCRP-E,"SB Research, Inc.",,,N/A,N/A
05NFMF-E,HDFC Asset Management Co. Ltd. (Invt Mgmt),,Aggressive Growth,N/A,N/A
05NFMS-E,UBS Casa de Bolsa SA de CV,,,N/A,N/A
05NG9Y-E,The Invus Group LLC,,,N/A,N/A
05NGL3-E,John East & Partners Ltd.,,,N/A,N/A
05NHY0-E,Rhein Investors AG,,,N/A,N/A
05NK8M-E,"Century Securities Co., Ltd. (Japan)",,,N/A,N/A
08GCQ5-E,Teorema Gestao de Ativos Ltda.,,GARP,N/A,N/A
08GL1V-E,Alfa Ventures,,,N/A,N/A
08GQ19-E,Palmer Square Capital Management LLC,,,N/A,N/A
08GR2Y-E,Blackrock Asset Management (Australia) Ltd.,,,N/A,N/A
08H3NJ-E,Cohen & Company Capital Markets LLC,,,N/A,N/A
09770S-E,CACF Developpement SAS,,,N/A,N/A
0BLXP1-E,Shanghai Sova Capital Co. Ltd.,,,N/A,N/A
0BM1HZ-E,Revere Partners LLC,,GARP,N/A,N/A
0BM4C8-E,GPB Financial Services Ltd.,,,N/A,N/A
0BML8G-E,IG Expansion Business Development SL,,,N/A,N/A
0BMVJ7-E,Capital Southwest Management Co.,,,N/A,N/A
0D0HN1-E,Mast Capital Management LLC (Private Equity),,,N/A,N/A
0D0VXC-E,Island Park Investments,,,N/A,N/A
0D0YGT-E,Statistics Norway,,,N/A,N/A
0D0YP1-E,Gennext Ventures Investment Advisers LLP,,,N/A,N/A
0D149D-E,Alliance Healthcare Partners Management LLC,,,N/A,N/A
0D1D1T-E,sc-consult GmbH,,,N/A,N/A
0GMKY6-E,Elysian Park Ventures LLC,,,N/A,N/A
0GMX8Y-E,B.I.G. Capital LLC,,,N/A,N/A
0GN1G9-E,Ipe Investimentos Asset Management Ltda.,,,N/A,N/A
0HN6DR-E,Demetra Fondsmaglerselskab A/S,,,N/A,N/A
0HN6XZ-E,Plateau Investment Co. Ltd.,,,N/A,N/A
0JL73P-E,Jiuzhou Zhixing Investment Co. Ltd.,,,N/A,N/A
0JLLFQ-E,Everhope Capital LLC,,,N/A,N/A
0JLNQ0-E,Tradable Patterns Pte Ltd.,,,N/A,N/A
0JLV9J-E,SR Services DMCC,,,N/A,N/A
0KJH37-E,Magenta Venture Partners,,,N/A,N/A
0KJH9X-E,Wisconsin River Partners LLC,,,N/A,N/A
0KJN8F-E,Pacific Coast Ventures LLC,,,N/A,N/A
0KJXZQ-E,Zhejiang Tianxing Investment Management Co. Ltd.,,,N/A,N/A
0KJYC5-E,Noyes Advisors /Private Equity/,,,N/A,N/A
0KJYFJ-E,Trireme Partners LLP,,,N/A,N/A
0KJYFX-E,Island Capital Partners,,,N/A,N/A
0KJYG9-E,Savvy Capital Partners Pty Ltd.,,,N/A,N/A
0KJYGS-E,Quantum Capital /CA/,,,N/A,N/A
0KJYGW-E,Verse Capital Partners LLC,,,N/A,N/A
0068RQ-E,DRA Advisors LLC,,,N/A,N/A
006BT3-E,Axos Clearing LLC,,,N/A,N/A
006DCZ-E,"Financial Security Management, Inc.",,,N/A,N/A
006F78-E,Crystal Ridge Partners LLC,,,N/A,N/A
006LLR-E,"Arthur W. Wood Co., Inc.",,,N/A,N/A
006NBT-E,"Troika Dialog USA, Inc.",,,N/A,N/A
006WP4-E,JDN Capital Management LP,,,N/A,N/A
006WRP-E,Abrams Bison Investments LLC,,GARP,N/A,N/A
006WZK-E,"Linscomb & Williams, Inc.",,Yield,N/A,N/A
006X0R-E,Partner Fund Management LP,,Growth,N/A,N/A
006XGB-E,"Mid Atlantic Financial Management, Inc.",,Aggressive Growth,N/A,N/A
0070DW-E,Nuveen Securities LLC,,,N/A,N/A
05TZYM-E,"Potomac Fund Management, Inc.",,,N/A,N/A
05V6VD-E,PM Capital Ltd.,,GARP,N/A,N/A
05V8DB-E,Fonds Partenaires-Gestion SA,,,N/A,N/A
05VB4R-E,Franklin Park Associates LLC,,,N/A,N/A
05VGDX-E,Helmet Capital Oy Ab,,,N/A,N/A
05VH8N-E,Hachijuni Capital Co. Ltd. /Venture Capital/,,,N/A,N/A
07NX93-E,AEA Investors (UK) LLP,,,N/A,N/A
0B4PD1-E,Norne Securities AS,,,N/A,N/A
0B4X5C-E,Rusnano Capital LLC,,,N/A,N/A
0B4ZR9-E,BGL Asset Management Ltd.,,,N/A,N/A
0B58H2-E,"CXC Capital, Inc.",,,N/A,N/A
0B5B34-E,E-Generator,,,N/A,N/A
0B5JDP-E,Navam Capital Pvt Ltd.,,,N/A,N/A
