factset_fund_id,style,turnover_label,Discrepancy Column,Discrepancy Source
04BBGY-E,Growth,Low,,
04BBGZ-E,Growth,Low,,
04BBH0-E,,Medium,,
04BBH2-E,Yield,Low,,
04BBH3-E,,Very High,,
04BBH4-E,,Medium,,
04BBH5-E,,,,
04BBH6-E,,High,,
04BBH8-E,Growth,Low,,
04BBH9-E,,Medium,,
04BBHB-E,,Medium,,
04BBHC-E,Growth,Medium,,
04BBHD-E,,Medium,,
04BBHF-E,Growth,Very Low,,
04BBHH-E,Yield,Very Low,,
04BBHM-E,Growth,Low,,
04BBHP-E,,Medium,,
04BBHR-E,,Low,,
04BBHS-E,Growth,Very Low,,
04BBHT-E,Growth,Low,,
04BBHX-E,,Medium,,
04BBHZ-E,Growth,Very Low,,
04BBJ0-E,,High,,
04BBJ2-E,,High,,
04BBJ3-E,,Medium,,
04BBJ4-E,,High,,
04BBJ8-E,,Very Low,,
04BBJB-E,,High,,
04BBJC-E,,Very High,,
04BBJD-E,,Medium,,
04BBJF-E,,Medium,,
04BBJH-E,,Very High,,
04BBJK-E,,High,,
04BBJN-E,,High,,
04BBJS-E,Growth,Very Low,,
04BBJV-E,Growth,Low,,
04BBJW-E,,Medium,,
04BBJY-E,,High,,
04BBK0-E,Growth,Very Low,,
04BBK2-E,,Low,,
04BBK4-E,Growth,Very Low,,
04BBK6-E,,Very Low,,
04BBK7-E,,High,,
04BBKC-E,,High,,
04BBKD-E,,Very Low,,
04BBKG-E,,Medium,,
04BBKJ-E,,High,,
04BBKK-E,Value,Very Low,,
04BBKL-E,,Low,,
04BBKM-E,,High,,
04BBKN-E,,Medium,,
04BBKP-E,,Low,,
04BBKQ-E,,High,,
04BBKS-E,GARP,Very Low,,
04BBKW-E,Growth,Low,,
04BBKX-E,,Medium,,
04BBL0-E,,Medium,,
04BBL3-E,,Very High,,
04BBL4-E,,Medium,,
04BBL6-E,,Medium,,
04BBL7-E,,Very High,,
04BBL8-E,,Medium,,
04BBLC-E,,High,,
04BBLF-E,,Medium,,
04BBLG-E,,Low,,
04BBLH-E,,Medium,,
04BBLK-E,,Low,,
04BBLL-E,,Medium,,
04BBLN-E,,Low,,
04BBLQ-E,,,,
04BBLT-E,,Medium,,
04BBLW-E,,Medium,,
04BBLY-E,,High,,
04BBLZ-E,,Low,,
04BBM1-E,Index,Very Low,,
04BBM3-E,,Very Low,,
04BBM9-E,,Low,,
04BBMF-E,,Very High,,
04BBMG-E,,High,,
04BBMH-E,,High,,
04BBMJ-E,,High,,
04BBMK-E,,Very Low,,
04BBMS-E,,High,,
04BBMT-E,Value,Very Low,,
04BBN1-E,Growth,Very Low,,
04BBN2-E,Yield,Low,,
04BBN3-E,,Medium,,
04BBN6-E,,Medium,,
04BBN7-E,,Medium,,
04BBN9-E,,Very Low,,
04BBNL-E,,High,,
04BBNM-E,,Medium,,
04BBNN-E,,Medium,,
04BBNP-E,,Very Low,,
04BBNT-E,,Low,,
04BBNW-E,Growth,Low,,
04BBP5-E,,Medium,,
04BBP7-E,Value,Very Low,,
04BBPB-E,,Low,,
04BBPD-E,Yield,Very Low,,
04BBPF-E,,Low,,
04BBPH-E,,Very Low,,
04BBPJ-E,GARP,Medium,,
04BBPK-E,,Low,,
04BBPL-E,,Medium,,
04BBPM-E,,High,,
04BBPN-E,,,,
04BBPP-E,,Low,,
04BBPR-E,Yield,Very Low,,
04BBPT-E,,High,,
04BBPX-E,Yield,Very Low,,
04BBPY-E,,High,,
04BBPZ-E,,Low,,
04BBQ0-E,,Low,,
04BBQ2-E,,Low,,
04BBQ3-E,,Medium,,
04BBQ4-E,,Medium,,
04BBQ8-E,,Low,,
04BBQD-E,,High,,
04BBQF-E,Growth,Very Low,,
04BBQG-E,Growth,Medium,,
04BBQH-E,Value,Very Low,,
04BBQJ-E,,Low,,
04BBQK-E,Growth,Low,,
04BBQL-E,,Very Low,,
04BBQM-E,Value,Low,,
04BBQN-E,,Medium,,
04BBQP-E,,Medium,,
04BBQQ-E,,Very Low,,
04BBQS-E,Value,Very Low,,
04BBR2-E,,Medium,,
04BBR3-E,,Medium,,
04BBR4-E,GARP,Very Low,,
04BBR6-E,,Medium,,
04BBR7-E,GARP,High,,
04BBR9-E,,Medium,,
04BBRC-E,,Very Low,,
04BBRD-E,Value,Very Low,,
04BBRF-E,,Medium,,
04BBRJ-E,,Very Low,,
04BBRK-E,Growth,Very Low,,
04BBRM-E,,High,,
04BBRP-E,Growth,Very Low,,
04BBRQ-E,Aggressive Growth,Very Low,,
04BBS2-E,,Low,,
04BBS4-E,,Medium,,
04BBS5-E,,Low,,
04BBS6-E,,High,,
04BBS9-E,Value,Very Low,,
04BBSB-E,,Low,,
04BBSC-E,,Low,,
04BBSD-E,Growth,Very Low,,
04BBSG-E,Aggressive Growth,Very Low,,
04BBSH-E,Growth,Very Low,,
04BBSK-E,Yield,Very Low,,
04BBSM-E,Aggressive Growth,Medium,,
04BBSN-E,,,,
04BBSP-E,,Medium,,
04BBSV-E,,Medium,,
04BBT1-E,Growth,Low,,
04BBT3-E,GARP,Low,,
04BBT4-E,,Medium,,
04BBT5-E,Yield,Very Low,,
04BBT6-E,Growth,Very Low,,
04BBT7-E,Yield,Low,,
04BBT8-E,,Medium,,
04BBTD-E,,Medium,,
04BBTG-E,GARP,Medium,,
04BBTJ-E,,Very High,,
04BBTL-E,Growth,Low,,
04BBTN-E,,High,,
04BBTW-E,,Medium,,
04BBV1-E,GARP,Very Low,,
04BBVH-E,Growth,Low,,
04BBVJ-E,,Very Low,,
04BBVK-E,GARP,Very Low,,
04BBVM-E,,Low,,
04BBVS-E,Growth,Low,,
04BBVW-E,,Medium,,
04BBVY-E,,Very Low,,
04BBVZ-E,,,,
04BBW0-E,,Medium,,
04BBW2-E,Value,Low,,
04BBW4-E,,Medium,,
04BBWF-E,,Low,,
04BBWJ-E,,Medium,,
04BBWK-E,Growth,Very Low,,
04BBWM-E,,Low,,
04BBWN-E,Deep Value,Very Low,,
04BBWP-E,,Low,,
04BBWQ-E,,High,,
04BBWR-E,Index,Very Low,,
04BBWT-E,,,,
04BBWX-E,,Low,,
04BBWY-E,GARP,Very Low,,
04BBWZ-E,,High,,
04BBX1-E,Growth,Very Low,,
04BBX2-E,,Medium,,
04BBX3-E,Value,Medium,,
04BBX4-E,Growth,Medium,,
04BBX5-E,Aggressive Growth,High,,
04BBX6-E,,Medium,,
04BBXB-E,,Medium,,
04BBXC-E,Growth,Very Low,,
04BBXF-E,,Low,,
04BBXH-E,,Very Low,,
04BBXM-E,,,,
04BBXP-E,Growth,Very Low,,
04BBXR-E,,High,,
04BBXV-E,,Very Low,,
04BBXY-E,Yield,Very Low,,
04BBY1-E,,Medium,,
04BBY2-E,,Medium,,
04BBY4-E,Growth,Very Low,,
04BBY5-E,,Low,,
04BBY7-E,,High,,
04BBYB-E,Growth,Very Low,,
04BBYF-E,Value,Low,,
04BBYG-E,,High,,
04BBYH-E,,Very High,,
04BBYN-E,,Very Low,,
04BBYP-E,Growth,Very Low,,
04BBYQ-E,Growth,Very Low,,
04BBYR-E,,Medium,,
04BBYS-E,,Medium,,
04BBYT-E,,Medium,,
04BBYV-E,Growth,Very Low,,
04BBZ9-E,,Low,,
04BBZB-E,Growth,Very Low,,
04BBZC-E,Growth,Very Low,,
04BBZD-E,,Very High,,
04BBZF-E,Growth,Very Low,,
04BBZG-E,,Medium,,
04BBZJ-E,,Medium,,
04BBZK-E,,Medium,,
04BBZL-E,,Medium,,
04BBZN-E,,Very Low,,
04BBZP-E,,Low,,
04BBZQ-E,Growth,Very Low,,
04BBZZ-E,Value,Low,,
04BC01-E,Growth,Very Low,,
04BC02-E,,High,,
04BC03-E,,Low,,
04BC08-E,,High,,
04BC0B-E,Value,Low,,
04BC0H-E,,Very Low,,
04BC0J-E,,Very Low,,
04BC0L-E,,Low,,
04BC0M-E,Growth,Low,,
04BC0N-E,Yield,Very Low,,
04BC0Q-E,,Very Low,,
04BC0S-E,Growth,Very Low,,
04BC0T-E,,Low,,
04BC0V-E,,Medium,,
04BC0W-E,,High,,
04BC0X-E,,Medium,,
04BC10-E,,High,,
04BC19-E,Value,Medium,,
04BC1G-E,,Very High,,
04BC1J-E,,Very Low,,
04BC1K-E,,Low,,
04BC1M-E,,Medium,,
04BC1N-E,,Low,,
04BC1R-E,GARP,Very Low,,
04BC1W-E,,Medium,,
04BC21-E,Growth,Very Low,,
04BC22-E,,Low,,
04BC25-E,Growth,Very Low,,
04BC26-E,,Low,,
04BC27-E,Growth,Very Low,,
04BC28-E,,Medium,,
04BC2B-E,,High,,
04BC2C-E,,Very Low,,
04BC2D-E,Value,Low,,
04BC2F-E,,Low,,
04BC2G-E,,Medium,,
04BC2H-E,,Very Low,,
04BC2J-E,,Medium,,
04BC2L-E,Growth,Very Low,,
04BC2M-E,,Medium,,
04BC2N-E,Growth,Low,,
04BC2P-E,Aggressive Growth,Medium,,
04BC2Q-E,Aggressive Growth,High,,
04BC2T-E,Value,Very Low,,
04BC2V-E,,Very Low,,
04BC2W-E,,Low,,
04BC31-E,,Medium,,
04BC32-E,,Medium,,
04BC34-E,Growth,Very Low,,
04BC35-E,,Very High,,
04BC36-E,,Very Low,,
04BC37-E,,Very Low,,
04BC38-E,,Medium,,
04BC39-E,,Medium,,
04BC3B-E,,Low,,
04BC3H-E,Growth,Very Low,,
04BC3J-E,,Low,,
04BC3K-E,,High,,
04BC3L-E,,Low,,
04BC3Q-E,Yield,Very Low,,
04BC3S-E,,,,
04BC41-E,,Medium,,
04BC44-E,Growth,Very Low,,
04BC46-E,GARP,Very Low,,
04BC49-E,GARP,Very Low,,
04BC4B-E,,Low,,
04BC4D-E,Growth,Very Low,,
04BC4F-E,,High,,
04BC4K-E,,Medium,,
04BC4L-E,,Medium,,
04BC4M-E,,High,,
04BC4Q-E,,,,
04BC4R-E,Index,Very Low,,
04BC4S-E,,Low,,
04BC4T-E,Growth,Medium,,
04BC4V-E,Value,Low,,
04BC4W-E,,Low,,
04BC4X-E,,Medium,,
04BC51-E,,Low,,
04BC52-E,GARP,Very Low,,
04BC55-E,GARP,Very Low,,
04BC57-E,Index,Very Low,,
04BC58-E,,Medium,,
04BC5C-E,,Very Low,,
04BC5F-E,,Low,,
04BC5G-E,,High,,
04BC5L-E,,Medium,,
04BC5M-E,,Medium,,
04BC5N-E,,Medium,,
04BC5R-E,,High,,
04BC5S-E,,Very High,,
04BC5T-E,Index,Very Low,,
04BC5W-E,,Low,,
04BC5X-E,,High,,
04BC63-E,,High,,
04BC67-E,Growth,Very Low,,
04BC68-E,,High,,
04BC69-E,,Medium,,
04BC6F-E,,High,,
04BC6G-E,,High,,
04BC6J-E,,Very High,,
04BC6N-E,,Low,,
04BC6P-E,Yield,Medium,,
04BC6Q-E,,High,,
04BC6R-E,,Medium,,
04BC6V-E,,Low,,
04BC70-E,Growth,Very Low,,
04BC73-E,,Low,,
04BC76-E,Aggressive Growth,Low,,
04BC78-E,,,,
04BC7H-E,GARP,Very Low,,
04BC7J-E,Value,Very Low,,
04BC7N-E,,High,,
04BC7P-E,,Medium,,
04BC7S-E,,,,
04BC7V-E,Growth,Low,,
04BC7X-E,Growth,Very Low,,
04BC7Z-E,,Very High,,
04BC83-E,,Very High,,
04BC84-E,Growth,Very Low,,
04BC85-E,,High,,
04BC88-E,,Medium,,
04BC89-E,,Medium,,
04BC8C-E,,Very High,,
04BC8F-E,,High,,
04BC8G-E,Value,Very Low,,
04BC8K-E,Value,Very Low,,
04BC8M-E,Growth,Very Low,,
04BC8Q-E,,Medium,,
04BC8W-E,,Medium,,
04BC8Z-E,,High,,
04BC93-E,,High,,
04BC9F-E,Aggressive Growth,Very Low,,
04BC9G-E,,,,
04BC9N-E,,Medium,,
04BC9R-E,Growth,Low,,
04BC9X-E,Growth,Low,,
04BCB1-E,Growth,Low,,
04BCB2-E,,High,,
04BCB3-E,Growth,Medium,,
04BCB4-E,,High,,
04BCB7-E,Index,Very Low,,
04BCB9-E,,High,,
04BCBD-E,,High,,
04BCBJ-E,,High,,
04BCBR-E,,Medium,,
04BCBT-E,Growth,Medium,,
04BCBV-E,,High,,
04BCBZ-E,Growth,Very Low,,
04BCC2-E,,Medium,,
04BCC8-E,Growth,Very Low,,
04BCCC-E,,High,,
04BCCM-E,Deep Value,Low,,
04BCCS-E,,,,
04BCCY-E,,Medium,,
04BCD1-E,,Very High,,
04BCD2-E,Yield,Medium,,
04BCD4-E,GARP,Very Low,,
04BCD7-E,Index,Very Low,,
04BCDD-E,,High,,
04BCDF-E,,Medium,,
04BCDH-E,,Medium,,
04BCDJ-E,,Low,,
04BCDK-E,,High,,
04BCDL-E,,Very High,,
04BCDM-E,,Very High,,
04BCDN-E,Yield,Medium,,
04BCDP-E,Growth,Low,,
04BCDQ-E,,High,,
04BCDR-E,,Very Low,,
04BCDS-E,,Very Low,,
04BCDT-E,,High,,
04BCDV-E,,Low,,
04BCDX-E,,Low,,
04BCF1-E,Yield,Low,,
04BCF2-E,,Low,,
04BCF5-E,,High,,
04BCFC-E,Value,Medium,,
04BCFD-E,Growth,Low,,
04BCFH-E,,Low,,
04BCFL-E,,,,
04BCG9-E,,High,,
04BCGB-E,Index,Very Low,,
04BCGC-E,,Low,,
04BCGG-E,,Low,,
04BCGP-E,Growth,Very Low,,
04BCGS-E,Growth,Very Low,,
04BCGT-E,,Low,,
04BCGZ-E,Value,Very Low,,
04BCH2-E,Value,Very Low,,
04BCH3-E,Growth,Low,,
04BCH4-E,Growth,Low,,
04BCH5-E,Value,Very Low,,
04BCH6-E,Value,Very Low,,
04BCH7-E,,Low,,
04BCHC-E,,High,,
04BCHF-E,,Very Low,,
04BCHG-E,,Medium,,
04BCHH-E,,Very Low,,
04BCHJ-E,Growth,Very Low,,
04BCHK-E,,Medium,,
04BCHM-E,Value,Low,,
04BCHT-E,,Very Low,,
04BCHV-E,,Medium,,
04BCHX-E,,Medium,,
04BCHY-E,Index,Very Low,,
04BCJ6-E,Yield,Very Low,,
04BCJ7-E,,Medium,,
04BCJ8-E,Growth,Very Low,,
04BCJC-E,Aggressive Growth,Very Low,,
04BCJD-E,Value,Medium,,
04BCJK-E,,High,,
04BCJM-E,,Medium,,
04BCJN-E,,Medium,,
04BCJR-E,Yield,Very Low,,
04BCJV-E,,Medium,,
04BCJZ-E,,Very Low,,
04BCK0-E,,Low,,
04BCK6-E,,Medium,,
04BCKB-E,,Very High,,
04BCKG-E,,High,,
04BCKJ-E,,High,,
04BCKR-E,Growth,Very Low,,
04BCKS-E,,Medium,,
04BCKT-E,Growth,Very Low,,
04BCKX-E,,Medium,,
04BCKY-E,Growth,Very Low,,
04BCL0-E,Value,Very Low,,
04BCL5-E,,Low,,
04BCL7-E,GARP,Low,,
04BCL8-E,,Medium,,
04BCLJ-E,,Medium,,
04BCLL-E,Growth,Low,,
04BCLP-E,,Low,,
04BCLR-E,,Low,,
04BCLS-E,,High,,
04BCLT-E,,Medium,,
04BCLV-E,,Low,,
04BCLW-E,Growth,Low,,
04BCLY-E,,Medium,,
04BCLZ-E,Growth,Very Low,,
04BCM0-E,,High,,
04BCM1-E,,Medium,,
04BCM3-E,,Medium,,
04BCM5-E,,High,,
04BCM7-E,,Very High,,
04BCM8-E,,Low,,
04BCM9-E,Growth,Low,,
04BCMF-E,,High,,
04BCMJ-E,,High,,
04BCML-E,,High,,
04BCMN-E,Growth,Very Low,,
04BCMQ-E,,High,,
04BCMS-E,,High,,
04BCMV-E,,High,,
04BCMW-E,,Very Low,,
04BCMX-E,,Medium,,
04BCMZ-E,,High,,
04BCN0-E,Growth,Low,,
04BCN1-E,,Low,,
04BCN4-E,Value,Medium,,
04BCN7-E,,High,,
04BCN9-E,Growth,Low,,
04BCND-E,Growth,Low,,
04BCNF-E,Yield,Medium,,
04BCNH-E,Growth,Medium,,
04BCNJ-E,Growth,Low,,
04BCNK-E,,Low,,
04BCNL-E,Growth,Very High,,
04BCNP-E,Value,Medium,,
04BCNV-E,Deep Value,Low,,
04BCNY-E,Yield,Low,,
04BCNZ-E,,Medium,,
04BCP0-E,,Medium,,
04BCP1-E,,Medium,,
04BCP2-E,,Low,,
04BCP3-E,Growth,Very Low,,
04BCP6-E,,High,,
04BCP9-E,,High,,
04BCPF-E,Value,Very Low,,
04BCPH-E,,Very Low,,
04BCPJ-E,,High,,
04BCPK-E,,High,,
04BCPR-E,Growth,Low,,
04BCPT-E,Yield,Low,,
04BCPV-E,Growth,Very Low,,
04BCPW-E,Index,Very Low,,
04BCPX-E,Growth,Medium,,
04BCPY-E,,Medium,,
04BCQ0-E,Value,Very Low,,
04BCQB-E,,Low,,
04BCQN-E,,Low,,
04BCQR-E,,Low,,
04BCQV-E,Index,Very Low,,
04BCQX-E,,Low,,
04BCQY-E,Growth,Very Low,,
04BCQZ-E,,Low,,
04BCR2-E,Growth,Very Low,,
04BCR8-E,Aggressive Growth,Very Low,,
04BCR9-E,,Low,,
04BCRD-E,,Medium,,
04BCRK-E,Aggressive Growth,Very Low,,
04BCRL-E,,Medium,,
04BCRM-E,,,,
04BCRP-E,GARP,Medium,,
04BCRT-E,GARP,High,,
04BCS0-E,,Medium,,
04BCS1-E,,Medium,,
04BCS5-E,,Medium,,
04BCS8-E,Growth,High,,
04BCS9-E,,Very High,,
04BCSB-E,,,,
04BCSC-E,,Very Low,,
04BCSF-E,Growth,Medium,,
04BCSG-E,,Very Low,,
04BCSR-E,,Medium,,
04BCSS-E,,Very High,,
04BCSY-E,,High,,
04BCT3-E,,Medium,,
04BCT4-E,,Low,,
04BCT5-E,,High,,
04BCT8-E,,Low,,
04BCT9-E,,Very Low,,
04BCTF-E,,Very Low,,
04BCTJ-E,,Low,,
04BCTK-E,,Low,,
04BCTN-E,,High,,
04BCTP-E,,,,
04BCTR-E,,Medium,,
04BCTT-E,,Low,,
04BCTV-E,,Medium,,
04BCTY-E,,Low,,
04BCV5-E,,Low,,
04BCV6-E,,Medium,,
04BCV8-E,,Medium,,
04BCV9-E,Value,Very Low,,
04BCVD-E,,High,,
04BCVG-E,Growth,Very Low,,
04BCVH-E,Growth,Medium,,
04BCVK-E,,High,,
04BCVL-E,Growth,Low,,
04BCVM-E,,Medium,,
04BCVP-E,,Very High,,
04BCVR-E,Growth,Low,,
04BCVT-E,,Low,,
04BCVV-E,,Low,,
04BCVX-E,Growth,Medium,,
04BCW0-E,,Medium,,
04BCW3-E,,Medium,,
04BCW4-E,,Medium,,
04BCW5-E,,,,
04BCW6-E,,Medium,,
04BCW8-E,,,,
04BCWH-E,Value,Low,,
04BCWP-E,Growth,Low,,
04BCWS-E,Growth,Low,,
04BCWY-E,Growth,Very Low,,
04BCWZ-E,Growth,Very Low,,
04BCX1-E,,,,
04BCX3-E,GARP,Low,,
04BCX4-E,,Low,,
04BCX9-E,Growth,Very Low,,
04BCXB-E,,Very Low,,
04BCXD-E,Growth,Medium,,
04BCXJ-E,Growth,Low,,
04BCXL-E,Growth,High,,
04BCXM-E,Aggressive Growth,Low,,
04BCXP-E,Value,Very Low,,
04BCXQ-E,Value,Very Low,,
04BCXR-E,Aggressive Growth,Very Low,,
04BCXS-E,GARP,Very Low,,
04BCXX-E,Growth,Very Low,,
04BCXY-E,Aggressive Growth,Very Low,,
04BCY0-E,Value,Medium,,
04BCY1-E,Growth,Medium,,
04BCYC-E,,,,
04BCYF-E,Growth,Medium,,
04BCYH-E,Growth,Low,,
04BCYX-E,Growth,Medium,,
04BCYZ-E,Growth,Low,,
04BCZ3-E,,High,,
04BCZ4-E,,Low,,
04BCZ9-E,Growth,Low,,
04BCZQ-E,Value,Very Low,,
04BCZT-E,Value,High,,
04BCZX-E,,High,,
04BCZY-E,,Medium,,
04BD04-E,,Very Low,,
04BD0F-E,GARP,High,,
04BD0S-E,,Medium,,
04BD0Y-E,Growth,Very Low,,
04BD12-E,Yield,Low,,
04BD13-E,,,,
04BD15-E,Yield,Low,,
04BD16-E,,Very Low,,
04BD19-E,,Low,,
04BD1B-E,,Medium,,
04BD1D-E,,Very High,,
04BD1F-E,,Very High,,
04BD1G-E,,Very Low,,
04BD1H-E,,Very High,,
04BD1J-E,,Medium,,
04BD1K-E,,Medium,,
04BD1L-E,,Low,,
04BD1M-E,,High,,
04BD1N-E,Yield,Medium,,
04BD1R-E,Growth,Medium,,
04BD1T-E,,Medium,,
04BD22-E,Growth,Low,,
04BD2J-E,Deep Value,Very Low,,
04BD2M-E,GARP,Very Low,,
04BD2N-E,,Medium,,
04BD2P-E,,Medium,,
04BD2Q-E,,Medium,,
04BD2S-E,Growth,Very Low,,
04BD2T-E,Aggressive Growth,Very Low,,
04BD2V-E,,High,,
04BD2W-E,,Very High,,
04BD2Y-E,Value,Medium,,
04BD34-E,,Medium,,
04BD37-E,,Very High,,
04BD3B-E,,Low,,
04BD3C-E,,Medium,,
04BD3F-E,Growth,High,,
04BD3K-E,Yield,Medium,,
04BD3L-E,,Medium,,
04BD3M-E,,Low,,
04BD3N-E,,Low,,
04BD3T-E,,Low,,
04BD3W-E,,Medium,,
04BD3X-E,,Medium,,
04BD40-E,Value,Low,,
04BD42-E,,High,,
04BD46-E,,High,,
04BD48-E,,Medium,,
04BD49-E,,Medium,,
04BD4B-E,,,,
04BD4D-E,,Very Low,,
04BD4Q-E,,Low,,
04BD4S-E,,Medium,,
04BD4X-E,,High,,
04BD4Y-E,Growth,Low,,
04BD4Z-E,Value,Very Low,,
04BD51-E,Value,Very Low,,
04BD52-E,Yield,Very Low,,
04BD55-E,Growth,Low,,
04BD57-E,,Very High,,
04BD58-E,,Medium,,
04BD59-E,,Medium,,
04BD5D-E,,High,,
04BD5F-E,,Very High,,
04BD5H-E,,Low,,
04BD5K-E,,Medium,,
04BD5L-E,,High,,
04BD5W-E,,Medium,,
04BD5Z-E,Growth,Low,,
04BD60-E,Growth,Very Low,,
04BD61-E,Index,Very Low,,
04BD62-E,Growth,Very Low,,
04BD64-E,GARP,Very Low,,
04BD65-E,Growth,Medium,,
04BD66-E,Growth,Low,,
04BD67-E,Value,Very Low,,
04BD69-E,,Low,,
04BD6M-E,,Medium,,
04BD6N-E,,Medium,,
04BD6P-E,,Low,,
04BD6Q-E,,Medium,,
04BD6W-E,,High,,
04BD73-E,Value,Very Low,,
04BD79-E,Value,Medium,,
04BD7B-E,,High,,
04BD7C-E,,High,,
04BD7D-E,,Very Low,,
04BD7K-E,,Low,,
04BD7Q-E,,Low,,
04BD7Z-E,Growth,Low,,
04BD81-E,,,,
04BD83-E,,High,,
04BD85-E,,Medium,,
04BD8B-E,,High,,
04BD8D-E,,Low,,
04BD8G-E,Growth,Very Low,,
04BD8J-E,,High,,
04BD8P-E,,Medium,,
04BD8R-E,,Medium,,
04BD8T-E,Growth,Very Low,,
04BD8Z-E,,Medium,,
04BD94-E,GARP,Medium,,
04BD95-E,,Medium,,
04BD9C-E,Growth,Very Low,,
04BD9G-E,,Low,,
04BD9J-E,Growth,Very Low,,
04BD9K-E,,High,,
04BD9M-E,,Medium,,
04BD9P-E,,High,,
04BD9T-E,,High,,
04BDB7-E,,Medium,,
04BDBG-E,,Medium,,
04BDBJ-E,Aggressive Growth,Very Low,,
04BDBM-E,Yield,Very Low,,
04BDBP-E,,Medium,,
04BDBR-E,,Medium,,
04BDBS-E,,Medium,,
04BDBT-E,,Medium,,
04BDBV-E,Yield,Very Low,,
04BDBX-E,GARP,Low,,
04BDBY-E,,Medium,,
04BDBZ-E,,High,,
04BDC1-E,Deep Value,Low,,
04BDC4-E,,Medium,,
04BDC7-E,,Low,,
04BDC9-E,Yield,Very Low,,
04BDCJ-E,Growth,Very Low,,
04BDCL-E,Value,Very Low,,
04BDCM-E,Growth,Very Low,,
04BDCN-E,,Low,,
04BDCP-E,Growth,Very Low,,
04BDCQ-E,Index,Low,,
04BDCW-E,Deep Value,Low,,
04BDD0-E,,Low,,
04BDD1-E,Index,Very Low,,
04BDD6-E,,Very Low,,
04BDD7-E,Growth,Low,,
04BDD8-E,,Medium,,
04BDDD-E,,Low,,
04BDDL-E,,Very Low,,
04BDDR-E,,Medium,,
04BDDT-E,,Medium,,
04BDDV-E,GARP,Very Low,,
04BDDW-E,,Very Low,,
04BDF0-E,,Low,,
04BDF2-E,Aggressive Growth,Very Low,,
04BDF3-E,,Low,,
04BDF4-E,,High,,
04BDF6-E,Growth,Very Low,,
04BDF9-E,Growth,Very Low,,
04BDFB-E,Growth,Very Low,,
04BDFD-E,,Medium,,
04BDFG-E,Value,Very Low,,
04BDFH-E,,Medium,,
04BDFJ-E,,High,,
04BDFK-E,Growth,Very Low,,
04BDFM-E,,Very Low,,
04BDFT-E,,Low,,
04BDFV-E,Growth,Very Low,,
04BDG4-E,,Very Low,,
04BDG9-E,,Low,,
04BDGJ-E,,High,,
04BDGN-E,Growth,Very Low,,
04BDGQ-E,Value,Very Low,,
04BDGR-E,,Very Low,,
04BDGT-E,,High,,
04BDGZ-E,,Medium,,
04BDH2-E,,Low,,
04BDHC-E,Growth,Low,,
04BDHD-E,Value,Very Low,,
04BDHJ-E,Growth,Very Low,,
04BDHN-E,Growth,Very Low,,
04BDHR-E,,Very Low,,
04BDHT-E,,Medium,,
04BDHV-E,Value,Low,,
04BDHW-E,Index,Very Low,,
04BDHY-E,Growth,Low,,
04BDHZ-E,,High,,
04BDJ1-E,,Low,,
04BDJ4-E,Growth,Low,,
04BDJ7-E,,Low,,
04BDJH-E,Growth,Medium,,
04BDJP-E,Growth,Low,,
04BDJV-E,,High,,
04BDJW-E,,Very Low,,
04BDK1-E,,High,,
04BDK2-E,,High,,
04BDK5-E,Growth,Very Low,,
04BDKH-E,Index,Very Low,,
04BDKM-E,Index,Very Low,,
04BDKN-E,Index,Very Low,,
04BDKQ-E,,High,,
04BDKT-E,,Low,,
04BDKW-E,,,,
04BDKZ-E,,Medium,,
04BDL4-E,,Low,,
04BDL9-E,,Very High,,
04BDLL-E,,Low,,
04BDLM-E,GARP,Medium,,
04BDLS-E,,High,,
04BDLW-E,Value,Medium,,
04BDM0-E,,Low,,
04BDM3-E,Growth,Low,,
04BDM6-E,,Low,,
04BDM8-E,Yield,Medium,,
04BDMK-E,Value,Very Low,,
04BDMM-E,,Medium,,
04BDN7-E,,Low,,
04BDN8-E,Value,Low,,
04BDN9-E,,Very Low,,
04BDNB-E,Index,Very Low,,
04BDNC-E,,Very High,,
04BDND-E,,Very Low,,
04BDNH-E,,Medium,,
04BDNN-E,Index,Medium,,
04BDNQ-E,GARP,Medium,,
04BDP2-E,Growth,Very Low,,
04BDP3-E,Growth,Low,,
04BDPH-E,,,,
04BDPT-E,,Very Low,,
04BDPX-E,,Very Low,,
04BDPZ-E,,Very Low,,
04BDQ2-E,,Very Low,,
04BDQ4-E,,Low,,
04BDQ9-E,,Medium,,
04BDQN-E,,High,,
04BDQP-E,,Very Low,,
04BDQS-E,,Very Low,,
04BDQV-E,Growth,Low,,
04BDQW-E,,Very High,,
04BDQY-E,Value,Very Low,,
04BDR0-E,,Low,,
04BDR7-E,,Very Low,,
04BDRH-E,Index,Very Low,,
04BDRJ-E,,Low,,
04BDRT-E,Value,Very Low,,
04BDRV-E,,Very Low,,
04BDRW-E,Deep Value,Very Low,,
04BDS0-E,,Medium,,
04BDS2-E,Growth,Very Low,,
04BDS4-E,,Very Low,,
04BDS5-E,,Very Low,,
04BDS6-E,,Very Low,,
04BDS7-E,Value,Low,,
04BDSC-E,Growth,Very Low,,
04BDSD-E,,High,,
04BDSH-E,Growth,Low,,
04BDSN-E,,,,
04BDSQ-E,,Very Low,,
04BDSS-E,Growth,Very Low,,
04BDST-E,,Very Low,,
04BDSV-E,Growth,Medium,,
04BDSX-E,,Low,,
04BDSZ-E,Value,Very Low,,
04BDT0-E,Growth,Very Low,,
